ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalPersonenInHuishoudens_1;TotaalInParticuliereHuishoudens_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonendePersonen_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersonenInInstitutioneleHuishoudens_12
56;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2006;3459889.0;3415158.0;1035902.0;450062.0;1789971.0;192547.0;661800.0;104922.0;830702.0;82048.0;57175.0;44731.0
57;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2007;3469857.0;3425369.0;1033305.0;458595.0;1793535.0;192390.0;668814.0;112313.0;820018.0;83535.0;56399.0;44488.0
58;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2008;3482551.0;3437587.0;1029877.0;466666.0;1799506.0;193800.0;676440.0;119838.0;809428.0;84977.0;56561.0;44964.0
59;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2009;3499946.0;3455052.0;1028523.0;476278.0;1805660.0;194668.0;684752.0;126194.0;800046.0;86976.0;57615.0;44894.0
60;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2010;3517162.0;3472124.0;1028208.0;487549.0;1810400.0;194288.0;691402.0;133014.0;791696.0;89392.0;56575.0;45038.0
61;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2011;3531103.0;3483507.0;1026959.0;492501.0;1815984.0;196372.0;696335.0;139996.0;783281.0;91461.0;56602.0;47596.0
62;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2012;3543938.0;3496021.0;1026757.0;502948.0;1816868.0;194469.0;701785.0;144998.0;775616.0;94487.0;54961.0;47917.0
63;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2013;3553582.0;3506623.0;1023844.0;511928.0;1820202.0;196568.0;706818.0;150486.0;766330.0;97079.0;53570.0;46959.0
64;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2014;3559282.0;3502998.0;1019653.0;509555.0;1821111.0;200306.0;708968.0;156095.0;755742.0;100050.0;52629.0;56284.0
65;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2015;3569021.0;3513496.0;1014694.0;521281.0;1822001.0;201287.0;713736.0;162200.0;744778.0;101919.0;53601.0;55525.0
66;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2016;3583699.0;3524690.0;1014244.0;530051.0;1822354.0;203370.0;716756.0;165658.0;736570.0;104541.0;53500.0;59009.0
67;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2017;3603406.0;3548407.0;1015654.0;543542.0;1828326.0;204854.0;721696.0;171060.0;730716.0;105431.0;55454.0;54999.0
68;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2018;3623274.0;3566875.0;1017853.0;551620.0;1835286.0;209642.0;726068.0;174216.0;725360.0;107776.0;54340.0;56399.0
69;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2019;3644949.0;3589510.0;1020490.0;562063.0;1843060.0;214790.0;730066.0;176504.0;721700.0;109982.0;53915.0;55439.0
70;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2020;3671379.0;3611430.0;1022675.0;571760.0;1851530.0;219106.0;734302.0;179246.0;718876.0;111809.0;53656.0;59949.0
71;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2021;3691362.0;3631420.0;1023000.0;577214.0;1863182.0;229672.0;735634.0;183912.0;713964.0;113159.0;54865.0;59942.0
72;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2022;3717153.0;3656290.0;1023981.0;590785.0;1873204.0;234372.0;740746.0;187340.0;710746.0;113659.0;54661.0;60863.0
73;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2023;3762742.0;3699183.0;1034890.0;607843.0;1882840.0;234864.0;742666.0;188958.0;716352.0;117083.0;56527.0;63559.0
74;Mannen en vrouwen;Totaal;Oost-Nederland (LD);2024;3788930.0;3721846.0;1031187.0;622049.0;1891720.0;239698.0;748730.0;188598.0;714694.0;118625.0;58265.0;67084.0
75;Mannen en vrouwen;Totaal;West-Nederland (LD);2000;7395806.0;7297531.0;2066120.0;1230052.0;3675884.0;483530.0;1352298.0;166778.0;1673278.0;207609.0;117866.0;98275.0
76;Mannen en vrouwen;Totaal;West-Nederland (LD);2001;7448215.0;7352577.0;2084447.0;1245217.0;3686939.0;483376.0;1356458.0;180761.0;1666344.0;214288.0;121686.0;95638.0
77;Mannen en vrouwen;Totaal;West-Nederland (LD);2002;7500417.0;7406030.0;2103062.0;1260639.0;3693635.0;486004.0;1355988.0;197485.0;1654158.0;222704.0;125990.0;94387.0
78;Mannen en vrouwen;Totaal;West-Nederland (LD);2003;7543668.0;7449959.0;2112071.0;1277097.0;3703240.0;486970.0;1364880.0;212698.0;1638692.0;229604.0;127947.0;93709.0
79;Mannen en vrouwen;Totaal;West-Nederland (LD);2004;7580493.0;7486067.0;2118794.0;1292789.0;3710507.0;481675.0;1373164.0;229140.0;1626528.0;234047.0;129930.0;94426.0
80;Mannen en vrouwen;Totaal;West-Nederland (LD);2005;7608753.0;7515262.0;2123738.0;1302632.0;3719228.0;484572.0;1376878.0;245020.0;1612758.0;238831.0;130833.0;93491.0
81;Mannen en vrouwen;Totaal;West-Nederland (LD);2006;7625684.0;7534839.0;2120943.0;1325753.0;3713944.0;479579.0;1381686.0;258551.0;1594128.0;242522.0;131677.0;90845.0
82;Mannen en vrouwen;Totaal;West-Nederland (LD);2007;7639268.0;7549074.0;2116684.0;1338497.0;3716978.0;480360.0;1388270.0;272878.0;1575470.0;245239.0;131676.0;90194.0
83;Mannen en vrouwen;Totaal;West-Nederland (LD);2008;7669533.0;7579575.0;2115632.0;1351329.0;3729382.0;486698.0;1395478.0;289548.0;1557658.0;248127.0;135105.0;89958.0
84;Mannen en vrouwen;Totaal;West-Nederland (LD);2009;7719856.0;7629647.0;2120013.0;1373485.0;3743338.0;491334.0;1403794.0;304312.0;1543898.0;252786.0;140025.0;90209.0
85;Mannen en vrouwen;Totaal;West-Nederland (LD);2010;7777014.0;7685972.0;2129543.0;1395585.0;3760220.0;492866.0;1414138.0;318690.0;1534526.0;258345.0;142279.0;91042.0
86;Mannen en vrouwen;Totaal;West-Nederland (LD);2011;7830125.0;7734428.0;2139027.0;1413448.0;3792745.0;506578.0;1420952.0;337309.0;1527906.0;263323.0;125885.0;95697.0
87;Mannen en vrouwen;Totaal;West-Nederland (LD);2012;7880753.0;7785792.0;2150767.0;1437740.0;3800729.0;505326.0;1425119.0;347324.0;1522960.0;270338.0;126218.0;94961.0
88;Mannen en vrouwen;Totaal;West-Nederland (LD);2013;7914606.0;7821234.0;2155844.0;1452373.0;3812576.0;512129.0;1427057.0;359870.0;1513520.0;275335.0;125106.0;93372.0
89;Mannen en vrouwen;Totaal;West-Nederland (LD);2014;7952694.0;7845642.0;2160976.0;1451971.0;3826588.0;522808.0;1430094.0;372352.0;1501334.0;281989.0;124118.0;107052.0
90;Mannen en vrouwen;Totaal;West-Nederland (LD);2015;8006238.0;7902913.0;2168090.0;1484051.0;3836620.0;526890.0;1434412.0;386090.0;1489228.0;286914.0;127238.0;103325.0
91;Mannen en vrouwen;Totaal;West-Nederland (LD);2016;8062022.0;7955815.0;2180229.0;1502494.0;3851512.0;538610.0;1434576.0;395866.0;1482460.0;292824.0;128756.0;106207.0
92;Mannen en vrouwen;Totaal;West-Nederland (LD);2017;8125777.0;8020824.0;2196358.0;1524998.0;3871748.0;546612.0;1436444.0;408620.0;1480072.0;295175.0;132545.0;104953.0
93;Mannen en vrouwen;Totaal;West-Nederland (LD);2018;8190014.0;8083776.0;2213730.0;1540053.0;3898428.0;561956.0;1439958.0;416344.0;1480170.0;300317.0;131248.0;106238.0
94;Mannen en vrouwen;Totaal;West-Nederland (LD);2019;8252442.0;8145675.0;2230980.0;1555831.0;3921918.0;574917.0;1442064.0;422387.0;1482550.0;304787.0;132159.0;106767.0
95;Mannen en vrouwen;Totaal;West-Nederland (LD);2020;8326545.0;8216184.0;2247371.0;1574818.0;3952882.0;591110.0;1446528.0;428520.0;1486724.0;308405.0;132708.0;110361.0
96;Mannen en vrouwen;Totaal;West-Nederland (LD);2021;8361089.0;8251550.0;2247022.0;1579092.0;3980596.0;623112.0;1442764.0;438088.0;1476632.0;309843.0;134997.0;109539.0
97;Mannen en vrouwen;Totaal;West-Nederland (LD);2022;8420411.0;8309009.0;2249112.0;1617242.0;3996984.0;637673.0;1444646.0;445525.0;1469140.0;311356.0;134315.0;111402.0
98;Mannen en vrouwen;Totaal;West-Nederland (LD);2023;8536295.0;8418062.0;2271234.0;1667580.0;4023244.0;644814.0;1448704.0;449450.0;1480276.0;317901.0;138103.0;118233.0
99;Mannen en vrouwen;Totaal;West-Nederland (LD);2024;8608638.0;8484771.0;2269351.0;1702367.0;4044848.0;656546.0;1458802.0;448702.0;1480798.0;321334.0;146871.0;123867.0
100;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2000;3497196.0;3443069.0;1005774.0;414529.0;1894814.0;208275.0;714476.0;61957.0;910106.0;74433.0;53519.0;54127.0
101;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2001;3517795.0;3464847.0;1009557.0;422942.0;1900379.0;208650.0;721076.0;68171.0;902482.0;76307.0;55662.0;52948.0
102;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2002;3534417.0;3482174.0;1013184.0;431813.0;1903060.0;210626.0;724488.0;75834.0;892112.0;78890.0;55227.0;52243.0
103;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2003;3542087.0;3490579.0;1011158.0;439789.0;1903342.0;211066.0;730556.0;82578.0;879142.0;80931.0;55359.0;51508.0
104;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2004;3546329.0;3495562.0;1007895.0;450664.0;1899309.0;209023.0;734978.0;89462.0;865846.0;82991.0;54703.0;50767.0
105;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2005;3548054.0;3498263.0;1003030.0;458782.0;1897042.0;210676.0;738874.0;96566.0;850926.0;84925.0;54484.0;49791.0
106;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2006;3547884.0;3498560.0;994865.0;472054.0;1891901.0;210413.0;743636.0;103742.0;834110.0;86348.0;53392.0;49324.0
107;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2007;3546847.0;3498190.0;985892.0;481996.0;1889277.0;211401.0;750560.0;111512.0;815804.0;87999.0;53026.0;48657.0
108;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2008;3548532.0;3500151.0;977213.0;491403.0;1888380.0;213596.0;757178.0;119154.0;798452.0;89375.0;53780.0;48381.0
109;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2009;3557164.0;3509428.0;971693.0;503328.0;1889307.0;215143.0;763550.0;126240.0;784374.0;91274.0;53826.0;47736.0
110;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2010;3566859.0;3518192.0;966595.0;514963.0;1888456.0;215408.0;768668.0;133974.0;770406.0;93534.0;54644.0;48667.0
111;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2011;3576842.0;3526168.0;962406.0;525045.0;1891445.0;218329.0;772443.0;142772.0;757901.0;95743.0;51529.0;50674.0
112;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2012;3586761.0;3536009.0;959666.0;537797.0;1888463.0;217703.0;776098.0;148622.0;746040.0;99083.0;51000.0;50752.0
113;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2013;3592902.0;3543473.0;954115.0;549336.0;1888218.0;219961.0;780285.0;155984.0;731988.0;101212.0;50592.0;49429.0
114;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2014;3599280.0;3542790.0;948219.0;552722.0;1888314.0;225946.0;782262.0;162262.0;717844.0;104401.0;49134.0;56490.0
115;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2015;3606692.0;3550823.0;942844.0;566914.0;1884717.0;226289.0;784070.0;170098.0;704260.0;106206.0;50142.0;55869.0
116;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2016;3615009.0;3557525.0;940202.0;575244.0;1882996.0;229856.0;785248.0;175354.0;692538.0;108823.0;50260.0;57484.0
117;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2017;3630077.0;3576978.0;939784.0;588550.0;1886084.0;234240.0;786964.0;182454.0;682426.0;109858.0;52702.0;53099.0
118;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2018;3645484.0;3590838.0;938517.0;598746.0;1890546.0;240520.0;789332.0;186708.0;673986.0;111551.0;51478.0;54646.0
119;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2019;3660943.0;3606322.0;938596.0;608426.0;1893479.0;245553.0;791090.0;189342.0;667494.0;113620.0;52201.0;54621.0
120;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2020;3680156.0;3623104.0;938501.0;617228.0;1900212.0;252814.0;793158.0;192714.0;661526.0;115239.0;51924.0;57052.0
121;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2021;3689821.0;3632854.0;934834.0;623143.0;1905746.0;265236.0;790904.0;198062.0;651544.0;116141.0;52990.0;56967.0
122;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2022;3711176.0;3654394.0;933434.0;639800.0;1911376.0;271065.0;792694.0;202698.0;644919.0;116653.0;53131.0;56782.0
123;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2023;3754577.0;3694811.0;941361.0;659319.0;1919412.0;273070.0;793610.0;204958.0;647774.0;119546.0;55173.0;59766.0
124;Mannen en vrouwen;Totaal;Zuid-Nederland (LD);2024;3777994.0;3716302.0;938320.0;674521.0;1924502.0;279018.0;796830.0;205616.0;643038.0;121664.0;57295.0;61692.0
125;Mannen en vrouwen;Totaal;Groningen (PV);2000;562646.0;554467.0;144731.0;100762.0;287367.0;41417.0;112340.0;13686.0;119924.0;13355.0;8252.0;8179.0
126;Mannen en vrouwen;Totaal;Groningen (PV);2001;566489.0;558284.0;145585.0;101327.0;289189.0;42179.0;112864.0;14936.0;119210.0;13707.0;8476.0;8205.0
127;Mannen en vrouwen;Totaal;Groningen (PV);2002;570480.0;562355.0;147260.0;102048.0;290296.0;42551.0;112826.0;16651.0;118268.0;14217.0;8534.0;8125.0
128;Mannen en vrouwen;Totaal;Groningen (PV);2003;572997.0;564887.0;147396.0;103225.0;290709.0;42774.0;113212.0;17947.0;116776.0;14492.0;9065.0;8110.0
129;Mannen en vrouwen;Totaal;Groningen (PV);2004;574384.0;566494.0;147171.0;105144.0;290489.0;42814.0;113594.0;19367.0;114714.0;14765.0;8925.0;7890.0
130;Mannen en vrouwen;Totaal;Groningen (PV);2005;575072.0;567212.0;146786.0;105796.0;290382.0;43157.0;113712.0;20515.0;112998.0;15163.0;9085.0;7860.0
131;Mannen en vrouwen;Totaal;Groningen (PV);2006;574042.0;566219.0;146062.0;107936.0;287760.0;41620.0;113608.0;21654.0;110878.0;15404.0;9057.0;7823.0
132;Mannen en vrouwen;Totaal;Groningen (PV);2007;573614.0;566025.0;144599.0;109901.0;286772.0;41810.0;113724.0;22740.0;108498.0;15559.0;9194.0;7589.0
133;Mannen en vrouwen;Totaal;Groningen (PV);2008;573459.0;565778.0;143133.0;111305.0;285886.0;42074.0;114210.0;23764.0;105838.0;15843.0;9611.0;7681.0
134;Mannen en vrouwen;Totaal;Groningen (PV);2009;574092.0;566102.0;141833.0;112971.0;285634.0;42106.0;114864.0;25064.0;103600.0;15987.0;9677.0;7990.0
135;Mannen en vrouwen;Totaal;Groningen (PV);2010;576668.0;568711.0;141266.0;115236.0;285933.0;42521.0;115548.0;26082.0;101782.0;16276.0;10000.0;7957.0
136;Mannen en vrouwen;Totaal;Groningen (PV);2011;579036.0;570825.0;140717.0;118420.0;285120.0;41695.0;115802.0;27359.0;100264.0;16539.0;10029.0;8211.0
137;Mannen en vrouwen;Totaal;Groningen (PV);2012;580875.0;572712.0;140266.0;122018.0;283720.0;41232.0;115894.0;27810.0;98784.0;17024.0;9684.0;8163.0
138;Mannen en vrouwen;Totaal;Groningen (PV);2013;581705.0;573923.0;139314.0;124778.0;283256.0;41908.0;115818.0;28694.0;96836.0;17244.0;9331.0;7782.0
139;Mannen en vrouwen;Totaal;Groningen (PV);2014;582728.0;572967.0;138236.0;125559.0;281833.0;42812.0;115504.0;28989.0;94528.0;17899.0;9440.0;9761.0
140;Mannen en vrouwen;Totaal;Groningen (PV);2015;583942.0;574497.0;137308.0;129003.0;280132.0;42594.0;115386.0;29492.0;92660.0;18230.0;9824.0;9445.0
