ID;PrognoseInterval;Perioden;BevolkingOp1Januari_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;LevendGeborenKinderen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
0;Prognose;2021;;;;;;;;;;;179839;1.63;168099;81.55;79.89;83.19;19.68;18.41;20.89;245160;138660;106500
1;Prognose;2022;17593654.0;3732094.0;10333086.0;3528474.0;21.2;58.7;20.1;70.3;36.1;34.1;178470;1.59;158446;82.33;80.68;83.95;20.26;18.98;21.45;280910;158848;122063
2;Prognose;2023;17735740.0;3724418.0;10401301.0;3610021.0;21.0;58.6;20.4;70.5;35.8;34.7;183115;1.61;157455;82.67;81.04;84.26;20.5;19.24;21.68;288563;181990;106573
3;Prognose;2024;17867972.0;3719560.0;10452721.0;3695691.0;20.8;58.5;20.7;70.9;35.6;35.4;186985;1.62;159725;82.82;81.2;84.43;20.6;19.36;21.79;289479;204453;85026
4;Prognose;2025;17980258.0;3721896.0;10474304.0;3784058.0;20.7;58.3;21.0;71.7;35.5;36.1;190019;1.63;162023;82.98;81.36;84.58;20.71;19.47;21.9;293378;213831;79547
5;Prognose;2026;18087801.0;3731454.0;10485235.0;3871113.0;20.6;58.0;21.4;72.5;35.6;36.9;193831;1.65;164364;83.14;81.53;84.74;20.82;19.59;22.0;294732;220524;74209
6;Prognose;2027;18191476.0;3745084.0;10484978.0;3961415.0;20.6;57.6;21.8;73.5;35.7;37.8;195697;1.65;166756;83.3;81.7;84.9;20.93;19.71;22.11;295894;225877;70017
7;Prognose;2028;18290434.0;3762571.0;10477260.0;4050603.0;20.6;57.3;22.1;74.6;35.9;38.7;198156;1.66;169206;83.46;81.86;85.06;21.05;19.83;22.22;297283;229857;67426
8;Prognose;2029;18386810.0;3778017.0;10467790.0;4141003.0;20.5;56.9;22.5;75.7;36.1;39.6;200211;1.67;171715;83.62;82.02;85.23;21.16;19.94;22.34;297032;232844;64188
9;Prognose;2030;18479493.0;3794773.0;10452966.0;4231755.0;20.5;56.6;22.9;76.8;36.3;40.5;201679;1.68;174267;83.78;82.18;85.39;21.27;20.05;22.46;296506;234742;61764
10;Prognose;2031;18568669.0;3812715.0;10441153.0;4314801.0;20.5;56.2;23.2;77.8;36.5;41.3;202799;1.68;176846;83.94;82.33;85.56;21.39;20.16;22.58;296341;235988;60353
11;Prognose;2032;18654974.0;3835912.0;10427885.0;4391178.0;20.6;55.9;23.5;78.9;36.8;42.1;203319;1.69;179424;84.1;82.48;85.73;21.5;20.27;22.71;295627;236911;58716
12;Prognose;2033;18737584.0;3862665.0;10411851.0;4463068.0;20.6;55.6;23.8;80.0;37.1;42.9;203687;1.69;181975;84.26;82.64;85.9;21.62;20.38;22.84;294901;237477;57424
13;Prognose;2034;18816721.0;3893911.0;10388749.0;4534061.0;20.7;55.2;24.1;81.1;37.5;43.6;203494;1.7;184472;84.42;82.79;86.07;21.74;20.49;22.96;294116;237798;56318
14;Prognose;2035;18892060.0;3921173.0;10358567.0;4612320.0;20.8;54.8;24.4;82.4;37.9;44.5;202847;1.7;186895;84.58;82.94;86.24;21.85;20.6;23.09;294056;238158;55898
15;Prognose;2036;18963910.0;3951956.0;10329629.0;4682324.0;20.8;54.5;24.7;83.6;38.3;45.3;201731;1.7;189217;84.74;83.09;86.4;21.97;20.71;23.21;293943;238549;55394
16;Prognose;2037;19031818.0;3980298.0;10311740.0;4739780.0;20.9;54.2;24.9;84.6;38.6;46.0;200179;1.7;191420;84.9;83.24;86.57;22.09;20.82;23.34;293783;238949;54834
17;Prognose;2038;19095411.0;4009772.0;10301773.0;4783866.0;21.0;53.9;25.1;85.4;38.9;46.4;198699;1.7;193483;85.05;83.39;86.73;22.2;20.93;23.46;293616;239263;54353
18;Prognose;2039;19154980.0;4039085.0;10306819.0;4809077.0;21.1;53.8;25.1;85.8;39.2;46.7;197425;1.7;195386;85.21;83.53;86.89;22.32;21.04;23.58;293434;239490;53944
19;Prognose;2040;19210964.0;4065808.0;10319668.0;4825488.0;21.2;53.7;25.1;86.2;39.4;46.8;196114;1.7;197110;85.36;83.68;87.04;22.43;21.15;23.7;293245;239699;53546
