ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouders_4;OverigeHuishoudens_5
0;Totaal over alle leeftijden;Referentiepersonen;2005;7095784.0;2471714.0;4129415.0;445513.0;49142.0
1;Totaal over alle leeftijden;Referentiepersonen;2006;7145937.0;2519552.0;4121787.0;455330.0;49268.0
2;Totaal over alle leeftijden;Referentiepersonen;2007;7195906.0;2566289.0;4115553.0;464621.0;49443.0
3;Totaal over alle leeftijden;Referentiepersonen;2008;7246446.0;2612664.0;4110536.0;473552.0;49694.0
4;Totaal over alle leeftijden;Referentiepersonen;2009;7297976.0;2658828.0;4107200.0;481990.0;49958.0
5;Totaal over alle leeftijden;Referentiepersonen;2010;7350400.0;2704711.0;4105435.0;489990.0;50264.0
6;Totaal over alle leeftijden;Referentiepersonen;2011;7403279.0;2750017.0;4104993.0;497676.0;50593.0
7;Totaal over alle leeftijden;Referentiepersonen;2012;7456035.0;2794432.0;4105713.0;504999.0;50891.0
8;Totaal over alle leeftijden;Referentiepersonen;2013;7508346.0;2837833.0;4107321.0;512048.0;51144.0
9;Totaal over alle leeftijden;Referentiepersonen;2014;7559519.0;2880018.0;4109305.0;518832.0;51364.0
10;Totaal over alle leeftijden;Referentiepersonen;2015;7608919.0;2920555.0;4111504.0;525304.0;51556.0
11;Totaal over alle leeftijden;Referentiepersonen;2016;7656659.0;2959913.0;4113551.0;531492.0;51703.0
12;Totaal over alle leeftijden;Referentiepersonen;2017;7703006.0;2998612.0;4115166.0;537373.0;51855.0
13;Totaal over alle leeftijden;Referentiepersonen;2018;7747798.0;3036600.0;4116159.0;543010.0;52029.0
14;Totaal over alle leeftijden;Referentiepersonen;2019;7791089.0;3073959.0;4116502.0;548429.0;52199.0
15;Totaal over alle leeftijden;Referentiepersonen;2020;7832313.0;3110130.0;4116109.0;553711.0;52363.0
16;Totaal over alle leeftijden;Referentiepersonen;2021;7871555.0;3145223.0;4115028.0;558841.0;52463.0
17;Totaal over alle leeftijden;Referentiepersonen;2022;7909124.0;3179256.0;4113344.0;563983.0;52541.0
18;Totaal over alle leeftijden;Referentiepersonen;2023;7944598.0;3211884.0;4111042.0;569072.0;52600.0
19;Totaal over alle leeftijden;Referentiepersonen;2024;7977782.0;3243092.0;4107935.0;574236.0;52519.0
20;Totaal over alle leeftijden;Referentiepersonen;2025;8008304.0;3272487.0;4103967.0;579424.0;52426.0
21;Totaal over alle leeftijden;Referentiepersonen;2026;8036095.0;3300080.0;4099007.0;584739.0;52269.0
22;Totaal over alle leeftijden;Referentiepersonen;2027;8060797.0;3325581.0;4092961.0;590156.0;52099.0
23;Totaal over alle leeftijden;Referentiepersonen;2028;8082315.0;3348966.0;4085723.0;595720.0;51906.0
24;Totaal over alle leeftijden;Referentiepersonen;2029;8100609.0;3370164.0;4077397.0;601362.0;51686.0
25;Totaal over alle leeftijden;Referentiepersonen;2030;8115682.0;3389233.0;4067959.0;607030.0;51460.0
26;Totaal over alle leeftijden;Referentiepersonen;2031;8127592.0;3406111.0;4057562.0;612670.0;51249.0
27;Totaal over alle leeftijden;Referentiepersonen;2032;8136595.0;3421060.0;4046211.0;618269.0;51055.0
28;Totaal over alle leeftijden;Referentiepersonen;2033;8143012.0;3434138.0;4034232.0;623791.0;50851.0
29;Totaal over alle leeftijden;Referentiepersonen;2034;8147139.0;3445544.0;4021723.0;629196.0;50676.0
30;Totaal over alle leeftijden;Referentiepersonen;2035;8149298.0;3455247.0;4008973.0;634562.0;50516.0
31;Totaal over alle leeftijden;Referentiepersonen;2036;8149552.0;3463052.0;3996300.0;639851.0;50349.0
32;Totaal over alle leeftijden;Referentiepersonen;2037;8148363.0;3469360.0;3983788.0;644999.0;50216.0
33;Totaal over alle leeftijden;Referentiepersonen;2038;8145942.0;3474205.0;3971636.0;650009.0;50092.0
34;Totaal over alle leeftijden;Referentiepersonen;2039;8142532.0;3477665.0;3960030.0;654876.0;49961.0
35;Totaal over alle leeftijden;Referentiepersonen;2040;8138439.0;3480062.0;3948993.0;659561.0;49823.0
36;Totaal over alle leeftijden;Referentiepersonen;2041;8133868.0;3481418.0;3938602.0;664135.0;49713.0
37;Totaal over alle leeftijden;Referentiepersonen;2042;8128935.0;3481847.0;3928960.0;668546.0;49582.0
38;Totaal over alle leeftijden;Referentiepersonen;2043;8123783.0;3481424.0;3920105.0;672795.0;49459.0
39;Totaal over alle leeftijden;Referentiepersonen;2044;8118517.0;3480238.0;3912053.0;676885.0;49341.0
40;Totaal over alle leeftijden;Referentiepersonen;2045;8113270.0;3478372.0;3904811.0;680872.0;49215.0
