ID;Waterschappen;Perioden;WatersysteemheffingIngezetenen_1;WatersysteemheffingOngebouwd_2;WatersysteemheffingNatuur_3;WatersysteemheffingGebouwd_4;HeffingWegenbeheerIngezetenen_5;HeffingWegenbeheerOngebouwd_6;HeffingWegenbeheerNatuur_7;HeffingWegenbeheerGebouwd_8;NietTaakgebondenHeffingIngezetenen_9;NietTaakgebondenHeffingOngebouwd_10;NietTaakgebondenHeffingNatuur_11;NietTaakgebondenHeffingGebouwd_12;Zuiveringsheffing_13;Verontreinigingsheffing_14
230;Hhs De Stichtse Rijnlanden (WS);2018;72.24;88.66;5.49;0.0263;0.0;0.0;0.0;0.0;;;;;65.8;65.8
231;Hhs De Stichtse Rijnlanden (WS);2019;76.11;97.27;5.71;0.0244;0.0;0.0;0.0;0.0;;;;;65.8;65.8
232;Hhs De Stichtse Rijnlanden (WS);2020;83.64;107.0;6.03;0.02384;0.0;0.0;0.0;0.0;;;;;64.48;64.48
233;Hhs De Stichtse Rijnlanden (WS);2021;88.87;114.04;6.2;0.0233;0.0;0.0;0.0;0.0;;;;;64.48;64.48
234;Hhs De Stichtse Rijnlanden (WS);2022;92.21;117.47;6.29;0.0226;0.0;0.0;0.0;0.0;;;;;62.5;62.5
235;Hhs De Stichtse Rijnlanden (WS);2023;98.99;130.48;6.29;0.02092;;;;;;;;;63.94;63.94
236;Hhs De Stichtse Rijnlanden (WS);2024;110.31;139.84;6.87;0.0232;;;;;;;;;66.11;66.11
237;Hhs De Stichtse Rijnlanden (WS);2025;117.23;142.78;6.87;0.02272;;;;;;;;;73.65;73.65
238;Waterschap Peel en Maasvallei (WS);2009;34.58;28.94;1.51;0.0223;0.0;0.0;0.0;0.0;1.75;0.42;0.34;0.0012;46.85;0.0
239;Waterschap Peel en Maasvallei (WS);2010;36.35;33.89;1.6;0.02274;0.0;0.0;0.0;0.0;1.73;0.46;0.34;0.00116;49.3;49.3
240;Waterschap Peel en Maasvallei (WS);2011;41.81;37.96;2.11;0.0263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.34;0.0
241;Waterschap Peel en Maasvallei (WS);2012;44.65;41.01;2.25;0.0282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.35;0.0
242;Waterschap Peel en Maasvallei (WS);2013;44.54;42.43;2.32;0.02927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.35;49.35
243;Waterschap Peel en Maasvallei (WS);2014;46.32;46.92;3.08;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.35;49.35
244;Waterschap Peel en Maasvallei (WS);2015;47.62;48.35;3.16;0.03357;0.0;0.0;0.0;0.0;;;;;47.37;47.37
245;Waterschap Peel en Maasvallei (WS);2016;47.91;47.8;3.13;0.03243;0.0;0.0;0.0;0.0;;;;;46.59;46.59
246;Waterschap Peel en Maasvallei (WS);2017;;;;;;;;;;;;;;
247;Waterschap Peel en Maasvallei (WS);2018;;;;;;;;;;;;;;
248;Waterschap Peel en Maasvallei (WS);2019;;;;;;;;;;;;;;
249;Waterschap Peel en Maasvallei (WS);2020;;;;;;;;;;;;;;
250;Waterschap Peel en Maasvallei (WS);2021;;;;;;;;;;;;;;
251;Waterschap Peel en Maasvallei (WS);2022;;;;;;;;;;;;;;
252;Waterschap Peel en Maasvallei (WS);2023;;;;;;;;;;;;;;
253;Waterschap Peel en Maasvallei (WS);2024;;;;;;;;;;;;;;
254;Waterschap Peel en Maasvallei (WS);2025;;;;;;;;;;;;;;
255;Waterschap Hunze en Aa's (WS);2009;48.14;47.28;2.04;0.04334;0.0;0.0;0.0;0.0;6.16;0.9;0.9;0.00269;68.76;68.76
256;Waterschap Hunze en Aa's (WS);2010;48.08;47.84;2.03;0.04337;0.0;0.0;0.0;0.0;5.88;0.9;0.89;0.00267;68.71;68.71
257;Waterschap Hunze en Aa's (WS);2011;50.17;48.09;2.32;0.04257;0.0;0.0;0.0;0.0;5.63;0.82;0.92;0.00238;68.39;68.39
258;Waterschap Hunze en Aa's (WS);2012;50.47;48.79;2.46;0.04398;0.0;0.0;0.0;0.0;5.44;0.82;0.82;0.00234;70.51;70.51
259;Waterschap Hunze en Aa's (WS);2013;52.86;50.64;2.58;0.04705;0.0;0.0;0.0;0.0;4.54;0.81;0.82;0.0024;72.47;72.47
260;Waterschap Hunze en Aa's (WS);2014;63.13;54.4;2.67;0.04731;0.0;0.0;0.0;0.0;4.61;0.83;0.84;0.00261;74.44;74.44
261;Waterschap Hunze en Aa's (WS);2015;68.91;55.58;3.55;0.05297;0.0;0.0;0.0;0.0;;;;;77.14;77.14
262;Waterschap Hunze en Aa's (WS);2016;69.82;59.22;3.09;0.05284;0.0;0.0;0.0;0.0;;;;;78.19;78.19
263;Waterschap Hunze en Aa's (WS);2017;71.17;59.69;3.33;0.05274;0.0;0.0;0.0;0.0;;;;;75.93;75.93
264;Waterschap Hunze en Aa's (WS);2018;71.76;61.1;3.33;0.05101;0.0;0.0;0.0;0.0;;;;;73.18;73.18
265;Waterschap Hunze en Aa's (WS);2019;73.15;65.6;5.51;0.04898;0.0;0.0;0.0;0.0;;;;;73.79;73.79
266;Waterschap Hunze en Aa's (WS);2020;74.89;67.34;6.02;0.04928;0.0;0.0;0.0;0.0;;;;;74.21;74.21
267;Waterschap Hunze en Aa's (WS);2021;76.26;70.81;6.23;0.04728;0.0;0.0;0.0;0.0;;;;;75.63;75.63
268;Waterschap Hunze en Aa's (WS);2022;76.91;72.37;6.32;0.04374;0.0;0.0;0.0;0.0;;;;;74.0;74.0
269;Waterschap Hunze en Aa's (WS);2023;78.07;74.47;6.48;0.03877;;;;;;;;;75.27;75.27
270;Waterschap Hunze en Aa's (WS);2024;80.35;77.58;6.68;0.03845;;;;;;;;;82.16;82.16
271;Waterschap Hunze en Aa's (WS);2025;83.1;81.19;6.92;0.03711;;;;;;;;;85.17;85.17
272;Waterschap Noorderzijlvest (WS);2009;48.46;49.51;2.48;0.04747;0.0;0.0;0.0;0.0;3.92;0.37;0.0;0.00253;60.12;60.12
273;Waterschap Noorderzijlvest (WS);2010;47.48;47.01;3.45;0.04649;0.0;0.0;0.0;0.0;4.18;0.0;0.0;0.00159;62.94;62.94
274;Waterschap Noorderzijlvest (WS);2011;48.5;47.35;3.28;0.04435;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.00138;63.46;63.46
275;Waterschap Noorderzijlvest (WS);2012;50.21;49.16;3.61;0.04684;0.0;0.0;0.0;0.0;4.35;0.0;0.0;0.00139;62.62;62.62
276;Waterschap Noorderzijlvest (WS);2013;52.13;51.13;3.54;0.04936;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.00145;62.62;62.62
277;Waterschap Noorderzijlvest (WS);2014;56.43;53.96;3.6;0.05374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.58;63.58
278;Waterschap Noorderzijlvest (WS);2015;57.33;55.64;3.61;0.05733;0.0;0.0;0.0;0.0;;;;;63.11;63.11
279;Waterschap Noorderzijlvest (WS);2016;60.13;58.77;3.06;0.05865;0.0;0.0;0.0;0.0;;;;;63.11;63.11
280;Waterschap Noorderzijlvest (WS);2017;62.36;60.89;3.05;0.05793;0.0;0.0;0.0;0.0;;;;;63.11;63.11
281;Waterschap Noorderzijlvest (WS);2018;65.61;65.48;3.36;0.05997;0.0;0.0;0.0;0.0;;;;;62.48;62.48
282;Waterschap Noorderzijlvest (WS);2019;82.53;69.38;5.29;0.05693;0.0;0.0;0.0;0.0;;;;;64.11;64.11
283;Waterschap Noorderzijlvest (WS);2020;90.98;79.92;6.89;0.06038;0.0;0.0;0.0;0.0;;;;;65.75;65.75
284;Waterschap Noorderzijlvest (WS);2021;94.98;84.14;6.67;0.05551;0.0;0.0;0.0;0.0;;;;;67.72;67.72
285;Waterschap Noorderzijlvest (WS);2022;97.66;87.93;6.92;0.0522;0.0;0.0;0.0;0.0;;;;;70.27;70.27
286;Waterschap Noorderzijlvest (WS);2023;105.05;96.19;7.63;0.04839;;;;;;;;;77.17;77.17
287;Waterschap Noorderzijlvest (WS);2024;114.53;76.65;8.62;0.05689;;;;;;;;;84.87;84.87
288;Waterschap Noorderzijlvest (WS);2025;124.68;84.46;8.57;0.05933;;;;;;;;;89.51;89.51
289;Waterschap Reest en Wieden (WS);2009;81.79;40.12;1.67;0.0392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.68;49.68
290;Waterschap Reest en Wieden (WS);2010;83.34;41.97;1.64;0.0383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.52;53.52
291;Waterschap Reest en Wieden (WS);2011;87.67;45.92;1.64;0.0402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.24;0.0
292;Waterschap Reest en Wieden (WS);2012;98.17;52.52;2.03;0.0452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.64;59.64
293;Waterschap Reest en Wieden (WS);2013;102.01;55.14;2.12;0.0482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.74;61.74
294;Waterschap Reest en Wieden (WS);2014;105.26;62.8;2.92;0.0503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.74;61.74
295;Waterschap Reest en Wieden (WS);2015;105.46;65.91;2.91;0.0508;0.0;0.0;0.0;0.0;;;;;60.49;60.49
296;Waterschap Reest en Wieden (WS);2016;;;;;;;;;;;;;;
297;Waterschap Reest en Wieden (WS);2017;;;;;;;;;;;;;;
298;Waterschap Reest en Wieden (WS);2018;;;;;;;;;;;;;;
299;Waterschap Reest en Wieden (WS);2019;;;;;;;;;;;;;;
300;Waterschap Reest en Wieden (WS);2020;;;;;;;;;;;;;;
301;Waterschap Reest en Wieden (WS);2021;;;;;;;;;;;;;;
302;Waterschap Reest en Wieden (WS);2022;;;;;;;;;;;;;;
303;Waterschap Reest en Wieden (WS);2023;;;;;;;;;;;;;;
304;Waterschap Reest en Wieden (WS);2024;;;;;;;;;;;;;;
305;Waterschap Reest en Wieden (WS);2025;;;;;;;;;;;;;;
306;Waterschap Velt en Vecht (WS);2009;49.32;44.67;1.45;0.0371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.06;61.06
307;Waterschap Velt en Vecht (WS);2010;52.13;47.86;1.04;0.03787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;63.0
308;Waterschap Velt en Vecht (WS);2011;53.46;50.89;1.11;0.03957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.3;66.3
309;Waterschap Velt en Vecht (WS);2012;60.22;58.01;1.3;0.04312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.4;60.4
310;Waterschap Velt en Vecht (WS);2013;64.0;62.49;1.38;0.04799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.6;58.6
311;Waterschap Velt en Vecht (WS);2014;;;;;;;;;;;;;;
312;Waterschap Velt en Vecht (WS);2015;;;;;;;;;;;;;;
313;Waterschap Velt en Vecht (WS);2016;;;;;;;;;;;;;;
314;Waterschap Velt en Vecht (WS);2017;;;;;;;;;;;;;;
315;Waterschap Velt en Vecht (WS);2018;;;;;;;;;;;;;;
316;Waterschap Velt en Vecht (WS);2019;;;;;;;;;;;;;;
317;Waterschap Velt en Vecht (WS);2020;;;;;;;;;;;;;;
318;Waterschap Velt en Vecht (WS);2021;;;;;;;;;;;;;;
319;Waterschap Velt en Vecht (WS);2022;;;;;;;;;;;;;;
320;Waterschap Velt en Vecht (WS);2023;;;;;;;;;;;;;;
321;Waterschap Velt en Vecht (WS);2024;;;;;;;;;;;;;;
322;Waterschap Velt en Vecht (WS);2025;;;;;;;;;;;;;;
323;Waterschap Zuiderzeeland (WS);2009;71.83;83.83;7.81;0.05314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.1;57.1
324;Waterschap Zuiderzeeland (WS);2010;72.81;86.49;8.04;0.0542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.11;59.11
325;Waterschap Zuiderzeeland (WS);2011;73.53;81.85;7.61;0.0556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.47;60.47
326;Waterschap Zuiderzeeland (WS);2012;67.32;74.24;7.18;0.0511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.25;57.25
327;Waterschap Zuiderzeeland (WS);2013;68.17;75.31;7.27;0.0519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.77;57.77
328;Waterschap Zuiderzeeland (WS);2014;68.88;80.09;7.39;0.0562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;58.0
329;Waterschap Zuiderzeeland (WS);2015;68.65;81.0;7.63;0.0549;0.0;0.0;0.0;0.0;;;;;58.0;58.0
330;Waterschap Zuiderzeeland (WS);2016;68.88;81.6;7.64;0.0549;0.0;0.0;0.0;0.0;;;;;57.38;57.38
331;Waterschap Zuiderzeeland (WS);2017;70.47;83.4;7.83;0.0549;0.0;0.0;0.0;0.0;;;;;57.38;57.38
332;Waterschap Zuiderzeeland (WS);2018;70.71;86.24;8.07;0.0541;0.0;0.0;0.0;0.0;;;;;58.0;58.0
333;Waterschap Zuiderzeeland (WS);2019;84.28;97.04;9.5;0.0452;0.0;0.0;0.0;0.0;;;;;58.0;58.0
334;Waterschap Zuiderzeeland (WS);2020;86.42;101.21;9.9;0.0439;0.0;0.0;0.0;0.0;;;;;59.5;59.5
335;Waterschap Zuiderzeeland (WS);2021;88.86;106.36;10.26;0.041;0.0;0.0;0.0;0.0;;;;;61.5;61.5
336;Waterschap Zuiderzeeland (WS);2022;88.89;109.1;10.46;0.0378;0.0;0.0;0.0;0.0;;;;;62.5;62.5
337;Waterschap Zuiderzeeland (WS);2023;93.55;118.49;11.34;0.0352;;;;;;;;;66.0;66.0
338;Waterschap Zuiderzeeland (WS);2024;89.78;110.96;11.29;0.0422;;;;;;;;;70.0;70.0
339;Waterschap Zuiderzeeland (WS);2025;96.59;121.72;12.42;0.0436;;;;;;;;;77.5;77.5
340;Hhs Hollands Noorderkwartier (WS);2009;72.4;83.28;3.71;0.03898;33.15;15.28;0.61;0.00989;0.0;0.0;0.0;0.0;49.57;49.57
341;Hhs Hollands Noorderkwartier (WS);2010;74.56;85.53;4.1;0.04056;34.48;16.28;0.73;0.01039;0.0;0.0;0.0;0.0;52.55;52.55
342;Hhs Hollands Noorderkwartier (WS);2011;77.29;88.86;4.26;0.04206;35.53;16.92;0.76;0.0108;0.0;0.0;0.0;0.0;54.54;54.54
343;Hhs Hollands Noorderkwartier (WS);2012;80.92;93.56;4.49;0.04177;36.07;17.28;0.77;0.01062;0.0;0.0;0.0;0.0;54.96;54.96
344;Hhs Hollands Noorderkwartier (WS);2013;83.94;101.72;4.88;0.04853;35.18;17.39;0.78;0.01125;0.0;0.0;0.0;0.0;52.64;52.64
345;Hhs Hollands Noorderkwartier (WS);2014;96.39;95.16;4.93;0.0475;37.61;21.51;0.99;0.01156;0.0;0.0;0.0;0.0;57.21;57.21
346;Hhs Hollands Noorderkwartier (WS);2015;99.25;98.6;5.13;0.0505;38.47;23.02;1.03;0.01241;;;;;58.04;58.04
347;Hhs Hollands Noorderkwartier (WS);2016;97.44;117.03;4.64;0.04908;39.08;25.34;0.87;0.01245;;;;;59.41;59.41
348;Hhs Hollands Noorderkwartier (WS);2017;99.4;118.62;4.72;0.04817;40.58;25.76;0.9;0.01249;;;;;57.17;57.17
349;Hhs Hollands Noorderkwartier (WS);2018;102.02;123.15;4.87;0.04723;41.63;26.65;0.94;0.01232;;;;;53.86;53.86
350;Hhs Hollands Noorderkwartier (WS);2019;103.58;128.46;4.86;0.04469;38.47;31.82;2.09;0.01204;;;;;54.31;54.31
351;Hhs Hollands Noorderkwartier (WS);2020;106.45;125.55;5.02;0.04107;39.09;32.51;2.1;0.01146;;;;;55.23;55.23
352;Hhs Hollands Noorderkwartier (WS);2021;106.42;128.25;5.15;0.03973;39.81;37.05;2.52;0.01;;;;;55.83;55.83
353;Hhs Hollands Noorderkwartier (WS);2022;108.16;132.32;5.31;0.03817;39.58;30.83;2.37;0.01009;;;;;57.68;57.68
354;Hhs Hollands Noorderkwartier (WS);2023;112.85;138.44;5.62;0.03326;37.38;39.9;1.75;0.00791;;;;;62.12;62.12
355;Hhs Hollands Noorderkwartier (WS);2024;120.74;151.51;6.1;0.03329;38.5;40.12;1.72;0.00728;;;;;69.82;69.82
356;Hhs Hollands Noorderkwartier (WS);2025;129.57;139.07;6.43;0.03712;51.69;43.98;3.19;0.01342;;;;;78.56;78.56
357;Waterschap Brabantse Delta (WS);2009;41.81;31.19;1.62;0.0243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.5;46.5
358;Waterschap Brabantse Delta (WS);2010;41.81;33.78;1.62;0.0243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;47.0
359;Waterschap Brabantse Delta (WS);2011;42.29;38.97;1.76;0.0243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.95;47.95
360;Waterschap Brabantse Delta (WS);2012;44.27;41.25;1.84;0.0256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.6;49.6
361;Waterschap Brabantse Delta (WS);2013;45.9;43.44;1.93;0.0286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.7;51.7
362;Waterschap Brabantse Delta (WS);2014;48.08;52.67;3.43;0.0311;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.2;52.2
363;Waterschap Brabantse Delta (WS);2015;49.29;54.46;3.46;0.0315;0.0;0.0;0.0;0.0;;;;;52.74;52.74
364;Waterschap Brabantse Delta (WS);2016;52.34;58.78;3.52;0.03321;0.0;0.0;0.0;0.0;;;;;52.74;52.74
365;Waterschap Brabantse Delta (WS);2017;54.19;61.48;4.0;0.03515;0.0;0.0;0.0;0.0;;;;;52.74;52.74
366;Waterschap Brabantse Delta (WS);2018;57.24;66.1;4.19;0.0370399999999999;0.0;0.0;0.0;0.0;;;;;52.73;52.73
367;Waterschap Brabantse Delta (WS);2019;58.96;73.64;4.84;0.03357;0.0;0.0;0.0;0.0;;;;;55.39;55.39
368;Waterschap Brabantse Delta (WS);2020;61.15;77.3;4.86;0.03325;0.0;0.0;0.0;0.0;;;;;58.0;58.0
369;Waterschap Brabantse Delta (WS);2021;64.34;80.26;4.74;0.03285;0.0;0.0;0.0;0.0;;;;;60.1;60.1
370;Waterschap Brabantse Delta (WS);2022;66.54;84.62;4.92;0.03153;0.0;0.0;0.0;0.0;;;;;62.85;62.85
371;Waterschap Brabantse Delta (WS);2023;70.45;90.68;5.23;0.02952;;;;;;;;;68.81;68.81
372;Waterschap Brabantse Delta (WS);2024;76.03;81.34;5.34;0.0331;;;;;;;;;74.65;74.65
373;Waterschap Brabantse Delta (WS);2025;82.24;90.4;6.15;0.0332;;;;;;;;;78.9;78.9
374;Wetterskip Fryslân (WS);2009;62.63;52.89;3.14;0.04892;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.94;51.94
375;Wetterskip Fryslân (WS);2010;63.56;53.95;3.18;0.0449;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.72;52.72
376;Wetterskip Fryslân (WS);2011;67.88;53.66;4.94;0.047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.74;53.74
377;Wetterskip Fryslân (WS);2012;70.22;55.3;5.15;0.04902;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.57;53.57
378;Wetterskip Fryslân (WS);2013;72.08;59.54;4.51;0.05595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.81;53.81
379;Wetterskip Fryslân (WS);2014;77.51;62.16;4.3;0.05839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.82;54.82
380;Wetterskip Fryslân (WS);2015;80.01;65.27;4.41;0.06236;0.0;0.0;0.0;0.0;;;;;56.02;56.02
381;Wetterskip Fryslân (WS);2016;82.71;71.36;4.39;0.06477;0.0;0.0;0.0;0.0;;;;;57.09;57.09
382;Wetterskip Fryslân (WS);2017;84.33;72.71;4.5;0.06415;0.0;0.0;0.0;0.0;;;;;57.2;57.2
383;Wetterskip Fryslân (WS);2018;85.59;74.12;4.58;0.06271;0.0;0.0;0.0;0.0;;;;;57.2;57.2
384;Wetterskip Fryslân (WS);2019;88.12;83.86;7.56;0.06158;0.0;0.0;0.0;0.0;;;;;57.2;57.2
385;Wetterskip Fryslân (WS);2020;99.39;96.54;7.85;0.06663;0.0;0.0;0.0;0.0;;;;;58.34;58.34
386;Wetterskip Fryslân (WS);2021;100.36;100.09;8.07;0.06321;0.0;0.0;0.0;0.0;;;;;59.7;59.7
387;Wetterskip Fryslân (WS);2022;102.14;103.02;8.12;0.0593;0.0;0.0;0.0;0.0;;;;;61.73;61.73
388;Wetterskip Fryslân (WS);2023;107.43;110.21;8.67;0.05626;;;;;;;;;60.55;60.55
389;Wetterskip Fryslân (WS);2024;91.07;105.51;7.61;0.07796;;;;;;;;;68.96;68.96
390;Wetterskip Fryslân (WS);2025;94.76;110.12;8.07;0.0769;;;;;;;;;72.59;72.59
391;Waterschap Aa en Maas (WS);2009;36.92;36.49;2.45;0.01785;0.0;0.0;0.0;0.0;0.08;5.66;0.05;0.00168;36.84;36.84
392;Waterschap Aa en Maas (WS);2010;35.13;36.75;2.36;0.01869;0.0;0.0;0.0;0.0;2.37;5.99;0.04;0.00174;38.52;38.52
393;Waterschap Aa en Maas (WS);2011;37.08;40.75;2.17;0.02061;0.0;0.0;0.0;0.0;2.42;5.73;0.03;0.00173;41.28;41.28
394;Waterschap Aa en Maas (WS);2012;40.91;47.63;2.09;0.02289;0.0;0.0;0.0;0.0;2.09;2.21;0.11;0.0021;42.6;42.6
395;Waterschap Aa en Maas (WS);2013;51.96;55.46;2.39;0.03106;0.0;0.0;0.0;0.0;2.04;2.41;0.11;0.00238;45.0;45.0
396;Waterschap Aa en Maas (WS);2014;54.5;69.08;2.5;0.03645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.96;45.96
397;Waterschap Aa en Maas (WS);2015;55.0;71.79;2.6;0.03776;0.0;0.0;0.0;0.0;;;;;45.96;45.96
398;Waterschap Aa en Maas (WS);2016;55.0;73.66;2.4;0.03663;0.0;0.0;0.0;0.0;;;;;46.68;46.68
399;Waterschap Aa en Maas (WS);2017;56.78;75.62;2.4;0.03755;0.0;0.0;0.0;0.0;;;;;47.16;47.16
400;Waterschap Aa en Maas (WS);2018;59.06;74.12;2.54;0.03838;0.0;0.0;0.0;0.0;;;;;47.64;47.64
401;Waterschap Aa en Maas (WS);2019;59.7;81.51;5.07;0.03665;0.0;0.0;0.0;0.0;;;;;48.12;48.12
402;Waterschap Aa en Maas (WS);2020;61.5;83.32;5.3;0.03554;0.0;0.0;0.0;0.0;;;;;49.08;49.08
403;Waterschap Aa en Maas (WS);2021;63.01;86.64;5.5;0.03482;0.0;0.0;0.0;0.0;;;;;50.04;50.04
404;Waterschap Aa en Maas (WS);2022;65.42;90.4;5.72;0.03349;0.0;0.0;0.0;0.0;;;;;51.0;51.0
405;Waterschap Aa en Maas (WS);2023;68.21;96.53;6.06;0.0316;;;;;;;;;52.08;52.08
406;Waterschap Aa en Maas (WS);2024;73.52;104.52;6.66;0.02938;;;;;;;;;55.56;55.56
407;Waterschap Aa en Maas (WS);2025;83.08;123.84;7.37;0.03053;;;;;;;;;60.84;60.84
408;Waterschap Hollandse Delta (WS);2009;65.35;81.68;1.69;0.02535;17.49;19.35;0.55;0.00764;1.75;2.02;1.72;0.00264;49.33;49.33
409;Waterschap Hollandse Delta (WS);2010;69.08;89.31;1.87;0.02684;19.23;21.63;0.65;0.00818;1.37;1.23;1.09;0.00255;50.97;50.97
410;Waterschap Hollandse Delta (WS);2011;81.78;88.53;3.78;0.02886;17.14;19.85;0.95;0.00812;0.0;0.0;0.0;0.0;50.25;50.25
411;Waterschap Hollandse Delta (WS);2012;81.08;87.75;3.91;0.02919;17.98;20.82;1.02;0.00862;0.0;0.0;0.0;0.0;50.05;50.05
412;Waterschap Hollandse Delta (WS);2013;86.7;93.75;3.94;0.0315;12.74;14.75;0.77;0.0064;0.0;0.0;0.0;0.0;49.68;49.68
413;Waterschap Hollandse Delta (WS);2014;91.37;97.83;4.44;0.0344;12.51;14.51;0.81;0.0067;0.0;0.0;0.0;0.0;49.26;49.26
414;Waterschap Hollandse Delta (WS);2015;96.41;103.76;5.04;0.0375;12.79;14.91;0.92;0.0071;;;;;51.54;51.54
415;Waterschap Hollandse Delta (WS);2016;96.89;115.11;5.37;0.03537;12.9;17.18;0.99;0.0067;;;;;52.85;52.85
416;Waterschap Hollandse Delta (WS);2017;100.15;116.67;6.06;0.03615;12.67;16.95;1.08;0.00654;;;;;52.68;52.68
417;Waterschap Hollandse Delta (WS);2018;102.54;120.35;5.96;0.03562;12.8;17.11;1.05;0.00633;;;;;53.37;53.37
418;Waterschap Hollandse Delta (WS);2019;103.68;123.13;6.03;0.03288;13.79;18.68;1.12;0.00619;;;;;56.77;56.77
419;Waterschap Hollandse Delta (WS);2020;104.51;127.26;5.89;0.03061;15.37;21.25;1.18;0.00636;;;;;61.82;61.82
420;Waterschap Hollandse Delta (WS);2021;108.66;106.77;5.57;0.03158;15.76;17.92;1.12;0.01;;;;;67.3;67.3
421;Waterschap Hollandse Delta (WS);2022;103.4;102.89;5.5;0.02626;17.87;20.6;1.29;0.00628;;;;;69.13;69.13
422;Waterschap Hollandse Delta (WS);2023;114.39;114.93;6.11;0.02486;17.42;0.0;0.0;0.00621;;;;;75.99;75.99
423;Waterschap Hollandse Delta (WS);2024;123.31;125.0;6.68;0.02744;19.04;;;0.00692;;;;;78.59;78.59
424;Waterschap Hollandse Delta (WS);2025;134.13;136.93;6.98;0.02638;23.04;0.0;0.0;0.00738;;;;;85.57;85.57
425;Hhs van Schieland en Krimpenerwaard (WS);2009;66.24;87.03;2.64;0.0195;39.36;30.96;1.55;0.0233;0.0;0.0;0.0;0.0;51.75;51.75
426;Hhs van Schieland en Krimpenerwaard (WS);2010;69.64;91.31;2.78;0.02023;40.41;31.89;1.59;0.0235;0.0;0.0;0.0;0.0;53.3;53.3
427;Hhs van Schieland en Krimpenerwaard (WS);2011;72.87;94.95;2.89;0.02033;41.49;32.85;1.64;0.0242;0.0;0.0;0.0;0.0;55.17;55.17
428;Hhs van Schieland en Krimpenerwaard (WS);2012;75.58;98.75;3.18;0.02111;44.27;32.95;1.71;0.0259;0.0;0.0;0.0;0.0;56.0;56.0
429;Hhs van Schieland en Krimpenerwaard (WS);2013;79.33;105.38;3.31;0.0231;47.18;34.27;1.77;0.0282;0.0;0.0;0.0;0.0;56.56;56.56
430;Hhs van Schieland en Krimpenerwaard (WS);2014;83.11;103.6;2.62;0.02505;48.5;35.34;3.65;0.03029;0.0;0.0;0.0;0.0;56.56;56.56
431;Hhs van Schieland en Krimpenerwaard (WS);2015;86.78;108.76;2.75;0.02764;47.15;35.22;3.58;0.03077;;;;;56.27;56.27
432;Hhs van Schieland en Krimpenerwaard (WS);2016;90.03;113.56;2.89;0.02782;46.53;35.22;3.58;0.0302;;;;;55.99;55.99
433;Hhs van Schieland en Krimpenerwaard (WS);2017;97.87;116.36;1.7;0.02624;45.59;41.56;0.45;0.0292;;;;;52.63;52.63
434;Hhs van Schieland en Krimpenerwaard (WS);2018;99.71;123.97;1.75;0.02608;44.52;40.73;0.44;0.027;;;;;51.58;51.58
435;Hhs van Schieland en Krimpenerwaard (WS);2019;101.85;99.47;3.21;0.02522;43.54;34.39;34.39;0.0251;;;;;49.52;49.52
