ID;Huishoudkenmerken;Perioden;GemiddeldMinimaleHuishoudensinkomen_1;GemidGestandMinimaleHuishoudensink_2;OntvangenInkomenNodigGeachtInkomen_3;ZeerMoeilijkMoeilijk_4;EerderMoeilijkEerderGemakkelijk_5;GemakkelijkZeerGemakkelijk_6
457;Niet beroepsbevolking;2010;;;;;;
458;Niet beroepsbevolking;2011;;;;;;
459;Geen pers. beh. tot beroepsbev.;1985;;;;;;
460;Geen pers. beh. tot beroepsbev.;1986;;;;;;
461;Geen pers. beh. tot beroepsbev.;1987;;;;;;
462;Geen pers. beh. tot beroepsbev.;1988;;;;;;
463;Geen pers. beh. tot beroepsbev.;1989;;;;;;
464;Geen pers. beh. tot beroepsbev.;1990;;;;;;
465;Geen pers. beh. tot beroepsbev.;1991;9.0;8.0;;18.0;49.0;33.0
466;Geen pers. beh. tot beroepsbev.;1992;10.0;8.0;;17.0;50.0;33.0
467;Geen pers. beh. tot beroepsbev.;1993;10.0;8.0;;18.0;49.0;33.0
468;Geen pers. beh. tot beroepsbev.;1994;11.0;9.0;;24.0;44.0;33.0
469;Geen pers. beh. tot beroepsbev.;1995;12.0;9.0;19.0;21.0;42.0;37.0
470;Geen pers. beh. tot beroepsbev.;1996;12.0;10.0;22.0;23.0;41.0;36.0
471;Geen pers. beh. tot beroepsbev.;1997;11.0;9.0;19.0;20.0;44.0;37.0
472;Geen pers. beh. tot beroepsbev.;1998;12.0;10.0;20.0;17.0;42.0;41.0
473;Geen pers. beh. tot beroepsbev.;1999;12.0;10.0;17.0;16.0;42.0;42.0
474;Geen pers. beh. tot beroepsbev.;2000;13.0;10.0;18.0;15.0;41.0;44.0
475;Geen pers. beh. tot beroepsbev.;2001;14.0;11.0;21.0;14.0;41.0;45.0
476;Geen pers. beh. tot beroepsbev.;2002;15.0;12.0;23.0;16.0;38.0;46.0
477;Geen pers. beh. tot beroepsbev.;2003;;;;;;
478;Geen pers. beh. tot beroepsbev.;2004;;;;;;
479;Geen pers. beh. tot beroepsbev.;2005;;;;;;
480;Geen pers. beh. tot beroepsbev.;2006;;;;;;
481;Geen pers. beh. tot beroepsbev.;2007;;;;;;
482;Geen pers. beh. tot beroepsbev.;2008;;;;;;
483;Geen pers. beh. tot beroepsbev.;2009;;;;;;
484;Geen pers. beh. tot beroepsbev.;2010;;;;;;
485;Geen pers. beh. tot beroepsbev.;2011;;;;;;
486;Een pers. beh. tot beroepsbev.;1985;;;;;;
487;Een pers. beh. tot beroepsbev.;1986;;;;;;
488;Een pers. beh. tot beroepsbev.;1987;;;;;;
489;Een pers. beh. tot beroepsbev.;1988;;;;;;
490;Een pers. beh. tot beroepsbev.;1989;;;;;;
491;Een pers. beh. tot beroepsbev.;1990;;;;;;
492;Een pers. beh. tot beroepsbev.;1991;11.0;8.0;;9.0;39.0;52.0
493;Een pers. beh. tot beroepsbev.;1992;12.0;8.0;;9.0;43.0;48.0
494;Een pers. beh. tot beroepsbev.;1993;12.0;8.0;;10.0;41.0;49.0
495;Een pers. beh. tot beroepsbev.;1994;13.0;9.0;;13.0;46.0;41.0
496;Een pers. beh. tot beroepsbev.;1995;13.0;9.0;9.0;11.0;44.0;45.0
497;Een pers. beh. tot beroepsbev.;1996;13.0;10.0;9.0;12.0;46.0;42.0
498;Een pers. beh. tot beroepsbev.;1997;13.0;10.0;10.0;10.0;46.0;44.0
499;Een pers. beh. tot beroepsbev.;1998;14.0;10.0;7.0;7.0;44.0;48.0
500;Een pers. beh. tot beroepsbev.;1999;14.0;10.0;7.0;8.0;40.0;51.0
501;Een pers. beh. tot beroepsbev.;2000;15.0;11.0;9.0;8.0;41.0;51.0
502;Een pers. beh. tot beroepsbev.;2001;16.0;12.0;10.0;7.0;41.0;52.0
503;Een pers. beh. tot beroepsbev.;2002;17.0;12.0;13.0;9.0;43.0;48.0
504;Een pers. beh. tot beroepsbev.;2003;;;;;;
505;Een pers. beh. tot beroepsbev.;2004;;;;;;
506;Een pers. beh. tot beroepsbev.;2005;;;;;;
507;Een pers. beh. tot beroepsbev.;2006;;;;;;
508;Een pers. beh. tot beroepsbev.;2007;;;;;;
509;Een pers. beh. tot beroepsbev.;2008;;;;;;
510;Een pers. beh. tot beroepsbev.;2009;;;;;;
511;Een pers. beh. tot beroepsbev.;2010;;;;;;
512;Een pers. beh. tot beroepsbev.;2011;;;;;;
513;Twee of meer pers. beh. tot beroepsbev.;1985;;;;;;
514;Twee of meer pers. beh. tot beroepsbev.;1986;;;;;;
515;Twee of meer pers. beh. tot beroepsbev.;1987;;;;;;
516;Twee of meer pers. beh. tot beroepsbev.;1988;;;;;;
517;Twee of meer pers. beh. tot beroepsbev.;1989;;;;;;
518;Twee of meer pers. beh. tot beroepsbev.;1990;;;;;;
519;Twee of meer pers. beh. tot beroepsbev.;1991;14.0;8.0;;3.0;30.0;67.0
520;Twee of meer pers. beh. tot beroepsbev.;1992;14.0;9.0;;3.0;30.0;66.0
521;Twee of meer pers. beh. tot beroepsbev.;1993;15.0;9.0;;5.0;30.0;66.0
522;Twee of meer pers. beh. tot beroepsbev.;1994;17.0;10.0;;5.0;37.0;58.0
523;Twee of meer pers. beh. tot beroepsbev.;1995;17.0;10.0;4.0;5.0;35.0;60.0
524;Twee of meer pers. beh. tot beroepsbev.;1996;17.0;11.0;3.0;5.0;37.0;58.0
525;Twee of meer pers. beh. tot beroepsbev.;1997;17.0;10.0;3.0;5.0;36.0;59.0
526;Twee of meer pers. beh. tot beroepsbev.;1998;18.0;11.0;5.0;4.0;34.0;62.0
527;Twee of meer pers. beh. tot beroepsbev.;1999;18.0;11.0;4.0;4.0;33.0;63.0
528;Twee of meer pers. beh. tot beroepsbev.;2000;19.0;11.0;4.0;3.0;33.0;64.0
529;Twee of meer pers. beh. tot beroepsbev.;2001;20.0;12.0;5.0;3.0;30.0;68.0
530;Twee of meer pers. beh. tot beroepsbev.;2002;23.0;14.0;8.0;4.0;33.0;63.0
531;Twee of meer pers. beh. tot beroepsbev.;2003;;;;;;
532;Twee of meer pers. beh. tot beroepsbev.;2004;;;;;;
533;Twee of meer pers. beh. tot beroepsbev.;2005;;;;;;
534;Twee of meer pers. beh. tot beroepsbev.;2006;;;;;;
535;Twee of meer pers. beh. tot beroepsbev.;2007;;;;;;
536;Twee of meer pers. beh. tot beroepsbev.;2008;;;;;;
537;Twee of meer pers. beh. tot beroepsbev.;2009;;;;;;
538;Twee of meer pers. beh. tot beroepsbev.;2010;;;;;;
539;Twee of meer pers. beh. tot beroepsbev.;2011;;;;;;
540;1e 20% (laagste) inkomensgroep;1985;;;;;;
541;1e 20% (laagste) inkomensgroep;1986;;;;;;
542;1e 20% (laagste) inkomensgroep;1987;;;;;;
543;1e 20% (laagste) inkomensgroep;1988;;;;;;
544;1e 20% (laagste) inkomensgroep;1989;;;;;;
545;1e 20% (laagste) inkomensgroep;1990;;;;;;
546;1e 20% (laagste) inkomensgroep;1991;7.0;6.0;;27.0;54.0;19.0
547;1e 20% (laagste) inkomensgroep;1992;7.0;7.0;;26.0;57.0;17.0
548;1e 20% (laagste) inkomensgroep;1993;7.0;7.0;;28.0;56.0;15.0
549;1e 20% (laagste) inkomensgroep;1994;9.0;7.0;;35.0;47.0;18.0
550;1e 20% (laagste) inkomensgroep;1995;9.0;8.0;29.0;31.0;49.0;21.0
551;1e 20% (laagste) inkomensgroep;1996;9.0;8.0;31.0;35.0;46.0;19.0
552;1e 20% (laagste) inkomensgroep;1997;9.0;8.0;28.0;31.0;49.0;21.0
553;1e 20% (laagste) inkomensgroep;1998;10.0;8.0;24.0;25.0;51.0;23.0
554;1e 20% (laagste) inkomensgroep;1999;10.0;8.0;22.0;26.0;50.0;25.0
555;1e 20% (laagste) inkomensgroep;2000;11.0;9.0;25.0;24.0;45.0;32.0
556;1e 20% (laagste) inkomensgroep;2001;11.0;10.0;26.0;20.0;50.0;30.0
557;1e 20% (laagste) inkomensgroep;2002;11.0;10.0;29.0;23.0;50.0;27.0
558;1e 20% (laagste) inkomensgroep;2003;13.0;12.0;29.0;27.0;41.0;32.0
559;1e 20% (laagste) inkomensgroep;2004;13.0;12.0;27.0;27.0;41.0;32.0
560;1e 20% (laagste) inkomensgroep;2005;;;;33.0;36.0;31.0
561;1e 20% (laagste) inkomensgroep;2006;;;;33.0;37.0;30.0
562;1e 20% (laagste) inkomensgroep;2007;;;;24.0;41.0;35.0
563;1e 20% (laagste) inkomensgroep;2008;;;;24.0;36.0;40.0
564;1e 20% (laagste) inkomensgroep;2009;;;;25.0;34.0;42.0
565;1e 20% (laagste) inkomensgroep;2010;;;;28.0;33.0;39.0
566;1e 20% (laagste) inkomensgroep;2011;;;;28.0;33.0;39.0
567;2e 20% inkomensgroep;1985;;;;;;
568;2e 20% inkomensgroep;1986;;;;;;
569;2e 20% inkomensgroep;1987;;;;;;
570;2e 20% inkomensgroep;1988;;;;;;
571;2e 20% inkomensgroep;1989;;;;;;
572;2e 20% inkomensgroep;1990;;;;;;
573;2e 20% inkomensgroep;1991;9.0;7.0;;17.0;46.0;37.0
574;2e 20% inkomensgroep;1992;9.0;8.0;;18.0;51.0;32.0
575;2e 20% inkomensgroep;1993;10.0;8.0;;19.0;51.0;30.0
576;2e 20% inkomensgroep;1994;11.0;8.0;;22.0;48.0;30.0
577;2e 20% inkomensgroep;1995;11.0;9.0;15.0;18.0;49.0;32.0
578;2e 20% inkomensgroep;1996;12.0;9.0;17.0;21.0;49.0;30.0
579;2e 20% inkomensgroep;1997;11.0;9.0;15.0;16.0;53.0;32.0
580;2e 20% inkomensgroep;1998;12.0;10.0;15.0;13.0;47.0;40.0
581;2e 20% inkomensgroep;1999;12.0;10.0;13.0;12.0;49.0;39.0
582;2e 20% inkomensgroep;2000;13.0;10.0;13.0;11.0;49.0;41.0
583;2e 20% inkomensgroep;2001;14.0;11.0;17.0;11.0;45.0;43.0
584;2e 20% inkomensgroep;2002;14.0;12.0;17.0;11.0;43.0;46.0
585;2e 20% inkomensgroep;2003;15.0;12.0;20.0;15.0;39.0;47.0
586;2e 20% inkomensgroep;2004;15.0;13.0;20.0;16.0;41.0;43.0
587;2e 20% inkomensgroep;2005;;;;25.0;38.0;37.0
588;2e 20% inkomensgroep;2006;;;;19.0;39.0;42.0
589;2e 20% inkomensgroep;2007;;;;16.0;37.0;47.0
590;2e 20% inkomensgroep;2008;;;;18.0;37.0;45.0
591;2e 20% inkomensgroep;2009;;;;15.0;33.0;53.0
592;2e 20% inkomensgroep;2010;;;;17.0;32.0;51.0
593;2e 20% inkomensgroep;2011;;;;18.0;31.0;51.0
594;3e 20% inkomensgroep;1985;;;;;;
595;3e 20% inkomensgroep;1986;;;;;;
596;3e 20% inkomensgroep;1987;;;;;;
597;3e 20% inkomensgroep;1988;;;;;;
598;3e 20% inkomensgroep;1989;;;;;;
599;3e 20% inkomensgroep;1990;;;;;;
600;3e 20% inkomensgroep;1991;11.0;8.0;;5.0;45.0;50.0
601;3e 20% inkomensgroep;1992;11.0;8.0;;7.0;43.0;50.0
602;3e 20% inkomensgroep;1993;12.0;8.0;;6.0;43.0;51.0
603;3e 20% inkomensgroep;1994;13.0;9.0;;10.0;49.0;41.0
604;3e 20% inkomensgroep;1995;13.0;9.0;6.0;9.0;42.0;49.0
605;3e 20% inkomensgroep;1996;13.0;10.0;7.0;8.0;43.0;48.0
606;3e 20% inkomensgroep;1997;13.0;10.0;7.0;8.0;43.0;49.0
607;3e 20% inkomensgroep;1998;14.0;10.0;6.0;6.0;45.0;49.0
608;3e 20% inkomensgroep;1999;14.0;10.0;7.0;6.0;40.0;54.0
609;3e 20% inkomensgroep;2000;15.0;11.0;7.0;4.0;43.0;53.0
610;3e 20% inkomensgroep;2001;16.0;12.0;7.0;4.0;40.0;55.0
611;3e 20% inkomensgroep;2002;18.0;12.0;11.0;6.0;40.0;54.0
612;3e 20% inkomensgroep;2003;19.0;14.0;12.0;9.0;34.0;57.0
613;3e 20% inkomensgroep;2004;19.0;14.0;10.0;9.0;33.0;58.0
614;3e 20% inkomensgroep;2005;;;;13.0;35.0;52.0
615;3e 20% inkomensgroep;2006;;;;11.0;35.0;54.0
616;3e 20% inkomensgroep;2007;;;;9.0;30.0;62.0
617;3e 20% inkomensgroep;2008;;;;9.0;30.0;61.0
618;3e 20% inkomensgroep;2009;;;;10.0;28.0;62.0
619;3e 20% inkomensgroep;2010;;;;10.0;29.0;61.0
620;3e 20% inkomensgroep;2011;;;;10.0;27.0;62.0
621;4e 20% inkomensgroep;1985;;;;;;
622;4e 20% inkomensgroep;1986;;;;;;
623;4e 20% inkomensgroep;1987;;;;;;
624;4e 20% inkomensgroep;1988;;;;;;
625;4e 20% inkomensgroep;1989;;;;;;
626;4e 20% inkomensgroep;1990;;;;;;
627;4e 20% inkomensgroep;1991;13.0;8.0;;4.0;35.0;62.0
628;4e 20% inkomensgroep;1992;13.0;8.0;;3.0;38.0;60.0
629;4e 20% inkomensgroep;1993;13.0;9.0;;3.0;35.0;62.0
630;4e 20% inkomensgroep;1994;15.0;9.0;;4.0;40.0;56.0
631;4e 20% inkomensgroep;1995;15.0;10.0;3.0;3.0;40.0;57.0
632;4e 20% inkomensgroep;1996;15.0;10.0;3.0;4.0;44.0;53.0
633;4e 20% inkomensgroep;1997;16.0;10.0;3.0;4.0;41.0;56.0
634;4e 20% inkomensgroep;1998;16.0;10.0;4.0;3.0;37.0;59.0
635;4e 20% inkomensgroep;1999;17.0;11.0;4.0;3.0;34.0;63.0
636;4e 20% inkomensgroep;2000;17.0;11.0;3.0;3.0;35.0;63.0
637;4e 20% inkomensgroep;2001;19.0;12.0;4.0;3.0;32.0;66.0
638;4e 20% inkomensgroep;2002;20.0;13.0;8.0;5.0;34.0;61.0
639;4e 20% inkomensgroep;2003;21.0;14.0;8.0;6.0;30.0;64.0
640;4e 20% inkomensgroep;2004;22.0;14.0;7.0;6.0;30.0;64.0
641;4e 20% inkomensgroep;2005;;;;11.0;31.0;58.0
642;4e 20% inkomensgroep;2006;;;;8.0;30.0;63.0
643;4e 20% inkomensgroep;2007;;;;5.0;25.0;70.0
644;4e 20% inkomensgroep;2008;;;;7.0;24.0;69.0
645;4e 20% inkomensgroep;2009;;;;4.0;22.0;73.0
646;4e 20% inkomensgroep;2010;;;;7.0;24.0;69.0
647;4e 20% inkomensgroep;2011;;;;8.0;20.0;71.0
648;5e 20% (hoogste) inkomensgroep;1985;;;;;;
649;5e 20% (hoogste) inkomensgroep;1986;;;;;;
650;5e 20% (hoogste) inkomensgroep;1987;;;;;;
651;5e 20% (hoogste) inkomensgroep;1988;;;;;;
652;5e 20% (hoogste) inkomensgroep;1989;;;;;;
653;5e 20% (hoogste) inkomensgroep;1990;;;;;;
654;5e 20% (hoogste) inkomensgroep;1991;16.0;10.0;;2.0;22.0;76.0
655;5e 20% (hoogste) inkomensgroep;1992;17.0;10.0;;1.0;24.0;75.0
656;5e 20% (hoogste) inkomensgroep;1993;18.0;11.0;;2.0;22.0;76.0
657;5e 20% (hoogste) inkomensgroep;1994;20.0;12.0;;2.0;29.0;69.0
658;5e 20% (hoogste) inkomensgroep;1995;20.0;13.0;4.0;2.0;24.0;74.0
659;5e 20% (hoogste) inkomensgroep;1996;20.0;13.0;3.0;2.0;27.0;71.0
660;5e 20% (hoogste) inkomensgroep;1997;20.0;12.0;3.0;2.0;26.0;72.0
661;5e 20% (hoogste) inkomensgroep;1998;20.0;13.0;5.0;1.0;22.0;78.0
662;5e 20% (hoogste) inkomensgroep;1999;21.0;13.0;3.0;1.0;22.0;76.0
663;5e 20% (hoogste) inkomensgroep;2000;21.0;13.0;5.0;1.0;22.0;77.0
664;5e 20% (hoogste) inkomensgroep;2001;23.0;14.0;6.0;1.0;21.0;78.0
665;5e 20% (hoogste) inkomensgroep;2002;25.0;15.0;9.0;3.0;24.0;73.0
666;5e 20% (hoogste) inkomensgroep;2003;26.0;16.0;8.0;4.0;18.0;78.0
667;5e 20% (hoogste) inkomensgroep;2004;26.0;16.0;5.0;4.0;22.0;75.0
668;5e 20% (hoogste) inkomensgroep;2005;;;;6.0;19.0;75.0
669;5e 20% (hoogste) inkomensgroep;2006;;;;4.0;21.0;74.0
670;5e 20% (hoogste) inkomensgroep;2007;;;;4.0;17.0;79.0
671;5e 20% (hoogste) inkomensgroep;2008;;;;3.0;16.0;82.0
672;5e 20% (hoogste) inkomensgroep;2009;;;;3.0;15.0;83.0
673;5e 20% (hoogste) inkomensgroep;2010;;;;4.0;15.0;81.0
674;5e 20% (hoogste) inkomensgroep;2011;;;;3.0;12.0;84.0
675;1e 20% (laagste) inkomensgroep gestand.;1985;;;;;;
676;1e 20% (laagste) inkomensgroep gestand.;1986;;;;;;
677;1e 20% (laagste) inkomensgroep gestand.;1987;;;;;;
678;1e 20% (laagste) inkomensgroep gestand.;1988;;;;;;
679;1e 20% (laagste) inkomensgroep gestand.;1989;;;;;;
680;1e 20% (laagste) inkomensgroep gestand.;1990;;;;;;
681;1e 20% (laagste) inkomensgroep gestand.;1991;8.0;6.0;;29.0;52.0;19.0
682;1e 20% (laagste) inkomensgroep gestand.;1992;8.0;6.0;;30.0;55.0;15.0
683;1e 20% (laagste) inkomensgroep gestand.;1993;8.0;6.0;;33.0;54.0;14.0
684;1e 20% (laagste) inkomensgroep gestand.;1994;10.0;7.0;;38.0;45.0;18.0
685;1e 20% (laagste) inkomensgroep gestand.;1995;10.0;8.0;28.0;31.0;49.0;20.0
686;1e 20% (laagste) inkomensgroep gestand.;1996;10.0;8.0;29.0;37.0;46.0;17.0
687;1e 20% (laagste) inkomensgroep gestand.;1997;10.0;8.0;27.0;32.0;48.0;20.0
688;1e 20% (laagste) inkomensgroep gestand.;1998;11.0;8.0;24.0;25.0;50.0;25.0
689;1e 20% (laagste) inkomensgroep gestand.;1999;11.0;8.0;22.0;26.0;48.0;26.0
690;1e 20% (laagste) inkomensgroep gestand.;2000;12.0;9.0;24.0;23.0;45.0;32.0
691;1e 20% (laagste) inkomensgroep gestand.;2001;13.0;9.0;25.0;22.0;47.0;31.0
692;1e 20% (laagste) inkomensgroep gestand.;2002;13.0;10.0;28.0;26.0;49.0;25.0
693;1e 20% (laagste) inkomensgroep gestand.;2003;14.0;11.0;32.0;32.0;39.0;30.0
694;1e 20% (laagste) inkomensgroep gestand.;2004;14.0;11.0;30.0;30.0;40.0;29.0
695;1e 20% (laagste) inkomensgroep gestand.;2005;;;;37.0;33.0;30.0
696;1e 20% (laagste) inkomensgroep gestand.;2006;;;;35.0;36.0;28.0
697;1e 20% (laagste) inkomensgroep gestand.;2007;;;;28.0;42.0;30.0
698;1e 20% (laagste) inkomensgroep gestand.;2008;;;;27.0;35.0;37.0
699;1e 20% (laagste) inkomensgroep gestand.;2009;;;;27.0;35.0;38.0
700;1e 20% (laagste) inkomensgroep gestand.;2010;;;;30.0;32.0;37.0
701;1e 20% (laagste) inkomensgroep gestand.;2011;;;;30.0;34.0;36.0
702;2e 20% inkomensgroep gestand.;1985;;;;;;
703;2e 20% inkomensgroep gestand.;1986;;;;;;
704;2e 20% inkomensgroep gestand.;1987;;;;;;
705;2e 20% inkomensgroep gestand.;1988;;;;;;
706;2e 20% inkomensgroep gestand.;1989;;;;;;
707;2e 20% inkomensgroep gestand.;1990;;;;;;
708;2e 20% inkomensgroep gestand.;1991;9.0;6.0;;15.0;52.0;32.0
709;2e 20% inkomensgroep gestand.;1992;9.0;7.0;;15.0;60.0;25.0
710;2e 20% inkomensgroep gestand.;1993;10.0;7.0;;17.0;57.0;26.0
711;2e 20% inkomensgroep gestand.;1994;11.0;8.0;;21.0;54.0;25.0
712;2e 20% inkomensgroep gestand.;1995;11.0;8.0;15.0;19.0;54.0;26.0
713;2e 20% inkomensgroep gestand.;1996;12.0;9.0;18.0;21.0;53.0;26.0
714;2e 20% inkomensgroep gestand.;1997;12.0;8.0;16.0;17.0;56.0;27.0
715;2e 20% inkomensgroep gestand.;1998;12.0;9.0;15.0;14.0;56.0;30.0
716;2e 20% inkomensgroep gestand.;1999;13.0;9.0;12.0;13.0;56.0;31.0
717;2e 20% inkomensgroep gestand.;2000;13.0;9.0;14.0;13.0;54.0;33.0
718;2e 20% inkomensgroep gestand.;2001;14.0;10.0;17.0;10.0;54.0;36.0
719;2e 20% inkomensgroep gestand.;2002;15.0;11.0;19.0;11.0;49.0;39.0
720;2e 20% inkomensgroep gestand.;2003;16.0;12.0;18.0;13.0;44.0;43.0
721;2e 20% inkomensgroep gestand.;2004;16.0;12.0;18.0;16.0;46.0;38.0
722;2e 20% inkomensgroep gestand.;2005;;;;24.0;44.0;32.0
723;2e 20% inkomensgroep gestand.;2006;;;;20.0;46.0;35.0
724;2e 20% inkomensgroep gestand.;2007;;;;15.0;40.0;44.0
725;2e 20% inkomensgroep gestand.;2008;;;;17.0;40.0;43.0
726;2e 20% inkomensgroep gestand.;2009;;;;14.0;36.0;50.0
727;2e 20% inkomensgroep gestand.;2010;;;;18.0;37.0;46.0
728;2e 20% inkomensgroep gestand.;2011;;;;19.0;36.0;45.0
729;3e 20% inkomensgroep gestand.;1985;;;;;;
730;3e 20% inkomensgroep gestand.;1986;;;;;;
731;3e 20% inkomensgroep gestand.;1987;;;;;;
732;3e 20% inkomensgroep gestand.;1988;;;;;;
733;3e 20% inkomensgroep gestand.;1989;;;;;;
734;3e 20% inkomensgroep gestand.;1990;;;;;;
735;3e 20% inkomensgroep gestand.;1991;11.0;7.0;;7.0;47.0;46.0
736;3e 20% inkomensgroep gestand.;1992;12.0;8.0;;7.0;48.0;44.0
737;3e 20% inkomensgroep gestand.;1993;12.0;8.0;;6.0;48.0;46.0
738;3e 20% inkomensgroep gestand.;1994;12.0;8.0;;9.0;54.0;37.0
739;3e 20% inkomensgroep gestand.;1995;13.0;8.0;7.0;8.0;49.0;43.0
740;3e 20% inkomensgroep gestand.;1996;13.0;9.0;7.0;7.0;51.0;41.0
741;3e 20% inkomensgroep gestand.;1997;14.0;9.0;7.0;6.0;50.0;44.0
742;3e 20% inkomensgroep gestand.;1998;14.0;9.0;7.0;6.0;46.0;49.0
743;3e 20% inkomensgroep gestand.;1999;15.0;10.0;7.0;7.0;42.0;51.0
744;3e 20% inkomensgroep gestand.;2000;15.0;10.0;7.0;4.0;45.0;51.0
745;3e 20% inkomensgroep gestand.;2001;16.0;11.0;7.0;4.0;44.0;52.0
746;3e 20% inkomensgroep gestand.;2002;18.0;12.0;10.0;5.0;41.0;53.0
747;3e 20% inkomensgroep gestand.;2003;18.0;13.0;12.0;8.0;36.0;56.0
748;3e 20% inkomensgroep gestand.;2004;18.0;13.0;10.0;9.0;36.0;55.0
749;3e 20% inkomensgroep gestand.;2005;;;;15.0;38.0;47.0
750;3e 20% inkomensgroep gestand.;2006;;;;12.0;37.0;51.0
751;3e 20% inkomensgroep gestand.;2007;;;;7.0;34.0;59.0
752;3e 20% inkomensgroep gestand.;2008;;;;9.0;34.0;57.0
753;3e 20% inkomensgroep gestand.;2009;;;;8.0;28.0;64.0
754;3e 20% inkomensgroep gestand.;2010;;;;11.0;30.0;60.0
755;3e 20% inkomensgroep gestand.;2011;;;;12.0;26.0;62.0
756;4e 20% inkomensgroep gestand.;1985;;;;;;
757;4e 20% inkomensgroep gestand.;1986;;;;;;
758;4e 20% inkomensgroep gestand.;1987;;;;;;
759;4e 20% inkomensgroep gestand.;1988;;;;;;
760;4e 20% inkomensgroep gestand.;1989;;;;;;
761;4e 20% inkomensgroep gestand.;1990;;;;;;
762;4e 20% inkomensgroep gestand.;1991;13.0;9.0;;3.0;35.0;62.0
763;4e 20% inkomensgroep gestand.;1992;13.0;9.0;;2.0;34.0;64.0
764;4e 20% inkomensgroep gestand.;1993;13.0;9.0;;2.0;33.0;65.0
765;4e 20% inkomensgroep gestand.;1994;15.0;10.0;;3.0;39.0;58.0
766;4e 20% inkomensgroep gestand.;1995;16.0;11.0;3.0;4.0;32.0;64.0
767;4e 20% inkomensgroep gestand.;1996;15.0;10.0;2.0;3.0;38.0;59.0
768;4e 20% inkomensgroep gestand.;1997;15.0;11.0;3.0;3.0;36.0;61.0
769;4e 20% inkomensgroep gestand.;1998;16.0;11.0;3.0;2.0;34.0;64.0
770;4e 20% inkomensgroep gestand.;1999;16.0;11.0;3.0;1.0;32.0;67.0
771;4e 20% inkomensgroep gestand.;2000;17.0;12.0;4.0;2.0;31.0;67.0
772;4e 20% inkomensgroep gestand.;2001;18.0;13.0;5.0;3.0;27.0;70.0
773;4e 20% inkomensgroep gestand.;2002;20.0;14.0;8.0;4.0;31.0;65.0
774;4e 20% inkomensgroep gestand.;2003;21.0;14.0;7.0;5.0;27.0;69.0
775;4e 20% inkomensgroep gestand.;2004;21.0;15.0;8.0;5.0;30.0;66.0
776;4e 20% inkomensgroep gestand.;2005;;;;8.0;29.0;63.0
777;4e 20% inkomensgroep gestand.;2006;;;;5.0;27.0;67.0
778;4e 20% inkomensgroep gestand.;2007;;;;4.0;23.0;73.0
779;4e 20% inkomensgroep gestand.;2008;;;;6.0;22.0;72.0
780;4e 20% inkomensgroep gestand.;2009;;;;4.0;23.0;73.0
781;4e 20% inkomensgroep gestand.;2010;;;;6.0;22.0;73.0
782;4e 20% inkomensgroep gestand.;2011;;;;6.0;18.0;76.0
783;5e 20% (hoogste) inkomensgroep gestand.;1985;;;;;;
784;5e 20% (hoogste) inkomensgroep gestand.;1986;;;;;;
785;5e 20% (hoogste) inkomensgroep gestand.;1987;;;;;;
786;5e 20% (hoogste) inkomensgroep gestand.;1988;;;;;;
787;5e 20% (hoogste) inkomensgroep gestand.;1989;;;;;;
788;5e 20% (hoogste) inkomensgroep gestand.;1990;;;;;;
789;5e 20% (hoogste) inkomensgroep gestand.;1991;15.0;11.0;;1.0;16.0;82.0
790;5e 20% (hoogste) inkomensgroep gestand.;1992;16.0;11.0;;1.0;17.0;83.0
791;5e 20% (hoogste) inkomensgroep gestand.;1993;17.0;12.0;;2.0;15.0;83.0
792;5e 20% (hoogste) inkomensgroep gestand.;1994;18.0;13.0;;2.0;21.0;77.0
793;5e 20% (hoogste) inkomensgroep gestand.;1995;19.0;14.0;4.0;1.0;19.0;80.0
794;5e 20% (hoogste) inkomensgroep gestand.;1996;19.0;14.0;4.0;1.0;21.0;77.0
795;5e 20% (hoogste) inkomensgroep gestand.;1997;18.0;13.0;2.0;1.0;21.0;78.0
796;5e 20% (hoogste) inkomensgroep gestand.;1998;19.0;14.0;5.0;1.0;16.0;82.0
797;5e 20% (hoogste) inkomensgroep gestand.;1999;19.0;14.0;4.0;2.0;17.0;81.0
798;5e 20% (hoogste) inkomensgroep gestand.;2000;20.0;15.0;5.0;1.0;18.0;81.0
799;5e 20% (hoogste) inkomensgroep gestand.;2001;22.0;16.0;6.0;1.0;17.0;83.0
800;5e 20% (hoogste) inkomensgroep gestand.;2002;24.0;17.0;8.0;2.0;20.0;78.0
801;5e 20% (hoogste) inkomensgroep gestand.;2003;25.0;18.0;7.0;3.0;15.0;81.0
802;5e 20% (hoogste) inkomensgroep gestand.;2004;24.0;17.0;4.0;2.0;16.0;82.0
803;5e 20% (hoogste) inkomensgroep gestand.;2005;;;;4.0;15.0;82.0
804;5e 20% (hoogste) inkomensgroep gestand.;2006;;;;2.0;17.0;81.0
805;5e 20% (hoogste) inkomensgroep gestand.;2007;;;;2.0;13.0;85.0
806;5e 20% (hoogste) inkomensgroep gestand.;2008;;;;1.0;10.0;88.0
807;5e 20% (hoogste) inkomensgroep gestand.;2009;;;;2.0;10.0;88.0
808;5e 20% (hoogste) inkomensgroep gestand.;2010;;;;2.0;12.0;86.0
809;5e 20% (hoogste) inkomensgroep gestand.;2011;;;;2.0;10.0;88.0
810;Laag inkomen;1985;;;;;;
811;Laag inkomen;1986;;;;;;
812;Laag inkomen;1987;;;;;;
