ID;Landen;Perioden;Hoogopgeleiden_1;AfgestudeerdenInEenBetarichting_2;DeelnameAanOnderwijsEnTrainingen_3;LagerOnderwijs_4;MiddelbaarOnderwijs_5;HogerOnderwijs_6;LagerOnderwijs_7;MiddelbaarOnderwijs_8;HogerOnderwijs_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;ArbeidskostenPerEenheidProductAPEP_19;Totaal_20;InDeIndustrie_21;InDeDienstensector_22;RecenteImmigranten_23;Autochtoon2534Jaar_24;Autochtoon2565Jaar_25;LagerOnderwijs_26;MiddelbaarOnderwijs_27;HogerOnderwijs_28;LagerOnderwijs_29;MiddelbaarOnderwijs_30;HogerOnderwijs_31
181;Ierland;1995;19.9;;4.3;48.6;66.6;83.0;16.4;7.6;4.2;;;;;;;;;;71.3;;;;;;;;;;;;
182;Ierland;1996;22.6;;4.8;;;;;;;;;;;;;;;;72.2;;;;;;;;;;;;
183;Ierland;1997;22.8;;5.2;50.3;68.7;81.9;14.5;6.5;4.0;;;;;;;;;;72.6;;;;;;;;;;;;
184;Ierland;1998;21.1;22.2;;53.4;71.7;85.2;11.6;4.5;3.0;;;;;;;;;;76.2;;;;;;;;;;;;
185;Ierland;1999;20.5;20.8;;54.4;74.8;87.2;9.2;3.5;1.7;;;;;;;;;;77.7;;;;;;;;;;;;
186;Ierland;2000;18.5;24.4;;60.7;77.0;87.2;5.6;2.3;1.6;503.0;510.0;497.0;513.0;511.0;517.0;527.0;513.0;542.0;80.8;;;;;;;;;;;;
187;Ierland;2001;23.6;24.2;;58.4;77.3;87.0;5.2;2.4;1.8;;;;;;;;;;85.9;;;;;;;;;;;;
188;Ierland;2002;24.8;23.0;5.5;56.7;76.6;86.3;5.9;2.8;2.2;;;;;;;;;;86.9;;;;;;;;;;;;
189;Ierland;2003;26.3;21.4;5.9;56.6;75.6;86.1;6.3;2.9;2.6;503.0;510.0;495.0;505.0;506.0;504.0;515.0;501.0;530.0;90.3;;;;;;;;;;;;
190;Ierland;2004;27.8;20.0;6.1;57.5;75.9;86.2;6.1;3.0;2.2;;;;;;;;;;93.9;;;;;;;;;;;;
191;Ierland;2005;29.1;19.6;7.4;58.4;76.7;86.8;6.0;3.1;2.0;;;;;;;;;;100.0;;;;47.7;42.1;32.2;;;;;;
192;Ierland;2006;30.8;14.1;7.3;58.7;77.3;86.5;5.7;3.2;2.2;501.0;507.0;496.0;508.0;508.0;509.0;517.0;500.0;534.0;104.8;;21.8;;;;;48.9;73.7;86.8;49.9;72.7;80.2
193;Ierland;2007;32.2;14.8;7.6;58.7;77.1;86.7;6.1;3.5;2.3;;;;;;;;;;108.4;;;;;;;48.9;73.7;87.4;49.6;75.9;80.6
194;Ierland;2008;33.9;13.2;7.1;56.8;75.5;85.2;8.2;4.8;3.0;;;;;;;;;;115.7;;;;;;;;;;;;
195;Ierland;2009;35.9;14.7;6.3;50.0;69.1;82.0;15.4;11.3;6.1;487.0;491.0;483.0;508.0;507.0;509.0;496.0;476.0;515.0;112.7;;;;;;;40.0;65.1;82.5;39.6;59.8;74.4
196;Ierland;2010;37.3;15.4;6.7;46.8;66.4;81.1;19.5;13.7;6.8;;;;;;;;;;105.8;;;;;;;;;;;;
197;Ierland;2011;;;6.8;;;;;;;;;;;;;;;;105.4;;;;;;;;;;;;
198;Italië;1990;;;;;;;;;;;;;;;;;;;66.8;;;;;;;;;;;;
199;Italië;1991;6.1;;;54.1;73.7;86.5;5.7;7.2;5.0;;;;;;;;;;72.1;;;;;;;;;;;;
200;Italië;1992;6.4;;3.0;;;;;;;;;;;;;;;;75.0;;;;;;;;;;;;
201;Italië;1993;;;3.3;;;;;;;;;;;;;;;;77.1;;;;;;;;;;;;
202;Italië;1994;7.5;;3.4;;;;;;;;;;;;;;;;77.1;;;;;;;;;;;;
203;Italië;1995;7.9;;3.8;48.9;70.4;80.9;9.1;7.9;7.3;;;;;;;;;;77.8;;;;;;;;;;;;
204;Italië;1996;8.1;;4.1;;;;;;;;;;;;;;;;81.9;;16.6;;;;;;;;;;
205;Italië;1997;;;4.6;;;;;;;;;;;;;;;;84.3;18.9;18.1;;;;;;;;;;
206;Italië;1998;8.6;20.8;4.8;47.8;70.1;80.8;10.8;8.1;6.9;;;;;;;;;;82.8;18.3;17.5;;;;;;;;;;
207;Italië;1999;9.3;19.6;5.5;48.0;70.3;80.7;10.6;7.9;6.9;;;;;;;;;;84.3;18.7;18.1;;;;;;;;;;
208;Italië;2000;9.4;19.1;4.8;48.6;71.2;81.4;10.0;7.2;5.9;457.0;462.0;454.0;478.0;474.0;483.0;487.0;469.0;507.0;84.6;19.0;18.3;;;;;;;;;;
209;Italië;2001;10.0;18.7;4.5;49.4;72.1;81.6;9.2;6.6;5.3;;;;;;;;;;87.5;19.3;18.7;19.9;;;;;;;;;
210;Italië;2002;10.4;15.7;4.4;50.5;72.3;82.2;9.0;6.4;5.3;;;;;;;;;;91.1;20.0;19.4;20.5;;;;;;;;;
211;Italië;2003;10.5;18.4;4.5;50.7;72.4;82.0;8.8;6.1;5.3;466.0;475.0;457.0;486.0;490.0;484.0;476.0;455.0;495.0;94.7;20.6;19.8;;;;;;;;;;
212;Italië;2004;11.6;17.9;6.3;51.7;73.5;81.2;8.2;5.4;5.3;;;;;;;;;;96.6;21.4;20.6;;;;;;;;;;
213;Italië;2005;12.2;17.0;5.8;51.7;73.5;80.4;7.8;5.2;5.7;;;;;;;;;;100.0;;;;10.8;16.7;15.3;;;;;;
214;Italië;2006;12.9;16.2;6.1;52.5;74.4;80.6;6.9;4.6;4.8;462.0;470.0;453.0;475.0;477.0;474.0;469.0;448.0;489.0;102.3;;;;;;;45.1;67.6;78.6;59.0;70.2;73.9
215;Italië;2007;13.6;15.2;6.2;52.8;74.5;80.2;6.3;4.1;4.2;;;;;;;;;;104.6;;;;;;;45.1;67.5;77.9;59.7;71.0;74.5
216;Italië;2008;14.4;15.2;6.3;52.5;74.3;80.7;7.4;4.6;4.3;;;;;;;;;;110.0;;;;;;;;;;;;
217;Italië;2009;14.5;15.3;6.0;51.2;73.1;79.2;8.4;5.6;5.1;483.0;490.0;475.0;489.0;488.0;490.0;486.0;464.0;510.0;115.0;;;;;;;43.2;66.3;77.6;56.0;68.6;70.4
218;Italië;2010;14.8;15.6;6.2;50.4;72.6;78.3;9.1;6.1;5.6;;;;;;;;;;114.1;;;;;;;;;;;;
219;Italië;2011;;;5.7;;;;;;;;;;;;;;;;115.5;;;;;;;;;;;;
220;Japan;1990;;;;;;;;;;;;;;;;;;;106.1;;;;;;;;;;;;
221;Japan;1991;;;;;;;;;;;;;;;;;;;111.0;;;;;;;;;;;;
222;Japan;1992;;;;;;;;;;;;;;;;;;;113.8;;;;;;;;;;;;
223;Japan;1993;;;;;;;;;;;;;;;;;;;116.3;;;;;;;;;;;;
224;Japan;1994;;;;;;;;;;;;;;;;;;;117.5;;;;;;;;;;;;
225;Japan;1995;;;;;;;;;;;;;;;;;;;117.4;;;;;;;;;;;;
226;Japan;1996;;;;;;;;;;;;;;;;;;;115.7;;;;;;;;;;;;
227;Japan;1997;30.5;;;69.4;75.3;80.7;3.9;3.4;2.3;;;;;;;;;;116.4;;;;;;;;;;;;
228;Japan;1998;30.6;4.4;;68.8;75.8;79.5;4.3;3.3;2.6;;;;;;;;;;117.2;;;;;;;;;;;;
229;Japan;1999;31.8;4.5;;68.2;74.2;79.2;5.6;4.4;3.3;;;;;;;;;;114.7;;;;;;;;;;;;
230;Japan;2000;33.6;4.4;;67.1;73.8;79.0;6.0;4.7;3.5;557.0;561.0;553.0;550.0;547.0;554.0;522.0;507.0;537.0;112.5;;;;;;;;;;;;
231;Japan;2001;34.1;4.6;;67.6;74.3;79.9;5.9;4.8;3.1;;;;;;;;;;111.3;;;;;;;;;;;;
232;Japan;2002;36.6;4.7;;;71.8;79.2;;5.6;3.8;;;;;;;;;;107.9;;;;;;;;;;;;
233;Japan;2003;37.4;4.7;;;71.8;79.2;;5.7;3.7;534.0;539.0;530.0;548.0;550.0;546.0;498.0;487.0;509.0;104.1;;;;;;;;;;;;
234;Japan;2004;38.7;4.8;;;72.0;79.3;;5.1;3.3;;;;;;;;;;100.7;;;;;;;;;;;;
235;Japan;2005;39.9;4.7;;;72.3;79.4;;4.9;3.1;;;;;;;;;;100.0;;;;;;;;;;;;
236;Japan;2006;40.5;4.8;;;73.2;79.8;;4.5;3.0;523.0;533.0;513.0;531.0;533.0;530.0;498.0;483.0;513.0;99.0;;;;;;;;;;;;
237;Japan;2007;41.0;4.7;;;74.4;80.1;;4.1;2.9;;;;;;;;;;96.7;;;;;;;;;;;;
238;Japan;2008;42.8;4.7;;;74.4;79.7;;4.4;3.1;;;;;;;;;;98.1;;;;;;;;;;;;
239;Japan;2009;43.8;4.6;;;73.1;79.7;;5.9;3.6;529.0;534.0;524.0;539.0;534.0;545.0;520.0;501.0;540.0;98.9;;;;;;;;;;;;
240;Japan;2010;44.8;4.6;;;73.3;79.5;;5.8;3.8;;;;;;;;;;94.9;;;;;;;;;;;;
241;Japan;2011;;;;;;;;;;;;;;;;;;;95.8;;;;;;;;;;;;
242;Nederland;1990;;;;;;;;;;;;;;;;;;;72.8;;;;;;;;;;;;
243;Nederland;1991;19.6;;;50.2;73.4;84.6;8.6;4.6;1.5;;;;;;;;;;75.4;;;;;;;;;;;;
244;Nederland;1992;20.9;;15.1;;;;;;;;;;;;;;;;78.6;;;;;;;;;;;;
245;Nederland;1993;;;14.3;;;;;;;;;;;;;;;;79.9;;;;;;;;;;;;
246;Nederland;1994;21.4;;13.6;;;;;;;;;;;;;;;;79.4;;;;;;;;;;;;
247;Nederland;1995;22.0;;13.1;52.1;74.0;82.8;7.9;4.8;4.1;;;;;;;;;;79.6;;;;;;;;;;;;
248;Nederland;1996;22.5;;12.5;;;;;;;;;;;;;;;;80.0;;23.0;18.8;;;;;;;;;
249;Nederland;1997;;;12.6;;;;;;;;;;;;;;;;81.1;19.1;20.4;18.2;;;;;;;;;
250;Nederland;1998;24.2;14.2;12.9;55.3;76.8;85.4;0.9;1.7;;;;;;;;;;;84.0;20.2;21.4;19.4;;;;;;;;;
251;Nederland;1999;24.2;12.4;13.6;60.7;79.5;87.2;4.3;2.3;1.7;;;;;;;;;;86.1;21.1;22.5;20.3;;;;;;;;;
252;Nederland;2000;23.4;11.1;15.5;57.6;79.4;86.3;3.9;2.3;1.9;564.0;569.0;558.0;529.0;529.0;529.0;;;;88.8;22.3;23.4;21.6;;;;;;;;;
253;Nederland;2001;23.2;11.8;15.9;58.8;80.0;86.3;2.9;1.6;1.2;;;;;;;;;;93.5;23.9;24.6;23.4;;;;;;;;;
254;Nederland;2002;25.0;12.1;15.8;60.7;79.8;86.5;3.0;2.0;2.1;;;;;;;;;;98.1;25.2;25.9;24.7;;;;;;;;;
255;Nederland;2003;27.5;11.8;16.4;59.4;78.8;85.9;4.5;2.8;2.5;538.0;540.0;535.0;524.0;527.0;522.0;513.0;503.0;524.0;100.6;26.5;27.2;26.0;;;;;;;;;
256;Nederland;2004;29.5;12.3;16.4;59.4;77.9;85.3;5.5;3.8;2.8;;;;;;;;;;100.7;27.2;28.1;26.6;;;;;;;;;
257;Nederland;2005;30.1;11.8;15.9;59.5;77.9;85.6;5.8;4.1;2.8;;;;;;;;;;100.0;27.4;28.5;26.8;28.7;39.2;34.9;;;;;;
258;Nederland;2006;30.2;11.0;15.6;60.6;79.1;86.4;4.8;3.5;2.3;531.0;537.0;524.0;525.0;528.0;521.0;507.0;495.0;519.0;100.6;;;;;;;60.7;80.5;87.2;44.6;64.2;75.2
259;Nederland;2007;30.8;10.4;16.6;61.9;80.3;87.7;4.0;2.7;1.8;;;;;;;;;;102.4;;;;;;;61.8;81.1;88.0;49.3;65.8;77.3
260;Nederland;2008;32.2;10.0;17.0;63.7;81.5;88.3;3.4;2.1;1.6;;;;;;;;;;105.8;;;;;;;;;;;;
261;Nederland;2009;32.8;10.0;17.0;63.6;81.7;88.1;4.1;2.7;2.0;526.0;534.0;517.0;522.0;524.0;520.0;508.0;496.0;521.0;111.1;;;;;;;63.1;81.7;88.8;52.6;69.9;76.7
262;Nederland;2010;32.4;9.9;16.6;61.1;80.0;87.5;5.1;3.1;2.3;;;;;;;;;;110.0;;;;;;;;;;;;
263;Nederland;2011;;;16.7;;;;;;;;;;;;;;;;110.9;;;;;;;;;;;;
264;Oostenrijk;1990;;;;;;;;;;;;;;;;;;;83.7;;;;;;;;;;;;
265;Oostenrijk;1991;6.7;;;51.7;73.3;88.3;4.8;3.1;1.5;;;;;;;;;;88.1;;;;;;;;;;;;
266;Oostenrijk;1992;6.9;;;;;;;;;;;;;;;;;;92.5;;;;;;;;;;;;
267;Oostenrijk;1993;;;;;;;;;;;;;;;;;;;96.2;;;;;;;;;;;;
268;Oostenrijk;1994;7.7;;;;;;;;;;;;;;;;;;98.2;;;;;;;;;;;;
269;Oostenrijk;1995;7.9;;7.7;55.8;76.7;88.3;5.7;2.9;2.0;;;;;;;;;;99.1;;;;;;;;;;;;
270;Oostenrijk;1996;8.1;;7.9;;;;;;;;;;;;;;;;98.1;;22.4;21.2;;;;;;;;;
271;Oostenrijk;1997;10.6;;7.8;52.8;75.6;86.0;6.6;3.3;2.5;;;;;;;;;;97.3;22.0;22.6;21.4;;;;;;;;;
272;Oostenrijk;1998;13.7;13.7;;52.6;75.0;85.8;6.8;3.7;1.9;;;;;;;;;;97.2;22.2;22.9;21.4;;;;;;;;;
273;Oostenrijk;1999;13.7;19.6;9.1;53.3;75.6;86.2;5.9;3.2;1.8;;;;;;;;;;97.3;22.7;23.5;22.0;;;;;;;;;
274;Oostenrijk;2000;13.9;19.7;8.3;53.7;74.8;87.5;6.2;2.9;1.5;515.0;530.0;503.0;519.0;526.0;514.0;492.0;476.0;509.0;96.9;23.1;23.8;22.4;;;;;;;;;
275;Oostenrijk;2001;14.1;19.7;8.2;53.5;74.8;86.6;6.2;3.0;1.5;;;;;;;;;;97.8;23.7;24.7;22.7;;;;;;;;;
276;Oostenrijk;2002;14.6;20.3;7.5;54.4;75.3;86.0;6.7;3.4;1.8;;;;;;;;;;98.1;24.1;25.7;22.9;;;;;;;;;
277;Oostenrijk;2003;14.7;19.9;8.6;55.0;75.6;85.0;7.8;3.4;2.0;506.0;509.0;502.0;491.0;490.0;492.0;491.0;467.0;514.0;99.4;25.0;26.3;23.9;;;;;;;;;
278;Oostenrijk;2004;18.3;20.3;11.6;52.2;73.9;82.5;7.8;3.8;2.9;;;;;;;;;;99.1;25.3;26.8;24.1;;;;;;;;;
279;Oostenrijk;2005;17.8;22.5;12.9;53.3;74.3;84.5;8.6;3.9;2.6;;;;;;;;;;100.0;26.2;27.8;25.0;23.1;21.5;20.8;;;;;;
280;Oostenrijk;2006;17.6;25.7;13.1;55.7;75.8;85.9;7.9;3.7;2.5;505.0;517.0;494.0;511.0;515.0;507.0;490.0;468.0;513.0;101.0;27.0;28.4;26.0;;;;47.7;75.6;88.0;51.4;68.2;74.8
281;Oostenrijk;2007;17.6;26.5;12.8;57.9;76.9;86.8;7.4;3.3;2.4;;;;;;;;;;102.4;27.6;29.4;26.4;;;;49.8;76.6;89.2;54.6;69.7;75.1
282;Oostenrijk;2008;18.1;22.5;13.2;57.0;78.1;86.4;6.3;2.9;1.7;;;;;;;;;;106.7;;;;;;;;;;;;
283;Oostenrijk;2009;19.0;;13.8;55.6;77.6;86.7;8.4;3.6;2.2;496.0;506.0;486.0;494.0;498.0;490.0;470.0;449.0;490.0;111.6;;;;;;;48.9;77.5;88.3;50.0;70.8;76.4
284;Oostenrijk;2010;19.3;22.0;13.7;56.1;77.9;85.7;7.3;3.5;2.3;;;;;;;;;;111.5;;;;;;;;;;;;
285;Oostenrijk;2011;;;13.4;;;;;;;;;;;;;;;;113.2;;;;;;;;;;;;
286;Polen;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Polen;1991;;;;;;;;;;;;;;;;;;;17.7;;;;;;;;;;;;
288;Polen;1992;;;;;;;;;;;;;;;;;;;27.6;;;;;;;;;;;;
289;Polen;1993;;;;;;;;;;;;;;;;;;;33.8;;;;;;;;;;;;
290;Polen;1994;;;;;;;;;;;;;;;;;;;44.8;;;;;;;;;;;;
291;Polen;1995;9.9;;;50.0;70.1;84.8;13.9;11.1;2.8;;;;;;;;;;57.7;;;;;;;;;;;;
292;Polen;1996;;;;;;;;;;;;;;;;;;;70.1;3.4;2.7;2.9;;;;;;;;;
293;Polen;1997;10.2;;;50.3;70.7;86.7;13.8;9.9;2.1;;;;;;;;;;81.4;3.4;3.0;3.4;;;;;;;;;
294;Polen;1998;10.9;11.6;;49.1;71.1;87.2;13.9;9.1;2.5;;;;;;;;;;91.0;3.7;3.4;3.8;;;;;;;;;
295;Polen;1999;11.3;9.5;;46.6;69.7;86.6;16.4;10.7;3.1;;;;;;;;;;95.5;4.1;3.6;4.3;;;;;;;;;
296;Polen;2000;11.4;8.9;;42.8;66.6;84.5;20.6;13.9;4.3;470.0;472.0;468.0;483.0;496.0;480.0;479.0;461.0;497.0;99.1;4.5;4.0;4.7;;;;;;;;;
297;Polen;2001;11.9;8.4;4.3;41.5;64.8;84.1;22.6;15.9;5.0;;;;;;;;;;104.5;5.3;4.7;5.6;;;;;;;;;
298;Polen;2002;12.6;8.5;4.2;39.1;62.5;83.1;25.2;17.8;6.3;;;;;;;;;;102.0;5.3;4.6;5.6;;;;;;;;;
299;Polen;2003;14.2;9.1;4.4;38.2;61.6;82.6;25.9;17.8;6.6;490.0;493.0;487.0;498.0;501.0;494.0;497.0;477.0;516.0;99.7;4.7;4.1;4.9;;;;;;;;;
300;Polen;2004;15.7;9.7;5.0;37.5;61.3;82.3;27.8;17.4;6.2;;;;;;;;;;98.1;4.7;4.1;4.9;;;;;;;;;
301;Polen;2005;16.9;11.3;4.9;37.7;61.7;82.7;27.1;16.6;6.2;;;;;;;;;;100.0;5.6;4.8;5.8;29.8;27.1;19.9;;;;;;
302;Polen;2006;17.9;13.3;4.7;38.6;62.9;83.5;21.5;12.7;5.0;495.0;500.0;491.0;498.0;500.0;496.0;508.0;487.0;528.0;100.9;6.0;5.3;6.2;;;;23.3;58.4;81.9;16.3;32.9;59.9
303;Polen;2007;18.7;12.8;5.1;41.0;65.2;84.5;15.5;8.7;3.8;;;;;;;;;;104.7;6.8;6.0;7.0;;;;24.9;61.1;82.9;68.8;29.3;66.0
304;Polen;2008;19.6;12.2;4.7;43.0;67.0;85.1;11.5;6.3;3.1;;;;;;;;;;113.2;;;;;;;;;;;;
305;Polen;2009;21.2;11.5;4.7;41.6;66.3;85.3;13.9;7.2;3.6;495.0;497.0;493.0;508.0;505.0;511.0;500.0;476.0;525.0;116.3;;;;;;;;;;;;
306;Polen;2010;22.9;11.5;5.3;39.9;65.6;84.8;16.2;8.9;4.2;;;;;;;;;;118.8;;;;;;;;;;;;
307;Polen;2011;;;4.5;;;;;;;;;;;;;;;;120.1;;;;;;;;;;;;
308;Spanje;1990;;;;;;;;;;;;;;;;;;;55.8;;;;;;;;;;;;
309;Spanje;1991;9.9;;;49.5;72.4;78.9;13.7;12.2;9.3;;;;;;;;;;61.2;;;;;;;;;;;;
310;Spanje;1992;13.1;;3.4;;;;;;;;;;;;;;;;66.0;;;;;;;;;;;;
311;Spanje;1993;;;3.5;;;;;;;;;;;;;;;;69.7;;;;;;;;;;;;
312;Spanje;1994;15.0;;3.9;;;;;;;;;;;;;;;;70.3;;;;;;;;;;;;
313;Spanje;1995;16.1;;4.3;46.3;65.1;74.7;20.6;18.5;14.5;;;;;;;;;;72.6;;;;;;;;;;;;
314;Spanje;1996;17.5;;4.4;;;;;;;;;;;;;;;;75.3;14.6;15.0;14.0;;;;;;;;;
315;Spanje;1997;18.6;;4.4;48.2;66.6;75.5;18.9;16.8;13.7;;;;;;;;;;78.1;14.2;14.9;13.8;;;;;;;;;
316;Spanje;1998;19.7;16.7;4.2;49.5;67.5;76.3;17.0;15.3;13.1;;;;;;;;;;79.9;14.1;14.9;13.8;;;;;;;;;
317;Spanje;1999;21.0;17.3;5.0;51.0;69.6;77.6;14.7;12.9;11.1;;;;;;;;;;82.1;14.2;15.1;13.9;;;;;;;;;
318;Spanje;2000;22.6;18.5;4.5;53.8;72.1;79.7;13.7;10.9;9.5;476.0;487.0;469.0;491.0;492.0;491.0;493.0;481.0;505.0;84.8;14.2;15.1;14.0;;;;;;;;;
319;Spanje;2001;23.6;19.4;4.4;55.1;71.8;80.7;10.2;8.4;6.9;;;;;;;;;;87.8;13.1;14.2;12.8;;;;;;;;;
320;Spanje;2002;24.4;19.0;4.4;55.7;71.6;80.8;11.2;9.4;7.7;;;;;;;;;;90.8;13.6;14.9;13.4;;;;;;;;;
321;Spanje;2003;25.2;19.6;4.7;56.6;72.4;81.6;11.3;9.5;7.7;485.0;490.0;481.0;487.0;489.0;485.0;481.0;461.0;500.0;93.9;14.2;15.6;13.8;;;;;;;;;
322;Spanje;2004;26.4;19.6;4.7;57.6;73.2;81.9;11.0;9.4;7.3;;;;;;;;;;96.4;14.8;16.3;14.3;;;;;;;;;
323;Spanje;2005;28.2;19.5;10.5;58.6;74.7;82.4;9.3;7.3;6.1;;;;;;;;;;100.0;15.2;16.9;14.8;21.8;44.4;33.9;;;;;;
324;Spanje;2006;28.5;19.4;10.4;59.8;75.9;83.4;9.0;6.9;5.5;480.0;484.0;476.0;488.0;491.0;486.0;461.0;443.0;479.0;103.7;15.8;17.6;15.4;;;;55.3;65.9;81.9;63.8;73.6;75.3
325;Spanje;2007;29.0;19.1;10.4;60.5;76.3;84.4;9.0;6.8;4.8;;;;;;;;;;108.4;16.4;18.2;16.0;;;;55.1;66.6;83.4;63.9;74.3;78.1
326;Spanje;2008;29.2;19.2;10.4;59.1;75.2;83.6;13.2;9.3;5.8;;;;;;;;;;113.7;;;;;;;;;;;;
327;Spanje;2009;29.7;18.6;10.4;54.0;70.6;81.1;21.9;15.4;9.0;483.0;493.0;474.0;488.0;492.0;485.0;481.0;467.0;496.0;115.1;;;;;;;49.2;62.1;80.4;48.6;62.3;70.2
328;Spanje;2010;30.7;17.9;10.8;52.9;68.9;79.7;24.7;17.4;10.4;;;;;;;;;;112.2;;;;;;;;;;;;
329;Spanje;2011;;;10.8;;;;;;;;;;;;;;;;110.4;;;;;;;;;;;;
330;Tsjechië;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Tsjechië;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Tsjechië;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Tsjechië;1993;;;;;;;;;;;;;;;;;;;49.2;;;;;;;;;;;;
334;Tsjechië;1994;10.1;;;;;;;;;;;;;;;;;;57.0;;;;;;;;;;;;
335;Tsjechië;1995;10.6;;;55.6;82.4;91.9;7.7;2.1;0.7;;;;;;;;;;63.7;;2.3;2.5;;;;;;;;;
336;Tsjechië;1996;10.4;;;;;;;;;;;;;;;;;;71.8;2.8;2.6;2.9;;;;;;;;;
337;Tsjechië;1997;10.6;;;51.1;79.7;89.3;12.1;3.4;1.2;;;;;;;;;;79.3;3.0;2.8;3.1;;;;;;;;;
338;Tsjechië;1998;10.4;18.6;;49.5;78.2;88.7;14.5;4.6;1.9;;;;;;;;;;83.5;3.2;3.1;3.4;;;;;;;;;
339;Tsjechië;1999;10.8;20.7;;46.9;76.4;87.4;18.8;6.5;2.6;;;;;;;;;;84.6;3.4;3.2;3.6;;;;;;;;;
340;Tsjechië;2000;11.0;21.6;;46.9;75.5;86.8;19.3;6.7;2.5;498.0;504.0;492.0;511.0;512.0;511.0;492.0;473.0;510.0;85.9;3.9;3.6;4.1;;;;;;;;;
341;Tsjechië;2001;11.1;18.9;;46.7;75.7;87.8;19.2;6.2;2.0;;;;;;;;;;90.0;4.6;4.3;4.9;;;;;;;;;
342;Tsjechië;2002;11.9;19.6;5.6;45.3;76.2;87.1;18.8;5.6;1.8;;;;;;;;;;94.7;5.4;5.0;5.7;;;;;;;;;
343;Tsjechië;2003;12.0;19.1;5.1;46.0;75.8;86.5;18.3;6.0;2.0;516.0;524.0;509.0;523.0;526.0;520.0;489.0;473.0;504.0;96.3;5.5;5.1;5.7;;;;;;;;;
344;Tsjechië;2004;12.3;18.6;5.8;42.3;74.8;86.4;23.0;6.4;2.0;;;;;;;;;;99.7;5.9;5.4;6.2;;;;;;;;;
345;Tsjechië;2005;13.1;20.5;5.6;41.2;75.5;85.8;24.4;6.2;2.0;;;;;;;;;;100.0;6.6;6.0;7.3;25.6;14.4;14.4;;;;;;
346;Tsjechië;2006;13.5;19.4;5.6;43.9;75.6;85.1;22.3;5.5;2.2;510.0;514.0;504.0;513.0;515.0;510.0;483.0;463.0;509.0;100.1;7.1;6.7;7.5;;;;22.9;72.0;84.0;33.1;67.5;79.8
347;Tsjechië;2007;13.7;18.8;5.7;45.7;76.1;85.2;19.1;4.3;1.5;;;;;;;;;;102.8;7.9;7.4;8.3;;;;23.7;72.6;84.1;40.5;72.4;82.0
348;Tsjechië;2008;14.5;20.1;7.8;46.5;76.6;85.1;17.3;3.3;1.5;;;;;;;;;;106.7;;;;;;;;;;;;
349;Tsjechië;2009;15.5;19.0;6.8;43.9;75.1;84.3;21.8;5.4;2.2;493.0;495.0;490.0;500.0;498.0;503.0;478.0;456.0;504.0;108.4;;;;;;;22.3;71.3;81.9;35.9;69.8;85.4
350;Tsjechië;2010;16.8;17.4;7.5;43.2;74.5;83.3;22.7;6.2;2.5;;;;;;;;;;106.3;;;;;;;;;;;;
351;Tsjechië;2011;;;11.4;;;;;;;;;;;;;;;;106.0;;;;;;;;;;;;
352;Verenigd Koninkrijk;1990;;;;;;;;;;;;;;;;;;;69.8;;;;;;;;;;;;
353;Verenigd Koninkrijk;1991;16.3;;;61.0;78.5;85.9;10.4;6.5;3.3;;;;;;;;;;75.1;;;;;;;;;;;;
354;Verenigd Koninkrijk;1992;18.5;;12.5;;;;;;;;;;;;;;;;77.7;;;;;;;;;;;;
355;Verenigd Koninkrijk;1993;;;10.8;;;;;;;;;;;;;;;;78.0;;;;;;;;;;;;
356;Verenigd Koninkrijk;1994;21.3;;11.5;;;;;;;;;;;;;;;;77.4;;;;;;;;;;;;
357;Verenigd Koninkrijk;1995;21.9;;;55.3;76.6;86.2;12.8;7.5;3.7;;;;;;;;;;78.5;;;;;;;;;;;;
358;Verenigd Koninkrijk;1996;22.3;;;;;;;;;;;;;;;;;;79.9;;14.6;13.8;;;;;;;;;
359;Verenigd Koninkrijk;1997;22.6;;;64.7;79.2;87.2;8.4;5.5;3.1;;;;;;;;;;82.2;17.7;17.5;17.7;;;;;;;;;
360;Verenigd Koninkrijk;1998;23.8;14.5;;64.5;80.1;87.1;7.5;4.4;2.6;;;;;;;;;;85.7;19.2;19.2;19.1;;;;;;;;;
361;Verenigd Koninkrijk;1999;24.9;14.5;19.2;65.0;80.5;87.7;7.1;4.4;2.6;;;;;;;;;;88.1;20.8;20.7;20.8;;;;;;;;;
362;Verenigd Koninkrijk;2000;25.7;22.9;20.5;65.3;81.1;87.8;6.6;4.0;2.1;529.0;534.0;526.0;532.0;535.0;531.0;;;;90.5;23.7;23.3;23.8;;;;;;;;;
363;Verenigd Koninkrijk;2001;26.1;24.0;20.9;65.5;80.9;88.1;6.1;3.5;2.0;;;;;;;;;;93.0;24.5;24.0;24.6;;;;;;;;;
364;Verenigd Koninkrijk;2002;26.8;;21.3;65.3;81.1;87.6;6.0;3.6;2.4;;;;;;;;;;94.2;25.2;24.9;25.3;;;;;;;;;
