ID;Watergebruikers;Perioden;TotaalLeidingwater_1;Drinkwater_2;TotaalIndustriewater_3;IndustriewaterVoorKoeling_4;OverigIndustriewater_5;TotaalGrondwater_6;GrondwaterVoorKoeling_7;OverigGrondwater_8;TotaalOppervlaktewater_9;TotaalZoetOppervlaktewater_10;ZoetOppervlaktewaterVoorKoeling_11;OverigZoetOppervlaktewater_12;TotaalZoutOppervlaktewater_13;ZoutOppervlaktewaterVoorKoeling_14;OverigZoutOppervlaktewater_15
683;36 Waterleidingbedrijven;2014;0.2;0.2;0.0;;;757.7;;757.7;466.4;466.4;;;0.0;;
684;36 Waterleidingbedrijven;2015;0.2;0.2;0.0;;;766.8;;766.8;470.4;470.4;;;0.0;;
685;36 Waterleidingbedrijven;2016;0.2;0.2;0.0;;;777.9;;777.9;482.5;482.5;;;0.0;;
686;36 Waterleidingbedrijven;2017;0.2;0.2;0.0;;;782.1;0.0;782.1;417.3;417.3;;;0.0;;
687;36 Waterleidingbedrijven;2018;0.2;0.2;0.0;;;823.4;0.0;823.4;488.8;488.8;;;0.0;;
688;36 Waterleidingbedrijven;2019;0.2;0.2;0.0;;;810.2;0.0;810.2;492.0;492.0;;;0.0;;
689;36 Waterleidingbedrijven;2020;0.2;0.2;0.0;;;839.8;0.0;839.8;493.7;493.7;;;0.0;;
690;36 Waterleidingbedrijven;2021;0.2;0.2;0.0;;;812.0;0.0;812.0;482.8;482.8;;;0.0;;
691;36 Waterleidingbedrijven;2022;;;;;;805.8;0.0;805.8;488.9;488.9;0.0;488.9;0.0;0.0;0.0
692;36 Waterleidingbedrijven;2023;;;;;;792.4;0.0;792.4;467.0;467.0;0.0;467.0;0.0;0.0;0.0
693;37 Afvalwaterinzameling en -behandeling;2003;1.1;1.1;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
694;37 Afvalwaterinzameling en -behandeling;2004;1.1;1.1;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
695;37 Afvalwaterinzameling en -behandeling;2005;1.2;1.2;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
696;37 Afvalwaterinzameling en -behandeling;2006;1.2;1.2;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
697;37 Afvalwaterinzameling en -behandeling;2007;1.2;1.2;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
698;37 Afvalwaterinzameling en -behandeling;2008;1.3;1.3;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
699;37 Afvalwaterinzameling en -behandeling;2009;1.3;1.3;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
700;37 Afvalwaterinzameling en -behandeling;2010;1.2;1.2;0.0;;;0.1;;0.1;1.0;1.0;;;0.0;;
701;37 Afvalwaterinzameling en -behandeling;2011;1.1;1.1;0.0;;;0.1;;0.1;1.1;1.1;;;0.0;;
702;37 Afvalwaterinzameling en -behandeling;2012;1.2;1.2;0.0;;;0.1;;0.1;1.2;1.2;;;0.0;;
703;37 Afvalwaterinzameling en -behandeling;2013;1.1;1.1;0.0;;;0.0;;0.0;0.9;0.9;;;0.0;;
704;37 Afvalwaterinzameling en -behandeling;2014;1.0;1.0;0.0;;;0.1;;0.1;0.6;0.6;;;0.0;;
705;37 Afvalwaterinzameling en -behandeling;2015;1.0;1.0;0.0;;;0.1;;0.1;0.6;0.6;;;0.0;;
706;37 Afvalwaterinzameling en -behandeling;2016;0.8;0.8;0.0;;;0.1;;0.1;0.4;0.4;;;0.0;;
707;37 Afvalwaterinzameling en -behandeling;2017;0.9;0.9;0.0;;;0.1;0.0;0.1;0.1;0.1;;;0.0;;
708;37 Afvalwaterinzameling en -behandeling;2018;1.1;1.1;0.0;;;0.1;0.0;0.1;0.2;0.2;;;0.0;;
709;37 Afvalwaterinzameling en -behandeling;2019;1.4;1.4;0.0;;;0.1;0.0;0.1;0.5;0.5;;;0.0;;
710;37 Afvalwaterinzameling en -behandeling;2020;2.0;2.0;0.0;;;0.2;0.0;0.2;0.8;0.8;;;0.0;;
711;37 Afvalwaterinzameling en -behandeling;2021;1.6;1.6;0.0;;;0.2;0.0;0.2;0.5;0.5;;;0.0;;
712;37 Afvalwaterinzameling en -behandeling;2022;;;;;;0.1;0.0;0.1;0.4;0.4;0.0;0.4;0.0;0.0;0.0
713;37 Afvalwaterinzameling en -behandeling;2023;;;;;;0.1;0.0;0.1;0.4;0.4;0.1;0.3;0.0;0.0;0.0
714;38 Afvalbehandeling en recycling;2003;4.0;3.9;0.1;;;2.0;;2.0;558.5;558.5;;;0.0;;
715;38 Afvalbehandeling en recycling;2004;4.1;4.0;0.1;;;2.5;;2.5;562.2;562.2;;;0.0;;
716;38 Afvalbehandeling en recycling;2005;3.2;3.1;0.1;;;1.6;;1.6;513.3;513.3;;;0.0;;
717;38 Afvalbehandeling en recycling;2006;4.1;4.0;0.1;;;2.7;;2.7;551.5;551.5;;;0.0;;
718;38 Afvalbehandeling en recycling;2007;3.5;3.4;0.1;;;2.8;;2.8;518.8;518.8;;;0.0;;
719;38 Afvalbehandeling en recycling;2008;5.1;5.0;0.1;;;1.4;;1.4;472.9;472.9;;;0.0;;
720;38 Afvalbehandeling en recycling;2009;4.0;3.9;0.1;;;0.3;;0.3;446.7;443.8;;;2.9;;
721;38 Afvalbehandeling en recycling;2010;4.8;4.7;0.1;;;1.9;;1.9;568.1;566.1;;;2.1;;
722;38 Afvalbehandeling en recycling;2011;3.6;3.5;0.1;;;0.8;;0.8;552.5;550.9;;;1.6;;
723;38 Afvalbehandeling en recycling;2012;4.4;4.3;0.1;;;0.7;;0.7;522.3;519.7;;;2.6;;
724;38 Afvalbehandeling en recycling;2013;3.4;2.2;1.2;;;0.9;;0.9;553.4;551.4;;;2.0;;
725;38 Afvalbehandeling en recycling;2014;3.3;2.3;1.0;;;1.0;;1.0;512.1;511.0;;;1.1;;
726;38 Afvalbehandeling en recycling;2015;2.6;2.2;0.4;;;1.1;;1.1;527.9;526.3;;;1.6;;
727;38 Afvalbehandeling en recycling;2016;3.3;2.8;0.5;;;1.3;;1.3;554.5;552.4;;;2.1;;
728;38 Afvalbehandeling en recycling;2017;3.2;2.8;0.4;;;1.4;0.1;1.3;487.4;486.0;;;1.4;;
729;38 Afvalbehandeling en recycling;2018;4.2;3.8;0.4;;;2.7;0.7;2.0;652.2;643.8;;;8.4;;
730;38 Afvalbehandeling en recycling;2019;4.9;4.6;0.3;;;3.0;1.1;1.9;662.6;660.7;;;1.9;;
731;38 Afvalbehandeling en recycling;2020;4.8;4.5;0.3;;;3.1;1.4;1.7;718.8;717.2;;;1.6;;
732;38 Afvalbehandeling en recycling;2021;5.3;5.0;0.3;;;3.0;1.3;1.6;764.4;762.8;;;1.6;;
733;38 Afvalbehandeling en recycling;2022;;;;;;3.1;1.6;1.5;886.4;886.4;881.2;5.3;0.0;0.0;0.0
734;38 Afvalbehandeling en recycling;2023;;;;;;3.1;1.6;1.5;891.9;891.9;890.6;1.4;0.0;0.0;0.0
735;39 Sanering en overig afvalbeheer;2003;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
736;39 Sanering en overig afvalbeheer;2004;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
737;39 Sanering en overig afvalbeheer;2005;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
738;39 Sanering en overig afvalbeheer;2006;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
739;39 Sanering en overig afvalbeheer;2007;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
740;39 Sanering en overig afvalbeheer;2008;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
741;39 Sanering en overig afvalbeheer;2009;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
742;39 Sanering en overig afvalbeheer;2010;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
743;39 Sanering en overig afvalbeheer;2011;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
744;39 Sanering en overig afvalbeheer;2012;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
745;39 Sanering en overig afvalbeheer;2013;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
746;39 Sanering en overig afvalbeheer;2014;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
747;39 Sanering en overig afvalbeheer;2015;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
748;39 Sanering en overig afvalbeheer;2016;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;;
749;39 Sanering en overig afvalbeheer;2017;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;;
750;39 Sanering en overig afvalbeheer;2018;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;;
751;39 Sanering en overig afvalbeheer;2019;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;;
752;39 Sanering en overig afvalbeheer;2020;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;;
753;39 Sanering en overig afvalbeheer;2021;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;;
754;39 Sanering en overig afvalbeheer;2022;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
755;39 Sanering en overig afvalbeheer;2023;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
756;F Bouwnijverheid;2003;3.0;3.0;0.0;;;;;;;;;;;;
757;F Bouwnijverheid;2004;3.0;3.0;0.0;;;;;;;;;;;;
758;F Bouwnijverheid;2005;3.0;3.0;0.0;;;;;;;;;;;;
759;F Bouwnijverheid;2006;3.0;3.0;0.0;;;;;;;;;;;;
760;F Bouwnijverheid;2007;3.1;3.1;0.0;;;;;;;;;;;;
761;F Bouwnijverheid;2008;3.1;3.1;0.0;;;;;;;;;;;;
762;F Bouwnijverheid;2009;3.0;3.0;0.0;;;;;;;;;;;;
763;F Bouwnijverheid;2010;2.9;2.9;0.0;;;;;;;;;;;;
764;F Bouwnijverheid;2011;2.8;2.8;0.0;;;;;;;;;;;;
765;F Bouwnijverheid;2012;2.8;2.8;0.0;;;;;;;;;;;;
766;F Bouwnijverheid;2013;2.6;2.6;0.0;;;;;;;;;;;;
767;F Bouwnijverheid;2014;2.5;2.5;0.0;;;;;;;;;;;;
768;F Bouwnijverheid;2015;2.6;2.6;0.0;;;;;;;;;;;;
769;F Bouwnijverheid;2016;2.7;2.7;0.0;;;;;;;;;;;;
770;F Bouwnijverheid;2017;2.4;2.4;0.0;;;;;;;;;;;;
771;F Bouwnijverheid;2018;2.8;2.8;0.0;;;;;;;;;;;;
772;F Bouwnijverheid;2019;2.6;2.6;0.0;;;;;;;;;;;;
773;F Bouwnijverheid;2020;2.8;2.8;0.0;;;;;;;;;;;;
774;F Bouwnijverheid;2021;2.9;2.9;0.0;;;;;;;;;;;;
775;F Bouwnijverheid;2022;;;;;;;;;;;;;;;
776;F Bouwnijverheid;2023;;;;;;;;;;;;;;;
777;G Handel;2003;13.3;13.3;0.0;;;;;;;;;;;;
778;G Handel;2004;13.2;13.2;0.0;;;;;;;;;;;;
779;G Handel;2005;13.1;13.1;0.0;;;;;;;;;;;;
780;G Handel;2006;13.3;13.3;0.0;;;;;;;;;;;;
781;G Handel;2007;13.6;13.6;0.0;;;;;;;;;;;;
782;G Handel;2008;13.7;13.7;0.0;;;;;;;;;;;;
783;G Handel;2009;13.5;13.5;0.0;;;;;;;;;;;;
784;G Handel;2010;13.4;13.4;0.0;;;;;;;;;;;;
785;G Handel;2011;13.6;13.6;0.0;;;;;;;;;;;;
786;G Handel;2012;13.7;13.7;0.0;;;;;;;;;;;;
787;G Handel;2013;13.4;13.4;0.0;;;;;;;;;;;;
788;G Handel;2014;13.3;13.3;0.0;;;;;;;;;;;;
789;G Handel;2015;13.6;13.6;0.0;;;;;;;;;;;;
790;G Handel;2016;13.4;13.4;0.0;;;;;;;;;;;;
791;G Handel;2017;12.1;12.1;0.0;;;;;;;;;;;;
792;G Handel;2018;13.5;13.5;0.0;;;;;;;;;;;;
793;G Handel;2019;13.5;13.5;0.0;;;;;;;;;;;;
794;G Handel;2020;14.0;14.0;0.0;;;;;;;;;;;;
795;G Handel;2021;14.0;14.0;0.0;;;;;;;;;;;;
796;G Handel;2022;;;;;;;;;;;;;;;
797;G Handel;2023;;;;;;;;;;;;;;;
798;H Vervoer en opslag;2003;3.5;3.5;0.0;;;;;;;;;;;;
799;H Vervoer en opslag;2004;3.6;3.6;0.0;;;;;;;;;;;;
800;H Vervoer en opslag;2005;3.5;3.5;0.0;;;;;;;;;;;;
801;H Vervoer en opslag;2006;3.5;3.5;0.0;;;;;;;;;;;;
802;H Vervoer en opslag;2007;3.6;3.6;0.0;;;;;;;;;;;;
803;H Vervoer en opslag;2008;3.7;3.7;0.0;;;;;;;;;;;;
804;H Vervoer en opslag;2009;3.6;3.6;0.0;;;;;;;;;;;;
805;H Vervoer en opslag;2010;3.6;3.6;0.0;;;;;;;;;;;;
806;H Vervoer en opslag;2011;3.6;3.6;0.0;;;;;;;;;;;;
807;H Vervoer en opslag;2012;3.6;3.6;0.0;;;;;;;;;;;;
808;H Vervoer en opslag;2013;3.6;3.6;0.0;;;;;;;;;;;;
809;H Vervoer en opslag;2014;3.7;3.7;0.0;;;;;;;;;;;;
810;H Vervoer en opslag;2015;4.1;4.1;0.0;;;;;;;;;;;;
811;H Vervoer en opslag;2016;4.5;4.5;0.0;;;;;;;;;;;;
812;H Vervoer en opslag;2017;4.2;4.2;0.0;;;;;;;;;;;;
813;H Vervoer en opslag;2018;4.7;4.7;0.0;;;;;;;;;;;;
814;H Vervoer en opslag;2019;4.0;4.0;0.0;;;;;;;;;;;;
815;H Vervoer en opslag;2020;4.1;4.1;0.0;;;;;;;;;;;;
816;H Vervoer en opslag;2021;4.2;4.2;0.0;;;;;;;;;;;;
817;H Vervoer en opslag;2022;;;;;;;;;;;;;;;
818;H Vervoer en opslag;2023;;;;;;;;;;;;;;;
819;I Horeca;2003;17.1;17.1;0.0;;;;;;;;;;;;
820;I Horeca;2004;17.1;17.1;0.0;;;;;;;;;;;;
821;I Horeca;2005;17.1;17.1;0.0;;;;;;;;;;;;
822;I Horeca;2006;17.5;17.5;0.0;;;;;;;;;;;;
823;I Horeca;2007;18.1;18.1;0.0;;;;;;;;;;;;
824;I Horeca;2008;18.6;18.6;0.0;;;;;;;;;;;;
825;I Horeca;2009;18.3;18.3;0.0;;;;;;;;;;;;
826;I Horeca;2010;18.5;18.5;0.0;;;;;;;;;;;;
827;I Horeca;2011;19.0;19.0;0.0;;;;;;;;;;;;
828;I Horeca;2012;19.2;19.2;0.0;;;;;;;;;;;;
829;I Horeca;2013;19.2;19.2;0.0;;;;;;;;;;;;
830;I Horeca;2014;19.6;19.6;0.0;;;;;;;;;;;;
831;I Horeca;2015;19.9;19.9;0.0;;;;;;;;;;;;
832;I Horeca;2016;20.1;20.1;0.0;;;;;;;;;;;;
833;I Horeca;2017;18.2;18.2;0.0;;;;;;;;;;;;
834;I Horeca;2018;20.3;20.3;0.0;;;;;;;;;;;;
835;I Horeca;2019;22.5;22.5;0.0;;;;;;;;;;;;
836;I Horeca;2020;21.5;21.5;0.0;;;;;;;;;;;;
837;I Horeca;2021;21.0;21.0;0.0;;;;;;;;;;;;
838;I Horeca;2022;;;;;;;;;;;;;;;
839;I Horeca;2023;;;;;;;;;;;;;;;
840;J Informatie en communicatie;2003;0.9;0.9;0.0;;;;;;;;;;;;
841;J Informatie en communicatie;2004;0.8;0.8;0.0;;;;;;;;;;;;
842;J Informatie en communicatie;2005;0.8;0.8;0.0;;;;;;;;;;;;
843;J Informatie en communicatie;2006;0.9;0.9;0.0;;;;;;;;;;;;
844;J Informatie en communicatie;2007;0.9;0.9;0.0;;;;;;;;;;;;
845;J Informatie en communicatie;2008;0.9;0.9;0.0;;;;;;;;;;;;
846;J Informatie en communicatie;2009;0.8;0.8;0.0;;;;;;;;;;;;
847;J Informatie en communicatie;2010;0.8;0.8;0.0;;;;;;;;;;;;
848;J Informatie en communicatie;2011;0.8;0.8;0.0;;;;;;;;;;;;
849;J Informatie en communicatie;2012;0.8;0.8;0.0;;;;;;;;;;;;
850;J Informatie en communicatie;2013;0.8;0.8;0.0;;;;;;;;;;;;
851;J Informatie en communicatie;2014;0.8;0.8;0.0;;;;;;;;;;;;
852;J Informatie en communicatie;2015;0.9;0.9;0.0;;;;;;;;;;;;
853;J Informatie en communicatie;2016;0.9;0.9;0.0;;;;;;;;;;;;
854;J Informatie en communicatie;2017;0.9;0.9;0.0;;;;;;;;;;;;
855;J Informatie en communicatie;2018;1.0;1.0;0.0;;;;;;;;;;;;
856;J Informatie en communicatie;2019;0.9;0.9;0.0;;;;;;;;;;;;
857;J Informatie en communicatie;2020;1.0;1.0;0.0;;;;;;;;;;;;
858;J Informatie en communicatie;2021;1.0;1.0;0.0;;;;;;;;;;;;
859;J Informatie en communicatie;2022;;;;;;;;;;;;;;;
860;J Informatie en communicatie;2023;;;;;;;;;;;;;;;
861;K Financiële dienstverlening;2003;2.1;2.1;0.0;;;;;;;;;;;;
862;K Financiële dienstverlening;2004;2.0;2.0;0.0;;;;;;;;;;;;
863;K Financiële dienstverlening;2005;2.1;2.1;0.0;;;;;;;;;;;;
864;K Financiële dienstverlening;2006;2.1;2.1;0.0;;;;;;;;;;;;
865;K Financiële dienstverlening;2007;2.1;2.1;0.0;;;;;;;;;;;;
866;K Financiële dienstverlening;2008;2.1;2.1;0.0;;;;;;;;;;;;
867;K Financiële dienstverlening;2009;2.1;2.1;0.0;;;;;;;;;;;;
868;K Financiële dienstverlening;2010;2.0;2.0;0.0;;;;;;;;;;;;
869;K Financiële dienstverlening;2011;2.0;2.0;0.0;;;;;;;;;;;;
870;K Financiële dienstverlening;2012;1.9;1.9;0.0;;;;;;;;;;;;
871;K Financiële dienstverlening;2013;1.9;1.9;0.0;;;;;;;;;;;;
872;K Financiële dienstverlening;2014;1.8;1.8;0.0;;;;;;;;;;;;
873;K Financiële dienstverlening;2015;1.9;1.9;0.0;;;;;;;;;;;;
874;K Financiële dienstverlening;2016;1.9;1.9;0.0;;;;;;;;;;;;
875;K Financiële dienstverlening;2017;1.7;1.7;0.0;;;;;;;;;;;;
876;K Financiële dienstverlening;2018;1.9;1.9;0.0;;;;;;;;;;;;
877;K Financiële dienstverlening;2019;1.5;1.5;0.0;;;;;;;;;;;;
878;K Financiële dienstverlening;2020;1.6;1.6;0.0;;;;;;;;;;;;
879;K Financiële dienstverlening;2021;1.6;1.6;0.0;;;;;;;;;;;;
880;K Financiële dienstverlening;2022;;;;;;;;;;;;;;;
881;K Financiële dienstverlening;2023;;;;;;;;;;;;;;;
882;L Verhuur en handel van onroerend goed;2003;3.8;3.8;0.0;;;;;;;;;;;;
883;L Verhuur en handel van onroerend goed;2004;3.8;3.8;0.0;;;;;;;;;;;;
884;L Verhuur en handel van onroerend goed;2005;3.9;3.9;0.0;;;;;;;;;;;;
885;L Verhuur en handel van onroerend goed;2006;3.9;3.9;0.0;;;;;;;;;;;;
886;L Verhuur en handel van onroerend goed;2007;4.0;4.0;0.0;;;;;;;;;;;;
887;L Verhuur en handel van onroerend goed;2008;4.1;4.1;0.0;;;;;;;;;;;;
888;L Verhuur en handel van onroerend goed;2009;4.2;4.2;0.0;;;;;;;;;;;;
889;L Verhuur en handel van onroerend goed;2010;4.0;4.0;0.0;;;;;;;;;;;;
890;L Verhuur en handel van onroerend goed;2011;3.9;3.9;0.0;;;;;;;;;;;;
891;L Verhuur en handel van onroerend goed;2012;3.8;3.8;0.0;;;;;;;;;;;;
892;L Verhuur en handel van onroerend goed;2013;3.7;3.7;0.0;;;;;;;;;;;;
893;L Verhuur en handel van onroerend goed;2014;3.6;3.6;0.0;;;;;;;;;;;;
894;L Verhuur en handel van onroerend goed;2015;3.9;3.9;0.0;;;;;;;;;;;;
895;L Verhuur en handel van onroerend goed;2016;4.1;4.1;0.0;;;;;;;;;;;;
896;L Verhuur en handel van onroerend goed;2017;3.8;3.8;0.0;;;;;;;;;;;;
897;L Verhuur en handel van onroerend goed;2018;4.1;4.1;0.0;;;;;;;;;;;;
898;L Verhuur en handel van onroerend goed;2019;3.5;3.5;0.0;;;;;;;;;;;;
899;L Verhuur en handel van onroerend goed;2020;3.7;3.7;0.0;;;;;;;;;;;;
900;L Verhuur en handel van onroerend goed;2021;3.7;3.7;0.0;;;;;;;;;;;;
901;L Verhuur en handel van onroerend goed;2022;;;;;;;;;;;;;;;
902;L Verhuur en handel van onroerend goed;2023;;;;;;;;;;;;;;;
903;M Specialistische zakelijke diensten;2003;2.9;2.9;0.0;;;;;;;;;;;;
904;M Specialistische zakelijke diensten;2004;2.9;2.9;0.0;;;;;;;;;;;;
905;M Specialistische zakelijke diensten;2005;2.9;2.9;0.0;;;;;;;;;;;;
906;M Specialistische zakelijke diensten;2006;3.0;3.0;0.0;;;;;;;;;;;;
907;M Specialistische zakelijke diensten;2007;3.1;3.1;0.0;;;;;;;;;;;;
908;M Specialistische zakelijke diensten;2008;3.3;3.3;0.0;;;;;;;;;;;;
909;M Specialistische zakelijke diensten;2009;3.3;3.3;0.0;;;;;;;;;;;;
910;M Specialistische zakelijke diensten;2010;3.1;3.1;0.0;;;;;;;;;;;;
911;M Specialistische zakelijke diensten;2011;3.1;3.1;0.0;;;;;;;;;;;;
912;M Specialistische zakelijke diensten;2012;3.2;3.2;0.0;;;;;;;;;;;;
913;M Specialistische zakelijke diensten;2013;3.1;3.1;0.0;;;;;;;;;;;;
914;M Specialistische zakelijke diensten;2014;3.2;3.2;0.0;;;;;;;;;;;;
915;M Specialistische zakelijke diensten;2015;3.4;3.4;0.0;;;;;;;;;;;;
916;M Specialistische zakelijke diensten;2016;3.4;3.4;0.0;;;;;;;;;;;;
917;M Specialistische zakelijke diensten;2017;3.2;3.2;0.0;;;;;;;;;;;;
918;M Specialistische zakelijke diensten;2018;3.5;3.5;0.0;;;;;;;;;;;;
919;M Specialistische zakelijke diensten;2019;3.4;3.4;0.0;;;;;;;;;;;;
920;M Specialistische zakelijke diensten;2020;3.5;3.5;0.0;;;;;;;;;;;;
921;M Specialistische zakelijke diensten;2021;3.6;3.6;0.0;;;;;;;;;;;;
922;M Specialistische zakelijke diensten;2022;;;;;;;;;;;;;;;
923;M Specialistische zakelijke diensten;2023;;;;;;;;;;;;;;;
924;N Verhuur en overige zakelijke diensten;2003;0.8;0.8;0.0;;;;;;;;;;;;
925;N Verhuur en overige zakelijke diensten;2004;0.8;0.8;0.0;;;;;;;;;;;;
926;N Verhuur en overige zakelijke diensten;2005;0.9;0.9;0.0;;;;;;;;;;;;
927;N Verhuur en overige zakelijke diensten;2006;0.9;0.9;0.0;;;;;;;;;;;;
928;N Verhuur en overige zakelijke diensten;2007;0.9;0.9;0.0;;;;;;;;;;;;
929;N Verhuur en overige zakelijke diensten;2008;0.9;0.9;0.0;;;;;;;;;;;;
930;N Verhuur en overige zakelijke diensten;2009;0.9;0.9;0.0;;;;;;;;;;;;
931;N Verhuur en overige zakelijke diensten;2010;0.9;0.9;0.0;;;;;;;;;;;;
932;N Verhuur en overige zakelijke diensten;2011;0.9;0.9;0.0;;;;;;;;;;;;
933;N Verhuur en overige zakelijke diensten;2012;0.9;0.9;0.0;;;;;;;;;;;;
934;N Verhuur en overige zakelijke diensten;2013;0.9;0.9;0.0;;;;;;;;;;;;
935;N Verhuur en overige zakelijke diensten;2014;0.9;0.9;0.0;;;;;;;;;;;;
936;N Verhuur en overige zakelijke diensten;2015;0.9;0.9;0.0;;;;;;;;;;;;
937;N Verhuur en overige zakelijke diensten;2016;1.0;1.0;0.0;;;;;;;;;;;;
938;N Verhuur en overige zakelijke diensten;2017;0.9;0.9;0.0;;;;;;;;;;;;
939;N Verhuur en overige zakelijke diensten;2018;1.0;1.0;0.0;;;;;;;;;;;;
940;N Verhuur en overige zakelijke diensten;2019;1.0;1.0;0.0;;;;;;;;;;;;
941;N Verhuur en overige zakelijke diensten;2020;1.0;1.0;0.0;;;;;;;;;;;;
942;N Verhuur en overige zakelijke diensten;2021;1.0;1.0;0.0;;;;;;;;;;;;
943;N Verhuur en overige zakelijke diensten;2022;;;;;;;;;;;;;;;
944;N Verhuur en overige zakelijke diensten;2023;;;;;;;;;;;;;;;
945;O Openbaar bestuur en overheidsdiensten;2003;6.1;6.1;0.0;;;;;;;;;;;;
946;O Openbaar bestuur en overheidsdiensten;2004;5.9;5.9;0.0;;;;;;;;;;;;
947;O Openbaar bestuur en overheidsdiensten;2005;5.7;5.7;0.0;;;;;;;;;;;;
948;O Openbaar bestuur en overheidsdiensten;2006;5.7;5.7;0.0;;;;;;;;;;;;
949;O Openbaar bestuur en overheidsdiensten;2007;5.6;5.6;0.0;;;;;;;;;;;;
950;O Openbaar bestuur en overheidsdiensten;2008;5.6;5.6;0.0;;;;;;;;;;;;
951;O Openbaar bestuur en overheidsdiensten;2009;5.8;5.8;0.0;;;;;;;;;;;;
952;O Openbaar bestuur en overheidsdiensten;2010;6.0;6.0;0.0;;;;;;;;;;;;
953;O Openbaar bestuur en overheidsdiensten;2011;5.8;5.8;0.0;;;;;;;;;;;;
954;O Openbaar bestuur en overheidsdiensten;2012;5.7;5.7;0.0;;;;;;;;;;;;
955;O Openbaar bestuur en overheidsdiensten;2013;5.7;5.7;0.0;;;;;;;;;;;;
956;O Openbaar bestuur en overheidsdiensten;2014;5.6;5.6;0.0;;;;;;;;;;;;
957;O Openbaar bestuur en overheidsdiensten;2015;6.1;6.1;0.0;;;;;;;;;;;;
958;O Openbaar bestuur en overheidsdiensten;2016;4.2;4.2;0.0;;;;;;;;;;;;
959;O Openbaar bestuur en overheidsdiensten;2017;3.9;3.9;0.0;;;;;;;;;;;;
960;O Openbaar bestuur en overheidsdiensten;2018;4.7;4.7;0.0;;;;;;;;;;;;
961;O Openbaar bestuur en overheidsdiensten;2019;5.3;5.3;0.0;;;;;;;;;;;;
962;O Openbaar bestuur en overheidsdiensten;2020;5.6;5.6;0.0;;;;;;;;;;;;
963;O Openbaar bestuur en overheidsdiensten;2021;5.7;5.7;0.0;;;;;;;;;;;;
964;O Openbaar bestuur en overheidsdiensten;2022;;;;;;;;;;;;;;;
965;O Openbaar bestuur en overheidsdiensten;2023;;;;;;;;;;;;;;;
966;P Onderwijs;2003;5.4;5.4;0.0;;;;;;;;;;;;
967;P Onderwijs;2004;5.3;5.3;0.0;;;;;;;;;;;;
968;P Onderwijs;2005;5.3;5.3;0.0;;;;;;;;;;;;
969;P Onderwijs;2006;5.3;5.3;0.0;;;;;;;;;;;;
970;P Onderwijs;2007;5.5;5.5;0.0;;;;;;;;;;;;
971;P Onderwijs;2008;5.5;5.5;0.0;;;;;;;;;;;;
972;P Onderwijs;2009;5.6;5.6;0.0;;;;;;;;;;;;
973;P Onderwijs;2010;5.6;5.6;0.0;;;;;;;;;;;;
974;P Onderwijs;2011;5.6;5.6;0.0;;;;;;;;;;;;
975;P Onderwijs;2012;5.5;5.5;0.0;;;;;;;;;;;;
976;P Onderwijs;2013;5.5;5.5;0.0;;;;;;;;;;;;
977;P Onderwijs;2014;5.5;5.5;0.0;;;;;;;;;;;;
978;P Onderwijs;2015;5.7;5.7;0.0;;;;;;;;;;;;
979;P Onderwijs;2016;6.3;6.3;0.0;;;;;;;;;;;;
980;P Onderwijs;2017;5.8;5.8;0.0;;;;;;;;;;;;
981;P Onderwijs;2018;6.6;6.6;0.0;;;;;;;;;;;;
