ID;Geslacht;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;NietGezochtVanwegeOntmoediging_9;NietGezochtVanwegeAndereReden_10;GezochtNietBeschikbaar_11;NietGezochtNietBeschikbaar_12
267;Totaal mannen en vrouwen;Schiermonnikoog;2022;1;1;0;0;0;0;0;0;0;0;0;0
268;Totaal mannen en vrouwen;Schouwen-Duiveland;2022;25;18;1;17;7;0;7;0;0;0;0;6
269;Totaal mannen en vrouwen;Simpelveld;2022;8;5;0;5;2;0;2;0;0;0;0;2
270;Totaal mannen en vrouwen;Sint-Michielsgestel;2022;22;16;1;15;5;0;5;0;0;0;0;5
271;Totaal mannen en vrouwen;Sittard-Geleen;2022;70;46;2;44;24;2;22;1;0;1;1;20
272;Totaal mannen en vrouwen;Sliedrecht;2022;18;13;1;13;5;0;4;0;0;0;0;4
273;Totaal mannen en vrouwen;Sluis;2022;17;12;1;11;6;0;5;0;0;0;0;5
274;Totaal mannen en vrouwen;Smallingerland;2022;40;29;2;27;12;1;11;1;0;0;0;10
275;Totaal mannen en vrouwen;Soest;2022;34;25;1;24;9;1;9;0;0;0;0;8
276;Totaal mannen en vrouwen;Someren;2022;15;11;1;11;4;0;3;0;0;0;0;3
277;Totaal mannen en vrouwen;Son en Breugel;2022;13;9;0;9;3;0;3;0;0;0;0;3
278;Totaal mannen en vrouwen;Stadskanaal;2022;23;15;1;15;7;1;7;0;0;0;0;6
279;Totaal mannen en vrouwen;Staphorst;2022;12;10;1;9;3;0;2;0;0;0;0;2
280;Totaal mannen en vrouwen;Stede Broec;2022;16;12;1;11;4;0;4;0;0;0;0;4
281;Totaal mannen en vrouwen;Steenbergen;2022;18;13;1;13;5;0;5;0;0;0;0;4
282;Totaal mannen en vrouwen;Steenwijkerland;2022;33;24;1;23;9;1;8;0;0;0;0;8
283;Totaal mannen en vrouwen;Stein (L.);2022;19;13;1;12;6;0;6;0;0;0;0;5
284;Totaal mannen en vrouwen;Stichtse Vecht;2022;48;35;2;34;13;1;12;1;0;1;0;11
285;Totaal mannen en vrouwen;Súdwest-Fryslân;2022;66;48;3;45;18;2;16;1;0;1;0;15
286;Totaal mannen en vrouwen;Terneuzen;2022;40;27;1;26;13;1;12;1;0;1;0;11
287;Totaal mannen en vrouwen;Terschelling;2022;4;3;0;3;1;0;1;0;0;0;0;1
288;Totaal mannen en vrouwen;Texel;2022;10;7;0;7;3;0;3;0;0;0;0;2
289;Totaal mannen en vrouwen;Teylingen;2022;28;22;1;21;7;1;6;0;0;0;0;6
290;Totaal mannen en vrouwen;Tholen;2022;19;14;1;14;5;0;5;0;0;0;0;4
291;Totaal mannen en vrouwen;Tiel;2022;32;23;1;22;9;1;8;0;0;0;0;7
292;Totaal mannen en vrouwen;Tilburg;2022;174;126;7;119;48;5;43;3;0;2;2;38
293;Totaal mannen en vrouwen;Tubbergen;2022;16;12;1;12;4;0;3;0;0;0;0;3
294;Totaal mannen en vrouwen;Twenterand;2022;25;18;1;17;7;0;6;0;0;0;0;6
295;Totaal mannen en vrouwen;Tynaarlo;2022;24;17;1;16;7;1;6;0;0;0;0;6
296;Totaal mannen en vrouwen;Tytsjerksteradiel;2022;23;17;1;16;6;1;6;0;0;0;0;5
297;Totaal mannen en vrouwen;Uitgeest;2022;10;8;0;7;2;0;2;0;0;0;0;2
298;Totaal mannen en vrouwen;Uithoorn;2022;23;17;1;16;6;1;5;0;0;0;0;4
299;Totaal mannen en vrouwen;Urk;2022;15;12;1;11;3;0;3;0;0;0;0;2
300;Totaal mannen en vrouwen;Utrecht (gemeente);2022;286;219;11;208;66;9;58;5;0;4;3;50
301;Totaal mannen en vrouwen;Utrechtse Heuvelrug;2022;35;25;1;24;10;1;9;0;0;0;0;8
302;Totaal mannen en vrouwen;Vaals;2022;8;4;0;4;3;0;3;0;0;0;0;3
303;Totaal mannen en vrouwen;Valkenburg aan de Geul;2022;12;8;0;8;4;0;4;0;0;0;0;3
304;Totaal mannen en vrouwen;Valkenswaard;2022;23;17;1;16;6;1;6;0;0;0;0;5
305;Totaal mannen en vrouwen;Veendam;2022;20;14;1;13;7;1;6;0;0;0;0;6
306;Totaal mannen en vrouwen;Veenendaal;2022;50;37;2;35;13;1;12;1;0;1;0;11
307;Totaal mannen en vrouwen;Veere;2022;16;11;1;11;4;0;4;0;0;0;0;4
308;Totaal mannen en vrouwen;Veldhoven;2022;34;25;1;24;9;1;8;0;0;0;0;8
309;Totaal mannen en vrouwen;Velsen;2022;51;37;2;36;14;1;13;1;0;1;0;12
310;Totaal mannen en vrouwen;Venlo;2022;78;54;3;51;24;2;22;1;0;1;1;20
311;Totaal mannen en vrouwen;Venray;2022;33;24;1;23;9;1;8;0;0;0;0;8
312;Totaal mannen en vrouwen;Vijfheerenlanden;2022;43;32;2;30;11;1;10;1;0;0;0;9
313;Totaal mannen en vrouwen;Vlaardingen;2022;55;38;2;36;17;2;15;1;0;1;1;14
314;Totaal mannen en vrouwen;Vlieland;2022;1;1;0;1;0;0;0;0;0;0;0;0
315;Totaal mannen en vrouwen;Vlissingen;2022;33;23;1;22;11;1;10;0;0;0;0;9
316;Totaal mannen en vrouwen;Voerendaal;2022;9;6;0;6;3;0;3;0;0;0;0;2
317;Totaal mannen en vrouwen;Voorschoten;2022;18;13;1;12;5;0;5;0;0;0;0;4
318;Totaal mannen en vrouwen;Voorst;2022;18;13;1;12;5;0;4;0;0;0;0;4
319;Totaal mannen en vrouwen;Vught;2022;22;17;1;16;6;0;5;0;0;0;0;5
320;Totaal mannen en vrouwen;Waadhoeke;2022;34;25;1;23;10;1;9;0;0;0;0;8
321;Totaal mannen en vrouwen;Waalre;2022;13;9;0;9;3;0;3;0;0;0;0;3
322;Totaal mannen en vrouwen;Waalwijk;2022;37;27;1;26;10;1;9;0;0;0;0;9
323;Totaal mannen en vrouwen;Waddinxveen;2022;23;17;1;16;6;0;5;0;0;0;0;5
324;Totaal mannen en vrouwen;Wageningen;2022;32;22;2;21;9;1;8;1;0;1;0;7
325;Totaal mannen en vrouwen;Wassenaar;2022;19;13;1;12;6;1;6;0;0;0;0;5
326;Totaal mannen en vrouwen;Waterland;2022;13;9;0;9;4;0;3;0;0;0;0;3
327;Totaal mannen en vrouwen;Weert;2022;38;27;1;25;11;1;10;0;0;0;0;9
328;Totaal mannen en vrouwen;Weesp;2022;15;11;1;11;4;0;4;0;0;0;0;3
329;Totaal mannen en vrouwen;West Betuwe;2022;39;29;1;28;9;1;9;0;0;0;0;8
330;Totaal mannen en vrouwen;West Maas en Waal;2022;15;11;1;11;4;0;4;0;0;0;0;3
331;Totaal mannen en vrouwen;Westerkwartier;2022;47;34;2;32;12;1;11;1;0;1;0;10
332;Totaal mannen en vrouwen;Westerveld;2022;14;10;1;9;4;0;4;0;0;0;0;4
333;Totaal mannen en vrouwen;Westervoort;2022;11;8;0;8;3;0;3;0;0;0;0;3
334;Totaal mannen en vrouwen;Westerwolde;2022;18;12;1;11;6;0;6;0;0;0;0;5
335;Totaal mannen en vrouwen;Westland;2022;83;65;3;61;19;2;17;1;0;1;1;16
336;Totaal mannen en vrouwen;Weststellingwerf;2022;19;14;1;13;5;0;5;0;0;0;0;5
337;Totaal mannen en vrouwen;Westvoorne;2022;11;8;0;7;3;0;3;0;0;0;0;3
338;Totaal mannen en vrouwen;Wierden;2022;18;14;1;13;4;0;4;0;0;0;0;4
339;Totaal mannen en vrouwen;Wijchen;2022;31;23;1;22;8;1;8;0;0;0;0;7
340;Totaal mannen en vrouwen;Wijdemeren;2022;18;13;1;13;5;0;4;0;0;0;0;4
341;Totaal mannen en vrouwen;Wijk bij Duurstede;2022;18;13;1;13;5;0;4;0;0;0;0;4
342;Totaal mannen en vrouwen;Winterswijk;2022;22;16;1;15;6;0;6;0;0;0;0;5
343;Totaal mannen en vrouwen;Woensdrecht;2022;16;11;1;11;5;0;5;0;0;0;0;4
344;Totaal mannen en vrouwen;Woerden;2022;39;30;1;28;9;1;8;0;0;0;0;8
345;Totaal mannen en vrouwen;De Wolden;2022;18;13;1;13;5;0;4;0;0;0;0;4
346;Totaal mannen en vrouwen;Wormerland;2022;12;9;0;8;3;0;3;0;0;0;0;3
347;Totaal mannen en vrouwen;Woudenberg;2022;10;8;0;7;2;0;2;0;0;0;0;2
348;Totaal mannen en vrouwen;Zaanstad;2022;118;84;4;80;34;3;31;2;0;2;1;28
349;Totaal mannen en vrouwen;Zaltbommel;2022;22;17;1;16;5;0;5;0;0;0;0;5
350;Totaal mannen en vrouwen;Zandvoort;2022;13;9;0;8;4;0;4;0;0;0;0;3
351;Totaal mannen en vrouwen;Zeewolde;2022;18;14;1;13;4;0;4;0;0;0;0;3
352;Totaal mannen en vrouwen;Zeist;2022;47;34;2;32;13;1;12;1;0;1;0;11
353;Totaal mannen en vrouwen;Zevenaar;2022;33;23;1;22;10;1;9;0;0;0;0;8
354;Totaal mannen en vrouwen;Zoetermeer;2022;95;67;3;64;28;3;25;1;0;1;1;23
355;Totaal mannen en vrouwen;Zoeterwoude;2022;7;5;0;5;2;0;1;0;0;0;0;1
356;Totaal mannen en vrouwen;Zuidplas;2022;34;25;1;24;8;1;7;0;0;0;0;7
357;Totaal mannen en vrouwen;Zundert;2022;17;12;1;12;4;0;4;0;0;0;0;4
358;Totaal mannen en vrouwen;Zutphen;2022;36;25;1;23;11;1;10;0;0;0;0;9
359;Totaal mannen en vrouwen;Zwartewaterland;2022;17;13;1;12;4;0;3;0;0;0;0;3
360;Totaal mannen en vrouwen;Zwijndrecht;2022;32;23;1;22;10;1;9;0;0;0;0;8
361;Totaal mannen en vrouwen;Zwolle;2022;98;74;4;70;24;3;21;1;0;1;1;19
362;Totaal mannen en vrouwen;Groningen (AM);2022;566;398;25;373;168;16;152;9;1;8;5;138
363;Totaal mannen en vrouwen;Friesland (AM);2022;481;345;21;324;136;12;124;6;1;6;4;114
364;Totaal mannen en vrouwen;Drenthe (AM);2022;209;146;9;137;63;5;59;2;0;2;1;55
365;Totaal mannen en vrouwen;Twente (AM);2022;473;342;19;322;132;12;120;7;1;6;4;110
366;Totaal mannen en vrouwen;Stedendriehoek en Noordwest Veluwe (AM);2022;435;315;17;298;120;10;110;5;1;5;3;101
367;Totaal mannen en vrouwen;Midden-Gelderland (AM);2022;303;216;12;204;87;8;78;4;1;4;3;72
368;Totaal mannen en vrouwen;Rijk van Nijmegen (AM);2022;251;181;10;171;70;7;63;4;0;3;2;57
369;Totaal mannen en vrouwen;Achterhoek (AM);2022;223;162;8;153;62;5;57;3;0;2;1;53
370;Totaal mannen en vrouwen;Rivierenland (AM);2022;189;141;7;133;48;4;44;2;0;2;1;40
371;Totaal mannen en vrouwen;Flevoland (AM);2022;312;228;12;217;83;9;75;5;1;4;3;67
372;Totaal mannen en vrouwen;Gooi en Vechtstreek (AM);2022;181;132;7;125;49;5;45;3;0;2;2;40
373;Totaal mannen en vrouwen;Midden-Utrecht (AM);2022;655;492;25;467;163;18;145;9;1;8;5;130
374;Totaal mannen en vrouwen;Amersfoort (AM);2022;252;190;9;181;62;6;56;3;0;3;2;52
375;Totaal mannen en vrouwen;Noord-Holland Noord (AM);2022;508;367;19;348;141;11;130;6;1;6;4;120
376;Totaal mannen en vrouwen;Zaanstreek/Waterland (AM);2022;255;184;9;175;71;6;65;4;0;3;2;59
377;Totaal mannen en vrouwen;Groot Amsterdam (AM);2022;1034;752;43;709;282;36;246;21;3;18;12;214
378;Totaal mannen en vrouwen;Holland Rijnland (AM);2022;416;311;16;295;105;10;95;5;1;5;3;86
379;Totaal mannen en vrouwen;Midden-Holland (AM);2022;146;108;5;103;38;3;34;2;0;2;1;32
380;Totaal mannen en vrouwen;Haaglanden (AM);2022;651;455;25;429;196;22;174;12;1;11;7;155
381;Totaal mannen en vrouwen;Rijnmond (AM);2022;1064;747;40;706;317;34;283;18;2;16;11;255
382;Totaal mannen en vrouwen;Drechtsteden (AM);2022;214;154;8;147;60;5;55;3;0;2;2;50
383;Totaal mannen en vrouwen;Zeeland (AM);2022;284;201;10;191;83;6;77;4;0;3;2;71
384;Totaal mannen en vrouwen;West-Brabant (AM);2022;523;377;19;358;146;12;133;7;1;6;4;123
385;Totaal mannen en vrouwen;Midden-Brabant (AM);2022;368;269;14;255;99;9;90;5;1;4;3;82
386;Totaal mannen en vrouwen;Noordoost-Brabant (AM);2022;465;343;17;326;122;10;112;5;1;5;3;104
387;Totaal mannen en vrouwen;Zuidoost-Brabant (AM);2022;389;285;15;271;104;10;94;5;1;5;3;85
388;Totaal mannen en vrouwen;Noord-Limburg (AM);2022;209;151;7;143;59;5;54;2;0;2;2;50
389;Totaal mannen en vrouwen;Zuid-Limburg (AM);2022;449;295;16;279;154;12;142;7;1;6;4;131
390;Totaal mannen en vrouwen;Helmond-De Peel (AM);2022;194;141;7;134;53;4;48;2;0;2;1;45
391;Totaal mannen en vrouwen;Midden-Limburg (AM);2022;194;136;7;129;59;4;54;2;0;2;1;50
392;Totaal mannen en vrouwen;Zuid-Holland Centraal (AM);2022;275;201;10;191;75;7;67;4;0;3;2;61
393;Totaal mannen en vrouwen;Gorinchem (AM);2022;104;77;4;73;27;2;24;1;0;1;1;22
394;Totaal mannen en vrouwen;Regio Zwolle (AM);2022;412;310;17;293;103;9;94;5;1;4;3;86
395;Totaal mannen en vrouwen;Zuid-Kennemerland en IJmond (AM);2022;282;205;10;195;77;7;69;4;1;4;2;63
396;Totaal mannen en vrouwen;FoodValley (AM);2022;260;193;10;183;67;6;61;3;0;3;2;55
397;Mannen;Nederland;2022;6615;5046;200;4847;1569;171;1398;100;11;89;50;1247
398;Mannen;Noord-Nederland (LD);2022;653;485;22;462;169;17;152;10;1;9;5;137
399;Mannen;Oost-Nederland (LD);2022;1394;1079;43;1036;316;34;282;20;2;17;10;253
400;Mannen;West-Nederland (LD);2022;3154;2415;95;2320;739;87;652;50;6;45;25;576
401;Mannen;Zuid-Nederland (LD);2022;1414;1068;40;1028;346;34;313;20;2;18;11;282
402;Mannen;Groningen (PV);2022;227;166;9;157;61;7;54;4;1;4;2;48
403;Mannen;Fryslân (PV);2022;244;184;8;176;60;6;54;3;0;3;2;49
404;Mannen;Drenthe (PV);2022;182;135;6;130;47;4;43;2;0;2;1;40
405;Mannen;Overijssel (PV);2022;443;344;14;330;99;10;89;6;1;5;3;80
406;Mannen;Flevoland (PV);2022;165;129;5;124;36;4;32;2;0;2;1;28
407;Mannen;Gelderland (PV);2022;786;606;24;583;180;19;161;11;1;10;5;144
408;Mannen;Utrecht (PV);2022;507;401;15;386;106;12;94;7;1;7;3;84
409;Mannen;Noord-Holland (PV);2022;1100;843;34;809;257;32;225;18;2;16;9;198
410;Mannen;Zuid-Holland (PV);2022;1404;1063;42;1022;341;40;301;23;3;20;12;265
411;Mannen;Zeeland (PV);2022;143;108;4;104;34;3;32;2;0;2;1;29
412;Mannen;Noord-Brabant (PV);2022;990;763;28;735;227;23;205;14;1;12;7;184
413;Mannen;Limburg (PV);2022;424;305;12;294;119;11;108;7;1;6;3;98
414;Mannen;Aa en Hunze;2022;9;7;0;7;2;0;2;0;0;0;0;2
415;Mannen;Aalsmeer;2022;12;10;0;9;2;0;2;0;0;0;0;2
416;Mannen;Aalten;2022;10;8;0;8;2;0;2;0;0;0;0;2
417;Mannen;Achtkarspelen;2022;11;8;0;8;3;0;2;0;0;0;0;2
418;Mannen;Alblasserdam;2022;7;6;0;5;1;0;1;0;0;0;0;1
419;Mannen;Albrandswaard;2022;9;7;0;7;2;0;2;0;0;0;0;2
420;Mannen;Alkmaar;2022;42;32;1;30;10;1;9;1;0;1;0;8
421;Mannen;Almelo;2022;28;20;1;20;7;1;6;0;0;0;0;6
422;Mannen;Almere;2022;83;64;2;62;19;3;16;1;0;1;1;14
423;Mannen;Alphen aan den Rijn;2022;42;33;1;32;9;1;8;1;0;0;0;7
424;Mannen;Alphen-Chaam;2022;4;3;0;3;1;0;1;0;0;0;0;1
425;Mannen;Altena;2022;21;17;1;16;4;0;4;0;0;0;0;3
426;Mannen;Ameland;2022;1;1;0;1;0;0;0;0;0;0;0;0
427;Mannen;Amersfoort;2022;60;47;2;46;12;1;11;1;0;1;0;10
428;Mannen;Amstelveen;2022;33;25;1;24;8;1;7;1;0;1;0;6
429;Mannen;Amsterdam;2022;353;266;12;254;86;14;73;7;1;6;4;62
430;Mannen;Apeldoorn;2022;61;47;2;45;15;1;13;1;0;1;0;12
431;Mannen;Arnhem;2022;64;48;2;45;16;2;14;1;0;1;1;12
432;Mannen;Assen;2022;25;19;1;18;6;1;6;0;0;0;0;5
433;Mannen;Asten;2022;7;5;0;5;2;0;1;0;0;0;0;1
434;Mannen;Baarle-Nassau;2022;3;2;0;2;1;0;1;0;0;0;0;1
435;Mannen;Baarn;2022;8;6;0;6;2;0;2;0;0;0;0;2
436;Mannen;Barendrecht;2022;18;14;0;14;4;0;3;0;0;0;0;3
437;Mannen;Barneveld;2022;21;18;1;17;4;0;3;0;0;0;0;3
438;Mannen;Beek (L.);2022;6;4;0;4;2;0;1;0;0;0;0;1
439;Mannen;Beekdaelen;2022;13;10;0;9;4;0;3;0;0;0;0;3
440;Mannen;Beesel;2022;5;4;0;4;1;0;1;0;0;0;0;1
441;Mannen;Berg en Dal;2022;13;10;0;9;3;0;3;0;0;0;0;3
442;Mannen;Bergeijk;2022;7;6;0;6;2;0;1;0;0;0;0;1
443;Mannen;Bergen (L.);2022;5;4;0;4;1;0;1;0;0;0;0;1
444;Mannen;Bergen (NH.);2022;10;7;0;7;3;0;3;0;0;0;0;2
445;Mannen;Bergen op Zoom;2022;25;19;1;18;7;1;6;0;0;0;0;5
446;Mannen;Berkelland;2022;16;13;0;12;4;0;3;0;0;0;0;3
447;Mannen;Bernheze;2022;12;10;0;9;3;0;2;0;0;0;0;2
448;Mannen;Best;2022;12;9;0;9;3;0;2;0;0;0;0;2
449;Mannen;Beuningen;2022;10;8;0;8;2;0;2;0;0;0;0;2
450;Mannen;Beverwijk;2022;16;12;0;12;4;0;3;0;0;0;0;3
451;Mannen;De Bilt;2022;15;11;0;11;3;0;3;0;0;0;0;3
452;Mannen;Bladel;2022;8;6;0;6;2;0;1;0;0;0;0;1
453;Mannen;Blaricum;2022;4;3;0;3;1;0;1;0;0;0;0;1
454;Mannen;Bloemendaal;2022;8;6;0;6;2;0;2;0;0;0;0;2
455;Mannen;Bodegraven-Reeuwijk;2022;13;11;0;10;3;0;2;0;0;0;0;2
456;Mannen;Boekel;2022;4;3;0;3;1;0;1;0;0;0;0;1
457;Mannen;Borger-Odoorn;2022;10;7;0;7;3;0;2;0;0;0;0;2
458;Mannen;Borne;2022;9;7;0;7;2;0;2;0;0;0;0;2
459;Mannen;Borsele;2022;9;7;0;7;2;0;2;0;0;0;0;1
460;Mannen;Boxtel;2022;12;10;0;9;3;0;3;0;0;0;0;2
461;Mannen;Breda;2022;69;53;2;51;16;2;14;1;0;1;1;13
462;Mannen;Brielle;2022;7;5;0;5;1;0;1;0;0;0;0;1
463;Mannen;Bronckhorst;2022;14;10;0;10;3;0;3;0;0;0;0;3
464;Mannen;Brummen;2022;8;6;0;6;2;0;2;0;0;0;0;2
465;Mannen;Brunssum;2022;10;7;0;7;3;0;3;0;0;0;0;3
466;Mannen;Bunnik;2022;6;4;0;4;1;0;1;0;0;0;0;1
467;Mannen;Bunschoten;2022;8;7;0;7;1;0;1;0;0;0;0;1
468;Mannen;Buren;2022;11;8;0;8;2;0;2;0;0;0;0;2
469;Mannen;Capelle aan den IJssel;2022;24;18;1;18;6;1;5;0;0;0;0;5
470;Mannen;Castricum;2022;13;10;0;10;3;0;3;0;0;0;0;2
471;Mannen;Coevorden;2022;13;10;0;9;3;0;3;0;0;0;0;3
472;Mannen;Cranendonck;2022;8;6;0;6;2;0;2;0;0;0;0;2
473;Mannen;Culemborg;2022;11;9;0;8;2;0;2;0;0;0;0;2
474;Mannen;Dalfsen;2022;11;9;0;8;2;0;2;0;0;0;0;2
475;Mannen;Dantumadiel;2022;7;5;0;5;2;0;2;0;0;0;0;1
476;Mannen;Delft;2022;45;33;2;31;12;2;11;1;0;1;1;9
477;Mannen;Deurne;2022;12;9;0;9;3;0;3;0;0;0;0;2
478;Mannen;Deventer;2022;38;29;1;28;9;1;8;1;0;1;0;7
479;Mannen;Diemen;2022;12;10;0;9;3;0;2;0;0;0;0;2
480;Mannen;Dijk en Waard;2022;32;26;1;25;7;1;6;0;0;0;0;6
481;Mannen;Dinkelland;2022;10;8;0;8;2;0;2;0;0;0;0;2
482;Mannen;Doesburg;2022;4;3;0;3;1;0;1;0;0;0;0;1
483;Mannen;Doetinchem;2022;22;17;1;16;5;1;5;0;0;0;0;4
484;Mannen;Dongen;2022;10;8;0;8;2;0;2;0;0;0;0;2
485;Mannen;Dordrecht;2022;45;34;1;33;11;1;10;1;0;1;0;9
486;Mannen;Drechterland;2022;8;6;0;6;2;0;1;0;0;0;0;1
487;Mannen;Drimmelen;2022;10;8;0;8;2;0;2;0;0;0;0;2
488;Mannen;Dronten;2022;16;13;0;12;3;0;3;0;0;0;0;3
489;Mannen;Druten;2022;7;6;0;5;2;0;1;0;0;0;0;1
490;Mannen;Duiven;2022;10;7;0;7;2;0;2;0;0;0;0;2
491;Mannen;Echt-Susteren;2022;12;9;0;8;3;0;3;0;0;0;0;3
492;Mannen;Edam-Volendam;2022;14;11;0;11;3;0;3;0;0;0;0;2
493;Mannen;Ede;2022;44;35;1;34;9;1;8;1;0;1;0;7
494;Mannen;Eemnes;2022;3;3;0;3;1;0;1;0;0;0;0;1
495;Mannen;Eemsdelta;2022;17;12;1;12;5;0;4;0;0;0;0;4
496;Mannen;Eersel;2022;7;6;0;6;2;0;1;0;0;0;0;1
497;Mannen;Eijsden-Margraten;2022;10;7;0;7;2;0;2;0;0;0;0;2
498;Mannen;Eindhoven;2022;98;75;3;72;23;3;20;2;0;2;1;17
499;Mannen;Elburg;2022;9;7;0;7;2;0;2;0;0;0;0;1
500;Mannen;Emmen;2022;40;29;1;28;11;1;11;1;0;1;0;10
501;Mannen;Enkhuizen;2022;7;5;0;5;2;0;2;0;0;0;0;1
502;Mannen;Enschede;2022;64;47;3;45;17;2;15;1;0;1;1;13
503;Mannen;Epe;2022;12;9;0;9;3;0;3;0;0;0;0;2
504;Mannen;Ermelo;2022;10;7;0;7;2;0;2;0;0;0;0;2
505;Mannen;Etten-Leur;2022;16;12;0;12;4;0;3;0;0;0;0;3
506;Mannen;De Fryske Marren;2022;19;15;1;14;4;0;4;0;0;0;0;4
507;Mannen;Geertruidenberg;2022;8;6;0;6;2;0;2;0;0;0;0;1
508;Mannen;Geldrop-Mierlo;2022;15;12;0;11;4;0;3;0;0;0;0;3
509;Mannen;Gemert-Bakel;2022;12;9;0;9;3;0;2;0;0;0;0;2
510;Mannen;Gennep;2022;6;5;0;5;2;0;1;0;0;0;0;1
511;Mannen;Gilze en Rijen;2022;10;8;0;7;2;0;2;0;0;0;0;2
512;Mannen;Goeree-Overflakkee;2022;19;15;0;14;4;0;4;0;0;0;0;3
513;Mannen;Goes;2022;14;11;0;11;3;0;3;0;0;0;0;3
514;Mannen;Goirle;2022;9;7;0;6;2;0;2;0;0;0;0;2
515;Mannen;Gooise Meren;2022;20;16;1;15;4;1;4;0;0;0;0;3
516;Mannen;Gorinchem;2022;14;11;0;10;3;0;3;0;0;0;0;3
517;Mannen;Gouda;2022;28;21;1;20;7;1;6;0;0;0;0;5
518;Mannen;'s-Gravenhage (gemeente);2022;214;155;7;148;59;8;51;4;0;4;2;45
519;Mannen;Groningen (gemeente);2022;95;70;4;65;25;4;22;2;0;2;1;18
520;Mannen;Gulpen-Wittem;2022;5;4;0;4;2;0;1;0;0;0;0;1
521;Mannen;Haaksbergen;2022;9;7;0;7;2;0;2;0;0;0;0;2
522;Mannen;Haarlem;2022;60;47;2;45;14;2;12;1;0;1;0;11
523;Mannen;Haarlemmermeer;2022;60;48;2;46;12;2;11;1;0;1;0;10
524;Mannen;Halderberge;2022;12;9;0;9;3;0;2;0;0;0;0;2
525;Mannen;Hardenberg;2022;23;19;1;18;5;0;4;0;0;0;0;4
526;Mannen;Harderwijk;2022;18;14;1;13;4;0;4;0;0;0;0;3
527;Mannen;Hardinxveld-Giessendam;2022;7;5;0;5;1;0;1;0;0;0;0;1
528;Mannen;Harlingen;2022;6;4;0;4;2;0;1;0;0;0;0;1
529;Mannen;Hattem;2022;4;3;0;3;1;0;1;0;0;0;0;1
530;Mannen;Heemskerk;2022;14;11;0;11;3;0;3;0;0;0;0;3
531;Mannen;Heemstede;2022;9;7;0;7;2;0;2;0;0;0;0;2
532;Mannen;Heerde;2022;7;5;0;5;2;0;1;0;0;0;0;1
533;Mannen;Heerenveen;2022;19;14;1;14;5;0;4;0;0;0;0;4
534;Mannen;Heerlen;2022;33;22;1;21;11;1;10;1;0;1;0;9
535;Mannen;Heeze-Leende;2022;6;5;0;5;1;0;1;0;0;0;0;1
536;Mannen;Heiloo;2022;9;7;0;6;2;0;2;0;0;0;0;2
537;Mannen;Den Helder;2022;21;15;1;14;6;0;5;0;0;0;0;5
538;Mannen;Hellendoorn;2022;13;11;0;10;3;0;3;0;0;0;0;2
539;Mannen;Hellevoetsluis;2022;15;11;0;11;4;0;3;0;0;0;0;3
540;Mannen;Helmond;2022;37;28;1;27;9;1;8;1;0;0;0;7
541;Mannen;Hendrik-Ido-Ambacht;2022;11;9;0;9;2;0;2;0;0;0;0;2
542;Mannen;Hengelo (O.);2022;32;24;1;23;8;1;7;0;0;0;0;6
543;Mannen;'s-Hertogenbosch;2022;60;46;2;44;14;2;12;1;0;1;0;11
544;Mannen;Heumen;2022;6;5;0;5;1;0;1;0;0;0;0;1
545;Mannen;Heusden;2022;17;14;0;13;4;0;3;0;0;0;0;3
546;Mannen;Hillegom;2022;8;7;0;6;2;0;2;0;0;0;0;1
547;Mannen;Hilvarenbeek;2022;6;5;0;5;1;0;1;0;0;0;0;1
548;Mannen;Hilversum;2022;34;26;1;25;8;1;7;1;0;0;0;6
549;Mannen;Hoeksche Waard;2022;32;25;1;25;7;1;6;0;0;0;0;6
550;Mannen;Hof van Twente;2022;13;10;0;10;3;0;3;0;0;0;0;2
551;Mannen;Het Hogeland;2022;18;13;1;13;5;0;4;0;0;0;0;4
552;Mannen;Hollands Kroon;2022;19;15;1;14;4;0;4;0;0;0;0;3
553;Mannen;Hoogeveen;2022;20;15;1;15;5;0;5;0;0;0;0;4
554;Mannen;Hoorn;2022;28;21;1;20;7;1;6;0;0;0;0;5
555;Mannen;Horst aan de Maas;2022;17;13;0;13;4;0;3;0;0;0;0;3
556;Mannen;Houten;2022;19;15;1;14;4;0;3;0;0;0;0;3
557;Mannen;Huizen;2022;15;11;0;10;4;0;3;0;0;0;0;3
558;Mannen;Hulst;2022;10;7;0;7;3;0;3;0;0;0;0;2
559;Mannen;IJsselstein;2022;12;10;0;9;3;0;2;0;0;0;0;2
560;Mannen;Kaag en Braassem;2022;11;8;0;8;2;0;2;0;0;0;0;2
561;Mannen;Kampen;2022;20;16;1;16;4;0;3;0;0;0;0;3
562;Mannen;Kapelle;2022;5;4;0;4;1;0;1;0;0;0;0;1
563;Mannen;Katwijk;2022;24;19;1;19;5;0;4;0;0;0;0;4
564;Mannen;Kerkrade;2022;17;12;1;11;6;0;5;0;0;0;0;5
565;Mannen;Koggenland;2022;9;7;0;7;2;0;2;0;0;0;0;1
566;Mannen;Krimpen aan den IJssel;2022;10;8;0;7;2;0;2;0;0;0;0;2
