ID;SBI93;Bedrijfsgrootte;Perioden;TotaalEnergiekosten_1;Hoeveelheid_2;Waarde_3;Hoeveelheid_4;Waarde_5;Hoeveelheid_6;Waarde_7;Hoeveelheid_8;Waarde_9;Hoeveelheid_10;Waarde_11;Hoeveelheid_12;Waarde_13;Inkoopwaarde_14;Verkoopwaarde_15;Verbruiksaldo_16;Hoeveelheid_17;Waarde_18
2523;DD Houtindustrie en vervaardiging van ..;0;1996;25.0;2027.0;25.0;215.0;18.0;0.0;0.0;215.0;18.0;33.0;6.0;209.0;1.0;0.0;0.0;0.0;0.0;0.0
2524;DD Houtindustrie en vervaardiging van ..;0;1997;25.0;1737.0;25.0;211.0;18.0;0.0;0.0;211.0;18.0;29.0;6.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0
2525;DD Houtindustrie en vervaardiging van ..;0;1998;26.0;1955.0;26.0;229.0;19.0;5.0;0.0;224.0;19.0;35.0;7.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0
2526;DD Houtindustrie en vervaardiging van ..;0;1999;27.0;2002.0;26.0;230.0;20.0;7.0;1.0;222.0;19.0;37.0;7.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0
2527;DD Houtindustrie en vervaardiging van ..;0;2000;30.0;2158.0;30.0;224.0;21.0;7.0;1.0;217.0;21.0;42.0;8.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0
2528;DD Houtindustrie en vervaardiging van ..;0;2001;31.0;2108.0;31.0;235.0;21.0;9.0;1.0;226.0;21.0;39.0;10.0;47.0;1.0;0.0;0.0;0.0;0.0;0.0
2529;DD Houtindustrie en vervaardiging van ..;0;2002;30.0;1933.0;30.0;218.0;21.0;9.0;1.0;210.0;20.0;36.0;9.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0
2530;DD Houtindustrie en vervaardiging van ..;0;2003;34.0;2312.0;34.0;223.0;22.0;9.0;1.0;214.0;21.0;44.0;11.0;137.0;2.0;0.0;0.0;0.0;0.0;0.0
2531;DD Houtindustrie en vervaardiging van ..;0;2004;32.0;1911.0;32.0;224.0;23.0;9.0;1.0;215.0;22.0;35.0;10.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0
2532;DD Houtindustrie en vervaardiging van ..;0;2005;32.0;1744.0;32.0;205.0;22.0;0.0;0.0;205.0;22.0;31.0;10.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0
2533;DD Houtindustrie en vervaardiging van ..;0;2006;33.8;1726.0;33.7;195.6;22.2;0.0;0.0;195.6;22.2;31.8;11.3;14.0;0.2;0.0;0.0;0.0;0.0;0.0
2534;DD Houtindustrie en vervaardiging van ..;4;1993;8.0;798.0;8.0;67.0;6.0;0.0;0.0;67.0;6.0;13.0;2.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0
2535;DD Houtindustrie en vervaardiging van ..;4;1994;10.0;891.0;10.0;79.0;7.0;0.0;0.0;79.0;7.0;15.0;3.0;123.0;0.0;0.0;0.0;0.0;0.0;0.0
2536;DD Houtindustrie en vervaardiging van ..;4;1995;9.0;766.0;9.0;75.0;6.0;0.0;0.0;75.0;6.0;16.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2537;DD Houtindustrie en vervaardiging van ..;4;1996;10.0;765.0;10.0;72.0;6.0;0.0;0.0;72.0;6.0;16.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2538;DD Houtindustrie en vervaardiging van ..;4;1997;10.0;713.0;10.0;66.0;6.0;0.0;0.0;66.0;6.0;15.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2539;DD Houtindustrie en vervaardiging van ..;4;1998;10.0;771.0;10.0;72.0;7.0;0.0;0.0;72.0;7.0;16.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2540;DD Houtindustrie en vervaardiging van ..;4;1999;10.0;765.0;10.0;70.0;7.0;0.0;0.0;70.0;7.0;16.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2541;DD Houtindustrie en vervaardiging van ..;4;2000;11.0;748.0;11.0;66.0;7.0;0.0;0.0;66.0;7.0;16.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2542;DD Houtindustrie en vervaardiging van ..;4;2001;11.0;674.0;11.0;70.0;7.0;9.0;1.0;60.0;7.0;14.0;4.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
2543;DD Houtindustrie en vervaardiging van ..;4;2002;11.0;608.0;11.0;69.0;8.0;9.0;1.0;60.0;7.0;12.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2544;DD Houtindustrie en vervaardiging van ..;4;2003;14.0;940.0;14.0;73.0;8.0;9.0;1.0;64.0;8.0;19.0;5.0;110.0;2.0;0.0;0.0;0.0;0.0;0.0
2545;DD Houtindustrie en vervaardiging van ..;4;2004;12.0;536.0;12.0;70.0;9.0;9.0;1.0;61.0;8.0;10.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2546;DD Houtindustrie en vervaardiging van ..;4;2005;10.0;372.0;10.0;47.0;7.0;0.0;0.0;47.0;7.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2547;DD Houtindustrie en vervaardiging van ..;4;2006;5.9;184.0;5.8;27.5;4.3;0.0;0.0;27.5;4.3;2.7;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2548;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1993;7.0;559.0;7.0;70.0;6.0;0.0;0.0;70.0;6.0;8.0;1.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0
2549;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1994;8.0;555.0;8.0;74.0;6.0;0.0;0.0;74.0;6.0;8.0;1.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0
2550;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1995;8.0;597.0;8.0;83.0;7.0;0.0;0.0;83.0;7.0;8.0;1.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0
2551;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1996;12.0;1032.0;12.0;106.0;8.0;0.0;0.0;106.0;8.0;14.0;2.0;203.0;1.0;0.0;0.0;0.0;0.0;0.0
2552;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1997;10.0;751.0;10.0;97.0;8.0;0.0;0.0;97.0;8.0;11.0;2.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0
2553;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1998;12.0;944.0;12.0;118.0;9.0;5.0;0.0;113.0;9.0;16.0;3.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
2554;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;1999;12.0;967.0;12.0;113.0;9.0;7.0;1.0;106.0;9.0;18.0;3.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0
2555;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2000;13.0;1125.0;13.0;109.0;10.0;7.0;1.0;102.0;9.0;23.0;4.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
2556;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2001;15.0;1160.0;15.0;119.0;10.0;0.0;0.0;119.0;10.0;22.0;5.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0
2557;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2002;14.0;1059.0;14.0;107.0;9.0;0.0;0.0;107.0;9.0;21.0;5.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0
2558;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2003;16.0;1122.0;16.0;112.0;10.0;0.0;0.0;112.0;10.0;22.0;5.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0
2559;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2004;15.0;1098.0;15.0;113.0;10.0;0.0;0.0;113.0;10.0;21.0;5.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0
2560;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2005;17.0;1097.0;17.0;114.0;11.0;0.0;0.0;114.0;11.0;21.0;6.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
2561;DD Houtindustrie en vervaardiging van ..;20-99 werknemers;2006;21.2;1249.0;21.2;121.4;12.8;0.0;0.0;121.4;12.8;25.3;8.2;13.0;0.2;0.0;0.0;0.0;0.0;0.0
2562;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1993;4.0;265.0;4.0;43.0;3.0;0.0;0.0;43.0;3.0;3.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
2563;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1994;4.0;244.0;4.0;43.0;3.0;0.0;0.0;43.0;3.0;2.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0
2564;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1995;4.0;272.0;4.0;47.0;4.0;0.0;0.0;47.0;4.0;3.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0
2565;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1996;4.0;230.0;3.0;37.0;3.0;0.0;0.0;37.0;3.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2566;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1997;5.0;273.0;4.0;49.0;4.0;0.0;0.0;49.0;4.0;3.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
2567;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1998;4.0;240.0;4.0;39.0;3.0;0.0;0.0;39.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2568;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;1999;5.0;270.0;5.0;46.0;4.0;0.0;0.0;46.0;4.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2569;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2000;5.0;285.0;5.0;49.0;4.0;0.0;0.0;49.0;4.0;3.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
2570;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2001;5.0;274.0;5.0;47.0;4.0;0.0;0.0;47.0;4.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2571;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2002;5.0;265.0;4.0;42.0;4.0;0.0;0.0;42.0;4.0;3.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
2572;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2003;4.0;251.0;4.0;39.0;3.0;0.0;0.0;39.0;3.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2573;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2004;5.0;278.0;5.0;42.0;4.0;0.0;0.0;42.0;4.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2574;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2005;5.0;275.0;5.0;44.0;4.0;0.0;0.0;44.0;4.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2575;DD Houtindustrie en vervaardiging van ..;100 of meer werknemers;2006;6.7;293.0;6.7;46.7;5.1;0.0;0.0;46.7;5.1;3.9;1.6;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2576;20 Houtindustrie en vervaardiging van ..;0;1993;20.0;1622.0;20.0;180.0;14.0;0.0;0.0;180.0;14.0;24.0;4.0;199.0;1.0;0.0;0.0;0.0;0.0;0.0
2577;20 Houtindustrie en vervaardiging van ..;0;1994;21.0;1690.0;21.0;196.0;16.0;0.0;0.0;196.0;16.0;26.0;5.0;168.0;1.0;0.0;0.0;0.0;0.0;0.0
2578;20 Houtindustrie en vervaardiging van ..;0;1995;22.0;1635.0;22.0;205.0;17.0;0.0;0.0;205.0;17.0;27.0;5.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0
2579;20 Houtindustrie en vervaardiging van ..;0;1996;25.0;2027.0;25.0;215.0;18.0;0.0;0.0;215.0;18.0;33.0;6.0;209.0;1.0;0.0;0.0;0.0;0.0;0.0
2580;20 Houtindustrie en vervaardiging van ..;0;1997;25.0;1737.0;25.0;211.0;18.0;0.0;0.0;211.0;18.0;29.0;6.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0
2581;20 Houtindustrie en vervaardiging van ..;0;1998;26.0;1955.0;26.0;229.0;19.0;5.0;0.0;224.0;19.0;35.0;7.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0
2582;20 Houtindustrie en vervaardiging van ..;0;1999;27.0;2002.0;26.0;230.0;20.0;7.0;1.0;222.0;19.0;37.0;7.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0
2583;20 Houtindustrie en vervaardiging van ..;0;2000;30.0;2158.0;30.0;224.0;21.0;7.0;1.0;217.0;21.0;42.0;8.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0
2584;20 Houtindustrie en vervaardiging van ..;0;2001;31.0;2108.0;31.0;235.0;21.0;9.0;1.0;226.0;21.0;39.0;10.0;47.0;1.0;0.0;0.0;0.0;0.0;0.0
2585;20 Houtindustrie en vervaardiging van ..;0;2002;30.0;1933.0;30.0;218.0;21.0;9.0;1.0;210.0;20.0;36.0;9.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0
2586;20 Houtindustrie en vervaardiging van ..;0;2003;34.0;2312.0;34.0;223.0;22.0;9.0;1.0;214.0;21.0;44.0;11.0;137.0;2.0;0.0;0.0;0.0;0.0;0.0
2587;20 Houtindustrie en vervaardiging van ..;0;2004;32.0;1911.0;32.0;224.0;23.0;9.0;1.0;215.0;22.0;35.0;10.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0
2588;20 Houtindustrie en vervaardiging van ..;0;2005;32.0;1744.0;32.0;205.0;22.0;0.0;0.0;205.0;22.0;31.0;10.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0
2589;20 Houtindustrie en vervaardiging van ..;0;2006;33.8;1726.0;33.7;195.6;22.2;0.0;0.0;195.6;22.2;31.8;11.3;14.0;0.2;0.0;0.0;0.0;0.0;0.0
2590;20 Houtindustrie en vervaardiging van ..;4;1993;8.0;798.0;8.0;67.0;6.0;0.0;0.0;67.0;6.0;13.0;2.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0
2591;20 Houtindustrie en vervaardiging van ..;4;1994;10.0;891.0;10.0;79.0;7.0;0.0;0.0;79.0;7.0;15.0;3.0;123.0;0.0;0.0;0.0;0.0;0.0;0.0
2592;20 Houtindustrie en vervaardiging van ..;4;1995;9.0;766.0;9.0;75.0;6.0;0.0;0.0;75.0;6.0;16.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2593;20 Houtindustrie en vervaardiging van ..;4;1996;10.0;765.0;10.0;72.0;6.0;0.0;0.0;72.0;6.0;16.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2594;20 Houtindustrie en vervaardiging van ..;4;1997;10.0;713.0;10.0;66.0;6.0;0.0;0.0;66.0;6.0;15.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2595;20 Houtindustrie en vervaardiging van ..;4;1998;10.0;771.0;10.0;72.0;7.0;0.0;0.0;72.0;7.0;16.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2596;20 Houtindustrie en vervaardiging van ..;4;1999;10.0;765.0;10.0;70.0;7.0;0.0;0.0;70.0;7.0;16.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2597;20 Houtindustrie en vervaardiging van ..;4;2000;11.0;748.0;11.0;66.0;7.0;0.0;0.0;66.0;7.0;16.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2598;20 Houtindustrie en vervaardiging van ..;4;2001;11.0;674.0;11.0;70.0;7.0;9.0;1.0;60.0;7.0;14.0;4.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
2599;20 Houtindustrie en vervaardiging van ..;4;2002;11.0;608.0;11.0;69.0;8.0;9.0;1.0;60.0;7.0;12.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2600;20 Houtindustrie en vervaardiging van ..;4;2003;14.0;940.0;14.0;73.0;8.0;9.0;1.0;64.0;8.0;19.0;5.0;110.0;2.0;0.0;0.0;0.0;0.0;0.0
2601;20 Houtindustrie en vervaardiging van ..;4;2004;12.0;536.0;12.0;70.0;9.0;9.0;1.0;61.0;8.0;10.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2602;20 Houtindustrie en vervaardiging van ..;4;2005;10.0;372.0;10.0;47.0;7.0;0.0;0.0;47.0;7.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2603;20 Houtindustrie en vervaardiging van ..;4;2006;5.9;184.0;5.8;27.5;4.3;0.0;0.0;27.5;4.3;2.7;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2604;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1993;7.0;559.0;7.0;70.0;6.0;0.0;0.0;70.0;6.0;8.0;1.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0
2605;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1994;8.0;555.0;8.0;74.0;6.0;0.0;0.0;74.0;6.0;8.0;1.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0
2606;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1995;8.0;597.0;8.0;83.0;7.0;0.0;0.0;83.0;7.0;8.0;1.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0
2607;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1996;12.0;1032.0;12.0;106.0;8.0;0.0;0.0;106.0;8.0;14.0;2.0;203.0;1.0;0.0;0.0;0.0;0.0;0.0
2608;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1997;10.0;751.0;10.0;97.0;8.0;0.0;0.0;97.0;8.0;11.0;2.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0
2609;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1998;12.0;944.0;12.0;118.0;9.0;5.0;0.0;113.0;9.0;16.0;3.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
2610;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;1999;12.0;967.0;12.0;113.0;9.0;7.0;1.0;106.0;9.0;18.0;3.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0
2611;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2000;13.0;1125.0;13.0;109.0;10.0;7.0;1.0;102.0;9.0;23.0;4.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
2612;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2001;15.0;1160.0;15.0;119.0;10.0;0.0;0.0;119.0;10.0;22.0;5.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0
2613;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2002;14.0;1059.0;14.0;107.0;9.0;0.0;0.0;107.0;9.0;21.0;5.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0
2614;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2003;16.0;1122.0;16.0;112.0;10.0;0.0;0.0;112.0;10.0;22.0;5.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0
2615;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2004;15.0;1098.0;15.0;113.0;10.0;0.0;0.0;113.0;10.0;21.0;5.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0
2616;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2005;17.0;1097.0;17.0;114.0;11.0;0.0;0.0;114.0;11.0;21.0;6.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
2617;20 Houtindustrie en vervaardiging van ..;20-99 werknemers;2006;21.2;1249.0;21.2;121.4;12.8;0.0;0.0;121.4;12.8;25.3;8.2;13.0;0.2;0.0;0.0;0.0;0.0;0.0
2618;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1993;4.0;265.0;4.0;43.0;3.0;0.0;0.0;43.0;3.0;3.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
2619;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1994;4.0;244.0;4.0;43.0;3.0;0.0;0.0;43.0;3.0;2.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0
2620;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1995;4.0;272.0;4.0;47.0;4.0;0.0;0.0;47.0;4.0;3.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0
2621;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1996;4.0;230.0;3.0;37.0;3.0;0.0;0.0;37.0;3.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2622;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1997;5.0;273.0;4.0;49.0;4.0;0.0;0.0;49.0;4.0;3.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
2623;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1998;4.0;240.0;4.0;39.0;3.0;0.0;0.0;39.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2624;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;1999;5.0;270.0;5.0;46.0;4.0;0.0;0.0;46.0;4.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2625;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2000;5.0;285.0;5.0;49.0;4.0;0.0;0.0;49.0;4.0;3.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
2626;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2001;5.0;274.0;5.0;47.0;4.0;0.0;0.0;47.0;4.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2627;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2002;5.0;265.0;4.0;42.0;4.0;0.0;0.0;42.0;4.0;3.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
2628;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2003;4.0;251.0;4.0;39.0;3.0;0.0;0.0;39.0;3.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2629;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2004;5.0;278.0;5.0;42.0;4.0;0.0;0.0;42.0;4.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2630;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2005;5.0;275.0;5.0;44.0;4.0;0.0;0.0;44.0;4.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2631;20 Houtindustrie en vervaardiging van ..;100 of meer werknemers;2006;6.7;293.0;6.7;46.7;5.1;0.0;0.0;46.7;5.1;3.9;1.6;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2632;201 Primaire houtbewerking;0;1993;1.6;152.0;1.6;13.5;1.1;0.0;0.0;13.5;1.1;3.1;0.5;4.0;0.0;0.0;0.0;0.0;0.0;0.0
2633;201 Primaire houtbewerking;0;1994;2.3;203.0;2.3;19.7;1.6;0.0;0.0;19.7;1.6;4.0;0.6;7.0;0.0;0.0;0.0;0.0;0.0;0.0
2634;201 Primaire houtbewerking;0;1995;2.3;196.0;2.3;20.2;1.6;0.0;0.0;20.2;1.6;3.7;0.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0
2635;201 Primaire houtbewerking;0;1996;2.3;171.0;2.3;21.2;1.7;0.0;0.0;21.2;1.7;2.8;0.6;7.0;0.1;0.0;0.0;0.0;0.0;0.0
2636;201 Primaire houtbewerking;0;1997;1.8;137.0;1.8;15.9;1.3;0.0;0.0;15.9;1.3;2.2;0.5;10.0;0.1;0.0;0.0;0.0;0.0;0.0
2637;201 Primaire houtbewerking;0;1998;1.7;150.0;1.7;18.0;1.4;5.1;0.4;13.0;1.1;3.0;0.6;9.0;0.1;0.0;0.0;0.0;0.0;0.0
2638;201 Primaire houtbewerking;0;1999;1.2;103.0;1.2;14.4;1.2;7.3;0.5;7.1;0.7;2.1;0.5;10.0;0.1;0.0;0.0;0.0;0.0;0.0
2639;201 Primaire houtbewerking;0;2000;2.5;182.0;2.5;19.2;2.0;7.0;0.6;12.1;1.4;4.1;1.0;9.0;0.1;0.0;0.0;0.0;0.0;0.0
2640;201 Primaire houtbewerking;0;2001;2.8;187.0;2.8;26.3;2.4;9.5;0.8;16.8;1.6;3.4;1.0;20.0;0.2;0.0;0.0;0.0;0.0;0.0
2641;201 Primaire houtbewerking;0;2002;1.6;99.0;1.6;16.7;1.6;8.8;0.7;7.9;0.9;1.9;0.6;10.0;0.1;0.0;0.0;0.0;0.0;0.0
2642;201 Primaire houtbewerking;0;2003;7.2;637.0;7.2;39.7;3.4;8.7;0.7;31.0;2.7;13.2;2.9;108.0;1.5;0.0;0.0;0.0;0.0;0.0
2643;201 Primaire houtbewerking;0;2004;2.5;124.0;2.5;21.6;2.3;8.8;0.7;12.8;1.6;2.3;0.8;5.0;0.1;0.0;0.0;0.0;0.0;0.0
2644;201 Primaire houtbewerking;0;2005;3.0;125.0;3.0;19.4;2.3;0.0;0.0;19.4;2.3;1.7;0.6;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2645;201 Primaire houtbewerking;0;2006;3.7;140.0;3.7;21.8;2.7;0.0;0.0;21.8;2.7;1.9;0.9;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2646;201 Primaire houtbewerking;4;1993;;;;;;;;;;;;;;;;;;
2647;201 Primaire houtbewerking;4;1994;;;;;;;;;;;;;;;;;;
2648;201 Primaire houtbewerking;4;1995;;;;;;;;;;;;;;;;;;
2649;201 Primaire houtbewerking;4;1996;;;;;;;;;;;;;;;;;;
2650;201 Primaire houtbewerking;4;1997;;;;;;;;;;;;;;;;;;
2651;201 Primaire houtbewerking;4;1998;;;;;;;;;;;;;;;;;;
2652;201 Primaire houtbewerking;4;1999;;;;;;;;;;;;;;;;;;
2653;201 Primaire houtbewerking;4;2000;;;;;;;;;;;;;;;;;;
2654;201 Primaire houtbewerking;4;2001;;;;;;;;;;;;;;;;;;
2655;201 Primaire houtbewerking;4;2002;;;;;;;;;;;;;;;;;;
2656;201 Primaire houtbewerking;4;2003;;;;;;;;;;;;;;;;;;
2657;201 Primaire houtbewerking;4;2004;;;;;;;;;;;;;;;;;;
2658;201 Primaire houtbewerking;4;2005;;;;;;;;;;;;;;;;;;
2659;201 Primaire houtbewerking;4;2006;;;;;;;;;;;;;;;;;;
2660;201 Primaire houtbewerking;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
2661;201 Primaire houtbewerking;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
2662;201 Primaire houtbewerking;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
2663;201 Primaire houtbewerking;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
2664;201 Primaire houtbewerking;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
2665;201 Primaire houtbewerking;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
2666;201 Primaire houtbewerking;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
2667;201 Primaire houtbewerking;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
2668;201 Primaire houtbewerking;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
2669;201 Primaire houtbewerking;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
2670;201 Primaire houtbewerking;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
2671;201 Primaire houtbewerking;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
