ID;Financieringsvorm;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;WmoClienten_5;WmoClientenPer1000Inwoners_6
0;Totaal;Aa en Hunze;1e halfjaar 2018;Aa en Hunze                             ;Gemeente ;GM1680  ;;1210.0;48.0
1;Totaal;Aa en Hunze;2e halfjaar 2018;Aa en Hunze                             ;Gemeente ;GM1680  ;;1220.0;48.0
2;Totaal;Aa en Hunze;2018;Aa en Hunze                             ;Gemeente ;GM1680  ;;1375.0;54.0
3;Totaal;Wijk 00 Annen;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168000;1.0;160.0;45.0
4;Totaal;Wijk 00 Annen;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168000;1.0;165.0;46.0
5;Totaal;Wijk 00 Annen;2018;Aa en Hunze                             ;Wijk     ;WK168000;1.0;180.0;51.0
6;Totaal;Wijk 01 Eext;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168001;1.0;45.0;31.0
7;Totaal;Wijk 01 Eext;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168001;1.0;45.0;31.0
8;Totaal;Wijk 01 Eext;2018;Aa en Hunze                             ;Wijk     ;WK168001;1.0;50.0;35.0
9;Totaal;Wijk 02 Anloo;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168002;1.0;15.0;34.0
10;Totaal;Wijk 02 Anloo;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168002;1.0;10.0;22.0
11;Totaal;Wijk 02 Anloo;2018;Aa en Hunze                             ;Wijk     ;WK168002;1.0;15.0;34.0
12;Totaal;Wijk 03 Gasteren;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168003;1.0;10.0;25.0
13;Totaal;Wijk 03 Gasteren;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168003;1.0;10.0;25.0
14;Totaal;Wijk 03 Gasteren;2018;Aa en Hunze                             ;Wijk     ;WK168003;1.0;10.0;25.0
15;Totaal;Wijk 04 Anderen;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168004;1.0;15.0;58.0
16;Totaal;Wijk 04 Anderen;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168004;1.0;15.0;58.0
17;Totaal;Wijk 04 Anderen;2018;Aa en Hunze                             ;Wijk     ;WK168004;1.0;20.0;77.0
18;Totaal;Wijk 05 Schipborg;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168005;1.0;10.0;17.0
19;Totaal;Wijk 05 Schipborg;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168005;1.0;15.0;25.0
20;Totaal;Wijk 05 Schipborg;2018;Aa en Hunze                             ;Wijk     ;WK168005;1.0;15.0;25.0
21;Totaal;Wijk 06 Eexterveen;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168006;1.0;10.0;23.0
22;Totaal;Wijk 06 Eexterveen;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168006;1.0;10.0;23.0
23;Totaal;Wijk 06 Eexterveen;2018;Aa en Hunze                             ;Wijk     ;WK168006;1.0;10.0;23.0
24;Totaal;Wijk 07 Spijkerboor;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168007;1.0;;
25;Totaal;Wijk 07 Spijkerboor;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168007;1.0;;
26;Totaal;Wijk 07 Spijkerboor;2018;Aa en Hunze                             ;Wijk     ;WK168007;1.0;;
27;Totaal;Wijk 08 Nieuw-Annerveen;1e halfjaar 2018;                                        ;         ;        ;;;
28;Totaal;Wijk 08 Nieuw-Annerveen;2e halfjaar 2018;                                        ;         ;        ;;;
29;Totaal;Wijk 08 Nieuw-Annerveen;2018;                                        ;         ;        ;;;
30;Totaal;Wijk 09 Oud-Annerveen;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168009;1.0;;
31;Totaal;Wijk 09 Oud-Annerveen;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168009;1.0;;
32;Totaal;Wijk 09 Oud-Annerveen;2018;Aa en Hunze                             ;Wijk     ;WK168009;1.0;;
33;Totaal;Wijk 11 Annerveenschekanaal;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168011;1.0;15.0;38.0
34;Totaal;Wijk 11 Annerveenschekanaal;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168011;1.0;15.0;38.0
35;Totaal;Wijk 11 Annerveenschekanaal;2018;Aa en Hunze                             ;Wijk     ;WK168011;1.0;15.0;38.0
36;Totaal;Wijk 12 Eexterveenschekanaal;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168012;1.0;;
37;Totaal;Wijk 12 Eexterveenschekanaal;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168012;1.0;10.0;33.0
38;Totaal;Wijk 12 Eexterveenschekanaal;2018;Aa en Hunze                             ;Wijk     ;WK168012;1.0;10.0;33.0
39;Totaal;Wijk 13 Eexterzandvoort;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168013;1.0;;
40;Totaal;Wijk 13 Eexterzandvoort;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168013;1.0;;
41;Totaal;Wijk 13 Eexterzandvoort;2018;Aa en Hunze                             ;Wijk     ;WK168013;1.0;;
42;Totaal;Wijk 14 Gasselte;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168014;1.0;90.0;47.0
43;Totaal;Wijk 14 Gasselte;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168014;1.0;85.0;45.0
44;Totaal;Wijk 14 Gasselte;2018;Aa en Hunze                             ;Wijk     ;WK168014;1.0;95.0;50.0
45;Totaal;Wijk 15 Gasselternijveen;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168015;1.0;100.0;54.0
46;Totaal;Wijk 15 Gasselternijveen;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168015;1.0;90.0;49.0
47;Totaal;Wijk 15 Gasselternijveen;2018;Aa en Hunze                             ;Wijk     ;WK168015;1.0;100.0;54.0
48;Totaal;Wijk 16 Gasselternijveenschemond;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168016;1.0;20.0;30.0
49;Totaal;Wijk 16 Gasselternijveenschemond;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168016;1.0;20.0;30.0
50;Totaal;Wijk 16 Gasselternijveenschemond;2018;Aa en Hunze                             ;Wijk     ;WK168016;1.0;25.0;38.0
51;Totaal;Wijk 17 Gieten;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168017;1.0;275.0;55.0
52;Totaal;Wijk 17 Gieten;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168017;1.0;285.0;57.0
53;Totaal;Wijk 17 Gieten;2018;Aa en Hunze                             ;Wijk     ;WK168017;1.0;320.0;64.0
54;Totaal;Wijk 18 Gieterveen;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168018;1.0;35.0;29.0
55;Totaal;Wijk 18 Gieterveen;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168018;1.0;40.0;33.0
56;Totaal;Wijk 18 Gieterveen;2018;Aa en Hunze                             ;Wijk     ;WK168018;1.0;40.0;33.0
57;Totaal;Wijk 19 Rolde;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168019;1.0;295.0;63.0
58;Totaal;Wijk 19 Rolde;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168019;1.0;290.0;62.0
59;Totaal;Wijk 19 Rolde;2018;Aa en Hunze                             ;Wijk     ;WK168019;1.0;335.0;71.0
60;Totaal;Wijk 20 Grolloo;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168020;1.0;45.0;38.0
61;Totaal;Wijk 20 Grolloo;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168020;1.0;45.0;38.0
62;Totaal;Wijk 20 Grolloo;2018;Aa en Hunze                             ;Wijk     ;WK168020;1.0;45.0;38.0
63;Totaal;Wijk 21 Ekehaar;1e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168021;1.0;15.0;30.0
64;Totaal;Wijk 21 Ekehaar;2e halfjaar 2018;Aa en Hunze                             ;Wijk     ;WK168021;1.0;15.0;30.0
65;Totaal;Wijk 21 Ekehaar;2018;Aa en Hunze                             ;Wijk     ;WK168021;1.0;15.0;30.0
66;Totaal;Aalburg;1e halfjaar 2018;Aalburg                                 ;Gemeente ;GM0738  ;;695.0;53.0
67;Totaal;Aalburg;2e halfjaar 2018;Aalburg                                 ;Gemeente ;GM0738  ;;705.0;54.0
68;Totaal;Aalburg;2018;Aalburg                                 ;Gemeente ;GM0738  ;;755.0;57.0
69;Totaal;Wijk 00 Wijk en Aalburg;1e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073800;1.0;400.0;63.0
70;Totaal;Wijk 00 Wijk en Aalburg;2e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073800;1.0;400.0;63.0
71;Totaal;Wijk 00 Wijk en Aalburg;2018;Aalburg                                 ;Wijk     ;WK073800;1.0;425.0;67.0
72;Totaal;Wijk 01 Veen;1e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073801;1.0;110.0;40.0
73;Totaal;Wijk 01 Veen;2e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073801;1.0;110.0;40.0
74;Totaal;Wijk 01 Veen;2018;Aalburg                                 ;Wijk     ;WK073801;1.0;115.0;42.0
75;Totaal;Wijk 02 Genderen;1e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073802;1.0;80.0;47.0
76;Totaal;Wijk 02 Genderen;2e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073802;1.0;85.0;50.0
77;Totaal;Wijk 02 Genderen;2018;Aalburg                                 ;Wijk     ;WK073802;1.0;85.0;50.0
78;Totaal;Wijk 03 Eethen;1e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073803;1.0;30.0;37.0
79;Totaal;Wijk 03 Eethen;2e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073803;1.0;30.0;37.0
80;Totaal;Wijk 03 Eethen;2018;Aalburg                                 ;Wijk     ;WK073803;1.0;35.0;43.0
81;Totaal;Wijk 04 Meeuwen;1e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073804;1.0;25.0;34.0
82;Totaal;Wijk 04 Meeuwen;2e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073804;1.0;30.0;41.0
83;Totaal;Wijk 04 Meeuwen;2018;Aalburg                                 ;Wijk     ;WK073804;1.0;30.0;41.0
84;Totaal;Wijk 05 Drongelen;1e halfjaar 2018;Aalburg                                 ;Wijk     ;WK073805;1.0;20.0;50.0
