ID;SBI93;RegioS;Perioden;BanenVanWerknemersNiveau_1;BanenVanWerknemersMutatie_2
405;4;Zuid-Limburg (CR);2009 december voorlopig;256.5;-6.6
406;4;Flevoland (CR);2006 december voorlopig;134.2;
407;4;Flevoland (CR);2006 december nader voorlopig;130.9;
408;4;Flevoland (CR);2007 december voorlopig;140.3;9.4
409;4;Flevoland (CR);2007 december nader voorlopig;143.5;
410;4;Flevoland (CR);2008 december voorlopig;147.8;4.3
411;4;Flevoland (CR);2008 december nader voorlopig;149.2;
412;4;Flevoland (CR);2009 december voorlopig;149.3;0.2
413;4;Niet in te delen (CR);2006 december voorlopig;51.9;
414;4;Niet in te delen (CR);2006 december nader voorlopig;27.5;
415;4;Niet in te delen (CR);2007 december voorlopig;36.6;9.1
416;4;Niet in te delen (CR);2007 december nader voorlopig;5.4;
417;4;Niet in te delen (CR);2008 december voorlopig;33.1;27.7
418;4;Niet in te delen (CR);2008 december nader voorlopig;5.3;
419;4;Niet in te delen (CR);2009 december voorlopig;17.3;12.1
420;4;Groningen (GA);2006 december voorlopig;135.3;
421;4;Groningen (GA);2006 december nader voorlopig;134.3;
422;4;Groningen (GA);2007 december voorlopig;136.5;2.2
423;4;Groningen (GA);2007 december nader voorlopig;137.0;
424;4;Groningen (GA);2008 december voorlopig;139.1;2.1
425;4;Groningen (GA);2008 december nader voorlopig;139.0;
426;4;Groningen (GA);2009 december voorlopig;140.1;1.1
427;4;Leeuwarden (GA);2006 december voorlopig;65.9;
428;4;Leeuwarden (GA);2006 december nader voorlopig;66.9;
429;4;Leeuwarden (GA);2007 december voorlopig;67.7;0.9
430;4;Leeuwarden (GA);2007 december nader voorlopig;69.5;
431;4;Leeuwarden (GA);2008 december voorlopig;68.1;-1.4
432;4;Leeuwarden (GA);2008 december nader voorlopig;67.1;
433;4;Leeuwarden (GA);2009 december voorlopig;67.3;0.2
434;4;Zwolle (GA);2006 december voorlopig;91.8;
435;4;Zwolle (GA);2006 december nader voorlopig;90.5;
436;4;Zwolle (GA);2007 december voorlopig;89.9;-0.6
437;4;Zwolle (GA);2007 december nader voorlopig;91.2;
438;4;Zwolle (GA);2008 december voorlopig;90.7;-0.6
439;4;Zwolle (GA);2008 december nader voorlopig;91.2;
440;4;Zwolle (GA);2009 december voorlopig;90.5;-0.7
441;4;Enschede (GA);2006 december voorlopig;73.4;
442;4;Enschede (GA);2006 december nader voorlopig;73.2;
443;4;Enschede (GA);2007 december voorlopig;77.2;4.0
444;4;Enschede (GA);2007 december nader voorlopig;77.7;
445;4;Enschede (GA);2008 december voorlopig;76.6;-1.0
446;4;Enschede (GA);2008 december nader voorlopig;75.0;
447;4;Enschede (GA);2009 december voorlopig;75.5;0.5
448;4;Apeldoorn (GA);2006 december voorlopig;86.5;
449;4;Apeldoorn (GA);2006 december nader voorlopig;90.1;
450;4;Apeldoorn (GA);2007 december voorlopig;90.9;0.8
451;4;Apeldoorn (GA);2007 december nader voorlopig;91.9;
452;4;Apeldoorn (GA);2008 december voorlopig;92.1;0.2
453;4;Apeldoorn (GA);2008 december nader voorlopig;91.3;
454;4;Apeldoorn (GA);2009 december voorlopig;92.1;0.8
455;4;Arnhem (GA);2006 december voorlopig;98.1;
456;4;Arnhem (GA);2006 december nader voorlopig;99.9;
457;4;Arnhem (GA);2007 december voorlopig;103.2;3.4
458;4;Arnhem (GA);2007 december nader voorlopig;104.1;
459;4;Arnhem (GA);2008 december voorlopig;104.5;0.4
460;4;Arnhem (GA);2008 december nader voorlopig;105.0;
461;4;Arnhem (GA);2009 december voorlopig;104.6;-0.4
462;4;Nijmegen (GA);2006 december voorlopig;92.4;
463;4;Nijmegen (GA);2006 december nader voorlopig;96.2;
464;4;Nijmegen (GA);2007 december voorlopig;98.9;2.7
465;4;Nijmegen (GA);2007 december nader voorlopig;98.7;
466;4;Nijmegen (GA);2008 december voorlopig;100.7;2.0
467;4;Nijmegen (GA);2008 december nader voorlopig;101.7;
468;4;Nijmegen (GA);2009 december voorlopig;99.3;-2.4
469;4;Amersfoort (GA);2006 december voorlopig;94.8;
470;4;Amersfoort (GA);2006 december nader voorlopig;94.3;
471;4;Amersfoort (GA);2007 december voorlopig;98.4;4.2
472;4;Amersfoort (GA);2007 december nader voorlopig;99.7;
473;4;Amersfoort (GA);2008 december voorlopig;99.1;-0.7
474;4;Amersfoort (GA);2008 december nader voorlopig;95.6;
475;4;Amersfoort (GA);2009 december voorlopig;93.3;-2.3
476;4;Utrecht (GA);2006 december voorlopig;298.4;
477;4;Utrecht (GA);2006 december nader voorlopig;299.5;
478;4;Utrecht (GA);2007 december voorlopig;301.4;1.9
479;4;Utrecht (GA);2007 december nader voorlopig;305.2;
480;4;Utrecht (GA);2008 december voorlopig;314.3;9.1
481;4;Utrecht (GA);2008 december nader voorlopig;308.3;
482;4;Utrecht (GA);2009 december voorlopig;300.8;-7.5
483;4;Amsterdam (GA);2006 december voorlopig;664.6;
484;4;Amsterdam (GA);2006 december nader voorlopig;651.3;
485;4;Amsterdam (GA);2007 december voorlopig;659.9;8.6
486;4;Amsterdam (GA);2007 december nader voorlopig;655.2;
487;4;Amsterdam (GA);2008 december voorlopig;658.6;3.5
488;4;Amsterdam (GA);2008 december nader voorlopig;648.8;
489;4;Amsterdam (GA);2009 december voorlopig;646.4;-2.4
490;4;Haarlem (GA);2006 december voorlopig;81.6;
491;4;Haarlem (GA);2006 december nader voorlopig;81.2;
492;4;Haarlem (GA);2007 december voorlopig;81.6;0.4
493;4;Haarlem (GA);2007 december nader voorlopig;82.3;
494;4;Haarlem (GA);2008 december voorlopig;83.2;0.8
495;4;Haarlem (GA);2008 december nader voorlopig;80.1;
496;4;Haarlem (GA);2009 december voorlopig;80.2;-1.5
497;4;Leiden (GA);2006 december voorlopig;111.6;
498;4;Leiden (GA);2006 december nader voorlopig;110.1;
499;4;Leiden (GA);2007 december voorlopig;112.6;2.5
500;4;Leiden (GA);2007 december nader voorlopig;113.9;
501;4;Leiden (GA);2008 december voorlopig;113.4;-0.4
502;4;Leiden (GA);2008 december nader voorlopig;114.5;
503;4;Leiden (GA);2009 december voorlopig;110.6;-3.9
504;4;'s-Gravenhage (GA);2006 december voorlopig;340.2;
505;4;'s-Gravenhage (GA);2006 december nader voorlopig;333.2;
506;4;'s-Gravenhage (GA);2007 december voorlopig;338.8;5.6
507;4;'s-Gravenhage (GA);2007 december nader voorlopig;340.1;
508;4;'s-Gravenhage (GA);2008 december voorlopig;341.6;1.5
509;4;'s-Gravenhage (GA);2008 december nader voorlopig;336.8;
510;4;'s-Gravenhage (GA);2009 december voorlopig;334.5;-2.4
511;4;Rotterdam (GA);2006 december voorlopig;522.6;
512;4;Rotterdam (GA);2006 december nader voorlopig;521.0;
513;4;Rotterdam (GA);2007 december voorlopig;537.0;15.9
514;4;Rotterdam (GA);2007 december nader voorlopig;535.8;
515;4;Rotterdam (GA);2008 december voorlopig;544.8;9.0
516;4;Rotterdam (GA);2008 december nader voorlopig;539.4;
517;4;Rotterdam (GA);2009 december voorlopig;534.7;-4.8
518;4;Dordrecht (GA);2006 december voorlopig;112.3;
519;4;Dordrecht (GA);2006 december nader voorlopig;112.6;
520;4;Dordrecht (GA);2007 december voorlopig;111.3;1.1
521;4;Dordrecht (GA);2007 december nader voorlopig;110.9;
522;4;Dordrecht (GA);2008 december voorlopig;112.6;1.8
523;4;Dordrecht (GA);2008 december nader voorlopig;112.5;
524;4;Dordrecht (GA);2009 december voorlopig;110.5;-2.0
525;4;Breda (GA);2006 december voorlopig;94.3;
526;4;Breda (GA);2006 december nader voorlopig;95.5;
527;4;Breda (GA);2007 december voorlopig;96.8;1.3
528;4;Breda (GA);2007 december nader voorlopig;96.4;
529;4;Breda (GA);2008 december voorlopig;99.4;3.0
530;4;Breda (GA);2008 december nader voorlopig;99.7;
531;4;Breda (GA);2009 december voorlopig;101.0;1.3
532;4;Tilburg (GA);2006 december voorlopig;131.2;
533;4;Tilburg (GA);2006 december nader voorlopig;129.0;
534;4;Tilburg (GA);2007 december voorlopig;133.5;4.6
535;4;Tilburg (GA);2007 december nader voorlopig;130.3;
536;4;Tilburg (GA);2008 december voorlopig;129.8;-0.5
537;4;Tilburg (GA);2008 december nader voorlopig;128.8;
538;4;Tilburg (GA);2009 december voorlopig;129.7;0.9
539;4;'s-Hertogenbosch (GA);2006 december voorlopig;107.9;
540;4;'s-Hertogenbosch (GA);2006 december nader voorlopig;105.9;
541;4;'s-Hertogenbosch (GA);2007 december voorlopig;108.2;2.3
542;4;'s-Hertogenbosch (GA);2007 december nader voorlopig;112.1;
543;4;'s-Hertogenbosch (GA);2008 december voorlopig;113.0;0.8
544;4;'s-Hertogenbosch (GA);2008 december nader voorlopig;112.9;
545;4;'s-Hertogenbosch (GA);2009 december voorlopig;112.8;-0.1
546;4;Eindhoven (GA);2006 december voorlopig;205.0;
547;4;Eindhoven (GA);2006 december nader voorlopig;202.5;
548;4;Eindhoven (GA);2007 december voorlopig;207.8;5.3
549;4;Eindhoven (GA);2007 december nader voorlopig;207.4;
550;4;Eindhoven (GA);2008 december voorlopig;212.3;4.9
551;4;Eindhoven (GA);2008 december nader voorlopig;209.5;
552;4;Eindhoven (GA);2009 december voorlopig;205.3;-4.2
553;4;Geleen/Sittard (GA);2006 december voorlopig;64.3;
554;4;Geleen/Sittard (GA);2006 december nader voorlopig;64.6;
555;4;Geleen/Sittard (GA);2007 december voorlopig;67.1;2.5
556;4;Geleen/Sittard (GA);2007 december nader voorlopig;67.4;
557;4;Geleen/Sittard (GA);2008 december voorlopig;67.8;0.5
558;4;Geleen/Sittard (GA);2008 december nader voorlopig;67.6;
559;4;Geleen/Sittard (GA);2009 december voorlopig;64.9;-2.6
560;4;Heerlen (GA);2006 december voorlopig;88.6;
561;4;Heerlen (GA);2006 december nader voorlopig;87.8;
562;4;Heerlen (GA);2007 december voorlopig;88.6;0.8
563;4;Heerlen (GA);2007 december nader voorlopig;90.9;
564;4;Heerlen (GA);2008 december voorlopig;90.1;-0.9
565;4;Heerlen (GA);2008 december nader voorlopig;88.5;
566;4;Heerlen (GA);2009 december voorlopig;85.7;-2.9
567;4;Maastricht (GA);2006 december voorlopig;77.1;
568;4;Maastricht (GA);2006 december nader voorlopig;76.3;
569;4;Maastricht (GA);2007 december voorlopig;76.0;-0.3
570;4;Maastricht (GA);2007 december nader voorlopig;76.0;
571;4;Maastricht (GA);2008 december voorlopig;76.8;0.8
572;4;Maastricht (GA);2008 december nader voorlopig;75.3;
573;4;Maastricht (GA);2009 december voorlopig;75.0;-0.4
574;4;Niet in te delen (GA);2006 december voorlopig;51.9;
575;4;Niet in te delen (GA);2006 december nader voorlopig;27.5;
576;4;Niet in te delen (GA);2007 december voorlopig;0.0;0.0
577;4;Niet in te delen (GA);2007 december nader voorlopig;5.4;
578;4;Niet in te delen (GA);2008 december voorlopig;0.0;0.0
579;4;Niet in te delen (GA);2008 december nader voorlopig;5.3;
580;4;Niet in te delen (GA);2009 december voorlopig;0.0;0.0
581;4;Noord-Groningen (RP);2006 december voorlopig;29.1;
582;4;Noord-Groningen (RP);2006 december nader voorlopig;28.5;
583;4;Noord-Groningen (RP);2007 december voorlopig;28.2;-0.3
584;4;Noord-Groningen (RP);2007 december nader voorlopig;28.9;
585;4;Noord-Groningen (RP);2008 december voorlopig;29.4;0.5
586;4;Noord-Groningen (RP);2008 december nader voorlopig;29.1;
587;4;Noord-Groningen (RP);2009 december voorlopig;28.7;-0.5
588;4;Oost-Groningen (RP);2006 december voorlopig;51.3;
589;4;Oost-Groningen (RP);2006 december nader voorlopig;51.7;
590;4;Oost-Groningen (RP);2007 december voorlopig;51.8;0.1
591;4;Oost-Groningen (RP);2007 december nader voorlopig;52.8;
592;4;Oost-Groningen (RP);2008 december voorlopig;51.9;-0.9
593;4;Oost-Groningen (RP);2008 december nader voorlopig;50.8;
594;4;Oost-Groningen (RP);2009 december voorlopig;49.6;-1.3
595;4;Centraal-Groningen (RP);2006 december voorlopig;223.9;
596;4;Centraal-Groningen (RP);2006 december nader voorlopig;224.8;
597;4;Centraal-Groningen (RP);2007 december voorlopig;228.5;3.8
598;4;Centraal-Groningen (RP);2007 december nader voorlopig;231.0;
599;4;Centraal-Groningen (RP);2008 december voorlopig;233.0;1.9
600;4;Centraal-Groningen (RP);2008 december nader voorlopig;233.1;
601;4;Centraal-Groningen (RP);2009 december voorlopig;232.3;-0.8
602;4;Fryslân (RP);2006 december voorlopig;248.3;
603;4;Fryslân (RP);2006 december nader voorlopig;247.9;
604;4;Fryslân (RP);2007 december voorlopig;252.5;4.5
605;4;Fryslân (RP);2007 december nader voorlopig;257.5;
606;4;Fryslân (RP);2008 december voorlopig;257.8;0.3
607;4;Fryslân (RP);2008 december nader voorlopig;254.6;
608;4;Fryslân (RP);2009 december voorlopig;250.3;-4.2
609;4;Zuid- en Midden-Drenthe (RP);2006 december voorlopig;124.3;
610;4;Zuid- en Midden-Drenthe (RP);2006 december nader voorlopig;126.7;
611;4;Zuid- en Midden-Drenthe (RP);2007 december voorlopig;131.0;4.2
612;4;Zuid- en Midden-Drenthe (RP);2007 december nader voorlopig;133.9;
613;4;Zuid- en Midden-Drenthe (RP);2008 december voorlopig;133.3;-0.6
614;4;Zuid- en Midden-Drenthe (RP);2008 december nader voorlopig;132.7;
615;4;Zuid- en Midden-Drenthe (RP);2009 december voorlopig;129.1;-3.6
616;4;IJssel en Vecht (RP);2006 december voorlopig;192.8;
617;4;IJssel en Vecht (RP);2006 december nader voorlopig;189.9;
618;4;IJssel en Vecht (RP);2007 december voorlopig;192.6;2.7
619;4;IJssel en Vecht (RP);2007 december nader voorlopig;195.2;
620;4;IJssel en Vecht (RP);2008 december voorlopig;196.8;1.5
621;4;IJssel en Vecht (RP);2008 december nader voorlopig;197.5;
622;4;IJssel en Vecht (RP);2009 december voorlopig;194.3;-3.2
623;4;Twente (RP);2006 december voorlopig;267.3;
624;4;Twente (RP);2006 december nader voorlopig;269.0;
625;4;Twente (RP);2007 december voorlopig;279.1;10.1
626;4;Twente (RP);2007 december nader voorlopig;282.2;
627;4;Twente (RP);2008 december voorlopig;284.1;1.9
628;4;Twente (RP);2008 december nader voorlopig;280.4;
629;4;Twente (RP);2009 december voorlopig;277.2;-3.2
630;4;Noordwest-Veluwe (RP);2006 december voorlopig;64.8;
631;4;Noordwest-Veluwe (RP);2006 december nader voorlopig;68.1;
632;4;Noordwest-Veluwe (RP);2007 december voorlopig;69.9;1.8
633;4;Noordwest-Veluwe (RP);2007 december nader voorlopig;71.8;
634;4;Noordwest-Veluwe (RP);2008 december voorlopig;72.9;1.1
635;4;Noordwest-Veluwe (RP);2008 december nader voorlopig;72.4;
636;4;Noordwest-Veluwe (RP);2009 december voorlopig;72.7;0.2
637;4;Stedendriehoek (RP);2006 december voorlopig;202.2;
638;4;Stedendriehoek (RP);2006 december nader voorlopig;202.3;
639;4;Stedendriehoek (RP);2007 december voorlopig;206.3;4.0
640;4;Stedendriehoek (RP);2007 december nader voorlopig;208.5;
641;4;Stedendriehoek (RP);2008 december voorlopig;210.9;2.5
642;4;Stedendriehoek (RP);2008 december nader voorlopig;209.9;
643;4;Stedendriehoek (RP);2009 december voorlopig;208.7;-1.2
644;4;De Vallei (RP);2006 december voorlopig;146.0;
645;4;De Vallei (RP);2006 december nader voorlopig;147.2;
646;4;De Vallei (RP);2007 december voorlopig;153.7;6.5
647;4;De Vallei (RP);2007 december nader voorlopig;154.2;
648;4;De Vallei (RP);2008 december voorlopig;156.1;1.9
649;4;De Vallei (RP);2008 december nader voorlopig;155.4;
650;4;De Vallei (RP);2009 december voorlopig;154.4;-0.9
651;4;IJssel en Rijn (RP);2006 december voorlopig;181.3;
652;4;IJssel en Rijn (RP);2006 december nader voorlopig;182.4;
653;4;IJssel en Rijn (RP);2007 december voorlopig;188.2;5.8
654;4;IJssel en Rijn (RP);2007 december nader voorlopig;189.6;
655;4;IJssel en Rijn (RP);2008 december voorlopig;190.8;1.2
656;4;IJssel en Rijn (RP);2008 december nader voorlopig;189.8;
657;4;IJssel en Rijn (RP);2009 december voorlopig;187.1;-2.7
658;4;Achterhoek (RP);2006 december voorlopig;119.4;
659;4;Achterhoek (RP);2006 december nader voorlopig;118.1;
660;4;Achterhoek (RP);2007 december voorlopig;121.8;3.7
661;4;Achterhoek (RP);2007 december nader voorlopig;123.4;
662;4;Achterhoek (RP);2008 december voorlopig;123.5;0.1
663;4;Achterhoek (RP);2008 december nader voorlopig;121.4;
664;4;Achterhoek (RP);2009 december voorlopig;118.4;-2.9
665;4;Nijmegen (RP);2006 december voorlopig;140.3;
666;4;Nijmegen (RP);2006 december nader voorlopig;144.4;
667;4;Nijmegen (RP);2007 december voorlopig;148.4;4.0
668;4;Nijmegen (RP);2007 december nader voorlopig;148.7;
669;4;Nijmegen (RP);2008 december voorlopig;151.4;2.8
670;4;Nijmegen (RP);2008 december nader voorlopig;151.9;
671;4;Nijmegen (RP);2009 december voorlopig;147.1;-4.8
672;4;Rivierenland (RP);2006 december voorlopig;86.8;
673;4;Rivierenland (RP);2006 december nader voorlopig;87.1;
674;4;Rivierenland (RP);2007 december voorlopig;91.7;4.6
675;4;Rivierenland (RP);2007 december nader voorlopig;92.7;
676;4;Rivierenland (RP);2008 december voorlopig;95.9;3.2
677;4;Rivierenland (RP);2008 december nader voorlopig;95.5;
678;4;Rivierenland (RP);2009 december voorlopig;95.0;-0.5
679;4;Flevoland (RP);2006 december voorlopig;134.2;
680;4;Flevoland (RP);2006 december nader voorlopig;130.9;
681;4;Flevoland (RP);2007 december voorlopig;140.3;9.4
682;4;Flevoland (RP);2007 december nader voorlopig;143.5;
683;4;Flevoland (RP);2008 december voorlopig;147.8;4.3
684;4;Flevoland (RP);2008 december nader voorlopig;149.2;
685;4;Flevoland (RP);2009 december voorlopig;149.3;0.2
686;4;Gooi en Vechtstreek (RP);2006 december voorlopig;115.5;
687;4;Gooi en Vechtstreek (RP);2006 december nader voorlopig;117.5;
688;4;Gooi en Vechtstreek (RP);2007 december voorlopig;118.3;0.9
689;4;Gooi en Vechtstreek (RP);2007 december nader voorlopig;118.6;
690;4;Gooi en Vechtstreek (RP);2008 december voorlopig;117.3;-1.3
691;4;Gooi en Vechtstreek (RP);2008 december nader voorlopig;115.5;
692;4;Gooi en Vechtstreek (RP);2009 december voorlopig;109.7;-5.8
693;4;Eemland (RP);2006 december voorlopig;136.0;
694;4;Eemland (RP);2006 december nader voorlopig;138.0;
695;4;Eemland (RP);2007 december voorlopig;143.3;5.3
696;4;Eemland (RP);2007 december nader voorlopig;145.2;
697;4;Eemland (RP);2008 december voorlopig;144.2;-1.1
698;4;Eemland (RP);2008 december nader voorlopig;139.7;
699;4;Eemland (RP);2009 december voorlopig;136.1;-3.7
700;4;Utrecht-Midden (RP);2006 december voorlopig;449.3;
701;4;Utrecht-Midden (RP);2006 december nader voorlopig;450.5;
702;4;Utrecht-Midden (RP);2007 december voorlopig;458.5;8.0
703;4;Utrecht-Midden (RP);2007 december nader voorlopig;463.0;
704;4;Utrecht-Midden (RP);2008 december voorlopig;476.9;13.9
705;4;Utrecht-Midden (RP);2008 december nader voorlopig;470.2;
706;4;Utrecht-Midden (RP);2009 december voorlopig;462.1;-8.1
707;4;Noord-Holland-Noord (RP);2006 december voorlopig;239.8;
708;4;Noord-Holland-Noord (RP);2006 december nader voorlopig;244.7;
709;4;Noord-Holland-Noord (RP);2007 december voorlopig;250.1;5.4
710;4;Noord-Holland-Noord (RP);2007 december nader voorlopig;254.1;
711;4;Noord-Holland-Noord (RP);2008 december voorlopig;253.3;-0.7
712;4;Noord-Holland-Noord (RP);2008 december nader voorlopig;249.6;
713;4;Noord-Holland-Noord (RP);2009 december voorlopig;249.0;-0.6
714;4;Zuidelijk Noord-Holland (RP);2006 december voorlopig;1046.3;
715;4;Zuidelijk Noord-Holland (RP);2006 december nader voorlopig;1032.5;
716;4;Zuidelijk Noord-Holland (RP);2007 december voorlopig;1051.7;19.1
717;4;Zuidelijk Noord-Holland (RP);2007 december nader voorlopig;1055.8;
718;4;Zuidelijk Noord-Holland (RP);2008 december voorlopig;1066.1;10.3
719;4;Zuidelijk Noord-Holland (RP);2008 december nader voorlopig;1052.5;
720;4;Zuidelijk Noord-Holland (RP);2009 december voorlopig;1039.4;-13.0
721;4;Rijn-Gouwe (RP);2006 december voorlopig;319.5;
722;4;Rijn-Gouwe (RP);2006 december nader voorlopig;318.2;
723;4;Rijn-Gouwe (RP);2007 december voorlopig;325.0;6.9
724;4;Rijn-Gouwe (RP);2007 december nader voorlopig;325.2;
725;4;Rijn-Gouwe (RP);2008 december voorlopig;327.7;2.5
726;4;Rijn-Gouwe (RP);2008 december nader voorlopig;325.8;
727;4;Rijn-Gouwe (RP);2009 december voorlopig;319.1;-6.7
728;4;Haaglanden (RP);2006 december voorlopig;512.0;
729;4;Haaglanden (RP);2006 december nader voorlopig;504.9;
730;4;Haaglanden (RP);2007 december voorlopig;515.0;10.1
731;4;Haaglanden (RP);2007 december nader voorlopig;516.4;
732;4;Haaglanden (RP);2008 december voorlopig;521.4;5.0
733;4;Haaglanden (RP);2008 december nader voorlopig;517.1;
734;4;Haaglanden (RP);2009 december voorlopig;513.2;-3.9
735;4;Rijnmond (RP);2006 december voorlopig;805.0;
736;4;Rijnmond (RP);2006 december nader voorlopig;803.7;
737;4;Rijnmond (RP);2007 december voorlopig;826.0;22.3
738;4;Rijnmond (RP);2007 december nader voorlopig;825.5;
739;4;Rijnmond (RP);2008 december voorlopig;837.1;11.6
740;4;Rijnmond (RP);2008 december nader voorlopig;827.2;
741;4;Rijnmond (RP);2009 december voorlopig;817.8;-9.4
742;4;Zeeland (RP);2006 december voorlopig;146.2;
743;4;Zeeland (RP);2006 december nader voorlopig;145.5;
744;4;Zeeland (RP);2007 december voorlopig;149.6;4.2
745;4;Zeeland (RP);2007 december nader voorlopig;150.8;
746;4;Zeeland (RP);2008 december voorlopig;153.6;2.8
747;4;Zeeland (RP);2008 december nader voorlopig;152.8;
748;4;Zeeland (RP);2009 december voorlopig;150.3;-2.5
749;4;West-Brabant (RP);2006 december voorlopig;297.7;
750;4;West-Brabant (RP);2006 december nader voorlopig;300.8;
751;4;West-Brabant (RP);2007 december voorlopig;308.4;7.6
