ID;SBI93;Grootteklassen;RegioS;Perioden;Vestigingen_1
0;Totaal SBI'93;Totaal vestigingen;Nederland;1994;661410.0
1;Totaal SBI'93;Totaal vestigingen;Nederland;1995;666045.0
2;Totaal SBI'93;Totaal vestigingen;Nederland;1996;690700.0
3;Totaal SBI'93;Totaal vestigingen;Nederland;1997;714385.0
4;Totaal SBI'93;Totaal vestigingen;Nederland;1998;761390.0
5;Totaal SBI'93;Totaal vestigingen;Nederland;1999;763330.0
6;Totaal SBI'93;Totaal vestigingen;Nederland;2000;773355.0
7;Totaal SBI'93;Totaal vestigingen;Nederland;2001;780690.0
8;Totaal SBI'93;Totaal vestigingen;Nederland;2002;785000.0
9;Totaal SBI'93;Totaal vestigingen;Nederland;2003;777350.0
10;Totaal SBI'93;Totaal vestigingen;Nederland;2004;787775.0
11;Totaal SBI'93;Totaal vestigingen;Nederland;2005;800705.0
12;Totaal SBI'93;Totaal vestigingen;Nederland;2006;826305.0
13;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;1994;69025.0
14;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;1995;69610.0
15;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;1996;71720.0
16;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;1997;74260.0
17;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;1998;78045.0
18;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;1999;78230.0
19;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2000;78835.0
20;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2001;79260.0
21;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2002;79495.0
22;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2003;78880.0
23;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2004;80505.0
24;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2005;82330.0
25;Totaal SBI'93;Totaal vestigingen;Noord-Nederland;2006;84850.0
26;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;1994;139490.0
27;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;1995;140700.0
28;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;1996;145400.0
29;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;1997;150040.0
30;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;1998;158485.0
31;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;1999;158825.0
32;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2000;160900.0
33;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2001;162385.0
34;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2002;162715.0
35;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2003;161915.0
36;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2004;164775.0
37;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2005;168100.0
38;Totaal SBI'93;Totaal vestigingen;Oost-Nederland;2006;173145.0
39;Totaal SBI'93;Totaal vestigingen;West-Nederland;1994;305605.0
40;Totaal SBI'93;Totaal vestigingen;West-Nederland;1995;307050.0
41;Totaal SBI'93;Totaal vestigingen;West-Nederland;1996;319540.0
42;Totaal SBI'93;Totaal vestigingen;West-Nederland;1997;332765.0
43;Totaal SBI'93;Totaal vestigingen;West-Nederland;1998;358205.0
44;Totaal SBI'93;Totaal vestigingen;West-Nederland;1999;358670.0
45;Totaal SBI'93;Totaal vestigingen;West-Nederland;2000;364110.0
46;Totaal SBI'93;Totaal vestigingen;West-Nederland;2001;368510.0
47;Totaal SBI'93;Totaal vestigingen;West-Nederland;2002;372880.0
48;Totaal SBI'93;Totaal vestigingen;West-Nederland;2003;368220.0
49;Totaal SBI'93;Totaal vestigingen;West-Nederland;2004;372500.0
50;Totaal SBI'93;Totaal vestigingen;West-Nederland;2005;377655.0
51;Totaal SBI'93;Totaal vestigingen;West-Nederland;2006;390760.0
52;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;1994;147295.0
53;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;1995;148685.0
54;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;1996;154035.0
55;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;1997;157320.0
56;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;1998;166660.0
57;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;1999;167600.0
58;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2000;169510.0
59;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2001;170535.0
60;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2002;169915.0
61;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2003;168335.0
62;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2004;169990.0
63;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2005;172625.0
64;Totaal SBI'93;Totaal vestigingen;Zuid-Nederland;2006;177555.0
65;Totaal SBI'93;Totaal vestigingen;Groningen;1994;21765.0
66;Totaal SBI'93;Totaal vestigingen;Groningen;1995;22155.0
67;Totaal SBI'93;Totaal vestigingen;Groningen;1996;22820.0
68;Totaal SBI'93;Totaal vestigingen;Groningen;1997;23730.0
69;Totaal SBI'93;Totaal vestigingen;Groningen;1998;24930.0
70;Totaal SBI'93;Totaal vestigingen;Groningen;1999;25020.0
71;Totaal SBI'93;Totaal vestigingen;Groningen;2000;25030.0
72;Totaal SBI'93;Totaal vestigingen;Groningen;2001;25180.0
73;Totaal SBI'93;Totaal vestigingen;Groningen;2002;25230.0
74;Totaal SBI'93;Totaal vestigingen;Groningen;2003;24765.0
75;Totaal SBI'93;Totaal vestigingen;Groningen;2004;25170.0
76;Totaal SBI'93;Totaal vestigingen;Groningen;2005;25540.0
77;Totaal SBI'93;Totaal vestigingen;Groningen;2006;26345.0
78;Totaal SBI'93;Totaal vestigingen;Friesland;1994;27725.0
79;Totaal SBI'93;Totaal vestigingen;Friesland;1995;27695.0
80;Totaal SBI'93;Totaal vestigingen;Friesland;1996;28620.0
81;Totaal SBI'93;Totaal vestigingen;Friesland;1997;29595.0
82;Totaal SBI'93;Totaal vestigingen;Friesland;1998;31105.0
83;Totaal SBI'93;Totaal vestigingen;Friesland;1999;31305.0
84;Totaal SBI'93;Totaal vestigingen;Friesland;2000;31655.0
85;Totaal SBI'93;Totaal vestigingen;Friesland;2001;31805.0
86;Totaal SBI'93;Totaal vestigingen;Friesland;2002;31925.0
87;Totaal SBI'93;Totaal vestigingen;Friesland;2003;31815.0
88;Totaal SBI'93;Totaal vestigingen;Friesland;2004;32435.0
89;Totaal SBI'93;Totaal vestigingen;Friesland;2005;33275.0
90;Totaal SBI'93;Totaal vestigingen;Friesland;2006;34090.0
91;Totaal SBI'93;Totaal vestigingen;Drenthe;1994;19535.0
92;Totaal SBI'93;Totaal vestigingen;Drenthe;1995;19760.0
93;Totaal SBI'93;Totaal vestigingen;Drenthe;1996;20280.0
94;Totaal SBI'93;Totaal vestigingen;Drenthe;1997;20940.0
95;Totaal SBI'93;Totaal vestigingen;Drenthe;1998;22010.0
96;Totaal SBI'93;Totaal vestigingen;Drenthe;1999;21905.0
97;Totaal SBI'93;Totaal vestigingen;Drenthe;2000;22150.0
98;Totaal SBI'93;Totaal vestigingen;Drenthe;2001;22275.0
99;Totaal SBI'93;Totaal vestigingen;Drenthe;2002;22340.0
100;Totaal SBI'93;Totaal vestigingen;Drenthe;2003;22300.0
101;Totaal SBI'93;Totaal vestigingen;Drenthe;2004;22900.0
102;Totaal SBI'93;Totaal vestigingen;Drenthe;2005;23515.0
103;Totaal SBI'93;Totaal vestigingen;Drenthe;2006;24415.0
104;Totaal SBI'93;Totaal vestigingen;Overijssel;1994;46675.0
105;Totaal SBI'93;Totaal vestigingen;Overijssel;1995;46795.0
106;Totaal SBI'93;Totaal vestigingen;Overijssel;1996;47990.0
107;Totaal SBI'93;Totaal vestigingen;Overijssel;1997;49275.0
108;Totaal SBI'93;Totaal vestigingen;Overijssel;1998;51595.0
109;Totaal SBI'93;Totaal vestigingen;Overijssel;1999;51385.0
110;Totaal SBI'93;Totaal vestigingen;Overijssel;2000;51840.0
111;Totaal SBI'93;Totaal vestigingen;Overijssel;2001;52110.0
112;Totaal SBI'93;Totaal vestigingen;Overijssel;2002;51820.0
113;Totaal SBI'93;Totaal vestigingen;Overijssel;2003;51325.0
114;Totaal SBI'93;Totaal vestigingen;Overijssel;2004;52030.0
115;Totaal SBI'93;Totaal vestigingen;Overijssel;2005;52980.0
116;Totaal SBI'93;Totaal vestigingen;Overijssel;2006;54415.0
117;Totaal SBI'93;Totaal vestigingen;Flevoland;1994;10050.0
118;Totaal SBI'93;Totaal vestigingen;Flevoland;1995;10385.0
119;Totaal SBI'93;Totaal vestigingen;Flevoland;1996;11150.0
120;Totaal SBI'93;Totaal vestigingen;Flevoland;1997;11820.0
121;Totaal SBI'93;Totaal vestigingen;Flevoland;1998;12920.0
122;Totaal SBI'93;Totaal vestigingen;Flevoland;1999;13365.0
123;Totaal SBI'93;Totaal vestigingen;Flevoland;2000;13840.0
124;Totaal SBI'93;Totaal vestigingen;Flevoland;2001;14420.0
125;Totaal SBI'93;Totaal vestigingen;Flevoland;2002;15385.0
126;Totaal SBI'93;Totaal vestigingen;Flevoland;2003;15725.0
127;Totaal SBI'93;Totaal vestigingen;Flevoland;2004;16355.0
128;Totaal SBI'93;Totaal vestigingen;Flevoland;2005;16980.0
129;Totaal SBI'93;Totaal vestigingen;Flevoland;2006;17960.0
130;Totaal SBI'93;Totaal vestigingen;Gelderland;1994;82765.0
131;Totaal SBI'93;Totaal vestigingen;Gelderland;1995;83515.0
132;Totaal SBI'93;Totaal vestigingen;Gelderland;1996;86260.0
133;Totaal SBI'93;Totaal vestigingen;Gelderland;1997;88950.0
134;Totaal SBI'93;Totaal vestigingen;Gelderland;1998;93970.0
135;Totaal SBI'93;Totaal vestigingen;Gelderland;1999;94080.0
136;Totaal SBI'93;Totaal vestigingen;Gelderland;2000;95215.0
137;Totaal SBI'93;Totaal vestigingen;Gelderland;2001;95855.0
138;Totaal SBI'93;Totaal vestigingen;Gelderland;2002;95510.0
139;Totaal SBI'93;Totaal vestigingen;Gelderland;2003;94860.0
140;Totaal SBI'93;Totaal vestigingen;Gelderland;2004;96390.0
141;Totaal SBI'93;Totaal vestigingen;Gelderland;2005;98135.0
