ID;SBI93;Grootteklassen;RegioS;Perioden;Vestigingen_1
142;Totaal SBI'93;Totaal vestigingen;Gelderland;2006;100765.0
143;Totaal SBI'93;Totaal vestigingen;Utrecht;1994;45290.0
144;Totaal SBI'93;Totaal vestigingen;Utrecht;1995;45900.0
145;Totaal SBI'93;Totaal vestigingen;Utrecht;1996;47830.0
146;Totaal SBI'93;Totaal vestigingen;Utrecht;1997;49375.0
147;Totaal SBI'93;Totaal vestigingen;Utrecht;1998;53795.0
148;Totaal SBI'93;Totaal vestigingen;Utrecht;1999;54490.0
149;Totaal SBI'93;Totaal vestigingen;Utrecht;2000;55795.0
150;Totaal SBI'93;Totaal vestigingen;Utrecht;2001;56695.0
151;Totaal SBI'93;Totaal vestigingen;Utrecht;2002;57170.0
152;Totaal SBI'93;Totaal vestigingen;Utrecht;2003;56865.0
153;Totaal SBI'93;Totaal vestigingen;Utrecht;2004;58210.0
154;Totaal SBI'93;Totaal vestigingen;Utrecht;2005;59340.0
155;Totaal SBI'93;Totaal vestigingen;Utrecht;2006;61995.0
156;Totaal SBI'93;Totaal vestigingen;Noord-Holland;1994;111235.0
157;Totaal SBI'93;Totaal vestigingen;Noord-Holland;1995;112590.0
158;Totaal SBI'93;Totaal vestigingen;Noord-Holland;1996;118075.0
159;Totaal SBI'93;Totaal vestigingen;Noord-Holland;1997;123220.0
160;Totaal SBI'93;Totaal vestigingen;Noord-Holland;1998;133325.0
161;Totaal SBI'93;Totaal vestigingen;Noord-Holland;1999;133295.0
162;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2000;134600.0
163;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2001;136095.0
164;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2002;137985.0
165;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2003;136480.0
166;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2004;137940.0
167;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2005;139855.0
168;Totaal SBI'93;Totaal vestigingen;Noord-Holland;2006;144835.0
169;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;1994;130380.0
170;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;1995;129990.0
171;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;1996;134690.0
172;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;1997;140835.0
173;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;1998;150720.0
174;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;1999;150930.0
175;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2000;153740.0
176;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2001;154710.0
177;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2002;157055.0
178;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2003;154645.0
179;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2004;155985.0
180;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2005;157660.0
181;Totaal SBI'93;Totaal vestigingen;Zuid-Holland;2006;162935.0
182;Totaal SBI'93;Totaal vestigingen;Zeeland;1994;18700.0
183;Totaal SBI'93;Totaal vestigingen;Zeeland;1995;18575.0
184;Totaal SBI'93;Totaal vestigingen;Zeeland;1996;18950.0
185;Totaal SBI'93;Totaal vestigingen;Zeeland;1997;19335.0
186;Totaal SBI'93;Totaal vestigingen;Zeeland;1998;20360.0
187;Totaal SBI'93;Totaal vestigingen;Zeeland;1999;19955.0
188;Totaal SBI'93;Totaal vestigingen;Zeeland;2000;19975.0
189;Totaal SBI'93;Totaal vestigingen;Zeeland;2001;21010.0
190;Totaal SBI'93;Totaal vestigingen;Zeeland;2002;20670.0
191;Totaal SBI'93;Totaal vestigingen;Zeeland;2003;20230.0
192;Totaal SBI'93;Totaal vestigingen;Zeeland;2004;20360.0
193;Totaal SBI'93;Totaal vestigingen;Zeeland;2005;20795.0
194;Totaal SBI'93;Totaal vestigingen;Zeeland;2006;20995.0
195;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;1994;101090.0
196;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;1995;102350.0
197;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;1996;106405.0
198;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;1997;108990.0
199;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;1998;115730.0
200;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;1999;116760.0
201;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2000;118585.0
202;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2001;119640.0
203;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2002;119930.0
204;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2003;118825.0
205;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2004;120690.0
206;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2005;122645.0
207;Totaal SBI'93;Totaal vestigingen;Noord-Brabant;2006;126465.0
208;Totaal SBI'93;Totaal vestigingen;Limburg;1994;46205.0
209;Totaal SBI'93;Totaal vestigingen;Limburg;1995;46335.0
210;Totaal SBI'93;Totaal vestigingen;Limburg;1996;47635.0
211;Totaal SBI'93;Totaal vestigingen;Limburg;1997;48330.0
212;Totaal SBI'93;Totaal vestigingen;Limburg;1998;50930.0
213;Totaal SBI'93;Totaal vestigingen;Limburg;1999;50840.0
214;Totaal SBI'93;Totaal vestigingen;Limburg;2000;50925.0
215;Totaal SBI'93;Totaal vestigingen;Limburg;2001;50895.0
216;Totaal SBI'93;Totaal vestigingen;Limburg;2002;49985.0
217;Totaal SBI'93;Totaal vestigingen;Limburg;2003;49510.0
218;Totaal SBI'93;Totaal vestigingen;Limburg;2004;49300.0
219;Totaal SBI'93;Totaal vestigingen;Limburg;2005;49980.0
220;Totaal SBI'93;Totaal vestigingen;Limburg;2006;51090.0
221;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;1994;5755.0
222;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;1995;5840.0
223;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;1996;6100.0
224;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;1997;6390.0
225;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;1998;6575.0
226;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;1999;6555.0
227;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2000;6590.0
228;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2001;6610.0
229;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2002;6625.0
230;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2003;6545.0
231;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2004;6660.0
232;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2005;6765.0
233;Totaal SBI'93;Totaal vestigingen;Oost-Groningen;2006;7010.0
234;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;1994;1990.0
235;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;1995;2020.0
236;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;1996;2050.0
237;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;1997;2135.0
238;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;1998;2225.0
239;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;1999;2215.0
240;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2000;2195.0
241;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2001;2225.0
242;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2002;2200.0
243;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2003;2130.0
244;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2004;2190.0
245;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2005;2205.0
246;Totaal SBI'93;Totaal vestigingen;Delfzijl en omgeving;2006;2200.0
247;Totaal SBI'93;Totaal vestigingen;Overig Groningen;1994;14020.0
248;Totaal SBI'93;Totaal vestigingen;Overig Groningen;1995;14295.0
249;Totaal SBI'93;Totaal vestigingen;Overig Groningen;1996;14675.0
250;Totaal SBI'93;Totaal vestigingen;Overig Groningen;1997;15205.0
251;Totaal SBI'93;Totaal vestigingen;Overig Groningen;1998;16130.0
252;Totaal SBI'93;Totaal vestigingen;Overig Groningen;1999;16250.0
253;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2000;16245.0
254;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2001;16345.0
255;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2002;16405.0
256;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2003;16090.0
257;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2004;16325.0
258;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2005;16570.0
259;Totaal SBI'93;Totaal vestigingen;Overig Groningen;2006;17135.0
260;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;1994;13825.0
261;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;1995;13790.0
262;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;1996;14225.0
263;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;1997;14715.0
264;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;1998;15430.0
265;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;1999;15495.0
266;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2000;15560.0
267;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2001;15520.0
268;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2002;15400.0
269;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2003;15335.0
270;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2004;15560.0
271;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2005;15980.0
272;Totaal SBI'93;Totaal vestigingen;Noord-Friesland;2006;16395.0
273;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;1994;5220.0
274;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;1995;5210.0
275;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;1996;5410.0
276;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;1997;5555.0
277;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;1998;5865.0
278;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;1999;5920.0
279;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2000;6030.0
280;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2001;6110.0
281;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2002;6080.0
282;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2003;6085.0
283;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2004;6220.0
284;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2005;6355.0
285;Totaal SBI'93;Totaal vestigingen;Zuidwest-Friesland;2006;6505.0
286;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;1994;8685.0
287;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;1995;8695.0
288;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;1996;8985.0
289;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;1997;9320.0
290;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;1998;9815.0
291;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;1999;9890.0
292;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2000;10065.0
293;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2001;10175.0
294;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2002;10440.0
295;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2003;10395.0
296;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2004;10660.0
297;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2005;10940.0
298;Totaal SBI'93;Totaal vestigingen;Zuidoost-Friesland;2006;11190.0
299;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;1994;7080.0
300;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;1995;7185.0
301;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;1996;7380.0
302;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;1997;7640.0
303;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;1998;8055.0
304;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;1999;8025.0
305;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2000;8175.0
306;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2001;8170.0
307;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2002;8215.0
308;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2003;8130.0
309;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2004;8390.0
310;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2005;8620.0
311;Totaal SBI'93;Totaal vestigingen;Noord-Drenthe;2006;8935.0
312;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;1994;6635.0
313;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;1995;6715.0
314;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;1996;6935.0
315;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;1997;7155.0
316;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;1998;7460.0
317;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;1999;7425.0
318;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2000;7510.0
319;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2001;7560.0
320;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2002;7600.0
321;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2003;7685.0
322;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2004;7850.0
323;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2005;8045.0
324;Totaal SBI'93;Totaal vestigingen;Zuidoost-Drenthe;2006;8405.0
325;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;1994;5820.0
326;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;1995;5855.0
327;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;1996;5965.0
328;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;1997;6145.0
329;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;1998;6495.0
330;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;1999;6455.0
331;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2000;6460.0
332;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2001;6550.0
333;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2002;6525.0
334;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2003;6485.0
335;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2004;6660.0
336;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2005;6845.0
337;Totaal SBI'93;Totaal vestigingen;Zuidwest-Drenthe;2006;7075.0
338;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;1994;15465.0
339;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;1995;15515.0
340;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;1996;15785.0
341;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;1997;16200.0
342;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;1998;16910.0
343;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;1999;16770.0
344;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2000;16850.0
345;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2001;16925.0
346;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2002;16835.0
347;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2003;16650.0
348;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2004;16845.0
349;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2005;17245.0
350;Totaal SBI'93;Totaal vestigingen;Noord-Overijssel;2006;17735.0
351;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;1994;5815.0
352;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;1995;5795.0
353;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;1996;5970.0
354;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;1997;6130.0
355;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;1998;6405.0
356;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;1999;6370.0
357;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;2000;6385.0
358;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;2001;6380.0
359;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;2002;6415.0
360;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;2003;6410.0
361;Totaal SBI'93;Totaal vestigingen;Zuidwest-Overijssel;2004;6530.0
