ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
4847;Schelm;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
4848;Schenkel;502;Capelle aan den IJssel     ;88;Oostelijk randgebied Rotterdam                    ;28;ZH. ;nee;nee
4849;Schenkeldijk;517;'s-Gravendeel              ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
4850;Schenkeldijk;588;Korendijk                  ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
4851;Schermer;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;nee;ja 
4852;Schermerdijk;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;nee;nee
4853;Schermerhorn;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
4854;Scherpenering;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
4855;Scherpenisse;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;ja ;nee
4856;Scherpenzeel;279;Scherpenzeel               ;31;Gelderse Vallei                                   ;25;Gld.;ja ;ja 
4857;871;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4858;Schettens;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
4859;Scheulder;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
4860;Scheveningen;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;nee;nee
4861;Schey;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4862;Schiebroek;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;nee;nee
4863;Schiedam;606;Schiedam                   ;85;Industriegebied ten noorden van de Nieuwe Waterweg;28;ZH. ;ja ;ja 
4864;Schier, Het;117;Havelte                    ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
4865;806;88;Schiermonnikoog            ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;ja 
4866;Schietecoven;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4867;Schieveen;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;nee;nee
4868;917;106;Assen                      ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
4869;Schijf;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
4870;Schijndel;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;ja ;ja 
4871;Schilberg;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
4872;Schilberg (ged.);936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4873;Schilberg (ged.);990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4874;292;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
4875;Schillersheide;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
4876;430;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
4877;Schimmert;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
4878;Schin op Geul;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
4879;743;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
4880;Schinnen;962;Schinnen                   ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;ja 
4881;Schinveld;881;Onderbanken                ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
4882;909;105;Anloo                      ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
4883;Schiphol;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
4884;Schiphorst;135;de Wijk                    ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
4885;Schipluiden;607;Schipluiden                ;81;Westland                                          ;28;ZH. ;ja ;ja 
4886;Schoonbron;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4887;Schoondijke;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;nee
4888;Schoondorp;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;nee;nee
4889;Schoonebeek;129;Schoonebeek                ;15;Emmen, Schoonebeek                                ;22;D.  ;ja ;ja 
4890;Schoonenburg;252;Heumen                     ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
4891;Schoonhoven;608;Schoonhoven                ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;ja 
4892;Schoonlo;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
4893;Schoonoord;130;Sleen                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
4894;Schoonouwen;623;Vlist                      ;75;Krimpenerwaard                                    ;28;ZH. ;nee;nee
4895;Schoonrewoerd;545;Leerdam                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;nee
4896;Schoonveld;865;Vught                      ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
4897;Schoor;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
4898;533;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
4899;Schoordijk;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
4900;Schoorl;444;Schoorl                    ;55;Noord-Kennemerland                                ;27;NH. ;ja ;ja 
4901;Schoorldam (ged.);444;Schoorl                    ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
4902;Schoorldam (ged.);395;Harenkarspel               ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
4903;Schoorveld;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
4904;Schoot;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;nee
4905;Schoot;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
4906;Schoot, 't;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
4907;Schore;678;Kapelle                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
4908;Schorebrug;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
4909;341;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
4910;728;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
4911;Schotsheuvel;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;nee
4912;Schottershuizen;137;Zuidwolde                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
4913;Schouwen;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
4914;Schouwen-Duiveland;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;ja 
4915;Schouwerzijl;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
4916;Schraard;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
4917;Schreurserve;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
4918;Schrieversheide;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
4919;Schuddebeurs;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
4920;Schuddebeurs;1665;Made                       ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
4921;Schuddebeurs;677;Hulst                      ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;nee;nee
4922;Schuilenburg;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
4923;Schuilingsoord;136;Zuidlaren                  ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
4924;Schuinesloot;160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
4925;Schulpstet;383;Castricum                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
4926;Schurenberg;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
4927;Schuring;611;Cromstrijen                ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
4928;Schuttersveld;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
4929;Schutwijk;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
4930;Schuwacht;643;Nederlek                   ;75;Krimpenerwaard                                    ;28;ZH. ;nee;nee
4931;Schweiberg;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4932;135;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
4933;842;93;Terschelling               ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;nee
4934;Seghwaert;637;Zoetermeer                 ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
4935;Selissen;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
4936;342;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
4937;343;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
4938;796;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
4939;117;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
4940;498;56;Zuidhorn                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
4941;Sempke;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
4942;Sengelsbroek;749;Bergeyk                    ;116;Kempenland                                        ;30;NB. ;nee;nee
4943;Separatiedijk;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
4944;Seppe;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
4945;Serooskerke;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;ja ;nee
4946;Serooskerke;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;ja ;nee
4947;Seters;826;Oosterhout                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
4948;Sevenum;964;Sevenum                    ;120;Noord-Limburg                                     ;31;L.  ;ja ;ja 
4949;645;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
4950;Sibbe;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4951;Sibculo;160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
4952;461;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
4953;293;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
4954;294;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
4955;Siebengewald;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
4956;797;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4957;295;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
4958;Siepelveen;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
4959;Sigerswâld;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
4960;Sijbekarspel;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
4961;590;65;Dantumadeel                ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4962;Silvolde;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;ja ;nee
4963;Simonshaven;568;Bernisse                   ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;ja ;nee
4964;Simonshoek;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
4965;Simpelveld;965;Simpelveld                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;ja 
4966;Sinderen;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;ja ;nee
4967;Sinnevelt;392;Haarlem                    ;60;Haarlem                                           ;27;NH. ;nee;nee
4968;Sinselbeek;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4969;Sint Agatha;1684;Cuijk                      ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
4970;Sint Andries;247;Heerewaarden               ;42;Bommelerwaard                                     ;25;Gld.;nee;nee
4971;Sint Anna;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;nee;nee
4972;Sint Anna Ter Muiden;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
4973;Sint Annaland;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;ja ;nee
4974;574;63;het Bildt                  ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
4975;54;9;Ten Boer                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
4976;17;5;Bedum                      ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
4977;Sint Anthoniepolder;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
4978;Sint Anthonis;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;ja ;ja 
4979;Sint Antoniusbank;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4980;Sint Geertruid;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
4981;Sint Gerlach;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4982;Sint Hubert;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
4983;Sint Isidorushoeve;158;Haaksbergen                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
4984;575;63;het Bildt                  ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
4985;Sint Jansklooster;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
4986;Sint Jansteen;677;Hulst                      ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;ja ;nee
4987;390;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
4988;Sint Joosland;687;Middelburg                 ;95;Kanaalzone Walcheren                              ;29;Z.  ;nee;nee
4989;Sint Joost;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
4990;Sint Josefparochie;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
4991;Sint Kruis;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;nee
4992;Sint Laurens;687;Middelburg                 ;95;Kanaalzone Walcheren                              ;29;Z.  ;nee;nee
4993;Sint Maarten;395;Harenkarspel               ;53;Westelijk West-Friesland                          ;27;NH. ;ja ;nee
4994;Sint Maartensbrug;476;Zijpe                      ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;ja ;nee
4995;Sint Maartensdijk;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;ja ;nee
4996;Sint Maartensvlotbrug;476;Zijpe                      ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;ja ;nee
4997;187;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;nee;nee
4998;Sint Marten;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
4999;Sint Michielsgestel;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;ja 
5000;391;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5001;Sint Odilienberg;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
5002;Sint Pancras;416;Langedijk                  ;53;Westelijk West-Friesland                          ;27;NH. ;ja ;nee
5003;Sint Philipsland;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;ja ;nee
5004;Sint Pieter;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
5005;402;52;Winschoten                 ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
5006;Sint Willebrord;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
5007;Sint-Oedenrode;846;Sint-Oedenrode             ;112;Midden-Meijerij                                   ;30;NB. ;ja ;ja 
5008;Sirjansland;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;ja ;nee
5009;462;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
5010;Sittard;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;ja 
5011;392;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;nee;ja 
5012;Slabroek;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
5013;Slagharen;160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
5014;Slagveld;777;Etten-Leur                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
5015;Slangenburg;222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
5016;744;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
5017;Sleen;130;Sleen                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;ja 
5018;Sleeuwijk;870;Werkendam                  ;105;Land van Altena                                   ;30;NB. ;ja ;nee
5019;Slek;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
5020;Slenaken;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
5021;Slibbroek;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
5022;Slichtenhorst;267;Nijkerk                    ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
5023;Sliedrecht;610;Sliedrecht                 ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;ja ;ja 
5024;Slijk-Ewijk;283;Valburg                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
5025;872;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
5026;Slijkplaat;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
5027;Slijkwell;198;Ammerzoden                 ;42;Bommelerwaard                                     ;25;Gld.;nee;nee
5028;Slikkerveer;597;Ridderkerk                 ;87;Oostelijk IJsselmonde                             ;28;ZH. ;nee;nee
5029;296;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;ja 
5030;Slootdijk;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
5031;Slootdorp;463;Wieringermeer              ;51;Wieringen, Wieringermeer                          ;27;NH. ;ja ;nee
5032;Sloten;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5033;Sloten;363;Amsterdam                  ;63;Amsterdam                                         ;27;NH. ;nee;nee
5034;Sloterdijk;363;Amsterdam                  ;63;Amsterdam                                         ;27;NH. ;nee;nee
5035;Sluipwijk;595;Reeuwijk                   ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
5036;Sluis;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;nee;nee
5037;Sluis;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
5038;Sluis;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;nee
5039;Sluis-Aardenburg;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;ja 
5040;Sluiskil;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;ja ;nee
5041;Smakt;984;Venray                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
5042;939;107;Beilen                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
5043;822;90;Smallingerland             ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
5044;Smallebrugge;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5045;823;90;Smallingerland             ;9;Fries zandgebied                                  ;21;F.  ;nee;ja 
5046;244;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
5047;Smeermaas;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
5048;Smerp;462;Wieringen                  ;51;Wieringen, Wieringermeer                          ;27;NH. ;nee;nee
5049;Smidstraat;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5050;Smilde;131;Smilde                     ;17;Drentse zandgronden                               ;22;D.  ;ja ;ja 
5051;Smitshoek;489;Barendrecht                ;86;Westelijk IJsselmonde                             ;28;ZH. ;nee;nee
5052;Smorenhoek;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
5053;698;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;nee
5054;831;91;Sneek                      ;10;Fries weidegebied                                 ;21;F.  ;ja ;ja 
5055;Snelrewaard;589;Oudewater                  ;49;Utrechts weidegebied                              ;26;U.  ;ja ;nee
5056;Snepseind;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
5057;Snijdersberg;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
5058;393;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5059;Snippeling;152;Diepenveen                 ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
5060;Snodenhoek;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
5061;Snorrenhoef;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
5062;Soerel;230;Elburg                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
5063;Soerendonk;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;nee
5064;Soest;342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;ja 
5065;Soestdijk (ged.);308;Baarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
5066;Soestdijk (ged.);342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
5067;Soestduinen;342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
5068;Soesterberg;342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
5069;Soesterkwartier;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
5070;Soeterbeek;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5071;8;3;Appingedam                 ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
5072;Someren;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;ja ;ja 
5073;Someren-Eind;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
5074;Somerensche Heide;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
5075;Sommelsdijk;559;Middelharnis               ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
5076;Son;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;ja ;nee
5077;Son en Breugel;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;ja 
5078;Sondel;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5079;873;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
5080;Sonniuswijk;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
5081;Sonsbeek;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
5082;646;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
5083;Spaansch-Huisken;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
5084;Spaarndam;393;Haarlemmerliede c.a.       ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
5085;Spaarndam-West;392;Haarlem                    ;60;Haarlem                                           ;27;NH. ;ja ;nee
5086;Spaarndammerbuurt;453;Velsen                     ;59;IJmond                                            ;27;NH. ;nee;nee
5087;Spaarnwoude;393;Haarlemmerliede c.a.       ;62;Noordhollandse Meerlanden                         ;27;NH. ;nee;nee
5088;Spakenburg;313;Bunschoten                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
5089;Spanbroek;432;Opmeer                     ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
5090;874;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
5091;Spangen;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;nee;nee
5092;Spankeren;275;Rheden                     ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;ja ;nee
5093;394;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
5094;Spannum;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5095;Sparrenburg;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
5096;Spaubeek;888;Beek                       ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
5097;463;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
5098;Spekholzerheide;928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
5099;Spelberg;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
5100;Spengen;311;Breukelen                  ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
5101;Speuld;233;Ermelo                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
5102;940;107;Beilen                     ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
5103;Spierdijk;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
5104;Spijk;196;Rijnwaarden                ;26;De Lijmers                                        ;25;Gld.;ja ;nee
5105;Spijk;738;Aalburg                    ;105;Land van Altena                                   ;30;NB. ;nee;nee
5106;Spijk;733;Lingewaal                  ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
5107;87;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
