ID;Geslacht;LeeftijdOp31December;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
1121;Mannen en Vrouwen;23 jaar;2031;8815;6280;2535
1122;Mannen en Vrouwen;23 jaar;2032;8818;6278;2540
1123;Mannen en Vrouwen;23 jaar;2033;8817;6272;2545
1124;Mannen en Vrouwen;23 jaar;2034;8803;6236;2567
1125;Mannen en Vrouwen;23 jaar;2035;8791;6210;2581
1126;Mannen en Vrouwen;23 jaar;2036;8780;6164;2616
1127;Mannen en Vrouwen;23 jaar;2037;8799;6181;2618
1128;Mannen en Vrouwen;23 jaar;2038;8809;6188;2621
1129;Mannen en Vrouwen;23 jaar;2039;8824;6194;2630
1130;Mannen en Vrouwen;23 jaar;2040;8837;6196;2641
1131;Mannen en Vrouwen;23 jaar;2041;8847;6195;2652
1132;Mannen en Vrouwen;23 jaar;2042;8853;6195;2658
1133;Mannen en Vrouwen;23 jaar;2043;8864;6192;2672
1134;Mannen en Vrouwen;23 jaar;2044;8869;6186;2683
1135;Mannen en Vrouwen;23 jaar;2045;8873;6182;2691
1136;Mannen en Vrouwen;23 jaar;2046;8880;6177;2703
1137;Mannen en Vrouwen;23 jaar;2047;8880;6169;2711
1138;Mannen en Vrouwen;23 jaar;2048;8885;6161;2724
1139;Mannen en Vrouwen;23 jaar;2049;8888;6154;2734
1140;Mannen en Vrouwen;23 jaar;2050;8891;6146;2745
1141;Mannen en Vrouwen;23 jaar;2051;8892;6137;2755
1142;Mannen en Vrouwen;23 jaar;2052;8893;6127;2766
1143;Mannen en Vrouwen;23 jaar;2053;8895;6118;2777
1144;Mannen en Vrouwen;23 jaar;2054;8895;6108;2787
1145;Mannen en Vrouwen;23 jaar;2055;8897;6096;2801
1146;Mannen en Vrouwen;23 jaar;2056;8895;6083;2812
1147;Mannen en Vrouwen;23 jaar;2057;8890;6069;2821
1148;Mannen en Vrouwen;23 jaar;2058;8887;6055;2832
1149;Mannen en Vrouwen;23 jaar;2059;8885;6041;2844
1150;Mannen en Vrouwen;24 jaar;2014;8576;6153;2423
1151;Mannen en Vrouwen;24 jaar;2015;8795;6267;2528
1152;Mannen en Vrouwen;24 jaar;2016;9008;6450;2558
1153;Mannen en Vrouwen;24 jaar;2017;9195;6643;2552
1154;Mannen en Vrouwen;24 jaar;2018;9119;6826;2293
1155;Mannen en Vrouwen;24 jaar;2019;9020;6847;2173
1156;Mannen en Vrouwen;24 jaar;2020;8865;6871;1994
1157;Mannen en Vrouwen;24 jaar;2021;8867;6836;2031
1158;Mannen en Vrouwen;24 jaar;2022;8879;6841;2038
1159;Mannen en Vrouwen;24 jaar;2023;8882;6829;2053
1160;Mannen en Vrouwen;24 jaar;2024;8886;6846;2040
1161;Mannen en Vrouwen;24 jaar;2025;8877;6779;2098
1162;Mannen en Vrouwen;24 jaar;2026;8869;6759;2110
1163;Mannen en Vrouwen;24 jaar;2027;8864;6753;2111
1164;Mannen en Vrouwen;24 jaar;2028;8839;6702;2137
1165;Mannen en Vrouwen;24 jaar;2029;8817;6657;2160
1166;Mannen en Vrouwen;24 jaar;2030;8812;6653;2159
1167;Mannen en Vrouwen;24 jaar;2031;8800;6636;2164
1168;Mannen en Vrouwen;24 jaar;2032;8812;6659;2153
1169;Mannen en Vrouwen;24 jaar;2033;8813;6657;2156
1170;Mannen en Vrouwen;24 jaar;2034;8815;6648;2167
1171;Mannen en Vrouwen;24 jaar;2035;8797;6608;2189
1172;Mannen en Vrouwen;24 jaar;2036;8790;6576;2214
1173;Mannen en Vrouwen;24 jaar;2037;8775;6530;2245
1174;Mannen en Vrouwen;24 jaar;2038;8793;6549;2244
1175;Mannen en Vrouwen;24 jaar;2039;8807;6557;2250
1176;Mannen en Vrouwen;24 jaar;2040;8822;6564;2258
1177;Mannen en Vrouwen;24 jaar;2041;8833;6568;2265
1178;Mannen en Vrouwen;24 jaar;2042;8841;6568;2273
1179;Mannen en Vrouwen;24 jaar;2043;8850;6571;2279
1180;Mannen en Vrouwen;24 jaar;2044;8856;6566;2290
1181;Mannen en Vrouwen;24 jaar;2045;8863;6563;2300
1182;Mannen en Vrouwen;24 jaar;2046;8872;6559;2313
1183;Mannen en Vrouwen;24 jaar;2047;8875;6553;2322
1184;Mannen en Vrouwen;24 jaar;2048;8881;6548;2333
1185;Mannen en Vrouwen;24 jaar;2049;8884;6541;2343
1186;Mannen en Vrouwen;24 jaar;2050;8886;6533;2353
1187;Mannen en Vrouwen;24 jaar;2051;8889;6525;2364
1188;Mannen en Vrouwen;24 jaar;2052;8891;6515;2376
1189;Mannen en Vrouwen;24 jaar;2053;8892;6506;2386
1190;Mannen en Vrouwen;24 jaar;2054;8891;6497;2394
1191;Mannen en Vrouwen;24 jaar;2055;8892;6486;2406
1192;Mannen en Vrouwen;24 jaar;2056;8890;6474;2416
1193;Mannen en Vrouwen;24 jaar;2057;8887;6460;2427
1194;Mannen en Vrouwen;24 jaar;2058;8887;6446;2441
1195;Mannen en Vrouwen;24 jaar;2059;8884;6430;2454
1196;Mannen en Vrouwen;25 jaar;2014;8039;6092;1947
1197;Mannen en Vrouwen;25 jaar;2015;8280;6330;1950
1198;Mannen en Vrouwen;25 jaar;2016;8494;6467;2027
1199;Mannen en Vrouwen;25 jaar;2017;8664;6661;2003
1200;Mannen en Vrouwen;25 jaar;2018;8577;6814;1763
1201;Mannen en Vrouwen;25 jaar;2019;8507;6938;1569
1202;Mannen en Vrouwen;25 jaar;2020;8344;6895;1449
1203;Mannen en Vrouwen;25 jaar;2021;8331;6881;1450
1204;Mannen en Vrouwen;25 jaar;2022;8324;6849;1475
1205;Mannen en Vrouwen;25 jaar;2023;8346;6857;1489
1206;Mannen en Vrouwen;25 jaar;2024;8339;6839;1500
1207;Mannen en Vrouwen;25 jaar;2025;8365;6858;1507
1208;Mannen en Vrouwen;25 jaar;2026;8350;6796;1554
1209;Mannen en Vrouwen;25 jaar;2027;8346;6771;1575
1210;Mannen en Vrouwen;25 jaar;2028;8340;6760;1580
1211;Mannen en Vrouwen;25 jaar;2029;8317;6703;1614
1212;Mannen en Vrouwen;25 jaar;2030;8293;6662;1631
1213;Mannen en Vrouwen;25 jaar;2031;8288;6653;1635
1214;Mannen en Vrouwen;25 jaar;2032;8279;6632;1647
1215;Mannen en Vrouwen;25 jaar;2033;8289;6655;1634
1216;Mannen en Vrouwen;25 jaar;2034;8291;6652;1639
1217;Mannen en Vrouwen;25 jaar;2035;8290;6642;1648
1218;Mannen en Vrouwen;25 jaar;2036;8274;6601;1673
1219;Mannen en Vrouwen;25 jaar;2037;8267;6568;1699
1220;Mannen en Vrouwen;25 jaar;2038;8249;6521;1728
1221;Mannen en Vrouwen;25 jaar;2039;8267;6543;1724
1222;Mannen en Vrouwen;25 jaar;2040;8282;6554;1728
1223;Mannen en Vrouwen;25 jaar;2041;8294;6564;1730
1224;Mannen en Vrouwen;25 jaar;2042;8308;6569;1739
1225;Mannen en Vrouwen;25 jaar;2043;8317;6574;1743
1226;Mannen en Vrouwen;25 jaar;2044;8323;6576;1747
1227;Mannen en Vrouwen;25 jaar;2045;8330;6574;1756
1228;Mannen en Vrouwen;25 jaar;2046;8336;6573;1763
1229;Mannen en Vrouwen;25 jaar;2047;8345;6572;1773
1230;Mannen en Vrouwen;25 jaar;2048;8353;6568;1785
1231;Mannen en Vrouwen;25 jaar;2049;8357;6563;1794
1232;Mannen en Vrouwen;25 jaar;2050;8359;6558;1801
1233;Mannen en Vrouwen;25 jaar;2051;8361;6551;1810
1234;Mannen en Vrouwen;25 jaar;2052;8362;6545;1817
1235;Mannen en Vrouwen;25 jaar;2053;8362;6537;1825
1236;Mannen en Vrouwen;25 jaar;2054;8364;6529;1835
1237;Mannen en Vrouwen;25 jaar;2055;8363;6520;1843
1238;Mannen en Vrouwen;25 jaar;2056;8363;6510;1853
1239;Mannen en Vrouwen;25 jaar;2057;8362;6498;1864
1240;Mannen en Vrouwen;25 jaar;2058;8359;6486;1873
1241;Mannen en Vrouwen;25 jaar;2059;8357;6471;1886
1242;Mannen en Vrouwen;26 jaar;2014;7416;5714;1702
1243;Mannen en Vrouwen;26 jaar;2015;7621;5912;1709
1244;Mannen en Vrouwen;26 jaar;2016;7846;6158;1688
1245;Mannen en Vrouwen;26 jaar;2017;8011;6314;1697
1246;Mannen en Vrouwen;26 jaar;2018;7928;6482;1446
1247;Mannen en Vrouwen;26 jaar;2019;7845;6570;1275
1248;Mannen en Vrouwen;26 jaar;2020;7711;6618;1093
1249;Mannen en Vrouwen;26 jaar;2021;7686;6546;1140
1250;Mannen en Vrouwen;26 jaar;2022;7668;6529;1139
1251;Mannen en Vrouwen;26 jaar;2023;7672;6501;1171
1252;Mannen en Vrouwen;26 jaar;2024;7681;6511;1170
1253;Mannen en Vrouwen;26 jaar;2025;7695;6496;1199
1254;Mannen en Vrouwen;26 jaar;2026;7710;6518;1192
1255;Mannen en Vrouwen;26 jaar;2027;7705;6460;1245
1256;Mannen en Vrouwen;26 jaar;2028;7697;6435;1262
1257;Mannen en Vrouwen;26 jaar;2029;7692;6424;1268
1258;Mannen en Vrouwen;26 jaar;2030;7674;6378;1296
1259;Mannen en Vrouwen;26 jaar;2031;7649;6333;1316
1260;Mannen en Vrouwen;26 jaar;2032;7642;6324;1318
1261;Mannen en Vrouwen;26 jaar;2033;7632;6302;1330
1262;Mannen en Vrouwen;26 jaar;2034;7643;6326;1317
1263;Mannen en Vrouwen;26 jaar;2035;7646;6323;1323
1264;Mannen en Vrouwen;26 jaar;2036;7645;6314;1331
1265;Mannen en Vrouwen;26 jaar;2037;7630;6274;1356
1266;Mannen en Vrouwen;26 jaar;2038;7621;6242;1379
1267;Mannen en Vrouwen;26 jaar;2039;7605;6197;1408
1268;Mannen en Vrouwen;26 jaar;2040;7624;6221;1403
1269;Mannen en Vrouwen;26 jaar;2041;7635;6235;1400
1270;Mannen en Vrouwen;26 jaar;2042;7648;6246;1402
1271;Mannen en Vrouwen;26 jaar;2043;7659;6255;1404
1272;Mannen en Vrouwen;26 jaar;2044;7669;6261;1408
1273;Mannen en Vrouwen;26 jaar;2045;7676;6267;1409
1274;Mannen en Vrouwen;26 jaar;2046;7681;6267;1414
1275;Mannen en Vrouwen;26 jaar;2047;7687;6268;1419
1276;Mannen en Vrouwen;26 jaar;2048;7693;6269;1424
1277;Mannen en Vrouwen;26 jaar;2049;7698;6270;1428
1278;Mannen en Vrouwen;26 jaar;2050;7706;6266;1440
1279;Mannen en Vrouwen;26 jaar;2051;7709;6263;1446
1280;Mannen en Vrouwen;26 jaar;2052;7712;6260;1452
1281;Mannen en Vrouwen;26 jaar;2053;7717;6254;1463
1282;Mannen en Vrouwen;26 jaar;2054;7717;6249;1468
1283;Mannen en Vrouwen;26 jaar;2055;7718;6243;1475
1284;Mannen en Vrouwen;26 jaar;2056;7719;6236;1483
1285;Mannen en Vrouwen;26 jaar;2057;7718;6227;1491
1286;Mannen en Vrouwen;26 jaar;2058;7716;6219;1497
1287;Mannen en Vrouwen;26 jaar;2059;7713;6208;1505
1288;Mannen en Vrouwen;27 jaar;2014;6901;5221;1680
1289;Mannen en Vrouwen;27 jaar;2015;7087;5458;1629
1290;Mannen en Vrouwen;27 jaar;2016;7271;5668;1603
1291;Mannen en Vrouwen;27 jaar;2017;7460;5923;1537
1292;Mannen en Vrouwen;27 jaar;2018;7384;6064;1320
1293;Mannen en Vrouwen;27 jaar;2019;7299;6178;1121
1294;Mannen en Vrouwen;27 jaar;2020;7158;6194;964
1295;Mannen en Vrouwen;27 jaar;2021;7157;6205;952
1296;Mannen en Vrouwen;27 jaar;2022;7126;6139;987
1297;Mannen en Vrouwen;27 jaar;2023;7116;6118;998
1298;Mannen en Vrouwen;27 jaar;2024;7112;6092;1020
1299;Mannen en Vrouwen;27 jaar;2025;7142;6105;1037
1300;Mannen en Vrouwen;27 jaar;2026;7150;6092;1058
1301;Mannen en Vrouwen;27 jaar;2027;7169;6116;1053
1302;Mannen en Vrouwen;27 jaar;2028;7162;6063;1099
1303;Mannen en Vrouwen;27 jaar;2029;7152;6040;1112
1304;Mannen en Vrouwen;27 jaar;2030;7149;6037;1112
1305;Mannen en Vrouwen;27 jaar;2031;7128;5992;1136
1306;Mannen en Vrouwen;27 jaar;2032;7105;5950;1155
1307;Mannen en Vrouwen;27 jaar;2033;7095;5940;1155
1308;Mannen en Vrouwen;27 jaar;2034;7088;5918;1170
1309;Mannen en Vrouwen;27 jaar;2035;7097;5942;1155
1310;Mannen en Vrouwen;27 jaar;2036;7101;5938;1163
1311;Mannen en Vrouwen;27 jaar;2037;7099;5932;1167
1312;Mannen en Vrouwen;27 jaar;2038;7085;5893;1192
1313;Mannen en Vrouwen;27 jaar;2039;7075;5863;1212
1314;Mannen en Vrouwen;27 jaar;2040;7060;5822;1238
1315;Mannen en Vrouwen;27 jaar;2041;7077;5845;1232
1316;Mannen en Vrouwen;27 jaar;2042;7089;5859;1230
1317;Mannen en Vrouwen;27 jaar;2043;7103;5875;1228
1318;Mannen en Vrouwen;27 jaar;2044;7113;5884;1229
1319;Mannen en Vrouwen;27 jaar;2045;7121;5892;1229
1320;Mannen en Vrouwen;27 jaar;2046;7130;5899;1231
1321;Mannen en Vrouwen;27 jaar;2047;7137;5902;1235
1322;Mannen en Vrouwen;27 jaar;2048;7142;5904;1238
1323;Mannen en Vrouwen;27 jaar;2049;7148;5908;1240
1324;Mannen en Vrouwen;27 jaar;2050;7152;5909;1243
1325;Mannen en Vrouwen;27 jaar;2051;7157;5909;1248
1326;Mannen en Vrouwen;27 jaar;2052;7159;5907;1252
1327;Mannen en Vrouwen;27 jaar;2053;7161;5906;1255
1328;Mannen en Vrouwen;27 jaar;2054;7166;5902;1264
1329;Mannen en Vrouwen;27 jaar;2055;7166;5898;1268
1330;Mannen en Vrouwen;27 jaar;2056;7170;5894;1276
1331;Mannen en Vrouwen;27 jaar;2057;7170;5889;1281
1332;Mannen en Vrouwen;27 jaar;2058;7168;5883;1285
1333;Mannen en Vrouwen;27 jaar;2059;7166;5875;1291
1334;Mannen en Vrouwen;28 jaar;2014;6444;5000;1444
1335;Mannen en Vrouwen;28 jaar;2015;6625;5133;1492
1336;Mannen en Vrouwen;28 jaar;2016;6795;5378;1417
1337;Mannen en Vrouwen;28 jaar;2017;6948;5616;1332
1338;Mannen en Vrouwen;28 jaar;2018;6905;5862;1043
1339;Mannen en Vrouwen;28 jaar;2019;6826;5962;864
1340;Mannen en Vrouwen;28 jaar;2020;6691;6014;677
1341;Mannen en Vrouwen;28 jaar;2021;6671;6001;670
1342;Mannen en Vrouwen;28 jaar;2022;6668;6012;656
1343;Mannen en Vrouwen;28 jaar;2023;6647;5946;701
1344;Mannen en Vrouwen;28 jaar;2024;6635;5924;711
1345;Mannen en Vrouwen;28 jaar;2025;6649;5898;751
1346;Mannen en Vrouwen;28 jaar;2026;6669;5912;757
1347;Mannen en Vrouwen;28 jaar;2027;6680;5900;780
1348;Mannen en Vrouwen;28 jaar;2028;6699;5924;775
1349;Mannen en Vrouwen;28 jaar;2029;6688;5872;816
1350;Mannen en Vrouwen;28 jaar;2030;6684;5860;824
1351;Mannen en Vrouwen;28 jaar;2031;6679;5856;823
1352;Mannen en Vrouwen;28 jaar;2032;6657;5811;846
1353;Mannen en Vrouwen;28 jaar;2033;6633;5769;864
1354;Mannen en Vrouwen;28 jaar;2034;6626;5759;867
1355;Mannen en Vrouwen;28 jaar;2035;6615;5737;878
1356;Mannen en Vrouwen;28 jaar;2036;6627;5759;868
1357;Mannen en Vrouwen;28 jaar;2037;6631;5756;875
1358;Mannen en Vrouwen;28 jaar;2038;6629;5748;881
1359;Mannen en Vrouwen;28 jaar;2039;6617;5712;905
1360;Mannen en Vrouwen;28 jaar;2040;6608;5681;927
1361;Mannen en Vrouwen;28 jaar;2041;6593;5643;950
1362;Mannen en Vrouwen;28 jaar;2042;6612;5667;945
1363;Mannen en Vrouwen;28 jaar;2043;6623;5681;942
1364;Mannen en Vrouwen;28 jaar;2044;6634;5697;937
1365;Mannen en Vrouwen;28 jaar;2045;6642;5705;937
1366;Mannen en Vrouwen;28 jaar;2046;6653;5714;939
1367;Mannen en Vrouwen;28 jaar;2047;6662;5721;941
1368;Mannen en Vrouwen;28 jaar;2048;6668;5724;944
1369;Mannen en Vrouwen;28 jaar;2049;6673;5727;946
1370;Mannen en Vrouwen;28 jaar;2050;6679;5731;948
1371;Mannen en Vrouwen;28 jaar;2051;6683;5733;950
1372;Mannen en Vrouwen;28 jaar;2052;6683;5733;950
1373;Mannen en Vrouwen;28 jaar;2053;6687;5732;955
1374;Mannen en Vrouwen;28 jaar;2054;6690;5731;959
1375;Mannen en Vrouwen;28 jaar;2055;6692;5728;964
1376;Mannen en Vrouwen;28 jaar;2056;6692;5726;966
1377;Mannen en Vrouwen;28 jaar;2057;6693;5722;971
1378;Mannen en Vrouwen;28 jaar;2058;6694;5717;977
1379;Mannen en Vrouwen;28 jaar;2059;6692;5712;980
1380;Mannen en Vrouwen;29 jaar;2014;5933;4817;1116
1381;Mannen en Vrouwen;29 jaar;2015;6125;4946;1179
1382;Mannen en Vrouwen;29 jaar;2016;6283;5101;1182
1383;Mannen en Vrouwen;29 jaar;2017;6412;5352;1060
1384;Mannen en Vrouwen;29 jaar;2018;6348;5573;775
1385;Mannen en Vrouwen;29 jaar;2019;6304;5764;540
1386;Mannen en Vrouwen;29 jaar;2020;6182;5797;385
1387;Mannen en Vrouwen;29 jaar;2021;6170;5819;351
1388;Mannen en Vrouwen;29 jaar;2022;6153;5810;343
1389;Mannen en Vrouwen;29 jaar;2023;6157;5824;333
1390;Mannen en Vrouwen;29 jaar;2024;6128;5763;365
1391;Mannen en Vrouwen;29 jaar;2025;6124;5743;381
1392;Mannen en Vrouwen;29 jaar;2026;6132;5721;411
1393;Mannen en Vrouwen;29 jaar;2027;6162;5735;427
1394;Mannen en Vrouwen;29 jaar;2028;6169;5728;441
1395;Mannen en Vrouwen;29 jaar;2029;6190;5750;440
1396;Mannen en Vrouwen;29 jaar;2030;6182;5712;470
1397;Mannen en Vrouwen;29 jaar;2031;6177;5700;477
1398;Mannen en Vrouwen;29 jaar;2032;6169;5697;472
1399;Mannen en Vrouwen;29 jaar;2033;6150;5656;494
1400;Mannen en Vrouwen;29 jaar;2034;6129;5615;514
1401;Mannen en Vrouwen;29 jaar;2035;6120;5605;515
1402;Mannen en Vrouwen;29 jaar;2036;6112;5585;527
1403;Mannen en Vrouwen;29 jaar;2037;6124;5609;515
1404;Mannen en Vrouwen;29 jaar;2038;6123;5606;517
1405;Mannen en Vrouwen;29 jaar;2039;6124;5600;524
1406;Mannen en Vrouwen;29 jaar;2040;6111;5565;546
1407;Mannen en Vrouwen;29 jaar;2041;6100;5538;562
1408;Mannen en Vrouwen;29 jaar;2042;6090;5501;589
1409;Mannen en Vrouwen;29 jaar;2043;6104;5527;577
1410;Mannen en Vrouwen;29 jaar;2044;6115;5543;572
1411;Mannen en Vrouwen;29 jaar;2045;6127;5557;570
1412;Mannen en Vrouwen;29 jaar;2046;6138;5569;569
1413;Mannen en Vrouwen;29 jaar;2047;6147;5579;568
1414;Mannen en Vrouwen;29 jaar;2048;6157;5588;569
1415;Mannen en Vrouwen;29 jaar;2049;6161;5592;569
1416;Mannen en Vrouwen;29 jaar;2050;6168;5599;569
1417;Mannen en Vrouwen;29 jaar;2051;6173;5603;570
1418;Mannen en Vrouwen;29 jaar;2052;6175;5607;568
1419;Mannen en Vrouwen;29 jaar;2053;6179;5609;570
1420;Mannen en Vrouwen;29 jaar;2054;6179;5609;570
1421;Mannen en Vrouwen;29 jaar;2055;6185;5608;577
1422;Mannen en Vrouwen;29 jaar;2056;6187;5608;579
1423;Mannen en Vrouwen;29 jaar;2057;6188;5607;581
1424;Mannen en Vrouwen;29 jaar;2058;6187;5605;582
1425;Mannen en Vrouwen;29 jaar;2059;6187;5601;586
1426;Mannen en Vrouwen;30 jaar;2014;5432;4580;852
1427;Mannen en Vrouwen;30 jaar;2015;5598;4720;878
1428;Mannen en Vrouwen;30 jaar;2016;5748;4863;885
1429;Mannen en Vrouwen;30 jaar;2017;5873;5031;842
1430;Mannen en Vrouwen;30 jaar;2018;5807;5254;553
1431;Mannen en Vrouwen;30 jaar;2019;5738;5422;316
1432;Mannen en Vrouwen;30 jaar;2020;5658;5538;120
1433;Mannen en Vrouwen;30 jaar;2021;5658;5548;110
1434;Mannen en Vrouwen;30 jaar;2022;5642;5578;64
1435;Mannen en Vrouwen;30 jaar;2023;5633;5576;57
1436;Mannen en Vrouwen;30 jaar;2024;5628;5595;33
1437;Mannen en Vrouwen;30 jaar;2025;5614;5544;70
1438;Mannen en Vrouwen;30 jaar;2026;5609;5530;79
1439;Mannen en Vrouwen;30 jaar;2027;5617;5513;104
1440;Mannen en Vrouwen;30 jaar;2028;5647;5529;118
1441;Mannen en Vrouwen;30 jaar;2029;5652;5523;129
1442;Mannen en Vrouwen;30 jaar;2030;5673;5555;118
1443;Mannen en Vrouwen;30 jaar;2031;5663;5524;139
1444;Mannen en Vrouwen;30 jaar;2032;5657;5516;141
1445;Mannen en Vrouwen;30 jaar;2033;5652;5516;136
1446;Mannen en Vrouwen;30 jaar;2034;5631;5480;151
1447;Mannen en Vrouwen;30 jaar;2035;5612;5443;169
1448;Mannen en Vrouwen;30 jaar;2036;5604;5437;167
1449;Mannen en Vrouwen;30 jaar;2037;5594;5420;174
1450;Mannen en Vrouwen;30 jaar;2038;5606;5443;163
1451;Mannen en Vrouwen;30 jaar;2039;5609;5443;166
1452;Mannen en Vrouwen;30 jaar;2040;5612;5439;173
1453;Mannen en Vrouwen;30 jaar;2041;5594;5409;185
1454;Mannen en Vrouwen;30 jaar;2042;5585;5388;197
1455;Mannen en Vrouwen;30 jaar;2043;5568;5355;213
1456;Mannen en Vrouwen;30 jaar;2044;5588;5382;206
1457;Mannen en Vrouwen;30 jaar;2045;5602;5400;202
1458;Mannen en Vrouwen;30 jaar;2046;5612;5418;194
1459;Mannen en Vrouwen;30 jaar;2047;5620;5429;191
1460;Mannen en Vrouwen;30 jaar;2048;5631;5442;189
1461;Mannen en Vrouwen;30 jaar;2049;5638;5453;185
1462;Mannen en Vrouwen;30 jaar;2050;5645;5461;184
1463;Mannen en Vrouwen;30 jaar;2051;5650;5469;181
1464;Mannen en Vrouwen;30 jaar;2052;5655;5475;180
1465;Mannen en Vrouwen;30 jaar;2053;5657;5482;175
1466;Mannen en Vrouwen;30 jaar;2054;5659;5486;173
1467;Mannen en Vrouwen;30 jaar;2055;5665;5490;175
1468;Mannen en Vrouwen;30 jaar;2056;5667;5491;176
1469;Mannen en Vrouwen;30 jaar;2057;5668;5494;174
1470;Mannen en Vrouwen;30 jaar;2058;5669;5494;175
1471;Mannen en Vrouwen;30 jaar;2059;5668;5495;173
1472;Mannen en Vrouwen;31 jaar;2014;4947;4266;681
1473;Mannen en Vrouwen;31 jaar;2015;5104;4444;660
1474;Mannen en Vrouwen;31 jaar;2016;5234;4593;641
1475;Mannen en Vrouwen;31 jaar;2017;5358;4735;623
1476;Mannen en Vrouwen;31 jaar;2018;5301;4872;429
1477;Mannen en Vrouwen;31 jaar;2019;5237;5029;208
1478;Mannen en Vrouwen;31 jaar;2020;5137;5113;24
1479;Mannen en Vrouwen;31 jaar;2021;5162;5191;-29
1480;Mannen en Vrouwen;31 jaar;2022;5160;5201;-41
1481;Mannen en Vrouwen;31 jaar;2023;5151;5228;-77
1482;Mannen en Vrouwen;31 jaar;2024;5138;5224;-86
1483;Mannen en Vrouwen;31 jaar;2025;5147;5243;-96
1484;Mannen en Vrouwen;31 jaar;2026;5130;5199;-69
1485;Mannen en Vrouwen;31 jaar;2027;5123;5188;-65
1486;Mannen en Vrouwen;31 jaar;2028;5131;5176;-45
1487;Mannen en Vrouwen;31 jaar;2029;5158;5192;-34
1488;Mannen en Vrouwen;31 jaar;2030;5165;5198;-33
1489;Mannen en Vrouwen;31 jaar;2031;5189;5229;-40
1490;Mannen en Vrouwen;31 jaar;2032;5180;5204;-24
1491;Mannen en Vrouwen;31 jaar;2033;5174;5199;-25
1492;Mannen en Vrouwen;31 jaar;2034;5170;5201;-31
1493;Mannen en Vrouwen;31 jaar;2035;5149;5172;-23
1494;Mannen en Vrouwen;31 jaar;2036;5129;5141;-12
1495;Mannen en Vrouwen;31 jaar;2037;5125;5135;-10
1496;Mannen en Vrouwen;31 jaar;2038;5115;5122;-7
1497;Mannen en Vrouwen;31 jaar;2039;5128;5146;-18
1498;Mannen en Vrouwen;31 jaar;2040;5129;5149;-20
1499;Mannen en Vrouwen;31 jaar;2041;5127;5147;-20
1500;Mannen en Vrouwen;31 jaar;2042;5113;5123;-10
1501;Mannen en Vrouwen;31 jaar;2043;5100;5105;-5
1502;Mannen en Vrouwen;31 jaar;2044;5085;5076;9
1503;Mannen en Vrouwen;31 jaar;2045;5102;5104;-2
1504;Mannen en Vrouwen;31 jaar;2046;5111;5122;-11
1505;Mannen en Vrouwen;31 jaar;2047;5126;5140;-14
1506;Mannen en Vrouwen;31 jaar;2048;5135;5155;-20
1507;Mannen en Vrouwen;31 jaar;2049;5145;5169;-24
1508;Mannen en Vrouwen;31 jaar;2050;5154;5181;-27
1509;Mannen en Vrouwen;31 jaar;2051;5159;5191;-32
1510;Mannen en Vrouwen;31 jaar;2052;5163;5200;-37
1511;Mannen en Vrouwen;31 jaar;2053;5166;5210;-44
1512;Mannen en Vrouwen;31 jaar;2054;5170;5217;-47
1513;Mannen en Vrouwen;31 jaar;2055;5174;5223;-49
1514;Mannen en Vrouwen;31 jaar;2056;5173;5229;-56
1515;Mannen en Vrouwen;31 jaar;2057;5175;5233;-58
1516;Mannen en Vrouwen;31 jaar;2058;5176;5237;-61
1517;Mannen en Vrouwen;31 jaar;2059;5177;5240;-63
1518;Mannen en Vrouwen;32 jaar;2014;4477;4008;469
1519;Mannen en Vrouwen;32 jaar;2015;4601;4083;518
1520;Mannen en Vrouwen;32 jaar;2016;4725;4273;452
1521;Mannen en Vrouwen;32 jaar;2017;4824;4419;405
1522;Mannen en Vrouwen;32 jaar;2018;4790;4540;250
1523;Mannen en Vrouwen;32 jaar;2019;4739;4623;116
1524;Mannen en Vrouwen;32 jaar;2020;4646;4704;-58
1525;Mannen en Vrouwen;32 jaar;2021;4650;4750;-100
1526;Mannen en Vrouwen;32 jaar;2022;4672;4825;-153
1527;Mannen en Vrouwen;32 jaar;2023;4674;4834;-160
1528;Mannen en Vrouwen;32 jaar;2024;4666;4855;-189
1529;Mannen en Vrouwen;32 jaar;2025;4658;4848;-190
1530;Mannen en Vrouwen;32 jaar;2026;4660;4864;-204
1531;Mannen en Vrouwen;32 jaar;2027;4647;4823;-176
1532;Mannen en Vrouwen;32 jaar;2028;4641;4811;-170
1533;Mannen en Vrouwen;32 jaar;2029;4654;4802;-148
1534;Mannen en Vrouwen;32 jaar;2030;4676;4826;-150
1535;Mannen en Vrouwen;32 jaar;2031;4683;4831;-148
1536;Mannen en Vrouwen;32 jaar;2032;4704;4861;-157
1537;Mannen en Vrouwen;32 jaar;2033;4698;4838;-140
1538;Mannen en Vrouwen;32 jaar;2034;4693;4833;-140
1539;Mannen en Vrouwen;32 jaar;2035;4684;4834;-150
1540;Mannen en Vrouwen;32 jaar;2036;4667;4805;-138
1541;Mannen en Vrouwen;32 jaar;2037;4647;4776;-129
1542;Mannen en Vrouwen;32 jaar;2038;4640;4773;-133
1543;Mannen en Vrouwen;32 jaar;2039;4631;4758;-127
1544;Mannen en Vrouwen;32 jaar;2040;4643;4781;-138
1545;Mannen en Vrouwen;32 jaar;2041;4643;4783;-140
1546;Mannen en Vrouwen;32 jaar;2042;4645;4783;-138
