ID;Nationaliteit;Perioden;TotaalVerblijfsvergunningenAsiel_1;VluchtelingenstatusSubsidiaireStatus_2;HumanitaireRedenen_3;TotaalVerblijfsvergunningRegulier_4;TotaalGezinsherenigingGezinsvorming_5;EchtgenoteEchtgenoot_6;MinderjarigKind_7;OverigeGezinshereniging_8;Studie_9;TotaalArbeid_10;KenniswerkerBlueCard_11;Onderzoeker_12;OverigeArbeid_13;SlachtofferMensenhandel_14;OverigRegulier_15;GVVA_16
65;Amerikaans ;2009;0;0.0;0.0;4035;1485;730;595;160;1285;1120;705;75;340;0;145;
66;Amerikaans ;2010;0;0.0;0.0;4160;1430;710;565;155;1290;1290;795;85;405;0;150;
67;Amerikaans ;2011;0;0.0;0.0;4375;1630;795;665;165;1440;1150;790;85;275;0;155;
68;Amerikaans ;2012;0;0.0;0.0;4470;1715;785;765;170;1320;1325;830;90;405;0;110;
69;Amerikaans ;2013;0;0.0;0.0;4800;1735;820;870;50;1445;1475;885;125;465;0;140;
70;Amerikaans ;2014;0;0.0;0.0;4925;1800;945;810;50;1420;1550;945;105;500;0;155;
71;Amerikaans ;2015;5;0.0;5.0;5795;1795;940;810;50;1940;1800;1035;155;615;0;260;
72;Amerikaans ;2016;0;0.0;0.0;5860;1775;915;800;60;2120;1715;980;125;605;0;255;
73;Amerikaans ;2017;5;0.0;5.0;6495;2055;1095;880;80;2145;2065;1235;180;650;0;230;
74;Amerikaans ;2018;10;0.0;10.0;6950;2115;1120;895;100;2395;2140;1340;190;610;0;295;
75;Amerikaans ;2019;15;5.0;10.0;7405;2290;1175;965;150;2510;2200;1305;170;725;0;405;
76;Amerikaans ;2020;15;10.0;5.0;4285;1760;1020;655;85;850;1435;850;125;465;0;235;
77;Amerikaans ;2021;5;0.0;5.0;5590;1905;1005;780;120;1815;1545;880;135;530;0;325;
78;Amerikaans ;2022;10;0.0;10.0;6775;2275;1200;940;135;2190;2010;1230;135;645;0;300;
79;Amerikaans ;2023;10;0.0;10.0;6935;2155;1145;905;105;2460;1955;960;135;865;0;360;
80;Angolees ;2008;10;0.0;0.0;480;55;15;25;10;0;0;0;0;0;0;425;
81;Angolees ;2009;25;15.0;10.0;165;55;15;20;20;0;10;5;0;0;0;100;
82;Angolees ;2010;15;5.0;10.0;90;50;5;20;25;0;0;0;0;0;0;40;
83;Angolees ;2011;5;5.0;0.0;60;30;5;15;10;5;0;0;0;0;15;10;
84;Angolees ;2012;5;0.0;0.0;50;30;10;15;10;0;0;0;0;0;10;5;
85;Angolees ;2013;0;0.0;0.0;110;70;5;30;35;0;0;0;0;0;5;30;
86;Angolees ;2014;5;0.0;0.0;75;50;15;20;15;0;0;0;0;0;5;20;
87;Angolees ;2015;0;0.0;0.0;45;30;5;20;5;5;0;0;0;0;0;10;
88;Angolees ;2016;0;0.0;0.0;40;20;5;10;5;0;0;0;0;0;0;15;
89;Angolees ;2017;0;0.0;0.0;50;35;5;10;20;0;0;0;0;0;5;10;
90;Angolees ;2018;0;0.0;0.0;45;35;5;10;15;0;0;0;0;0;5;5;
91;Angolees ;2019;0;0.0;0.0;55;40;0;20;20;0;0;0;0;0;0;10;
92;Angolees ;2020;0;0.0;0.0;45;30;5;15;15;0;0;0;0;0;0;15;
93;Angolees ;2021;0;0.0;0.0;35;20;0;10;10;5;0;0;0;0;0;5;
94;Angolees ;2022;5;5.0;0.0;50;40;5;15;20;5;0;5;0;0;0;10;
95;Angolees ;2023;5;5.0;0.0;70;50;5;10;40;0;5;0;0;0;0;15;
96;Argentijns ;2008;0;0.0;0.0;170;75;30;10;30;25;50;40;0;10;0;20;
97;Argentijns ;2009;0;0.0;0.0;155;55;30;10;15;30;50;25;5;20;0;25;
98;Argentijns ;2010;0;0.0;0.0;155;45;30;5;15;35;50;25;10;20;0;20;
99;Argentijns ;2011;0;0.0;0.0;170;65;30;15;20;35;40;20;10;10;0;25;
100;Argentijns ;2012;0;0.0;0.0;150;55;25;10;20;30;40;20;10;10;0;20;
101;Argentijns ;2013;0;0.0;0.0;260;105;50;50;5;50;75;50;10;10;0;30;
102;Argentijns ;2014;0;0.0;0.0;190;60;45;10;0;35;60;25;15;20;0;35;
103;Argentijns ;2015;0;0.0;0.0;205;60;35;20;5;45;65;30;5;30;0;40;
104;Argentijns ;2016;0;0.0;0.0;255;70;45;10;10;60;80;45;5;30;0;45;
105;Argentijns ;2017;0;0.0;0.0;380;75;55;10;10;80;90;45;10;30;0;135;
106;Argentijns ;2018;0;0.0;0.0;405;80;50;20;10;85;90;55;5;30;0;150;
107;Argentijns ;2019;0;0.0;0.0;515;135;80;35;15;60;135;95;20;25;0;185;
108;Argentijns ;2020;0;0.0;0.0;285;100;50;25;25;25;85;55;15;15;0;75;
109;Argentijns ;2021;0;0.0;0.0;435;140;90;25;20;50;135;95;15;30;0;110;
110;Argentijns ;2022;0;0.0;0.0;645;155;90;45;20;70;190;130;25;35;0;230;
111;Argentijns ;2023;0;0.0;0.0;455;110;65;30;15;40;110;70;10;30;0;200;
112;Armeens ;2008;25;0.0;0.0;290;60;40;15;5;10;10;5;0;0;0;210;
113;Armeens ;2009;80;30.0;50.0;115;70;40;15;15;15;10;10;0;0;0;25;
114;Armeens ;2010;165;85.0;75.0;105;75;45;20;15;15;5;0;0;0;0;10;
115;Armeens ;2011;75;40.0;35.0;120;90;55;30;10;15;5;5;0;0;0;10;
116;Armeens ;2012;35;15.0;20.0;150;110;60;25;20;20;10;5;0;5;5;10;
117;Armeens ;2013;15;10.0;10.0;300;230;60;75;95;10;5;0;0;5;5;45;
118;Armeens ;2014;20;5.0;15.0;175;130;65;55;10;25;5;5;0;5;0;15;
119;Armeens ;2015;20;15.0;5.0;175;120;65;40;10;15;10;5;5;0;5;30;
120;Armeens ;2016;20;10.0;10.0;175;115;60;40;20;15;10;5;0;0;0;30;
121;Armeens ;2017;15;10.0;5.0;160;105;45;35;25;10;15;10;0;5;0;30;
122;Armeens ;2018;5;5.0;0.0;190;120;55;35;30;15;10;10;0;0;5;40;
123;Armeens ;2019;10;5.0;5.0;535;150;60;55;35;10;10;5;5;0;0;365;
124;Armeens ;2020;5;5.0;0.0;145;75;30;30;20;25;10;5;0;0;0;35;
125;Armeens ;2021;15;15.0;0.0;135;90;45;35;10;25;0;15;5;0;0;20;
126;Armeens ;2022;10;5.0;5.0;215;105;50;30;25;30;40;30;0;5;0;40;
127;Armeens ;2023;5;5.0;0.0;210;135;70;30;35;25;30;25;5;5;0;20;
128;Australisch ;2008;0;0.0;0.0;955;230;115;65;50;160;210;160;10;40;0;355;
129;Australisch ;2009;0;0.0;0.0;870;175;80;55;40;130;185;150;0;35;0;380;
130;Australisch ;2010;0;0.0;0.0;995;190;95;55;40;115;185;140;10;30;0;505;
131;Australisch ;2011;0;0.0;0.0;870;210;105;55;45;120;150;125;10;15;0;390;
132;Australisch ;2012;0;0.0;0.0;810;195;100;50;45;105;135;105;5;20;0;380;
133;Australisch ;2013;0;0.0;0.0;1105;165;80;80;5;115;180;140;15;25;0;645;
134;Australisch ;2014;0;0.0;0.0;1190;230;140;80;15;125;200;155;20;25;0;630;
135;Australisch ;2015;0;0.0;0.0;1450;215;135;70;10;180;205;160;20;25;0;850;
136;Australisch ;2016;0;0.0;0.0;1505;235;145;70;15;230;225;160;35;30;0;820;
137;Australisch ;2017;0;0.0;0.0;1530;215;130;60;30;250;225;170;25;25;0;845;
138;Australisch ;2018;0;0.0;0.0;1745;290;170;90;30;310;285;220;35;30;0;860;
139;Australisch ;2019;0;0.0;0.0;1805;315;175;100;35;340;345;270;40;35;0;805;
140;Australisch ;2020;0;0.0;0.0;835;250;140;75;35;55;200;155;15;30;0;330;
141;Australisch ;2021;0;0.0;0.0;655;220;135;65;25;45;210;170;15;25;0;180;
142;Australisch ;2022;0;0.0;0.0;1550;325;210;90;25;445;310;265;15;25;0;465;
143;Australisch ;2023;0;0.0;0.0;1835;270;185;60;30;465;330;275;25;30;0;770;
144;Azerbeidzjaans ;2008;25;0.0;0.0;425;35;15;5;15;15;5;5;0;0;0;365;
145;Azerbeidzjaans ;2009;60;25.0;35.0;85;30;10;10;10;20;0;0;0;0;0;35;
146;Azerbeidzjaans ;2010;65;45.0;20.0;75;25;10;5;10;30;5;0;0;5;0;15;
147;Azerbeidzjaans ;2011;40;15.0;25.0;90;40;20;10;10;40;5;5;0;0;0;5;
148;Azerbeidzjaans ;2012;15;10.0;5.0;90;25;10;10;10;35;15;0;0;10;5;15;
149;Azerbeidzjaans ;2013;20;15.0;5.0;170;80;20;20;40;45;15;15;0;0;0;30;
150;Azerbeidzjaans ;2014;10;10.0;5.0;125;35;20;15;0;50;5;5;0;0;0;25;
151;Azerbeidzjaans ;2015;15;15.0;0.0;105;30;10;15;0;45;10;5;0;5;0;20;
152;Azerbeidzjaans ;2016;5;5.0;0.0;150;60;30;20;10;65;10;5;0;0;0;20;
153;Azerbeidzjaans ;2017;5;5.0;0.0;115;40;20;15;5;45;20;15;0;5;0;5;
154;Azerbeidzjaans ;2018;10;10.0;0.0;175;70;40;25;5;55;40;25;0;15;0;10;
155;Azerbeidzjaans ;2019;15;10.0;5.0;305;75;35;35;5;95;90;25;5;65;0;40;
156;Azerbeidzjaans ;2020;20;10.0;10.0;225;70;20;30;15;65;70;20;5;45;0;15;
157;Azerbeidzjaans ;2021;50;25.0;30.0;235;70;40;20;10;100;55;35;5;15;0;10;
158;Azerbeidzjaans ;2022;20;10.0;10.0;325;105;50;45;10;85;125;95;5;25;0;10;
159;Azerbeidzjaans ;2023;25;10.0;10.0;450;145;70;55;15;105;190;70;5;110;0;15;
160;Bengalees ;2008;0;0.0;0.0;105;30;20;5;5;35;15;10;0;5;0;25;
161;Bengalees ;2009;0;0.0;0.0;115;30;20;10;0;55;15;10;0;5;0;15;
162;Bengalees ;2010;5;5.0;0.0;125;55;30;25;0;45;20;10;5;0;0;5;
163;Bengalees ;2011;5;0.0;0.0;125;50;30;15;5;55;20;15;5;0;0;0;
164;Bengalees ;2012;5;5.0;0.0;130;45;30;15;0;50;35;20;10;5;0;0;
165;Bengalees ;2013;10;5.0;10.0;180;70;30;40;5;80;25;10;10;5;0;5;
166;Bengalees ;2014;5;5.0;0.0;135;45;25;15;0;50;40;15;25;0;0;0;
167;Bengalees ;2015;5;0.0;5.0;235;55;35;20;0;110;60;35;15;10;0;10;
168;Bengalees ;2016;10;10.0;0.0;315;65;40;25;0;200;40;15;20;5;0;15;
169;Bengalees ;2017;5;5.0;0.0;265;80;40;15;20;145;25;15;10;5;0;15;
170;Bengalees ;2018;0;0.0;0.0;230;70;45;25;5;80;50;25;15;10;0;30;
171;Bengalees ;2019;5;5.0;0.0;380;100;45;40;15;215;50;15;15;20;0;15;
172;Bengalees ;2020;5;0.0;0.0;400;90;55;30;5;265;40;15;15;10;0;10;
173;Bengalees ;2021;20;10.0;10.0;815;170;110;60;0;575;60;25;15;20;0;15;
174;Bengalees ;2022;5;5.0;0.0;900;305;185;115;5;490;95;45;15;35;0;15;
175;Bengalees ;2023;5;5.0;5.0;890;340;215;110;20;440;85;30;10;50;0;20;
176;Bhutaans ;2008;35;0.0;0.0;30;0;0;0;0;25;0;0;0;0;0;5;
177;Bhutaans ;2009;45;25.0;25.0;45;0;0;0;0;45;0;0;0;0;0;0;
178;Bhutaans ;2010;45;25.0;20.0;35;0;0;0;0;35;0;0;0;0;0;0;
179;Bhutaans ;2011;55;40.0;15.0;20;0;0;0;0;20;0;0;0;0;0;0;
180;Bhutaans ;2012;0;0.0;0.0;15;0;0;0;0;15;0;0;0;0;0;0;
181;Bhutaans ;2013;0;0.0;0.0;25;5;0;0;0;20;0;0;0;0;0;0;
182;Bhutaans ;2014;0;0.0;0.0;15;0;0;0;0;10;0;0;0;0;0;0;
183;Bhutaans ;2015;0;0.0;0.0;20;0;0;0;0;20;0;0;0;0;0;0;
184;Bhutaans ;2016;0;0.0;0.0;10;0;0;0;0;5;0;0;0;0;0;0;
185;Bhutaans ;2017;0;0.0;0.0;10;5;0;0;0;5;0;0;0;0;0;0;
186;Bhutaans ;2018;0;0.0;0.0;25;0;0;0;0;20;0;0;0;0;0;5;
187;Bhutaans ;2019;0;0.0;0.0;10;0;0;0;0;10;0;0;0;0;0;0;
188;Bhutaans ;2020;0;0.0;0.0;5;0;0;0;0;5;0;0;0;0;0;0;
189;Bhutaans ;2021;0;0.0;0.0;10;0;0;0;0;5;0;0;0;0;0;0;
190;Bhutaans ;2022;0;0.0;0.0;10;0;0;0;0;5;0;0;0;0;0;0;
191;Bhutaans ;2023;0;0.0;0.0;10;5;0;5;0;0;0;0;0;0;0;0;
192;Boliviaans ;2008;0;0.0;0.0;65;30;20;5;5;20;10;0;5;5;0;0;
193;Boliviaans ;2009;0;0.0;0.0;60;25;15;0;5;25;10;5;5;0;0;5;
194;Boliviaans ;2010;0;0.0;0.0;55;20;10;0;10;20;10;0;5;5;0;5;
195;Boliviaans ;2011;0;0.0;0.0;40;15;5;5;5;20;5;0;5;5;0;0;
196;Boliviaans ;2012;0;0.0;0.0;40;15;10;0;5;20;5;0;0;5;0;0;
197;Boliviaans ;2013;0;0.0;0.0;45;20;15;0;5;15;5;0;0;0;0;0;
198;Boliviaans ;2014;0;0.0;0.0;35;15;10;0;0;10;0;0;0;0;0;10;
199;Boliviaans ;2015;0;0.0;0.0;35;15;10;5;0;5;5;0;0;0;0;10;
200;Boliviaans ;2016;0;0.0;0.0;35;10;10;0;0;10;5;0;5;5;0;5;
201;Boliviaans ;2017;0;0.0;0.0;30;10;5;0;0;10;5;0;0;0;0;5;
202;Boliviaans ;2018;0;0.0;0.0;55;15;10;5;5;15;10;5;0;5;0;10;
203;Boliviaans ;2019;0;0.0;0.0;60;40;15;10;15;10;5;0;0;0;0;10;
204;Boliviaans ;2020;0;0.0;0.0;35;15;5;5;5;5;5;0;5;0;0;5;
205;Boliviaans ;2021;0;0.0;0.0;30;10;5;5;5;10;5;0;0;0;0;5;
206;Boliviaans ;2022;0;0.0;0.0;55;15;10;5;5;15;15;5;5;5;0;10;
207;Boliviaans ;2023;0;0.0;0.0;45;20;10;5;10;10;0;0;0;5;0;10;
208;Bosnisch ;2008;0;0.0;0.0;345;120;85;25;10;5;55;5;0;50;0;165;
209;Bosnisch ;2009;0;0.0;0.0;280;115;85;20;15;5;95;5;0;90;0;65;
210;Bosnisch ;2010;0;0.0;0.0;180;100;70;20;5;10;35;5;0;30;0;35;
211;Bosnisch ;2011;0;0.0;0.0;415;120;90;25;5;15;250;0;5;245;0;30;
212;Bosnisch ;2012;0;0.0;0.0;160;110;65;25;20;20;10;0;0;5;0;25;
213;Bosnisch ;2013;0;0.0;0.0;195;105;65;30;15;15;20;5;0;15;0;50;
214;Bosnisch ;2014;0;0.0;0.0;170;105;75;25;5;15;10;5;0;5;0;40;
215;Bosnisch ;2015;0;0.0;0.0;165;105;65;40;5;20;20;15;0;5;0;20;
216;Bosnisch ;2016;0;0.0;0.0;170;105;80;20;5;15;20;15;0;5;5;25;
217;Bosnisch ;2017;0;0.0;0.0;165;110;75;25;10;20;15;15;0;0;0;20;
218;Bosnisch ;2018;0;0.0;0.0;200;140;80;30;35;20;20;20;5;0;0;15;
219;Bosnisch ;2019;0;0.0;0.0;220;130;65;30;40;25;20;15;5;5;0;45;
220;Bosnisch ;2020;0;0.0;0.0;120;80;40;25;15;15;10;5;0;5;0;15;
221;Bosnisch ;2021;0;0.0;0.0;135;75;45;15;10;15;20;10;5;5;0;25;
222;Bosnisch ;2022;5;0.0;5.0;160;80;45;10;25;15;40;25;5;10;0;30;
223;Bosnisch ;2023;0;0.0;0.0;165;90;40;15;35;25;40;20;5;15;0;10;
224;Braziliaans ;2008;0;0.0;0.0;1315;765;380;175;210;135;340;135;50;160;0;75;
225;Braziliaans ;2009;0;0.0;0.0;1235;745;405;170;170;150;290;80;80;130;0;50;
226;Braziliaans ;2010;0;0.0;0.0;1220;660;340;160;160;180;310;100;70;145;0;70;
227;Braziliaans ;2011;0;0.0;0.0;1215;675;355;145;170;175;290;90;90;105;5;70;
228;Braziliaans ;2012;0;0.0;0.0;1175;495;245;100;150;335;290;75;110;105;10;45;
229;Braziliaans ;2013;0;0.0;0.0;1930;595;315;205;75;750;450;105;205;135;0;130;
230;Braziliaans ;2014;0;0.0;0.0;1785;445;285;130;30;785;445;130;235;80;5;105;
231;Braziliaans ;2015;0;0.0;0.0;2025;545;365;145;35;765;495;200;195;100;5;215;
232;Braziliaans ;2016;0;0.0;0.0;1720;585;395;135;55;340;490;260;125;105;0;305;
233;Braziliaans ;2017;0;0.0;0.0;2420;870;535;250;90;405;835;480;200;155;0;300;
234;Braziliaans ;2018;0;0.0;0.0;2925;1125;660;305;160;395;1055;635;205;210;5;350;
235;Braziliaans ;2019;0;0.0;0.0;3080;1215;705;305;205;365;875;625;185;70;5;620;
236;Braziliaans ;2020;0;0.0;0.0;2000;815;495;220;105;170;535;380;120;35;10;475;
237;Braziliaans ;2021;0;0.0;0.0;2740;1035;630;255;145;280;850;630;165;55;5;575;
238;Braziliaans ;2022;0;0.0;0.0;3175;1190;695;350;145;275;1070;860;155;50;10;630;
239;Braziliaans ;2023;0;0.0;0.0;2875;1140;620;305;210;270;785;550;175;55;5;675;
240;Brits ;2008;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
241;Brits ;2009;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
242;Brits ;2010;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
243;Brits ;2011;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
244;Brits ;2012;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
245;Brits ;2013;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
246;Brits ;2014;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
247;Brits ;2015;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
248;Brits ;2016;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
249;Brits ;2017;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
250;Brits ;2018;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
251;Brits ;2019;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
252;Brits ;2020;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
253;Brits ;2021;0;0.0;0.0;3190;830;405;380;45;810;1415;1160;95;160;0;130;
254;Brits ;2022;0;0.0;0.0;3630;1040;575;405;60;740;1695;1390;75;230;0;150;
255;Brits ;2023;0;0.0;0.0;3750;1195;690;420;85;670;1715;1295;85;330;0;170;
256;Burundisch ;2008;110;0.0;0.0;75;35;5;25;5;0;0;0;0;0;0;40;
257;Burundisch ;2009;65;15.0;50.0;65;50;10;30;10;0;0;0;0;0;0;15;
258;Burundisch ;2010;40;15.0;25.0;35;25;10;5;10;0;0;0;0;0;0;10;
259;Burundisch ;2011;10;5.0;5.0;35;25;5;10;10;5;0;0;0;0;0;5;
260;Burundisch ;2012;15;5.0;10.0;35;20;5;10;5;5;0;0;0;0;0;10;
261;Burundisch ;2013;10;0.0;10.0;135;75;5;25;40;0;0;0;0;0;0;60;
262;Burundisch ;2014;10;0.0;5.0;30;20;5;10;5;0;5;0;5;0;0;10;
263;Burundisch ;2015;10;5.0;0.0;35;20;5;5;10;5;0;0;0;0;0;10;
264;Burundisch ;2016;5;5.0;0.0;30;15;5;5;5;0;5;0;0;0;0;10;
265;Burundisch ;2017;25;15.0;10.0;20;15;5;5;5;0;0;0;0;0;0;5;
266;Burundisch ;2018;5;5.0;0.0;30;25;5;10;10;5;0;0;0;0;0;5;
267;Burundisch ;2019;10;5.0;5.0;30;15;0;10;5;0;0;0;0;0;0;15;
268;Burundisch ;2020;5;5.0;0.0;25;15;5;5;5;5;0;0;0;0;0;5;
269;Burundisch ;2021;5;5.0;0.0;15;10;0;5;5;0;0;0;0;0;0;0;
270;Burundisch ;2022;10;0.0;10.0;30;25;10;5;10;0;0;0;5;0;0;0;
271;Burundisch ;2023;5;0.0;5.0;35;25;5;10;15;5;0;0;0;0;0;5;
272;Canadees ;2008;0;0.0;0.0;1040;235;130;70;35;230;315;160;10;150;0;260;
273;Canadees ;2009;0;0.0;0.0;940;275;135;100;35;195;220;135;25;60;0;250;
274;Canadees ;2010;0;0.0;0.0;1050;220;115;65;40;255;240;130;20;85;0;340;
275;Canadees ;2011;0;0.0;0.0;970;240;125;70;40;240;220;140;25;55;0;270;
276;Canadees ;2012;0;0.0;0.0;1050;260;115;105;40;230;220;145;30;50;0;345;
277;Canadees ;2013;0;0.0;0.0;1330;290;135;140;15;245;270;180;40;45;0;530;
