ID;Goederennaamlijst;LandenGroepen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3
40;Totaal goederen;Totaal landen(groepen);1999 februari;13314772.0;13876495.0;561723.0
41;Totaal goederen;Totaal landen(groepen);1999 maart;15939183.0;17089467.0;1150283.0
42;Totaal goederen;Totaal landen(groepen);1999 april;14225971.0;14870369.0;644397.0
43;Totaal goederen;Totaal landen(groepen);1999 mei;14003957.0;14489312.0;485355.0
44;Totaal goederen;Totaal landen(groepen);1999 juni;15202541.0;16150288.0;947748.0
45;Totaal goederen;Totaal landen(groepen);1999 juli;14416273.0;14834126.0;417854.0
46;Totaal goederen;Totaal landen(groepen);1999 augustus;13481806.0;14005867.0;524062.0
47;Totaal goederen;Totaal landen(groepen);1999 september;16002829.0;16993178.0;990349.0
48;Totaal goederen;Totaal landen(groepen);1999 oktober;15644355.0;16961130.0;1316775.0
49;Totaal goederen;Totaal landen(groepen);1999 november;16624524.0;17776629.0;1152105.0
50;Totaal goederen;Totaal landen(groepen);1999 december;16668738.0;17738964.0;1070227.0
51;Totaal goederen;Totaal landen(groepen);1999;178719297.0;188598184.0;9878887.0
52;Totaal goederen;Totaal landen(groepen);2000 januari;15465346.0;16302427.0;837081.0
53;Totaal goederen;Totaal landen(groepen);2000 februari;16815254.0;17828700.0;1013446.0
54;Totaal goederen;Totaal landen(groepen);2000 maart;18675108.0;20352618.0;1677510.0
55;Totaal goederen;Totaal landen(groepen);2000 april;16453621.0;17370767.0;917146.0
56;Totaal goederen;Totaal landen(groepen);2000 mei;18396951.0;19897287.0;1500336.0
57;Totaal goederen;Totaal landen(groepen);2000 juni;17940700.0;19042512.0;1101813.0
58;Totaal goederen;Totaal landen(groepen);2000 juli;16719452.0;17914663.0;1195212.0
59;Totaal goederen;Totaal landen(groepen);2000 augustus;16766676.0;18720257.0;1953581.0
60;Totaal goederen;Totaal landen(groepen);2000 september;18890858.0;20694619.0;1803761.0
61;Totaal goederen;Totaal landen(groepen);2000 oktober;20021861.0;21273756.0;1251895.0
62;Totaal goederen;Totaal landen(groepen);2000 november;20805868.0;22151665.0;1345797.0
63;Totaal goederen;Totaal landen(groepen);2000 december;19105608.0;20304337.0;1198729.0
64;Totaal goederen;Totaal landen(groepen);2000;216057302.0;231853610.0;15796307.0
65;Totaal goederen;Totaal landen(groepen);2001 januari;19266558.0;20616598.0;1350040.0
66;Totaal goederen;Totaal landen(groepen);2001 februari;17995217.0;19869038.0;1873821.0
67;Totaal goederen;Totaal landen(groepen);2001 maart;20224166.0;22492880.0;2268714.0
68;Totaal goederen;Totaal landen(groepen);2001 april;17747570.0;19370946.0;1623376.0
69;Totaal goederen;Totaal landen(groepen);2001 mei;19055045.0;21032629.0;1977584.0
70;Totaal goederen;Totaal landen(groepen);2001 juni;18889972.0;21007086.0;2117114.0
71;Totaal goederen;Totaal landen(groepen);2001 juli;17790909.0;18877954.0;1087045.0
72;Totaal goederen;Totaal landen(groepen);2001 augustus;17012666.0;18460830.0;1448164.0
73;Totaal goederen;Totaal landen(groepen);2001 september;17386077.0;19709913.0;2323836.0
74;Totaal goederen;Totaal landen(groepen);2001 oktober;18449475.0;20701023.0;2251548.0
75;Totaal goederen;Totaal landen(groepen);2001 november;18128492.0;20287133.0;2158641.0
76;Totaal goederen;Totaal landen(groepen);2001 december;16383294.0;18911362.0;2528068.0
77;Totaal goederen;Totaal landen(groepen);2001;218329441.0;241337392.0;23007951.0
78;Totaal goederen;Totaal landen(groepen);2002 januari;16647223.0;18341237.0;1694014.0
79;Totaal goederen;Totaal landen(groepen);2002 februari;16157360.0;18364285.0;2206925.0
80;Totaal goederen;Totaal landen(groepen);2002 maart;18179909.0;20783028.0;2603119.0
81;Totaal goederen;Totaal landen(groepen);2002 april;17649966.0;18939002.0;1289036.0
82;Totaal goederen;Totaal landen(groepen);2002 mei;17127043.0;19665784.0;2538741.0
83;Totaal goederen;Totaal landen(groepen);2002 juni;17123835.0;19600280.0;2476445.0
84;Totaal goederen;Totaal landen(groepen);2002 juli;16507998.0;18771123.0;2263125.0
85;Totaal goederen;Totaal landen(groepen);2002 augustus;15786587.0;17808715.0;2022128.0
86;Totaal goederen;Totaal landen(groepen);2002 september;17507577.0;20392983.0;2885406.0
87;Totaal goederen;Totaal landen(groepen);2002 oktober;18677081.0;20820013.0;2142932.0
88;Totaal goederen;Totaal landen(groepen);2002 november;17512854.0;20096373.0;2583519.0
89;Totaal goederen;Totaal landen(groepen);2002 december;16697191.0;19119068.0;2421877.0
90;Totaal goederen;Totaal landen(groepen);2002;205574624.0;232701891.0;27127267.0
91;Totaal goederen;Totaal landen(groepen);2003 januari;17502845.0;19788203.0;2285358.0
92;Totaal goederen;Totaal landen(groepen);2003 februari;17135990.0;19420583.0;2284593.0
93;Totaal goederen;Totaal landen(groepen);2003 maart;18499843.0;21024850.0;2525007.0
94;Totaal goederen;Totaal landen(groepen);2003 april;16934106.0;18803350.0;1869244.0
95;Totaal goederen;Totaal landen(groepen);2003 mei;16567257.0;18882153.0;2314896.0
96;Totaal goederen;Totaal landen(groepen);2003 juni;16267355.0;18783149.0;2515794.0
97;Totaal goederen;Totaal landen(groepen);2003 juli;16624427.0;18613174.0;1988747.0
98;Totaal goederen;Totaal landen(groepen);2003 augustus;15130132.0;16784383.0;1654251.0
99;Totaal goederen;Totaal landen(groepen);2003 september;17532093.0;20795077.0;3262984.0
100;Totaal goederen;Totaal landen(groepen);2003 oktober;18897046.0;21561045.0;2663999.0
101;Totaal goederen;Totaal landen(groepen);2003 november;17638960.0;19996486.0;2357526.0
102;Totaal goederen;Totaal landen(groepen);2003 december;18136733.0;19713638.0;1576905.0
103;Totaal goederen;Totaal landen(groepen);2003;206866787.0;234166091.0;27299304.0
104;Totaal goederen;Totaal landen(groepen);2004 januari;16973493.0;19116138.0;2142645.0
105;Totaal goederen;Totaal landen(groepen);2004 februari;17345353.0;19309626.0;1964273.0
106;Totaal goederen;Totaal landen(groepen);2004 maart;20238848.0;22760331.0;2521483.0
107;Totaal goederen;Totaal landen(groepen);2004 april;18223201.0;20350357.0;2127156.0
108;Totaal goederen;Totaal landen(groepen);2004 mei;17821837.0;19724480.0;1902643.0
109;Totaal goederen;Totaal landen(groepen);2004 juni;19684056.0;22388185.0;2704129.0
110;Totaal goederen;Totaal landen(groepen);2004 juli;18391655.0;20812233.0;2420578.0
111;Totaal goederen;Totaal landen(groepen);2004 augustus;18186091.0;19593802.0;1407711.0
112;Totaal goederen;Totaal landen(groepen);2004 september;19896955.0;23209461.0;3312506.0
113;Totaal goederen;Totaal landen(groepen);2004 oktober;20189196.0;22835096.0;2645900.0
114;Totaal goederen;Totaal landen(groepen);2004 november;20739130.0;23138694.0;2399564.0
115;Totaal goederen;Totaal landen(groepen);2004 december;20557330.0;22422080.0;1864750.0
116;Totaal goederen;Totaal landen(groepen);2004;228247145.0;255660483.0;27413338.0
117;Totaal goederen;Totaal landen(groepen);2005 januari;18715040.0;21100399.0;2385359.0
118;Totaal goederen;Totaal landen(groepen);2005 februari;18703544.0;21272396.0;2568852.0
119;Totaal goederen;Totaal landen(groepen);2005 maart;21076443.0;24217668.0;3141225.0
120;Totaal goederen;Totaal landen(groepen);2005 april;20290636.0;23128630.0;2837994.0
121;Totaal goederen;Totaal landen(groepen);2005 mei;19338258.0;22232002.0;2893744.0
122;Totaal goederen;Totaal landen(groepen);2005 juni;20868309.0;23708889.0;2840580.0
123;Totaal goederen;Totaal landen(groepen);2005 juli;20149483.0;22155795.0;2006312.0
124;Totaal goederen;Totaal landen(groepen);2005 augustus;20408509.0;22315276.0;1906767.0
125;Totaal goederen;Totaal landen(groepen);2005 september;22330693.0;25426071.0;3095378.0
126;Totaal goederen;Totaal landen(groepen);2005 oktober;22283993.0;24916161.0;2632168.0
127;Totaal goederen;Totaal landen(groepen);2005 november;23044819.0;25913779.0;2868960.0
128;Totaal goederen;Totaal landen(groepen);2005 december;22635046.0;24913076.0;2278030.0
129;Totaal goederen;Totaal landen(groepen);2005;249844773.0;281300142.0;31455369.0
130;Totaal goederen;Totaal landen(groepen);2006 januari;22775850.0;24921109.0;2145259.0
131;Totaal goederen;Totaal landen(groepen);2006 februari;21509474.0;24701682.0;3192208.0
132;Totaal goederen;Totaal landen(groepen);2006 maart;25392437.0;29255284.0;3862847.0
133;Totaal goederen;Totaal landen(groepen);2006 april;22442086.0;24908112.0;2466026.0
134;Totaal goederen;Totaal landen(groepen);2006 mei;24214963.0;26420421.0;2205458.0
135;Totaal goederen;Totaal landen(groepen);2006 juni;24103431.0;27202153.0;3098722.0
136;Totaal goederen;Totaal landen(groepen);2006 juli;22782249.0;24361560.0;1579311.0
137;Totaal goederen;Totaal landen(groepen);2006 augustus;23178057.0;25403972.0;2225915.0
138;Totaal goederen;Totaal landen(groepen);2006 september;24147563.0;27460352.0;3312789.0
139;Totaal goederen;Totaal landen(groepen);2006 oktober;25644936.0;28186861.0;2541925.0
140;Totaal goederen;Totaal landen(groepen);2006 november;25550434.0;29211835.0;3661401.0
141;Totaal goederen;Totaal landen(groepen);2006 december;23628312.0;26920006.0;3291694.0
142;Totaal goederen;Totaal landen(groepen);2006;285369792.0;318953347.0;33583555.0
143;Totaal goederen;Totaal landen(groepen);2007 januari;24469235.0;27368922.0;2899687.0
144;Totaal goederen;Totaal landen(groepen);2007 februari;23763195.0;26723325.0;2960130.0
145;Totaal goederen;Totaal landen(groepen);2007 maart;26469586.0;30757846.0;4288260.0
146;Totaal goederen;Totaal landen(groepen);2007 april;24262128.0;26722315.0;2460187.0
147;Totaal goederen;Totaal landen(groepen);2007 mei;26003258.0;28335526.0;2332268.0
148;Totaal goederen;Totaal landen(groepen);2007 juni;25729777.0;29256714.0;3526937.0
149;Totaal goederen;Totaal landen(groepen);2007 juli;25094386.0;27864237.0;2769851.0
150;Totaal goederen;Totaal landen(groepen);2007 augustus;24879511.0;27638749.0;2759238.0
151;Totaal goederen;Totaal landen(groepen);2007 september;25436497.0;29305829.0;3869332.0
152;Totaal goederen;Totaal landen(groepen);2007 oktober;27745143.0;31916164.0;4171021.0
153;Totaal goederen;Totaal landen(groepen);2007 november;28232502.0;32910158.0;4677656.0
154;Totaal goederen;Totaal landen(groepen);2007 december;25188968.0;28701669.0;3512701.0
155;Totaal goederen;Totaal landen(groepen);2007;307274186.0;347501454.0;40227268.0
156;Totaal goederen;Totaal landen(groepen);2008 januari;28099178.0;31023984.0;2924806.0
157;Totaal goederen;Totaal landen(groepen);2008 februari;27899280.0;31067622.0;3168342.0
158;Totaal goederen;Totaal landen(groepen);2008 maart;28077384.0;31617917.0;3540533.0
159;Totaal goederen;Totaal landen(groepen);2008 april;28478372.0;32018882.0;3540510.0
160;Totaal goederen;Totaal landen(groepen);2008 mei;28155509.0;30466230.0;2310721.0
161;Totaal goederen;Totaal landen(groepen);2008 juni;29217571.0;31959623.0;2742052.0
162;Totaal goederen;Totaal landen(groepen);2008 juli;28781464.0;31388599.0;2607135.0
163;Totaal goederen;Totaal landen(groepen);2008 augustus;27077983.0;28861854.0;1783871.0
164;Totaal goederen;Totaal landen(groepen);2008 september;30030792.0;33142730.0;3111938.0
165;Totaal goederen;Totaal landen(groepen);2008 oktober;29578336.0;33349610.0;3771274.0
166;Totaal goederen;Totaal landen(groepen);2008 november;26531002.0;29078492.0;2547490.0
167;Totaal goederen;Totaal landen(groepen);2008 december;23994446.0;26504797.0;2510351.0
168;Totaal goederen;Totaal landen(groepen);2008;335921317.0;370480340.0;34559023.0
169;Totaal goederen;Totaal landen(groepen);2009 januari;22066340.0;24974290.0;2907950.0
170;Totaal goederen;Totaal landen(groepen);2009 februari;21817270.0;24642950.0;2825680.0
171;Totaal goederen;Totaal landen(groepen);2009 maart;23786287.0;26625535.0;2839248.0
172;Totaal goederen;Totaal landen(groepen);2009 april;21550358.0;23976016.0;2425658.0
173;Totaal goederen;Totaal landen(groepen);2009 mei;21309221.0;23897106.0;2587885.0
174;Totaal goederen;Totaal landen(groepen);2009 juni;22394223.0;25581868.0;3187645.0
175;Totaal goederen;Totaal landen(groepen);2009 juli;22905589.0;25973341.0;3067752.0
176;Totaal goederen;Totaal landen(groepen);2009 augustus;21429711.0;23528445.0;2098734.0
177;Totaal goederen;Totaal landen(groepen);2009 september;23491569.0;27489751.0;3998182.0
178;Totaal goederen;Totaal landen(groepen);2009 oktober;24143158.0;28052338.0;3909180.0
179;Totaal goederen;Totaal landen(groepen);2009 november;24437430.0;27912179.0;3474749.0
180;Totaal goederen;Totaal landen(groepen);2009 december;24688891.0;26705265.0;2016374.0
181;Totaal goederen;Totaal landen(groepen);2009;274020047.0;309359084.0;35339037.0
182;Totaal goederen;Totaal landen(groepen);2010 januari;24568841.0;26787545.0;2218704.0
183;Totaal goederen;Totaal landen(groepen);2010 februari;23753659.0;27599019.0;3845360.0
184;Totaal goederen;Totaal landen(groepen);2010 maart;28472274.0;32769273.0;4296999.0
185;Totaal goederen;Totaal landen(groepen);2010 april;27050583.0;29621900.0;2571317.0
186;Totaal goederen;Totaal landen(groepen);2010 mei;27080713.0;29299021.0;2218308.0
187;Totaal goederen;Totaal landen(groepen);2010 juni;29634122.0;32151783.0;2517661.0
188;Totaal goederen;Totaal landen(groepen);2010 juli;27714893.0;30698865.0;2983972.0
189;Totaal goederen;Totaal landen(groepen);2010 augustus;26372096.0;29461904.0;3089808.0
190;Totaal goederen;Totaal landen(groepen);2010 september;28008366.0;32707867.0;4699501.0
191;Totaal goederen;Totaal landen(groepen);2010 oktober;29471590.0;32822287.0;3350697.0
192;Totaal goederen;Totaal landen(groepen);2010 november;30004794.0;34071966.0;4067172.0
193;Totaal goederen;Totaal landen(groepen);2010 december;29776456.0;33549752.0;3773296.0
194;Totaal goederen;Totaal landen(groepen);2010;331908387.0;371541182.0;39632795.0
195;Totaal goederen;Totaal landen(groepen);2011 januari;28885040.0;32166144.0;3281104.0
196;Totaal goederen;Totaal landen(groepen);2011 februari;28547939.0;32831337.0;4283398.0
197;Totaal goederen;Totaal landen(groepen);2011 maart;33346663.0;37339510.0;3992847.0
198;Totaal goederen;Totaal landen(groepen);2011 april;29016499.0;33745537.0;4729038.0
199;Totaal goederen;Totaal landen(groepen);2011 mei;30922756.0;34480544.0;3557788.0
200;Totaal goederen;Totaal landen(groepen);2011 juni;30433863.0;33307743.0;2873880.0
201;Totaal goederen;Totaal landen(groepen);2011 juli;29430186.0;33056539.0;3626353.0
202;Totaal goederen;Totaal landen(groepen);2011 augustus;30289533.0;32807939.0;2518406.0
203;Totaal goederen;Totaal landen(groepen);2011 september;31285406.0;35315177.0;4029771.0
204;Totaal goederen;Totaal landen(groepen);2011 oktober;30621859.0;33988323.0;3366464.0
205;Totaal goederen;Totaal landen(groepen);2011 november;31741242.0;35798450.0;4057208.0
206;Totaal goederen;Totaal landen(groepen);2011 december;30390590.0;34507289.0;4116699.0
207;Totaal goederen;Totaal landen(groepen);2011;364911576.0;409344532.0;44432956.0
208;Totaal goederen;Totaal landen(groepen);2012 januari;30728130.0;34353481.0;3625351.0
209;Totaal goederen;Totaal landen(groepen);2012 februari;32169794.0;35052742.0;2882948.0
210;Totaal goederen;Totaal landen(groepen);2012 maart;33914923.0;38200796.0;4285873.0
211;Totaal goederen;Totaal landen(groepen);2012 april;31300915.0;35243748.0;3942833.0
212;Totaal goederen;Totaal landen(groepen);2012 mei;33222434.0;37192452.0;3970018.0
213;Totaal goederen;Totaal landen(groepen);2012 juni;32278432.0;36122905.0;3844473.0
214;Totaal goederen;Totaal landen(groepen);2012 juli;32162739.0;34954488.0;2791749.0
215;Totaal goederen;Totaal landen(groepen);2012 augustus;32863544.0;34494850.0;1631306.0
216;Totaal goederen;Totaal landen(groepen);2012 september;31616385.0;35195174.0;3578789.0
217;Totaal goederen;Totaal landen(groepen);2012 oktober;34923529.0;38784512.0;3860983.0
218;Totaal goederen;Totaal landen(groepen);2012 november;34046789.0;37881688.0;3834899.0
219;Totaal goederen;Totaal landen(groepen);2012 december;30639870.0;33942371.0;3302501.0
220;Totaal goederen;Totaal landen(groepen);2012;389867484.0;431419207.0;41551723.0
221;Totaal goederen;EU;1996 januari;7255110.0;10078028.0;2822917.0
222;Totaal goederen;EU;1996 februari;7297910.0;9797736.0;2499825.0
223;Totaal goederen;EU;1996 maart;8019784.0;10935333.0;2915548.0
224;Totaal goederen;EU;1996 april;7217662.0;9625422.0;2407760.0
225;Totaal goederen;EU;1996 mei;7394536.0;10096052.0;2701516.0
226;Totaal goederen;EU;1996 juni;7393161.0;10039131.0;2645971.0
227;Totaal goederen;EU;1996 juli;7220003.0;9556343.0;2336340.0
228;Totaal goederen;EU;1996 augustus;6480810.0;8992831.0;2512022.0
229;Totaal goederen;EU;1996 september;7662311.0;10573630.0;2911319.0
230;Totaal goederen;EU;1996 oktober;8259236.0;10885750.0;2626514.0
231;Totaal goederen;EU;1996 november;7709818.0;10656032.0;2946214.0
232;Totaal goederen;EU;1996 december;7705967.0;10537154.0;2831187.0
233;Totaal goederen;EU;1996;89616308.0;121773441.0;32157133.0
234;Totaal goederen;EU;1997 januari;7640274.0;10831521.0;3191247.0
235;Totaal goederen;EU;1997 februari;7820979.0;10582458.0;2761480.0
236;Totaal goederen;EU;1997 maart;8364353.0;11221299.0;2856946.0
237;Totaal goederen;EU;1997 april;8287517.0;11057401.0;2769884.0
238;Totaal goederen;EU;1997 mei;7878145.0;10650209.0;2772064.0
239;Totaal goederen;EU;1997 juni;8515177.0;11239596.0;2724420.0
240;Totaal goederen;EU;1997 juli;8132173.0;10568192.0;2436019.0
241;Totaal goederen;EU;1997 augustus;6886427.0;9821359.0;2934932.0
242;Totaal goederen;EU;1997 september;8603953.0;12078403.0;3474449.0
243;Totaal goederen;EU;1997 oktober;8902387.0;12468237.0;3565850.0
244;Totaal goederen;EU;1997 november;8464428.0;11585211.0;3120783.0
245;Totaal goederen;EU;1997 december;8451801.0;11528677.0;3076876.0
246;Totaal goederen;EU;1997;97947616.0;133632565.0;35684949.0
247;Totaal goederen;EU;1998 januari;7995519.0;11523303.0;3527784.0
248;Totaal goederen;EU;1998 februari;8324818.0;11535825.0;3211006.0
249;Totaal goederen;EU;1998 maart;9266290.0;13036723.0;3770433.0
250;Totaal goederen;EU;1998 april;8679443.0;11684258.0;3004815.0
251;Totaal goederen;EU;1998 mei;8316800.0;11296850.0;2980050.0
252;Totaal goederen;EU;1998 juni;8889600.0;11909566.0;3019965.0
253;Totaal goederen;EU;1998 juli;8375168.0;11405921.0;3030754.0
254;Totaal goederen;EU;1998 augustus;6966189.0;9984448.0;3018258.0
255;Totaal goederen;EU;1998 september;8615960.0;12540598.0;3924638.0
256;Totaal goederen;EU;1998 oktober;8764868.0;12396040.0;3631172.0
257;Totaal goederen;EU;1998 november;8746080.0;12076200.0;3330120.0
258;Totaal goederen;EU;1998 december;8547869.0;11854453.0;3306584.0
259;Totaal goederen;EU;1998;101488606.0;141244184.0;39755578.0
260;Totaal goederen;EU;1999 januari;7725918.0;11004875.0;3278957.0
261;Totaal goederen;EU;1999 februari;8058074.0;11026705.0;2968631.0
262;Totaal goederen;EU;1999 maart;9413801.0;13427603.0;4013801.0
263;Totaal goederen;EU;1999 april;8510225.0;11603485.0;3093260.0
264;Totaal goederen;EU;1999 mei;8222203.0;11319148.0;3096945.0
265;Totaal goederen;EU;1999 juni;9034428.0;12742577.0;3708149.0
266;Totaal goederen;EU;1999 juli;8459428.0;11364246.0;2904818.0
267;Totaal goederen;EU;1999 augustus;7494388.0;10943935.0;3449547.0
268;Totaal goederen;EU;1999 september;9258931.0;13341638.0;4082706.0
269;Totaal goederen;EU;1999 oktober;9175452.0;13178514.0;4003062.0
270;Totaal goederen;EU;1999 november;9757822.0;13819683.0;4061860.0
271;Totaal goederen;EU;1999 december;9788970.0;13699477.0;3910508.0
272;Totaal goederen;EU;1999;104899640.0;147471884.0;42572244.0
273;Totaal goederen;EU;2000 januari;8672002.0;12864714.0;4192712.0
274;Totaal goederen;EU;2000 februari;9576665.0;13979945.0;4403280.0
275;Totaal goederen;EU;2000 maart;10718821.0;15910232.0;5191412.0
276;Totaal goederen;EU;2000 april;9302818.0;13545111.0;4242293.0
277;Totaal goederen;EU;2000 mei;10302627.0;15255993.0;4953366.0
278;Totaal goederen;EU;2000 juni;9796298.0;14671371.0;4875073.0
279;Totaal goederen;EU;2000 juli;9147803.0;13748008.0;4600205.0
280;Totaal goederen;EU;2000 augustus;9019645.0;14395524.0;5375879.0
281;Totaal goederen;EU;2000 september;9884099.0;15890410.0;6006311.0
282;Totaal goederen;EU;2000 oktober;10624866.0;16203668.0;5578802.0
283;Totaal goederen;EU;2000 november;11178204.0;16928022.0;5749818.0
284;Totaal goederen;EU;2000 december;10495966.0;15580124.0;5084158.0
285;Totaal goederen;EU;2000;118719813.0;178973123.0;60253310.0
286;Totaal goederen;EU;2001 januari;10297632.0;16124764.0;5827132.0
287;Totaal goederen;EU;2001 februari;10116148.0;15496897.0;5380749.0
288;Totaal goederen;EU;2001 maart;11003010.0;17688865.0;6685855.0
289;Totaal goederen;EU;2001 april;9616228.0;15074122.0;5457894.0
290;Totaal goederen;EU;2001 mei;10427645.0;16398008.0;5970363.0
291;Totaal goederen;EU;2001 juni;10346664.0;16403818.0;6057154.0
292;Totaal goederen;EU;2001 juli;9614274.0;14399265.0;4784991.0
293;Totaal goederen;EU;2001 augustus;8935314.0;14172858.0;5237544.0
294;Totaal goederen;EU;2001 september;9582137.0;15546764.0;5964627.0
295;Totaal goederen;EU;2001 oktober;10089856.0;15854807.0;5764951.0
296;Totaal goederen;EU;2001 november;9969313.0;15535983.0;5566670.0
297;Totaal goederen;EU;2001 december;9271573.0;14617530.0;5345957.0
298;Totaal goederen;EU;2001;119269794.0;187313681.0;68043887.0
299;Totaal goederen;EU;2002 januari;9356104.0;14270574.0;4914470.0
300;Totaal goederen;EU;2002 februari;9337401.0;14013328.0;4675927.0
301;Totaal goederen;EU;2002 maart;10149051.0;15911567.0;5762516.0
302;Totaal goederen;EU;2002 april;9788154.0;14289806.0;4501652.0
303;Totaal goederen;EU;2002 mei;9769985.0;14744201.0;4974216.0
304;Totaal goederen;EU;2002 juni;9911241.0;14721293.0;4810052.0
305;Totaal goederen;EU;2002 juli;9429461.0;13917830.0;4488369.0
306;Totaal goederen;EU;2002 augustus;8774941.0;13263407.0;4488466.0
307;Totaal goederen;EU;2002 september;10189022.0;15660296.0;5471274.0
308;Totaal goederen;EU;2002 oktober;10529356.0;15628566.0;5099210.0
309;Totaal goederen;EU;2002 november;9913741.0;15113088.0;5199347.0
310;Totaal goederen;EU;2002 december;9789524.0;14525957.0;4736433.0
311;Totaal goederen;EU;2002;116937981.0;176059913.0;59121932.0
312;Totaal goederen;EU;2003 januari;9624597.0;15131886.0;5507289.0
313;Totaal goederen;EU;2003 februari;9728969.0;14907991.0;5179022.0
314;Totaal goederen;EU;2003 maart;10589133.0;16167474.0;5578341.0
315;Totaal goederen;EU;2003 april;9610743.0;14122165.0;4511422.0
316;Totaal goederen;EU;2003 mei;9388324.0;13985123.0;4596799.0
317;Totaal goederen;EU;2003 juni;9509765.0;14236373.0;4726608.0
318;Totaal goederen;EU;2003 juli;9690470.0;13921080.0;4230610.0
319;Totaal goederen;EU;2003 augustus;8434079.0;12394057.0;3959978.0
320;Totaal goederen;EU;2003 september;9843826.0;15454369.0;5610543.0
321;Totaal goederen;EU;2003 oktober;10600852.0;16145595.0;5544743.0
322;Totaal goederen;EU;2003 november;9942243.0;15106970.0;5164727.0
323;Totaal goederen;EU;2003 december;10229456.0;14593260.0;4363804.0
324;Totaal goederen;EU;2003;117192457.0;176166343.0;58973886.0
325;Totaal goederen;EU;2004 januari;9381103.0;14694549.0;5313446.0
326;Totaal goederen;EU;2004 februari;9635161.0;14512959.0;4877798.0
327;Totaal goederen;EU;2004 maart;11228072.0;17070846.0;5842774.0
328;Totaal goederen;EU;2004 april;9998677.0;15179101.0;5180424.0
329;Totaal goederen;EU;2004 mei;10089326.0;15459643.0;5370317.0
330;Totaal goederen;EU;2004 juni;11621673.0;17172793.0;5551120.0
