ID;Herkomstgroepering;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
324;Marokko;2034;3007;1659;1348;816;517;299;2191;1142;1049
325;Marokko;2035;3007;1659;1348;814;516;298;2193;1143;1050
326;Marokko;2036;3007;1659;1348;814;516;298;2193;1143;1050
327;Marokko;2037;3007;1659;1348;813;516;297;2194;1143;1051
328;Marokko;2038;3007;1659;1348;813;516;297;2194;1143;1051
329;Marokko;2039;3007;1659;1348;812;515;297;2195;1144;1051
330;Marokko;2040;3007;1659;1348;812;515;297;2195;1144;1051
331;Marokko;2041;3007;1659;1348;811;515;297;2196;1144;1051
332;Marokko;2042;3007;1659;1348;811;514;296;2197;1145;1052
333;Marokko;2043;3007;1659;1348;810;514;296;2197;1145;1052
334;Marokko;2044;3007;1659;1348;810;513;296;2198;1146;1052
335;Marokko;2045;3007;1659;1348;809;513;296;2198;1146;1052
336;Marokko;2046;3007;1659;1348;809;513;296;2198;1146;1052
337;Marokko;2047;3007;1659;1348;809;513;296;2198;1146;1052
338;Marokko;2048;3007;1659;1348;808;513;296;2199;1146;1052
339;Marokko;2049;3007;1659;1348;809;513;296;2199;1146;1052
340;Marokko;2050;3007;1659;1348;808;513;295;2199;1146;1053
341;Marokko;2051;3007;1659;1348;808;513;295;2199;1146;1053
342;Marokko;2052;3007;1659;1348;809;513;295;2199;1146;1053
343;Marokko;2053;3007;1659;1348;809;513;295;2198;1146;1053
344;Marokko;2054;3007;1659;1348;809;514;295;2198;1145;1053
345;Marokko;2055;3007;1659;1348;809;514;295;2198;1145;1053
346;Marokko;2056;3007;1659;1348;810;514;296;2198;1145;1053
347;Marokko;2057;3007;1659;1348;810;514;296;2197;1145;1053
348;Marokko;2058;3007;1659;1348;810;515;296;2197;1145;1053
349;Marokko;2059;3007;1659;1348;810;515;296;2197;1144;1052
350;Nederlandse Antillen en Aruba;2010;4304;2140;2164;2769;1361;1408;1535;779;756
351;Nederlandse Antillen en Aruba;2011;4304;2140;2164;2953;1445;1508;1351;695;656
352;Nederlandse Antillen en Aruba;2012;4489;2238;2251;3100;1515;1585;1389;723;666
353;Nederlandse Antillen en Aruba;2013;4814;2403;2411;3114;1524;1590;1701;880;821
354;Nederlandse Antillen en Aruba;2014;4998;2501;2497;3141;1538;1603;1857;963;894
355;Nederlandse Antillen en Aruba;2015;4998;2501;2497;3163;1551;1612;1835;950;885
356;Nederlandse Antillen en Aruba;2016;4998;2501;2497;3168;1556;1612;1830;945;885
357;Nederlandse Antillen en Aruba;2017;4998;2501;2497;3165;1557;1608;1833;944;890
358;Nederlandse Antillen en Aruba;2018;4998;2501;2497;3156;1556;1601;1842;945;896
359;Nederlandse Antillen en Aruba;2019;4998;2501;2497;3147;1553;1594;1851;948;904
360;Nederlandse Antillen en Aruba;2020;4998;2501;2497;3137;1551;1587;1861;950;911
361;Nederlandse Antillen en Aruba;2021;4998;2501;2497;3129;1549;1581;1869;952;916
362;Nederlandse Antillen en Aruba;2022;4998;2501;2497;3123;1547;1576;1875;954;921
363;Nederlandse Antillen en Aruba;2023;4998;2501;2497;3120;1547;1574;1878;954;924
364;Nederlandse Antillen en Aruba;2024;4998;2501;2497;3119;1547;1571;1880;954;926
365;Nederlandse Antillen en Aruba;2025;4998;2501;2497;3118;1548;1570;1881;953;927
366;Nederlandse Antillen en Aruba;2026;4998;2501;2497;3117;1549;1568;1881;952;929
367;Nederlandse Antillen en Aruba;2027;4998;2501;2497;3117;1550;1567;1882;952;930
368;Nederlandse Antillen en Aruba;2028;4998;2501;2497;3117;1550;1567;1881;951;930
369;Nederlandse Antillen en Aruba;2029;4998;2501;2497;3117;1550;1567;1881;951;930
370;Nederlandse Antillen en Aruba;2030;4998;2501;2497;3117;1549;1568;1881;952;929
371;Nederlandse Antillen en Aruba;2031;4998;2501;2497;3118;1548;1570;1880;953;927
372;Nederlandse Antillen en Aruba;2032;4998;2501;2497;3122;1550;1573;1876;952;924
373;Nederlandse Antillen en Aruba;2033;4998;2501;2497;3129;1552;1577;1869;949;920
374;Nederlandse Antillen en Aruba;2034;4998;2501;2497;3137;1556;1581;1861;945;916
375;Nederlandse Antillen en Aruba;2035;4998;2501;2497;3144;1560;1584;1854;941;913
376;Nederlandse Antillen en Aruba;2036;4998;2501;2497;3151;1563;1587;1847;938;910
377;Nederlandse Antillen en Aruba;2037;4998;2501;2497;3156;1566;1590;1842;935;908
378;Nederlandse Antillen en Aruba;2038;4998;2501;2497;3159;1568;1591;1839;933;906
379;Nederlandse Antillen en Aruba;2039;4998;2501;2497;3161;1570;1592;1837;932;905
380;Nederlandse Antillen en Aruba;2040;4998;2501;2497;3163;1571;1592;1835;931;905
381;Nederlandse Antillen en Aruba;2041;4998;2501;2497;3163;1571;1592;1835;930;905
382;Nederlandse Antillen en Aruba;2042;4998;2501;2497;3164;1571;1592;1834;930;905
383;Nederlandse Antillen en Aruba;2043;4998;2501;2497;3164;1572;1592;1834;930;905
384;Nederlandse Antillen en Aruba;2044;4998;2501;2497;3164;1572;1592;1834;929;905
385;Nederlandse Antillen en Aruba;2045;4998;2501;2497;3164;1572;1592;1834;929;905
386;Nederlandse Antillen en Aruba;2046;4998;2501;2497;3164;1572;1592;1835;929;905
387;Nederlandse Antillen en Aruba;2047;4998;2501;2497;3164;1572;1592;1835;929;905
388;Nederlandse Antillen en Aruba;2048;4998;2501;2497;3164;1572;1592;1835;929;905
389;Nederlandse Antillen en Aruba;2049;4998;2501;2497;3164;1572;1592;1835;929;905
390;Nederlandse Antillen en Aruba;2050;4998;2501;2497;3164;1572;1592;1834;929;905
391;Nederlandse Antillen en Aruba;2051;4998;2501;2497;3164;1572;1592;1834;929;905
392;Nederlandse Antillen en Aruba;2052;4998;2501;2497;3164;1572;1592;1834;929;905
393;Nederlandse Antillen en Aruba;2053;4998;2501;2497;3164;1573;1592;1834;929;905
394;Nederlandse Antillen en Aruba;2054;4998;2501;2497;3164;1573;1592;1834;928;905
395;Nederlandse Antillen en Aruba;2055;4998;2501;2497;3164;1573;1592;1834;928;905
396;Nederlandse Antillen en Aruba;2056;4998;2501;2497;3165;1573;1592;1833;928;905
397;Nederlandse Antillen en Aruba;2057;4998;2501;2497;3165;1573;1592;1833;928;905
398;Nederlandse Antillen en Aruba;2058;4998;2501;2497;3165;1573;1592;1833;928;905
399;Nederlandse Antillen en Aruba;2059;4998;2501;2497;3165;1573;1592;1833;928;905
400;Suriname;2010;2025;945;1080;1658;1022;635;368;-77;445
401;Suriname;2011;2025;945;1080;1488;901;587;537;44;493
402;Suriname;2012;2141;995;1146;1326;787;539;816;208;607
403;Suriname;2013;2367;1091;1276;1184;689;495;1183;402;781
404;Suriname;2014;2492;1143;1349;1063;607;456;1429;536;893
405;Suriname;2015;2492;1143;1349;954;534;420;1538;609;929
406;Suriname;2016;2492;1143;1349;941;530;412;1551;613;938
407;Suriname;2017;2492;1143;1349;928;524;404;1564;620;945
408;Suriname;2018;2492;1143;1349;912;515;397;1580;628;952
409;Suriname;2019;2492;1143;1349;899;508;390;1594;635;959
410;Suriname;2020;2492;1143;1349;885;501;384;1607;642;965
411;Suriname;2021;2492;1143;1349;871;494;377;1622;650;972
412;Suriname;2022;2492;1143;1349;858;487;371;1634;656;978
413;Suriname;2023;2492;1143;1349;846;480;366;1646;663;983
414;Suriname;2024;2492;1143;1349;836;475;361;1656;668;988
415;Suriname;2025;2492;1143;1349;831;472;359;1661;671;990
416;Suriname;2026;2492;1143;1349;828;471;357;1664;672;992
417;Suriname;2027;2492;1143;1349;825;470;355;1667;673;994
418;Suriname;2028;2492;1143;1349;824;470;354;1668;673;995
419;Suriname;2029;2492;1143;1349;822;469;353;1670;674;996
420;Suriname;2030;2492;1143;1349;821;469;353;1671;674;996
421;Suriname;2031;2492;1143;1349;821;468;352;1671;675;997
422;Suriname;2032;2492;1143;1349;820;468;352;1672;675;997
423;Suriname;2033;2492;1143;1349;820;468;352;1672;675;997
424;Suriname;2034;2492;1143;1349;820;468;352;1672;675;997
425;Suriname;2035;2492;1143;1349;820;467;352;1672;676;997
426;Suriname;2036;2492;1143;1349;820;467;353;1672;676;996
427;Suriname;2037;2492;1143;1349;821;467;353;1672;676;996
428;Suriname;2038;2492;1143;1349;821;467;353;1671;676;996
429;Suriname;2039;2492;1143;1349;821;467;354;1671;676;995
430;Suriname;2040;2492;1143;1349;821;467;354;1672;676;995
431;Suriname;2041;2492;1143;1349;820;466;354;1672;677;995
432;Suriname;2042;2492;1143;1349;820;466;354;1672;677;995
433;Suriname;2043;2492;1143;1349;820;466;355;1672;678;994
434;Suriname;2044;2492;1143;1349;820;465;355;1672;678;994
435;Suriname;2045;2492;1143;1349;820;464;355;1672;679;994
436;Suriname;2046;2492;1143;1349;819;464;356;1673;679;993
437;Suriname;2047;2492;1143;1349;819;463;356;1673;680;993
438;Suriname;2048;2492;1143;1349;819;463;356;1673;681;993
439;Suriname;2049;2492;1143;1349;819;462;357;1674;681;992
440;Suriname;2050;2492;1143;1349;818;461;357;1674;682;992
441;Suriname;2051;2492;1143;1349;818;461;358;1674;682;991
442;Suriname;2052;2492;1143;1349;818;460;358;1674;683;991
443;Suriname;2053;2492;1143;1349;818;460;359;1674;683;990
444;Suriname;2054;2492;1143;1349;819;459;359;1674;684;990
445;Suriname;2055;2492;1143;1349;819;459;360;1673;684;989
446;Suriname;2056;2492;1143;1349;819;458;361;1673;685;989
447;Suriname;2057;2492;1143;1349;819;458;361;1673;685;988
448;Suriname;2058;2492;1143;1349;819;457;362;1673;686;987
449;Suriname;2059;2492;1143;1349;819;457;363;1673;687;987
450;Turkije;2010;4292;2487;1805;3143;1920;1223;1150;567;582
451;Turkije;2011;4292;2487;1805;2848;1748;1101;1444;739;704
452;Turkije;2012;4220;2415;1805;2579;1582;997;1641;833;809
453;Turkije;2013;4077;2272;1805;2314;1411;903;1763;861;902
454;Turkije;2014;4006;2202;1804;2265;1377;888;1741;825;916
455;Turkije;2015;4006;2202;1804;2218;1345;873;1788;857;931
456;Turkije;2016;4006;2202;1804;2176;1317;859;1830;885;945
457;Turkije;2017;4006;2202;1804;2136;1291;845;1870;911;959
458;Turkije;2018;4006;2202;1804;2101;1267;834;1905;935;970
459;Turkije;2019;4006;2202;1804;2069;1246;823;1937;956;981
460;Turkije;2020;4006;2202;1804;2038;1226;812;1968;976;992
461;Turkije;2021;4006;2202;1804;2007;1205;802;1999;997;1002
462;Turkije;2022;4006;2202;1804;1979;1186;792;2028;1016;1012
463;Turkije;2023;4006;2202;1804;1958;1174;784;2048;1028;1020
464;Turkije;2024;4006;2202;1804;1941;1164;777;2065;1038;1027
465;Turkije;2025;4006;2202;1804;1931;1159;772;2075;1043;1032
466;Turkije;2026;4006;2202;1804;1922;1154;768;2084;1048;1036
467;Turkije;2027;4006;2202;1804;1912;1149;763;2094;1053;1041
468;Turkije;2028;4006;2202;1804;1904;1144;759;2102;1058;1045
469;Turkije;2029;4006;2202;1804;1897;1141;757;2109;1061;1048
470;Turkije;2030;4006;2202;1804;1892;1138;754;2114;1064;1050
471;Turkije;2031;4006;2202;1804;1886;1134;752;2120;1068;1052
472;Turkije;2032;4006;2202;1804;1880;1130;751;2126;1073;1053
473;Turkije;2033;4006;2202;1804;1875;1126;750;2131;1077;1054
474;Turkije;2034;4006;2202;1804;1870;1121;749;2136;1081;1055
475;Turkije;2035;4006;2202;1804;1868;1120;749;2138;1082;1056
476;Turkije;2036;4006;2202;1804;1868;1120;749;2138;1082;1055
477;Turkije;2037;4006;2202;1804;1869;1120;749;2137;1082;1055
478;Turkije;2038;4006;2202;1804;1869;1120;749;2137;1082;1055
479;Turkije;2039;4006;2202;1804;1867;1118;749;2139;1084;1055
480;Turkije;2040;4006;2202;1804;1866;1117;749;2140;1085;1055
481;Turkije;2041;4006;2202;1804;1865;1116;748;2141;1086;1056
482;Turkije;2042;4006;2202;1804;1863;1115;748;2143;1087;1056
483;Turkije;2043;4006;2202;1804;1863;1115;748;2144;1087;1056
484;Turkije;2044;4006;2202;1804;1862;1115;747;2144;1087;1057
485;Turkije;2045;4006;2202;1804;1862;1115;747;2144;1087;1057
486;Turkije;2046;4006;2202;1804;1862;1115;747;2144;1087;1057
487;Turkije;2047;4006;2202;1804;1862;1115;747;2144;1087;1057
488;Turkije;2048;4006;2202;1804;1862;1115;747;2144;1087;1057
489;Turkije;2049;4006;2202;1804;1862;1116;747;2144;1087;1058
490;Turkije;2050;4006;2202;1804;1862;1116;746;2144;1086;1058
491;Turkije;2051;4006;2202;1804;1863;1116;746;2144;1086;1058
492;Turkije;2052;4006;2202;1804;1863;1116;746;2143;1086;1058
493;Turkije;2053;4006;2202;1804;1863;1117;746;2143;1085;1058
494;Turkije;2054;4006;2202;1804;1864;1117;746;2143;1085;1058
495;Turkije;2055;4006;2202;1804;1864;1118;747;2142;1085;1057
496;Turkije;2056;4006;2202;1804;1865;1118;747;2141;1084;1057
497;Turkije;2057;4006;2202;1804;1865;1118;747;2141;1084;1057
498;Turkije;2058;4006;2202;1804;1866;1118;747;2140;1084;1057
499;Turkije;2059;4006;2202;1804;1866;1119;748;2140;1083;1056
500;Totaal westers;2010;69069;34859;34210;44873;23867;21006;24197;10992;13206
501;Totaal westers;2011;69114;34900;34214;45667;24514;21154;23447;10386;13060
502;Totaal westers;2012;69222;34960;34262;46229;24977;21251;22993;9983;13011
503;Totaal westers;2013;69298;34997;34301;47202;25476;21724;22096;9521;12577
504;Totaal westers;2014;69191;34943;34248;47947;25841;22108;21244;9103;12140
505;Totaal westers;2015;68876;34790;34086;48433;26078;22355;20444;8713;11731
506;Totaal westers;2016;68491;34603;33888;48707;26212;22495;19784;8391;11394
507;Totaal westers;2017;68054;34387;33667;48851;26276;22575;19203;8111;11092
508;Totaal westers;2018;67565;34144;33421;48880;26282;22598;18686;7863;10823
509;Totaal westers;2019;67044;33885;33159;48819;26244;22574;18226;7641;10586
510;Totaal westers;2020;66478;33605;32873;48686;26173;22514;17792;7432;10361
511;Totaal westers;2021;65895;33318;32577;48547;26101;22446;17349;7218;10132
512;Totaal westers;2022;65275;33010;32265;48365;26006;22359;16911;7004;9906
513;Totaal westers;2023;64678;32715;31963;48141;25887;22253;16537;6828;9711
514;Totaal westers;2024;64071;32418;31653;47885;25754;22131;16186;6664;9522
515;Totaal westers;2025;63472;32118;31354;47595;25601;21993;15877;6517;9361
516;Totaal westers;2026;62898;31834;31064;47279;25435;21844;15620;6400;9220
517;Totaal westers;2027;62347;31561;30786;46946;25260;21686;15402;6301;9101
518;Totaal westers;2028;61835;31311;30524;46603;25082;21522;15232;6231;9002
519;Totaal westers;2029;61362;31074;30288;46258;24900;21358;15104;6174;8932
520;Totaal westers;2030;60958;30880;30078;45919;24725;21195;15039;6155;8883
521;Totaal westers;2031;60597;30706;29891;45593;24555;21038;15004;6151;8853
522;Totaal westers;2032;60323;30566;29757;45290;24397;20893;15033;6169;8864
523;Totaal westers;2033;60123;30471;29652;45016;24255;20762;15107;6216;8892
524;Totaal westers;2034;60018;30422;29596;44780;24135;20646;15239;6288;8950
525;Totaal westers;2035;60013;30420;29593;44589;24036;20552;15424;6385;9041
526;Totaal westers;2036;60053;30439;29614;44446;23964;20482;15608;6476;9132
527;Totaal westers;2037;60089;30461;29628;44342;23912;20431;15747;6550;9197
528;Totaal westers;2038;60128;30487;29641;44266;23875;20392;15863;6613;9249
529;Totaal westers;2039;60158;30500;29658;44210;23850;20362;15948;6651;9296
530;Totaal westers;2040;60181;30514;29667;44167;23830;20339;16014;6686;9328
531;Totaal westers;2041;60203;30525;29678;44135;23815;20322;16068;6711;9357
532;Totaal westers;2042;60223;30539;29684;44112;23804;20308;16113;6736;9377
533;Totaal westers;2043;60233;30541;29692;44092;23796;20297;16142;6746;9395
534;Totaal westers;2044;60237;30542;29695;44077;23789;20290;16160;6754;9406
535;Totaal westers;2045;60237;30542;29695;44062;23782;20283;16175;6762;9412
536;Totaal westers;2046;60237;30542;29695;44050;23774;20276;16187;6768;9419
537;Totaal westers;2047;60237;30542;29695;44039;23769;20271;16199;6773;9425
538;Totaal westers;2048;60237;30542;29695;44029;23764;20266;16209;6778;9429
539;Totaal westers;2049;60237;30542;29695;44021;23759;20263;16216;6783;9433
540;Totaal westers;2050;60237;30542;29695;44015;23756;20259;16223;6786;9436
541;Totaal westers;2051;60237;30542;29695;44009;23753;20257;16228;6789;9439
542;Totaal westers;2052;60237;30542;29695;44005;23751;20256;16232;6791;9441
543;Totaal westers;2053;60237;30542;29695;44003;23750;20253;16234;6792;9442
544;Totaal westers;2054;60237;30542;29695;44001;23748;20252;16237;6794;9443
545;Totaal westers;2055;60237;30542;29695;43999;23748;20251;16238;6794;9444
546;Totaal westers;2056;60237;30542;29695;43999;23747;20251;16239;6795;9444
547;Totaal westers;2057;60237;30542;29695;43998;23747;20251;16239;6795;9444
548;Totaal westers;2058;60237;30542;29695;43998;23748;20250;16239;6795;9445
549;Totaal westers;2059;60237;30542;29695;43998;23749;20250;16240;6793;9445
550;26 EU-landen;2010;55153;28452;26701;34225;18504;15721;20928;9948;10981
551;26 EU-landen;2011;55153;28452;26701;35085;19206;15879;20068;9246;10822
552;26 EU-landen;2012;55108;28428;26680;35778;19746;16031;19330;8682;10649
553;26 EU-landen;2013;54950;28352;26598;36964;20359;16605;17986;7993;9993
554;26 EU-landen;2014;54712;28229;26483;37756;20755;17001;16956;7474;9482
555;26 EU-landen;2015;54374;28063;26311;38304;21029;17275;16071;7035;9036
556;26 EU-landen;2016;53965;27858;26107;38662;21207;17455;15303;6651;8652
557;26 EU-landen;2017;53500;27630;25870;38872;21309;17563;14628;6321;8307
558;26 EU-landen;2018;52970;27365;25605;38967;21353;17614;14003;6012;7991
559;26 EU-landen;2019;52410;27085;25325;38970;21351;17619;13440;5734;7706
560;26 EU-landen;2020;51804;26783;25021;38901;21313;17588;12903;5470;7433
561;26 EU-landen;2021;51176;26471;24705;38769;21242;17526;12408;5229;7179
562;26 EU-landen;2022;50512;26139;24373;38582;21143;17439;11931;4996;6934
563;26 EU-landen;2023;49851;25812;24039;38342;21015;17327;11509;4797;6712
564;26 EU-landen;2024;49194;25483;23711;38061;20866;17195;11133;4617;6516
565;26 EU-landen;2025;48545;25160;23385;37742;20696;17046;10803;4464;6339
566;26 EU-landen;2026;47915;24845;23070;37394;20511;16882;10522;4334;6188
567;26 EU-landen;2027;47305;24537;22768;37023;20315;16708;10282;4222;6060
568;26 EU-landen;2028;46733;24254;22479;36639;20112;16527;10094;4142;5952
569;26 EU-landen;2029;46211;23995;22216;36250;19907;16343;9961;4088;5873
570;26 EU-landen;2030;45750;23767;21983;35868;19707;16162;9882;4060;5821
571;26 EU-landen;2031;45336;23559;21777;35499;19513;15986;9837;4046;5791
572;26 EU-landen;2032;45007;23396;21611;35151;19330;15821;9856;4066;5790
573;26 EU-landen;2033;44761;23271;21490;34833;19163;15669;9928;4108;5821
574;26 EU-landen;2034;44601;23194;21407;34552;19017;15535;10049;4177;5872
575;26 EU-landen;2035;44551;23167;21384;34316;18894;15422;10235;4273;5962
576;26 EU-landen;2036;44551;23167;21384;34130;18798;15332;10421;4369;6052
577;26 EU-landen;2037;44551;23167;21384;33986;18724;15262;10565;4443;6122
578;26 EU-landen;2038;44551;23167;21384;33871;18665;15206;10680;4502;6178
579;26 EU-landen;2039;44551;23167;21384;33779;18618;15161;10772;4549;6223
580;26 EU-landen;2040;44551;23167;21384;33703;18580;15124;10848;4588;6260
581;26 EU-landen;2041;44551;23167;21384;33641;18548;15094;10910;4619;6291
582;26 EU-landen;2042;44551;23167;21384;33590;18521;15069;10961;4646;6316
583;26 EU-landen;2043;44551;23167;21384;33547;18499;15048;11004;4668;6336
584;26 EU-landen;2044;44551;23167;21384;33512;18481;15031;11039;4686;6353
585;26 EU-landen;2045;44551;23167;21384;33482;18466;15017;11069;4701;6367
586;26 EU-landen;2046;44551;23167;21384;33458;18453;15005;11093;4714;6379
587;26 EU-landen;2047;44551;23167;21384;33439;18443;14996;11113;4724;6389
588;26 EU-landen;2048;44551;23167;21384;33423;18435;14988;11129;4732;6396
589;26 EU-landen;2049;44551;23167;21384;33410;18428;14982;11141;4739;6402
590;26 EU-landen;2050;44551;23167;21384;33400;18423;14977;11151;4744;6407
591;26 EU-landen;2051;44551;23167;21384;33392;18419;14973;11159;4748;6411
592;26 EU-landen;2052;44551;23167;21384;33386;18416;14971;11165;4751;6414
593;26 EU-landen;2053;44551;23167;21384;33382;18414;14968;11169;4753;6416
594;26 EU-landen;2054;44551;23167;21384;33379;18412;14966;11173;4755;6418
595;26 EU-landen;2055;44551;23167;21384;33376;18411;14965;11175;4756;6419
596;26 EU-landen;2056;44551;23167;21384;33375;18410;14964;11177;4757;6420
597;26 EU-landen;2057;44551;23167;21384;33374;18410;14964;11177;4757;6420
598;26 EU-landen;2058;44551;23167;21384;33373;18410;14963;11178;4757;6421
599;26 EU-landen;2059;44551;23167;21384;33373;18410;14963;11179;4757;6421
600;Overig Europa;2010;5823;2545;3278;3472;1692;1780;2351;853;1498
601;Overig Europa;2011;5868;2586;3282;3358;1642;1716;2510;944;1566
602;Overig Europa;2012;5922;2632;3290;3208;1576;1632;2714;1056;1658
603;Overig Europa;2013;5969;2674;3295;2995;1477;1517;2974;1197;1778
604;Overig Europa;2014;5993;2697;3296;2955;1460;1496;3038;1238;1800
605;Overig Europa;2015;5993;2697;3296;2915;1441;1474;3078;1256;1822
606;Overig Europa;2016;5993;2697;3296;2876;1422;1454;3117;1275;1842
607;Overig Europa;2017;5993;2697;3296;2840;1404;1436;3153;1293;1860
608;Overig Europa;2018;5993;2697;3296;2810;1388;1421;3184;1309;1875
609;Overig Europa;2019;5993;2697;3296;2785;1376;1409;3208;1321;1887
610;Overig Europa;2020;5993;2697;3296;2766;1367;1399;3227;1330;1897
611;Overig Europa;2021;5993;2697;3296;2751;1361;1391;3242;1337;1906
612;Overig Europa;2022;5993;2697;3296;2740;1356;1384;3253;1341;1912
613;Overig Europa;2023;5993;2697;3296;2733;1353;1380;3260;1344;1916
614;Overig Europa;2024;5993;2697;3296;2728;1352;1376;3265;1345;1920
615;Overig Europa;2025;5993;2697;3296;2724;1351;1373;3269;1346;1923
616;Overig Europa;2026;5993;2697;3296;2721;1350;1371;3272;1347;1925
617;Overig Europa;2027;5993;2697;3296;2719;1350;1369;3274;1347;1927
618;Overig Europa;2028;5993;2697;3296;2717;1350;1368;3276;1348;1928
619;Overig Europa;2029;5993;2697;3296;2716;1349;1367;3277;1348;1930
620;Overig Europa;2030;5993;2697;3296;2714;1349;1365;3279;1348;1931
621;Overig Europa;2031;5993;2697;3296;2712;1348;1364;3281;1349;1932
622;Overig Europa;2032;5993;2697;3296;2710;1347;1363;3283;1350;1933
623;Overig Europa;2033;5993;2697;3296;2709;1347;1363;3284;1350;1934
624;Overig Europa;2034;5993;2697;3296;2709;1347;1362;3285;1351;1934
625;Overig Europa;2035;5993;2697;3296;2708;1346;1361;3285;1351;1935
626;Overig Europa;2036;5993;2697;3296;2707;1346;1361;3286;1351;1935
627;Overig Europa;2037;5993;2697;3296;2707;1346;1361;3286;1351;1935
628;Overig Europa;2038;5993;2697;3296;2707;1346;1361;3287;1351;1935
629;Overig Europa;2039;5993;2697;3296;2706;1346;1360;3287;1351;1936
630;Overig Europa;2040;5993;2697;3296;2706;1346;1360;3287;1351;1936
631;Overig Europa;2041;5993;2697;3296;2706;1346;1360;3287;1352;1936
632;Overig Europa;2042;5993;2697;3296;2706;1346;1360;3288;1352;1936
633;Overig Europa;2043;5993;2697;3296;2705;1346;1360;3288;1352;1936
634;Overig Europa;2044;5993;2697;3296;2705;1346;1360;3288;1352;1936
635;Overig Europa;2045;5993;2697;3296;2705;1346;1360;3288;1352;1936
636;Overig Europa;2046;5993;2697;3296;2705;1346;1360;3288;1351;1936
637;Overig Europa;2047;5993;2697;3296;2705;1346;1360;3288;1351;1936
638;Overig Europa;2048;5993;2697;3296;2705;1346;1360;3288;1351;1936
639;Overig Europa;2049;5993;2697;3296;2706;1346;1360;3287;1351;1936
640;Overig Europa;2050;5993;2697;3296;2706;1346;1360;3288;1351;1936
641;Overig Europa;2051;5993;2697;3296;2706;1346;1360;3287;1351;1936
642;Overig Europa;2052;5993;2697;3296;2706;1346;1360;3287;1351;1936
643;Overig Europa;2053;5993;2697;3296;2706;1346;1360;3287;1351;1936
644;Overig Europa;2054;5993;2697;3296;2706;1346;1360;3287;1351;1936
645;Overig Europa;2055;5993;2697;3296;2706;1346;1360;3287;1351;1936
646;Overig Europa;2056;5993;2697;3296;2706;1346;1360;3287;1351;1936
647;Overig Europa;2057;5993;2697;3296;2706;1346;1360;3287;1351;1936
648;Overig Europa;2058;5993;2697;3296;2706;1346;1360;3287;1351;1936
649;Overig Europa;2059;5993;2697;3296;2706;1347;1360;3287;1350;1936
650;Indonesië;2010;1338;543;795;1155;571;584;183;-28;211
651;Indonesië;2011;1338;543;795;1079;531;548;259;12;247
652;Indonesië;2012;1433;579;854;1015;498;517;418;81;337
653;Indonesië;2013;1606;642;964;969;474;494;637;168;470
654;Indonesië;2014;1697;679;1018;943;462;482;754;217;536
655;Indonesië;2015;1697;679;1018;922;453;469;775;226;549
656;Indonesië;2016;1697;679;1018;892;442;450;805;237;569
657;Indonesië;2017;1697;679;1018;885;438;447;812;241;571
658;Indonesië;2018;1697;679;1018;878;434;444;819;245;574
659;Indonesië;2019;1697;679;1018;871;430;441;826;249;578
660;Indonesië;2020;1697;679;1018;865;427;438;832;252;581
661;Indonesië;2021;1697;679;1018;860;425;435;837;254;583
662;Indonesië;2022;1697;679;1018;856;423;433;841;256;585
663;Indonesië;2023;1697;679;1018;853;421;431;844;258;587
664;Indonesië;2024;1697;679;1018;850;420;430;847;259;588
665;Indonesië;2025;1697;679;1018;848;419;429;849;260;589
666;Indonesië;2026;1697;679;1018;846;418;428;851;261;590
667;Indonesië;2027;1697;679;1018;845;417;428;853;262;591
668;Indonesië;2028;1697;679;1018;843;417;427;854;263;591
669;Indonesië;2029;1697;679;1018;843;416;427;854;263;592
670;Indonesië;2030;1697;679;1018;842;416;426;855;263;592
671;Indonesië;2031;1697;679;1018;841;415;426;856;264;592
672;Indonesië;2032;1697;679;1018;841;415;426;856;264;592
673;Indonesië;2033;1697;679;1018;840;415;426;857;264;593
674;Indonesië;2034;1697;679;1018;840;415;425;857;264;593
675;Indonesië;2035;1697;679;1018;840;415;425;857;265;593
676;Indonesië;2036;1697;679;1018;840;415;425;858;265;593
677;Indonesië;2037;1697;679;1018;839;415;425;858;265;593
678;Indonesië;2038;1697;679;1018;839;415;425;858;265;593
679;Indonesië;2039;1697;679;1018;839;415;425;858;265;593
680;Indonesië;2040;1697;679;1018;839;415;425;858;265;593
681;Indonesië;2041;1697;679;1018;839;415;425;858;264;593
682;Indonesië;2042;1697;679;1018;840;415;425;858;264;593
683;Indonesië;2043;1697;679;1018;840;415;425;858;264;593
684;Indonesië;2044;1697;679;1018;840;415;425;857;264;593
685;Indonesië;2045;1697;679;1018;840;415;425;857;264;593
686;Indonesië;2046;1697;679;1018;840;415;425;857;264;593
687;Indonesië;2047;1697;679;1018;840;415;425;857;264;593
688;Indonesië;2048;1697;679;1018;840;415;425;857;264;593
689;Indonesië;2049;1697;679;1018;840;415;425;857;264;593
690;Indonesië;2050;1697;679;1018;840;415;425;857;264;593
691;Indonesië;2051;1697;679;1018;840;415;425;857;264;593
692;Indonesië;2052;1697;679;1018;840;415;425;857;264;593
693;Indonesië;2053;1697;679;1018;840;415;425;857;264;593
694;Indonesië;2054;1697;679;1018;840;415;425;857;264;593
