ID;Geslacht;Leeftijd;Nationaliteiten;Perioden;BevolkingOp1Januari_1
1300;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2019;23.0
1301;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2020;30.0
1302;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2021;26.0
1303;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2022;29.0
1304;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2023;27.0
1305;Totaal mannen en vrouwen;Totaal;Chileens;1995;1326.0
1306;Totaal mannen en vrouwen;Totaal;Chileens;1996;1214.0
1307;Totaal mannen en vrouwen;Totaal;Chileens;1997;1033.0
1308;Totaal mannen en vrouwen;Totaal;Chileens;1998;968.0
1309;Totaal mannen en vrouwen;Totaal;Chileens;1999;946.0
1310;Totaal mannen en vrouwen;Totaal;Chileens;2000;939.0
1311;Totaal mannen en vrouwen;Totaal;Chileens;2001;909.0
1312;Totaal mannen en vrouwen;Totaal;Chileens;2002;910.0
1313;Totaal mannen en vrouwen;Totaal;Chileens;2003;918.0
1314;Totaal mannen en vrouwen;Totaal;Chileens;2004;925.0
1315;Totaal mannen en vrouwen;Totaal;Chileens;2005;990.0
1316;Totaal mannen en vrouwen;Totaal;Chileens;2006;1102.0
1317;Totaal mannen en vrouwen;Totaal;Chileens;2007;1068.0
1318;Totaal mannen en vrouwen;Totaal;Chileens;2008;914.0
1319;Totaal mannen en vrouwen;Totaal;Chileens;2009;904.0
1320;Totaal mannen en vrouwen;Totaal;Chileens;2010;857.0
1321;Totaal mannen en vrouwen;Totaal;Chileens;2011;851.0
1322;Totaal mannen en vrouwen;Totaal;Chileens;2012;899.0
1323;Totaal mannen en vrouwen;Totaal;Chileens;2013;911.0
1324;Totaal mannen en vrouwen;Totaal;Chileens;2014;907.0
1325;Totaal mannen en vrouwen;Totaal;Chileens;2015;925.0
1326;Totaal mannen en vrouwen;Totaal;Chileens;2016;969.0
1327;Totaal mannen en vrouwen;Totaal;Chileens;2017;1052.0
1328;Totaal mannen en vrouwen;Totaal;Chileens;2018;1132.0
1329;Totaal mannen en vrouwen;Totaal;Chileens;2019;1203.0
1330;Totaal mannen en vrouwen;Totaal;Chileens;2020;1282.0
1331;Totaal mannen en vrouwen;Totaal;Chileens;2021;1237.0
1332;Totaal mannen en vrouwen;Totaal;Chileens;2022;1374.0
1333;Totaal mannen en vrouwen;Totaal;Chileens;2023;1504.0
1334;Totaal mannen en vrouwen;Totaal;Chinees;1995;7669.0
1335;Totaal mannen en vrouwen;Totaal;Chinees;1996;7912.0
1336;Totaal mannen en vrouwen;Totaal;Chinees;1997;7322.0
1337;Totaal mannen en vrouwen;Totaal;Chinees;1998;7260.0
1338;Totaal mannen en vrouwen;Totaal;Chinees;1999;7480.0
1339;Totaal mannen en vrouwen;Totaal;Chinees;2000;7473.0
1340;Totaal mannen en vrouwen;Totaal;Chinees;2001;7997.0
1341;Totaal mannen en vrouwen;Totaal;Chinees;2002;9395.0
1342;Totaal mannen en vrouwen;Totaal;Chinees;2003;11223.0
1343;Totaal mannen en vrouwen;Totaal;Chinees;2004;13330.0
1344;Totaal mannen en vrouwen;Totaal;Chinees;2005;14662.0
1345;Totaal mannen en vrouwen;Totaal;Chinees;2006;15007.0
1346;Totaal mannen en vrouwen;Totaal;Chinees;2007;15266.0
1347;Totaal mannen en vrouwen;Totaal;Chinees;2008;16210.0
1348;Totaal mannen en vrouwen;Totaal;Chinees;2009;18121.0
1349;Totaal mannen en vrouwen;Totaal;Chinees;2010;19758.0
1350;Totaal mannen en vrouwen;Totaal;Chinees;2011;21371.0
1351;Totaal mannen en vrouwen;Totaal;Chinees;2012;23900.0
1352;Totaal mannen en vrouwen;Totaal;Chinees;2013;25906.0
1353;Totaal mannen en vrouwen;Totaal;Chinees;2014;27192.0
1354;Totaal mannen en vrouwen;Totaal;Chinees;2015;28220.0
1355;Totaal mannen en vrouwen;Totaal;Chinees;2016;29746.0
1356;Totaal mannen en vrouwen;Totaal;Chinees;2017;31437.0
1357;Totaal mannen en vrouwen;Totaal;Chinees;2018;33860.0
1358;Totaal mannen en vrouwen;Totaal;Chinees;2019;36491.0
1359;Totaal mannen en vrouwen;Totaal;Chinees;2020;39352.0
1360;Totaal mannen en vrouwen;Totaal;Chinees;2021;38851.0
1361;Totaal mannen en vrouwen;Totaal;Chinees;2022;40896.0
1362;Totaal mannen en vrouwen;Totaal;Chinees;2023;43656.0
1363;Totaal mannen en vrouwen;Totaal;Colombiaans;1995;1669.0
1364;Totaal mannen en vrouwen;Totaal;Colombiaans;1996;1569.0
1365;Totaal mannen en vrouwen;Totaal;Colombiaans;1997;1584.0
1366;Totaal mannen en vrouwen;Totaal;Colombiaans;1998;1718.0
1367;Totaal mannen en vrouwen;Totaal;Colombiaans;1999;1848.0
1368;Totaal mannen en vrouwen;Totaal;Colombiaans;2000;1790.0
1369;Totaal mannen en vrouwen;Totaal;Colombiaans;2001;1636.0
1370;Totaal mannen en vrouwen;Totaal;Colombiaans;2002;1668.0
1371;Totaal mannen en vrouwen;Totaal;Colombiaans;2003;1743.0
1372;Totaal mannen en vrouwen;Totaal;Colombiaans;2004;1919.0
1373;Totaal mannen en vrouwen;Totaal;Colombiaans;2005;2065.0
1374;Totaal mannen en vrouwen;Totaal;Colombiaans;2006;2113.0
1375;Totaal mannen en vrouwen;Totaal;Colombiaans;2007;2063.0
1376;Totaal mannen en vrouwen;Totaal;Colombiaans;2008;2027.0
1377;Totaal mannen en vrouwen;Totaal;Colombiaans;2009;2090.0
1378;Totaal mannen en vrouwen;Totaal;Colombiaans;2010;2168.0
1379;Totaal mannen en vrouwen;Totaal;Colombiaans;2011;2227.0
1380;Totaal mannen en vrouwen;Totaal;Colombiaans;2012;2210.0
1381;Totaal mannen en vrouwen;Totaal;Colombiaans;2013;2161.0
1382;Totaal mannen en vrouwen;Totaal;Colombiaans;2014;2206.0
1383;Totaal mannen en vrouwen;Totaal;Colombiaans;2015;2144.0
1384;Totaal mannen en vrouwen;Totaal;Colombiaans;2016;2142.0
1385;Totaal mannen en vrouwen;Totaal;Colombiaans;2017;2230.0
1386;Totaal mannen en vrouwen;Totaal;Colombiaans;2018;2325.0
1387;Totaal mannen en vrouwen;Totaal;Colombiaans;2019;2619.0
1388;Totaal mannen en vrouwen;Totaal;Colombiaans;2020;3060.0
1389;Totaal mannen en vrouwen;Totaal;Colombiaans;2021;3139.0
1390;Totaal mannen en vrouwen;Totaal;Colombiaans;2022;3597.0
1391;Totaal mannen en vrouwen;Totaal;Colombiaans;2023;4035.0
1392;Totaal mannen en vrouwen;Totaal;Comorees;1995;0.0
1393;Totaal mannen en vrouwen;Totaal;Comorees;1996;2.0
1394;Totaal mannen en vrouwen;Totaal;Comorees;1997;2.0
1395;Totaal mannen en vrouwen;Totaal;Comorees;1998;2.0
1396;Totaal mannen en vrouwen;Totaal;Comorees;1999;2.0
1397;Totaal mannen en vrouwen;Totaal;Comorees;2000;2.0
1398;Totaal mannen en vrouwen;Totaal;Comorees;2001;2.0
1399;Totaal mannen en vrouwen;Totaal;Comorees;2002;2.0
1400;Totaal mannen en vrouwen;Totaal;Comorees;2003;2.0
1401;Totaal mannen en vrouwen;Totaal;Comorees;2004;2.0
1402;Totaal mannen en vrouwen;Totaal;Comorees;2005;2.0
1403;Totaal mannen en vrouwen;Totaal;Comorees;2006;2.0
1404;Totaal mannen en vrouwen;Totaal;Comorees;2007;1.0
1405;Totaal mannen en vrouwen;Totaal;Comorees;2008;2.0
1406;Totaal mannen en vrouwen;Totaal;Comorees;2009;2.0
1407;Totaal mannen en vrouwen;Totaal;Comorees;2010;3.0
1408;Totaal mannen en vrouwen;Totaal;Comorees;2011;2.0
1409;Totaal mannen en vrouwen;Totaal;Comorees;2012;2.0
1410;Totaal mannen en vrouwen;Totaal;Comorees;2013;1.0
1411;Totaal mannen en vrouwen;Totaal;Comorees;2014;0.0
1412;Totaal mannen en vrouwen;Totaal;Comorees;2015;0.0
1413;Totaal mannen en vrouwen;Totaal;Comorees;2016;0.0
1414;Totaal mannen en vrouwen;Totaal;Comorees;2017;1.0
1415;Totaal mannen en vrouwen;Totaal;Comorees;2018;2.0
1416;Totaal mannen en vrouwen;Totaal;Comorees;2019;1.0
1417;Totaal mannen en vrouwen;Totaal;Comorees;2020;4.0
1418;Totaal mannen en vrouwen;Totaal;Comorees;2021;2.0
1419;Totaal mannen en vrouwen;Totaal;Comorees;2022;2.0
1420;Totaal mannen en vrouwen;Totaal;Comorees;2023;4.0
1421;Totaal mannen en vrouwen;Totaal;Burger van Congo;1995;6.0
1422;Totaal mannen en vrouwen;Totaal;Burger van Congo;1996;20.0
1423;Totaal mannen en vrouwen;Totaal;Burger van Congo;1997;20.0
1424;Totaal mannen en vrouwen;Totaal;Burger van Congo;1998;29.0
1425;Totaal mannen en vrouwen;Totaal;Burger van Congo;1999;69.0
1426;Totaal mannen en vrouwen;Totaal;Burger van Congo;2000;97.0
1427;Totaal mannen en vrouwen;Totaal;Burger van Congo;2001;207.0
1428;Totaal mannen en vrouwen;Totaal;Burger van Congo;2002;270.0
1429;Totaal mannen en vrouwen;Totaal;Burger van Congo;2003;354.0
1430;Totaal mannen en vrouwen;Totaal;Burger van Congo;2004;417.0
1431;Totaal mannen en vrouwen;Totaal;Burger van Congo;2005;450.0
1432;Totaal mannen en vrouwen;Totaal;Burger van Congo;2006;481.0
1433;Totaal mannen en vrouwen;Totaal;Burger van Congo;2007;512.0
1434;Totaal mannen en vrouwen;Totaal;Burger van Congo;2008;506.0
1435;Totaal mannen en vrouwen;Totaal;Burger van Congo;2009;482.0
1436;Totaal mannen en vrouwen;Totaal;Burger van Congo;2010;507.0
1437;Totaal mannen en vrouwen;Totaal;Burger van Congo;2011;483.0
1438;Totaal mannen en vrouwen;Totaal;Burger van Congo;2012;477.0
1439;Totaal mannen en vrouwen;Totaal;Burger van Congo;2013;488.0
1440;Totaal mannen en vrouwen;Totaal;Burger van Congo;2014;534.0
1441;Totaal mannen en vrouwen;Totaal;Burger van Congo;2015;479.0
1442;Totaal mannen en vrouwen;Totaal;Burger van Congo;2016;542.0
1443;Totaal mannen en vrouwen;Totaal;Burger van Congo;2017;501.0
1444;Totaal mannen en vrouwen;Totaal;Burger van Congo;2018;502.0
1445;Totaal mannen en vrouwen;Totaal;Burger van Congo;2019;505.0
1446;Totaal mannen en vrouwen;Totaal;Burger van Congo;2020;496.0
1447;Totaal mannen en vrouwen;Totaal;Burger van Congo;2021;446.0
1448;Totaal mannen en vrouwen;Totaal;Burger van Congo;2022;416.0
1449;Totaal mannen en vrouwen;Totaal;Burger van Congo;2023;362.0
1450;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;1995;2732.0
1451;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;1996;3213.0
1452;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;1997;2909.0
1453;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;1998;2765.0
1454;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;1999;2430.0
1455;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2000;1887.0
1456;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2001;1622.0
1457;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2002;1437.0
1458;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2003;1310.0
1459;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2004;1227.0
1460;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2005;1168.0
1461;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2006;1120.0
1462;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2007;1011.0
1463;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2008;946.0
1464;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2009;935.0
1465;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2010;907.0
1466;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2011;876.0
1467;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2012;830.0
1468;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2013;823.0
1469;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2014;809.0
1470;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2015;692.0
1471;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2016;727.0
1472;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2017;804.0
1473;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2018;826.0
1474;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2019;988.0
1475;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2020;1134.0
1476;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2021;1139.0
1477;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2022;1139.0
1478;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2023;1316.0
1479;Totaal mannen en vrouwen;Totaal;Costa Ricaans;1995;57.0
1480;Totaal mannen en vrouwen;Totaal;Costa Ricaans;1996;65.0
1481;Totaal mannen en vrouwen;Totaal;Costa Ricaans;1997;80.0
1482;Totaal mannen en vrouwen;Totaal;Costa Ricaans;1998;94.0
1483;Totaal mannen en vrouwen;Totaal;Costa Ricaans;1999;118.0
1484;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2000;121.0
1485;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2001;129.0
1486;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2002;135.0
1487;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2003;141.0
1488;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2004;154.0
1489;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2005;165.0
1490;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2006;173.0
1491;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2007;168.0
1492;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2008;161.0
1493;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2009;168.0
1494;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2010;169.0
1495;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2011;186.0
1496;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2012;187.0
1497;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2013;200.0
1498;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2014;189.0
1499;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2015;208.0
1500;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2016;225.0
1501;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2017;244.0
1502;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2018;271.0
1503;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2019;317.0
1504;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2020;369.0
1505;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2021;383.0
1506;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2022;417.0
1507;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2023;501.0
1508;Totaal mannen en vrouwen;Totaal;Cubaans;1995;128.0
1509;Totaal mannen en vrouwen;Totaal;Cubaans;1996;170.0
1510;Totaal mannen en vrouwen;Totaal;Cubaans;1997;220.0
1511;Totaal mannen en vrouwen;Totaal;Cubaans;1998;318.0
1512;Totaal mannen en vrouwen;Totaal;Cubaans;1999;396.0
1513;Totaal mannen en vrouwen;Totaal;Cubaans;2000;432.0
1514;Totaal mannen en vrouwen;Totaal;Cubaans;2001;487.0
1515;Totaal mannen en vrouwen;Totaal;Cubaans;2002;473.0
1516;Totaal mannen en vrouwen;Totaal;Cubaans;2003;512.0
1517;Totaal mannen en vrouwen;Totaal;Cubaans;2004;546.0
1518;Totaal mannen en vrouwen;Totaal;Cubaans;2005;571.0
1519;Totaal mannen en vrouwen;Totaal;Cubaans;2006;602.0
1520;Totaal mannen en vrouwen;Totaal;Cubaans;2007;623.0
1521;Totaal mannen en vrouwen;Totaal;Cubaans;2008;599.0
1522;Totaal mannen en vrouwen;Totaal;Cubaans;2009;574.0
1523;Totaal mannen en vrouwen;Totaal;Cubaans;2010;571.0
1524;Totaal mannen en vrouwen;Totaal;Cubaans;2011;561.0
1525;Totaal mannen en vrouwen;Totaal;Cubaans;2012;532.0
1526;Totaal mannen en vrouwen;Totaal;Cubaans;2013;468.0
1527;Totaal mannen en vrouwen;Totaal;Cubaans;2014;458.0
1528;Totaal mannen en vrouwen;Totaal;Cubaans;2015;425.0
1529;Totaal mannen en vrouwen;Totaal;Cubaans;2016;412.0
1530;Totaal mannen en vrouwen;Totaal;Cubaans;2017;374.0
1531;Totaal mannen en vrouwen;Totaal;Cubaans;2018;367.0
1532;Totaal mannen en vrouwen;Totaal;Cubaans;2019;433.0
1533;Totaal mannen en vrouwen;Totaal;Cubaans;2020;461.0
1534;Totaal mannen en vrouwen;Totaal;Cubaans;2021;489.0
1535;Totaal mannen en vrouwen;Totaal;Cubaans;2022;513.0
1536;Totaal mannen en vrouwen;Totaal;Cubaans;2023;523.0
1537;Totaal mannen en vrouwen;Totaal;Cyprisch;1995;43.0
1538;Totaal mannen en vrouwen;Totaal;Cyprisch;1996;43.0
1539;Totaal mannen en vrouwen;Totaal;Cyprisch;1997;41.0
1540;Totaal mannen en vrouwen;Totaal;Cyprisch;1998;45.0
1541;Totaal mannen en vrouwen;Totaal;Cyprisch;1999;47.0
1542;Totaal mannen en vrouwen;Totaal;Cyprisch;2000;44.0
1543;Totaal mannen en vrouwen;Totaal;Cyprisch;2001;48.0
1544;Totaal mannen en vrouwen;Totaal;Cyprisch;2002;51.0
1545;Totaal mannen en vrouwen;Totaal;Cyprisch;2003;55.0
1546;Totaal mannen en vrouwen;Totaal;Cyprisch;2004;49.0
1547;Totaal mannen en vrouwen;Totaal;Cyprisch;2005;65.0
1548;Totaal mannen en vrouwen;Totaal;Cyprisch;2006;81.0
1549;Totaal mannen en vrouwen;Totaal;Cyprisch;2007;100.0
1550;Totaal mannen en vrouwen;Totaal;Cyprisch;2008;119.0
1551;Totaal mannen en vrouwen;Totaal;Cyprisch;2009;134.0
1552;Totaal mannen en vrouwen;Totaal;Cyprisch;2010;162.0
1553;Totaal mannen en vrouwen;Totaal;Cyprisch;2011;187.0
1554;Totaal mannen en vrouwen;Totaal;Cyprisch;2012;242.0
1555;Totaal mannen en vrouwen;Totaal;Cyprisch;2013;285.0
1556;Totaal mannen en vrouwen;Totaal;Cyprisch;2014;319.0
1557;Totaal mannen en vrouwen;Totaal;Cyprisch;2015;356.0
1558;Totaal mannen en vrouwen;Totaal;Cyprisch;2016;421.0
1559;Totaal mannen en vrouwen;Totaal;Cyprisch;2017;519.0
1560;Totaal mannen en vrouwen;Totaal;Cyprisch;2018;676.0
1561;Totaal mannen en vrouwen;Totaal;Cyprisch;2019;843.0
1562;Totaal mannen en vrouwen;Totaal;Cyprisch;2020;1040.0
1563;Totaal mannen en vrouwen;Totaal;Cyprisch;2021;1128.0
1564;Totaal mannen en vrouwen;Totaal;Cyprisch;2022;1515.0
1565;Totaal mannen en vrouwen;Totaal;Cyprisch;2023;1938.0
1566;Totaal mannen en vrouwen;Totaal;Deens;1995;1957.0
1567;Totaal mannen en vrouwen;Totaal;Deens;1996;1945.0
1568;Totaal mannen en vrouwen;Totaal;Deens;1997;2072.0
1569;Totaal mannen en vrouwen;Totaal;Deens;1998;2163.0
1570;Totaal mannen en vrouwen;Totaal;Deens;1999;2285.0
1571;Totaal mannen en vrouwen;Totaal;Deens;2000;2440.0
1572;Totaal mannen en vrouwen;Totaal;Deens;2001;2588.0
1573;Totaal mannen en vrouwen;Totaal;Deens;2002;2663.0
1574;Totaal mannen en vrouwen;Totaal;Deens;2003;2629.0
1575;Totaal mannen en vrouwen;Totaal;Deens;2004;2689.0
1576;Totaal mannen en vrouwen;Totaal;Deens;2005;2698.0
1577;Totaal mannen en vrouwen;Totaal;Deens;2006;2644.0
1578;Totaal mannen en vrouwen;Totaal;Deens;2007;2697.0
1579;Totaal mannen en vrouwen;Totaal;Deens;2008;2662.0
1580;Totaal mannen en vrouwen;Totaal;Deens;2009;2705.0
1581;Totaal mannen en vrouwen;Totaal;Deens;2010;2646.0
1582;Totaal mannen en vrouwen;Totaal;Deens;2011;2689.0
1583;Totaal mannen en vrouwen;Totaal;Deens;2012;2746.0
1584;Totaal mannen en vrouwen;Totaal;Deens;2013;2801.0
1585;Totaal mannen en vrouwen;Totaal;Deens;2014;2832.0
1586;Totaal mannen en vrouwen;Totaal;Deens;2015;2960.0
1587;Totaal mannen en vrouwen;Totaal;Deens;2016;2987.0
1588;Totaal mannen en vrouwen;Totaal;Deens;2017;3149.0
1589;Totaal mannen en vrouwen;Totaal;Deens;2018;3290.0
1590;Totaal mannen en vrouwen;Totaal;Deens;2019;3370.0
1591;Totaal mannen en vrouwen;Totaal;Deens;2020;3502.0
1592;Totaal mannen en vrouwen;Totaal;Deens;2021;3431.0
1593;Totaal mannen en vrouwen;Totaal;Deens;2022;3577.0
1594;Totaal mannen en vrouwen;Totaal;Deens;2023;3568.0
1595;Totaal mannen en vrouwen;Totaal;Djiboutiaans;1995;20.0
1596;Totaal mannen en vrouwen;Totaal;Djiboutiaans;1996;21.0
1597;Totaal mannen en vrouwen;Totaal;Djiboutiaans;1997;17.0
1598;Totaal mannen en vrouwen;Totaal;Djiboutiaans;1998;18.0
1599;Totaal mannen en vrouwen;Totaal;Djiboutiaans;1999;23.0
1600;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2000;21.0
1601;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2001;33.0
1602;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2002;26.0
1603;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2003;29.0
1604;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2004;31.0
1605;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2005;32.0
1606;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2006;27.0
1607;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2007;26.0
1608;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2008;20.0
1609;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2009;20.0
1610;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2010;19.0
1611;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2011;19.0
1612;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2012;17.0
1613;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2013;12.0
1614;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2014;12.0
1615;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2015;14.0
1616;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2016;17.0
1617;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2017;18.0
1618;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2018;20.0
1619;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2019;23.0
1620;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2020;30.0
1621;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2021;32.0
1622;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2022;42.0
1623;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2023;42.0
1624;Totaal mannen en vrouwen;Totaal;Burger van Dominica;1995;39.0
1625;Totaal mannen en vrouwen;Totaal;Burger van Dominica;1996;28.0
1626;Totaal mannen en vrouwen;Totaal;Burger van Dominica;1997;20.0
1627;Totaal mannen en vrouwen;Totaal;Burger van Dominica;1998;18.0
1628;Totaal mannen en vrouwen;Totaal;Burger van Dominica;1999;18.0
1629;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2000;19.0
1630;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2001;18.0
1631;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2002;15.0
1632;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2003;12.0
1633;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2004;15.0
1634;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2005;16.0
1635;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2006;13.0
1636;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2007;11.0
1637;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2008;11.0
1638;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2009;12.0
1639;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2010;9.0
1640;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2011;9.0
1641;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2012;8.0
1642;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2013;9.0
1643;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2014;11.0
1644;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2015;10.0
1645;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2016;10.0
1646;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2017;9.0
1647;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2018;7.0
1648;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2019;8.0
1649;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2020;9.0
1650;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2021;10.0
1651;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2022;12.0
1652;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2023;15.0
1653;Totaal mannen en vrouwen;Totaal;Dominicaans;1995;1572.0
1654;Totaal mannen en vrouwen;Totaal;Dominicaans;1996;1453.0
1655;Totaal mannen en vrouwen;Totaal;Dominicaans;1997;1304.0
1656;Totaal mannen en vrouwen;Totaal;Dominicaans;1998;1312.0
1657;Totaal mannen en vrouwen;Totaal;Dominicaans;1999;1283.0
1658;Totaal mannen en vrouwen;Totaal;Dominicaans;2000;1204.0
1659;Totaal mannen en vrouwen;Totaal;Dominicaans;2001;1164.0
1660;Totaal mannen en vrouwen;Totaal;Dominicaans;2002;1158.0
1661;Totaal mannen en vrouwen;Totaal;Dominicaans;2003;1165.0
1662;Totaal mannen en vrouwen;Totaal;Dominicaans;2004;1141.0
1663;Totaal mannen en vrouwen;Totaal;Dominicaans;2005;1175.0
1664;Totaal mannen en vrouwen;Totaal;Dominicaans;2006;1201.0
1665;Totaal mannen en vrouwen;Totaal;Dominicaans;2007;1223.0
1666;Totaal mannen en vrouwen;Totaal;Dominicaans;2008;1196.0
1667;Totaal mannen en vrouwen;Totaal;Dominicaans;2009;1179.0
1668;Totaal mannen en vrouwen;Totaal;Dominicaans;2010;1189.0
1669;Totaal mannen en vrouwen;Totaal;Dominicaans;2011;1176.0
1670;Totaal mannen en vrouwen;Totaal;Dominicaans;2012;1169.0
1671;Totaal mannen en vrouwen;Totaal;Dominicaans;2013;1081.0
1672;Totaal mannen en vrouwen;Totaal;Dominicaans;2014;1053.0
1673;Totaal mannen en vrouwen;Totaal;Dominicaans;2015;1000.0
1674;Totaal mannen en vrouwen;Totaal;Dominicaans;2016;961.0
1675;Totaal mannen en vrouwen;Totaal;Dominicaans;2017;927.0
1676;Totaal mannen en vrouwen;Totaal;Dominicaans;2018;877.0
1677;Totaal mannen en vrouwen;Totaal;Dominicaans;2019;926.0
