ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenPeriodeEerder_4
726;62 IT-dienstverlening;2017 2e kwartaal;101.1;4.5;106.3;1.2
727;62 IT-dienstverlening;2017 3e kwartaal;100.3;5.2;107.8;1.4
728;62 IT-dienstverlening;2017 4e kwartaal;123.2;5.1;109.7;1.8
729;62 IT-dienstverlening;2017;107.3;4.9;107.2;4.9
730;62 IT-dienstverlening;2018 1e kwartaal;111.9;7.0;112.4;2.4
731;62 IT-dienstverlening;2018 2e kwartaal;108.3;7.2;113.9;1.3
732;62 IT-dienstverlening;2018 3e kwartaal;108.7;8.4;116.3;2.1
733;62 IT-dienstverlening;2018 4e kwartaal;132.8;7.8;118.9;2.2
734;62 IT-dienstverlening;2018;115.4;7.6;115.4;7.6
735;62 IT-dienstverlening;2019 1e kwartaal;119.8;7.0;120.3;1.1
736;62 IT-dienstverlening;2019 2e kwartaal;115.5;6.7;121.4;0.9
737;62 IT-dienstverlening;2019 3e kwartaal;115.6;6.3;123.2;1.5
738;62 IT-dienstverlening;2019 4e kwartaal;140.3;5.6;126.1;2.4
739;62 IT-dienstverlening;2019;122.8;6.4;122.8;6.4
740;62 IT-dienstverlening;2020 1e kwartaal;122.4;2.2;123.0;-2.5
741;62 IT-dienstverlening;2020 2e kwartaal;112.9;-2.3;118.9;-3.3
742;62 IT-dienstverlening;2020 3e kwartaal;118.1;2.2;125.8;5.8
743;62 IT-dienstverlening;2020 4e kwartaal;143.0;1.9;128.7;2.3
744;62 IT-dienstverlening;2020;124.1;1.1;124.1;1.1
745;62 IT-dienstverlening;2021 1e kwartaal;127.0;3.7;128.3;-0.3
746;62 IT-dienstverlening;2021 2e kwartaal;124.8;10.5;130.8;2.0
747;62 IT-dienstverlening;2021 3e kwartaal;124.9;5.8;133.3;1.9
748;62 IT-dienstverlening;2021 4e kwartaal;153.4;7.3;137.6;3.2
749;62 IT-dienstverlening;2021;132.5;6.8;132.5;6.8
750;62 IT-dienstverlening;2022 1e kwartaal;136.4;7.5;138.3;0.6
751;62 IT-dienstverlening;2022 2e kwartaal;135.6;8.7;141.9;2.6
752;62 IT-dienstverlening;2022 3e kwartaal;137.6;10.2;145.7;2.7
753;62 IT-dienstverlening;2022 4e kwartaal;165.8;8.1;150.0;3.0
754;62 IT-dienstverlening;2022;143.9;8.6;144.0;8.7
755;62 IT-dienstverlening;2023 1e kwartaal;153.2;12.3;154.4;2.9
756;62 IT-dienstverlening;2023 2e kwartaal;147.3;8.6;154.1;-0.2
757;62 IT-dienstverlening;2023 3e kwartaal;146.4;6.4;155.4;0.8
758;62 IT-dienstverlening;2023 4e kwartaal;178.6;7.8;161.7;4.1
759;62 IT-dienstverlening;2023;156.4;8.7;156.4;8.6
760;63 Diensten op het gebied van informatie;2005 1e kwartaal;46.2;;;
761;63 Diensten op het gebied van informatie;2005 2e kwartaal;47.5;;;
762;63 Diensten op het gebied van informatie;2005 3e kwartaal;46.6;;;
763;63 Diensten op het gebied van informatie;2005 4e kwartaal;56.7;;;
764;63 Diensten op het gebied van informatie;2005;49.2;;;
765;63 Diensten op het gebied van informatie;2006 1e kwartaal;51.7;12.0;;
766;63 Diensten op het gebied van informatie;2006 2e kwartaal;52.2;9.9;;
767;63 Diensten op het gebied van informatie;2006 3e kwartaal;51.8;11.0;;
768;63 Diensten op het gebied van informatie;2006 4e kwartaal;63.7;12.4;;
769;63 Diensten op het gebied van informatie;2006;54.9;11.4;;
770;63 Diensten op het gebied van informatie;2007 1e kwartaal;58.2;12.5;;
771;63 Diensten op het gebied van informatie;2007 2e kwartaal;59.0;13.0;;
772;63 Diensten op het gebied van informatie;2007 3e kwartaal;58.8;13.6;;
773;63 Diensten op het gebied van informatie;2007 4e kwartaal;69.0;8.4;;
774;63 Diensten op het gebied van informatie;2007;61.3;11.7;;
775;63 Diensten op het gebied van informatie;2008 1e kwartaal;61.9;6.4;;
776;63 Diensten op het gebied van informatie;2008 2e kwartaal;64.2;8.9;;
777;63 Diensten op het gebied van informatie;2008 3e kwartaal;63.4;7.8;;
778;63 Diensten op het gebied van informatie;2008 4e kwartaal;72.3;4.7;;
779;63 Diensten op het gebied van informatie;2008;65.5;6.9;;
780;63 Diensten op het gebied van informatie;2009 1e kwartaal;64.6;4.2;;
781;63 Diensten op het gebied van informatie;2009 2e kwartaal;63.5;-1.2;;
782;63 Diensten op het gebied van informatie;2009 3e kwartaal;59.5;-6.2;;
783;63 Diensten op het gebied van informatie;2009 4e kwartaal;69.3;-4.2;;
784;63 Diensten op het gebied van informatie;2009;64.2;-1.9;;
785;63 Diensten op het gebied van informatie;2010 1e kwartaal;60.0;-7.2;;
786;63 Diensten op het gebied van informatie;2010 2e kwartaal;59.1;-6.9;;
787;63 Diensten op het gebied van informatie;2010 3e kwartaal;61.2;3.0;;
788;63 Diensten op het gebied van informatie;2010 4e kwartaal;68.9;-0.6;;
789;63 Diensten op het gebied van informatie;2010;62.3;-3.0;;
790;63 Diensten op het gebied van informatie;2011 1e kwartaal;63.4;5.7;;
791;63 Diensten op het gebied van informatie;2011 2e kwartaal;63.4;7.2;;
792;63 Diensten op het gebied van informatie;2011 3e kwartaal;61.8;0.8;;
793;63 Diensten op het gebied van informatie;2011 4e kwartaal;74.2;7.8;;
794;63 Diensten op het gebied van informatie;2011;65.7;5.5;;
795;63 Diensten op het gebied van informatie;2012 1e kwartaal;67.7;6.8;;
796;63 Diensten op het gebied van informatie;2012 2e kwartaal;68.6;8.2;;
797;63 Diensten op het gebied van informatie;2012 3e kwartaal;66.8;8.2;;
798;63 Diensten op het gebied van informatie;2012 4e kwartaal;78.3;5.4;;
799;63 Diensten op het gebied van informatie;2012;70.3;7.1;;
800;63 Diensten op het gebied van informatie;2013 1e kwartaal;70.9;4.8;71.7;
801;63 Diensten op het gebied van informatie;2013 2e kwartaal;72.0;4.9;74.0;3.3
802;63 Diensten op het gebied van informatie;2013 3e kwartaal;70.6;5.7;74.9;1.2
803;63 Diensten op het gebied van informatie;2013 4e kwartaal;81.6;4.3;74.7;-0.2
804;63 Diensten op het gebied van informatie;2013;73.8;4.9;73.8;
805;63 Diensten op het gebied van informatie;2014 1e kwartaal;77.1;8.7;77.6;3.9
806;63 Diensten op het gebied van informatie;2014 2e kwartaal;76.3;6.1;78.6;1.2
807;63 Diensten op het gebied van informatie;2014 3e kwartaal;76.5;8.3;80.7;2.8
808;63 Diensten op het gebied van informatie;2014 4e kwartaal;94.8;16.2;87.3;8.1
809;63 Diensten op het gebied van informatie;2014;81.2;10.0;81.1;9.8
810;63 Diensten op het gebied van informatie;2015 1e kwartaal;91.5;18.7;92.0;5.4
811;63 Diensten op het gebied van informatie;2015 2e kwartaal;94.9;24.4;97.9;6.4
812;63 Diensten op het gebied van informatie;2015 3e kwartaal;97.4;27.4;102.3;4.5
813;63 Diensten op het gebied van informatie;2015 4e kwartaal;116.1;22.5;107.3;4.9
814;63 Diensten op het gebied van informatie;2015;100.0;23.2;99.9;23.2
815;63 Diensten op het gebied van informatie;2016 1e kwartaal;103.4;13.0;103.7;-3.4
816;63 Diensten op het gebied van informatie;2016 2e kwartaal;104.3;9.9;107.9;4.1
817;63 Diensten op het gebied van informatie;2016 3e kwartaal;104.8;7.6;109.6;1.6
818;63 Diensten op het gebied van informatie;2016 4e kwartaal;123.9;6.7;114.9;4.8
819;63 Diensten op het gebied van informatie;2016;109.1;9.1;109.0;9.1
820;63 Diensten op het gebied van informatie;2017 1e kwartaal;125.0;20.8;125.0;8.9
821;63 Diensten op het gebied van informatie;2017 2e kwartaal;122.1;17.1;126.7;1.3
822;63 Diensten op het gebied van informatie;2017 3e kwartaal;127.3;21.4;132.7;4.7
823;63 Diensten op het gebied van informatie;2017 4e kwartaal;143.1;15.4;132.7;0.1
824;63 Diensten op het gebied van informatie;2017;129.3;18.5;129.3;18.6
825;63 Diensten op het gebied van informatie;2018 1e kwartaal;138.7;11.0;138.6;4.5
826;63 Diensten op het gebied van informatie;2018 2e kwartaal;133.3;9.2;138.7;0.1
827;63 Diensten op het gebied van informatie;2018 3e kwartaal;143.7;12.9;149.4;7.7
828;63 Diensten op het gebied van informatie;2018 4e kwartaal;164.5;15.0;152.7;2.2
829;63 Diensten op het gebied van informatie;2018;145.1;12.2;144.9;12.1
830;63 Diensten op het gebied van informatie;2019 1e kwartaal;164.9;18.8;164.7;7.8
831;63 Diensten op het gebied van informatie;2019 2e kwartaal;148.5;11.4;154.8;-6.0
832;63 Diensten op het gebied van informatie;2019 3e kwartaal;152.7;6.3;158.7;2.6
833;63 Diensten op het gebied van informatie;2019 4e kwartaal;177.8;8.1;164.9;3.9
834;63 Diensten op het gebied van informatie;2019;161.0;11.0;160.8;11.0
835;63 Diensten op het gebied van informatie;2020 1e kwartaal;173.2;5.0;173.2;5.0
836;63 Diensten op het gebied van informatie;2020 2e kwartaal;171.2;15.3;178.7;3.2
837;63 Diensten op het gebied van informatie;2020 3e kwartaal;163.5;7.1;169.9;-4.9
838;63 Diensten op het gebied van informatie;2020 4e kwartaal;198.4;11.5;183.5;8.0
839;63 Diensten op het gebied van informatie;2020;176.6;9.7;176.3;9.7
840;63 Diensten op het gebied van informatie;2021 1e kwartaal;177.5;2.5;180.1;-1.9
841;63 Diensten op het gebied van informatie;2021 2e kwartaal;170.6;-0.4;181.1;0.6
842;63 Diensten op het gebied van informatie;2021 3e kwartaal;206.0;26.0;207.6;14.6
843;63 Diensten op het gebied van informatie;2021 4e kwartaal;217.0;9.4;200.7;-3.4
844;63 Diensten op het gebied van informatie;2021;192.8;9.2;192.4;9.1
845;63 Diensten op het gebied van informatie;2022 1e kwartaal;211.8;19.3;216.1;7.7
846;63 Diensten op het gebied van informatie;2022 2e kwartaal;231.2;35.5;240.3;11.2
847;63 Diensten op het gebied van informatie;2022 3e kwartaal;227.1;10.2;230.9;-3.9
848;63 Diensten op het gebied van informatie;2022 4e kwartaal;248.7;14.6;229.3;-0.7
849;63 Diensten op het gebied van informatie;2022;229.7;19.1;229.1;19.1
850;63 Diensten op het gebied van informatie;2023 1e kwartaal;218.1;3.0;224.2;-2.2
851;63 Diensten op het gebied van informatie;2023 2e kwartaal;214.5;-7.2;220.5;-1.6
852;63 Diensten op het gebied van informatie;2023 3e kwartaal;214.2;-5.6;220.5;0.0
853;63 Diensten op het gebied van informatie;2023 4e kwartaal;248.3;-0.1;229.3;4.0
854;63 Diensten op het gebied van informatie;2023;223.8;-2.6;223.6;-2.4
855;M-N Zakelijke dienstverlening;2005 1e kwartaal;64.4;;;
856;M-N Zakelijke dienstverlening;2005 2e kwartaal;73.1;;;
857;M-N Zakelijke dienstverlening;2005 3e kwartaal;72.2;;;
858;M-N Zakelijke dienstverlening;2005 4e kwartaal;82.8;;;
859;M-N Zakelijke dienstverlening;2005;72.1;;;
860;M-N Zakelijke dienstverlening;2006 1e kwartaal;71.6;11.2;;
861;M-N Zakelijke dienstverlening;2006 2e kwartaal;79.8;9.2;;
862;M-N Zakelijke dienstverlening;2006 3e kwartaal;79.4;9.9;;
863;M-N Zakelijke dienstverlening;2006 4e kwartaal;91.8;10.8;;
864;M-N Zakelijke dienstverlening;2006;79.9;10.8;;
865;M-N Zakelijke dienstverlening;2007 1e kwartaal;79.2;10.7;;
866;M-N Zakelijke dienstverlening;2007 2e kwartaal;87.2;9.3;;
867;M-N Zakelijke dienstverlening;2007 3e kwartaal;85.7;8.0;;
868;M-N Zakelijke dienstverlening;2007 4e kwartaal;98.8;7.6;;
869;M-N Zakelijke dienstverlening;2007;87.4;9.4;;
870;M-N Zakelijke dienstverlening;2008 1e kwartaal;85.2;7.5;;
871;M-N Zakelijke dienstverlening;2008 2e kwartaal;93.6;7.3;;
872;M-N Zakelijke dienstverlening;2008 3e kwartaal;91.2;6.4;;
873;M-N Zakelijke dienstverlening;2008 4e kwartaal;103.0;4.3;;
874;M-N Zakelijke dienstverlening;2008;93.0;6.4;;
875;M-N Zakelijke dienstverlening;2009 1e kwartaal;86.2;1.3;;
876;M-N Zakelijke dienstverlening;2009 2e kwartaal;89.5;-4.3;;
877;M-N Zakelijke dienstverlening;2009 3e kwartaal;86.3;-5.3;;
878;M-N Zakelijke dienstverlening;2009 4e kwartaal;95.2;-7.6;;
879;M-N Zakelijke dienstverlening;2009;88.9;-4.4;;
880;M-N Zakelijke dienstverlening;2010 1e kwartaal;79.8;-7.5;;
881;M-N Zakelijke dienstverlening;2010 2e kwartaal;86.3;-3.6;;
882;M-N Zakelijke dienstverlening;2010 3e kwartaal;86.1;-0.2;;
883;M-N Zakelijke dienstverlening;2010 4e kwartaal;96.0;0.8;;
884;M-N Zakelijke dienstverlening;2010;86.8;-2.4;;
885;M-N Zakelijke dienstverlening;2011 1e kwartaal;82.0;2.8;;
886;M-N Zakelijke dienstverlening;2011 2e kwartaal;88.8;2.9;;
887;M-N Zakelijke dienstverlening;2011 3e kwartaal;86.4;0.3;;
888;M-N Zakelijke dienstverlening;2011 4e kwartaal;95.5;-0.5;;
889;M-N Zakelijke dienstverlening;2011;88.2;1.7;;
890;M-N Zakelijke dienstverlening;2012 1e kwartaal;82.7;0.9;;
891;M-N Zakelijke dienstverlening;2012 2e kwartaal;89.9;1.3;;
892;M-N Zakelijke dienstverlening;2012 3e kwartaal;88.9;2.8;;
893;M-N Zakelijke dienstverlening;2012 4e kwartaal;94.3;-1.3;;
894;M-N Zakelijke dienstverlening;2012;89.0;0.9;;
895;M-N Zakelijke dienstverlening;2013 1e kwartaal;81.0;-2.0;88.5;
896;M-N Zakelijke dienstverlening;2013 2e kwartaal;90.5;0.6;90.0;1.7
897;M-N Zakelijke dienstverlening;2013 3e kwartaal;89.4;0.6;89.9;-0.2
898;M-N Zakelijke dienstverlening;2013 4e kwartaal;97.5;3.4;90.2;0.4
899;M-N Zakelijke dienstverlening;2013;89.6;0.6;89.6;
900;M-N Zakelijke dienstverlening;2014 1e kwartaal;83.0;2.5;90.8;0.6
901;M-N Zakelijke dienstverlening;2014 2e kwartaal;92.6;2.3;91.9;1.2
902;M-N Zakelijke dienstverlening;2014 3e kwartaal;92.9;3.9;93.0;1.3
903;M-N Zakelijke dienstverlening;2014 4e kwartaal;102.4;5.1;94.9;2.0
904;M-N Zakelijke dienstverlening;2014;92.7;3.5;92.6;3.3
905;M-N Zakelijke dienstverlening;2015 1e kwartaal;87.7;5.6;96.0;1.2
906;M-N Zakelijke dienstverlening;2015 2e kwartaal;99.3;7.3;98.8;2.9
907;M-N Zakelijke dienstverlening;2015 3e kwartaal;101.4;9.1;101.2;2.4
908;M-N Zakelijke dienstverlening;2015 4e kwartaal;111.6;9.0;103.5;2.3
909;M-N Zakelijke dienstverlening;2015;100.0;7.8;99.9;7.8
910;M-N Zakelijke dienstverlening;2016 1e kwartaal;95.0;8.4;104.0;0.4
911;M-N Zakelijke dienstverlening;2016 2e kwartaal;106.3;7.0;105.5;1.5
912;M-N Zakelijke dienstverlening;2016 3e kwartaal;107.5;6.0;107.1;1.6
913;M-N Zakelijke dienstverlening;2016 4e kwartaal;117.4;5.2;109.3;2.0
914;M-N Zakelijke dienstverlening;2016;106.6;6.6;106.5;6.6
915;M-N Zakelijke dienstverlening;2017 1e kwartaal;101.8;7.2;111.3;1.8
916;M-N Zakelijke dienstverlening;2017 2e kwartaal;113.6;6.9;112.8;1.4
917;M-N Zakelijke dienstverlening;2017 3e kwartaal;115.0;7.0;114.5;1.5
918;M-N Zakelijke dienstverlening;2017 4e kwartaal;125.2;6.7;116.8;2.0
919;M-N Zakelijke dienstverlening;2017;113.9;6.9;113.9;7.0
920;M-N Zakelijke dienstverlening;2018 1e kwartaal;109.2;7.3;119.5;2.3
921;M-N Zakelijke dienstverlening;2018 2e kwartaal;123.2;8.4;122.1;2.2
922;M-N Zakelijke dienstverlening;2018 3e kwartaal;124.6;8.3;124.1;1.7
923;M-N Zakelijke dienstverlening;2018 4e kwartaal;135.8;8.4;126.9;2.3
924;M-N Zakelijke dienstverlening;2018;123.2;8.1;123.2;8.2
925;M-N Zakelijke dienstverlening;2019 1e kwartaal;116.4;6.6;127.4;0.4
926;M-N Zakelijke dienstverlening;2019 2e kwartaal;130.8;6.2;129.0;1.3
927;M-N Zakelijke dienstverlening;2019 3e kwartaal;131.6;5.7;131.5;1.9
928;M-N Zakelijke dienstverlening;2019 4e kwartaal;141.6;4.3;132.6;0.9
929;M-N Zakelijke dienstverlening;2019;130.1;5.6;130.1;5.7
930;M-N Zakelijke dienstverlening;2020 1e kwartaal;118.1;1.4;128.2;-3.3
931;M-N Zakelijke dienstverlening;2020 2e kwartaal;106.6;-18.4;105.7;-17.5
932;M-N Zakelijke dienstverlening;2020 3e kwartaal;113.8;-13.6;116.7;10.4
933;M-N Zakelijke dienstverlening;2020 4e kwartaal;129.9;-8.2;118.6;1.6
934;M-N Zakelijke dienstverlening;2020;117.1;-10.0;117.3;-9.9
935;M-N Zakelijke dienstverlening;2021 1e kwartaal;111.2;-5.8;119.9;1.1
936;M-N Zakelijke dienstverlening;2021 2e kwartaal;127.2;19.3;126.4;5.4
937;M-N Zakelijke dienstverlening;2021 3e kwartaal;134.1;17.9;135.9;7.6
938;M-N Zakelijke dienstverlening;2021 4e kwartaal;153.8;18.4;141.5;4.1
939;M-N Zakelijke dienstverlening;2021;131.6;12.3;130.9;11.6
940;M-N Zakelijke dienstverlening;2022 1e kwartaal;132.7;19.4;145.3;2.7
941;M-N Zakelijke dienstverlening;2022 2e kwartaal;153.3;20.5;152.5;4.9
942;M-N Zakelijke dienstverlening;2022 3e kwartaal;159.0;18.6;157.8;3.5
943;M-N Zakelijke dienstverlening;2022 4e kwartaal;173.1;12.5;160.7;1.8
944;M-N Zakelijke dienstverlening;2022;154.5;17.4;154.1;17.7
945;M-N Zakelijke dienstverlening;2023 1e kwartaal;152.2;14.6;166.6;3.6
946;M-N Zakelijke dienstverlening;2023 2e kwartaal;169.2;10.4;168.1;1.0
947;M-N Zakelijke dienstverlening;2023 3e kwartaal;171.5;7.9;170.0;1.1
948;M-N Zakelijke dienstverlening;2023 4e kwartaal;183.9;6.3;172.2;1.3
949;M-N Zakelijke dienstverlening;2023;169.2;9.5;169.2;9.8
950;69 Juridische diensten en administratie;2005 1e kwartaal;81.2;;;
951;69 Juridische diensten en administratie;2005 2e kwartaal;87.9;;;
952;69 Juridische diensten en administratie;2005 3e kwartaal;78.0;;;
953;69 Juridische diensten en administratie;2005 4e kwartaal;93.0;;;
954;69 Juridische diensten en administratie;2005;85.0;;;
955;69 Juridische diensten en administratie;2006 1e kwartaal;87.7;8.0;;
956;69 Juridische diensten en administratie;2006 2e kwartaal;89.7;2.0;;
957;69 Juridische diensten en administratie;2006 3e kwartaal;80.0;2.7;;
958;69 Juridische diensten en administratie;2006 4e kwartaal;96.2;3.4;;
959;69 Juridische diensten en administratie;2006;88.4;4.0;;
960;69 Juridische diensten en administratie;2007 1e kwartaal;90.0;2.7;;
961;69 Juridische diensten en administratie;2007 2e kwartaal;94.0;4.8;;
962;69 Juridische diensten en administratie;2007 3e kwartaal;85.1;6.4;;
963;69 Juridische diensten en administratie;2007 4e kwartaal;100.3;4.4;;
964;69 Juridische diensten en administratie;2007;92.4;4.5;;
965;69 Juridische diensten en administratie;2008 1e kwartaal;94.4;4.9;;
966;69 Juridische diensten en administratie;2008 2e kwartaal;99.0;5.4;;
967;69 Juridische diensten en administratie;2008 3e kwartaal;88.4;3.8;;
968;69 Juridische diensten en administratie;2008 4e kwartaal;103.8;3.4;;
969;69 Juridische diensten en administratie;2008;96.4;4.4;;
970;69 Juridische diensten en administratie;2009 1e kwartaal;99.1;5.0;;
971;69 Juridische diensten en administratie;2009 2e kwartaal;100.4;1.3;;
972;69 Juridische diensten en administratie;2009 3e kwartaal;88.9;0.6;;
973;69 Juridische diensten en administratie;2009 4e kwartaal;103.0;-0.7;;
974;69 Juridische diensten en administratie;2009;97.8;1.5;;
975;69 Juridische diensten en administratie;2010 1e kwartaal;98.6;-0.5;;
976;69 Juridische diensten en administratie;2010 2e kwartaal;99.8;-0.6;;
977;69 Juridische diensten en administratie;2010 3e kwartaal;88.0;-1.1;;
978;69 Juridische diensten en administratie;2010 4e kwartaal;103.0;0.0;;
979;69 Juridische diensten en administratie;2010;97.3;-0.5;;
980;69 Juridische diensten en administratie;2011 1e kwartaal;99.2;0.6;;
981;69 Juridische diensten en administratie;2011 2e kwartaal;101.3;1.5;;
982;69 Juridische diensten en administratie;2011 3e kwartaal;87.0;-1.1;;
983;69 Juridische diensten en administratie;2011 4e kwartaal;102.6;-0.3;;
984;69 Juridische diensten en administratie;2011;97.5;0.2;;
985;69 Juridische diensten en administratie;2012 1e kwartaal;98.7;-0.5;;
986;69 Juridische diensten en administratie;2012 2e kwartaal;100.5;-0.9;;
987;69 Juridische diensten en administratie;2012 3e kwartaal;88.6;1.8;;
988;69 Juridische diensten en administratie;2012 4e kwartaal;101.6;-1.0;;
989;69 Juridische diensten en administratie;2012;97.4;-0.2;;
990;69 Juridische diensten en administratie;2013 1e kwartaal;95.3;-3.4;95.9;
991;69 Juridische diensten en administratie;2013 2e kwartaal;100.7;0.2;97.6;1.8
992;69 Juridische diensten en administratie;2013 3e kwartaal;88.5;-0.1;97.6;0.1
993;69 Juridische diensten en administratie;2013 4e kwartaal;101.1;-0.6;95.5;-2.2
994;69 Juridische diensten en administratie;2013;96.4;-1.0;96.7;
995;69 Juridische diensten en administratie;2014 1e kwartaal;96.2;0.9;97.0;1.6
996;69 Juridische diensten en administratie;2014 2e kwartaal;100.0;-0.7;96.1;-0.9
997;69 Juridische diensten en administratie;2014 3e kwartaal;87.8;-0.8;96.8;0.7
998;69 Juridische diensten en administratie;2014 4e kwartaal;104.5;3.4;98.4;1.6
999;69 Juridische diensten en administratie;2014;97.1;0.8;97.1;0.5
1000;69 Juridische diensten en administratie;2015 1e kwartaal;96.8;0.6;97.9;-0.5
1001;69 Juridische diensten en administratie;2015 2e kwartaal;102.4;2.4;99.4;1.5
1002;69 Juridische diensten en administratie;2015 3e kwartaal;91.3;4.0;100.9;1.6
1003;69 Juridische diensten en administratie;2015 4e kwartaal;109.4;4.7;101.9;1.0
1004;69 Juridische diensten en administratie;2015;100.0;2.9;100.0;3.0
1005;69 Juridische diensten en administratie;2016 1e kwartaal;101.6;4.9;103.3;1.4
1006;69 Juridische diensten en administratie;2016 2e kwartaal;108.8;6.3;104.6;1.3
1007;69 Juridische diensten en administratie;2016 3e kwartaal;94.5;3.4;104.6;0.0
1008;69 Juridische diensten en administratie;2016 4e kwartaal;112.5;2.8;104.4;-0.2
1009;69 Juridische diensten en administratie;2016;104.3;4.3;104.2;4.2
1010;69 Juridische diensten en administratie;2017 1e kwartaal;105.0;3.4;105.5;1.0
1011;69 Juridische diensten en administratie;2017 2e kwartaal;109.8;0.9;106.5;1.0
1012;69 Juridische diensten en administratie;2017 3e kwartaal;97.6;3.3;108.3;1.7
1013;69 Juridische diensten en administratie;2017 4e kwartaal;118.3;5.2;110.5;2.0
1014;69 Juridische diensten en administratie;2017;107.7;3.2;107.7;3.3
1015;69 Juridische diensten en administratie;2018 1e kwartaal;109.3;4.1;110.9;0.4
1016;69 Juridische diensten en administratie;2018 2e kwartaal;117.2;6.7;113.7;2.5
1017;69 Juridische diensten en administratie;2018 3e kwartaal;102.7;5.2;114.3;0.6
1018;69 Juridische diensten en administratie;2018 4e kwartaal;124.2;5.0;115.7;1.2
1019;69 Juridische diensten en administratie;2018;113.3;5.3;113.6;5.5
1020;69 Juridische diensten en administratie;2019 1e kwartaal;114.3;4.6;115.9;0.2
1021;69 Juridische diensten en administratie;2019 2e kwartaal;123.6;5.4;118.8;2.5
1022;69 Juridische diensten en administratie;2019 3e kwartaal;107.9;5.1;120.5;1.4
1023;69 Juridische diensten en administratie;2019 4e kwartaal;129.9;4.6;120.9;0.3
1024;69 Juridische diensten en administratie;2019;118.9;4.9;119.0;4.7
1025;69 Juridische diensten en administratie;2020 1e kwartaal;122.9;7.5;123.7;2.3
1026;69 Juridische diensten en administratie;2020 2e kwartaal;123.7;0.1;120.2;-2.9
1027;69 Juridische diensten en administratie;2020 3e kwartaal;108.9;0.9;121.9;1.4
1028;69 Juridische diensten en administratie;2020 4e kwartaal;135.5;4.3;125.0;2.6
1029;69 Juridische diensten en administratie;2020;122.8;3.2;122.7;3.1
1030;69 Juridische diensten en administratie;2021 1e kwartaal;128.1;4.2;128.9;3.2
1031;69 Juridische diensten en administratie;2021 2e kwartaal;134.7;8.9;130.4;1.1
1032;69 Juridische diensten en administratie;2021 3e kwartaal;117.1;7.5;131.4;0.8
1033;69 Juridische diensten en administratie;2021 4e kwartaal;144.8;6.9;132.6;0.9
1034;69 Juridische diensten en administratie;2021;131.2;6.8;130.8;6.7
1035;69 Juridische diensten en administratie;2022 1e kwartaal;133.2;4.0;134.0;1.0
1036;69 Juridische diensten en administratie;2022 2e kwartaal;142.8;6.1;137.9;2.9
1037;69 Juridische diensten en administratie;2022 3e kwartaal;126.5;8.0;141.2;2.4
1038;69 Juridische diensten en administratie;2022 4e kwartaal;153.7;6.1;142.4;0.9
1039;69 Juridische diensten en administratie;2022;139.1;6.0;138.9;6.1
1040;69 Juridische diensten en administratie;2023 1e kwartaal;143.8;7.9;144.6;1.5
1041;69 Juridische diensten en administratie;2023 2e kwartaal;150.2;5.2;145.9;0.9
1042;69 Juridische diensten en administratie;2023 3e kwartaal;135.4;7.1;150.1;2.9
1043;69 Juridische diensten en administratie;2023 4e kwartaal;162.8;5.9;151.8;1.2
1044;69 Juridische diensten en administratie;2023;148.1;6.5;148.1;6.7
1045;691 Rechtskundige dienstverlening;2005 1e kwartaal;66.4;;;
1046;691 Rechtskundige dienstverlening;2005 2e kwartaal;83.8;;;
1047;691 Rechtskundige dienstverlening;2005 3e kwartaal;73.6;;;
1048;691 Rechtskundige dienstverlening;2005 4e kwartaal;88.1;;;
1049;691 Rechtskundige dienstverlening;2005;78.0;;;
1050;691 Rechtskundige dienstverlening;2006 1e kwartaal;73.6;10.9;;
1051;691 Rechtskundige dienstverlening;2006 2e kwartaal;87.7;4.6;;
1052;691 Rechtskundige dienstverlening;2006 3e kwartaal;76.6;4.1;;
1053;691 Rechtskundige dienstverlening;2006 4e kwartaal;92.4;4.9;;
1054;691 Rechtskundige dienstverlening;2006;82.6;5.9;;
1055;691 Rechtskundige dienstverlening;2007 1e kwartaal;76.3;3.6;;
1056;691 Rechtskundige dienstverlening;2007 2e kwartaal;89.6;2.2;;
1057;691 Rechtskundige dienstverlening;2007 3e kwartaal;81.1;5.9;;
1058;691 Rechtskundige dienstverlening;2007 4e kwartaal;95.4;3.2;;
1059;691 Rechtskundige dienstverlening;2007;85.6;3.7;;
1060;691 Rechtskundige dienstverlening;2008 1e kwartaal;80.1;5.0;;
1061;691 Rechtskundige dienstverlening;2008 2e kwartaal;93.9;4.8;;
1062;691 Rechtskundige dienstverlening;2008 3e kwartaal;82.6;1.8;;
1063;691 Rechtskundige dienstverlening;2008 4e kwartaal;97.5;2.2;;
1064;691 Rechtskundige dienstverlening;2008;88.5;3.4;;
1065;691 Rechtskundige dienstverlening;2009 1e kwartaal;82.0;2.3;;
1066;691 Rechtskundige dienstverlening;2009 2e kwartaal;93.0;-0.9;;
1067;691 Rechtskundige dienstverlening;2009 3e kwartaal;82.8;0.2;;
1068;691 Rechtskundige dienstverlening;2009 4e kwartaal;98.8;1.2;;
1069;691 Rechtskundige dienstverlening;2009;89.1;0.7;;
1070;691 Rechtskundige dienstverlening;2010 1e kwartaal;81.2;-0.9;;
1071;691 Rechtskundige dienstverlening;2010 2e kwartaal;93.4;0.4;;
