ID;CPI;Perioden;Indexcijfers1Decimaal_1;Indexcijfers0Decimalen_2;Wegingscoefficienten_3
72;0      Totaal bestedingen;2001 augustus;116.8;;100000
73;0      Totaal bestedingen;2001 september;117.9;;100000
74;0      Totaal bestedingen;2001 oktober;117.8;;100000
75;0      Totaal bestedingen;2001 november;117.6;;100000
76;0      Totaal bestedingen;2001 december;117.4;;100000
77;0      Totaal bestedingen;2001;116.4;;100000
78;0      Totaal bestedingen;2002 januari;118.3;;100000
79;0      Totaal bestedingen;2002 februari;118.8;;100000
80;0      Totaal bestedingen;2002 maart;119.9;;100000
81;0      Totaal bestedingen;2002 april;120.6;;100000
82;0      Totaal bestedingen;2002 mei;120.6;;100000
83;0      Totaal bestedingen;2002 juni;120.2;;100000
84;0      Totaal bestedingen;2002 juli;120.4;;100000
85;0      Totaal bestedingen;2002 augustus;120.6;;100000
86;0      Totaal bestedingen;2002 september;121.8;;100000
87;0      Totaal bestedingen;2002 oktober;121.6;;100000
88;0      Totaal bestedingen;2002 november;121.2;;100000
89;0      Totaal bestedingen;2002 december;121.0;;100000
90;0      Totaal bestedingen;2002;120.4;;100000
91;01     Voedingsmidd., alc. vrije dranken;1996 januari;100.0;;13726
92;01     Voedingsmidd., alc. vrije dranken;1996 februari;100.3;;13726
93;01     Voedingsmidd., alc. vrije dranken;1996 maart;102.1;;13726
94;01     Voedingsmidd., alc. vrije dranken;1996 april;102.0;;13726
95;01     Voedingsmidd., alc. vrije dranken;1996 mei;100.5;;13726
96;01     Voedingsmidd., alc. vrije dranken;1996 juni;99.8;;13726
97;01     Voedingsmidd., alc. vrije dranken;1996 juli;99.7;;13726
98;01     Voedingsmidd., alc. vrije dranken;1996 augustus;98.1;;13726
99;01     Voedingsmidd., alc. vrije dranken;1996 september;98.5;;13726
100;01     Voedingsmidd., alc. vrije dranken;1996 oktober;98.9;;13726
101;01     Voedingsmidd., alc. vrije dranken;1996 november;98.9;;13726
102;01     Voedingsmidd., alc. vrije dranken;1996 december;99.7;;13726
103;01     Voedingsmidd., alc. vrije dranken;1996;99.9;;13726
104;01     Voedingsmidd., alc. vrije dranken;1997 januari;102.0;;13726
105;01     Voedingsmidd., alc. vrije dranken;1997 februari;101.0;;13726
106;01     Voedingsmidd., alc. vrije dranken;1997 maart;100.3;;13726
107;01     Voedingsmidd., alc. vrije dranken;1997 april;100.4;;13726
108;01     Voedingsmidd., alc. vrije dranken;1997 mei;101.6;;13726
109;01     Voedingsmidd., alc. vrije dranken;1997 juni;101.5;;13726
110;01     Voedingsmidd., alc. vrije dranken;1997 juli;101.5;;13726
111;01     Voedingsmidd., alc. vrije dranken;1997 augustus;101.3;;13726
112;01     Voedingsmidd., alc. vrije dranken;1997 september;101.6;;13726
113;01     Voedingsmidd., alc. vrije dranken;1997 oktober;101.7;;13726
114;01     Voedingsmidd., alc. vrije dranken;1997 november;102.8;;13726
115;01     Voedingsmidd., alc. vrije dranken;1997 december;102.3;;13726
116;01     Voedingsmidd., alc. vrije dranken;1997;101.5;;13726
117;01     Voedingsmidd., alc. vrije dranken;1998 januari;102.8;;13726
118;01     Voedingsmidd., alc. vrije dranken;1998 februari;102.9;;13726
119;01     Voedingsmidd., alc. vrije dranken;1998 maart;103.6;;13726
120;01     Voedingsmidd., alc. vrije dranken;1998 april;104.2;;13726
121;01     Voedingsmidd., alc. vrije dranken;1998 mei;104.3;;13726
122;01     Voedingsmidd., alc. vrije dranken;1998 juni;103.7;;13726
123;01     Voedingsmidd., alc. vrije dranken;1998 juli;104.1;;13726
124;01     Voedingsmidd., alc. vrije dranken;1998 augustus;103.3;;13726
125;01     Voedingsmidd., alc. vrije dranken;1998 september;103.5;;13726
126;01     Voedingsmidd., alc. vrije dranken;1998 oktober;103.4;;13726
127;01     Voedingsmidd., alc. vrije dranken;1998 november;104.2;;13726
128;01     Voedingsmidd., alc. vrije dranken;1998 december;105.0;;13726
129;01     Voedingsmidd., alc. vrije dranken;1998;103.7;;13726
130;01     Voedingsmidd., alc. vrije dranken;1999 januari;105.6;;13726
131;01     Voedingsmidd., alc. vrije dranken;1999 februari;105.9;;13726
132;01     Voedingsmidd., alc. vrije dranken;1999 maart;106.5;;13726
133;01     Voedingsmidd., alc. vrije dranken;1999 april;106.0;;13726
134;01     Voedingsmidd., alc. vrije dranken;1999 mei;106.0;;13726
135;01     Voedingsmidd., alc. vrije dranken;1999 juni;105.2;;13726
136;01     Voedingsmidd., alc. vrije dranken;1999 juli;103.9;;13726
137;01     Voedingsmidd., alc. vrije dranken;1999 augustus;104.1;;13726
138;01     Voedingsmidd., alc. vrije dranken;1999 september;104.0;;13726
139;01     Voedingsmidd., alc. vrije dranken;1999 oktober;104.0;;13726
140;01     Voedingsmidd., alc. vrije dranken;1999 november;104.6;;13726
141;01     Voedingsmidd., alc. vrije dranken;1999 december;104.7;;13726
142;01     Voedingsmidd., alc. vrije dranken;1999;105.0;;13726
143;01     Voedingsmidd., alc. vrije dranken;2000 januari;105.1;;13726
144;01     Voedingsmidd., alc. vrije dranken;2000 februari;104.3;;13726
145;01     Voedingsmidd., alc. vrije dranken;2000 maart;104.8;;13726
146;01     Voedingsmidd., alc. vrije dranken;2000 april;105.4;;13726
147;01     Voedingsmidd., alc. vrije dranken;2000 mei;105.9;;13726
148;01     Voedingsmidd., alc. vrije dranken;2000 juni;105.8;;13726
149;01     Voedingsmidd., alc. vrije dranken;2000 juli;105.5;;13726
150;01     Voedingsmidd., alc. vrije dranken;2000 augustus;106.0;;13726
151;01     Voedingsmidd., alc. vrije dranken;2000 september;106.0;;13726
152;01     Voedingsmidd., alc. vrije dranken;2000 oktober;106.8;;13726
153;01     Voedingsmidd., alc. vrije dranken;2000 november;107.5;;13726
154;01     Voedingsmidd., alc. vrije dranken;2000 december;107.8;;13726
155;01     Voedingsmidd., alc. vrije dranken;2000;105.9;;13726
156;01     Voedingsmidd., alc. vrije dranken;2001 januari;109.1;;13726
157;01     Voedingsmidd., alc. vrije dranken;2001 februari;109.7;;13726
158;01     Voedingsmidd., alc. vrije dranken;2001 maart;111.9;;13726
159;01     Voedingsmidd., alc. vrije dranken;2001 april;113.8;;13726
160;01     Voedingsmidd., alc. vrije dranken;2001 mei;114.7;;13726
161;01     Voedingsmidd., alc. vrije dranken;2001 juni;114.1;;13726
162;01     Voedingsmidd., alc. vrije dranken;2001 juli;113.9;;13726
163;01     Voedingsmidd., alc. vrije dranken;2001 augustus;113.9;;13726
164;01     Voedingsmidd., alc. vrije dranken;2001 september;114.7;;13726
165;01     Voedingsmidd., alc. vrije dranken;2001 oktober;115.0;;13726
166;01     Voedingsmidd., alc. vrije dranken;2001 november;114.3;;13726
167;01     Voedingsmidd., alc. vrije dranken;2001 december;114.9;;13726
168;01     Voedingsmidd., alc. vrije dranken;2001;113.3;;13726
169;01     Voedingsmidd., alc. vrije dranken;2002 januari;117.6;;13726
170;01     Voedingsmidd., alc. vrije dranken;2002 februari;117.6;;13726
171;01     Voedingsmidd., alc. vrije dranken;2002 maart;118.0;;13726
172;01     Voedingsmidd., alc. vrije dranken;2002 april;117.8;;13726
173;01     Voedingsmidd., alc. vrije dranken;2002 mei;118.0;;13726
174;01     Voedingsmidd., alc. vrije dranken;2002 juni;117.1;;13726
175;01     Voedingsmidd., alc. vrije dranken;2002 juli;117.5;;13726
176;01     Voedingsmidd., alc. vrije dranken;2002 augustus;116.7;;13726
177;01     Voedingsmidd., alc. vrije dranken;2002 september;118.2;;13726
178;01     Voedingsmidd., alc. vrije dranken;2002 oktober;116.5;;13726
179;01     Voedingsmidd., alc. vrije dranken;2002 november;115.6;;13726
180;01     Voedingsmidd., alc. vrije dranken;2002 december;116.4;;13726
181;01     Voedingsmidd., alc. vrije dranken;2002;117.3;;13726
182;011    Voedingsmiddelen;1996 januari;100.4;;12414
183;011    Voedingsmiddelen;1996 februari;100.8;;12414
184;011    Voedingsmiddelen;1996 maart;102.8;;12414
185;011    Voedingsmiddelen;1996 april;102.6;;12414
186;011    Voedingsmiddelen;1996 mei;101.0;;12414
187;011    Voedingsmiddelen;1996 juni;100.2;;12414
188;011    Voedingsmiddelen;1996 juli;100.1;;12414
189;011    Voedingsmiddelen;1996 augustus;98.3;;12414
190;011    Voedingsmiddelen;1996 september;98.7;;12414
191;011    Voedingsmiddelen;1996 oktober;99.2;;12414
192;011    Voedingsmiddelen;1996 november;99.2;;12414
193;011    Voedingsmiddelen;1996 december;100.2;;12414
194;011    Voedingsmiddelen;1996;100.3;;12414
195;011    Voedingsmiddelen;1997 januari;102.8;;12414
196;011    Voedingsmiddelen;1997 februari;101.4;;12414
197;011    Voedingsmiddelen;1997 maart;100.7;;12414
198;011    Voedingsmiddelen;1997 april;100.5;;12414
199;011    Voedingsmiddelen;1997 mei;101.6;;12414
200;011    Voedingsmiddelen;1997 juni;101.2;;12414
201;011    Voedingsmiddelen;1997 juli;101.2;;12414
202;011    Voedingsmiddelen;1997 augustus;101.0;;12414
203;011    Voedingsmiddelen;1997 september;101.3;;12414
204;011    Voedingsmiddelen;1997 oktober;101.4;;12414
205;011    Voedingsmiddelen;1997 november;102.5;;12414
206;011    Voedingsmiddelen;1997 december;102.0;;12414
207;011    Voedingsmiddelen;1997;101.5;;12414
208;011    Voedingsmiddelen;1998 januari;102.5;;12414
209;011    Voedingsmiddelen;1998 februari;102.6;;12414
210;011    Voedingsmiddelen;1998 maart;103.4;;12414
211;011    Voedingsmiddelen;1998 april;104.1;;12414
212;011    Voedingsmiddelen;1998 mei;104.3;;12414
213;011    Voedingsmiddelen;1998 juni;103.6;;12414
214;011    Voedingsmiddelen;1998 juli;104.1;;12414
215;011    Voedingsmiddelen;1998 augustus;103.2;;12414
216;011    Voedingsmiddelen;1998 september;103.7;;12414
217;011    Voedingsmiddelen;1998 oktober;103.6;;12414
218;011    Voedingsmiddelen;1998 november;104.6;;12414
219;011    Voedingsmiddelen;1998 december;105.5;;12414
220;011    Voedingsmiddelen;1998;103.8;;12414
221;011    Voedingsmiddelen;1999 januari;106.1;;12414
222;011    Voedingsmiddelen;1999 februari;106.4;;12414
223;011    Voedingsmiddelen;1999 maart;107.0;;12414
224;011    Voedingsmiddelen;1999 april;106.4;;12414
225;011    Voedingsmiddelen;1999 mei;106.6;;12414
226;011    Voedingsmiddelen;1999 juni;105.7;;12414
227;011    Voedingsmiddelen;1999 juli;104.3;;12414
228;011    Voedingsmiddelen;1999 augustus;104.5;;12414
229;011    Voedingsmiddelen;1999 september;104.4;;12414
230;011    Voedingsmiddelen;1999 oktober;104.3;;12414
231;011    Voedingsmiddelen;1999 november;105.0;;12414
232;011    Voedingsmiddelen;1999 december;105.0;;12414
233;011    Voedingsmiddelen;1999;105.5;;12414
234;011    Voedingsmiddelen;2000 januari;105.3;;12414
235;011    Voedingsmiddelen;2000 februari;104.7;;12414
236;011    Voedingsmiddelen;2000 maart;105.2;;12414
237;011    Voedingsmiddelen;2000 april;105.8;;12414
238;011    Voedingsmiddelen;2000 mei;106.3;;12414
239;011    Voedingsmiddelen;2000 juni;106.2;;12414
240;011    Voedingsmiddelen;2000 juli;105.9;;12414
241;011    Voedingsmiddelen;2000 augustus;106.4;;12414
242;011    Voedingsmiddelen;2000 september;106.4;;12414
243;011    Voedingsmiddelen;2000 oktober;107.1;;12414
244;011    Voedingsmiddelen;2000 november;107.9;;12414
245;011    Voedingsmiddelen;2000 december;108.2;;12414
246;011    Voedingsmiddelen;2000;106.3;;12414
247;011    Voedingsmiddelen;2001 januari;109.6;;12414
248;011    Voedingsmiddelen;2001 februari;110.3;;12414
249;011    Voedingsmiddelen;2001 maart;112.8;;12414
250;011    Voedingsmiddelen;2001 april;114.9;;12414
251;011    Voedingsmiddelen;2001 mei;115.9;;12414
252;011    Voedingsmiddelen;2001 juni;115.2;;12414
253;011    Voedingsmiddelen;2001 juli;114.9;;12414
254;011    Voedingsmiddelen;2001 augustus;114.9;;12414
255;011    Voedingsmiddelen;2001 september;115.7;;12414
256;011    Voedingsmiddelen;2001 oktober;116.1;;12414
257;011    Voedingsmiddelen;2001 november;115.3;;12414
258;011    Voedingsmiddelen;2001 december;116.0;;12414
259;011    Voedingsmiddelen;2001;114.3;;12414
260;011    Voedingsmiddelen;2002 januari;119.0;;12414
261;011    Voedingsmiddelen;2002 februari;118.9;;12414
262;011    Voedingsmiddelen;2002 maart;119.4;;12414
263;011    Voedingsmiddelen;2002 april;119.4;;12414
264;011    Voedingsmiddelen;2002 mei;119.6;;12414
265;011    Voedingsmiddelen;2002 juni;118.5;;12414
266;011    Voedingsmiddelen;2002 juli;118.8;;12414
267;011    Voedingsmiddelen;2002 augustus;118.0;;12414
268;011    Voedingsmiddelen;2002 september;119.5;;12414
269;011    Voedingsmiddelen;2002 oktober;117.9;;12414
270;011    Voedingsmiddelen;2002 november;116.9;;12414
271;011    Voedingsmiddelen;2002 december;117.7;;12414
272;011    Voedingsmiddelen;2002;118.6;;12414
273;0111   Brood en granen;1996 januari;100.4;;2324
274;0111   Brood en granen;1996 februari;100.5;;2324
275;0111   Brood en granen;1996 maart;100.6;;2324
276;0111   Brood en granen;1996 april;100.9;;2324
277;0111   Brood en granen;1996 mei;100.8;;2324
278;0111   Brood en granen;1996 juni;100.8;;2324
279;0111   Brood en granen;1996 juli;100.6;;2324
280;0111   Brood en granen;1996 augustus;100.6;;2324
281;0111   Brood en granen;1996 september;100.8;;2324
282;0111   Brood en granen;1996 oktober;101.0;;2324
283;0111   Brood en granen;1996 november;100.9;;2324
284;0111   Brood en granen;1996 december;101.1;;2324
285;0111   Brood en granen;1996;100.7;;2324
286;0111   Brood en granen;1997 januari;101.0;;2324
287;0111   Brood en granen;1997 februari;100.9;;2324
288;0111   Brood en granen;1997 maart;100.9;;2324
289;0111   Brood en granen;1997 april;100.6;;2324
290;0111   Brood en granen;1997 mei;101.1;;2324
291;0111   Brood en granen;1997 juni;101.0;;2324
292;0111   Brood en granen;1997 juli;101.5;;2324
293;0111   Brood en granen;1997 augustus;101.2;;2324
294;0111   Brood en granen;1997 september;101.5;;2324
295;0111   Brood en granen;1997 oktober;101.6;;2324
296;0111   Brood en granen;1997 november;101.5;;2324
297;0111   Brood en granen;1997 december;102.0;;2324
298;0111   Brood en granen;1997;101.2;;2324
299;0111   Brood en granen;1998 januari;101.6;;2324
300;0111   Brood en granen;1998 februari;101.6;;2324
301;0111   Brood en granen;1998 maart;101.9;;2324
302;0111   Brood en granen;1998 april;102.1;;2324
303;0111   Brood en granen;1998 mei;102.3;;2324
304;0111   Brood en granen;1998 juni;102.4;;2324
305;0111   Brood en granen;1998 juli;102.2;;2324
306;0111   Brood en granen;1998 augustus;102.4;;2324
307;0111   Brood en granen;1998 september;102.3;;2324
308;0111   Brood en granen;1998 oktober;102.5;;2324
309;0111   Brood en granen;1998 november;103.1;;2324
310;0111   Brood en granen;1998 december;103.0;;2324
311;0111   Brood en granen;1998;102.3;;2324
312;0111   Brood en granen;1999 januari;103.0;;2324
313;0111   Brood en granen;1999 februari;103.5;;2324
314;0111   Brood en granen;1999 maart;103.6;;2324
315;0111   Brood en granen;1999 april;103.7;;2324
316;0111   Brood en granen;1999 mei;103.7;;2324
317;0111   Brood en granen;1999 juni;104.0;;2324
318;0111   Brood en granen;1999 juli;104.3;;2324
319;0111   Brood en granen;1999 augustus;104.4;;2324
320;0111   Brood en granen;1999 september;104.4;;2324
321;0111   Brood en granen;1999 oktober;104.4;;2324
322;0111   Brood en granen;1999 november;104.6;;2324
323;0111   Brood en granen;1999 december;104.5;;2324
324;0111   Brood en granen;1999;104.0;;2324
325;0111   Brood en granen;2000 januari;104.6;;2324
326;0111   Brood en granen;2000 februari;104.7;;2324
327;0111   Brood en granen;2000 maart;105.2;;2324
328;0111   Brood en granen;2000 april;104.6;;2324
329;0111   Brood en granen;2000 mei;104.9;;2324
330;0111   Brood en granen;2000 juni;105.0;;2324
331;0111   Brood en granen;2000 juli;105.0;;2324
332;0111   Brood en granen;2000 augustus;105.3;;2324
333;0111   Brood en granen;2000 september;106.1;;2324
334;0111   Brood en granen;2000 oktober;106.8;;2324
335;0111   Brood en granen;2000 november;107.2;;2324
336;0111   Brood en granen;2000 december;107.2;;2324
337;0111   Brood en granen;2000;105.5;;2324
338;0111   Brood en granen;2001 januari;108.2;;2324
339;0111   Brood en granen;2001 februari;108.6;;2324
340;0111   Brood en granen;2001 maart;109.1;;2324
341;0111   Brood en granen;2001 april;109.6;;2324
342;0111   Brood en granen;2001 mei;109.9;;2324
343;0111   Brood en granen;2001 juni;109.7;;2324
344;0111   Brood en granen;2001 juli;110.3;;2324
345;0111   Brood en granen;2001 augustus;110.6;;2324
346;0111   Brood en granen;2001 september;110.8;;2324
347;0111   Brood en granen;2001 oktober;110.9;;2324
348;0111   Brood en granen;2001 november;110.7;;2324
349;0111   Brood en granen;2001 december;111.3;;2324
350;0111   Brood en granen;2001;110.0;;2324
351;0111   Brood en granen;2002 januari;111.9;;2324
352;0111   Brood en granen;2002 februari;112.0;;2324
353;0111   Brood en granen;2002 maart;112.2;;2324
354;0111   Brood en granen;2002 april;113.1;;2324
355;0111   Brood en granen;2002 mei;113.6;;2324
356;0111   Brood en granen;2002 juni;113.7;;2324
357;0111   Brood en granen;2002 juli;113.9;;2324
358;0111   Brood en granen;2002 augustus;114.3;;2324
359;0111   Brood en granen;2002 september;114.2;;2324
360;0111   Brood en granen;2002 oktober;114.1;;2324
361;0111   Brood en granen;2002 november;114.2;;2324
362;0111   Brood en granen;2002 december;114.2;;2324
363;0111   Brood en granen;2002;113.5;;2324
364;01111  Rijst;1996 januari;;100.0;56
365;01111  Rijst;1996 februari;;100.0;56
366;01111  Rijst;1996 maart;;100.0;56
367;01111  Rijst;1996 april;;100.0;56
368;01111  Rijst;1996 mei;;100.0;56
369;01111  Rijst;1996 juni;;99.0;56
370;01111  Rijst;1996 juli;;99.0;56
371;01111  Rijst;1996 augustus;;100.0;56
372;01111  Rijst;1996 september;;100.0;56
373;01111  Rijst;1996 oktober;;99.0;56
374;01111  Rijst;1996 november;;99.0;56
375;01111  Rijst;1996 december;;99.0;56
376;01111  Rijst;1996;;100.0;56
377;01111  Rijst;1997 januari;;99.0;56
378;01111  Rijst;1997 februari;;97.0;56
379;01111  Rijst;1997 maart;;96.0;56
380;01111  Rijst;1997 april;;97.0;56
381;01111  Rijst;1997 mei;;98.0;56
382;01111  Rijst;1997 juni;;98.0;56
383;01111  Rijst;1997 juli;;98.0;56
384;01111  Rijst;1997 augustus;;98.0;56
385;01111  Rijst;1997 september;;98.0;56
386;01111  Rijst;1997 oktober;;98.0;56
387;01111  Rijst;1997 november;;98.0;56
388;01111  Rijst;1997 december;;99.0;56
389;01111  Rijst;1997;;98.0;56
390;01111  Rijst;1998 januari;;99.0;56
391;01111  Rijst;1998 februari;;99.0;56
392;01111  Rijst;1998 maart;;99.0;56
393;01111  Rijst;1998 april;;99.0;56
394;01111  Rijst;1998 mei;;99.0;56
395;01111  Rijst;1998 juni;;98.0;56
396;01111  Rijst;1998 juli;;98.0;56
397;01111  Rijst;1998 augustus;;97.0;56
398;01111  Rijst;1998 september;;97.0;56
399;01111  Rijst;1998 oktober;;98.0;56
400;01111  Rijst;1998 november;;98.0;56
401;01111  Rijst;1998 december;;98.0;56
402;01111  Rijst;1998;;98.0;56
403;01111  Rijst;1999 januari;;98.0;56
404;01111  Rijst;1999 februari;;98.0;56
405;01111  Rijst;1999 maart;;97.0;56
406;01111  Rijst;1999 april;;98.0;56
407;01111  Rijst;1999 mei;;97.0;56
408;01111  Rijst;1999 juni;;97.0;56
409;01111  Rijst;1999 juli;;97.0;56
410;01111  Rijst;1999 augustus;;97.0;56
411;01111  Rijst;1999 september;;97.0;56
412;01111  Rijst;1999 oktober;;97.0;56
413;01111  Rijst;1999 november;;99.0;56
414;01111  Rijst;1999 december;;99.0;56
415;01111  Rijst;1999;;98.0;56
416;01111  Rijst;2000 januari;;100.0;56
417;01111  Rijst;2000 februari;;101.0;56
418;01111  Rijst;2000 maart;;101.0;56
419;01111  Rijst;2000 april;;101.0;56
420;01111  Rijst;2000 mei;;102.0;56
421;01111  Rijst;2000 juni;;101.0;56
422;01111  Rijst;2000 juli;;101.0;56
423;01111  Rijst;2000 augustus;;101.0;56
424;01111  Rijst;2000 september;;102.0;56
425;01111  Rijst;2000 oktober;;103.0;56
426;01111  Rijst;2000 november;;104.0;56
427;01111  Rijst;2000 december;;103.0;56
428;01111  Rijst;2000;;102.0;56
429;01111  Rijst;2001 januari;;104.0;56
430;01111  Rijst;2001 februari;;103.0;56
431;01111  Rijst;2001 maart;;104.0;56
432;01111  Rijst;2001 april;;104.0;56
433;01111  Rijst;2001 mei;;104.0;56
434;01111  Rijst;2001 juni;;104.0;56
435;01111  Rijst;2001 juli;;103.0;56
436;01111  Rijst;2001 augustus;;104.0;56
437;01111  Rijst;2001 september;;104.0;56
438;01111  Rijst;2001 oktober;;105.0;56
439;01111  Rijst;2001 november;;103.0;56
440;01111  Rijst;2001 december;;103.0;56
441;01111  Rijst;2001;;104.0;56
442;01111  Rijst;2002 januari;;105.0;56
443;01111  Rijst;2002 februari;;105.0;56
444;01111  Rijst;2002 maart;;104.0;56
445;01111  Rijst;2002 april;;103.0;56
446;01111  Rijst;2002 mei;;102.0;56
447;01111  Rijst;2002 juni;;106.0;56
448;01111  Rijst;2002 juli;;106.0;56
449;01111  Rijst;2002 augustus;;107.0;56
450;01111  Rijst;2002 september;;106.0;56
451;01111  Rijst;2002 oktober;;108.0;56
452;01111  Rijst;2002 november;;109.0;56
453;01111  Rijst;2002 december;;110.0;56
454;01111  Rijst;2002;;106.0;56
455;01112  Tarwemeel;1996 januari;;101.0;31
456;01112  Tarwemeel;1996 februari;;101.0;31
457;01112  Tarwemeel;1996 maart;;101.0;31
458;01112  Tarwemeel;1996 april;;100.0;31
459;01112  Tarwemeel;1996 mei;;100.0;31
460;01112  Tarwemeel;1996 juni;;100.0;31
461;01112  Tarwemeel;1996 juli;;100.0;31
462;01112  Tarwemeel;1996 augustus;;99.0;31
463;01112  Tarwemeel;1996 september;;98.0;31
464;01112  Tarwemeel;1996 oktober;;98.0;31
465;01112  Tarwemeel;1996 november;;98.0;31
466;01112  Tarwemeel;1996 december;;97.0;31
467;01112  Tarwemeel;1996;;99.0;31
468;01112  Tarwemeel;1997 januari;;97.0;31
469;01112  Tarwemeel;1997 februari;;96.0;31
470;01112  Tarwemeel;1997 maart;;97.0;31
471;01112  Tarwemeel;1997 april;;98.0;31
472;01112  Tarwemeel;1997 mei;;98.0;31
473;01112  Tarwemeel;1997 juni;;98.0;31
474;01112  Tarwemeel;1997 juli;;99.0;31
475;01112  Tarwemeel;1997 augustus;;99.0;31
476;01112  Tarwemeel;1997 september;;100.0;31
477;01112  Tarwemeel;1997 oktober;;100.0;31
478;01112  Tarwemeel;1997 november;;100.0;31
479;01112  Tarwemeel;1997 december;;99.0;31
480;01112  Tarwemeel;1997;;98.0;31
481;01112  Tarwemeel;1998 januari;;100.0;31
482;01112  Tarwemeel;1998 februari;;99.0;31
483;01112  Tarwemeel;1998 maart;;100.0;31
484;01112  Tarwemeel;1998 april;;101.0;31
485;01112  Tarwemeel;1998 mei;;101.0;31
486;01112  Tarwemeel;1998 juni;;101.0;31
487;01112  Tarwemeel;1998 juli;;101.0;31
488;01112  Tarwemeel;1998 augustus;;100.0;31
489;01112  Tarwemeel;1998 september;;100.0;31
490;01112  Tarwemeel;1998 oktober;;101.0;31
491;01112  Tarwemeel;1998 november;;102.0;31
492;01112  Tarwemeel;1998 december;;102.0;31
493;01112  Tarwemeel;1998;;101.0;31
494;01112  Tarwemeel;1999 januari;;101.0;31
