ID;BedrijfstakBrancheSBI2008;Perioden;Werknemer_1;WerkzamePersoon_2;Werknemer_3;WerkzamePersoon_4;Totaal_5;NettoOmzet_6;OverigeBedrijfsopbrengsten_7;Totaal_8;InkoopwaardeOmzet_9;Totaal_10;Brutolonen_11;Totaal_12;SocialeVerzekeringspremiesWerkgever_13;PremiesPensioenVutInkoopsommen_14;OverigeSocialeLasten_15;OverigePersoneleKosten_16;Totaal_17;KostenEnergieverbruik_18;Huisvestingskosten_19;KostenApparatuurEnInventaris_20;KostenVervoermiddelen_21;Verkoopkosten_22;Communicatiekosten_23;KostenVanOverigeDiensten_24;NietEerderGenoemdeBedrijfskosten_25;AfschrijvingenOpVasteActiva_26;Bedrijfsresultaat_27;SaldoFinancieleBatenEnLasten_28;SaldoVoorzieningen_29;SaldoBuitengewoneBatenEnLasten_30;ResultaatVoorBelastingen_31
0;016 Dienstverlening voor de landbouw;2009;19.1;36.1;15.2;27.4;3355;3260;95;2856;1138;674;455;113;72;41;10;96;721;116;74;210;113;22;18;56;112;324;499;-66;1;23;457
1;016 Dienstverlening voor de landbouw;2010;21.2;41.4;17.1;29.4;3956;3843;113;3453;1477;759;503;121;76;45;7;128;850;145;77;220;138;27;19;74;149;367;504;-72;2;35;469
2;016 Dienstverlening voor de landbouw;2011;22.9;43.8;18.2;31.6;4780;4660;120;4229;1984;863;560;138;87;50;8;158;998;198;86;253;141;33;22;76;190;383;552;-82;1;-5;465
3;016 Dienstverlening voor de landbouw;2012;20.7;42.2;17.1;31.2;4507;4407;100;3933;1841;785;520;132;83;49;9;124;973;194;82;245;145;29;21;71;187;334;575;-76;2;12;512
4;016 Dienstverlening voor de landbouw;2013;20.8;42.7;16.7;35.2;5142;5043;99;4530;2236;883;574;146;89;57;9;154;1033;165;95;260;150;39;22;126;177;378;613;-57;-2;46;600
