ID;BedrijfstakkenBranchesSBI2008;Perioden;BedrijfsbestelautoS_1
93;031 Visserij;2021;623.0
94;031 Visserij;2022;609.0
95;031 Visserij;2023;616.0
96;032 Viskwekerij;2018;98.0
97;032 Viskwekerij;2019;105.0
98;032 Viskwekerij;2020;100.0
99;032 Viskwekerij;2021;95.0
100;032 Viskwekerij;2022;85.0
101;032 Viskwekerij;2023;97.0
102;B Delfstoffenwinning;2018;391.0
103;B Delfstoffenwinning;2019;403.0
104;B Delfstoffenwinning;2020;422.0
105;B Delfstoffenwinning;2021;389.0
106;B Delfstoffenwinning;2022;430.0
107;B Delfstoffenwinning;2023;418.0
108;B-E Nijverheid (geen bouw) en energie;2018;83546.0
109;B-E Nijverheid (geen bouw) en energie;2019;83838.0
110;B-E Nijverheid (geen bouw) en energie;2020;84550.0
111;B-E Nijverheid (geen bouw) en energie;2021;92155.0
112;B-E Nijverheid (geen bouw) en energie;2022;93867.0
113;B-E Nijverheid (geen bouw) en energie;2023;95752.0
114;06 Winning van aardolie en aardgas;2018;43.0
115;06 Winning van aardolie en aardgas;2019;42.0
116;06 Winning van aardolie en aardgas;2020;45.0
117;06 Winning van aardolie en aardgas;2021;
118;06 Winning van aardolie en aardgas;2022;
119;06 Winning van aardolie en aardgas;2023;49.0
120;061 Winning van aardolie;2018;5.0
121;061 Winning van aardolie;2019;
122;061 Winning van aardolie;2020;
123;061 Winning van aardolie;2021;
124;061 Winning van aardolie;2022;
125;061 Winning van aardolie;2023;7.0
126;062 Winning van aardgas;2018;38.0
127;062 Winning van aardgas;2019;
128;062 Winning van aardgas;2020;
129;062 Winning van aardgas;2021;40.0
130;062 Winning van aardgas;2022;49.0
131;062 Winning van aardgas;2023;42.0
132;08 Delfstoffenwinning (geen olie en gas);2018;207.0
133;08 Delfstoffenwinning (geen olie en gas);2019;206.0
134;08 Delfstoffenwinning (geen olie en gas);2020;217.0
135;08 Delfstoffenwinning (geen olie en gas);2021;198.0
136;08 Delfstoffenwinning (geen olie en gas);2022;202.0
137;08 Delfstoffenwinning (geen olie en gas);2023;204.0
138;081 Winning van zand, grind en klei;2018;140.0
139;081 Winning van zand, grind en klei;2019;154.0
140;081 Winning van zand, grind en klei;2020;163.0
141;081 Winning van zand, grind en klei;2021;150.0
142;081 Winning van zand, grind en klei;2022;153.0
143;081 Winning van zand, grind en klei;2023;156.0
144;089 Winning van overige delfstoffen;2018;67.0
145;089 Winning van overige delfstoffen;2019;52.0
146;089 Winning van overige delfstoffen;2020;54.0
147;089 Winning van overige delfstoffen;2021;48.0
148;089 Winning van overige delfstoffen;2022;49.0
149;089 Winning van overige delfstoffen;2023;48.0
150;09 Dienstverlening delfstoffenwinning;2018;141.0
151;09 Dienstverlening delfstoffenwinning;2019;155.0
152;09 Dienstverlening delfstoffenwinning;2020;160.0
153;09 Dienstverlening delfstoffenwinning;2021;
154;09 Dienstverlening delfstoffenwinning;2022;
155;09 Dienstverlening delfstoffenwinning;2023;165.0
156;091 Dienstverlening olie- en gaswinning;2018;135.0
157;091 Dienstverlening olie- en gaswinning;2019;148.0
158;091 Dienstverlening olie- en gaswinning;2020;154.0
159;091 Dienstverlening olie- en gaswinning;2021;140.0
160;091 Dienstverlening olie- en gaswinning;2022;165.0
161;091 Dienstverlening olie- en gaswinning;2023;157.0
162;099 Dienstverlening overige winning;2018;6.0
163;099 Dienstverlening overige winning;2019;7.0
164;099 Dienstverlening overige winning;2020;6.0
165;099 Dienstverlening overige winning;2021;
166;099 Dienstverlening overige winning;2022;
167;099 Dienstverlening overige winning;2023;8.0
168;C Industrie;2018;72892.0
169;C Industrie;2019;74486.0
170;C Industrie;2020;75664.0
171;C Industrie;2021;82713.0
172;C Industrie;2022;82129.0
173;C Industrie;2023;83092.0
174;10 Voedingsmiddelenindustrie;2018;5548.0
175;10 Voedingsmiddelenindustrie;2019;5695.0
176;10 Voedingsmiddelenindustrie;2020;5600.0
177;10 Voedingsmiddelenindustrie;2021;5518.0
178;10 Voedingsmiddelenindustrie;2022;5529.0
179;10 Voedingsmiddelenindustrie;2023;5499.0
180;101 Slachterijen en vleeswarenindustrie;2018;686.0
181;101 Slachterijen en vleeswarenindustrie;2019;695.0
182;101 Slachterijen en vleeswarenindustrie;2020;674.0
183;101 Slachterijen en vleeswarenindustrie;2021;688.0
184;101 Slachterijen en vleeswarenindustrie;2022;700.0
185;101 Slachterijen en vleeswarenindustrie;2023;710.0
186;102 Visverwerkende industrie;2018;156.0
187;102 Visverwerkende industrie;2019;159.0
188;102 Visverwerkende industrie;2020;167.0
189;102 Visverwerkende industrie;2021;152.0
190;102 Visverwerkende industrie;2022;148.0
191;102 Visverwerkende industrie;2023;175.0
192;103 Groente-, fruitverwerkende industrie;2018;207.0
193;103 Groente-, fruitverwerkende industrie;2019;226.0
194;103 Groente-, fruitverwerkende industrie;2020;249.0
195;103 Groente-, fruitverwerkende industrie;2021;265.0
196;103 Groente-, fruitverwerkende industrie;2022;202.0
197;103 Groente-, fruitverwerkende industrie;2023;224.0
198;104 Spijsoliën- en -vettenindustrie e.d.;2018;12.0
199;104 Spijsoliën- en -vettenindustrie e.d.;2019;16.0
200;104 Spijsoliën- en -vettenindustrie e.d.;2020;26.0
201;104 Spijsoliën- en -vettenindustrie e.d.;2021;17.0
202;104 Spijsoliën- en -vettenindustrie e.d.;2022;12.0
203;104 Spijsoliën- en -vettenindustrie e.d.;2023;11.0
204;105 Zuivelindustrie;2018;237.0
205;105 Zuivelindustrie;2019;262.0
206;105 Zuivelindustrie;2020;296.0
207;105 Zuivelindustrie;2021;306.0
208;105 Zuivelindustrie;2022;331.0
209;105 Zuivelindustrie;2023;328.0
210;106 Meelindustrie;2018;78.0
211;106 Meelindustrie;2019;89.0
212;106 Meelindustrie;2020;81.0
213;106 Meelindustrie;2021;84.0
214;106 Meelindustrie;2022;80.0
215;106 Meelindustrie;2023;77.0
216;107 Brood- en deegwarenindustrie;2018;3146.0
217;107 Brood- en deegwarenindustrie;2019;3114.0
218;107 Brood- en deegwarenindustrie;2020;3034.0
219;107 Brood- en deegwarenindustrie;2021;2996.0
220;107 Brood- en deegwarenindustrie;2022;3014.0
221;107 Brood- en deegwarenindustrie;2023;2962.0
222;108 Overige voedingsmiddelenindustrie;2018;838.0
223;108 Overige voedingsmiddelenindustrie;2019;944.0
224;108 Overige voedingsmiddelenindustrie;2020;885.0
225;108 Overige voedingsmiddelenindustrie;2021;810.0
226;108 Overige voedingsmiddelenindustrie;2022;831.0
227;108 Overige voedingsmiddelenindustrie;2023;800.0
228;109 Diervoederindustrie;2018;188.0
229;109 Diervoederindustrie;2019;190.0
230;109 Diervoederindustrie;2020;188.0
231;109 Diervoederindustrie;2021;200.0
232;109 Diervoederindustrie;2022;211.0
233;109 Diervoederindustrie;2023;212.0
234;11 Drankenindustrie;2018;576.0
235;11 Drankenindustrie;2019;566.0
236;11 Drankenindustrie;2020;561.0
237;11 Drankenindustrie;2021;511.0
238;11 Drankenindustrie;2022;542.0
239;11 Drankenindustrie;2023;573.0
240;110 Drankenindustrie;2018;576.0
241;110 Drankenindustrie;2019;566.0
242;110 Drankenindustrie;2020;561.0
243;110 Drankenindustrie;2021;511.0
244;110 Drankenindustrie;2022;542.0
245;110 Drankenindustrie;2023;573.0
246;12 Tabaksindustrie;2018;8.0
247;12 Tabaksindustrie;2019;6.0
248;12 Tabaksindustrie;2020;
249;12 Tabaksindustrie;2021;6.0
250;12 Tabaksindustrie;2022;
251;12 Tabaksindustrie;2023;
252;120 Tabaksindustrie;2018;8.0
253;120 Tabaksindustrie;2019;6.0
254;120 Tabaksindustrie;2020;
255;120 Tabaksindustrie;2021;6.0
256;120 Tabaksindustrie;2022;
257;120 Tabaksindustrie;2023;
258;13 Textielindustrie;2018;1105.0
259;13 Textielindustrie;2019;1155.0
260;13 Textielindustrie;2020;1133.0
261;13 Textielindustrie;2021;1161.0
262;13 Textielindustrie;2022;1139.0
263;13 Textielindustrie;2023;1128.0
264;131 Spinnerijen;2018;12.0
265;131 Spinnerijen;2019;13.0
266;131 Spinnerijen;2020;13.0
267;131 Spinnerijen;2021;15.0
268;131 Spinnerijen;2022;10.0
269;131 Spinnerijen;2023;14.0
270;132 Weverijen;2018;14.0
271;132 Weverijen;2019;13.0
272;132 Weverijen;2020;11.0
273;132 Weverijen;2021;10.0
274;132 Weverijen;2022;13.0
275;132 Weverijen;2023;12.0
276;133 Textielveredelingsindustrie;2018;160.0
277;133 Textielveredelingsindustrie;2019;169.0
278;133 Textielveredelingsindustrie;2020;164.0
279;133 Textielveredelingsindustrie;2021;164.0
280;133 Textielveredelingsindustrie;2022;165.0
281;133 Textielveredelingsindustrie;2023;179.0
282;139 Overige textielproductenindustrie;2018;919.0
283;139 Overige textielproductenindustrie;2019;960.0
284;139 Overige textielproductenindustrie;2020;945.0
285;139 Overige textielproductenindustrie;2021;972.0
286;139 Overige textielproductenindustrie;2022;951.0
287;139 Overige textielproductenindustrie;2023;923.0
288;14 Kledingindustrie;2018;370.0
289;14 Kledingindustrie;2019;339.0
290;14 Kledingindustrie;2020;327.0
291;14 Kledingindustrie;2021;303.0
292;14 Kledingindustrie;2022;302.0
293;14 Kledingindustrie;2023;278.0
294;141 Kledingindustrie (geen bontkleding);2018;361.0
295;141 Kledingindustrie (geen bontkleding);2019;329.0
296;141 Kledingindustrie (geen bontkleding);2020;317.0
297;141 Kledingindustrie (geen bontkleding);2021;294.0
298;141 Kledingindustrie (geen bontkleding);2022;293.0
299;141 Kledingindustrie (geen bontkleding);2023;272.0
300;142 Bontartikelenindustrie;2018;
301;142 Bontartikelenindustrie;2019;
302;142 Bontartikelenindustrie;2020;
303;142 Bontartikelenindustrie;2021;
304;142 Bontartikelenindustrie;2022;
305;142 Bontartikelenindustrie;2023;
306;143 Gebreide kledingindustrie;2018;
307;143 Gebreide kledingindustrie;2019;
308;143 Gebreide kledingindustrie;2020;
309;143 Gebreide kledingindustrie;2021;
310;143 Gebreide kledingindustrie;2022;
311;143 Gebreide kledingindustrie;2023;
312;15 Leer- en schoenenindustrie;2018;206.0
313;15 Leer- en schoenenindustrie;2019;203.0
314;15 Leer- en schoenenindustrie;2020;202.0
315;15 Leer- en schoenenindustrie;2021;
316;15 Leer- en schoenenindustrie;2022;199.0
317;15 Leer- en schoenenindustrie;2023;199.0
318;151 Looierijen en lederwarenindustrie;2018;162.0
319;151 Looierijen en lederwarenindustrie;2019;166.0
320;151 Looierijen en lederwarenindustrie;2020;168.0
321;151 Looierijen en lederwarenindustrie;2021;
322;151 Looierijen en lederwarenindustrie;2022;163.0
323;151 Looierijen en lederwarenindustrie;2023;156.0
324;152 Schoenenindustrie;2018;44.0
325;152 Schoenenindustrie;2019;37.0
326;152 Schoenenindustrie;2020;34.0
327;152 Schoenenindustrie;2021;31.0
328;152 Schoenenindustrie;2022;36.0
329;152 Schoenenindustrie;2023;43.0
330;16 Houtindustrie;2018;2845.0
331;16 Houtindustrie;2019;2881.0
332;16 Houtindustrie;2020;3003.0
333;16 Houtindustrie;2021;3212.0
334;16 Houtindustrie;2022;3374.0
335;16 Houtindustrie;2023;3462.0
336;161 Primaire houtbewerking e.d.;2018;317.0
337;161 Primaire houtbewerking e.d.;2019;321.0
338;161 Primaire houtbewerking e.d.;2020;359.0
339;161 Primaire houtbewerking e.d.;2021;379.0
340;161 Primaire houtbewerking e.d.;2022;375.0
341;161 Primaire houtbewerking e.d.;2023;337.0
342;162 Hout-, kurk-, en rietwarenindustrie;2018;2528.0
343;162 Hout-, kurk-, en rietwarenindustrie;2019;2560.0
344;162 Hout-, kurk-, en rietwarenindustrie;2020;2644.0
345;162 Hout-, kurk-, en rietwarenindustrie;2021;2833.0
346;162 Hout-, kurk-, en rietwarenindustrie;2022;2999.0
347;162 Hout-, kurk-, en rietwarenindustrie;2023;3125.0
348;17 Papierindustrie;2018;245.0
349;17 Papierindustrie;2019;246.0
350;17 Papierindustrie;2020;205.0
351;17 Papierindustrie;2021;211.0
352;17 Papierindustrie;2022;207.0
353;17 Papierindustrie;2023;225.0
354;171 Pulp-, papier- en kartonindustrie;2018;25.0
355;171 Pulp-, papier- en kartonindustrie;2019;29.0
356;171 Pulp-, papier- en kartonindustrie;2020;23.0
357;171 Pulp-, papier- en kartonindustrie;2021;30.0
358;171 Pulp-, papier- en kartonindustrie;2022;28.0
359;171 Pulp-, papier- en kartonindustrie;2023;26.0
360;172 Papier- en kartonwarenindustrie;2018;220.0
361;172 Papier- en kartonwarenindustrie;2019;217.0
362;172 Papier- en kartonwarenindustrie;2020;182.0
363;172 Papier- en kartonwarenindustrie;2021;181.0
364;172 Papier- en kartonwarenindustrie;2022;179.0
365;172 Papier- en kartonwarenindustrie;2023;199.0
366;18 Grafische industrie;2018;1595.0
367;18 Grafische industrie;2019;1486.0
368;18 Grafische industrie;2020;1436.0
369;18 Grafische industrie;2021;1359.0
370;18 Grafische industrie;2022;1329.0
371;18 Grafische industrie;2023;1293.0
372;181 Drukkerijen en diensten daarvoor;2018;1538.0
373;181 Drukkerijen en diensten daarvoor;2019;1432.0
374;181 Drukkerijen en diensten daarvoor;2020;1379.0
375;181 Drukkerijen en diensten daarvoor;2021;1311.0
376;181 Drukkerijen en diensten daarvoor;2022;1277.0
377;181 Drukkerijen en diensten daarvoor;2023;1246.0
378;182 Repro van geluid, beeld en software;2018;57.0
379;182 Repro van geluid, beeld en software;2019;54.0
380;182 Repro van geluid, beeld en software;2020;57.0
381;182 Repro van geluid, beeld en software;2021;48.0
382;182 Repro van geluid, beeld en software;2022;52.0
383;182 Repro van geluid, beeld en software;2023;47.0
384;19 Aardolie-industrie;2018;195.0
385;19 Aardolie-industrie;2019;217.0
386;19 Aardolie-industrie;2020;264.0
387;19 Aardolie-industrie;2021;242.0
388;19 Aardolie-industrie;2022;241.0
389;19 Aardolie-industrie;2023;272.0
390;191 Cokesfabrieken;2018;0.0
391;191 Cokesfabrieken;2019;0.0
392;191 Cokesfabrieken;2020;0.0
393;191 Cokesfabrieken;2021;0.0
394;191 Cokesfabrieken;2022;0.0
395;191 Cokesfabrieken;2023;0.0
396;192 Aardolie-industrie;2018;195.0
397;192 Aardolie-industrie;2019;217.0
398;192 Aardolie-industrie;2020;264.0
399;192 Aardolie-industrie;2021;242.0
400;192 Aardolie-industrie;2022;241.0
401;192 Aardolie-industrie;2023;272.0
402;20 Chemische industrie;2018;764.0
403;20 Chemische industrie;2019;719.0
404;20 Chemische industrie;2020;692.0
405;20 Chemische industrie;2021;
406;20 Chemische industrie;2022;4917.0
407;20 Chemische industrie;2023;3123.0
408;201 Basischemie;2018;454.0
409;201 Basischemie;2019;421.0
410;201 Basischemie;2020;413.0
411;201 Basischemie;2021;
412;201 Basischemie;2022;
413;201 Basischemie;2023;2868.0
414;202 Landbouwchemicaliënindustrie;2018;
415;202 Landbouwchemicaliënindustrie;2019;9.0
416;202 Landbouwchemicaliënindustrie;2020;8.0
417;202 Landbouwchemicaliënindustrie;2021;7.0
418;202 Landbouwchemicaliënindustrie;2022;7.0
419;202 Landbouwchemicaliënindustrie;2023;9.0
420;203 Verf-, vernis- en drukinktindustrie;2018;107.0
421;203 Verf-, vernis- en drukinktindustrie;2019;100.0
422;203 Verf-, vernis- en drukinktindustrie;2020;85.0
423;203 Verf-, vernis- en drukinktindustrie;2021;86.0
424;203 Verf-, vernis- en drukinktindustrie;2022;
425;203 Verf-, vernis- en drukinktindustrie;2023;77.0
426;204 Wasmiddel- en cosmeticaindustrie;2018;100.0
427;204 Wasmiddel- en cosmeticaindustrie;2019;108.0
428;204 Wasmiddel- en cosmeticaindustrie;2020;105.0
429;204 Wasmiddel- en cosmeticaindustrie;2021;
430;204 Wasmiddel- en cosmeticaindustrie;2022;
431;204 Wasmiddel- en cosmeticaindustrie;2023;97.0
432;205 Overige chemische productenindustrie;2018;70.0
433;205 Overige chemische productenindustrie;2019;68.0
434;205 Overige chemische productenindustrie;2020;68.0
435;205 Overige chemische productenindustrie;2021;
436;205 Overige chemische productenindustrie;2022;
437;205 Overige chemische productenindustrie;2023;61.0
438;206 Synthetische vezelindustrie;2018;
439;206 Synthetische vezelindustrie;2019;13.0
440;206 Synthetische vezelindustrie;2020;13.0
441;206 Synthetische vezelindustrie;2021;11.0
442;206 Synthetische vezelindustrie;2022;10.0
443;206 Synthetische vezelindustrie;2023;11.0
444;21 Farmaceutische industrie;2018;113.0
445;21 Farmaceutische industrie;2019;122.0
446;21 Farmaceutische industrie;2020;
447;21 Farmaceutische industrie;2021;
448;21 Farmaceutische industrie;2022;
449;21 Farmaceutische industrie;2023;
450;211 Farmaceutische grondstofindustrie;2018;
451;211 Farmaceutische grondstofindustrie;2019;
452;211 Farmaceutische grondstofindustrie;2020;
453;211 Farmaceutische grondstofindustrie;2021;
454;211 Farmaceutische grondstofindustrie;2022;
455;211 Farmaceutische grondstofindustrie;2023;
456;212 Farmaceutische productenindustrie;2018;
457;212 Farmaceutische productenindustrie;2019;
458;212 Farmaceutische productenindustrie;2020;119.0
459;212 Farmaceutische productenindustrie;2021;
460;212 Farmaceutische productenindustrie;2022;117.0
461;212 Farmaceutische productenindustrie;2023;117.0
462;22 Rubber- en kunststofproductindustrie;2018;1592.0
463;22 Rubber- en kunststofproductindustrie;2019;1487.0
464;22 Rubber- en kunststofproductindustrie;2020;1604.0
465;22 Rubber- en kunststofproductindustrie;2021;1575.0
466;22 Rubber- en kunststofproductindustrie;2022;1617.0
467;22 Rubber- en kunststofproductindustrie;2023;1785.0
468;221 Rubberproductenindustrie;2018;137.0
469;221 Rubberproductenindustrie;2019;120.0
470;221 Rubberproductenindustrie;2020;126.0
471;221 Rubberproductenindustrie;2021;117.0
472;221 Rubberproductenindustrie;2022;108.0
473;221 Rubberproductenindustrie;2023;89.0
474;222 Kunststofproductenindustrie;2018;1455.0
475;222 Kunststofproductenindustrie;2019;1367.0
476;222 Kunststofproductenindustrie;2020;1478.0
477;222 Kunststofproductenindustrie;2021;1458.0
478;222 Kunststofproductenindustrie;2022;1509.0
479;222 Kunststofproductenindustrie;2023;1696.0
480;23 Bouwmaterialenindustrie;2018;1851.0
481;23 Bouwmaterialenindustrie;2019;1888.0
482;23 Bouwmaterialenindustrie;2020;1923.0
483;23 Bouwmaterialenindustrie;2021;1929.0
484;23 Bouwmaterialenindustrie;2022;2006.0
485;23 Bouwmaterialenindustrie;2023;2069.0
486;231 Glas- en glaswerkindustrie;2018;481.0
487;231 Glas- en glaswerkindustrie;2019;491.0
488;231 Glas- en glaswerkindustrie;2020;500.0
489;231 Glas- en glaswerkindustrie;2021;501.0
490;231 Glas- en glaswerkindustrie;2022;510.0
491;231 Glas- en glaswerkindustrie;2023;541.0
492;232 Vuurvast keramische productindustrie;2018;33.0
493;232 Vuurvast keramische productindustrie;2019;25.0
494;232 Vuurvast keramische productindustrie;2020;29.0
495;232 Vuurvast keramische productindustrie;2021;25.0
496;232 Vuurvast keramische productindustrie;2022;26.0
497;232 Vuurvast keramische productindustrie;2023;25.0
498;233 Keramische bouwproductenindustrie;2018;47.0
499;233 Keramische bouwproductenindustrie;2019;
500;233 Keramische bouwproductenindustrie;2020;48.0
501;233 Keramische bouwproductenindustrie;2021;46.0
502;233 Keramische bouwproductenindustrie;2022;45.0
503;233 Keramische bouwproductenindustrie;2023;49.0
504;234 Overige keramische industrie;2018;104.0
505;234 Overige keramische industrie;2019;97.0
506;234 Overige keramische industrie;2020;101.0
507;234 Overige keramische industrie;2021;90.0
508;234 Overige keramische industrie;2022;90.0
509;234 Overige keramische industrie;2023;86.0
510;235 Cement-, kalk- en gipsindustrie;2018;
511;235 Cement-, kalk- en gipsindustrie;2019;
512;235 Cement-, kalk- en gipsindustrie;2020;13.0
513;235 Cement-, kalk- en gipsindustrie;2021;13.0
514;235 Cement-, kalk- en gipsindustrie;2022;10.0
515;235 Cement-, kalk- en gipsindustrie;2023;11.0
516;236 Beton-, gips-, cementwarenindustrie;2018;552.0
517;236 Beton-, gips-, cementwarenindustrie;2019;573.0
518;236 Beton-, gips-, cementwarenindustrie;2020;576.0
519;236 Beton-, gips-, cementwarenindustrie;2021;623.0
520;236 Beton-, gips-, cementwarenindustrie;2022;663.0
521;236 Beton-, gips-, cementwarenindustrie;2023;666.0
522;237 Natuursteenbewerkende industrie;2018;559.0
523;237 Natuursteenbewerkende industrie;2019;562.0
524;237 Natuursteenbewerkende industrie;2020;590.0
525;237 Natuursteenbewerkende industrie;2021;566.0
526;237 Natuursteenbewerkende industrie;2022;594.0
527;237 Natuursteenbewerkende industrie;2023;618.0
528;239 Overige minerale productenindustrie;2018;
529;239 Overige minerale productenindustrie;2019;80.0
530;239 Overige minerale productenindustrie;2020;66.0
531;239 Overige minerale productenindustrie;2021;65.0
532;239 Overige minerale productenindustrie;2022;68.0
533;239 Overige minerale productenindustrie;2023;73.0
534;24 Basismetaalindustrie;2018;393.0
535;24 Basismetaalindustrie;2019;325.0
536;24 Basismetaalindustrie;2020;635.0
537;24 Basismetaalindustrie;2021;683.0
538;24 Basismetaalindustrie;2022;668.0
539;24 Basismetaalindustrie;2023;717.0
540;241 IJzer- en staalindustrie;2018;86.0
541;241 IJzer- en staalindustrie;2019;69.0
542;241 IJzer- en staalindustrie;2020;
543;241 IJzer- en staalindustrie;2021;401.0
544;241 IJzer- en staalindustrie;2022;367.0
545;241 IJzer- en staalindustrie;2023;
546;242 Stalen buizenindustrie;2018;80.0
547;242 Stalen buizenindustrie;2019;69.0
548;242 Stalen buizenindustrie;2020;71.0
549;242 Stalen buizenindustrie;2021;87.0
550;242 Stalen buizenindustrie;2022;88.0
551;242 Stalen buizenindustrie;2023;106.0
552;243 Staaltrekkerijen, -walserijen e.d.;2018;22.0
553;243 Staaltrekkerijen, -walserijen e.d.;2019;26.0
554;243 Staaltrekkerijen, -walserijen e.d.;2020;30.0
555;243 Staaltrekkerijen, -walserijen e.d.;2021;29.0
556;243 Staaltrekkerijen, -walserijen e.d.;2022;33.0
557;243 Staaltrekkerijen, -walserijen e.d.;2023;
558;244 Edel- en non-ferrometaalindustrie;2018;99.0
559;244 Edel- en non-ferrometaalindustrie;2019;60.0
560;244 Edel- en non-ferrometaalindustrie;2020;76.0
561;244 Edel- en non-ferrometaalindustrie;2021;73.0
562;244 Edel- en non-ferrometaalindustrie;2022;87.0
563;244 Edel- en non-ferrometaalindustrie;2023;79.0
564;245 Metaalgieterijen;2018;106.0
565;245 Metaalgieterijen;2019;101.0
566;245 Metaalgieterijen;2020;
567;245 Metaalgieterijen;2021;93.0
568;245 Metaalgieterijen;2022;93.0
569;245 Metaalgieterijen;2023;89.0
570;25 Metaalproductenindustrie;2018;15626.0
571;25 Metaalproductenindustrie;2019;16340.0
572;25 Metaalproductenindustrie;2020;16483.0
573;25 Metaalproductenindustrie;2021;17118.0
574;25 Metaalproductenindustrie;2022;17220.0
575;25 Metaalproductenindustrie;2023;17838.0
576;251 Metalen bouwproductenindustrie;2018;6006.0
577;251 Metalen bouwproductenindustrie;2019;6281.0
578;251 Metalen bouwproductenindustrie;2020;6249.0
579;251 Metalen bouwproductenindustrie;2021;6557.0
580;251 Metalen bouwproductenindustrie;2022;6463.0
581;251 Metalen bouwproductenindustrie;2023;6692.0
582;252 Tankbouw en cv-industrie;2018;396.0
583;252 Tankbouw en cv-industrie;2019;408.0
584;252 Tankbouw en cv-industrie;2020;373.0
585;252 Tankbouw en cv-industrie;2021;372.0
586;252 Tankbouw en cv-industrie;2022;377.0
