ID;Melkvee;GrootveeEenheid;RegioS;Perioden;AlleDieren_1;WeidendeDieren_2;AlleDieren_3;WeidendeDieren_4;BedrijvenZonderWeidegang_5;DierenZonderWeidegang_6;BedrijvenMetWeidegang_7;DierenMetWeidegang_8;UrenBijDagEnNachtWeiden_9;UrenBijBeperktWeiden_10;DagEnNachtWeiden_11;OverdagWeiden_12
2382;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2012;2096.0;2979.0;87.0;124.0;25.0;30.0;75.0;70.0;24.0;;100.0;
2383;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2013;;;;;;;;;;;;
2384;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2014;;;;;;;;;;;;
2385;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2015;;;;;;;;;;;;
2386;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2016;2536.0;3212.0;106.0;134.0;17.0;21.0;83.0;79.0;24.0;;100.0;
2387;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2017;2085.0;3226.0;87.0;134.0;25.0;35.0;75.0;65.0;24.0;;100.0;
2388;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2018;1963.0;3098.0;82.0;129.0;26.0;37.0;74.0;63.0;24.0;;100.0;
2389;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2019;2258.0;3057.0;94.0;127.0;25.0;26.0;75.0;74.0;24.0;;100.0;
2390;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2020;1935.0;2691.0;81.0;112.0;30.0;28.0;70.0;72.0;24.0;;100.0;
2391;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2021;1633.0;3189.0;68.0;133.0;37.0;49.0;63.0;51.0;24.0;;100.0;
2392;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2022;2218.0;3216.0;92.0;134.0;25.0;31.0;75.0;69.0;24.0;;100.0;
2393;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2023;2093.0;3489.0;87.0;145.0;27.0;40.0;73.0;60.0;24.0;;100.0;
2394;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2010;;;;;;;;;;;;
2395;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2011;2341.0;3443.0;98.0;143.0;28.0;32.0;72.0;68.0;24.0;;100.0;
2396;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2012;2043.0;3402.0;85.0;142.0;33.0;40.0;67.0;60.0;24.0;;100.0;
2397;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2013;;;;;;;;;;;;
2398;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2014;;;;;;;;;;;;
2399;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2015;;;;;;;;;;;;
2400;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2016;1724.0;3457.0;72.0;144.0;41.0;50.0;59.0;50.0;24.0;;100.0;
2401;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2017;1684.0;3315.0;70.0;138.0;41.0;49.0;59.0;51.0;24.0;;100.0;
2402;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2018;1748.0;3329.0;73.0;139.0;43.0;48.0;57.0;52.0;24.0;;100.0;
2403;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2019;1509.0;3291.0;63.0;137.0;44.0;54.0;56.0;46.0;24.0;;100.0;
2404;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2020;1680.0;3188.0;70.0;133.0;41.0;47.0;59.0;53.0;24.0;;100.0;
2405;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2021;1661.0;3242.0;69.0;135.0;44.0;49.0;56.0;51.0;24.0;;100.0;
2406;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2022;1554.0;3526.0;65.0;147.0;47.0;56.0;53.0;44.0;24.0;;100.0;
2407;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Fryslân (PV);2023;1504.0;3066.0;63.0;128.0;45.0;51.0;55.0;49.0;24.0;;100.0;
2408;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2010;;;;;;;;;;;;
2409;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2011;2067.0;3175.0;86.0;132.0;28.0;35.0;72.0;65.0;24.0;;100.0;
2410;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2012;2245.0;3157.0;94.0;132.0;24.0;29.0;76.0;71.0;24.0;;100.0;
2411;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2013;;;;;;;;;;;;
2412;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2014;;;;;;;;;;;;
2413;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2015;;;;;;;;;;;;
2414;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2016;2118.0;3183.0;88.0;133.0;31.0;33.0;69.0;67.0;24.0;;100.0;
2415;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2017;1938.0;3418.0;81.0;142.0;36.0;43.0;64.0;57.0;24.0;;100.0;
2416;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2018;2072.0;3313.0;86.0;138.0;34.0;37.0;66.0;63.0;24.0;;100.0;
2417;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2019;2198.0;3331.0;92.0;139.0;33.0;34.0;67.0;66.0;24.0;;100.0;
2418;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2020;2113.0;3217.0;88.0;134.0;30.0;34.0;70.0;66.0;24.0;;100.0;
2419;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2021;1978.0;3172.0;82.0;132.0;33.0;38.0;67.0;62.0;24.0;;100.0;
2420;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2022;1841.0;3334.0;77.0;139.0;41.0;45.0;59.0;55.0;24.0;;100.0;
2421;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Drenthe (PV);2023;1665.0;3533.0;69.0;147.0;47.0;53.0;53.0;47.0;24.0;;100.0;
2422;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2010;;;;;;;;;;;;
2423;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2011;2153.0;3190.0;90.0;133.0;30.0;33.0;70.0;67.0;24.0;;100.0;
2424;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2012;2066.0;3056.0;86.0;127.0;27.0;32.0;73.0;68.0;24.0;;100.0;
2425;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2013;;;;;;;;;;;;
2426;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2014;;;;;;;;;;;;
2427;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2015;;;;;;;;;;;;
2428;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2016;2017.0;3150.0;84.0;131.0;32.0;36.0;68.0;64.0;24.0;;100.0;
2429;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2017;1986.0;3136.0;83.0;131.0;36.0;37.0;64.0;63.0;24.0;;100.0;
2430;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2018;1941.0;3135.0;81.0;131.0;36.0;38.0;64.0;62.0;24.0;;100.0;
2431;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2019;2013.0;3100.0;84.0;129.0;36.0;35.0;64.0;65.0;24.0;;100.0;
2432;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2020;1678.0;2845.0;70.0;119.0;40.0;41.0;60.0;59.0;24.0;;100.0;
2433;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2021;1622.0;2902.0;68.0;121.0;41.0;44.0;59.0;56.0;24.0;;100.0;
2434;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2022;1815.0;3242.0;76.0;135.0;42.0;44.0;58.0;56.0;24.0;;100.0;
2435;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Overijssel (PV);2023;1641.0;3012.0;68.0;125.0;45.0;46.0;55.0;54.0;24.0;;100.0;
2436;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2010;;;;;;;;;;;;
2437;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2011;748.0;3445.0;31.0;144.0;67.0;78.0;33.0;22.0;24.0;;100.0;
2438;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2012;822.0;2969.0;34.0;124.0;66.0;72.0;34.0;28.0;24.0;;100.0;
2439;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2013;;;;;;;;;;;;
2440;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2014;;;;;;;;;;;;
2441;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2015;;;;;;;;;;;;
2442;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2016;749.0;4645.0;31.0;194.0;73.0;84.0;27.0;16.0;24.0;;100.0;
2443;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2017;748.0;3063.0;31.0;128.0;81.0;76.0;19.0;24.0;24.0;;100.0;
2444;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2018;660.0;4106.0;28.0;171.0;82.0;84.0;18.0;16.0;24.0;;100.0;
2445;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2019;630.0;3742.0;26.0;156.0;82.0;83.0;18.0;17.0;24.0;;100.0;
2446;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2020;456.0;4661.0;19.0;194.0;82.0;90.0;18.0;10.0;24.0;;100.0;
2447;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2021;781.0;3943.0;33.0;164.0;71.0;80.0;29.0;20.0;24.0;;100.0;
2448;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2022;1338.0;3833.0;56.0;160.0;76.0;65.0;24.0;35.0;24.0;;100.0;
2449;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Flevoland (PV);2023;456.0;3388.0;19.0;141.0;86.0;87.0;14.0;13.0;24.0;;100.0;
2450;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2010;;;;;;;;;;;;
2451;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2011;2005.0;3080.0;84.0;128.0;31.0;35.0;69.0;65.0;24.0;;100.0;
2452;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2012;1974.0;3046.0;82.0;127.0;31.0;35.0;69.0;65.0;24.0;;100.0;
2453;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2013;;;;;;;;;;;;
2454;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2014;;;;;;;;;;;;
2455;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2015;;;;;;;;;;;;
2456;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2016;1879.0;3107.0;78.0;129.0;35.0;40.0;65.0;60.0;24.0;;100.0;
2457;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2017;1660.0;2978.0;69.0;124.0;38.0;44.0;62.0;56.0;24.0;;100.0;
2458;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2018;1548.0;2848.0;65.0;119.0;44.0;46.0;56.0;54.0;24.0;;100.0;
2459;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2019;1470.0;2944.0;61.0;123.0;47.0;50.0;53.0;50.0;24.0;;100.0;
2460;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2020;1345.0;2706.0;56.0;113.0;46.0;50.0;54.0;50.0;24.0;;100.0;
2461;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2021;1451.0;2877.0;60.0;120.0;46.0;50.0;54.0;50.0;24.0;;100.0;
2462;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2022;1475.0;2839.0;61.0;118.0;46.0;48.0;54.0;52.0;24.0;;100.0;
2463;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Gelderland (PV);2023;1515.0;2891.0;63.0;120.0;44.0;48.0;56.0;52.0;24.0;;100.0;
2464;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2010;;;;;;;;;;;;
2465;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2011;2501.0;3129.0;104.0;130.0;18.0;20.0;82.0;80.0;24.0;;100.0;
2466;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2012;2404.0;2939.0;100.0;122.0;17.0;18.0;83.0;82.0;24.0;;100.0;
2467;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2013;;;;;;;;;;;;
2468;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2014;;;;;;;;;;;;
2469;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2015;;;;;;;;;;;;
2470;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2016;2151.0;3120.0;90.0;130.0;29.0;31.0;71.0;69.0;24.0;;100.0;
2471;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2017;2096.0;3022.0;87.0;126.0;33.0;31.0;67.0;69.0;24.0;;100.0;
2472;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2018;2066.0;3050.0;86.0;127.0;32.0;32.0;68.0;68.0;24.0;;100.0;
2473;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2019;2183.0;3138.0;91.0;131.0;33.0;30.0;67.0;70.0;24.0;;100.0;
2474;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2020;1942.0;2842.0;81.0;118.0;30.0;32.0;70.0;68.0;24.0;;100.0;
2475;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2021;2079.0;3046.0;87.0;127.0;33.0;32.0;67.0;68.0;24.0;;100.0;
2476;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2022;2106.0;2974.0;88.0;124.0;33.0;29.0;68.0;71.0;24.0;;100.0;
2477;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Utrecht (PV);2023;2143.0;3139.0;89.0;131.0;33.0;32.0;67.0;68.0;24.0;;100.0;
2478;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;
2479;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2011;2717.0;3326.0;113.0;139.0;17.0;18.0;83.0;82.0;24.0;;100.0;
2480;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2012;2667.0;3101.0;111.0;129.0;15.0;14.0;85.0;86.0;24.0;;100.0;
2481;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;
2482;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;
2483;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;
2484;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2016;2649.0;3386.0;110.0;141.0;22.0;22.0;78.0;78.0;24.0;;100.0;
2485;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2017;2808.0;3408.0;117.0;142.0;19.0;18.0;81.0;82.0;24.0;;100.0;
2486;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2018;2627.0;3330.0;109.0;139.0;23.0;21.0;77.0;79.0;24.0;;100.0;
2487;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2019;2787.0;3337.0;116.0;139.0;22.0;16.0;78.0;84.0;24.0;;100.0;
2488;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2020;2597.0;3313.0;108.0;138.0;24.0;22.0;76.0;78.0;24.0;;100.0;
2489;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2021;2559.0;3265.0;107.0;136.0;24.0;22.0;76.0;78.0;24.0;;100.0;
2490;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2022;2488.0;3104.0;104.0;129.0;23.0;20.0;77.0;80.0;24.0;;100.0;
2491;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Holland (PV);2023;2370.0;3019.0;99.0;126.0;29.0;21.0;71.0;79.0;24.0;;100.0;
2492;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;
2493;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2011;2569.0;3188.0;107.0;133.0;16.0;19.0;84.0;81.0;24.0;;100.0;
2494;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2012;2511.0;2975.0;105.0;124.0;15.0;16.0;85.0;84.0;24.0;;100.0;
2495;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;
2496;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;
2497;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;
2498;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2016;2381.0;3128.0;99.0;130.0;21.0;24.0;79.0;76.0;24.0;;100.0;
2499;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2017;2370.0;3141.0;99.0;131.0;23.0;25.0;77.0;75.0;24.0;;100.0;
2500;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2018;2468.0;3044.0;103.0;127.0;15.0;19.0;85.0;81.0;24.0;;100.0;
2501;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2019;2383.0;3142.0;99.0;131.0;25.0;24.0;75.0;76.0;24.0;;100.0;
2502;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2020;2032.0;2839.0;85.0;118.0;29.0;28.0;71.0;72.0;24.0;;100.0;
2503;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2021;2306.0;3059.0;96.0;127.0;27.0;25.0;73.0;75.0;24.0;;100.0;
2504;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2022;2202.0;2962.0;92.0;123.0;24.0;26.0;76.0;74.0;24.0;;100.0;
2505;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zuid-Holland (PV);2023;2209.0;2955.0;92.0;123.0;27.0;25.0;73.0;75.0;24.0;;100.0;
2506;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2010;;;;;;;;;;;;
2507;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2011;1827.0;3149.0;76.0;131.0;27.0;42.0;73.0;58.0;24.0;;100.0;
2508;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2012;2315.0;3144.0;96.0;131.0;25.0;26.0;75.0;74.0;24.0;;100.0;
2509;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2013;;;;;;;;;;;;
2510;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2014;;;;;;;;;;;;
2511;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2015;;;;;;;;;;;;
2512;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2016;2271.0;3387.0;95.0;141.0;25.0;33.0;75.0;67.0;24.0;;100.0;
2513;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2017;2516.0;3131.0;105.0;130.0;21.0;20.0;79.0;80.0;24.0;;100.0;
2514;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2018;2742.0;3410.0;114.0;142.0;27.0;20.0;73.0;80.0;24.0;;100.0;
2515;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2019;1640.0;3006.0;68.0;125.0;36.0;45.0;64.0;55.0;24.0;;100.0;
2516;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2020;1513.0;3076.0;63.0;128.0;44.0;51.0;56.0;49.0;24.0;;100.0;
2517;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2021;1589.0;2870.0;66.0;120.0;47.0;45.0;53.0;55.0;24.0;;100.0;
2518;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2022;1628.0;2611.0;68.0;109.0;30.0;38.0;70.0;62.0;24.0;;100.0;
2519;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Zeeland (PV);2023;2021.0;3449.0;84.0;144.0;38.0;41.0;62.0;59.0;24.0;;100.0;
2520;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;
2521;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2011;963.0;2837.0;40.0;118.0;60.0;66.0;40.0;34.0;24.0;;100.0;
2522;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2012;808.0;2603.0;34.0;108.0;62.0;69.0;38.0;31.0;24.0;;100.0;
2523;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;
2524;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;
2525;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;
2526;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2016;746.0;2961.0;31.0;123.0;67.0;75.0;33.0;25.0;24.0;;100.0;
2527;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2017;767.0;2955.0;32.0;123.0;70.0;74.0;30.0;26.0;24.0;;100.0;
2528;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2018;746.0;3015.0;31.0;126.0;75.0;75.0;25.0;25.0;24.0;;100.0;
2529;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2019;913.0;2971.0;38.0;124.0;71.0;69.0;29.0;31.0;24.0;;100.0;
2530;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2020;686.0;2757.0;29.0;115.0;72.0;75.0;28.0;25.0;24.0;;100.0;
2531;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2021;723.0;2883.0;30.0;120.0;73.0;75.0;27.0;25.0;24.0;;100.0;
2532;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2022;789.0;2635.0;33.0;110.0;73.0;70.0;27.0;30.0;24.0;;100.0;
2533;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Noord-Brabant (PV);2023;532.0;2268.0;22.0;95.0;75.0;77.0;25.0;23.0;24.0;;100.0;
2534;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Limburg (PV);2010;;;;;;;;;;;;
2535;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Limburg (PV);2011;1230.0;2972.0;51.0;124.0;54.0;59.0;46.0;41.0;24.0;;100.0;
2536;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Limburg (PV);2012;1088.0;2862.0;45.0;119.0;55.0;62.0;45.0;38.0;24.0;;100.0;
2537;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Limburg (PV);2013;;;;;;;;;;;;
2538;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Limburg (PV);2014;;;;;;;;;;;;
2539;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Limburg (PV);2015;;;;;;;;;;;;
