ID;RegioS;Inkomensverdeling;AantalPersMet52WekenInkomenAbs_1;AantalPersMet52WekenInkomen_2
676;Groot-Rijnmond (CR);"1e 10%-groep; minder dan  6 700 euro";80.3;9.0
677;Groot-Rijnmond (CR);"2e 10%-groep;  6 700 tot  9 100 euro";89.3;10.0
678;Groot-Rijnmond (CR);"3e 10%-groep;  9 100 tot 11 600 euro";92.0;10.0
679;Groot-Rijnmond (CR);"4e 10%-groep; 11 600 tot 13 800 euro";93.9;10.0
680;Groot-Rijnmond (CR);"5e 10%-groep; 13 800 tot 15 800 euro";94.5;11.0
681;Groot-Rijnmond (CR);"6e 10%-groep; 15 800 tot 18 200 euro";91.0;10.0
682;Groot-Rijnmond (CR);"7e 10%-groep; 18 200 tot 20 900 euro";90.6;10.0
683;Groot-Rijnmond (CR);"8e 10%-groep; 20 900 tot 24 400 euro";90.3;10.0
684;Groot-Rijnmond (CR);"9e 10%-groep; 24 400 tot 30 400 euro";90.4;10.0
685;Groot-Rijnmond (CR);"10e 10%-groep; meer dan 30 400  euro";87.6;10.0
686;Groot-Rijnmond (CR);"1e 10%-groep; minder dan 6 700 euro";80.3;9.0
687;Groot-Rijnmond (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";275.1;31.0
688;Groot-Rijnmond (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";366.4;41.0
689;Groot-Rijnmond (CR);"9e-10e 10%-groep; meer dan 24 400 euro";178.1;20.0
690;Zuidoost-Zuid-Holland (CR);Totaal personen met 52 weken inkomen;259.9;100.0
691;Zuidoost-Zuid-Holland (CR);"1e 10%-groep; minder dan  6 700 euro";25.2;10.0
692;Zuidoost-Zuid-Holland (CR);"2e 10%-groep;  6 700 tot  9 100 euro";26.0;10.0
693;Zuidoost-Zuid-Holland (CR);"3e 10%-groep;  9 100 tot 11 600 euro";24.3;9.0
694;Zuidoost-Zuid-Holland (CR);"4e 10%-groep; 11 600 tot 13 800 euro";25.6;10.0
695;Zuidoost-Zuid-Holland (CR);"5e 10%-groep; 13 800 tot 15 800 euro";25.8;10.0
696;Zuidoost-Zuid-Holland (CR);"6e 10%-groep; 15 800 tot 18 200 euro";24.9;10.0
697;Zuidoost-Zuid-Holland (CR);"7e 10%-groep; 18 200 tot 20 900 euro";25.9;10.0
698;Zuidoost-Zuid-Holland (CR);"8e 10%-groep; 20 900 tot 24 400 euro";27.0;10.0
699;Zuidoost-Zuid-Holland (CR);"9e 10%-groep; 24 400 tot 30 400 euro";28.4;11.0
700;Zuidoost-Zuid-Holland (CR);"10e 10%-groep; meer dan 30 400  euro";26.8;10.0
701;Zuidoost-Zuid-Holland (CR);"1e 10%-groep; minder dan 6 700 euro";25.2;10.0
702;Zuidoost-Zuid-Holland (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";75.9;29.0
703;Zuidoost-Zuid-Holland (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";103.7;40.0
704;Zuidoost-Zuid-Holland (CR);"9e-10e 10%-groep; meer dan 24 400 euro";55.1;21.0
705;Zeeuwsch-Vlaanderen (CR);Totaal personen met 52 weken inkomen;72.1;100.0
706;Zeeuwsch-Vlaanderen (CR);"1e 10%-groep; minder dan  6 700 euro";6.8;9.0
707;Zeeuwsch-Vlaanderen (CR);"2e 10%-groep;  6 700 tot  9 100 euro";7.9;11.0
708;Zeeuwsch-Vlaanderen (CR);"3e 10%-groep;  9 100 tot 11 600 euro";8.0;11.0
709;Zeeuwsch-Vlaanderen (CR);"4e 10%-groep; 11 600 tot 13 800 euro";8.1;11.0
710;Zeeuwsch-Vlaanderen (CR);"5e 10%-groep; 13 800 tot 15 800 euro";7.0;10.0
711;Zeeuwsch-Vlaanderen (CR);"6e 10%-groep; 15 800 tot 18 200 euro";6.9;10.0
712;Zeeuwsch-Vlaanderen (CR);"7e 10%-groep; 18 200 tot 20 900 euro";6.7;9.0
713;Zeeuwsch-Vlaanderen (CR);"8e 10%-groep; 20 900 tot 24 400 euro";7.0;10.0
714;Zeeuwsch-Vlaanderen (CR);"9e 10%-groep; 24 400 tot 30 400 euro";6.9;10.0
715;Zeeuwsch-Vlaanderen (CR);"10e 10%-groep; meer dan 30 400  euro";6.8;10.0
716;Zeeuwsch-Vlaanderen (CR);"1e 10%-groep; minder dan 6 700 euro";6.8;9.0
717;Zeeuwsch-Vlaanderen (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";24.1;33.0
718;Zeeuwsch-Vlaanderen (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";27.6;38.0
719;Zeeuwsch-Vlaanderen (CR);"9e-10e 10%-groep; meer dan 24 400 euro";13.7;19.0
720;Overig Zeeland (CR);Totaal personen met 52 weken inkomen;178.4;100.0
721;Overig Zeeland (CR);"1e 10%-groep; minder dan  6 700 euro";18.5;10.0
722;Overig Zeeland (CR);"2e 10%-groep;  6 700 tot  9 100 euro";19.0;11.0
723;Overig Zeeland (CR);"3e 10%-groep;  9 100 tot 11 600 euro";17.2;10.0
724;Overig Zeeland (CR);"4e 10%-groep; 11 600 tot 13 800 euro";18.5;10.0
725;Overig Zeeland (CR);"5e 10%-groep; 13 800 tot 15 800 euro";17.6;10.0
726;Overig Zeeland (CR);"6e 10%-groep; 15 800 tot 18 200 euro";17.3;10.0
727;Overig Zeeland (CR);"7e 10%-groep; 18 200 tot 20 900 euro";17.3;10.0
728;Overig Zeeland (CR);"8e 10%-groep; 20 900 tot 24 400 euro";18.3;10.0
729;Overig Zeeland (CR);"9e 10%-groep; 24 400 tot 30 400 euro";18.4;10.0
730;Overig Zeeland (CR);"10e 10%-groep; meer dan 30 400  euro";16.5;9.0
731;Overig Zeeland (CR);"1e 10%-groep; minder dan 6 700 euro";18.5;10.0
732;Overig Zeeland (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";54.7;31.0
733;Overig Zeeland (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";70.4;39.0
734;Overig Zeeland (CR);"9e-10e 10%-groep; meer dan 24 400 euro";34.9;20.0
735;West-Noord-Brabant (CR);Totaal personen met 52 weken inkomen;406.7;100.0
736;West-Noord-Brabant (CR);"1e 10%-groep; minder dan  6 700 euro";41.0;10.0
737;West-Noord-Brabant (CR);"2e 10%-groep;  6 700 tot  9 100 euro";40.9;10.0
738;West-Noord-Brabant (CR);"3e 10%-groep;  9 100 tot 11 600 euro";39.2;10.0
739;West-Noord-Brabant (CR);"4e 10%-groep; 11 600 tot 13 800 euro";41.3;10.0
740;West-Noord-Brabant (CR);"5e 10%-groep; 13 800 tot 15 800 euro";40.0;10.0
741;West-Noord-Brabant (CR);"6e 10%-groep; 15 800 tot 18 200 euro";40.0;10.0
742;West-Noord-Brabant (CR);"7e 10%-groep; 18 200 tot 20 900 euro";40.3;10.0
743;West-Noord-Brabant (CR);"8e 10%-groep; 20 900 tot 24 400 euro";41.6;10.0
744;West-Noord-Brabant (CR);"9e 10%-groep; 24 400 tot 30 400 euro";42.5;10.0
745;West-Noord-Brabant (CR);"10e 10%-groep; meer dan 30 400  euro";40.0;10.0
746;West-Noord-Brabant (CR);"1e 10%-groep; minder dan 6 700 euro";41.0;10.0
747;West-Noord-Brabant (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";121.4;30.0
748;West-Noord-Brabant (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";161.9;40.0
749;West-Noord-Brabant (CR);"9e-10e 10%-groep; meer dan 24 400 euro";82.5;20.0
750;Midden-Noord-Brabant (CR);Totaal personen met 52 weken inkomen;303.9;100.0
751;Midden-Noord-Brabant (CR);"1e 10%-groep; minder dan  6 700 euro";34.1;11.0
752;Midden-Noord-Brabant (CR);"2e 10%-groep;  6 700 tot  9 100 euro";31.3;10.0
753;Midden-Noord-Brabant (CR);"3e 10%-groep;  9 100 tot 11 600 euro";31.3;10.0
754;Midden-Noord-Brabant (CR);"4e 10%-groep; 11 600 tot 13 800 euro";30.5;10.0
755;Midden-Noord-Brabant (CR);"5e 10%-groep; 13 800 tot 15 800 euro";29.7;10.0
756;Midden-Noord-Brabant (CR);"6e 10%-groep; 15 800 tot 18 200 euro";30.1;10.0
757;Midden-Noord-Brabant (CR);"7e 10%-groep; 18 200 tot 20 900 euro";30.6;10.0
758;Midden-Noord-Brabant (CR);"8e 10%-groep; 20 900 tot 24 400 euro";29.4;10.0
759;Midden-Noord-Brabant (CR);"9e 10%-groep; 24 400 tot 30 400 euro";29.4;10.0
760;Midden-Noord-Brabant (CR);"10e 10%-groep; meer dan 30 400  euro";27.5;9.0
761;Midden-Noord-Brabant (CR);"1e 10%-groep; minder dan 6 700 euro";34.1;11.0
762;Midden-Noord-Brabant (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";93.1;31.0
763;Midden-Noord-Brabant (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";119.7;39.0
764;Midden-Noord-Brabant (CR);"9e-10e 10%-groep; meer dan 24 400 euro";56.9;19.0
765;Noordoost-Noord-Brabant (CR);Totaal personen met 52 weken inkomen;421.2;100.0
766;Noordoost-Noord-Brabant (CR);"1e 10%-groep; minder dan  6 700 euro";46.9;11.0
767;Noordoost-Noord-Brabant (CR);"2e 10%-groep;  6 700 tot  9 100 euro";41.7;10.0
768;Noordoost-Noord-Brabant (CR);"3e 10%-groep;  9 100 tot 11 600 euro";40.9;10.0
769;Noordoost-Noord-Brabant (CR);"4e 10%-groep; 11 600 tot 13 800 euro";40.3;10.0
770;Noordoost-Noord-Brabant (CR);"5e 10%-groep; 13 800 tot 15 800 euro";40.6;10.0
771;Noordoost-Noord-Brabant (CR);"6e 10%-groep; 15 800 tot 18 200 euro";41.6;10.0
772;Noordoost-Noord-Brabant (CR);"7e 10%-groep; 18 200 tot 20 900 euro";41.3;10.0
773;Noordoost-Noord-Brabant (CR);"8e 10%-groep; 20 900 tot 24 400 euro";42.8;10.0
774;Noordoost-Noord-Brabant (CR);"9e 10%-groep; 24 400 tot 30 400 euro";43.5;10.0
775;Noordoost-Noord-Brabant (CR);"10e 10%-groep; meer dan 30 400  euro";41.5;10.0
776;Noordoost-Noord-Brabant (CR);"1e 10%-groep; minder dan 6 700 euro";46.9;11.0
777;Noordoost-Noord-Brabant (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";122.9;29.0
778;Noordoost-Noord-Brabant (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";166.4;40.0
779;Noordoost-Noord-Brabant (CR);"9e-10e 10%-groep; meer dan 24 400 euro";85.0;20.0
780;Zuidoost-Noord-Brabant (CR);Totaal personen met 52 weken inkomen;486.7;100.0
781;Zuidoost-Noord-Brabant (CR);"1e 10%-groep; minder dan  6 700 euro";52.4;11.0
782;Zuidoost-Noord-Brabant (CR);"2e 10%-groep;  6 700 tot  9 100 euro";49.8;10.0
783;Zuidoost-Noord-Brabant (CR);"3e 10%-groep;  9 100 tot 11 600 euro";47.8;10.0
784;Zuidoost-Noord-Brabant (CR);"4e 10%-groep; 11 600 tot 13 800 euro";46.7;10.0
785;Zuidoost-Noord-Brabant (CR);"5e 10%-groep; 13 800 tot 15 800 euro";46.9;10.0
786;Zuidoost-Noord-Brabant (CR);"6e 10%-groep; 15 800 tot 18 200 euro";48.3;10.0
787;Zuidoost-Noord-Brabant (CR);"7e 10%-groep; 18 200 tot 20 900 euro";48.1;10.0
788;Zuidoost-Noord-Brabant (CR);"8e 10%-groep; 20 900 tot 24 400 euro";48.4;10.0
789;Zuidoost-Noord-Brabant (CR);"9e 10%-groep; 24 400 tot 30 400 euro";48.8;10.0
790;Zuidoost-Noord-Brabant (CR);"10e 10%-groep; meer dan 30 400  euro";49.5;10.0
791;Zuidoost-Noord-Brabant (CR);"1e 10%-groep; minder dan 6 700 euro";52.4;11.0
792;Zuidoost-Noord-Brabant (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";144.4;30.0
793;Zuidoost-Noord-Brabant (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";191.7;39.0
794;Zuidoost-Noord-Brabant (CR);"9e-10e 10%-groep; meer dan 24 400 euro";98.3;20.0
795;Noord-Limburg (CR);Totaal personen met 52 weken inkomen;187.2;100.0
796;Noord-Limburg (CR);"1e 10%-groep; minder dan  6 700 euro";21.6;12.0
797;Noord-Limburg (CR);"2e 10%-groep;  6 700 tot  9 100 euro";19.8;11.0
798;Noord-Limburg (CR);"3e 10%-groep;  9 100 tot 11 600 euro";20.6;11.0
799;Noord-Limburg (CR);"4e 10%-groep; 11 600 tot 13 800 euro";19.3;10.0
800;Noord-Limburg (CR);"5e 10%-groep; 13 800 tot 15 800 euro";18.9;10.0
801;Noord-Limburg (CR);"6e 10%-groep; 15 800 tot 18 200 euro";19.0;10.0
802;Noord-Limburg (CR);"7e 10%-groep; 18 200 tot 20 900 euro";18.9;10.0
803;Noord-Limburg (CR);"8e 10%-groep; 20 900 tot 24 400 euro";17.9;10.0
804;Noord-Limburg (CR);"9e 10%-groep; 24 400 tot 30 400 euro";16.9;9.0
805;Noord-Limburg (CR);"10e 10%-groep; meer dan 30 400  euro";14.3;8.0
806;Noord-Limburg (CR);"1e 10%-groep; minder dan 6 700 euro";21.6;12.0
807;Noord-Limburg (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";59.7;32.0
808;Noord-Limburg (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";74.7;40.0
809;Noord-Limburg (CR);"9e-10e 10%-groep; meer dan 24 400 euro";31.2;17.0
810;Midden-Limburg (CR);Totaal personen met 52 weken inkomen;158.1;100.0
811;Midden-Limburg (CR);"1e 10%-groep; minder dan  6 700 euro";16.4;10.0
812;Midden-Limburg (CR);"2e 10%-groep;  6 700 tot  9 100 euro";16.3;10.0
813;Midden-Limburg (CR);"3e 10%-groep;  9 100 tot 11 600 euro";16.7;11.0
814;Midden-Limburg (CR);"4e 10%-groep; 11 600 tot 13 800 euro";16.1;10.0
815;Midden-Limburg (CR);"5e 10%-groep; 13 800 tot 15 800 euro";16.4;10.0
816;Midden-Limburg (CR);"6e 10%-groep; 15 800 tot 18 200 euro";15.7;10.0
817;Midden-Limburg (CR);"7e 10%-groep; 18 200 tot 20 900 euro";16.0;10.0
818;Midden-Limburg (CR);"8e 10%-groep; 20 900 tot 24 400 euro";15.8;10.0
819;Midden-Limburg (CR);"9e 10%-groep; 24 400 tot 30 400 euro";15.2;10.0
820;Midden-Limburg (CR);"10e 10%-groep; meer dan 30 400  euro";13.6;9.0
821;Midden-Limburg (CR);"1e 10%-groep; minder dan 6 700 euro";16.4;10.0
822;Midden-Limburg (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";49.1;31.0
823;Midden-Limburg (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";63.8;40.0
824;Midden-Limburg (CR);"9e-10e 10%-groep; meer dan 24 400 euro";28.8;18.0
825;Zuid-Limburg (CR);Totaal personen met 52 weken inkomen;426.0;100.0
826;Zuid-Limburg (CR);"1e 10%-groep; minder dan  6 700 euro";43.1;10.0
827;Zuid-Limburg (CR);"2e 10%-groep;  6 700 tot  9 100 euro";47.2;11.0
828;Zuid-Limburg (CR);"3e 10%-groep;  9 100 tot 11 600 euro";46.3;11.0
829;Zuid-Limburg (CR);"4e 10%-groep; 11 600 tot 13 800 euro";46.7;11.0
830;Zuid-Limburg (CR);"5e 10%-groep; 13 800 tot 15 800 euro";48.8;12.0
831;Zuid-Limburg (CR);"6e 10%-groep; 15 800 tot 18 200 euro";43.5;10.0
832;Zuid-Limburg (CR);"7e 10%-groep; 18 200 tot 20 900 euro";40.9;10.0
833;Zuid-Limburg (CR);"8e 10%-groep; 20 900 tot 24 400 euro";38.4;9.0
834;Zuid-Limburg (CR);"9e 10%-groep; 24 400 tot 30 400 euro";37.4;9.0
835;Zuid-Limburg (CR);"10e 10%-groep; meer dan 30 400  euro";33.6;8.0
836;Zuid-Limburg (CR);"1e 10%-groep; minder dan 6 700 euro";43.1;10.0
837;Zuid-Limburg (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";140.3;33.0
838;Zuid-Limburg (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";171.6;40.0
839;Zuid-Limburg (CR);"9e-10e 10%-groep; meer dan 24 400 euro";71.0;17.0
840;Flevoland (CR);Totaal personen met 52 weken inkomen;219.3;100.0
841;Flevoland (CR);"1e 10%-groep; minder dan  6 700 euro";23.0;11.0
842;Flevoland (CR);"2e 10%-groep;  6 700 tot  9 100 euro";19.1;9.0
843;Flevoland (CR);"3e 10%-groep;  9 100 tot 11 600 euro";20.1;9.0
844;Flevoland (CR);"4e 10%-groep; 11 600 tot 13 800 euro";22.3;10.0
845;Flevoland (CR);"5e 10%-groep; 13 800 tot 15 800 euro";22.9;10.0
846;Flevoland (CR);"6e 10%-groep; 15 800 tot 18 200 euro";22.8;10.0
847;Flevoland (CR);"7e 10%-groep; 18 200 tot 20 900 euro";22.9;10.0
848;Flevoland (CR);"8e 10%-groep; 20 900 tot 24 400 euro";23.2;11.0
849;Flevoland (CR);"9e 10%-groep; 24 400 tot 30 400 euro";22.8;10.0
850;Flevoland (CR);"10e 10%-groep; meer dan 30 400  euro";20.2;9.0
851;Flevoland (CR);"1e 10%-groep; minder dan 6 700 euro";23.0;11.0
852;Flevoland (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";61.6;28.0
853;Flevoland (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";91.8;42.0
854;Flevoland (CR);"9e-10e 10%-groep; meer dan 24 400 euro";42.9;20.0
855;Groningen (GA);Totaal personen met 52 weken inkomen;134.9;100.0
856;Groningen (GA);"1e 10%-groep; minder dan  6 700 euro";14.6;11.0
857;Groningen (GA);"2e 10%-groep;  6 700 tot  9 100 euro";16.2;12.0
858;Groningen (GA);"3e 10%-groep;  9 100 tot 11 600 euro";15.7;12.0
859;Groningen (GA);"4e 10%-groep; 11 600 tot 13 800 euro";14.0;10.0
860;Groningen (GA);"5e 10%-groep; 13 800 tot 15 800 euro";14.0;10.0
861;Groningen (GA);"6e 10%-groep; 15 800 tot 18 200 euro";14.1;11.0
862;Groningen (GA);"7e 10%-groep; 18 200 tot 20 900 euro";13.2;10.0
863;Groningen (GA);"8e 10%-groep; 20 900 tot 24 400 euro";11.5;9.0
864;Groningen (GA);"9e 10%-groep; 24 400 tot 30 400 euro";10.9;8.0
865;Groningen (GA);"10e 10%-groep; meer dan 30 400  euro";10.6;8.0
866;Groningen (GA);"1e 10%-groep; minder dan 6 700 euro";14.6;11.0
867;Groningen (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";45.9;34.0
868;Groningen (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";52.9;39.0
869;Groningen (GA);"9e-10e 10%-groep; meer dan 24 400 euro";21.5;16.0
870;Leeuwarden (GA);Totaal personen met 52 weken inkomen;62.3;100.0
871;Leeuwarden (GA);"1e 10%-groep; minder dan  6 700 euro";6.1;10.0
872;Leeuwarden (GA);"2e 10%-groep;  6 700 tot  9 100 euro";7.3;12.0
873;Leeuwarden (GA);"3e 10%-groep;  9 100 tot 11 600 euro";7.2;12.0
874;Leeuwarden (GA);"4e 10%-groep; 11 600 tot 13 800 euro";7.2;12.0
875;Leeuwarden (GA);"5e 10%-groep; 13 800 tot 15 800 euro";7.2;12.0
876;Leeuwarden (GA);"6e 10%-groep; 15 800 tot 18 200 euro";6.6;11.0
877;Leeuwarden (GA);"7e 10%-groep; 18 200 tot 20 900 euro";6.2;10.0
878;Leeuwarden (GA);"8e 10%-groep; 20 900 tot 24 400 euro";5.6;9.0
879;Leeuwarden (GA);"9e 10%-groep; 24 400 tot 30 400 euro";4.8;8.0
880;Leeuwarden (GA);"10e 10%-groep; meer dan 30 400  euro";4.1;7.0
881;Leeuwarden (GA);"1e 10%-groep; minder dan 6 700 euro";6.1;10.0
882;Leeuwarden (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";21.7;35.0
883;Leeuwarden (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";25.5;41.0
884;Leeuwarden (GA);"9e-10e 10%-groep; meer dan 24 400 euro";8.9;14.0
885;Zwolle (GA);Totaal personen met 52 weken inkomen;75.6;100.0
886;Zwolle (GA);"1e 10%-groep; minder dan  6 700 euro";7.2;10.0
887;Zwolle (GA);"2e 10%-groep;  6 700 tot  9 100 euro";7.6;10.0
888;Zwolle (GA);"3e 10%-groep;  9 100 tot 11 600 euro";7.6;10.0
889;Zwolle (GA);"4e 10%-groep; 11 600 tot 13 800 euro";7.6;10.0
890;Zwolle (GA);"5e 10%-groep; 13 800 tot 15 800 euro";7.8;10.0
891;Zwolle (GA);"6e 10%-groep; 15 800 tot 18 200 euro";8.3;11.0
892;Zwolle (GA);"7e 10%-groep; 18 200 tot 20 900 euro";8.3;11.0
893;Zwolle (GA);"8e 10%-groep; 20 900 tot 24 400 euro";7.8;10.0
894;Zwolle (GA);"9e 10%-groep; 24 400 tot 30 400 euro";7.5;10.0
895;Zwolle (GA);"10e 10%-groep; meer dan 30 400  euro";6.0;8.0
896;Zwolle (GA);"1e 10%-groep; minder dan 6 700 euro";7.2;10.0
897;Zwolle (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";22.8;30.0
898;Zwolle (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";32.2;43.0
899;Zwolle (GA);"9e-10e 10%-groep; meer dan 24 400 euro";13.4;18.0
900;Enschede (GA);Totaal personen met 52 weken inkomen;99.9;100.0
901;Enschede (GA);"1e 10%-groep; minder dan  6 700 euro";11.1;11.0
902;Enschede (GA);"2e 10%-groep;  6 700 tot  9 100 euro";11.7;12.0
903;Enschede (GA);"3e 10%-groep;  9 100 tot 11 600 euro";12.5;13.0
904;Enschede (GA);"4e 10%-groep; 11 600 tot 13 800 euro";11.7;12.0
905;Enschede (GA);"5e 10%-groep; 13 800 tot 15 800 euro";11.8;12.0
906;Enschede (GA);"6e 10%-groep; 15 800 tot 18 200 euro";10.7;11.0
907;Enschede (GA);"7e 10%-groep; 18 200 tot 20 900 euro";9.5;10.0
908;Enschede (GA);"8e 10%-groep; 20 900 tot 24 400 euro";8.0;8.0
909;Enschede (GA);"9e 10%-groep; 24 400 tot 30 400 euro";7.1;7.0
910;Enschede (GA);"10e 10%-groep; meer dan 30 400  euro";5.8;6.0
911;Enschede (GA);"1e 10%-groep; minder dan 6 700 euro";11.1;11.0
912;Enschede (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";35.9;36.0
913;Enschede (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";40.0;40.0
914;Enschede (GA);"9e-10e 10%-groep; meer dan 24 400 euro";12.9;13.0
915;Apeldoorn (GA);Totaal personen met 52 weken inkomen;106.6;100.0
916;Apeldoorn (GA);"1e 10%-groep; minder dan  6 700 euro";10.4;10.0
917;Apeldoorn (GA);"2e 10%-groep;  6 700 tot  9 100 euro";10.9;10.0
918;Apeldoorn (GA);"3e 10%-groep;  9 100 tot 11 600 euro";10.6;10.0
919;Apeldoorn (GA);"4e 10%-groep; 11 600 tot 13 800 euro";10.5;10.0
920;Apeldoorn (GA);"5e 10%-groep; 13 800 tot 15 800 euro";10.9;10.0
921;Apeldoorn (GA);"6e 10%-groep; 15 800 tot 18 200 euro";11.1;10.0
922;Apeldoorn (GA);"7e 10%-groep; 18 200 tot 20 900 euro";10.8;10.0
923;Apeldoorn (GA);"8e 10%-groep; 20 900 tot 24 400 euro";10.4;10.0
924;Apeldoorn (GA);"9e 10%-groep; 24 400 tot 30 400 euro";10.3;10.0
925;Apeldoorn (GA);"10e 10%-groep; meer dan 30 400  euro";10.7;10.0
926;Apeldoorn (GA);"1e 10%-groep; minder dan 6 700 euro";10.4;10.0
927;Apeldoorn (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";32.0;30.0
928;Apeldoorn (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";43.2;41.0
929;Apeldoorn (GA);"9e-10e 10%-groep; meer dan 24 400 euro";21.0;20.0
930;Arnhem (GA);Totaal personen met 52 weken inkomen;92.7;100.0
931;Arnhem (GA);"1e 10%-groep; minder dan  6 700 euro";8.2;9.0
932;Arnhem (GA);"2e 10%-groep;  6 700 tot  9 100 euro";8.6;9.0
933;Arnhem (GA);"3e 10%-groep;  9 100 tot 11 600 euro";9.4;10.0
934;Arnhem (GA);"4e 10%-groep; 11 600 tot 13 800 euro";10.3;11.0
935;Arnhem (GA);"5e 10%-groep; 13 800 tot 15 800 euro";10.6;12.0
936;Arnhem (GA);"6e 10%-groep; 15 800 tot 18 200 euro";10.6;11.0
937;Arnhem (GA);"7e 10%-groep; 18 200 tot 20 900 euro";10.3;11.0
938;Arnhem (GA);"8e 10%-groep; 20 900 tot 24 400 euro";9.0;10.0
939;Arnhem (GA);"9e 10%-groep; 24 400 tot 30 400 euro";7.9;9.0
940;Arnhem (GA);"10e 10%-groep; meer dan 30 400  euro";7.8;8.0
941;Arnhem (GA);"1e 10%-groep; minder dan 6 700 euro";8.2;9.0
942;Arnhem (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";28.3;31.0
943;Arnhem (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";40.4;44.0
944;Arnhem (GA);"9e-10e 10%-groep; meer dan 24 400 euro";15.7;17.0
945;Nijmegen (GA);Totaal personen met 52 weken inkomen;106.4;100.0
946;Nijmegen (GA);"1e 10%-groep; minder dan  6 700 euro";11.0;10.0
947;Nijmegen (GA);"2e 10%-groep;  6 700 tot  9 100 euro";11.5;11.0
948;Nijmegen (GA);"3e 10%-groep;  9 100 tot 11 600 euro";12.2;12.0
949;Nijmegen (GA);"4e 10%-groep; 11 600 tot 13 800 euro";11.3;11.0
950;Nijmegen (GA);"5e 10%-groep; 13 800 tot 15 800 euro";11.3;11.0
951;Nijmegen (GA);"6e 10%-groep; 15 800 tot 18 200 euro";11.4;11.0
952;Nijmegen (GA);"7e 10%-groep; 18 200 tot 20 900 euro";11.0;10.0
953;Nijmegen (GA);"8e 10%-groep; 20 900 tot 24 400 euro";9.5;9.0
954;Nijmegen (GA);"9e 10%-groep; 24 400 tot 30 400 euro";9.1;9.0
955;Nijmegen (GA);"10e 10%-groep; meer dan 30 400  euro";8.1;8.0
956;Nijmegen (GA);"1e 10%-groep; minder dan 6 700 euro";11.0;10.0
957;Nijmegen (GA);"2e-4e 10%-groep;  6 700 tot 13 800 euro";35.0;33.0
958;Nijmegen (GA);"5e-8e 10%-groep; 13 800 tot 24 400 euro";43.2;41.0
959;Nijmegen (GA);"9e-10e 10%-groep; meer dan 24 400 euro";17.2;16.0
960;Amersfoort (GA);Totaal personen met 52 weken inkomen;107.2;100.0
961;Amersfoort (GA);"1e 10%-groep; minder dan  6 700 euro";9.8;9.0
962;Amersfoort (GA);"2e 10%-groep;  6 700 tot  9 100 euro";9.2;9.0
963;Amersfoort (GA);"3e 10%-groep;  9 100 tot 11 600 euro";8.9;8.0
964;Amersfoort (GA);"4e 10%-groep; 11 600 tot 13 800 euro";9.1;9.0
965;Amersfoort (GA);"5e 10%-groep; 13 800 tot 15 800 euro";10.3;10.0
966;Amersfoort (GA);"6e 10%-groep; 15 800 tot 18 200 euro";10.6;10.0
967;Amersfoort (GA);"7e 10%-groep; 18 200 tot 20 900 euro";11.3;11.0
968;Amersfoort (GA);"8e 10%-groep; 20 900 tot 24 400 euro";11.9;11.0
969;Amersfoort (GA);"9e 10%-groep; 24 400 tot 30 400 euro";12.1;11.0
970;Amersfoort (GA);"10e 10%-groep; meer dan 30 400  euro";14.0;13.0
971;Amersfoort (GA);"1e 10%-groep; minder dan 6 700 euro";9.8;9.0
