ID;SectorBedrijfstak;Perioden;CBSKoersindex_1;CBSHerbeleggingsindex_2
2551;5;1961 maart;;
2552;5;1961 april;;
2553;5;1961 mei;;
2554;5;1961 juni;;
2555;5;1961 juli;;
2556;5;1961 augustus;;
2557;5;1961 september;;
2558;5;1961 oktober;;
2559;5;1961 november;;
2560;5;1961 december;;
2561;5;1962 januari;;
2562;5;1962 februari;;
2563;5;1962 maart;;
2564;5;1962 april;;
2565;5;1962 mei;;
2566;5;1962 juni;;
2567;5;1962 juli;;
2568;5;1962 augustus;;
2569;5;1962 september;;
2570;5;1962 oktober;;
2571;5;1962 november;;
2572;5;1962 december;;
2573;5;1963 januari;;
2574;5;1963 februari;;
2575;5;1963 maart;;
2576;5;1963 april;;
2577;5;1963 mei;;
2578;5;1963 juni;;
2579;5;1963 juli;;
2580;5;1963 augustus;;
2581;5;1963 september;;
2582;5;1963 oktober;;
2583;5;1963 november;;
2584;5;1963 december;;
2585;5;1964 januari;;
2586;5;1964 februari;;
2587;5;1964 maart;;
2588;5;1964 april;;
2589;5;1964 mei;;
2590;5;1964 juni;;
2591;5;1964 juli;;
2592;5;1964 augustus;;
2593;5;1964 september;;
2594;5;1964 oktober;;
2595;5;1964 november;;
2596;5;1964 december;;
2597;5;1965 januari;;
2598;5;1965 februari;;
2599;5;1965 maart;;
2600;5;1965 april;;
2601;5;1965 mei;;
2602;5;1965 juni;;
2603;5;1965 juli;;
2604;5;1965 augustus;;
2605;5;1965 september;;
2606;5;1965 oktober;;
2607;5;1965 november;;
2608;5;1965 december;;
2609;5;1966 januari;;
2610;5;1966 februari;;
2611;5;1966 maart;;
2612;5;1966 april;;
2613;5;1966 mei;;
2614;5;1966 juni;;
2615;5;1966 juli;;
2616;5;1966 augustus;;
2617;5;1966 september;;
2618;5;1966 oktober;;
2619;5;1966 november;;
2620;5;1966 december;;
2621;5;1967 januari;;
2622;5;1967 februari;;
2623;5;1967 maart;;
2624;5;1967 april;;
2625;5;1967 mei;;
2626;5;1967 juni;;
2627;5;1967 juli;;
2628;5;1967 augustus;;
2629;5;1967 september;;
2630;5;1967 oktober;;
2631;5;1967 november;;
2632;5;1967 december;;
2633;5;1968 januari;;
2634;5;1968 februari;;
2635;5;1968 maart;;
2636;5;1968 april;;
2637;5;1968 mei;;
2638;5;1968 juni;;
2639;5;1968 juli;;
2640;5;1968 augustus;;
2641;5;1968 september;;
2642;5;1968 oktober;;
2643;5;1968 november;;
2644;5;1968 december;;
2645;5;1969 januari;;
2646;5;1969 februari;;
2647;5;1969 maart;;
2648;5;1969 april;;
2649;5;1969 mei;;
2650;5;1969 juni;;
2651;5;1969 juli;;
2652;5;1969 augustus;;
2653;5;1969 september;;
2654;5;1969 oktober;;
2655;5;1969 november;;
2656;5;1969 december;;
2657;5;1970 januari;;
2658;5;1970 februari;;
2659;5;1970 maart;;
2660;5;1970 april;;
2661;5;1970 mei;;
2662;5;1970 juni;;
2663;5;1970 juli;;
2664;5;1970 augustus;;
2665;5;1970 september;;
2666;5;1970 oktober;;
2667;5;1970 november;;
2668;5;1970 december;;
2669;5;1971 januari;;
2670;5;1971 februari;;
2671;5;1971 maart;;
2672;5;1971 april;;
2673;5;1971 mei;;
2674;5;1971 juni;;
2675;5;1971 juli;;
2676;5;1971 augustus;;
2677;5;1971 september;;
2678;5;1971 oktober;;
2679;5;1971 november;;
2680;5;1971 december;;
2681;5;1972 januari;;
2682;5;1972 februari;;
2683;5;1972 maart;;
2684;5;1972 april;;
2685;5;1972 mei;;
2686;5;1972 juni;;
2687;5;1972 juli;;
2688;5;1972 augustus;;
2689;5;1972 september;;
2690;5;1972 oktober;;
2691;5;1972 november;;
2692;5;1972 december;;
2693;5;1973 januari;;
2694;5;1973 februari;;
2695;5;1973 maart;;
2696;5;1973 april;;
2697;5;1973 mei;;
2698;5;1973 juni;;
2699;5;1973 juli;;
2700;5;1973 augustus;;
2701;5;1973 september;;
2702;5;1973 oktober;;
2703;5;1973 november;;
2704;5;1973 december;;
2705;5;1974 januari;;
2706;5;1974 februari;;
2707;5;1974 maart;;
2708;5;1974 april;;
2709;5;1974 mei;;
2710;5;1974 juni;;
2711;5;1974 juli;;
2712;5;1974 augustus;;
2713;5;1974 september;;
2714;5;1974 oktober;;
2715;5;1974 november;;
2716;5;1974 december;;
2717;5;1975 januari;;
2718;5;1975 februari;;
2719;5;1975 maart;;
2720;5;1975 april;;
2721;5;1975 mei;;
2722;5;1975 juni;;
2723;5;1975 juli;;
2724;5;1975 augustus;;
2725;5;1975 september;;
2726;5;1975 oktober;;
2727;5;1975 november;;
2728;5;1975 december;;
2729;5;1976 januari;;
2730;5;1976 februari;;
2731;5;1976 maart;;
2732;5;1976 april;;
2733;5;1976 mei;;
2734;5;1976 juni;;
2735;5;1976 juli;;
2736;5;1976 augustus;;
2737;5;1976 september;;
2738;5;1976 oktober;;
2739;5;1976 november;;
2740;5;1976 december;;
2741;5;1977 januari;;
2742;5;1977 februari;;
2743;5;1977 maart;;
2744;5;1977 april;;
2745;5;1977 mei;;
2746;5;1977 juni;;
2747;5;1977 juli;;
2748;5;1977 augustus;;
2749;5;1977 september;;
2750;5;1977 oktober;;
2751;5;1977 november;;
2752;5;1977 december;;
2753;5;1978 januari;;
2754;5;1978 februari;;
2755;5;1978 maart;;
2756;5;1978 april;;
2757;5;1978 mei;;
2758;5;1978 juni;;
2759;5;1978 juli;;
2760;5;1978 augustus;;
2761;5;1978 september;;
2762;5;1978 oktober;;
2763;5;1978 november;;
2764;5;1978 december;;
2765;5;1979 januari;;
2766;5;1979 februari;;
2767;5;1979 maart;;
2768;5;1979 april;;
2769;5;1979 mei;;
2770;5;1979 juni;;
2771;5;1979 juli;;
2772;5;1979 augustus;;
2773;5;1979 september;;
2774;5;1979 oktober;;
2775;5;1979 november;;
2776;5;1979 december;;
2777;5;1980 januari;78.8;58.8
2778;5;1980 februari;72.3;54.0
2779;5;1980 maart;67.3;50.7
2780;5;1980 april;76.3;58.1
2781;5;1980 mei;75.6;58.9
2782;5;1980 juni;76.8;60.0
2783;5;1980 juli;81.0;63.2
2784;5;1980 augustus;79.5;63.0
2785;5;1980 september;78.4;62.7
2786;5;1980 oktober;76.6;61.3
2787;5;1980 november;75.4;60.4
2788;5;1980 december;76.8;61.5
2789;5;1981 januari;74.5;59.7
2790;5;1981 februari;76.2;61.1
2791;5;1981 maart;73.3;58.9
2792;5;1981 april;73.3;60.0
2793;5;1981 mei;67.6;56.8
2794;5;1981 juni;73.8;62.1
2795;5;1981 juli;69.7;58.6
2796;5;1981 augustus;70.4;60.6
2797;5;1981 september;67.2;58.3
2798;5;1981 oktober;65.6;56.9
2799;5;1981 november;67.8;58.9
2800;5;1981 december;66.8;58.0
2801;5;1982 januari;64.6;56.3
2802;5;1982 februari;62.0;54.0
2803;5;1982 maart;64.9;56.5
2804;5;1982 april;69.8;61.8
2805;5;1982 mei;68.9;62.3
2806;5;1982 juni;65.8;60.0
2807;5;1982 juli;62.3;56.8
2808;5;1982 augustus;59.7;55.5
2809;5;1982 september;57.5;54.1
2810;5;1982 oktober;61.2;57.7
2811;5;1982 november;66.7;62.8
2812;5;1982 december;70.0;65.9
2813;5;1983 januari;69.0;65.2
2814;5;1983 februari;74.3;70.1
2815;5;1983 maart;83.7;79.0
2816;5;1983 april;80.7;76.7
2817;5;1983 mei;78.3;76.2
2818;5;1983 juni;84.4;82.3
2819;5;1983 juli;87.5;85.3
2820;5;1983 augustus;83.6;82.7
2821;5;1983 september;89.5;89.5
2822;5;1983 oktober;85.9;85.8
2823;5;1983 november;92.5;92.5
2824;5;1983 december;100.0;100.0
2825;5;1984 januari;119.4;119.4
2826;5;1984 februari;108.8;108.8
2827;5;1984 maart;109.0;109.0
2828;5;1984 april;104.7;104.9
2829;5;1984 mei;96.9;99.6
2830;5;1984 juni;100.2;103.1
2831;5;1984 juli;96.1;98.8
2832;5;1984 augustus;100.4;105.1
2833;5;1984 september;108.6;114.2
2834;5;1984 oktober;113.5;119.3
2835;5;1984 november;113.9;119.8
2836;5;1984 december;118.3;124.4
2837;5;1985 januari;131.0;137.8
2838;5;1985 februari;128.7;135.4
2839;5;1985 maart;134.1;141.0
2840;5;1985 april;137.4;145.3
2841;5;1985 mei;139.6;150.2
2842;5;1985 juni;142.8;153.6
2843;5;1985 juli;153.6;165.3
2844;5;1985 augustus;157.0;171.1
2845;5;1985 september;151.5;165.6
2846;5;1985 oktober;159.6;174.4
2847;5;1985 november;172.5;188.6
2848;5;1985 december;190.2;207.9
2849;5;1986 januari;176.9;193.3
2850;5;1986 februari;160.1;175.1
2851;5;1986 maart;170.4;186.3
2852;5;1986 april;170.8;187.5
2853;5;1986 mei;183.0;203.3
2854;5;1986 juni;175.9;195.6
2855;5;1986 juli;172.1;191.3
2856;5;1986 augustus;176.9;199.0
2857;5;1986 september;164.9;185.9
2858;5;1986 oktober;162.6;183.4
2859;5;1986 november;165.1;186.0
2860;5;1986 december;159.2;179.4
2861;5;1987 januari;152.9;172.3
2862;5;1987 februari;145.4;163.8
2863;5;1987 maart;149.4;168.3
2864;5;1987 april;143.9;163.1
2865;5;1987 mei;137.8;158.6
2866;5;1987 juni;146.4;168.5
2867;5;1987 juli;152.7;175.6
2868;5;1987 augustus;150.9;176.6
2869;5;1987 september;144.1;168.5
2870;5;1987 oktober;108.9;127.4
2871;5;1987 november;95.6;111.8
2872;5;1987 december;103.3;120.9
2873;5;1988 januari;99.9;116.9
2874;5;1988 februari;113.0;132.1
2875;5;1988 maart;117.0;137.0
2876;5;1988 april;117.6;138.9
2877;5;1988 mei;118.1;142.9
2878;5;1988 juni;127.7;154.5
2879;5;1988 juli;134.4;162.7
2880;5;1988 augustus;127.4;157.2
2881;5;1988 september;133.7;165.2
2882;5;1988 oktober;136.3;168.4
2883;5;1988 november;129.0;159.7
2884;5;1988 december;138.8;171.8
2885;5;1989 januari;139.1;172.2
2886;5;1989 februari;134.4;166.3
2887;5;1989 maart;137.9;170.8
2888;5;1989 april;140.0;174.8
2889;5;1989 mei;134.4;171.3
2890;5;1989 juni;140.9;179.8
2891;5;1989 juli;150.6;192.2
2892;5;1989 augustus;150.7;195.7
2893;5;1989 september;150.7;196.3
2894;5;1989 oktober;142.7;186.0
2895;5;1989 november;149.1;194.2
2896;5;1989 december;152.3;198.4
2897;5;1990 januari;145.9;190.1
2898;5;1990 februari;140.2;182.7
2899;5;1990 maart;150.3;195.9
2900;5;1990 april;145.9;192.1
2901;5;1990 mei;148.7;199.5
2902;5;1990 juni;149.0;200.2
2903;5;1990 juli;145.6;195.6
2904;5;1990 augustus;130.4;178.2
2905;5;1990 september;116.1;160.4
2906;5;1990 oktober;119.2;164.6
2907;5;1990 november;116.3;160.7
2908;5;1990 december;114.9;158.8
2909;5;1991 januari;124.9;174.8
2910;5;1991 februari;132.2;185.0
2911;5;1991 maart;138.3;193.6
2912;5;1991 april;138.1;193.7
2913;5;1991 mei;138.2;197.5
2914;5;1991 juni;131.7;188.9
2915;5;1991 juli;135.0;193.7
2916;5;1991 augustus;131.8;191.7
2917;5;1991 september;127.9;188.4
2918;5;1991 oktober;130.3;191.9
2919;5;1991 november;135.0;198.9
2920;5;1991 december;133.4;196.7
2921;5;1992 januari;145.5;214.4
2922;5;1992 februari;148.4;218.7
2923;5;1992 maart;146.2;215.4
2924;5;1992 april;144.5;213.3
2925;5;1992 mei;141.3;214.6
2926;5;1992 juni;138.2;211.7
2927;5;1992 juli;138.7;212.6
2928;5;1992 augustus;133.3;207.0
2929;5;1992 september;146.5;229.0
2930;5;1992 oktober;153.1;240.7
2931;5;1992 november;152.9;240.6
2932;5;1992 december;159.5;250.9
2933;5;1993 januari;166.4;261.8
2934;5;1993 februari;181.1;285.0
2935;5;1993 maart;182.6;287.3
2936;5;1993 april;176.5;278.0
2937;5;1993 mei;177.5;286.5
2938;5;1993 juni;179.3;290.5
2939;5;1993 juli;191.3;309.9
2940;5;1993 augustus;208.7;341.1
2941;5;1993 september;202.4;333.9
2942;5;1993 oktober;225.1;371.4
2943;5;1993 november;227.3;375.1
2944;5;1993 december;240.1;396.2
2945;5;1994 januari;239.1;394.6
2946;5;1994 februari;227.0;374.6
2947;5;1994 maart;214.8;354.5
2948;5;1994 april;209.2;345.7
2949;5;1994 mei;206.6;349.1
2950;5;1994 juni;201.8;342.1
2951;5;1994 juli;210.2;356.4
2952;5;1994 augustus;212.8;367.0
2953;5;1994 september;202.3;349.4
2954;5;1994 oktober;209.8;362.3
2955;5;1994 november;216.9;374.8
2956;5;1994 december;217.0;375.0
2957;5;1995 januari;211.2;365.0
2958;5;1995 februari;214.5;370.7
2959;5;1995 maart;206.7;357.2
2960;5;1995 april;222.6;385.1
2961;5;1995 mei;230.1;408.5
2962;5;1995 juni;232.3;412.4
2963;5;1995 juli;241.0;427.9
2964;5;1995 augustus;245.4;441.8
2965;5;1995 september;252.8;456.7
2966;5;1995 oktober;257.3;465.0
2967;5;1995 november;283.6;512.6
2968;5;1995 december;290.5;525.2
2969;5;1996 januari;290.5;525.0
2970;5;1996 februari;297.9;538.4
2971;5;1996 maart;323.5;584.8
2972;5;1996 april;348.2;629.8
2973;5;1996 mei;365.9;674.8
2974;5;1996 juni;344.9;636.0
2975;5;1996 juli;336.1;620.0
2976;5;1996 augustus;348.6;650.3
2977;5;1996 september;362.1;678.3
2978;5;1996 oktober;363.6;681.0
2979;5;1996 november;414.5;776.6
2980;5;1996 december;433.2;811.7
2981;5;1997 januari;469.5;879.6
2982;5;1997 februari;514.1;963.1
2983;5;1997 maart;512.1;959.5
2984;5;1997 april;529.5;992.7
2985;5;1997 mei;566.5;1077.6
2986;5;1997 juni;590.2;1122.7
2987;5;1997 juli;694.5;1321.1
2988;5;1997 augustus;612.4;1171.4
2989;5;1997 september;629.2;1209.5
2990;5;1997 oktober;588.6;1131.3
2991;5;1997 november;598.8;1151.1
2992;5;1997 december;631.4;1213.8
2993;5;1998 januari;685.4;1317.7
2994;5;1998 februari;783.4;1506.0
2995;5;1998 maart;849.0;1632.3
2996;5;1998 april;896.4;1724.3
2997;5;1998 mei;966.5;1878.5
2998;5;1998 juni;981.7;1908.1
2999;5;1998 juli;1087.3;2113.3
3000;5;1998 augustus;929.1;1820.3
3001;5;1998 september;715.8;1402.3
3002;5;1998 oktober;775.8;1519.9
3003;5;1998 november;929.1;1820.4
3004;5;1998 december;997.8;1955.1
3005;5;1999 januari;958.5;1878.2
3006;5;1999 februari;960.5;1882.0
3007;5;1999 maart;931.9;1825.9
3008;5;1999 april;1023.6;2006.5
3009;5;1999 mei;915.5;1815.9
3010;5;1999 juni;887.0;1759.5
3011;5;1999 juli;862.3;1710.4
3012;5;1999 augustus;952.1;1905.3
3013;5;1999 september;915.5;1832.1
3014;5;1999 oktober;994.9;1990.9
3015;5;1999 november;1016.9;2035.3
3016;5;1999 december;1075.5;2152.7
3017;5;2000 januari;884.3;1770.0
3018;5;2000 februari;879.8;1761.0
3019;5;2000 maart;969.2;1939.8
3020;5;2000 april;967.1;1936.4
3021;5;2000 mei;1003.1;2040.9
3022;5;2000 juni;1048.6;2133.6
3023;5;2000 juli;1101.6;2241.3
3024;5;2000 augustus;1164.8;2391.3
3025;5;2000 september;1144.1;2348.9
3026;5;2000 oktober;1231.5;2528.5
3027;5;2000 november;1209.5;2483.4
3028;5;2000 december;1200.6;2464.9
3029;5;2001 januari;1183.9;2430.6
3030;5;2001 februari;1084.7;2227.1
3031;5;2001 maart;1003.6;2060.6
3032;5;2001 april;1070.9;2217.6
3033;5;2001 mei;1021.8;2133.0
3034;5;2001 juni;1031.5;2159.4
3035;5;2001 juli;989.8;2072.1
3036;5;2001 augustus;975.7;2068.6
3037;5;2001 september;841.2;1783.6
3038;5;2001 oktober;803.7;1704.2
3039;5;2001 november;847.9;1797.9
3040;5;2001 december;861.0;1825.6
3041;5;2002 januari;842.7;1786.7
3042;5;2002 februari;804.6;1706.1
3043;5;2002 maart;875.2;1855.6
3044;5;2002 april;837.4;1793.0
3045;5;2002 mei;790.1;1712.1
3046;5;2002 juni;716.3;1552.2
3047;5;2002 juli;565.3;1224.9
3048;5;2002 augustus;594.9;1314.0
3049;5;2002 september;400.4;884.4
3050;5;2002 oktober;520.2;1149.2
3051;5;2002 november;577.5;1275.8
3052;5;2002 december;496.2;1096.2
3053;5;2003 januari;447.7;989.1
3054;5;2003 februari;408.2;901.9
3055;5;2003 maart;348.5;769.9
3056;5;2003 april;442.1;987.7
3057;5;2003 mei;429.3;980.8
3058;5;2003 juni;458.8;1048.4
3059;5;2003 juli;520.2;1188.6
3060;5;2003 augustus;501.6;1168.8
3061;5;2003 september;464.8;1083.1
3062;5;2003 oktober;518.4;1208.1
3063;5;2003 november;521.8;1215.9
3064;5;2003 december;536.9;1251.1
3065;6;1952 december;;
3066;6;1953 januari;;
3067;6;1953 februari;;
3068;6;1953 maart;;
3069;6;1953 april;;
3070;6;1953 mei;;
3071;6;1953 juni;;
3072;6;1953 juli;;
3073;6;1953 augustus;;
3074;6;1953 september;;
3075;6;1953 oktober;;
3076;6;1953 november;;
3077;6;1953 december;;
3078;6;1954 januari;;
3079;6;1954 februari;;
3080;6;1954 maart;;
3081;6;1954 april;;
3082;6;1954 mei;;
3083;6;1954 juni;;
3084;6;1954 juli;;
3085;6;1954 augustus;;
3086;6;1954 september;;
3087;6;1954 oktober;;
3088;6;1954 november;;
3089;6;1954 december;;
3090;6;1955 januari;;
3091;6;1955 februari;;
3092;6;1955 maart;;
3093;6;1955 april;;
3094;6;1955 mei;;
3095;6;1955 juni;;
3096;6;1955 juli;;
3097;6;1955 augustus;;
3098;6;1955 september;;
3099;6;1955 oktober;;
3100;6;1955 november;;
3101;6;1955 december;;
3102;6;1956 januari;;
3103;6;1956 februari;;
3104;6;1956 maart;;
3105;6;1956 april;;
3106;6;1956 mei;;
3107;6;1956 juni;;
3108;6;1956 juli;;
3109;6;1956 augustus;;
3110;6;1956 september;;
3111;6;1956 oktober;;
3112;6;1956 november;;
3113;6;1956 december;;
3114;6;1957 januari;;
3115;6;1957 februari;;
3116;6;1957 maart;;
3117;6;1957 april;;
3118;6;1957 mei;;
3119;6;1957 juni;;
3120;6;1957 juli;;
3121;6;1957 augustus;;
3122;6;1957 september;;
3123;6;1957 oktober;;
3124;6;1957 november;;
3125;6;1957 december;;
3126;6;1958 januari;;
3127;6;1958 februari;;
3128;6;1958 maart;;
3129;6;1958 april;;
3130;6;1958 mei;;
3131;6;1958 juni;;
3132;6;1958 juli;;
3133;6;1958 augustus;;
3134;6;1958 september;;
3135;6;1958 oktober;;
3136;6;1958 november;;
3137;6;1958 december;;
3138;6;1959 januari;;
3139;6;1959 februari;;
3140;6;1959 maart;;
3141;6;1959 april;;
3142;6;1959 mei;;
3143;6;1959 juni;;
3144;6;1959 juli;;
3145;6;1959 augustus;;
3146;6;1959 september;;
3147;6;1959 oktober;;
3148;6;1959 november;;
3149;6;1959 december;;
3150;6;1960 januari;;
3151;6;1960 februari;;
3152;6;1960 maart;;
3153;6;1960 april;;
3154;6;1960 mei;;
3155;6;1960 juni;;
3156;6;1960 juli;;
3157;6;1960 augustus;;
3158;6;1960 september;;
3159;6;1960 oktober;;
3160;6;1960 november;;
3161;6;1960 december;;
3162;6;1961 januari;;
3163;6;1961 februari;;
3164;6;1961 maart;;
3165;6;1961 april;;
3166;6;1961 mei;;
3167;6;1961 juni;;
3168;6;1961 juli;;
3169;6;1961 augustus;;
3170;6;1961 september;;
3171;6;1961 oktober;;
3172;6;1961 november;;
3173;6;1961 december;;
3174;6;1962 januari;;
3175;6;1962 februari;;
3176;6;1962 maart;;
3177;6;1962 april;;
3178;6;1962 mei;;
3179;6;1962 juni;;
3180;6;1962 juli;;
3181;6;1962 augustus;;
3182;6;1962 september;;
3183;6;1962 oktober;;
3184;6;1962 november;;
3185;6;1962 december;;
3186;6;1963 januari;;
3187;6;1963 februari;;
3188;6;1963 maart;;
3189;6;1963 april;;
3190;6;1963 mei;;
3191;6;1963 juni;;
3192;6;1963 juli;;
3193;6;1963 augustus;;
3194;6;1963 september;;
3195;6;1963 oktober;;
3196;6;1963 november;;
3197;6;1963 december;;
3198;6;1964 januari;;
3199;6;1964 februari;;
3200;6;1964 maart;;
3201;6;1964 april;;
3202;6;1964 mei;;
3203;6;1964 juni;;
3204;6;1964 juli;;
3205;6;1964 augustus;;
3206;6;1964 september;;
3207;6;1964 oktober;;
3208;6;1964 november;;
3209;6;1964 december;;
3210;6;1965 januari;;
3211;6;1965 februari;;
3212;6;1965 maart;;
3213;6;1965 april;;
3214;6;1965 mei;;
3215;6;1965 juni;;
3216;6;1965 juli;;
3217;6;1965 augustus;;
3218;6;1965 september;;
3219;6;1965 oktober;;
3220;6;1965 november;;
3221;6;1965 december;;
3222;6;1966 januari;;
3223;6;1966 februari;;
3224;6;1966 maart;;
3225;6;1966 april;;
3226;6;1966 mei;;
3227;6;1966 juni;;
3228;6;1966 juli;;
3229;6;1966 augustus;;
3230;6;1966 september;;
3231;6;1966 oktober;;
3232;6;1966 november;;
3233;6;1966 december;;
3234;6;1967 januari;;
3235;6;1967 februari;;
3236;6;1967 maart;;
3237;6;1967 april;;
3238;6;1967 mei;;
3239;6;1967 juni;;
3240;6;1967 juli;;
3241;6;1967 augustus;;
3242;6;1967 september;;
3243;6;1967 oktober;;
3244;6;1967 november;;
3245;6;1967 december;;
3246;6;1968 januari;;
3247;6;1968 februari;;
3248;6;1968 maart;;
3249;6;1968 april;;
3250;6;1968 mei;;
3251;6;1968 juni;;
3252;6;1968 juli;;
3253;6;1968 augustus;;
3254;6;1968 september;;
3255;6;1968 oktober;;
3256;6;1968 november;;
3257;6;1968 december;;
3258;6;1969 januari;;
3259;6;1969 februari;;
3260;6;1969 maart;;
3261;6;1969 april;;
3262;6;1969 mei;;
3263;6;1969 juni;;
3264;6;1969 juli;;
3265;6;1969 augustus;;
3266;6;1969 september;;
3267;6;1969 oktober;;
3268;6;1969 november;;
3269;6;1969 december;;
3270;6;1970 januari;;
3271;6;1970 februari;;
3272;6;1970 maart;;
3273;6;1970 april;;
3274;6;1970 mei;;
3275;6;1970 juni;;
3276;6;1970 juli;;
3277;6;1970 augustus;;
3278;6;1970 september;;
3279;6;1970 oktober;;
3280;6;1970 november;;
3281;6;1970 december;;
3282;6;1971 januari;;
3283;6;1971 februari;;
3284;6;1971 maart;;
3285;6;1971 april;;
3286;6;1971 mei;;
3287;6;1971 juni;;
3288;6;1971 juli;;
3289;6;1971 augustus;;
3290;6;1971 september;;
3291;6;1971 oktober;;
3292;6;1971 november;;
3293;6;1971 december;;
3294;6;1972 januari;;
3295;6;1972 februari;;
3296;6;1972 maart;;
3297;6;1972 april;;
3298;6;1972 mei;;
3299;6;1972 juni;;
3300;6;1972 juli;;
3301;6;1972 augustus;;
3302;6;1972 september;;
3303;6;1972 oktober;;
3304;6;1972 november;;
3305;6;1972 december;;
3306;6;1973 januari;;
3307;6;1973 februari;;
3308;6;1973 maart;;
3309;6;1973 april;;
3310;6;1973 mei;;
3311;6;1973 juni;;
3312;6;1973 juli;;
3313;6;1973 augustus;;
3314;6;1973 september;;
3315;6;1973 oktober;;
3316;6;1973 november;;
3317;6;1973 december;;
3318;6;1974 januari;;
3319;6;1974 februari;;
3320;6;1974 maart;;
3321;6;1974 april;;
3322;6;1974 mei;;
3323;6;1974 juni;;
3324;6;1974 juli;;
3325;6;1974 augustus;;
3326;6;1974 september;;
3327;6;1974 oktober;;
3328;6;1974 november;;
3329;6;1974 december;;
3330;6;1975 januari;;
3331;6;1975 februari;;
3332;6;1975 maart;;
3333;6;1975 april;;
3334;6;1975 mei;;
3335;6;1975 juni;;
3336;6;1975 juli;;
3337;6;1975 augustus;;
3338;6;1975 september;;
3339;6;1975 oktober;;
3340;6;1975 november;;
3341;6;1975 december;;
3342;6;1976 januari;;
3343;6;1976 februari;;
3344;6;1976 maart;;
3345;6;1976 april;;
3346;6;1976 mei;;
3347;6;1976 juni;;
3348;6;1976 juli;;
3349;6;1976 augustus;;
3350;6;1976 september;;
3351;6;1976 oktober;;
3352;6;1976 november;;
3353;6;1976 december;;
3354;6;1977 januari;;
3355;6;1977 februari;;
3356;6;1977 maart;;
3357;6;1977 april;;
3358;6;1977 mei;;
3359;6;1977 juni;;
3360;6;1977 juli;;
3361;6;1977 augustus;;
3362;6;1977 september;;
3363;6;1977 oktober;;
3364;6;1977 november;;
3365;6;1977 december;;
3366;6;1978 januari;;
3367;6;1978 februari;;
3368;6;1978 maart;;
3369;6;1978 april;;
3370;6;1978 mei;;
3371;6;1978 juni;;
3372;6;1978 juli;;
3373;6;1978 augustus;;
3374;6;1978 september;;
3375;6;1978 oktober;;
3376;6;1978 november;;
3377;6;1978 december;;
3378;6;1979 januari;;
3379;6;1979 februari;;
3380;6;1979 maart;;
3381;6;1979 april;;
3382;6;1979 mei;;
3383;6;1979 juni;;
3384;6;1979 juli;;
3385;6;1979 augustus;;
3386;6;1979 september;;
3387;6;1979 oktober;;
3388;6;1979 november;;
3389;6;1979 december;;
3390;6;1980 januari;57.6;45.9
3391;6;1980 februari;53.0;42.2
3392;6;1980 maart;50.5;40.3
3393;6;1980 april;54.8;44.3
3394;6;1980 mei;55.0;46.0
3395;6;1980 juni;51.0;43.0
3396;6;1980 juli;55.3;46.6
3397;6;1980 augustus;53.7;45.2
3398;6;1980 september;48.7;41.3
3399;6;1980 oktober;49.2;41.8
3400;6;1980 november;48.3;40.9
3401;6;1980 december;47.4;40.2
3402;6;1981 januari;50.4;42.8
3403;6;1981 februari;52.0;44.2
3404;6;1981 maart;52.7;44.9
3405;6;1981 april;56.4;48.6
3406;6;1981 mei;54.8;48.8
3407;6;1981 juni;56.5;50.6
3408;6;1981 juli;54.0;48.4
3409;6;1981 augustus;54.1;48.6
3410;6;1981 september;49.3;44.5
3411;6;1981 oktober;48.1;43.4
3412;6;1981 november;48.9;44.1
3413;6;1981 december;48.5;43.8
3414;6;1982 januari;51.4;46.6
3415;6;1982 februari;51.3;46.3
3416;6;1982 maart;53.5;48.5
3417;6;1982 april;55.3;50.6
3418;6;1982 mei;53.8;50.9
3419;6;1982 juni;50.6;48.2
3420;6;1982 juli;50.5;48.1
3421;6;1982 augustus;50.9;48.4
3422;6;1982 september;50.6;48.4
3423;6;1982 oktober;55.0;52.7
3424;6;1982 november;58.8;56.4
3425;6;1982 december;62.5;59.9
3426;6;1983 januari;67.9;65.1
3427;6;1983 februari;71.6;68.9
3428;6;1983 maart;80.5;77.5
3429;6;1983 april;76.2;73.6
3430;6;1983 mei;76.3;75.6
3431;6;1983 juni;82.7;82.1
3432;6;1983 juli;86.9;86.4
3433;6;1983 augustus;85.9;85.4
3434;6;1983 september;90.5;90.2
3435;6;1983 oktober;88.2;88.0
3436;6;1983 november;92.2;92.1
3437;6;1983 december;100.0;100.0
3438;6;1984 januari;115.1;115.1
3439;6;1984 februari;103.4;103.4
3440;6;1984 maart;104.0;104.2
3441;6;1984 april;100.8;101.5
3442;6;1984 mei;93.9;96.2
3443;6;1984 juni;96.8;99.6
3444;6;1984 juli;94.8;97.5
3445;6;1984 augustus;102.8;105.8
3446;6;1984 september;107.8;111.2
3447;6;1984 oktober;113.0;116.7
3448;6;1984 november;112.1;115.8
3449;6;1984 december;116.1;120.0
3450;6;1985 januari;124.0;128.2
3451;6;1985 februari;125.9;130.2
3452;6;1985 maart;131.6;136.2
3453;6;1985 april;135.9;141.3
3454;6;1985 mei;134.6;142.4
3455;6;1985 juni;136.4;145.0
3456;6;1985 juli;142.7;151.6
3457;6;1985 augustus;148.0;157.7
3458;6;1985 september;145.4;155.3
3459;6;1985 oktober;154.8;165.5
3460;6;1985 november;168.4;180.1
3461;6;1985 december;184.2;196.9
