ID;RegioS2009;Perioden;TotaalHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;TotaalHuishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;TotaalHuishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;TotaalHuishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;Regiocode_21
900;Veluwe (CR);2011;273.5;89.8;167.5;14.7;1.5;236.8;74.8;149.7;11.3;0.9;16.2;6.4;7.4;2.0;0.4;20.5;8.6;10.4;1.4;0.2;13
901;Veluwe (CR);2012;275.6;91.6;167.5;15.0;1.5;237.8;76.0;149.4;11.4;0.9;16.9;6.7;7.6;2.2;0.4;20.9;8.9;10.5;1.4;0.2;13
902;Veluwe (CR);2013;277.7;93.3;167.6;15.2;1.5;238.8;77.3;149.1;11.5;0.9;17.6;7.0;7.9;2.3;0.4;21.2;9.0;10.6;1.4;0.2;13
903;Veluwe (CR);2014;279.8;95.0;167.9;15.5;1.5;239.7;78.6;148.8;11.5;0.9;18.5;7.4;8.3;2.5;0.4;21.6;9.1;10.8;1.4;0.3;13
904;Veluwe (CR);2015;282.0;96.6;168.1;15.7;1.5;240.8;79.7;148.5;11.7;0.9;19.3;7.7;8.6;2.6;0.4;22.0;9.2;11.1;1.4;0.3;13
905;Veluwe (CR);2016;284.1;98.2;168.4;15.9;1.6;241.6;80.7;148.2;11.7;0.9;20.2;8.1;8.9;2.8;0.4;22.4;9.4;11.3;1.4;0.3;13
906;Veluwe (CR);2017;286.2;99.8;168.8;16.0;1.6;242.5;81.8;148.1;11.7;0.9;21.0;8.4;9.3;2.9;0.5;22.7;9.6;11.4;1.4;0.2;13
907;Veluwe (CR);2018;288.2;101.3;169.2;16.1;1.6;243.3;82.8;147.9;11.7;0.9;21.8;8.7;9.7;3.0;0.4;23.1;9.8;11.6;1.4;0.3;13
908;Veluwe (CR);2019;290.1;102.7;169.5;16.2;1.6;244.0;83.8;147.7;11.6;0.9;22.8;9.1;10.1;3.2;0.4;23.3;9.9;11.7;1.4;0.3;13
909;Veluwe (CR);2020;291.9;104.2;169.8;16.3;1.6;244.7;84.7;147.4;11.6;0.9;23.5;9.5;10.4;3.2;0.4;23.6;10.0;11.9;1.4;0.3;13
910;Veluwe (CR);2021;293.7;105.6;170.0;16.4;1.7;245.3;85.5;147.1;11.7;1.0;24.5;9.9;10.8;3.3;0.4;24.0;10.1;12.1;1.4;0.3;13
911;Veluwe (CR);2022;295.4;107.1;170.2;16.5;1.7;245.9;86.5;146.8;11.6;1.0;25.3;10.3;11.2;3.4;0.5;24.2;10.2;12.3;1.5;0.2;13
912;Veluwe (CR);2023;297.1;108.5;170.4;16.4;1.8;246.3;87.4;146.4;11.5;1.0;26.3;10.7;11.6;3.5;0.5;24.5;10.4;12.4;1.5;0.3;13
913;Veluwe (CR);2024;298.7;109.9;170.7;16.4;1.8;246.9;88.3;146.1;11.4;1.0;27.1;11.1;12.1;3.5;0.5;24.7;10.5;12.5;1.5;0.3;13
914;Veluwe (CR);2025;300.2;111.2;170.8;16.4;1.8;247.2;89.1;145.8;11.3;1.0;27.9;11.5;12.4;3.6;0.5;25.0;10.6;12.6;1.5;0.3;13
915;Veluwe (CR);2026;301.5;112.4;171.0;16.4;1.8;247.5;89.8;145.5;11.2;1.0;28.8;11.9;12.8;3.6;0.5;25.3;10.7;12.7;1.5;0.3;13
916;Veluwe (CR);2027;302.8;113.6;171.0;16.4;1.8;247.7;90.5;145.0;11.2;1.0;29.5;12.2;13.2;3.7;0.5;25.6;10.9;12.8;1.5;0.3;13
917;Veluwe (CR);2028;303.9;114.8;170.8;16.5;1.8;247.7;91.2;144.3;11.2;1.0;30.3;12.5;13.6;3.7;0.5;25.9;11.1;12.9;1.6;0.3;13
918;Veluwe (CR);2029;305.0;116.0;170.7;16.4;1.9;247.8;91.9;143.7;11.0;1.1;31.1;12.9;14.0;3.8;0.5;26.1;11.2;13.0;1.6;0.3;13
919;Veluwe (CR);2030;306.0;117.2;170.6;16.4;1.8;247.7;92.6;143.1;10.9;1.0;31.9;13.2;14.4;3.8;0.5;26.4;11.4;13.1;1.6;0.3;13
920;Veluwe (CR);2031;306.6;118.2;170.3;16.3;1.9;247.3;93.2;142.3;10.9;1.0;32.6;13.4;14.8;3.9;0.5;26.6;11.5;13.2;1.6;0.3;13
921;Veluwe (CR);2032;307.1;118.9;170.0;16.4;1.8;247.0;93.7;141.5;10.8;1.0;33.3;13.6;15.2;3.9;0.5;26.8;11.7;13.3;1.6;0.3;13
922;Veluwe (CR);2033;307.7;119.8;169.6;16.4;1.8;246.7;94.2;140.7;10.8;1.0;34.0;13.9;15.6;4.0;0.5;27.1;11.8;13.4;1.6;0.3;13
923;Veluwe (CR);2034;308.2;120.5;169.4;16.5;1.8;246.1;94.5;139.9;10.8;1.0;34.7;14.2;16.0;4.0;0.5;27.3;11.9;13.5;1.7;0.3;13
924;Veluwe (CR);2035;308.5;121.4;168.8;16.5;1.9;245.4;94.8;138.8;10.7;1.1;35.6;14.6;16.4;4.1;0.5;27.5;11.9;13.6;1.7;0.3;13
925;Veluwe (CR);2036;308.5;121.9;168.3;16.4;1.9;244.6;94.9;137.9;10.7;1.1;36.2;14.9;16.7;4.1;0.5;27.7;12.1;13.7;1.7;0.3;13
926;Veluwe (CR);2037;308.7;122.5;167.8;16.5;1.8;243.8;95.2;136.9;10.7;1.0;36.8;15.1;17.1;4.1;0.5;28.0;12.2;13.8;1.7;0.3;13
927;Veluwe (CR);2038;308.7;123.1;167.1;16.6;1.9;243.0;95.4;135.8;10.7;1.1;37.5;15.4;17.5;4.1;0.5;28.3;12.4;13.9;1.7;0.3;13
928;Veluwe (CR);2039;308.6;123.5;166.6;16.6;1.9;242.0;95.4;134.9;10.7;1.0;38.1;15.7;17.7;4.2;0.5;28.5;12.5;14.0;1.7;0.3;13
929;Veluwe (CR);2040;308.6;124.1;165.9;16.6;1.9;241.2;95.6;133.8;10.7;1.0;38.7;16.0;18.0;4.2;0.5;28.6;12.5;14.1;1.7;0.3;13
930;Achterhoek (CR);2010;167.3;48.3;109.1;9.0;1.0;147.5;41.4;98.2;7.2;0.6;6.4;2.2;3.2;0.9;0.2;13.4;4.7;7.7;0.9;0.1;14
931;Achterhoek (CR);2011;168.4;49.5;108.7;9.2;0.9;147.7;42.2;97.7;7.3;0.6;6.9;2.4;3.3;1.0;0.2;13.7;4.9;7.7;0.9;0.2;14
932;Achterhoek (CR);2012;169.4;50.7;108.4;9.4;1.0;148.0;42.9;97.2;7.3;0.6;7.5;2.7;3.5;1.1;0.2;13.9;5.1;7.7;0.9;0.2;14
933;Achterhoek (CR);2013;170.5;51.9;108.1;9.5;1.0;148.4;43.8;96.7;7.4;0.5;8.1;2.9;3.7;1.2;0.3;14.0;5.2;7.7;0.9;0.2;14
934;Achterhoek (CR);2014;171.4;52.9;107.8;9.7;1.0;148.7;44.5;96.3;7.4;0.6;8.6;3.2;3.9;1.3;0.2;14.1;5.3;7.7;1.0;0.2;14
935;Achterhoek (CR);2015;172.3;53.8;107.7;9.8;1.0;149.0;45.1;95.9;7.5;0.5;9.1;3.3;4.1;1.4;0.3;14.2;5.3;7.7;0.9;0.1;14
936;Achterhoek (CR);2016;173.2;54.7;107.7;9.9;1.0;149.3;45.7;95.7;7.4;0.5;9.6;3.5;4.3;1.5;0.3;14.3;5.4;7.8;1.0;0.2;14
937;Achterhoek (CR);2017;174.0;55.7;107.5;9.9;1.0;149.6;46.4;95.2;7.3;0.6;10.0;3.7;4.5;1.6;0.3;14.4;5.5;7.8;1.0;0.1;14
938;Achterhoek (CR);2018;174.8;56.5;107.4;10.0;1.0;149.7;47.0;94.9;7.3;0.6;10.6;3.9;4.7;1.6;0.3;14.5;5.6;7.7;1.0;0.1;14
939;Achterhoek (CR);2019;175.5;57.5;107.1;9.9;1.0;149.9;47.7;94.4;7.3;0.6;11.0;4.1;5.0;1.7;0.3;14.6;5.7;7.8;1.0;0.1;14
940;Achterhoek (CR);2020;176.1;58.2;106.9;10.0;1.0;150.0;48.3;94.0;7.2;0.6;11.5;4.3;5.2;1.8;0.3;14.6;5.7;7.7;1.0;0.1;14
941;Achterhoek (CR);2021;176.7;58.9;106.7;10.0;1.0;150.0;48.7;93.5;7.2;0.5;12.0;4.5;5.4;1.8;0.3;14.7;5.8;7.8;0.9;0.2;14
942;Achterhoek (CR);2022;177.2;59.7;106.5;10.0;1.0;149.9;49.2;93.0;7.1;0.6;12.4;4.6;5.6;1.9;0.3;14.8;5.9;7.8;0.9;0.2;14
943;Achterhoek (CR);2023;177.5;60.2;106.2;10.0;1.0;149.8;49.6;92.5;7.1;0.6;12.9;4.7;5.9;1.9;0.3;14.8;5.8;7.8;1.0;0.2;14
944;Achterhoek (CR);2024;178.0;61.1;105.8;10.0;1.1;149.6;50.1;91.9;7.1;0.6;13.5;5.1;6.1;2.0;0.3;14.8;5.9;7.8;1.0;0.2;14
945;Achterhoek (CR);2025;178.2;61.7;105.4;10.0;1.0;149.4;50.5;91.3;7.0;0.6;14.0;5.3;6.3;2.1;0.3;14.8;5.9;7.8;1.0;0.2;14
946;Achterhoek (CR);2026;178.3;62.3;105.1;9.9;1.0;149.1;50.8;90.8;6.8;0.6;14.4;5.5;6.5;2.1;0.3;14.9;6.0;7.8;1.0;0.2;14
947;Achterhoek (CR);2027;178.3;62.8;104.6;9.8;1.0;148.6;51.2;90.1;6.7;0.6;14.8;5.6;6.8;2.1;0.3;14.9;6.0;7.8;1.0;0.2;14
948;Achterhoek (CR);2028;178.1;63.2;104.1;9.7;1.0;148.2;51.6;89.4;6.6;0.6;15.1;5.6;7.0;2.1;0.3;14.9;6.0;7.7;1.0;0.1;14
949;Achterhoek (CR);2029;177.9;63.5;103.7;9.7;1.0;147.6;51.8;88.7;6.6;0.6;15.5;5.8;7.3;2.1;0.3;14.8;5.9;7.7;1.0;0.1;14
950;Achterhoek (CR);2030;177.8;63.9;103.1;9.7;1.0;147.1;52.1;87.9;6.5;0.6;15.9;5.9;7.5;2.1;0.3;14.8;5.9;7.7;1.0;0.1;14
951;Achterhoek (CR);2031;177.7;64.4;102.5;9.6;1.1;146.5;52.4;87.1;6.4;0.6;16.4;6.1;7.8;2.2;0.3;14.8;5.9;7.7;1.0;0.1;14
952;Achterhoek (CR);2032;177.3;64.8;101.9;9.6;1.1;145.8;52.6;86.3;6.4;0.6;16.8;6.4;7.9;2.2;0.3;14.7;5.9;7.7;1.0;0.1;14
953;Achterhoek (CR);2033;176.9;65.1;101.2;9.6;1.1;145.0;52.7;85.4;6.4;0.6;17.1;6.5;8.1;2.2;0.3;14.7;5.9;7.6;1.0;0.1;14
954;Achterhoek (CR);2034;176.4;65.2;100.5;9.5;1.1;144.2;52.7;84.6;6.3;0.6;17.5;6.6;8.4;2.2;0.3;14.7;5.9;7.6;1.1;0.2;14
955;Achterhoek (CR);2035;175.9;65.5;99.9;9.5;1.1;143.3;52.7;83.7;6.3;0.6;17.9;6.8;8.6;2.2;0.3;14.7;5.9;7.6;1.0;0.2;14
956;Achterhoek (CR);2036;175.4;65.7;99.1;9.4;1.1;142.5;52.8;82.8;6.2;0.6;18.3;7.0;8.8;2.2;0.3;14.6;5.9;7.5;1.0;0.2;14
957;Achterhoek (CR);2037;174.8;65.8;98.5;9.5;1.1;141.5;52.8;82.0;6.1;0.6;18.7;7.1;9.0;2.3;0.3;14.7;6.0;7.5;1.0;0.2;14
958;Achterhoek (CR);2038;174.3;66.0;97.8;9.4;1.1;140.5;52.7;81.1;6.1;0.6;19.1;7.3;9.2;2.3;0.3;14.6;6.0;7.5;1.0;0.2;14
959;Achterhoek (CR);2039;173.8;66.2;97.1;9.4;1.1;139.5;52.6;80.2;6.1;0.6;19.5;7.6;9.4;2.3;0.3;14.7;6.0;7.5;1.0;0.2;14
960;Achterhoek (CR);2040;173.2;66.3;96.4;9.5;1.1;138.5;52.5;79.4;6.1;0.6;20.0;7.8;9.5;2.3;0.3;14.7;6.1;7.4;1.0;0.2;14
961;Arnhem/Nijmegen (CR);2010;326.9;125.2;178.6;20.6;2.4;264.1;98.2;150.1;14.5;1.3;26.1;11.1;11.0;3.5;0.6;36.7;15.9;17.6;2.6;0.6;15
962;Arnhem/Nijmegen (CR);2011;329.9;126.7;179.8;21.0;2.4;266.3;99.2;151.1;14.7;1.3;26.9;11.5;11.1;3.7;0.6;36.8;16.0;17.6;2.6;0.6;15
963;Arnhem/Nijmegen (CR);2012;332.7;128.2;180.7;21.3;2.5;268.0;100.3;151.6;14.8;1.3;27.7;11.8;11.4;3.8;0.6;37.0;16.1;17.7;2.6;0.6;15
964;Arnhem/Nijmegen (CR);2013;335.5;130.0;181.4;21.6;2.5;269.9;101.6;152.1;14.9;1.3;28.6;12.3;11.7;4.0;0.6;36.9;16.1;17.6;2.6;0.6;15
965;Arnhem/Nijmegen (CR);2014;338.3;132.0;182.0;21.7;2.6;271.8;103.0;152.5;15.0;1.3;29.4;12.7;12.0;4.1;0.6;37.1;16.3;17.6;2.6;0.6;15
966;Arnhem/Nijmegen (CR);2015;341.1;133.9;182.7;21.9;2.6;273.6;104.4;152.8;15.0;1.4;30.3;13.2;12.3;4.2;0.6;37.3;16.4;17.6;2.6;0.6;15
967;Arnhem/Nijmegen (CR);2016;343.9;136.1;183.1;22.1;2.7;275.2;105.8;152.9;15.0;1.4;31.3;13.6;12.6;4.4;0.7;37.5;16.6;17.6;2.6;0.6;15
968;Arnhem/Nijmegen (CR);2017;346.7;138.1;183.8;22.2;2.6;277.0;107.2;153.3;15.0;1.4;32.2;14.2;12.8;4.5;0.6;37.5;16.7;17.6;2.6;0.6;15
969;Arnhem/Nijmegen (CR);2018;349.3;140.1;184.3;22.3;2.6;278.6;108.6;153.6;15.0;1.4;33.1;14.6;13.2;4.7;0.6;37.6;16.9;17.5;2.6;0.6;15
970;Arnhem/Nijmegen (CR);2019;351.9;142.0;184.8;22.4;2.7;280.2;109.9;153.9;15.0;1.4;34.0;15.1;13.5;4.8;0.7;37.7;17.1;17.4;2.6;0.6;15
971;Arnhem/Nijmegen (CR);2020;354.5;144.0;185.3;22.4;2.8;281.8;111.3;154.2;14.9;1.4;35.0;15.6;13.8;4.9;0.7;37.8;17.2;17.3;2.6;0.6;15
972;Arnhem/Nijmegen (CR);2021;356.8;145.8;185.8;22.4;2.8;283.2;112.6;154.4;14.8;1.4;35.9;16.0;14.1;5.0;0.8;37.8;17.2;17.3;2.6;0.6;15
973;Arnhem/Nijmegen (CR);2022;359.1;147.7;186.2;22.5;2.8;284.5;113.9;154.4;14.8;1.5;36.8;16.4;14.6;5.1;0.8;37.8;17.4;17.3;2.6;0.6;15
974;Arnhem/Nijmegen (CR);2023;361.5;149.7;186.5;22.5;2.8;285.8;115.3;154.3;14.7;1.4;37.9;17.0;15.0;5.2;0.7;37.8;17.5;17.2;2.6;0.6;15
975;Arnhem/Nijmegen (CR);2024;363.4;151.5;186.7;22.5;2.8;286.9;116.4;154.3;14.6;1.5;38.7;17.5;15.2;5.3;0.8;37.8;17.6;17.1;2.5;0.6;15
976;Arnhem/Nijmegen (CR);2025;365.1;152.9;186.9;22.4;2.8;287.8;117.5;154.3;14.5;1.5;39.6;17.8;15.7;5.3;0.8;37.8;17.7;17.0;2.5;0.6;15
977;Arnhem/Nijmegen (CR);2026;366.7;154.2;187.2;22.5;2.8;288.5;118.2;154.3;14.5;1.5;40.4;18.2;16.0;5.4;0.8;37.8;17.8;16.9;2.6;0.6;15
978;Arnhem/Nijmegen (CR);2027;368.3;155.7;187.3;22.5;2.9;289.1;119.3;154.0;14.4;1.5;41.4;18.6;16.5;5.5;0.8;37.8;17.8;16.8;2.6;0.6;15
979;Arnhem/Nijmegen (CR);2028;369.7;157.2;187.0;22.5;2.9;289.6;120.3;153.4;14.3;1.5;42.3;19.0;16.9;5.5;0.8;37.9;17.9;16.7;2.6;0.6;15
980;Arnhem/Nijmegen (CR);2029;370.8;158.6;186.8;22.5;3.0;289.8;121.1;153.0;14.3;1.5;43.1;19.5;17.2;5.6;0.8;37.8;18.0;16.6;2.6;0.6;15
981;Arnhem/Nijmegen (CR);2030;371.6;159.6;186.5;22.5;3.0;290.0;121.8;152.5;14.2;1.5;43.8;19.8;17.6;5.7;0.8;37.7;18.0;16.5;2.6;0.6;15
982;Arnhem/Nijmegen (CR);2031;372.4;160.7;186.3;22.4;2.9;290.0;122.5;151.9;14.1;1.5;44.6;20.1;18.0;5.7;0.8;37.7;18.1;16.4;2.6;0.6;15
983;Arnhem/Nijmegen (CR);2032;373.1;161.7;186.1;22.4;2.9;289.8;123.0;151.3;14.0;1.6;45.6;20.6;18.4;5.8;0.8;37.7;18.1;16.4;2.6;0.6;15
984;Arnhem/Nijmegen (CR);2033;373.7;162.8;185.7;22.3;3.0;289.7;123.6;150.6;13.9;1.5;46.4;21.0;18.8;5.8;0.8;37.7;18.2;16.3;2.6;0.6;15
985;Arnhem/Nijmegen (CR);2034;374.1;163.7;185.0;22.4;3.0;289.5;124.2;149.8;13.9;1.6;47.1;21.2;19.1;5.9;0.9;37.5;18.2;16.2;2.6;0.6;15
986;Arnhem/Nijmegen (CR);2035;374.4;164.6;184.4;22.4;3.0;289.0;124.6;148.9;13.9;1.6;47.8;21.6;19.5;5.9;0.8;37.6;18.4;16.1;2.6;0.6;15
987;Arnhem/Nijmegen (CR);2036;374.6;165.3;183.9;22.5;2.9;288.4;124.9;148.0;13.9;1.6;48.5;21.9;19.9;6.0;0.8;37.6;18.4;16.0;2.6;0.5;15
988;Arnhem/Nijmegen (CR);2037;374.7;165.9;183.2;22.6;2.9;287.7;125.1;147.1;13.9;1.6;49.4;22.4;20.2;6.0;0.7;37.6;18.4;15.9;2.7;0.6;15
989;Arnhem/Nijmegen (CR);2038;374.8;166.7;182.6;22.5;3.0;287.0;125.6;146.1;13.8;1.6;50.0;22.6;20.5;6.1;0.8;37.8;18.6;15.9;2.7;0.6;15
990;Arnhem/Nijmegen (CR);2039;374.5;167.3;181.7;22.6;3.0;286.3;125.8;145.1;13.8;1.6;50.6;22.9;20.8;6.2;0.7;37.6;18.5;15.8;2.7;0.6;15
991;Arnhem/Nijmegen (CR);2040;374.4;167.9;180.9;22.6;3.0;285.6;126.1;144.1;13.8;1.7;51.2;23.3;21.0;6.1;0.8;37.7;18.6;15.8;2.7;0.6;15
992;Zuidwest-Gelderland (CR);2010;92.3;24.2;62.3;5.3;0.5;81.7;20.8;56.3;4.3;0.3;4.7;1.4;2.6;0.6;0.1;6.0;2.0;3.4;0.5;0.1;16
993;Zuidwest-Gelderland (CR);2011;93.0;24.9;62.2;5.5;0.5;81.9;21.2;56.0;4.4;0.3;5.0;1.5;2.7;0.6;0.1;6.1;2.1;3.5;0.5;0.1;16
994;Zuidwest-Gelderland (CR);2012;93.6;25.4;62.1;5.6;0.5;82.0;21.5;55.8;4.4;0.3;5.3;1.7;2.8;0.7;0.1;6.3;2.2;3.5;0.5;0.1;16
995;Zuidwest-Gelderland (CR);2013;94.3;26.0;62.0;5.7;0.5;82.4;21.9;55.7;4.4;0.3;5.5;1.8;2.9;0.8;0.1;6.4;2.3;3.5;0.5;0.1;16
996;Zuidwest-Gelderland (CR);2014;95.0;26.8;61.9;5.8;0.5;82.6;22.5;55.4;4.4;0.3;5.9;1.9;2.9;0.9;0.1;6.5;2.4;3.5;0.5;0.1;16
997;Zuidwest-Gelderland (CR);2015;95.7;27.5;61.8;5.9;0.5;82.9;23.0;55.2;4.5;0.3;6.2;2.0;3.1;0.9;0.1;6.6;2.5;3.6;0.5;0.1;16
998;Zuidwest-Gelderland (CR);2016;96.5;28.1;61.9;5.9;0.6;83.3;23.5;55.1;4.5;0.3;6.4;2.1;3.2;1.0;0.2;6.7;2.5;3.6;0.5;0.1;16
999;Zuidwest-Gelderland (CR);2017;97.2;28.7;61.9;6.0;0.6;83.6;23.9;55.0;4.5;0.3;6.8;2.3;3.2;1.0;0.2;6.8;2.5;3.7;0.5;0.1;16
1000;Zuidwest-Gelderland (CR);2018;97.8;29.4;61.9;6.0;0.5;83.9;24.3;54.8;4.4;0.3;7.0;2.4;3.4;1.1;0.2;6.8;2.6;3.7;0.5;0.1;16
1001;Zuidwest-Gelderland (CR);2019;98.4;30.0;61.8;6.0;0.5;84.1;24.8;54.6;4.4;0.3;7.4;2.6;3.5;1.1;0.2;6.9;2.6;3.7;0.5;0.1;16
1002;Zuidwest-Gelderland (CR);2020;99.0;30.6;61.8;6.0;0.6;84.3;25.2;54.4;4.4;0.3;7.7;2.7;3.7;1.1;0.2;7.0;2.7;3.8;0.5;0.1;16
1003;Zuidwest-Gelderland (CR);2021;99.6;31.2;61.8;6.0;0.6;84.5;25.7;54.2;4.3;0.3;8.0;2.9;3.7;1.2;0.2;7.1;2.6;3.8;0.5;0.1;16
1004;Zuidwest-Gelderland (CR);2022;100.1;31.7;61.7;6.1;0.6;84.6;26.0;54.0;4.3;0.3;8.3;3.1;3.9;1.2;0.2;7.2;2.7;3.8;0.5;0.1;16
1005;Zuidwest-Gelderland (CR);2023;100.6;32.2;61.7;6.0;0.6;84.7;26.3;53.8;4.2;0.3;8.7;3.1;4.0;1.3;0.2;7.3;2.8;3.9;0.5;0.1;16
1006;Zuidwest-Gelderland (CR);2024;101.2;32.8;61.7;6.0;0.6;84.9;26.8;53.6;4.1;0.3;8.9;3.2;4.2;1.3;0.2;7.3;2.8;3.9;0.5;0.1;16
1007;Zuidwest-Gelderland (CR);2025;101.5;33.3;61.6;6.0;0.6;85.0;27.2;53.4;4.1;0.3;9.2;3.3;4.3;1.4;0.2;7.4;2.9;3.9;0.5;0.1;16
1008;Zuidwest-Gelderland (CR);2026;101.9;33.8;61.4;6.0;0.6;85.1;27.5;53.1;4.1;0.4;9.4;3.4;4.4;1.4;0.2;7.4;2.9;3.9;0.5;0.1;16
1009;Zuidwest-Gelderland (CR);2027;102.3;34.3;61.3;6.0;0.6;85.1;27.8;52.9;4.0;0.4;9.8;3.6;4.6;1.4;0.2;7.4;2.9;3.9;0.5;0.1;16
1010;Zuidwest-Gelderland (CR);2028;102.8;34.9;61.3;6.0;0.6;85.2;28.2;52.6;4.0;0.4;10.1;3.7;4.8;1.5;0.2;7.5;3.0;3.9;0.5;0.1;16
1011;Zuidwest-Gelderland (CR);2029;103.2;35.4;61.2;6.0;0.6;85.1;28.5;52.3;4.0;0.3;10.4;3.9;4.9;1.5;0.2;7.6;3.1;4.0;0.5;0.1;16
1012;Zuidwest-Gelderland (CR);2030;103.4;35.8;61.0;6.0;0.6;85.0;28.7;52.1;3.9;0.3;10.7;3.9;5.0;1.6;0.2;7.7;3.2;4.0;0.5;0.1;16
1013;Zuidwest-Gelderland (CR);2031;103.6;36.2;60.9;5.9;0.6;85.0;29.0;51.8;3.9;0.4;10.9;4.0;5.1;1.6;0.2;7.7;3.2;4.0;0.5;0.1;16
1014;Zuidwest-Gelderland (CR);2032;103.8;36.5;60.7;5.9;0.7;84.8;29.2;51.4;3.9;0.4;11.2;4.2;5.3;1.6;0.2;7.8;3.2;4.0;0.5;0.1;16
1015;Zuidwest-Gelderland (CR);2033;104.0;36.8;60.6;5.9;0.7;84.7;29.4;51.1;3.9;0.4;11.5;4.3;5.4;1.6;0.2;7.8;3.2;4.1;0.5;0.1;16
1016;Zuidwest-Gelderland (CR);2034;104.2;37.1;60.5;5.9;0.7;84.5;29.5;50.8;3.8;0.4;11.8;4.4;5.6;1.6;0.2;7.9;3.2;4.1;0.5;0.1;16
1017;Zuidwest-Gelderland (CR);2035;104.3;37.4;60.4;6.0;0.6;84.2;29.7;50.4;3.8;0.4;12.1;4.5;5.8;1.6;0.2;8.0;3.2;4.1;0.5;0.1;16
1018;Zuidwest-Gelderland (CR);2036;104.4;37.6;60.2;5.9;0.6;84.0;29.8;50.1;3.7;0.4;12.3;4.6;5.9;1.7;0.2;8.1;3.3;4.1;0.5;0.1;16
1019;Zuidwest-Gelderland (CR);2037;104.4;37.9;59.9;5.9;0.6;83.7;29.9;49.7;3.7;0.4;12.5;4.7;6.0;1.7;0.1;8.1;3.4;4.1;0.5;0.1;16
1020;Zuidwest-Gelderland (CR);2038;104.3;38.0;59.7;6.0;0.6;83.4;29.9;49.4;3.8;0.4;12.7;4.7;6.2;1.7;0.2;8.2;3.4;4.2;0.5;0.1;16
1021;Zuidwest-Gelderland (CR);2039;104.4;38.2;59.5;6.0;0.6;83.0;29.9;48.9;3.8;0.4;13.0;4.8;6.3;1.7;0.2;8.3;3.4;4.2;0.5;0.1;16
1022;Zuidwest-Gelderland (CR);2040;104.3;38.3;59.2;6.1;0.6;82.6;29.9;48.5;3.8;0.4;13.3;4.9;6.4;1.8;0.2;8.4;3.5;4.3;0.6;0.1;16
1023;Utrecht (CR);2010;542.4;200.5;304.9;33.0;4.0;436.1;157.4;253.9;22.6;2.2;55.9;21.4;26.5;6.8;1.2;50.5;21.8;24.4;3.7;0.6;17
1024;Utrecht (CR);2011;547.1;201.7;307.2;34.1;4.1;438.1;157.5;255.5;23.0;2.1;57.7;22.2;27.0;7.2;1.3;51.3;22.1;24.7;3.9;0.7;17
1025;Utrecht (CR);2012;551.6;203.1;309.4;34.9;4.1;440.3;158.0;256.8;23.3;2.1;59.4;22.9;27.6;7.6;1.3;52.0;22.3;25.0;4.0;0.7;17
1026;Utrecht (CR);2013;556.2;205.0;311.3;35.7;4.2;442.4;158.7;257.9;23.7;2.2;61.2;23.7;28.2;8.0;1.3;52.6;22.6;25.2;4.1;0.7;17
1027;Utrecht (CR);2014;561.4;208.0;312.9;36.4;4.3;445.1;160.4;258.5;24.0;2.2;63.1;24.6;28.9;8.2;1.4;53.2;22.9;25.4;4.2;0.7;17
1028;Utrecht (CR);2015;566.5;210.7;314.6;36.9;4.2;447.9;162.1;259.3;24.2;2.2;64.9;25.4;29.6;8.5;1.3;53.7;23.2;25.7;4.2;0.7;17
1029;Utrecht (CR);2016;571.4;213.6;316.1;37.4;4.3;450.3;163.8;259.9;24.4;2.2;66.8;26.3;30.4;8.8;1.4;54.4;23.5;25.9;4.2;0.7;17
1030;Utrecht (CR);2017;576.0;216.1;317.7;37.8;4.3;452.4;165.2;260.5;24.4;2.2;68.5;27.0;31.1;9.1;1.4;55.1;23.9;26.1;4.3;0.7;17
1031;Utrecht (CR);2018;580.5;218.8;319.1;38.2;4.4;454.4;166.6;260.9;24.5;2.3;70.4;27.8;31.8;9.3;1.4;55.7;24.3;26.4;4.4;0.7;17
1032;Utrecht (CR);2019;585.1;221.5;320.6;38.6;4.5;456.6;168.1;261.6;24.6;2.4;72.4;28.9;32.5;9.6;1.4;56.1;24.5;26.5;4.4;0.7;17
1033;Utrecht (CR);2020;589.7;224.5;321.9;38.8;4.5;458.8;170.0;262.0;24.5;2.3;74.2;29.8;33.2;9.9;1.4;56.6;24.7;26.7;4.4;0.7;17
1034;Utrecht (CR);2021;594.1;227.5;323.0;39.1;4.5;460.8;171.6;262.3;24.5;2.4;76.2;30.8;34.0;10.1;1.4;57.1;25.1;26.8;4.5;0.7;17
1035;Utrecht (CR);2022;598.8;230.5;324.3;39.4;4.6;463.1;173.6;262.6;24.5;2.4;78.0;31.5;34.7;10.4;1.4;57.7;25.4;27.0;4.6;0.8;17
1036;Utrecht (CR);2023;603.4;233.5;325.8;39.5;4.6;465.2;175.5;263.0;24.3;2.5;79.9;32.4;35.5;10.6;1.4;58.3;25.7;27.3;4.6;0.7;17
