ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
2071;Erlecom;Berg en Dal                   ;Wijk    ;WK194504  ;1.0;152;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;7.0;0.0;7.0;0.0
2072;Erlecom;Berg en Dal                   ;Buurt   ;BU19450400;1.0;152;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;7.0;0.0;7.0;0.0
2073;Groesbeek;Berg en Dal                   ;Wijk    ;WK194505  ;3.0;12856;437.0;234.0;188.0;25.0;14.0;30.0;8.0;30.0;34.0;47.0;46.0;101.0;85.0;28.0;57.0;16.0;102.0;56.0;35.0;11.0;34.0;18.0;2.0;7.0;8.0
2074;Groesbeek Centrum-Zuid;Berg en Dal                   ;Buurt   ;BU19450500;3.0;1330;69.0;49.0;46.0;13.0;4.0;5.0;1.0;7.0;8.0;8.0;3.0;15.0;12.0;4.0;8.0;3.0;5.0;3.0;1.0;1.0;52.0;37.0;5.0;9.0;4.0
2075;Groesbeek Centrum-Noord;Berg en Dal                   ;Buurt   ;BU19450501;3.0;2314;87.0;44.0;35.0;8.0;1.0;2.0;3.0;9.0;9.0;3.0;9.0;22.0;21.0;10.0;11.0;1.0;21.0;12.0;9.0;0.0;38.0;19.0;4.0;9.0;9.0
2076;Groesbeek Nijerf;Berg en Dal                   ;Buurt   ;BU19450502;3.0;2180;25.0;15.0;10.0;1.0;0.0;2.0;0.0;3.0;1.0;3.0;5.0;4.0;4.0;2.0;2.0;0.0;6.0;4.0;1.0;1.0;11.0;7.0;1.0;2.0;3.0
2077;Groesbeek De Drul-Oost;Berg en Dal                   ;Buurt   ;BU19450503;3.0;2018;37.0;20.0;13.0;1.0;0.0;4.0;0.0;1.0;0.0;7.0;7.0;7.0;5.0;2.0;3.0;2.0;10.0;4.0;4.0;2.0;18.0;10.0;0.0;2.0;5.0
2078;Groesbeek De Drul-West;Berg en Dal                   ;Buurt   ;BU19450504;3.0;1078;26.0;17.0;17.0;1.0;0.0;1.0;0.0;7.0;6.0;2.0;0.0;9.0;9.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;24.0;16.0;6.0;8.0;0.0
2079;Groesbeek Stekkenberg;Berg en Dal                   ;Buurt   ;BU19450505;3.0;2550;62.0;35.0;20.0;0.0;4.0;6.0;0.0;2.0;4.0;4.0;15.0;16.0;14.0;2.0;12.0;2.0;11.0;2.0;5.0;4.0;24.0;14.0;1.0;5.0;4.0
2080;Bedrijventerrein Hulsbeek;Berg en Dal                   ;Buurt   ;BU19450506;3.0;9;;;;;;;;;;;;;;;;;;;;;;;;;
2081;Bedrijventerrein Mies;Berg en Dal                   ;Buurt   ;BU19450507;3.0;51;5.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;98.0;78.0;0.0;20.0;0.0
2082;Buitengebied Groesbeek-Noord-West;Berg en Dal                   ;Buurt   ;BU19450508;3.0;318;53.0;9.0;8.0;0.0;1.0;2.0;0.0;0.0;2.0;3.0;1.0;11.0;11.0;3.0;8.0;0.0;33.0;18.0;13.0;2.0;167.0;28.0;0.0;35.0;104.0
2083;Buitengebied Groesbeek-Zuid-West;Berg en Dal                   ;Buurt   ;BU19450509;3.0;55;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;36.0;18.0;0.0;0.0;18.0
2084;Buitengebied Groesbeek-Noord;Berg en Dal                   ;Buurt   ;BU19450510;3.0;904;65.0;34.0;29.0;0.0;4.0;5.0;2.0;1.0;3.0;14.0;5.0;16.0;8.0;2.0;6.0;8.0;15.0;13.0;1.0;1.0;72.0;38.0;1.0;9.0;17.0
2085;Buitengebied Groesbeek-Midden-West;Berg en Dal                   ;Buurt   ;BU19450511;3.0;49;6.0;6.0;5.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
2086;Heilig Landstichting;Berg en Dal                   ;Wijk    ;WK194506  ;1.0;798;12.0;11.0;9.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;14.0;9.0;0.0;0.0
2087;Heilig Landstichting;Berg en Dal                   ;Buurt   ;BU19450600;3.0;684;10.0;9.0;7.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;13.0;9.0;0.0;0.0
2088;Buitengebied Heilig Landstichting;Berg en Dal                   ;Buurt   ;BU19450601;3.0;114;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;18.0;9.0;0.0;0.0
2089;Kekerdom;Berg en Dal                   ;Wijk    ;WK194507  ;1.0;490;9.0;5.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;3.0;3.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;18.0;10.0;6.0;6.0;2.0
2090;Kekerdom;Berg en Dal                   ;Buurt   ;BU19450700;3.0;465;7.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;3.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;15.0;6.0;4.0;6.0;2.0
2091;Buitengebied Kekerdom;Berg en Dal                   ;Buurt   ;BU19450701;3.0;25;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
2092;Leuth;Berg en Dal                   ;Wijk    ;WK194508  ;1.0;1666;24.0;15.0;10.0;0.0;2.0;0.0;0.0;1.0;1.0;6.0;5.0;3.0;3.0;0.0;3.0;0.0;6.0;0.0;5.0;1.0;14.0;9.0;1.0;2.0;4.0
2093;Leuth;Berg en Dal                   ;Buurt   ;BU19450800;3.0;1588;22.0;13.0;9.0;0.0;2.0;0.0;0.0;0.0;1.0;6.0;4.0;3.0;3.0;0.0;3.0;0.0;6.0;0.0;5.0;1.0;14.0;8.0;0.0;2.0;4.0
2094;Bedrijventerrein Lieskes Wengs;Berg en Dal                   ;Buurt   ;BU19450801;3.0;4;;;;;;;;;;;;;;;;;;;;;;;;;
2095;Buitengebied Leuth;Berg en Dal                   ;Buurt   ;BU19450802;3.0;74;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;27.0;14.0;0.0;0.0
2096;Millingen aan de Rijn;Berg en Dal                   ;Wijk    ;WK194509  ;1.0;5869;82.0;55.0;36.0;6.0;2.0;5.0;1.0;9.0;3.0;10.0;19.0;11.0;10.0;3.0;7.0;1.0;16.0;7.0;7.0;2.0;14.0;9.0;2.0;2.0;3.0
2097;Millingen aan de Rijn-Oost;Berg en Dal                   ;Buurt   ;BU19450900;3.0;2744;40.0;29.0;19.0;5.0;2.0;4.0;0.0;5.0;0.0;3.0;10.0;3.0;3.0;1.0;2.0;0.0;8.0;3.0;4.0;1.0;15.0;11.0;2.0;1.0;3.0
2098;Millingen aan de Rijn-West;Berg en Dal                   ;Buurt   ;BU19450901;3.0;2995;38.0;24.0;15.0;1.0;0.0;1.0;1.0;4.0;2.0;6.0;9.0;8.0;7.0;2.0;5.0;1.0;6.0;3.0;2.0;1.0;13.0;8.0;1.0;2.0;2.0
2099;Bedrijventerrein Molenveld;Berg en Dal                   ;Buurt   ;BU19450902;1.0;23;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;;;;;
2100;Buitengebied Zuid;Berg en Dal                   ;Buurt   ;BU19450903;3.0;94;;;;;;;;;;;;;;;;;;;;;;;;;
2101;Buitengebied Millingerwaard;Berg en Dal                   ;Buurt   ;BU19450904;3.0;13;;;;;;;;;;;;;;;;;;;;;;;;;
2102;Ooij;Berg en Dal                   ;Wijk    ;WK194510  ;1.0;2415;34.0;28.0;21.0;3.0;2.0;7.0;1.0;6.0;0.0;2.0;7.0;5.0;5.0;2.0;3.0;0.0;1.0;1.0;0.0;0.0;14.0;12.0;2.0;2.0;0.0
2103;Ooij;Berg en Dal                   ;Buurt   ;BU19451000;3.0;2121;26.0;21.0;15.0;0.0;1.0;6.0;1.0;6.0;0.0;1.0;6.0;4.0;4.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;12.0;10.0;3.0;2.0;0.0
2104;Bedrijventerrein De Bouwkamp;Berg en Dal                   ;Buurt   ;BU19451001;3.0;16;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
2105;Buitengebied Ooij;Berg en Dal                   ;Buurt   ;BU19451002;3.0;278;7.0;6.0;6.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;22.0;0.0;4.0;0.0
2106;Persingen;Berg en Dal                   ;Wijk    ;WK194511  ;1.0;105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2107;Persingen;Berg en Dal                   ;Buurt   ;BU19451100;1.0;105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2108;Ubbergen;Berg en Dal                   ;Wijk    ;WK194512  ;1.0;486;13.0;12.0;10.0;4.0;1.0;1.0;0.0;3.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;25.0;6.0;2.0;0.0
2109;Ubbergen;Berg en Dal                   ;Buurt   ;BU19451200;1.0;486;13.0;12.0;10.0;4.0;1.0;1.0;0.0;3.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;25.0;6.0;2.0;0.0
2110;Bergeijk;Bergeijk                      ;Gemeente;GM1724    ;;18342;451.0;335.0;271.0;36.0;25.0;43.0;10.0;63.0;34.0;60.0;64.0;56.0;45.0;18.0;27.0;11.0;60.0;29.0;20.0;11.0;25.0;18.0;3.0;2.0;3.0
2111;Wijk 00 Bergeijk;Bergeijk                      ;Wijk    ;WK172400  ;1.0;10195;225.0;164.0;134.0;24.0;12.0;15.0;4.0;33.0;17.0;29.0;30.0;31.0;26.0;10.0;16.0;5.0;30.0;19.0;8.0;3.0;22.0;16.0;3.0;3.0;3.0
2112;Bergeyk-Hof;Bergeijk                      ;Buurt   ;BU17240000;1.0;8447;178.0;128.0;102.0;21.0;7.0;10.0;3.0;26.0;12.0;23.0;26.0;24.0;21.0;6.0;15.0;3.0;26.0;18.0;6.0;2.0;21.0;15.0;3.0;2.0;3.0
2113;Bergeyk-Loo;Bergeijk                      ;Buurt   ;BU17240001;1.0;1010;19.0;12.0;11.0;1.0;0.0;2.0;0.0;4.0;2.0;2.0;1.0;6.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;19.0;12.0;4.0;5.0;1.0
2114;Industrieterrein Bergeyk;Bergeijk                      ;Buurt   ;BU17240002;1.0;156;6.0;4.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;38.0;26.0;0.0;0.0;13.0
2115;Verspreide huizen Bergeyk-Hof;Bergeijk                      ;Buurt   ;BU17240008;1.0;248;18.0;17.0;17.0;2.0;3.0;2.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;73.0;69.0;12.0;0.0;4.0
2116;Verspreide huizen Bergeyk-Loo;Bergeijk                      ;Buurt   ;BU17240009;1.0;334;4.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.0;9.0;0.0;0.0;0.0
2117;Wijk 01 Weebosch;Bergeijk                      ;Wijk    ;WK172401  ;1.0;700;9.0;8.0;8.0;0.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;13.0;11.0;3.0;0.0;1.0
2118;Weebosch;Bergeijk                      ;Buurt   ;BU17240100;1.0;531;4.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;6.0;2.0;0.0;2.0
2119;Verspreide huizen Weebosch;Bergeijk                      ;Buurt   ;BU17240109;1.0;169;5.0;5.0;5.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;6.0;0.0;0.0
2120;Wijk 02 Luyksgestel;Bergeijk                      ;Wijk    ;WK172402  ;1.0;2995;42.0;34.0;28.0;1.0;6.0;7.0;1.0;8.0;3.0;2.0;6.0;4.0;3.0;2.0;1.0;1.0;4.0;0.0;4.0;0.0;14.0;11.0;3.0;1.0;1.0
2121;Luyksgestel;Bergeijk                      ;Buurt   ;BU17240200;1.0;2458;29.0;24.0;21.0;1.0;6.0;7.0;1.0;5.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;0.0;3.0;0.0;3.0;0.0;12.0;10.0;2.0;1.0;1.0
2122;Rijt;Bergeijk                      ;Buurt   ;BU17240201;1.0;166;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;6.0;0.0;6.0;0.0
2123;Verspreide huizen;Bergeijk                      ;Buurt   ;BU17240209;1.0;371;10.0;9.0;6.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;27.0;24.0;8.0;0.0;3.0
2124;Wijk 03 Riethoven;Bergeijk                      ;Wijk    ;WK172403  ;1.0;2345;65.0;48.0;32.0;2.0;2.0;7.0;0.0;13.0;4.0;4.0;16.0;10.0;9.0;4.0;5.0;1.0;7.0;3.0;2.0;2.0;28.0;20.0;6.0;4.0;3.0
2125;Riethoven;Bergeijk                      ;Buurt   ;BU17240300;1.0;1427;36.0;21.0;14.0;2.0;2.0;5.0;0.0;4.0;1.0;0.0;7.0;9.0;8.0;4.0;4.0;1.0;6.0;3.0;1.0;2.0;25.0;15.0;3.0;6.0;4.0
2126;Walik en De Hobbel;Bergeijk                      ;Buurt   ;BU17240301;1.0;397;15.0;14.0;8.0;0.0;0.0;0.0;0.0;4.0;;;6.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;38.0;35.0;10.0;3.0;0.0
2127;Verspreide huizen Riethoven;Bergeijk                      ;Buurt   ;BU17240309;1.0;521;14.0;13.0;10.0;0.0;0.0;2.0;0.0;5.0;;;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;27.0;25.0;10.0;0.0;2.0
2128;Wijk 04 Westerhoven;Bergeijk                      ;Wijk    ;WK172404  ;1.0;2107;110.0;81.0;69.0;9.0;4.0;12.0;5.0;7.0;8.0;24.0;12.0;11.0;7.0;2.0;5.0;4.0;18.0;7.0;5.0;6.0;52.0;38.0;3.0;3.0;9.0
2129;Westerhoven;Bergeijk                      ;Buurt   ;BU17240400;1.0;1649;35.0;24.0;13.0;2.0;1.0;1.0;2.0;3.0;3.0;1.0;11.0;4.0;3.0;1.0;2.0;1.0;7.0;2.0;3.0;2.0;21.0;15.0;2.0;2.0;4.0
2130;Loveren en Braambosch;Bergeijk                      ;Buurt   ;BU17240401;1.0;370;16.0;11.0;11.0;0.0;1.0;4.0;0.0;0.0;1.0;5.0;0.0;2.0;2.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;43.0;30.0;0.0;5.0;8.0
2131;Verspreide huizen Westerhoven;Bergeijk                      ;Buurt   ;BU17240409;1.0;88;59.0;46.0;45.0;7.0;2.0;7.0;3.0;4.0;4.0;18.0;1.0;5.0;2.0;1.0;1.0;3.0;8.0;2.0;2.0;4.0;670.0;523.0;45.0;23.0;91.0
2132;Bergen (L.);Bergen (L.)                   ;Gemeente;GM0893    ;;13095;279.0;211.0;169.0;15.0;17.0;34.0;8.0;37.0;17.0;41.0;42.0;37.0;34.0;12.0;22.0;3.0;31.0;9.0;15.0;7.0;21.0;16.0;3.0;3.0;2.0
2133;Aijen;Bergen (L.)                   ;Wijk    ;WK089301  ;1.0;256;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0
2134;Aijen Kern;Bergen (L.)                   ;Buurt   ;BU08930110;1.0;203;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0
2135;Aijen Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930111;1.0;53;;;;;;;;;;;;;;;;;;;;;;;;;
2136;Oud-Bergen;Bergen (L.)                   ;Wijk    ;WK089302  ;1.0;365;4.0;4.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;3.0;0.0;0.0
2137;Oud-Bergen Kern;Bergen (L.)                   ;Buurt   ;BU08930220;1.0;363;4.0;4.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;3.0;0.0;0.0
2138;Oud-Bergen Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930221;1.0;2;;;;;;;;;;;;;;;;;;;;;;;;;
2139;Nieuw-Bergen;Bergen (L.)                   ;Wijk    ;WK089303  ;1.0;4690;75.0;50.0;39.0;5.0;5.0;6.0;4.0;4.0;8.0;7.0;11.0;12.0;10.0;5.0;5.0;2.0;13.0;5.0;6.0;2.0;16.0;11.0;1.0;2.0;3.0
2140;Nieuw-Bergen Kern;Bergen (L.)                   ;Buurt   ;BU08930330;1.0;4394;57.0;36.0;25.0;3.0;3.0;4.0;3.0;3.0;5.0;4.0;11.0;10.0;8.0;4.0;4.0;2.0;11.0;5.0;5.0;1.0;13.0;8.0;1.0;2.0;3.0
2141;Nieuw-Bergen Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930331;1.0;256;10.0;8.0;8.0;1.0;1.0;2.0;0.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;39.0;31.0;4.0;4.0;4.0
2142;Nieuw-Bergen De Flammert;Bergen (L.)                   ;Buurt   ;BU08930332;1.0;40;8.0;6.0;6.0;1.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;;;;;
2143;Afferden;Bergen (L.)                   ;Wijk    ;WK089304  ;1.0;2113;38.0;30.0;22.0;5.0;2.0;3.0;0.0;3.0;3.0;6.0;8.0;3.0;3.0;0.0;3.0;0.0;5.0;2.0;3.0;0.0;18.0;14.0;1.0;1.0;2.0
2144;Afferden Kern;Bergen (L.)                   ;Buurt   ;BU08930440;1.0;1669;22.0;15.0;10.0;5.0;0.0;0.0;0.0;1.0;1.0;3.0;5.0;3.0;3.0;0.0;3.0;0.0;4.0;2.0;2.0;0.0;13.0;9.0;1.0;2.0;2.0
2145;Afferden Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930441;1.0;444;16.0;15.0;12.0;0.0;2.0;3.0;0.0;2.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;36.0;34.0;5.0;0.0;2.0
2146;Siebengewald;Bergen (L.)                   ;Wijk    ;WK089305  ;1.0;2026;35.0;24.0;18.0;0.0;1.0;0.0;0.0;8.0;2.0;7.0;6.0;6.0;5.0;1.0;4.0;1.0;5.0;1.0;4.0;0.0;17.0;12.0;4.0;2.0;2.0
2147;Siebengewald Kern;Bergen (L.)                   ;Buurt   ;BU08930550;1.0;1437;19.0;11.0;6.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;5.0;4.0;3.0;1.0;2.0;1.0;4.0;0.0;4.0;0.0;13.0;8.0;1.0;2.0;3.0
2148;Siebengewald Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930551;1.0;589;16.0;13.0;12.0;0.0;1.0;0.0;0.0;6.0;1.0;4.0;1.0;2.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;27.0;22.0;10.0;3.0;2.0
2149;Well;Bergen (L.)                   ;Wijk    ;WK089306  ;1.0;2451;85.0;69.0;61.0;5.0;7.0;19.0;2.0;9.0;2.0;17.0;8.0;13.0;13.0;5.0;8.0;0.0;3.0;0.0;1.0;2.0;35.0;28.0;4.0;5.0;1.0
2150;Well-Oost;Bergen (L.)                   ;Buurt   ;BU08930660;1.0;1497;19.0;15.0;12.0;5.0;2.0;1.0;0.0;2.0;1.0;1.0;3.0;3.0;3.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;13.0;10.0;1.0;2.0;1.0
2151;Well-West;Bergen (L.)                   ;Buurt   ;BU08930661;1.0;413;11.0;5.0;4.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;5.0;5.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;27.0;12.0;5.0;12.0;2.0
2152;Well Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930662;1.0;541;55.0;49.0;45.0;0.0;5.0;17.0;2.0;5.0;1.0;15.0;4.0;5.0;5.0;1.0;4.0;0.0;1.0;0.0;0.0;1.0;102.0;91.0;9.0;9.0;2.0
2153;Wellerlooi;Bergen (L.)                   ;Wijk    ;WK089307  ;1.0;1194;41.0;33.0;27.0;0.0;2.0;6.0;1.0;12.0;2.0;4.0;6.0;3.0;3.0;1.0;2.0;0.0;5.0;1.0;1.0;3.0;34.0;28.0;10.0;3.0;4.0
2154;Wellerlooi Kern;Bergen (L.)                   ;Buurt   ;BU08930770;1.0;652;12.0;11.0;8.0;0.0;0.0;2.0;0.0;5.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;18.0;17.0;8.0;0.0;2.0
2155;Wellerlooi Buitengebied;Bergen (L.)                   ;Buurt   ;BU08930771;1.0;542;29.0;22.0;19.0;0.0;2.0;4.0;1.0;7.0;2.0;3.0;3.0;3.0;3.0;1.0;2.0;0.0;4.0;0.0;1.0;3.0;54.0;41.0;13.0;6.0;7.0
2156;Bergen (NH.);Bergen (NH.)                  ;Gemeente;GM0373    ;;29844;677.0;461.0;354.0;51.0;22.0;52.0;11.0;81.0;59.0;78.0;107.0;144.0;121.0;70.0;51.0;23.0;72.0;44.0;18.0;10.0;23.0;15.0;3.0;4.0;2.0
2157;Wijk 01 Bergen Binnen;Bergen (NH.)                  ;Wijk    ;WK037301  ;1.0;11763;289.0;190.0;148.0;29.0;8.0;18.0;6.0;30.0;25.0;32.0;42.0;71.0;64.0;43.0;21.0;7.0;28.0;18.0;9.0;1.0;25.0;16.0;3.0;5.0;2.0
2158;Bergen-Centrum;Bergen (NH.)                  ;Buurt   ;BU03730101;1.0;536;66.0;50.0;49.0;13.0;1.0;0.0;6.0;0.0;17.0;12.0;1.0;10.0;8.0;4.0;4.0;2.0;6.0;5.0;0.0;1.0;123.0;93.0;0.0;15.0;11.0
2159;Van Reenen;Bergen (NH.)                  ;Buurt   ;BU03730102;1.0;563;16.0;11.0;8.0;0.0;1.0;4.0;0.0;2.0;0.0;1.0;3.0;3.0;3.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;28.0;20.0;4.0;5.0;4.0
2160;Boschrand;Bergen (NH.)                  ;Buurt   ;BU03730103;1.0;1153;31.0;20.0;14.0;2.0;0.0;3.0;0.0;5.0;0.0;4.0;6.0;7.0;6.0;1.0;5.0;1.0;4.0;2.0;2.0;0.0;27.0;17.0;4.0;5.0;3.0
2161;Negen-Nessen;Bergen (NH.)                  ;Buurt   ;BU03730104;1.0;523;13.0;7.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;4.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;25.0;13.0;0.0;6.0;4.0
2162;Landweg;Bergen (NH.)                  ;Buurt   ;BU03730105;1.0;368;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;;;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;5.0;0.0;3.0;0.0
2163;Oudtburgh;Bergen (NH.)                  ;Buurt   ;BU03730106;1.0;266;12.0;6.0;6.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;0.0;3.0;2.0;2.0;0.0;1.0;3.0;2.0;1.0;0.0;45.0;23.0;0.0;8.0;11.0
2164;De Rekere;Bergen (NH.)                  ;Buurt   ;BU03730107;1.0;1458;28.0;6.0;4.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;21.0;20.0;18.0;2.0;1.0;1.0;0.0;1.0;0.0;19.0;4.0;2.0;14.0;1.0
2165;Elkshove;Bergen (NH.)                  ;Buurt   ;BU03730108;1.0;501;15.0;13.0;11.0;1.0;1.0;1.0;0.0;4.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;30.0;26.0;8.0;2.0;2.0
2166;Saenegheest;Bergen (NH.)                  ;Buurt   ;BU03730109;1.0;1424;20.0;11.0;9.0;0.0;0.0;1.0;0.0;3.0;2.0;3.0;2.0;5.0;5.0;5.0;0.0;0.0;4.0;2.0;2.0;0.0;14.0;8.0;2.0;4.0;3.0
