ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_019Jaar_2;k_2064Jaar_3;k_65JaarEnOuder_4;k_019Jaar_5;k_2064Jaar_6;k_65JaarEnOuder_7;DemografischeDruk_8;Levendgeborenen_9;TotaalVruchtbaarheidscijfer_10;Overledenen_11;LevensverwachtingMannen_12;LevensverwachtingVrouwen_13;Immigratie_14;EmigratieInclSaldoAdmCorrecties_15;MigratiesaldoInclSaldoAdmCorr_16
0;1;2002;;;;;;;;;202249;1.73;140638;75.94;80.71;122014;87073;34941
1;1;2003;16201839.0;3969865.0;10007694.0;2224275.0;24.5;61.8;13.7;61.89;200890;1.75;142184;76.13;80.78;110345;86988;23357
2;1;2004;16283902.0;3995749.0;10031879.0;2256272.0;24.5;61.6;13.9;62.32;197454;1.75;144184;76.27;80.7;105843;86463;19380
3;1;2005;16356552.0;4012116.0;10055480.0;2288956.0;24.5;61.5;14.0;62.66;193941;1.75;146171;76.41;80.69;104292;85829;18463
4;1;2006;16422783.0;4021410.0;10076349.0;2325029.0;24.5;61.4;14.2;62.98;190582;1.76;148147;76.55;80.69;105272;85286;19986
5;1;2007;16485208.0;4022351.0;10107993.0;2354868.0;24.4;61.3;14.3;63.09;187523;1.76;150106;76.68;80.69;108387;84994;23393
6;1;2008;16546018.0;4019520.0;10136682.0;2389817.0;24.3;61.3;14.4;63.22;185092;1.76;152054;76.8;80.69;112589;85040;27549
7;1;2009;16606603.0;4015852.0;10155515.0;2435238.0;24.2;61.2;14.7;63.52;183131;1.75;153978;76.92;80.7;116777;85406;31371
8;1;2010;16667122.0;4008926.0;10170947.0;2487258.0;24.1;61.0;14.9;63.87;181882;1.75;155894;77.04;80.72;120368;86027;34341
9;1;2011;16727456.0;3993306.0;10204813.0;2529329.0;23.9;61.0;15.1;63.91;181222;1.75;157772;77.15;80.74;122862;86795;36067
10;1;2012;16786969.0;3977473.0;10175901.0;2633601.0;23.7;60.6;15.7;64.96;181077;1.75;159645;77.25;80.77;124117;87613;36504
11;1;2013;16844912.0;3963816.0;10153650.0;2727440.0;23.5;60.3;16.2;65.9;181434;1.75;161494;77.36;80.8;124654;88393;36261
12;1;2014;16901111.0;3951918.0;10142189.0;2807004.0;23.4;60.0;16.6;66.64;182058;1.75;163343;77.45;80.84;124956;89082;35874
13;1;2015;16955698.0;3939501.0;10138929.0;2877272.0;23.2;59.8;17.0;67.23;182966;1.75;165224;77.55;80.88;125247;89691;35556
14;1;2016;17008998.0;3932588.0;10134438.0;2941975.0;23.1;59.6;17.3;67.83;184065;1.75;167134;77.64;80.93;125483;90237;35246
15;1;2017;17061173.0;3926775.0;10131591.0;3002805.0;23.0;59.4;17.6;68.39;185323;1.75;169095;77.73;80.98;125701;90718;34983
16;1;2018;17112380.0;3920085.0;10124750.0;3067550.0;22.9;59.2;17.9;69.01;186706;1.75;171153;77.81;81.03;125850;91156;34694
17;1;2019;17162629.0;3908102.0;10125712.0;3128817.0;22.8;59.0;18.2;69.49;188151;1.75;173271;77.89;81.08;125960;91544;34416
18;1;2020;17211923.0;3895586.0;10126504.0;3189830.0;22.6;58.8;18.5;69.96;189422;1.75;175479;77.97;81.13;125988;91911;34077
19;1;2021;17259948.0;3879447.0;10129988.0;3250507.0;22.5;58.7;18.8;70.38;190668;1.75;177784;78.04;81.18;125985;92241;33744
20;1;2022;17306574.0;3868156.0;10125654.0;3312773.0;22.4;58.5;19.1;70.91;191776;1.75;180169;78.12;81.24;125985;92548;33437
21;1;2023;17351617.0;3859891.0;10116512.0;3375213.0;22.2;58.3;19.5;71.51;192738;1.75;182659;78.19;81.29;125992;92833;33159
22;1;2024;17394855.0;3853721.0;10102924.0;3438215.0;22.2;58.1;19.8;72.17;193611;1.75;185224;78.26;81.34;125986;93089;32897
23;1;2025;17436141.0;3851458.0;10080974.0;3503710.0;22.1;57.8;20.1;72.96;194334;1.75;187885;78.32;81.4;125986;93315;32671
24;1;2026;17475258.0;3853015.0;10055473.0;3566771.0;22.0;57.5;20.4;73.78;194919;1.75;190614;78.39;81.45;125990;93517;32473
25;1;2027;17512037.0;3858122.0;10021563.0;3632357.0;22.0;57.2;20.7;74.74;195401;1.75;193434;78.45;81.51;125988;93684;32304
26;1;2028;17546307.0;3866410.0;9984080.0;3695819.0;22.0;56.9;21.1;75.74;195712;1.75;196338;78.51;81.56;125990;93816;32174
27;1;2029;17577859.0;3877142.0;9940973.0;3759746.0;22.1;56.6;21.4;76.82;195962;1.75;199322;78.57;81.61;125993;93927;32066
28;1;2030;17606563.0;3889837.0;9893844.0;3822882.0;22.1;56.2;21.7;77.95;195985;1.75;202352;78.63;81.66;125991;94011;31980
29;1;2031;17632175.0;3903627.0;9850121.0;3878423.0;22.1;55.9;22.0;79.0;195888;1.75;205391;78.68;81.71;125992;94070;31922
30;1;2032;17654594.0;3917863.0;9810186.0;3926546.0;22.2;55.6;22.2;79.96;195591;1.75;208389;78.74;81.77;125991;94116;31875
31;1;2033;17673669.0;3931858.0;9771950.0;3969861.0;22.2;55.3;22.5;80.86;195075;1.75;211308;78.79;81.82;125986;94148;31838
32;1;2034;17689276.0;3944940.0;9732874.0;4011456.0;22.3;55.0;22.7;81.74;194405;1.75;214082;78.84;81.86;125982;94181;31801
33;1;2035;17701403.0;3956715.0;9685185.0;4059500.0;22.4;54.7;22.9;82.76;193611;1.75;216660;78.89;81.91;125990;94195;31795
34;1;2036;17710150.0;3966816.0;9644667.0;4098665.0;22.4;54.5;23.1;83.62;192669;1.75;219017;78.94;81.96;125989;94223;31766
35;1;2037;17715565.0;3974915.0;9614710.0;4125943.0;22.4;54.3;23.3;84.25;191733;1.75;221098;78.99;82.01;125987;94251;31736
36;1;2038;17717934.0;3980881.0;9596342.0;4140714.0;22.5;54.2;23.4;84.63;190765;1.75;222897;79.04;82.05;125980;94287;31693
37;1;2039;17717495.0;3984575.0;9594760.0;4138163.0;22.5;54.2;23.4;84.65;189884;1.75;224451;79.09;82.1;125989;94330;31659
38;1;2040;17714591.0;3986049.0;9601257.0;4127281.0;22.5;54.2;23.3;84.5;189094;1.75;225797;79.13;82.14;125986;94382;31604
39;1;2041;17709488.0;3985539.0;9616236.0;4107709.0;22.5;54.3;23.2;84.16;188426;1.75;226955;79.18;82.19;125988;94442;31546
40;1;2042;17702503.0;3983216.0;9633520.0;4085768.0;22.5;54.4;23.1;83.75;187966;1.75;227991;79.22;82.23;125986;94508;31478
41;1;2043;17693956.0;3979420.0;9653643.0;4060895.0;22.5;54.6;23.0;83.28;187684;1.75;228886;79.27;82.27;125983;94586;31397
42;1;2044;17684149.0;3974443.0;9672601.0;4037100.0;22.5;54.7;22.8;82.82;187568;1.75;229665;79.31;82.31;125980;94674;31306
43;1;2045;17673359.0;3968562.0;9692796.0;4012005.0;22.5;54.8;22.7;82.33;187678;1.75;230328;79.35;82.35;125981;94767;31214
44;1;2046;17661924.0;3962136.0;9708316.0;3991469.0;22.4;55.0;22.6;81.92;187884;1.75;230820;79.39;82.39;125985;94869;31116
45;1;2047;17650106.0;3955375.0;9726135.0;3968593.0;22.4;55.1;22.5;81.47;188273;1.75;231143;79.43;82.44;125984;94980;31004
46;1;2048;17638236.0;3948573.0;9748331.0;3941330.0;22.4;55.3;22.3;80.93;188751;1.75;231350;79.47;82.47;125979;95091;30888
47;1;2049;17626529.0;3941967.0;9771627.0;3912929.0;22.4;55.4;22.2;80.38;189330;1.75;231402;79.51;82.51;125986;95208;30778
48;1;2050;17615232.0;3935712.0;9791040.0;3888477.0;22.3;55.6;22.1;79.91;189927;1.75;231282;79.55;82.55;125984;95329;30655
49;2;2002;;;;;;;;;193224;1.65;129885;75.14;79.9;95612;76650;7445
50;2;2003;16169727.0;3957878.0;9987813.0;2215147.0;24.5;61.7;13.7;61.76;187573;1.64;127328;74.96;79.61;74860;73637;-15318
51;2;2004;16212491.0;3968236.0;9983279.0;2235809.0;24.4;61.5;13.7;62.05;181866;1.62;127287;74.89;79.31;64420;69556;-24824
52;2;2005;16237196.0;3965108.0;9975075.0;2255758.0;24.4;61.3;13.8;62.22;176258;1.6;127893;74.8;79.08;58742;66590;-28947
53;2;2006;16251830.0;3956164.0;9962436.0;2277445.0;24.2;61.1;13.9;62.32;171906;1.59;126280;74.71;78.85;56414;64221;-27145
54;2;2007;16259311.0;3937800.0;9957147.0;2291422.0;24.1;61.0;13.9;62.23;166090;1.57;127043;74.64;78.65;57064;62817;-24743
55;2;2008;16264943.0;3910808.0;9951031.0;2310591.0;23.9;60.9;14.0;62.15;161984;1.55;127480;74.55;78.44;59392;61047;-22709
56;2;2009;16253683.0;3881437.0;9933089.0;2341811.0;23.7;60.7;14.1;62.19;157830;1.53;128924;74.52;78.3;62097;60226;-19841
57;2;2010;16252404.0;3853426.0;9911418.0;2375822.0;23.5;60.4;14.3;62.28;154734;1.53;131361;74.59;78.27;64545;60026;-16387
58;2;2011;16251409.0;3810019.0;9909690.0;2401585.0;23.2;60.3;14.4;62.05;153802;1.51;132713;74.58;78.17;66097;59515;-15300
59;2;2012;16249103.0;3763637.0;9843921.0;2482967.0;22.9;59.8;14.9;62.82;152419;1.49;133556;74.68;78.2;66592;60010;-13497
60;2;2013;16240245.0;3721692.0;9783513.0;2559598.0;22.6;59.4;15.3;63.39;151786;1.48;134702;74.62;78.07;66558;58565;-15343
61;2;2014;16226210.0;3681407.0;9733344.0;2612835.0;22.4;59.0;15.6;63.78;150958;1.46;135756;74.49;77.88;66407;59352;-15447
62;2;2015;16212346.0;3642556.0;9690295.0;2664871.0;22.1;58.7;15.9;64.17;150267;1.46;137279;74.43;77.76;66274;59648;-15810
63;2;2016;16198230.0;3600509.0;9646971.0;2708655.0;21.9;58.4;16.1;64.45;149576;1.44;138189;74.49;77.78;66218;58134;-13119
64;2;2017;16184061.0;3559212.0;9605539.0;2753623.0;21.6;58.2;16.2;64.75;148825;1.44;139247;74.39;77.64;66201;57448;-14179
65;2;2018;16168525.0;3515564.0;9569836.0;2795456.0;21.4;57.8;16.5;65.06;148016;1.43;139385;74.38;77.59;66151;59381;-12794
66;2;2019;16137242.0;3467800.0;9531842.0;2835911.0;21.1;57.6;16.7;65.27;149258;1.42;143085;74.29;77.48;66097;59388;-12246
67;2;2020;16107329.0;3415737.0;9484416.0;2878974.0;20.8;57.3;16.8;65.36;148466;1.41;143716;74.24;77.4;65996;60029;-11638
68;2;2021;16071864.0;3363241.0;9451878.0;2919730.0;20.5;57.1;17.0;65.36;148296;1.39;144530;74.03;77.17;65866;59530;-10912
69;2;2022;16056083.0;3313105.0;9416050.0;2945870.0;20.2;56.8;17.2;65.57;147747;1.39;145416;74.16;77.28;65790;57285;-12337
70;2;2023;16032114.0;3271934.0;9377497.0;2975086.0;20.0;56.4;17.4;65.91;145906;1.37;147391;74.08;77.19;65731;58184;-12213
71;2;2024;15997529.0;3239179.0;9333772.0;3010896.0;19.8;56.1;17.5;66.17;146723;1.37;149477;74.13;77.22;65674;57697;-11781
72;2;2025;15972595.0;3201126.0;9271664.0;3043494.0;19.6;55.8;17.7;66.47;147349;1.36;150885;74.13;77.21;65624;60793;-11776
73;2;2026;15936634.0;3185026.0;9204038.0;3079705.0;19.4;55.5;17.9;66.87;144746;1.35;153368;74.22;77.28;65586;59144;-11356
74;2;2027;15902343.0;3169611.0;9138579.0;3124822.0;19.3;55.1;18.1;67.57;144474;1.35;154672;74.29;77.35;65552;57863;-11381
75;2;2028;15873339.0;3155010.0;9066722.0;3164224.0;19.1;54.7;18.2;68.28;146026;1.35;158597;74.21;77.26;65528;58724;-11584
76;2;2029;15827011.0;3128248.0;8987829.0;3206063.0;19.0;54.3;18.4;69.2;143284;1.32;162422;74.23;77.27;65514;57077;-11481
77;2;2030;15776407.0;3109985.0;8905003.0;3247475.0;19.0;53.8;18.6;70.11;142196;1.3;164666;74.14;77.17;65500;57336;-12350
78;2;2031;15732784.0;3092802.0;8828733.0;3268873.0;18.9;53.4;18.7;70.79;141442;1.3;165925;74.04;77.07;65483;57906;-13112
79;2;2032;15687505.0;3066284.0;8753051.0;3278884.0;18.9;53.1;18.8;71.51;138365;1.28;167520;73.98;77.01;65476;56559;-12872
80;2;2033;15637318.0;3054334.0;8677556.0;3290661.0;18.8;52.7;18.9;71.9;136117;1.26;169443;74.01;77.03;65470;57776;-12841
81;2;2034;15558123.0;3058376.0;8599827.0;3306830.0;18.7;52.4;19.1;72.5;133829;1.26;173477;73.96;76.98;65458;56206;-11438
82;2;2035;15491018.0;3050520.0;8507676.0;3320466.0;18.6;52.0;19.2;73.13;132974;1.26;175044;73.94;76.95;65454;55039;-12206
83;2;2036;15416443.0;3041741.0;8442682.0;3334807.0;18.5;51.7;19.3;73.74;129530;1.26;177647;73.95;76.97;65444;56506;-11226
84;2;2037;15323215.0;3010501.0;8370561.0;3331673.0;18.5;51.4;19.3;73.91;130241;1.26;178080;73.91;76.92;65441;56960;-11457
85;2;2038;15263883.0;2981013.0;8305560.0;3329083.0;18.4;51.2;19.2;73.87;125567;1.27;179816;73.99;77.0;65439;56132;-12767
86;2;2039;15166483.0;2952342.0;8251329.0;3297837.0;18.3;51.1;19.1;73.51;124021;1.26;181406;73.98;76.99;65444;55077;-11380
87;2;2040;15082786.0;2929671.0;8216839.0;3269108.0;18.2;51.1;19.0;73.0;123349;1.26;181624;73.8;76.81;65444;56022;-10600
88;2;2041;15023106.0;2888247.0;8201280.0;3229271.0;18.1;51.1;18.7;72.69;120818;1.25;181804;73.74;76.75;65445;54697;-10943
89;2;2042;14952876.0;2871386.0;8172280.0;3197799.0;18.0;51.1;18.5;72.12;120199;1.22;183193;73.6;76.61;65441;55548;-10080
90;2;2043;14866442.0;2849126.0;8150594.0;3152436.0;17.9;51.2;18.3;71.75;116414;1.25;183618;73.54;76.54;65437;53973;-9595
91;2;2044;14764322.0;2828024.0;8111731.0;3123479.0;17.9;51.2;18.1;71.22;115777;1.24;185137;73.73;76.74;65436;53701;-9402
92;2;2045;14689044.0;2800452.0;8101023.0;3077549.0;17.7;51.3;18.0;70.52;114712;1.26;185420;73.68;76.69;65434;54867;-10249
93;2;2046;14604773.0;2765974.0;8085444.0;3051342.0;17.6;51.3;17.8;69.81;114818;1.25;186442;73.67;76.67;65433;55554;-10565
94;2;2047;14530057.0;2735758.0;8065402.0;3025162.0;17.5;51.4;17.7;69.27;113262;1.23;187065;73.61;76.62;65433;54760;-10525
95;2;2048;14441202.0;2702354.0;8041958.0;2983931.0;17.4;51.5;17.5;68.75;111731;1.21;187553;73.55;76.55;65423;54866;-10607
96;2;2049;14337963.0;2664766.0;8030083.0;2939737.0;17.3;51.6;17.3;68.22;109592;1.21;189989;73.55;76.55;65425;53857;-9980
97;2;2050;14245937.0;2649048.0;8020333.0;2899281.0;17.2;51.7;17.1;67.69;108485;1.21;188767;73.51;76.51;65423;52820;-12001
98;3;2002;;;;;;;;;211175;1.81;151885;76.77;81.53;150660;97539;65067
99;3;2003;16234714.0;3982026.0;10029484.0;2232837.0;24.5;61.8;13.8;62.01;213198;1.86;158457;77.31;81.96;149879;101487;61718
100;3;2004;16356973.0;4021978.0;10081909.0;2274862.0;24.6;61.7;14.0;62.6;213017;1.89;162502;77.64;82.07;153067;103287;66425
101;3;2005;16483282.0;4057205.0;10139840.0;2317768.0;24.7;61.6;14.2;63.11;211275;1.91;167766;77.99;82.27;157519;105294;69405
102;3;2006;16610771.0;4085656.0;10196942.0;2365441.0;24.7;61.6;14.4;63.62;209713;1.92;171688;78.44;82.58;163439;106022;76383
103;3;2007;16737374.0;4109556.0;10266470.0;2410210.0;24.7;61.6;14.6;63.96;207328;1.93;176574;78.77;82.78;170597;107842;82354
104;3;2008;16868121.0;4128962.0;10338221.0;2460222.0;24.7;61.7;14.8;64.27;206446;1.95;180724;79.0;82.89;178277;109911;86814
105;3;2009;17006245.0;4150638.0;10403131.0;2518208.0;24.6;61.7;15.2;64.83;206928;1.97;183457;79.3;83.07;185437;111440;94463
106;3;2010;17140592.0;4169737.0;10467434.0;2586090.0;24.6;61.6;15.5;65.47;206888;1.98;185453;79.44;83.13;191608;113031;98212
107;3;2011;17275832.0;4179269.0;10549871.0;2643669.0;24.5;61.7;15.8;65.75;209346;2.0;187791;79.64;83.24;196356;117025;104213
108;3;2012;17405595.0;4187382.0;10576880.0;2769027.0;24.4;61.4;16.4;67.15;210641;2.0;190521;79.92;83.44;199579;118361;102191
109;3;2013;17541510.0;4202837.0;10600312.0;2877286.0;24.3;61.2;17.1;68.35;212252;2.01;193730;80.14;83.59;201917;120712;102329
110;3;2014;17681942.0;4227526.0;10638740.0;2976216.0;24.3;61.1;17.6;69.43;214943;2.02;196827;80.27;83.66;203703;122163;102693
111;3;2015;17813356.0;4246550.0;10681646.0;3069531.0;24.2;60.9;18.1;70.31;218511;2.03;201543;80.46;83.79;205400;122548;100971
112;3;2016;17944336.0;4271389.0;10731353.0;3149261.0;24.2;60.8;18.5;71.13;221420;2.05;203314;80.67;83.96;206808;124684;101997
113;3;2017;18064484.0;4304980.0;10774474.0;3229462.0;24.2;60.7;18.9;71.96;224717;2.05;206752;80.87;84.12;208108;125733;99561
114;3;2018;18202665.0;4338235.0;10818149.0;3307824.0;24.3;60.6;19.3;72.9;227643;2.06;209444;81.03;84.24;209188;127629;101628
