ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_019Jaar_2;k_2064Jaar_3;k_65JaarEnOuder_4;k_019Jaar_5;k_2064Jaar_6;k_65JaarEnOuder_7;DemografischeDruk_8;Levendgeborenen_9;TotaalVruchtbaarheidscijfer_10;Overledenen_11;LevensverwachtingMannen_12;LevensverwachtingVrouwen_13;Immigratie_14;EmigratieInclSaldoAdmCorrecties_15;MigratiesaldoInclSaldoAdmCorr_16
115;3;2019;18350248.0;4364522.0;10870987.0;3392477.0;24.3;60.5;19.7;73.69;230466;2.06;212951;81.19;84.38;210165;127509;99249
116;3;2020;18505477.0;4394043.0;10921659.0;3470482.0;24.3;60.5;20.1;74.52;234101;2.07;215334;81.26;84.42;210920;130121;101741
117;3;2021;18644744.0;4426040.0;10982856.0;3550655.0;24.3;60.5;20.5;75.22;236123;2.08;219771;81.6;84.73;211607;131357;99456
118;3;2022;18789916.0;4473587.0;11035600.0;3636715.0;24.3;60.4;20.9;76.16;237986;2.09;220466;81.84;84.96;212229;131991;101347
119;3;2023;18928934.0;4490265.0;11085101.0;3718359.0;24.4;60.3;21.3;77.22;241403;2.1;224837;81.92;85.02;212813;132535;99701
120;3;2024;19085102.0;4530561.0;11123028.0;3809787.0;24.4;60.2;21.8;78.1;246530;2.12;226723;82.12;85.2;213289;134135;97151
121;3;2025;19213551.0;4561551.0;11155313.0;3894695.0;24.4;60.1;22.2;79.16;248097;2.12;230080;82.25;85.33;213751;135386;99342
122;3;2026;19327655.0;4625315.0;11182346.0;3992644.0;24.5;59.9;22.7;80.22;247939;2.14;236816;82.53;85.6;214159;135280;99045
123;3;2027;19475434.0;4662270.0;11196282.0;4081067.0;24.6;59.7;23.2;81.48;250683;2.14;238329;82.58;85.64;214482;136707;100705
124;3;2028;19619959.0;4712546.0;11228914.0;4171296.0;24.7;59.4;23.7;82.79;253861;2.14;241548;82.74;85.79;214807;136463;97319
125;3;2029;19740616.0;4781177.0;11235553.0;4258147.0;24.7;59.1;24.2;84.27;255975;2.15;246030;82.91;85.96;215091;138508;94808
126;3;2030;19860117.0;4838848.0;11246098.0;4342687.0;24.8;58.8;24.6;85.7;256137;2.16;250062;83.02;86.06;215425;137941;95722
127;3;2031;20021891.0;4887171.0;11247918.0;4418522.0;25.0;58.5;25.0;87.12;256649;2.18;254067;83.08;86.11;215623;139149;95684
128;3;2032;20159025.0;4945191.0;11254969.0;4492285.0;25.2;58.3;25.4;88.41;256438;2.17;254870;83.3;86.33;215823;139626;93407
129;3;2033;20262992.0;4990421.0;11280506.0;4573190.0;25.3;58.2;25.7;89.66;261112;2.17;255184;83.41;86.44;215975;141186;93351
130;3;2034;20354031.0;5038441.0;11293727.0;4639158.0;25.4;58.0;26.1;90.89;262996;2.2;261188;83.38;86.4;216198;139378;93677
131;3;2035;20473657.0;5068267.0;11299461.0;4711948.0;25.6;57.8;26.6;92.33;263747;2.19;263744;83.59;86.61;216350;142576;97329
132;3;2036;20586116.0;5110677.0;11311453.0;4781922.0;25.7;57.6;27.0;93.57;264254;2.21;266987;83.56;86.58;216477;144805;99439
133;3;2037;20668840.0;5168798.0;11351717.0;4828117.0;25.8;57.5;27.3;94.57;264917;2.2;268284;83.64;86.65;216595;145179;97386
134;3;2038;20768342.0;5217905.0;11381229.0;4867177.0;25.8;57.5;27.4;95.37;267613;2.21;270165;83.77;86.79;216693;142053;97842
135;3;2039;20859391.0;5254508.0;11426305.0;4889429.0;26.0;57.6;27.6;95.67;269140;2.23;272708;83.85;86.86;216797;141755;97045
136;3;2040;20983532.0;5297720.0;11476915.0;4906618.0;26.0;57.8;27.6;95.65;270086;2.23;274669;83.93;86.93;216894;145067;94480
137;3;2041;21057369.0;5320056.0;11563515.0;4905564.0;26.2;57.9;27.5;95.62;271511;2.24;275442;84.13;87.14;217016;145502;94676
138;3;2042;21137252.0;5335375.0;11634090.0;4910067.0;26.2;58.1;27.6;95.6;272975;2.25;277912;84.22;87.23;217068;143820;94637
139;3;2043;21223616.0;5325091.0;11692974.0;4902266.0;26.3;58.2;27.6;95.4;276193;2.25;273442;84.41;87.42;217124;146518;93652
140;3;2044;21326367.0;5351187.0;11763169.0;4904707.0;26.4;58.4;27.6;95.23;280302;2.26;274398;84.53;87.53;217181;145591;95068
141;3;2045;21438947.0;5380635.0;11848684.0;4907562.0;26.5;58.6;27.5;94.94;285719;2.28;277449;84.77;87.78;217241;145698;95586
142;3;2046;21538555.0;5421669.0;11921235.0;4909615.0;26.5;58.9;27.5;94.93;284671;2.27;277622;84.68;87.68;217295;147433;94014
143;3;2047;21637778.0;5473388.0;11989563.0;4896296.0;26.6;59.1;27.5;94.72;285038;2.3;279899;84.81;87.81;217335;143406;94210
144;3;2048;21739394.0;5519315.0;12060744.0;4890954.0;26.7;59.3;27.4;94.16;289574;2.3;279309;84.94;87.94;217361;146565;94301
145;3;2049;21798374.0;5548577.0;12128126.0;4906364.0;26.8;59.4;27.3;93.67;294070;2.28;280395;85.13;88.13;217413;146986;97831
146;3;2050;21847808.0;5599789.0;12200560.0;4904147.0;26.8;59.6;27.3;93.28;299776;2.28;282573;85.35;88.35;217439;145277;96149
147;4;2002;;;;;;;;;197862;1.69;135077;75.53;80.3;109071;82073;20511
148;4;2003;16184857.0;3963505.0;9997106.0;2219773.0;24.5;61.7;13.7;61.82;194568;1.69;134584;75.58;80.23;92479;80089;4779
149;4;2004;16244773.0;3981778.0;10008029.0;2246394.0;24.5;61.6;13.8;62.18;190292;1.69;135553;75.52;79.95;84539;77918;-1959
150;4;2005;16291560.0;3988920.0;10016438.0;2271948.0;24.5;61.4;13.9;62.42;185815;1.68;135599;75.58;79.86;80342;75874;-5197
151;4;2006;16328550.0;3987009.0;10019866.0;2300410.0;24.4;61.2;14.0;62.65;181196;1.67;136812;75.65;79.79;79145;75285;-5668
152;4;2007;16358843.0;3975571.0;10035093.0;2322776.0;24.3;61.2;14.1;62.65;177063;1.67;138205;75.61;79.62;80458;73133;-2787
153;4;2008;16387710.0;3959738.0;10045908.0;2350340.0;24.1;61.1;14.2;62.69;173650;1.66;139295;75.67;79.56;83179;73028;391
154;4;2009;16415087.0;3945140.0;10045460.0;2387002.0;24.0;60.9;14.4;62.87;171157;1.65;141715;75.75;79.53;86091;72429;2804
155;4;2010;16438403.0;3922990.0;10039431.0;2429146.0;23.8;60.8;14.6;63.1;168546;1.64;142703;75.83;79.51;88574;72866;6089
156;4;2011;16459323.0;3892355.0;10051930.0;2462969.0;23.5;60.7;14.8;63.0;167477;1.63;143917;75.86;79.45;90094;72617;6221
157;4;2012;16479407.0;3862167.0;9999607.0;2556870.0;23.3;60.3;15.3;63.91;165600;1.62;144843;75.88;79.4;90533;72344;7321
158;4;2013;16495713.0;3833038.0;9953761.0;2641124.0;23.1;59.9;15.7;64.71;165058;1.61;147213;75.89;79.34;90243;73348;6846
159;4;2014;16514060.0;3803052.0;9919410.0;2710111.0;22.9;59.6;16.1;65.31;165544;1.61;148469;75.89;79.28;89956;73130;6510
160;4;2015;16527400.0;3774299.0;9893942.0;2771028.0;22.7;59.3;16.4;65.73;165218;1.61;149949;75.91;79.25;89632;73612;6567
161;4;2016;16540107.0;3751595.0;9868557.0;2821775.0;22.5;59.1;16.7;66.21;165669;1.6;151495;76.02;79.31;89388;73368;6938
162;4;2017;16552247.0;3727408.0;9842123.0;2870336.0;22.3;58.8;16.9;66.56;166567;1.6;153311;75.93;79.18;89157;74597;6444
163;4;2018;16564867.0;3700828.0;9810143.0;2928216.0;22.1;58.5;17.2;67.01;167167;1.6;155171;75.98;79.2;88925;74083;6349
164;4;2019;16578153.0;3670256.0;9789093.0;2975306.0;21.9;58.3;17.5;67.34;168324;1.59;157304;75.97;79.16;88679;73434;5477
165;4;2020;16584140.0;3636559.0;9766695.0;3024258.0;21.7;58.1;17.7;67.62;168000;1.59;159536;76.07;79.23;88402;73591;5393
166;4;2021;16589200.0;3601452.0;9746533.0;3075031.0;21.5;57.9;17.9;67.86;168998;1.58;161959;76.05;79.19;88129;73642;5834
167;4;2022;16591987.0;3568800.0;9718168.0;3126307.0;21.3;57.7;18.2;68.17;169292;1.58;162855;76.07;79.19;87892;73947;5784
168;4;2023;16590783.0;3542681.0;9685403.0;3172534.0;21.1;57.4;18.4;68.57;169978;1.57;164573;76.13;79.23;87680;74464;5297
169;4;2024;16588667.0;3519650.0;9649119.0;3221406.0;21.0;57.1;18.7;69.0;169582;1.57;166497;76.14;79.23;87487;74497;4528
170;4;2025;16587157.0;3494750.0;9606480.0;3268241.0;20.9;56.8;19.0;69.63;169782;1.56;169069;76.13;79.2;87290;74403;4616
171;4;2026;16568917.0;3477344.0;9559166.0;3320298.0;20.8;56.5;19.2;70.3;169215;1.55;171878;76.16;79.22;87138;74647;4900
172;4;2027;16553967.0;3468092.0;9502474.0;3374775.0;20.7;56.1;19.5;71.16;169194;1.55;174160;76.19;79.25;87011;74156;4117
173;4;2028;16546883.0;3455917.0;9442501.0;3422615.0;20.7;55.8;19.7;72.07;169277;1.55;175959;76.23;79.29;86890;74105;4744
174;4;2029;16527970.0;3451598.0;9378018.0;3471721.0;20.6;55.4;20.0;73.0;168358;1.55;179001;76.2;79.24;86779;73799;4705
175;4;2030;16497283.0;3450879.0;9304676.0;3518220.0;20.7;55.0;20.2;73.86;169035;1.55;181947;76.12;79.16;86692;74257;4885
176;4;2031;16468997.0;3443370.0;9235093.0;3560480.0;20.7;54.6;20.4;74.74;167217;1.55;184466;76.16;79.19;86615;73462;5380
177;4;2032;16451677.0;3447500.0;9170432.0;3595986.0;20.7;54.3;20.6;75.53;166843;1.54;186058;76.22;79.25;86533;73074;5910
178;4;2033;16425383.0;3441188.0;9107701.0;3623318.0;20.7;54.0;20.7;76.23;165260;1.53;188821;76.26;79.28;86468;73591;5762
179;4;2034;16384747.0;3446491.0;9042665.0;3652560.0;20.7;53.7;20.9;76.92;164311;1.53;191429;76.26;79.28;86406;72504;5612
180;4;2035;16339737.0;3449031.0;8968592.0;3683736.0;20.7;53.4;21.0;77.72;162180;1.53;193456;76.37;79.39;86367;71909;5342
181;4;2036;16304753.0;3454683.0;8900730.0;3712568.0;20.6;53.1;21.2;78.39;159772;1.52;196818;76.33;79.34;86311;72119;6032
182;4;2037;16280320.0;3454036.0;8846309.0;3727043.0;20.7;52.9;21.3;78.92;158541;1.52;197922;76.37;79.39;86260;72360;5885
