ID;Kenmerken;Perioden;VrijInOpnemenVerlof_1;ZelfOverUitvoeringWerkBeslissen_2;ZelfWerktempoKunnenRegelen_3;ZelfVolgordeWerkBepalen_4;ZelfBeslissenOverPauze_5;ZelfTemperatuurRegelen_6;ZelfVentilatieRegelen_7;LageAutonomie_8;HogeAutonomie_9;WerkSluitAanBijOpleidingErvaring_10;EentonigWerk_11;ZichKunnenOntplooienInWerk_12;ZelfOplossingenBedenken_13;LageVaardigheidsmogelijkheden_14;HogeVaardigheidsmogelijkheden_15;LageControlemogelijkheden_16;HogeControlemogelijkheden_17;HeeftWerkoverleg_18;IndienWerkoverlegTevredenMetOverleg_19;WerktZelfstandig_20;WerktOnderLeiding_21;WerktSomsZelfstSomsOnderLeiding_22;IndienWerkenOnderLeidingTevreden_23;InHoogTempoWerken_24;OnderTijdsdrukWerken_25;HoogWerktempoEnHogeTijdsdruk_26;HoogWerktempoEnOfHogeTijdsdruk_27;LageWerkdruk_28;HogeWerkdruk_29;GemiddeldRapportcijferWerkdruk_30;MoeilijkTeCombinerenOpdrachten_31;TeWeinigTijd_32;ErgVeelWerk_33;OnBetaaldOverwerk_34;HeeftProblemenDoorWerkdruk_35;ZiekteverzuimVanwegeWerkdruk_36;NaarHuisartsVanwegeWerkdruk_37;NaarSpecialistVanwegeWerkdruk_38;MedischeBehandelingVanwegeWerkdruk_39;GoedePromotiekansen_40;GoedeBeloning_41;LageWaarderingBeloning_42;HogeWaarderingBeloning_43
92;Opleidingsniveau: mavo;2001;68;67.0;59.0;65.0;49.0;34;37;42.0;28.0;57.0;10.0;64.0;65.0;52.0;20.0;48.0;19.0;85;78.0;43;29;26;80.0;39;26;22;42;41;25;5.3;;;;;25.0;20.0;17.0;2.0;6.0;33;68;41.0;30.0
93;Opleidingsniveau: mavo;2002;77;63.0;63.0;69.0;56.0;43;45;40.0;32.0;63.0;9.0;70.0;68.0;46.0;26.0;41.0;26.0;87;81.0;42;26;31;81.0;38;25;23;40;43;24;5.2;;;;;20.0;16.0;12.0;5.0;6.0;37;74;41.0;30.0
94;Opleidingsniveau: mavo;2003;78;;;;;42;44;;;;;;;;;;;86;80.0;47;25;27;81.0;37;26;22;42;44;24;5.1;;;;;;;;;;38;72;40.0;40.0
95;Opleidingsniveau: mavo;2004;78;;;;;44;45;;;;;;;;;;;82;78.0;46;22;30;77.0;35;24;18;41;44;21;5.0;;;;;;;;;;33;65;;
96;Opleidingsniveau: havo/vwo, mbo;1997;71;69.0;58.0;73.0;55.0;39;44;33.0;34.0;73.0;6.0;74.0;79.0;30.0;38.0;32.0;33.0;91;83.0;54;21;23;78.0;43;36;29;50;31;34;6.0;;;;;23.0;15.0;16.0;6.0;6.0;32;66;28.0;31.0
97;Opleidingsniveau: havo/vwo, mbo;1998;69;71.0;59.0;72.0;52.0;41;45;33.0;32.0;74.0;6.0;74.0;79.0;33.0;37.0;32.0;33.0;91;84.0;52;19;28;76.0;43;39;31;51;31;36;6.1;;;;;25.0;18.0;15.0;3.0;6.0;35;67;35.0;32.0
98;Opleidingsniveau: havo/vwo, mbo;1999;69;71.0;64.0;70.0;52.0;39;45;34.0;31.0;71.0;6.0;73.0;77.0;33.0;34.0;34.0;33.0;91;83.0;58;16;26;79.0;42;38;29;48;36;34;5.9;13.0;25.0;50.0;38.0;26.0;22.0;18.0;3.0;5.0;34;63;33.0;30.0
99;Opleidingsniveau: havo/vwo, mbo;2000;74;72.0;67.0;70.0;53.0;41;46;34.0;34.0;73.0;6.0;73.0;77.0;33.0;36.0;32.0;33.0;91;84.0;56;18;25;81.0;40;35;26;46;39;31;5.5;12.0;25.0;47.0;39.0;24.0;19.0;17.0;3.0;5.0;32;65;31.0;32.0
100;Opleidingsniveau: havo/vwo, mbo;2001;73;71.0;64.0;74.0;61.0;41;46;32.0;38.0;73.0;6.0;76.0;80.0;31.0;37.0;34.0;33.0;93;84.0;51;19;29;79.0;38;31;25;44;37;29;5.6;;;;;25.0;22.0;21.0;5.0;8.0;39;68;37.0;32.0
101;Opleidingsniveau: havo/vwo, mbo;2002;77;75.0;66.0;76.0;61.0;40;45;31.0;41.0;77.0;6.0;80.0;81.0;31.0;43.0;31.0;33.0;92;86.0;49;19;31;82.0;40;30;25;45;38;29;5.6;;;;;23.0;21.0;19.0;7.0;8.0;40;71;37.0;31.0
102;Opleidingsniveau: havo/vwo, mbo;2003;76;;;;;40;45;;;;;;;;;;;90;83.0;49;20;30;83.0;39;31;25;46;37;30;5.6;;;;;;;;;;36;69;41.0;31.0
103;Opleidingsniveau: havo/vwo, mbo;2004;78;;;;;41;46;;;;;;;;;;;89;83.0;49;20;30;79.0;39;30;25;44;39;28;5.5;;;;;;;;;;36;66;;
104;Opleidingsniveau: hbo, universiteit;1997;68;81.0;60.0;81.0;61.0;51;57;23.0;40.0;80.0;3.0;84.0;91.0;17.0;50.0;19.0;48.0;95;83.0;56;17;24;77.0;54;45;39;60;21;43;6.9;;;;;29.0;16.0;13.0;4.0;5.0;37;69;26.0;35.0
105;Opleidingsniveau: hbo, universiteit;1998;67;79.0;60.0;80.0;60.0;52;57;25.0;39.0;84.0;2.0;85.0;92.0;16.0;53.0;21.0;47.0;96;84.0;60;15;23;81.0;52;46;38;60;21;43;6.8;;;;;30.0;19.0;17.0;5.0;8.0;38;69;29.0;34.0
106;Opleidingsniveau: hbo, universiteit;1999;67;79.0;66.0;74.0;60.0;48;57;26.0;37.0;83.0;2.0;84.0;91.0;17.0;52.0;20.0;45.0;95;85.0;63;12;24;76.0;50;48;39;58;26;44;6.6;19.0;36.0;61.0;47.0;30.0;16.0;14.0;6.0;5.0;39;72;28.0;35.0
107;Opleidingsniveau: hbo, universiteit;2000;68;80.0;64.0;77.0;59.0;49;58;26.0;37.0;82.0;2.0;86.0;91.0;18.0;48.0;19.0;45.0;96;84.0;64;13;23;79.0;49;46;40;58;24;44;6.7;19.0;36.0;61.0;46.0;33.0;18.0;18.0;8.0;8.0;36;65;30.0;33.0
108;Opleidingsniveau: hbo, universiteit;2001;72;81.0;67.0;84.0;65.0;52;57;21.0;46.0;82.0;4.0;85.0;93.0;19.0;52.0;19.0;47.0;96;86.0;57;16;26;82.0;52;42;36;57;26;39;6.5;;;;;30.0;23.0;17.0;6.0;9.0;41;72;35.0;34.0
109;Opleidingsniveau: hbo, universiteit;2002;75;81.0;67.0;82.0;66.0;51;56;25.0;46.0;83.0;3.0;87.0;92.0;18.0;53.0;21.0;46.0;96;84.0;55;17;27;80.0;52;40;35;57;25;39;6.6;;;;;31.0;24.0;18.0;6.0;9.0;42;75;34.0;33.0
110;Opleidingsniveau: hbo, universiteit;2003;70;;;;;45;52;;;;;;;;;;;96;84.0;55;19;26;80.0;51;42;36;57;25;40;6.5;;;;;;;;;;38;73;38.0;35.0
111;Opleidingsniveau: hbo, universiteit;2004;72;;;;;50;55;;;;;;;;;;;95;84.0;55;16;28;80.0;50;41;35;56;26;38;6.5;;;;;;;;;;35;72;;
112;Elementaire beroepen;1997;69;50.0;50.0;55.0;35.0;15;21;54.0;18.0;37.0;25.0;46.0;43.0;75.0;9.0;69.0;7.0;73;82.0;40;35;24;85.0;39;28;24;42;44;27;5.2;;;;;19.0;19.0;17.0;5.0;6.0;20;59;40.0;19.0
113;Elementaire beroepen;1998;70;53.0;58.0;56.0;40.0;22;24;51.0;19.0;35.0;26.0;44.0;43.0;79.0;7.0;69.0;9.0;76;80.0;44;32;23;85.0;34;26;21;39;49;24;4.7;;;;;17.0;;;;;19;65;45.0;29.0
114;Elementaire beroepen;1999;73;54.0;61.0;51.0;43.0;17;23;51.0;21.0;42.0;21.0;46.0;49.0;71.0;9.0;62.0;11.0;79;81.0;53;19;28;85.0;34;25;20;36;53;24;4.7;6.0;14.0;35.0;33.0;17.0;24.0;12.0;4.0;7.0;19;64;42.0;27.0
115;Elementaire beroepen;2000;74;57.0;64.0;53.0;38.0;15;19;53.0;21.0;37.0;25.0;51.0;41.0;75.0;9.0;70.0;7.0;72;85.0;48;30;22;82.0;31;22;20;38;51;23;4.8;4.0;13.0;36.0;29.0;22.0;16.0;11.0;0.0;0.0;28;61;36.0;29.0
116;Elementaire beroepen;2001;68;60.0;57.0;57.0;41.0;20;27;52.0;24.0;37.0;24.0;45.0;50.0;77.0;9.0;65.0;8.0;75;77.0;43;31;25;84.0;34;23;20;37;51;23;4.7;;;;;24.0;18.0;21.0;6.0;9.0;21;65;58.0;22.0
117;Elementaire beroepen;2002;71;54.0;60.0;57.0;47.0;13;21;52.0;26.0;38.0;27.0;45.0;48.0;82.0;8.0;71.0;7.0;73;80.0;43;33;24;83.0;32;20;16;36;54;17;4.4;;;;;20.0;24.0;22.0;2.0;10.0;22;64;55.0;20.0
118;Elementaire beroepen;2003;79;;;;;19;25;;;;;;;;;;;73;77.0;46;32;23;78.0;33;22;16;39;43;21;4.8;;;;;;;;;;21;64;55.0;27.0
119;Elementaire beroepen;2004;80;;;;;24;29;;;;;;;;;;;74;75.0;47;29;24;78.0;33;23;19;37;52;20;4.5;;;;;;;;;;28;58;;
120;Lagere beroepen;1997;66;54.0;56.0;59.0;45.0;31;37;45.0;23.0;59.0;12.0;63.0;60.0;51.0;20.0;50.0;18.0;86;84.0;48;28;24;84.0;34;25;20;40;45;23;5.0;;;;;20.0;17.0;14.0;7.0;7.0;28;65;32.0;28.0
121;Lagere beroepen;1998;65;55.0;53.0;55.0;43.0;34;38;49.0;21.0;62.0;11.0;64.0;61.0;50.0;21.0;52.0;18.0;86;81.0;45;28;26;83.0;34;24;19;39;43;22;5.0;;;;;20.0;21.0;18.0;8.0;10.0;28;65;43.0;30.0
122;Lagere beroepen;1999;64;57.0;61.0;55.0;42.0;27;33;48.0;21.0;59.0;12.0;59.0;60.0;55.0;17.0;52.0;16.0;86;82.0;52;22;26;81.0;33;27;21;38;46;25;5.0;6.0;15.0;38.0;32.0;24.0;26.0;21.0;5.0;10.0;27;68;34.0;31.0
123;Lagere beroepen;2000;68;58.0;62.0;57.0;45.0;31;36;50.0;22.0;58.0;13.0;63.0;57.0;55.0;19.0;54.0;17.0;85;84.0;50;26;23;85.0;34;25;20;40;48;23;4.8;6.0;15.0;38.0;30.0;20.0;25.0;18.0;4.0;7.0;26;64;36.0;28.0
124;Lagere beroepen;2001;73;58.0;60.0;60.0;51.0;33;40;45.0;26.0;61.0;12.0;64.0;61.0;51.0;21.0;52.0;18.0;86;82.0;46;26;26;83.0;35;24;20;39;46;22;4.9;;;;;24.0;15.0;17.0;6.0;6.0;30;67;45.0;28.0
125;Lagere beroepen;2002;72;58.0;60.0;60.0;48.0;32;37;49.0;26.0;59.0;13.0;63.0;64.0;58.0;21.0;53.0;16.0;86;81.0;44;28;28;80.0;34;23;20;37;47;23;4.8;;;;;19.0;28.0;21.0;5.0;9.0;32;66;48.0;26.0
126;Lagere beroepen;2003;75;;;;;34;40;;;;;;;;;;;84;81.0;46;23;29;83.0;35;25;20;40;48;23;4.8;;;;;;;;;;33;64;46.0;32.0
127;Lagere beroepen;2004;76;;;;;36;40;;;;;;;;;;;85;80.0;47;24;28;78.0;34;23;19;38;50;21;4.7;;;;;;;;;;30;60;;
128;Middelbare beroepen;1997;70;72.0;60.0;75.0;57.0;41;47;30.0;35.0;75.0;5.0;75.0;82.0;28.0;39.0;29.0;35.0;91;81.0;57;19;23;76.0;42;33;28;48;32;31;5.9;;;;;24.0;13.0;14.0;4.0;5.0;33;67;28.0;32.0
129;Middelbare beroepen;1998;71;73.0;63.0;76.0;55.0;43;49;29.0;36.0;78.0;6.0;78.0;80.0;29.0;37.0;27.0;35.0;91;83.0;53;19;27;76.0;40;34;28;47;33;33;5.8;;;;;24.0;16.0;15.0;4.0;7.0;33;66;35.0;31.0
130;Middelbare beroepen;1999;69;73.0;65.0;73.0;57.0;42;48;31.0;34.0;76.0;5.0;77.0;80.0;28.0;36.0;28.0;37.0;91;83.0;60;14;25;80.0;42;38;30;50;35;35;5.9;13.0;26.0;53.0;40.0;27.0;19.0;17.0;4.0;5.0;35;63;30.0;31.0
131;Middelbare beroepen;2000;74;74.0;68.0;73.0;58.0;41;48;30.0;37.0;78.0;5.0;77.0;80.0;28.0;37.0;27.0;36.0;93;85.0;58;16;26;82.0;40;36;29;46;36;33;5.7;12.0;24.0;48.0;40.0;26.0;18.0;17.0;5.0;7.0;36;65;30.0;34.0
132;Middelbare beroepen;2001;74;74.0;66.0;78.0;65.0;43;46;28.0;41.0;76.0;5.0;78.0;81.0;29.0;37.0;28.0;35.0;92;83.0;52;18;28;79.0;38;31;25;44;37;29;5.6;;;;;22.0;22.0;21.0;7.0;9.0;41;68;35.0;34.0
133;Middelbare beroepen;2002;78;75.0;67.0;78.0;62.0;41;45;30.0;42.0;80.0;5.0;81.0;82.0;29.0;42.0;29.0;34.0;93;86.0;51;19;30;83.0;39;29;24;44;37;28;5.6;;;;;24.0;19.0;18.0;5.0;8.0;39;70;37.0;31.0
134;Middelbare beroepen;2003;76;;;;;41;46;;;;;;;;;;;91;84.0;52;19;28;81.0;39;31;26;44;38;30;5.6;;;;;;;;;;39;69;40.0;33.0
135;Middelbare beroepen;2004;78;;;;;42;47;;;;;;;;;;;90;83.0;51;18;30;80.0;38;30;25;44;38;28;5.5;;;;;;;;;;39;67;;
136;Hogere beroepen;1997;68;81.0;61.0;82.0;62.0;49;56;23.0;41.0;84.0;1.0;86.0;92.0;14.0;51.0;17.0;48.0;95;85.0;63;14;22;79.0;52;44;37;58;24;42;6.7;;;;;27.0;15.0;17.0;9.0;9.0;39;70;24.0;37.0
137;Hogere beroepen;1998;63;79.0;59.0;81.0;60.0;52;57;25.0;39.0;87.0;1.0;88.0;91.0;13.0;54.0;20.0;47.0;95;85.0;64;13;22;82.0;50;46;37;60;25;42;6.6;;;;;29.0;26.0;22.0;5.0;8.0;42;71;29.0;36.0
138;Hogere beroepen;1999;65;79.0;66.0;74.0;59.0;48;56;28.0;37.0;85.0;2.0;84.0;92.0;16.0;52.0;21.0;46.0;94;85.0;64;12;22;74.0;48;47;35;54;28;41;6.4;18.0;36.0;58.0;43.0;30.0;19.0;18.0;5.0;6.0;39;68;29.0;34.0
139;Hogere beroepen;2000;66;80.0;66.0;76.0;59.0;49;58;27.0;37.0;85.0;2.0;85.0;92.0;16.0;51.0;19.0;44.0;96;83.0;67;11;22;75.0;46;44;37;56;27;43;6.4;19.0;36.0;61.0;46.0;34.0;17.0;16.0;4.0;6.0;36;62;31.0;32.0
140;Hogere beroepen;2001;69;81.0;65.0;82.0;63.0;51;57;23.0;44.0;85.0;3.0;88.0;93.0;15.0;53.0;21.0;46.0;96;85.0;58;14;26;84.0;47;39;33;53;28;37;6.3;;;;;31.0;25.0;22.0;6.0;11.0;43;73;32.0;36.0
141;Hogere beroepen;2002;73;82.0;68.0;84.0;66.0;52;61;24.0;48.0;87.0;2.0;90.0;92.0;14.0;56.0;19.0;48.0;95;84.0;57;15;27;80.0;50;40;35;55;25;39;6.5;;;;;30.0;25.0;18.0;8.0;9.0;46;76;31.0;37.0
142;Hogere beroepen;2003;70;;;;;47;54;;;;;;;;;;;95;83.0;58;16;25;83.0;48;41;34;55;27;38;6.4;;;;;;;;;;39;75;36.0;36.0
143;Hogere beroepen;2004;72;;;;;50;56;;;;;;;;;;;95;84.0;55;15;29;82.0;46;37;31;53;28;34;6.2;;;;;;;;;;36;71;;
144;Wetenschappelijke beroepen;1997;72;88.0;63.0;85.0;66.0;61;60;17.0;45.0;91.0;2.0;91.0;96.0;9.0;62.0;13.0;58.0;98;84.0;57;15;27;77.0;57;55;45;67;15;51;7.4;;;;;28.0;13.0;12.0;1.0;2.0;44;79;16.0;42.0
145;Wetenschappelijke beroepen;1998;74;84.0;63.0;82.0;69.0;49;54;18.0;46.0;93.0;2.0;88.0;95.0;12.0;61.0;15.0;56.0;97;85.0;63;11;25;82.0;60;53;48;65;14;52;7.5;;;;;31.0;14.0;15.0;3.0;4.0;48;71;22.0;44.0
146;Wetenschappelijke beroepen;1999;70;83.0;70.0;80.0;63.0;49;56;21.0;43.0;89.0;0.0;92.0;96.0;8.0;63.0;14.0;51.0;97;86.0;65;10;23;73.0;58;55;50;69;16;55;7.5;25.0;42.0;71.0;55.0;35.0;15.0;14.0;5.0;7.0;47;78;23.0;41.0
147;Wetenschappelijke beroepen;2000;72;86.0;68.0;81.0;59.0;53;61;20.0;40.0;89.0;2.0;88.0;95.0;10.0;58.0;15.0;55.0;96;83.0;64;14;21;76.0;58;53;48;66;18;51;7.3;22.0;40.0;65.0;46.0;26.0;14.0;20.0;9.0;11.0;43;73;22.0;42.0
148;Wetenschappelijke beroepen;2001;75;89.0;70.0;90.0;70.0;55;60;16.0;51.0;89.0;2.0;92.0;98.0;11.0;66.0;11.0;57.0;97;88.0;65;14;21;79.0;60;47;42;66;19;45;7.1;;;;;34.0;16.0;11.0;0.0;3.0;51;76;26.0;43.0
149;Wetenschappelijke beroepen;2002;79;88.0;67.0;85.0;75.0;56;53;16.0;51.0;84.0;2.0;91.0;95.0;11.0;57.0;13.0;55.0;98;85.0;60;12;27;72.0;54;45;38;61;19;44;7.1;;;;;33.0;19.0;16.0;4.0;4.0;50;79;27.0;34.0
150;Wetenschappelijke beroepen;2003;78;;;;;51;54;;;;;;;;;;;95;87.0;54;17;28;83.0;55;48;43;60;19;46;6.9;;;;;;;;;;44;77;34.0;36.0
151;Wetenschappelijke beroepen;2004;76;;;;;55;61;;;;;;;;;;;96;84.0;59;16;25;81.0;56;52;45;64;19;49;7.2;;;;;;;;;;37;78;;
152;Arbeidsduur 12 tot 20 uur per week;1997;69;53.0;53.0;57.0;37.0;36;43;51.0;21.0;55.0;14.0;55.0;56.0;53.0;21.0;53.0;18.0;81;87.0;54;28;16;87.0;38;20;18;40;44;20;4.9;;;;;14.0;19.0;21.0;12.0;15.0;14;66;36.0;23.0
153;Arbeidsduur 12 tot 20 uur per week;1998;71;54.0;48.0;57.0;36.0;35;42;52.0;20.0;58.0;11.0;54.0;57.0;56.0;17.0;55.0;16.0;81;88.0;47;30;21;83.0;31;18;14;35;49;18;4.5;;;;;14.0;;;;;15;67;48.0;30.0
154;Arbeidsduur 12 tot 20 uur per week;1999;68;59.0;63.0;60.0;42.0;36;41;45.0;27.0;54.0;12.0;56.0;59.0;55.0;20.0;51.0;22.0;81;87.0;58;19;22;83.0;30;22;17;33;54;19;4.3;5.0;17.0;33.0;21.0;18.0;26.0;20.0;6.0;9.0;18;67;36.0;34.0
155;Arbeidsduur 12 tot 20 uur per week;2000;75;60.0;63.0;61.0;41.0;32;37;46.0;24.0;58.0;12.0;61.0;59.0;52.0;22.0;51.0;19.0;85;87.0;54;22;22;87.0;33;23;21;37;53;22;4.7;5.0;18.0;31.0;22.0;17.0;27.0;12.0;1.0;3.0;18;61;42.0;28.0
156;Arbeidsduur 12 tot 20 uur per week;2001;71;65.0;56.0;63.0;41.0;32;41;47.0;26.0;54.0;11.0;61.0;62.0;53.0;23.0;53.0;16.0;85;86.0;48;24;26;86.0;37;20;18;39;45;19;4.8;;;;;16.0;18.0;16.0;5.0;8.0;21;68;46.0;28.0
157;Arbeidsduur 12 tot 20 uur per week;2002;73;62.0;60.0;68.0;48.0;32;38;46.0;31.0;57.0;15.0;63.0;58.0;60.0;21.0;55.0;18.0;79;87.0;46;27;26;85.0;34;21;18;36;50;20;4.6;;;;;16.0;22.0;14.0;1.0;6.0;20;71;53.0;22.0
158;Arbeidsduur 12 tot 20 uur per week;2003;75;;;;;34;40;;;;;;;;;;;78;85.0;51;25;23;85.0;39;24;22;41;45;23;4.9;;;;;;;;;;28;70;44.0;34.0
159;Arbeidsduur 12 tot 20 uur per week;2004;74;;;;;36;37;;;;;;;;;;;83;78.0;47;24;29;83.0;32;20;18;35;55;19;4.4;;;;;;;;;;26;69;;
160;Arbeidsduur 20 tot 35 uur per week;1997;64;61.0;51.0;67.0;43.0;38;44;43.0;26.0;70.0;8.0;70.0;71.0;37.0;34.0;42.0;26.0;89;82.0;49;25;24;79.0;40;32;27;45;37;30;5.6;;;;;27.0;16.0;14.0;7.0;9.0;22;60;37.0;26.0
161;Arbeidsduur 20 tot 35 uur per week;1998;63;60.0;52.0;65.0;41.0;38;46;45.0;25.0;73.0;9.0;71.0;68.0;36.0;33.0;45.0;25.0;89;81.0;46;26;27;77.0;39;31;26;44;39;29;5.5;;;;;27.0;22.0;20.0;7.0;12.0;25;60;43.0;28.0
162;Arbeidsduur 20 tot 35 uur per week;1999;61;66.0;61.0;64.0;42.0;36;45;40.0;24.0;72.0;6.0;71.0;71.0;37.0;31.0;39.0;26.0;89;82.0;55;17;27;81.0;39;33;29;45;41;33;5.6;10.0;25.0;44.0;27.0;31.0;26.0;17.0;4.0;6.0;26;60;37.0;30.0
163;Arbeidsduur 20 tot 35 uur per week;2000;66;67.0;63.0;66.0;46.0;41;47;41.0;28.0;71.0;7.0;73.0;72.0;38.0;32.0;39.0;28.0;90;85.0;57;21;22;81.0;36;30;25;42;42;28;5.3;9.0;24.0;43.0;28.0;27.0;25.0;25.0;7.0;10.0;25;58;38.0;29.0
164;Arbeidsduur 20 tot 35 uur per week;2001;68;67.0;61.0;70.0;50.0;41;48;39.0;30.0;73.0;7.0;73.0;73.0;33.0;33.0;39.0;26.0;89;81.0;48;25;26;79.0;39;30;26;44;41;28;5.4;;;;;28.0;27.0;26.0;6.0;11.0;26;61;49.0;24.0
165;Arbeidsduur 20 tot 35 uur per week;2002;70;67.0;60.0;67.0;48.0;39;44;44.0;32.0;75.0;7.0;74.0;76.0;36.0;37.0;43.0;27.0;92;83.0;44;25;30;80.0;41;28;24;45;38;27;5.5;;;;;25.0;23.0;21.0;9.0;9.0;32;64;46.0;26.0
166;Arbeidsduur 20 tot 35 uur per week;2003;70;;;;;39;46;;;;;;;;;;;91;82.0;45;24;30;83.0;38;28;24;43;41;27;5.3;;;;;;;;;;30;63;48.0;29.0
167;Arbeidsduur 20 tot 35 uur per week;2004;73;;;;;42;46;;;;;;;;;;;91;84.0;47;23;30;81.0;39;28;24;44;40;27;5.4;;;;;;;;;;28;64;;
168;Arbeidsduur 35 uur of meer per week;1997;70;73.0;61.0;75.0;60.0;41;46;28.0;37.0;74.0;6.0;77.0;80.0;29.0;39.0;28.0;37.0;91;82.0;56;19;24;79.0;45;37;31;51;30;35;6.1;;;;;24.0;14.0;15.0;4.0;4.0;38;70;25.0;35.0
169;Arbeidsduur 35 uur of meer per week;1998;70;75.0;63.0;75.0;59.0;44;47;28.0;37.0;76.0;6.0;79.0;81.0;29.0;41.0;27.0;38.0;91;83.0;57;17;25;81.0;44;39;31;51;30;36;6.1;;;;;25.0;17.0;16.0;4.0;6.0;39;70;31.0;34.0
170;Arbeidsduur 35 uur of meer per week;1999;69;73.0;66.0;70.0;59.0;40;46;32.0;34.0;75.0;6.0;76.0;81.0;29.0;39.0;29.0;37.0;92;83.0;60;15;24;78.0;44;41;32;52;32;37;6.1;15.0;27.0;55.0;46.0;27.0;18.0;18.0;5.0;7.0;38;69;28.0;33.0
171;Arbeidsduur 35 uur of meer per week;2000;72;74.0;67.0;71.0;59.0;40;47;31.0;36.0;76.0;7.0;77.0;80.0;29.0;39.0;29.0;37.0;91;83.0;58;16;24;81.0;43;38;32;51;33;37;6.0;14.0;26.0;53.0;45.0;27.0;16.0;15.0;4.0;6.0;39;67;28.0;34.0
172;Arbeidsduur 35 uur of meer per week;2001;74;75.0;66.0;77.0;66.0;43;47;27.0;43.0;75.0;7.0;79.0;82.0;30.0;41.0;28.0;39.0;92;84.0;54;18;27;81.0;42;34;28;48;34;32;5.9;;;;;26.0;18.0;17.0;5.0;7.0;45;73;33.0;36.0
173;Arbeidsduur 35 uur of meer per week;2002;78;76.0;68.0;78.0;67.0;43;47;27.0;44.0;77.0;6.0;81.0;84.0;29.0;43.0;26.0;38.0;93;84.0;54;18;27;80.0;43;34;29;48;34;33;5.9;;;;;25.0;22.0;18.0;5.0;8.0;45;74;33.0;34.0
174;Arbeidsduur 35 uur of meer per week;2003;76;;;;;41;46;;;;;;;;;;;91;83.0;54;18;27;81.0;42;36;29;49;34;34;5.9;;;;;;;;;;41;72;38.0;35.0
175;Arbeidsduur 35 uur of meer per week;2004;78;;;;;44;49;;;;;;;;;;;90;83.0;54;17;28;79.0;43;36;29;49;33;33;5.9;;;;;;;;;;41;68;;
176;0000b Landbouw, bosbouw, visserij (A+B);1997;67;68.0;70.0;67.0;63.0;26;35;33.0;46.0;68.0;12.0;70.0;64.0;43.0;31.0;37.0;34.0;71;88.0;66;14;18;;30;17;12;35;42;14;4.7;;;;;15.0;;;;;30;58;30.0;32.0
177;0000b Landbouw, bosbouw, visserij (A+B);1998;70;75.0;79.0;71.0;67.0;29;38;26.0;49.0;64.0;12.0;67.0;70.0;43.0;34.0;35.0;38.0;73;89.0;65;16;15;;24;14;11;27;50;13;4.3;;;;;17.0;;;;;24;62;31.0;30.0
178;0000b Landbouw, bosbouw, visserij (A+B);1999;70;75.0;85.0;69.0;68.0;33;41;21.0;52.0;73.0;12.0;76.0;71.0;33.0;31.0;24.0;43.0;75;88.0;75;8;16;;26;20;19;36;50;22;4.8;6.0;12.0;54.0;40.0;20.0;;;;;29;69;29.0;41.0
179;0000b Landbouw, bosbouw, visserij (A+B);2000;78;73.0;82.0;66.0;59.0;27;36;35.0;42.0;64.0;18.0;66.0;67.0;48.0;29.0;38.0;34.0;69;84.0;57;19;17;;29;19;13;25;53;18;4.3;4.0;15.0;44.0;29.0;15.0;;;;;26;63;36.0;36.0
180;0000b Landbouw, bosbouw, visserij (A+B);2001;79;73.0;85.0;66.0;71.0;31;37;28.0;49.0;67.0;10.0;64.0;72.0;46.0;28.0;34.0;31.0;73;94.0;66;10;19;;30;14;12;32;49;14;4.5;;;;;13.0;;;;;26;66;38.0;25.0
181;0000b Landbouw, bosbouw, visserij (A+B);2002;82;83.0;82.0;78.0;71.0;29;36;24.0;58.0;80.0;10.0;82.0;79.0;32.0;41.0;27.0;36.0;76;90.0;71;9;16;;38;25;20;43;43;24;5.2;;;;;22.0;;;;;25;60;39.0;22.0
182;0000b Landbouw, bosbouw, visserij (A+B);2003;77;;;;;20;32;;;;;;;;;;;72;87.0;64;10;21;;29;14;12;31;43;14;4.7;;;;;;;;;;34;62;33.0;46.0
183;0000b Landbouw, bosbouw, visserij (A+B);2004;77;;;;;29;33;;;;;;;;;;;74;;66;11;23;90.0;33;18;14;37;44;18;4.8;;;;;;;;;;32;54;;
184;1000m Nijverheid en energievoorziening;1997;73;64.0;61.0;65.0;58.0;30;36;35.0;32.0;70.0;10.0;73.0;69.0;39.0;32.0;39.0;28.0;92;83.0;54;20;24;81.0;40;34;28;47;37;32;5.7;;;;;21.0;17.0;16.0;9.0;6.0;38;72;25.0;35.0
185;1000m Nijverheid en energievoorziening;1998;73;68.0;60.0;69.0;57.0;31;38;33.0;32.0;72.0;9.0;76.0;75.0;39.0;33.0;33.0;28.0;91;82.0;51;22;26;81.0;38;34;28;45;35;32;5.7;;;;;22.0;14.0;15.0;4.0;8.0;38;70;35.0;30.0
186;1000m Nijverheid en energievoorziening;1999;74;66.0;65.0;65.0;54.0;29;36;38.0;32.0;71.0;12.0;69.0;71.0;39.0;30.0;39.0;29.0;90;82.0;57;19;23;81.0;40;36;29;49;37;34;5.7;13.0;20.0;49.0;40.0;24.0;19.0;22.0;4.0;8.0;35;70;29.0;34.0
187;1000m Nijverheid en energievoorziening;2000;76;67.0;65.0;65.0;57.0;28;36;40.0;30.0;70.0;12.0;69.0;68.0;40.0;28.0;42.0;26.0;90;85.0;58;21;20;84.0;39;35;28;50;37;32;5.7;11.0;21.0;51.0;39.0;22.0;21.0;17.0;7.0;10.0;36;68;29.0;35.0
