ID;Geboorteland;Leeftijd;Perioden;TotaalAdoptiesExclPartneradopties_1;GeadopteerdeMeisjes_2;GeadopteerdeJongens_3
699;4;5 jaar;2010;11;3;8
700;4;5 jaar;2011;0;0;0
701;4;5 jaar;2012;0;0;0
702;4;6 jaar of ouder;1995;1;1;0
703;4;6 jaar of ouder;1996;0;0;0
704;4;6 jaar of ouder;1997;0;0;0
705;4;6 jaar of ouder;1998;2;0;2
706;4;6 jaar of ouder;1999;2;2;0
707;4;6 jaar of ouder;2000;0;0;0
708;4;6 jaar of ouder;2001;4;2;2
709;4;6 jaar of ouder;2002;2;1;1
710;4;6 jaar of ouder;2003;4;2;2
711;4;6 jaar of ouder;2004;6;4;2
712;4;6 jaar of ouder;2005;4;3;1
713;4;6 jaar of ouder;2006;8;3;5
714;4;6 jaar of ouder;2007;0;0;0
715;4;6 jaar of ouder;2008;7;5;2
716;4;6 jaar of ouder;2009;10;6;4
717;4;6 jaar of ouder;2010;8;3;5
718;4;6 jaar of ouder;2011;0;0;0
719;4;6 jaar of ouder;2012;0;0;0
720;5;Alle leeftijden;1995;28;14;14
721;5;Alle leeftijden;1996;38;14;24
722;5;Alle leeftijden;1997;45;20;25
723;5;Alle leeftijden;1998;40;22;18
724;5;Alle leeftijden;1999;46;26;20
725;5;Alle leeftijden;2000;30;18;12
726;5;Alle leeftijden;2001;44;22;22
727;5;Alle leeftijden;2002;62;38;24
728;5;Alle leeftijden;2003;72;38;34
729;5;Alle leeftijden;2004;48;24;24
730;5;Alle leeftijden;2005;49;17;32
731;5;Alle leeftijden;2006;41;11;30
732;5;Alle leeftijden;2007;31;17;14
733;5;Alle leeftijden;2008;36;15;21
734;5;Alle leeftijden;2009;35;17;18
735;5;Alle leeftijden;2010;24;9;15
736;5;Alle leeftijden;2011;17;7;10
737;5;Alle leeftijden;2012;16;7;9
738;5;0 jaar;1995;25;12;13
739;5;0 jaar;1996;31;14;17
740;5;0 jaar;1997;37;18;19
741;5;0 jaar;1998;37;22;15
742;5;0 jaar;1999;39;23;16
743;5;0 jaar;2000;27;16;11
744;5;0 jaar;2001;34;20;14
745;5;0 jaar;2002;42;26;16
746;5;0 jaar;2003;58;30;28
747;5;0 jaar;2004;29;13;16
748;5;0 jaar;2005;32;9;23
749;5;0 jaar;2006;31;8;23
750;5;0 jaar;2007;20;13;7
751;5;0 jaar;2008;21;10;11
752;5;0 jaar;2009;24;11;13
753;5;0 jaar;2010;13;4;9
754;5;0 jaar;2011;9;2;7
755;5;0 jaar;2012;8;5;3
756;5;1 jaar;1995;2;2;0
757;5;1 jaar;1996;3;0;3
758;5;1 jaar;1997;5;1;4
759;5;1 jaar;1998;1;0;1
760;5;1 jaar;1999;5;3;2
761;5;1 jaar;2000;1;0;1
762;5;1 jaar;2001;9;2;7
763;5;1 jaar;2002;11;7;4
764;5;1 jaar;2003;11;6;5
765;5;1 jaar;2004;11;6;5
766;5;1 jaar;2005;8;4;4
767;5;1 jaar;2006;5;0;5
768;5;1 jaar;2007;6;2;4
769;5;1 jaar;2008;8;3;5
770;5;1 jaar;2009;6;3;3
771;5;1 jaar;2010;5;3;2
772;5;1 jaar;2011;4;3;1
773;5;1 jaar;2012;5;2;3
774;5;2 jaar;1995;0;0;0
775;5;2 jaar;1996;1;0;1
776;5;2 jaar;1997;1;1;0
777;5;2 jaar;1998;1;0;1
778;5;2 jaar;1999;1;0;1
779;5;2 jaar;2000;0;0;0
780;5;2 jaar;2001;0;0;0
781;5;2 jaar;2002;7;4;3
782;5;2 jaar;2003;3;2;1
783;5;2 jaar;2004;3;1;2
784;5;2 jaar;2005;6;3;3
785;5;2 jaar;2006;0;0;0
786;5;2 jaar;2007;3;2;1
787;5;2 jaar;2008;3;2;1
788;5;2 jaar;2009;2;2;0
789;5;2 jaar;2010;1;1;0
790;5;2 jaar;2011;2;1;1
791;5;2 jaar;2012;1;0;1
792;5;3 jaar;1995;1;0;1
793;5;3 jaar;1996;1;0;1
794;5;3 jaar;1997;0;0;0
795;5;3 jaar;1998;1;0;1
796;5;3 jaar;1999;0;0;0
797;5;3 jaar;2000;0;0;0
798;5;3 jaar;2001;1;0;1
799;5;3 jaar;2002;0;0;0
800;5;3 jaar;2003;0;0;0
801;5;3 jaar;2004;1;1;0
802;5;3 jaar;2005;1;1;0
803;5;3 jaar;2006;0;0;0
804;5;3 jaar;2007;2;0;2
805;5;3 jaar;2008;1;0;1
806;5;3 jaar;2009;0;0;0
807;5;3 jaar;2010;1;0;1
808;5;3 jaar;2011;2;1;1
809;5;3 jaar;2012;1;0;1
810;5;4 jaar;1995;0;0;0
811;5;4 jaar;1996;1;0;1
812;5;4 jaar;1997;0;0;0
813;5;4 jaar;1998;0;0;0
814;5;4 jaar;1999;1;0;1
815;5;4 jaar;2000;0;0;0
816;5;4 jaar;2001;0;0;0
817;5;4 jaar;2002;2;1;1
818;5;4 jaar;2003;0;0;0
819;5;4 jaar;2004;2;1;1
820;5;4 jaar;2005;1;0;1
821;5;4 jaar;2006;0;0;0
822;5;4 jaar;2007;0;0;0
823;5;4 jaar;2008;0;0;0
824;5;4 jaar;2009;2;0;2
825;5;4 jaar;2010;2;1;1
826;5;4 jaar;2011;0;0;0
827;5;4 jaar;2012;0;0;0
828;5;5 jaar;1995;0;0;0
829;5;5 jaar;1996;1;0;1
830;5;5 jaar;1997;2;0;2
831;5;5 jaar;1998;0;0;0
832;5;5 jaar;1999;0;0;0
833;5;5 jaar;2000;0;0;0
834;5;5 jaar;2001;0;0;0
835;5;5 jaar;2002;0;0;0
836;5;5 jaar;2003;0;0;0
837;5;5 jaar;2004;1;1;0
838;5;5 jaar;2005;1;0;1
839;5;5 jaar;2006;5;3;2
840;5;5 jaar;2007;0;0;0
841;5;5 jaar;2008;2;0;2
842;5;5 jaar;2009;0;0;0
843;5;5 jaar;2010;0;0;0
844;5;5 jaar;2011;0;0;0
845;5;5 jaar;2012;1;0;1
846;5;6 jaar of ouder;1995;0;0;0
847;5;6 jaar of ouder;1996;0;0;0
848;5;6 jaar of ouder;1997;0;0;0
849;5;6 jaar of ouder;1998;0;0;0
850;5;6 jaar of ouder;1999;0;0;0
851;5;6 jaar of ouder;2000;2;2;0
852;5;6 jaar of ouder;2001;0;0;0
853;5;6 jaar of ouder;2002;0;0;0
854;5;6 jaar of ouder;2003;0;0;0
855;5;6 jaar of ouder;2004;1;1;0
856;5;6 jaar of ouder;2005;0;0;0
857;5;6 jaar of ouder;2006;0;0;0
858;5;6 jaar of ouder;2007;0;0;0
859;5;6 jaar of ouder;2008;1;0;1
860;5;6 jaar of ouder;2009;1;1;0
861;5;6 jaar of ouder;2010;2;0;2
862;5;6 jaar of ouder;2011;0;0;0
863;5;6 jaar of ouder;2012;0;0;0
864;6;Alle leeftijden;1995;59;43;16
865;6;Alle leeftijden;1996;35;28;7
866;6;Alle leeftijden;1997;51;38;13
867;6;Alle leeftijden;1998;73;47;26
868;6;Alle leeftijden;1999;58;41;17
869;6;Alle leeftijden;2000;62;47;15
870;6;Alle leeftijden;2001;50;33;17
871;6;Alle leeftijden;2002;36;25;11
872;6;Alle leeftijden;2003;24;19;5
873;6;Alle leeftijden;2004;27;17;10
874;6;Alle leeftijden;2005;28;12;16
875;6;Alle leeftijden;2006;15;11;4
876;6;Alle leeftijden;2007;18;13;5
877;6;Alle leeftijden;2008;8;5;3
878;6;Alle leeftijden;2009;7;5;2
879;6;Alle leeftijden;2010;1;0;1
880;6;Alle leeftijden;2011;2;1;1
881;6;Alle leeftijden;2012;1;0;1
882;6;0 jaar;1995;40;32;8
883;6;0 jaar;1996;10;7;3
884;6;0 jaar;1997;6;5;1
885;6;0 jaar;1998;16;13;3
886;6;0 jaar;1999;15;10;5
887;6;0 jaar;2000;21;19;2
888;6;0 jaar;2001;8;6;2
889;6;0 jaar;2002;6;3;3
890;6;0 jaar;2003;2;2;0
891;6;0 jaar;2004;1;1;0
892;6;0 jaar;2005;0;0;0
893;6;0 jaar;2006;0;0;0
894;6;0 jaar;2007;0;0;0
895;6;0 jaar;2008;0;0;0
896;6;0 jaar;2009;0;0;0
897;6;0 jaar;2010;0;0;0
898;6;0 jaar;2011;1;0;1
899;6;0 jaar;2012;0;0;0
900;6;1 jaar;1995;18;11;7
901;6;1 jaar;1996;18;15;3
902;6;1 jaar;1997;27;21;6
903;6;1 jaar;1998;33;17;16
904;6;1 jaar;1999;26;21;5
905;6;1 jaar;2000;26;21;5
906;6;1 jaar;2001;33;22;11
907;6;1 jaar;2002;22;15;7
908;6;1 jaar;2003;7;6;1
909;6;1 jaar;2004;6;3;3
910;6;1 jaar;2005;10;4;6
911;6;1 jaar;2006;1;1;0
912;6;1 jaar;2007;7;7;0
913;6;1 jaar;2008;2;0;2
914;6;1 jaar;2009;0;0;0
915;6;1 jaar;2010;0;0;0
916;6;1 jaar;2011;0;0;0
917;6;1 jaar;2012;0;0;0
918;6;2 jaar;1995;0;0;0
919;6;2 jaar;1996;5;4;1
920;6;2 jaar;1997;4;3;1
921;6;2 jaar;1998;11;9;2
922;6;2 jaar;1999;6;4;2
923;6;2 jaar;2000;4;3;1
924;6;2 jaar;2001;2;1;1
925;6;2 jaar;2002;4;3;1
926;6;2 jaar;2003;4;2;2
927;6;2 jaar;2004;10;9;1
928;6;2 jaar;2005;8;3;5
929;6;2 jaar;2006;5;5;0
930;6;2 jaar;2007;2;1;1
931;6;2 jaar;2008;3;3;0
932;6;2 jaar;2009;1;0;1
933;6;2 jaar;2010;0;0;0
934;6;2 jaar;2011;0;0;0
935;6;2 jaar;2012;0;0;0
936;6;3 jaar;1995;0;0;0
937;6;3 jaar;1996;0;0;0
938;6;3 jaar;1997;1;1;0
939;6;3 jaar;1998;2;1;1
940;6;3 jaar;1999;5;3;2
941;6;3 jaar;2000;6;2;4
942;6;3 jaar;2001;1;1;0
943;6;3 jaar;2002;2;2;0
944;6;3 jaar;2003;5;4;1
945;6;3 jaar;2004;1;1;0
946;6;3 jaar;2005;2;1;1
947;6;3 jaar;2006;1;1;0
948;6;3 jaar;2007;3;2;1
949;6;3 jaar;2008;0;0;0
950;6;3 jaar;2009;3;3;0
951;6;3 jaar;2010;0;0;0
952;6;3 jaar;2011;1;1;0
953;6;3 jaar;2012;0;0;0
954;6;4 jaar;1995;1;0;1
955;6;4 jaar;1996;0;0;0
956;6;4 jaar;1997;3;1;2
957;6;4 jaar;1998;3;2;1
958;6;4 jaar;1999;2;2;0
959;6;4 jaar;2000;2;1;1
960;6;4 jaar;2001;1;0;1
961;6;4 jaar;2002;1;1;0
962;6;4 jaar;2003;2;1;1
963;6;4 jaar;2004;3;1;2
964;6;4 jaar;2005;2;2;0
965;6;4 jaar;2006;3;1;2
966;6;4 jaar;2007;0;0;0
967;6;4 jaar;2008;0;0;0
968;6;4 jaar;2009;3;2;1
969;6;4 jaar;2010;0;0;0
970;6;4 jaar;2011;0;0;0
971;6;4 jaar;2012;0;0;0
972;6;5 jaar;1995;0;0;0
973;6;5 jaar;1996;1;1;0
974;6;5 jaar;1997;6;4;2
975;6;5 jaar;1998;5;4;1
976;6;5 jaar;1999;2;1;1
977;6;5 jaar;2000;2;1;1
978;6;5 jaar;2001;1;1;0
979;6;5 jaar;2002;1;1;0
980;6;5 jaar;2003;1;1;0
981;6;5 jaar;2004;4;1;3
982;6;5 jaar;2005;4;1;3
983;6;5 jaar;2006;3;1;2
984;6;5 jaar;2007;3;1;2
985;6;5 jaar;2008;1;0;1
986;6;5 jaar;2009;0;0;0
987;6;5 jaar;2010;0;0;0
988;6;5 jaar;2011;0;0;0
989;6;5 jaar;2012;1;0;1
990;6;6 jaar of ouder;1995;0;0;0
991;6;6 jaar of ouder;1996;1;1;0
992;6;6 jaar of ouder;1997;4;3;1
993;6;6 jaar of ouder;1998;3;1;2
994;6;6 jaar of ouder;1999;2;0;2
995;6;6 jaar of ouder;2000;1;0;1
996;6;6 jaar of ouder;2001;4;2;2
997;6;6 jaar of ouder;2002;0;0;0
998;6;6 jaar of ouder;2003;3;3;0
999;6;6 jaar of ouder;2004;2;1;1
1000;6;6 jaar of ouder;2005;2;1;1
1001;6;6 jaar of ouder;2006;2;2;0
1002;6;6 jaar of ouder;2007;3;2;1
1003;6;6 jaar of ouder;2008;2;2;0
1004;6;6 jaar of ouder;2009;0;0;0
1005;6;6 jaar of ouder;2010;1;0;1
1006;6;6 jaar of ouder;2011;0;0;0
1007;6;6 jaar of ouder;2012;0;0;0
1008;7;Alle leeftijden;1995;61;25;36
1009;7;Alle leeftijden;1996;81;38;43
1010;7;Alle leeftijden;1997;69;25;44
1011;7;Alle leeftijden;1998;49;22;27
1012;7;Alle leeftijden;1999;47;19;28
1013;7;Alle leeftijden;2000;43;17;26
1014;7;Alle leeftijden;2001;24;6;18
1015;7;Alle leeftijden;2002;20;11;9
1016;7;Alle leeftijden;2003;16;3;13
1017;7;Alle leeftijden;2004;27;10;17
1018;7;Alle leeftijden;2005;23;7;16
1019;7;Alle leeftijden;2006;8;3;5
1020;7;Alle leeftijden;2007;12;6;6
1021;7;Alle leeftijden;2008;6;1;5
1022;7;Alle leeftijden;2009;0;0;0
1023;7;Alle leeftijden;2010;2;1;1
1024;7;Alle leeftijden;2011;3;1;2
1025;7;Alle leeftijden;2012;2;0;2
1026;7;0 jaar;1995;11;4;7
1027;7;0 jaar;1996;16;9;7
1028;7;0 jaar;1997;12;4;8
1029;7;0 jaar;1998;9;5;4
1030;7;0 jaar;1999;5;2;3
1031;7;0 jaar;2000;3;1;2
1032;7;0 jaar;2001;2;0;2
1033;7;0 jaar;2002;0;0;0
1034;7;0 jaar;2003;0;0;0
1035;7;0 jaar;2004;0;0;0
1036;7;0 jaar;2005;0;0;0
1037;7;0 jaar;2006;0;0;0
1038;7;0 jaar;2007;0;0;0
1039;7;0 jaar;2008;0;0;0
1040;7;0 jaar;2009;0;0;0
1041;7;0 jaar;2010;0;0;0
1042;7;0 jaar;2011;1;0;1
1043;7;0 jaar;2012;0;0;0
1044;7;1 jaar;1995;11;4;7
1045;7;1 jaar;1996;10;3;7
1046;7;1 jaar;1997;14;2;12
1047;7;1 jaar;1998;5;1;4
1048;7;1 jaar;1999;10;4;6
1049;7;1 jaar;2000;4;2;2
1050;7;1 jaar;2001;3;0;3
1051;7;1 jaar;2002;1;0;1
1052;7;1 jaar;2003;2;1;1
1053;7;1 jaar;2004;1;1;0
1054;7;1 jaar;2005;1;0;1
1055;7;1 jaar;2006;0;0;0
1056;7;1 jaar;2007;0;0;0
1057;7;1 jaar;2008;1;1;0
1058;7;1 jaar;2009;0;0;0
1059;7;1 jaar;2010;0;0;0
1060;7;1 jaar;2011;0;0;0
1061;7;1 jaar;2012;0;0;0
1062;7;2 jaar;1995;11;5;6
1063;7;2 jaar;1996;11;4;7
1064;7;2 jaar;1997;10;6;4
1065;7;2 jaar;1998;6;3;3
1066;7;2 jaar;1999;8;2;6
1067;7;2 jaar;2000;6;5;1
1068;7;2 jaar;2001;7;2;5
1069;7;2 jaar;2002;5;2;3
1070;7;2 jaar;2003;4;1;3
1071;7;2 jaar;2004;5;1;4
1072;7;2 jaar;2005;3;1;2
1073;7;2 jaar;2006;0;0;0
1074;7;2 jaar;2007;1;0;1
1075;7;2 jaar;2008;0;0;0
1076;7;2 jaar;2009;0;0;0
1077;7;2 jaar;2010;0;0;0
1078;7;2 jaar;2011;1;0;1
1079;7;2 jaar;2012;0;0;0
1080;7;3 jaar;1995;8;3;5
1081;7;3 jaar;1996;13;5;8
1082;7;3 jaar;1997;9;1;8
1083;7;3 jaar;1998;10;5;5
1084;7;3 jaar;1999;9;3;6
1085;7;3 jaar;2000;9;2;7
1086;7;3 jaar;2001;6;1;5
1087;7;3 jaar;2002;4;1;3
1088;7;3 jaar;2003;3;0;3
1089;7;3 jaar;2004;1;0;1
1090;7;3 jaar;2005;4;1;3
1091;7;3 jaar;2006;1;0;1
1092;7;3 jaar;2007;1;0;1
1093;7;3 jaar;2008;1;0;1
1094;7;3 jaar;2009;0;0;0
1095;7;3 jaar;2010;0;0;0
1096;7;3 jaar;2011;0;0;0
1097;7;3 jaar;2012;2;0;2
1098;7;4 jaar;1995;8;3;5
1099;7;4 jaar;1996;10;3;7
1100;7;4 jaar;1997;5;2;3
1101;7;4 jaar;1998;7;1;6
1102;7;4 jaar;1999;5;4;1
1103;7;4 jaar;2000;12;4;8
1104;7;4 jaar;2001;3;2;1
1105;7;4 jaar;2002;6;5;1
1106;7;4 jaar;2003;2;0;2
1107;7;4 jaar;2004;4;2;2
1108;7;4 jaar;2005;2;0;2
1109;7;4 jaar;2006;2;0;2
1110;7;4 jaar;2007;4;2;2
1111;7;4 jaar;2008;1;0;1
1112;7;4 jaar;2009;0;0;0
1113;7;4 jaar;2010;0;0;0
1114;7;4 jaar;2011;0;0;0
1115;7;4 jaar;2012;0;0;0
1116;7;5 jaar;1995;5;2;3
1117;7;5 jaar;1996;9;4;5
1118;7;5 jaar;1997;7;3;4
1119;7;5 jaar;1998;6;2;4
1120;7;5 jaar;1999;5;2;3
1121;7;5 jaar;2000;5;2;3
1122;7;5 jaar;2001;1;1;0
1123;7;5 jaar;2002;3;3;0
1124;7;5 jaar;2003;3;0;3
1125;7;5 jaar;2004;6;2;4
1126;7;5 jaar;2005;6;2;4
1127;7;5 jaar;2006;3;2;1
1128;7;5 jaar;2007;2;2;0
1129;7;5 jaar;2008;1;0;1
1130;7;5 jaar;2009;0;0;0
1131;7;5 jaar;2010;0;0;0
1132;7;5 jaar;2011;1;1;0
1133;7;5 jaar;2012;0;0;0
1134;7;6 jaar of ouder;1995;7;4;3
1135;7;6 jaar of ouder;1996;12;10;2
1136;7;6 jaar of ouder;1997;12;7;5
1137;7;6 jaar of ouder;1998;6;5;1
1138;7;6 jaar of ouder;1999;5;2;3
1139;7;6 jaar of ouder;2000;4;1;3
1140;7;6 jaar of ouder;2001;2;0;2
1141;7;6 jaar of ouder;2002;1;0;1
1142;7;6 jaar of ouder;2003;2;1;1
1143;7;6 jaar of ouder;2004;10;4;6
1144;7;6 jaar of ouder;2005;7;3;4
1145;7;6 jaar of ouder;2006;2;1;1
1146;7;6 jaar of ouder;2007;4;2;2
1147;7;6 jaar of ouder;2008;2;0;2
1148;7;6 jaar of ouder;2009;0;0;0
1149;7;6 jaar of ouder;2010;2;1;1
1150;7;6 jaar of ouder;2011;0;0;0
1151;7;6 jaar of ouder;2012;0;0;0
1152;8;Alle leeftijden;1995;15;7;8
1153;8;Alle leeftijden;1996;25;7;18
1154;8;Alle leeftijden;1997;36;18;18
1155;8;Alle leeftijden;1998;37;18;19
1156;8;Alle leeftijden;1999;69;30;39
1157;8;Alle leeftijden;2000;61;25;36
1158;8;Alle leeftijden;2001;58;22;36
1159;8;Alle leeftijden;2002;28;13;15
1160;8;Alle leeftijden;2003;17;7;10
1161;8;Alle leeftijden;2004;0;0;0
1162;8;Alle leeftijden;2005;0;0;0
1163;8;Alle leeftijden;2006;0;0;0
1164;8;Alle leeftijden;2007;0;0;0
1165;8;Alle leeftijden;2008;0;0;0
1166;8;Alle leeftijden;2009;0;0;0
1167;8;Alle leeftijden;2010;0;0;0
1168;8;Alle leeftijden;2011;0;0;0
1169;8;Alle leeftijden;2012;0;0;0
1170;8;0 jaar;1995;15;7;8
1171;8;0 jaar;1996;23;6;17
1172;8;0 jaar;1997;36;18;18
1173;8;0 jaar;1998;34;15;19
1174;8;0 jaar;1999;63;28;35
1175;8;0 jaar;2000;55;22;33
1176;8;0 jaar;2001;50;18;32
1177;8;0 jaar;2002;28;13;15
1178;8;0 jaar;2003;15;6;9
1179;8;0 jaar;2004;0;0;0
1180;8;0 jaar;2005;0;0;0
1181;8;0 jaar;2006;0;0;0
1182;8;0 jaar;2007;0;0;0
1183;8;0 jaar;2008;0;0;0
1184;8;0 jaar;2009;0;0;0
1185;8;0 jaar;2010;0;0;0
1186;8;0 jaar;2011;0;0;0
1187;8;0 jaar;2012;0;0;0
1188;8;1 jaar;1995;0;0;0
1189;8;1 jaar;1996;1;1;0
1190;8;1 jaar;1997;0;0;0
1191;8;1 jaar;1998;3;3;0
1192;8;1 jaar;1999;5;2;3
1193;8;1 jaar;2000;6;3;3
1194;8;1 jaar;2001;5;2;3
1195;8;1 jaar;2002;0;0;0
1196;8;1 jaar;2003;2;1;1
1197;8;1 jaar;2004;0;0;0
1198;8;1 jaar;2005;0;0;0
1199;8;1 jaar;2006;0;0;0
1200;8;1 jaar;2007;0;0;0
1201;8;1 jaar;2008;0;0;0
1202;8;1 jaar;2009;0;0;0
1203;8;1 jaar;2010;0;0;0
1204;8;1 jaar;2011;0;0;0
1205;8;1 jaar;2012;0;0;0
1206;8;2 jaar;1995;0;0;0
1207;8;2 jaar;1996;0;0;0
1208;8;2 jaar;1997;0;0;0
1209;8;2 jaar;1998;0;0;0
1210;8;2 jaar;1999;0;0;0
1211;8;2 jaar;2000;0;0;0
1212;8;2 jaar;2001;1;0;1
1213;8;2 jaar;2002;0;0;0
1214;8;2 jaar;2003;0;0;0
1215;8;2 jaar;2004;0;0;0
1216;8;2 jaar;2005;0;0;0
1217;8;2 jaar;2006;0;0;0
1218;8;2 jaar;2007;0;0;0
1219;8;2 jaar;2008;0;0;0
1220;8;2 jaar;2009;0;0;0
1221;8;2 jaar;2010;0;0;0
1222;8;2 jaar;2011;0;0;0
1223;8;2 jaar;2012;0;0;0
1224;8;3 jaar;1995;0;0;0
1225;8;3 jaar;1996;0;0;0
1226;8;3 jaar;1997;0;0;0
1227;8;3 jaar;1998;0;0;0
1228;8;3 jaar;1999;0;0;0
1229;8;3 jaar;2000;0;0;0
1230;8;3 jaar;2001;1;1;0
1231;8;3 jaar;2002;0;0;0
1232;8;3 jaar;2003;0;0;0
1233;8;3 jaar;2004;0;0;0
1234;8;3 jaar;2005;0;0;0
1235;8;3 jaar;2006;0;0;0
1236;8;3 jaar;2007;0;0;0
1237;8;3 jaar;2008;0;0;0
1238;8;3 jaar;2009;0;0;0
1239;8;3 jaar;2010;0;0;0
1240;8;3 jaar;2011;0;0;0
1241;8;3 jaar;2012;0;0;0
1242;8;4 jaar;1995;0;0;0
1243;8;4 jaar;1996;1;0;1
1244;8;4 jaar;1997;0;0;0
1245;8;4 jaar;1998;0;0;0
1246;8;4 jaar;1999;1;0;1
1247;8;4 jaar;2000;0;0;0
1248;8;4 jaar;2001;0;0;0
1249;8;4 jaar;2002;0;0;0
1250;8;4 jaar;2003;0;0;0
1251;8;4 jaar;2004;0;0;0
1252;8;4 jaar;2005;0;0;0
1253;8;4 jaar;2006;0;0;0
1254;8;4 jaar;2007;0;0;0
1255;8;4 jaar;2008;0;0;0
1256;8;4 jaar;2009;0;0;0
1257;8;4 jaar;2010;0;0;0
1258;8;4 jaar;2011;0;0;0
1259;8;4 jaar;2012;0;0;0
1260;8;5 jaar;1995;0;0;0
1261;8;5 jaar;1996;0;0;0
1262;8;5 jaar;1997;0;0;0
1263;8;5 jaar;1998;0;0;0
1264;8;5 jaar;1999;0;0;0
1265;8;5 jaar;2000;0;0;0
1266;8;5 jaar;2001;0;0;0
1267;8;5 jaar;2002;0;0;0
1268;8;5 jaar;2003;0;0;0
1269;8;5 jaar;2004;0;0;0
1270;8;5 jaar;2005;0;0;0
1271;8;5 jaar;2006;0;0;0
1272;8;5 jaar;2007;0;0;0
1273;8;5 jaar;2008;0;0;0
1274;8;5 jaar;2009;0;0;0
1275;8;5 jaar;2010;0;0;0
1276;8;5 jaar;2011;0;0;0
1277;8;5 jaar;2012;0;0;0
1278;8;6 jaar of ouder;1995;0;0;0
1279;8;6 jaar of ouder;1996;0;0;0
1280;8;6 jaar of ouder;1997;0;0;0
1281;8;6 jaar of ouder;1998;0;0;0
1282;8;6 jaar of ouder;1999;0;0;0
1283;8;6 jaar of ouder;2000;0;0;0
1284;8;6 jaar of ouder;2001;1;1;0
1285;8;6 jaar of ouder;2002;0;0;0
1286;8;6 jaar of ouder;2003;0;0;0
1287;8;6 jaar of ouder;2004;0;0;0
1288;8;6 jaar of ouder;2005;0;0;0
1289;8;6 jaar of ouder;2006;0;0;0
1290;8;6 jaar of ouder;2007;0;0;0
1291;8;6 jaar of ouder;2008;0;0;0
1292;8;6 jaar of ouder;2009;0;0;0
1293;8;6 jaar of ouder;2010;0;0;0
1294;8;6 jaar of ouder;2011;0;0;0
1295;8;6 jaar of ouder;2012;0;0;0
1296;9;Alle leeftijden;1995;1;0;1
1297;9;Alle leeftijden;1996;2;2;0
1298;9;Alle leeftijden;1997;2;1;1
1299;9;Alle leeftijden;1998;0;0;0
1300;9;Alle leeftijden;1999;0;0;0
1301;9;Alle leeftijden;2000;6;2;4
1302;9;Alle leeftijden;2001;21;9;12
1303;9;Alle leeftijden;2002;37;13;24
1304;9;Alle leeftijden;2003;44;23;21
1305;9;Alle leeftijden;2004;53;25;28
1306;9;Alle leeftijden;2005;58;26;32
1307;9;Alle leeftijden;2006;43;18;25
1308;9;Alle leeftijden;2007;32;15;17
1309;9;Alle leeftijden;2008;32;15;17
1310;9;Alle leeftijden;2009;24;14;10
1311;9;Alle leeftijden;2010;21;5;16
1312;9;Alle leeftijden;2011;23;6;17
1313;9;Alle leeftijden;2012;20;12;8
1314;9;0 jaar;1995;0;0;0
1315;9;0 jaar;1996;0;0;0
1316;9;0 jaar;1997;0;0;0
1317;9;0 jaar;1998;0;0;0
1318;9;0 jaar;1999;0;0;0
1319;9;0 jaar;2000;2;1;1
1320;9;0 jaar;2001;15;8;7
1321;9;0 jaar;2002;27;11;16
1322;9;0 jaar;2003;37;19;18
1323;9;0 jaar;2004;32;15;17
1324;9;0 jaar;2005;47;22;25
1325;9;0 jaar;2006;31;11;20
1326;9;0 jaar;2007;21;8;13
1327;9;0 jaar;2008;17;6;11
1328;9;0 jaar;2009;15;8;7
1329;9;0 jaar;2010;12;1;11
1330;9;0 jaar;2011;6;3;3
1331;9;0 jaar;2012;4;4;0
1332;9;1 jaar;1995;0;0;0
1333;9;1 jaar;1996;0;0;0
1334;9;1 jaar;1997;0;0;0
1335;9;1 jaar;1998;0;0;0
1336;9;1 jaar;1999;0;0;0
1337;9;1 jaar;2000;1;1;0
1338;9;1 jaar;2001;2;1;1
1339;9;1 jaar;2002;4;0;4
1340;9;1 jaar;2003;3;2;1
1341;9;1 jaar;2004;8;4;4
1342;9;1 jaar;2005;7;3;4
1343;9;1 jaar;2006;7;4;3
1344;9;1 jaar;2007;2;2;0
1345;9;1 jaar;2008;6;3;3
1346;9;1 jaar;2009;7;4;3
1347;9;1 jaar;2010;7;4;3
1348;9;1 jaar;2011;8;2;6
1349;9;1 jaar;2012;10;3;7
1350;9;2 jaar;1995;1;0;1
1351;9;2 jaar;1996;1;1;0
1352;9;2 jaar;1997;0;0;0
1353;9;2 jaar;1998;0;0;0
1354;9;2 jaar;1999;0;0;0
1355;9;2 jaar;2000;1;0;1
1356;9;2 jaar;2001;1;0;1
1357;9;2 jaar;2002;4;2;2
1358;9;2 jaar;2003;1;1;0
1359;9;2 jaar;2004;3;1;2
1360;9;2 jaar;2005;3;1;2
1361;9;2 jaar;2006;1;0;1
1362;9;2 jaar;2007;5;3;2
1363;9;2 jaar;2008;5;3;2
1364;9;2 jaar;2009;0;0;0
1365;9;2 jaar;2010;0;0;0
1366;9;2 jaar;2011;7;1;6
1367;9;2 jaar;2012;0;0;0
1368;9;3 jaar;1995;0;0;0
1369;9;3 jaar;1996;0;0;0
1370;9;3 jaar;1997;0;0;0
1371;9;3 jaar;1998;0;0;0
1372;9;3 jaar;1999;0;0;0
1373;9;3 jaar;2000;1;0;1
1374;9;3 jaar;2001;1;0;1
1375;9;3 jaar;2002;1;0;1
1376;9;3 jaar;2003;2;1;1
1377;9;3 jaar;2004;2;1;1
