ID;Geslacht;Leeftijd;Regio;AantalBewoners_1
7185;Totaal mannen en vrouwen;12 jaar;Mesch;5
7186;Totaal mannen en vrouwen;12 jaar;Mheer;23
7187;Totaal mannen en vrouwen;12 jaar;Michielsgestel (St.);219
7188;Totaal mannen en vrouwen;12 jaar;Middelburg;298
7189;Totaal mannen en vrouwen;12 jaar;Middelharnis;74
7190;Totaal mannen en vrouwen;12 jaar;Middelie;13
7191;Totaal mannen en vrouwen;12 jaar;Middelstum;44
7192;Totaal mannen en vrouwen;12 jaar;Midwolda;95
7193;Totaal mannen en vrouwen;12 jaar;Midwoud;16
7194;Totaal mannen en vrouwen;12 jaar;Mierlo;116
7195;Totaal mannen en vrouwen;12 jaar;Mijdrecht;99
7196;Totaal mannen en vrouwen;12 jaar;Mijnsheerenland;30
7197;Totaal mannen en vrouwen;12 jaar;Mill en Sint Hubert;75
7198;Totaal mannen en vrouwen;12 jaar;Millingen;73
7199;Totaal mannen en vrouwen;12 jaar;Moercapelle;15
7200;Totaal mannen en vrouwen;12 jaar;Moergestel;30
7201;Totaal mannen en vrouwen;12 jaar;Molenaarsgraaf;10
7202;Totaal mannen en vrouwen;12 jaar;Monnikendam;52
7203;Totaal mannen en vrouwen;12 jaar;Monster;207
7204;Totaal mannen en vrouwen;12 jaar;Montfoort;41
7205;Totaal mannen en vrouwen;12 jaar;Montfort;21
7206;Totaal mannen en vrouwen;12 jaar;Mook en Middelaar;28
7207;Totaal mannen en vrouwen;12 jaar;Moordrecht;58
7208;Totaal mannen en vrouwen;12 jaar;Muiden;60
7209;Totaal mannen en vrouwen;12 jaar;Munstergeleen;28
7210;Totaal mannen en vrouwen;12 jaar;Muntendam;77
7211;Totaal mannen en vrouwen;12 jaar;Naaldwijk;232
7212;Totaal mannen en vrouwen;12 jaar;Naarden;104
7213;Totaal mannen en vrouwen;12 jaar;Nederhemert;21
7214;Totaal mannen en vrouwen;12 jaar;Nederhorst den Berg;44
7215;Totaal mannen en vrouwen;12 jaar;Nederweert;127
7216;Totaal mannen en vrouwen;12 jaar;Neede;114
7217;Totaal mannen en vrouwen;12 jaar;Neer;31
7218;Totaal mannen en vrouwen;12 jaar;Neeritter;14
7219;Totaal mannen en vrouwen;12 jaar;Neuzen;178
7220;Totaal mannen en vrouwen;12 jaar;Nibbixwoud;22
7221;Totaal mannen en vrouwen;12 jaar;Nieuw- en Sint Joosland;22
7222;Totaal mannen en vrouwen;12 jaar;Nieuwe Pekela;115
7223;Totaal mannen en vrouwen;12 jaar;Nieuwenhagen;88
7224;Totaal mannen en vrouwen;12 jaar;Nieuwenhoorn;33
7225;Totaal mannen en vrouwen;12 jaar;Nieuwe-Niedorp;30
7226;Totaal mannen en vrouwen;12 jaar;Nieuwer-Amstel;209
7227;Totaal mannen en vrouwen;12 jaar;Nieuwerkerk aan den IJssel;70
7228;Totaal mannen en vrouwen;12 jaar;Nieuwerkerk;30
7229;Totaal mannen en vrouwen;12 jaar;Nieuweschans;35
7230;Totaal mannen en vrouwen;12 jaar;Nieuwkoop;77
7231;Totaal mannen en vrouwen;12 jaar;Nieuwkuijk;23
7232;Totaal mannen en vrouwen;12 jaar;Nieuwland;19
7233;Totaal mannen en vrouwen;12 jaar;Nieuwleusen;79
7234;Totaal mannen en vrouwen;12 jaar;Nieuwolda;32
7235;Totaal mannen en vrouwen;12 jaar;Nieuwpoort;14
7236;Totaal mannen en vrouwen;12 jaar;Nieuwstadt;27
7237;Totaal mannen en vrouwen;12 jaar;Nieuwveen;26
7238;Totaal mannen en vrouwen;12 jaar;Nieuwvliet;7
7239;Totaal mannen en vrouwen;12 jaar;Nieuw-Vossemeer;32
7240;Totaal mannen en vrouwen;12 jaar;Nigtevecht;15
7241;Totaal mannen en vrouwen;12 jaar;Nijeveen;32
7242;Totaal mannen en vrouwen;12 jaar;Nijkerk;150
7243;Totaal mannen en vrouwen;12 jaar;Nijmegen;1501
7244;Totaal mannen en vrouwen;12 jaar;Nisse;17
7245;Totaal mannen en vrouwen;12 jaar;Nistelrode;55
7246;Totaal mannen en vrouwen;12 jaar;Noorbeek;12
7247;Totaal mannen en vrouwen;12 jaar;Noordbroek;37
7248;Totaal mannen en vrouwen;12 jaar;Noorddijk;49
7249;Totaal mannen en vrouwen;12 jaar;Noordeloos;20
7250;Totaal mannen en vrouwen;12 jaar;Noordgouwe;19
7251;Totaal mannen en vrouwen;12 jaar;Noord-Scharwoude;44
7252;Totaal mannen en vrouwen;12 jaar;Noordwelle;11
7253;Totaal mannen en vrouwen;12 jaar;Noordwijk;186
7254;Totaal mannen en vrouwen;12 jaar;Noordwijkerhout;107
7255;Totaal mannen en vrouwen;12 jaar;Nootdorp;27
7256;Totaal mannen en vrouwen;12 jaar;Norg;89
7257;Totaal mannen en vrouwen;12 jaar;Nuland;17
7258;Totaal mannen en vrouwen;12 jaar;Numansdorp;62
7259;Totaal mannen en vrouwen;12 jaar;Nunen, Gerwen en Nederwetten;88
7260;Totaal mannen en vrouwen;12 jaar;Nunhem;7
7261;Totaal mannen en vrouwen;12 jaar;Nuth;78
7262;Totaal mannen en vrouwen;12 jaar;Obbicht en Papenhoven;21
7263;Totaal mannen en vrouwen;12 jaar;Obdam;42
7264;Totaal mannen en vrouwen;12 jaar;Odijk;7
7265;Totaal mannen en vrouwen;12 jaar;Odiliënberg (St.);30
7266;Totaal mannen en vrouwen;12 jaar;Odoorn;280
7267;Totaal mannen en vrouwen;12 jaar;Oedenrode (St.);117
7268;Totaal mannen en vrouwen;12 jaar;Oeffelt;15
7269;Totaal mannen en vrouwen;12 jaar;Oegstgeest;145
7270;Totaal mannen en vrouwen;12 jaar;Ohé en Laak;8
7271;Totaal mannen en vrouwen;12 jaar;Oijen en Teeffelen;18
7272;Totaal mannen en vrouwen;12 jaar;Oirsbeek;29
7273;Totaal mannen en vrouwen;12 jaar;Oirschot;92
7274;Totaal mannen en vrouwen;12 jaar;Oisterwijk;114
7275;Totaal mannen en vrouwen;12 jaar;Oldebroek;161
7276;Totaal mannen en vrouwen;12 jaar;Oldehove;61
7277;Totaal mannen en vrouwen;12 jaar;Oldekerk;37
7278;Totaal mannen en vrouwen;12 jaar;Oldemarkt;53
7279;Totaal mannen en vrouwen;12 jaar;Oldenzaal;154
7280;Totaal mannen en vrouwen;12 jaar;Olst;90
7281;Totaal mannen en vrouwen;12 jaar;Ommen;169
7282;Totaal mannen en vrouwen;12 jaar;Onstwedde;438
7283;Totaal mannen en vrouwen;12 jaar;Ooltgensplaat;72
7284;Totaal mannen en vrouwen;12 jaar;Oost- en West-Souburg;83
7285;Totaal mannen en vrouwen;12 jaar;Oost-, West- en Middelbeers;27
7286;Totaal mannen en vrouwen;12 jaar;Oostburg;32
7287;Totaal mannen en vrouwen;12 jaar;Oostdongeradeel;151
7288;Totaal mannen en vrouwen;12 jaar;Oosterhesselen;62
7289;Totaal mannen en vrouwen;12 jaar;Oosterhout;286
7290;Totaal mannen en vrouwen;12 jaar;Oosterland;49
7291;Totaal mannen en vrouwen;12 jaar;Oosthuizen;12
7292;Totaal mannen en vrouwen;12 jaar;Oostkapelle;20
7293;Totaal mannen en vrouwen;12 jaar;Ooststellingwerf;308
7294;Totaal mannen en vrouwen;12 jaar;Oostvoorne;67
7295;Totaal mannen en vrouwen;12 jaar;Oostzaan;61
7296;Totaal mannen en vrouwen;12 jaar;Ootmarsum;35
7297;Totaal mannen en vrouwen;12 jaar;Ophemert;18
7298;Totaal mannen en vrouwen;12 jaar;Oploo, Sint Anthonis en Ledeacker;61
7299;Totaal mannen en vrouwen;12 jaar;Opmeer;12
7300;Totaal mannen en vrouwen;12 jaar;Opperdoes;10
7301;Totaal mannen en vrouwen;12 jaar;Opsterland;404
7302;Totaal mannen en vrouwen;12 jaar;Oss;309
7303;Totaal mannen en vrouwen;12 jaar;Ossendrecht;74
7304;Totaal mannen en vrouwen;12 jaar;Ossenisse;19
7305;Totaal mannen en vrouwen;12 jaar;Oterleek;15
7306;Totaal mannen en vrouwen;12 jaar;Ottersum;54
7307;Totaal mannen en vrouwen;12 jaar;Ottoland;8
7308;Totaal mannen en vrouwen;12 jaar;Oud en Nieuw Gastel;127
7309;Totaal mannen en vrouwen;12 jaar;Ouddorp;74
7310;Totaal mannen en vrouwen;12 jaar;Oude Pekela;174
7311;Totaal mannen en vrouwen;12 jaar;Oudelande;12
7312;Totaal mannen en vrouwen;12 jaar;Oudenbosch;159
7313;Totaal mannen en vrouwen;12 jaar;Oudendijk;7
7314;Totaal mannen en vrouwen;12 jaar;Oudenhoorn;16
7315;Totaal mannen en vrouwen;12 jaar;Oude-Niedorp;19
7316;Totaal mannen en vrouwen;12 jaar;Oudenrijn;18
7317;Totaal mannen en vrouwen;12 jaar;Ouder-Amstel;68
7318;Totaal mannen en vrouwen;12 jaar;Ouderkerk aan den IJssel;77
7319;Totaal mannen en vrouwen;12 jaar;Oudewater;67
7320;Totaal mannen en vrouwen;12 jaar;Oudheusden;13
7321;Totaal mannen en vrouwen;12 jaar;Oudkarspel;23
7322;Totaal mannen en vrouwen;12 jaar;Oudorp;26
7323;Totaal mannen en vrouwen;12 jaar;Oud-Valkenburg;19
7324;Totaal mannen en vrouwen;12 jaar;Oud-Vossemeer;47
7325;Totaal mannen en vrouwen;12 jaar;Ouwerkerk;14
7326;Totaal mannen en vrouwen;12 jaar;Overasselt;40
7327;Totaal mannen en vrouwen;12 jaar;Overschie;120
7328;Totaal mannen en vrouwen;12 jaar;Overslag;2
7329;Totaal mannen en vrouwen;12 jaar;Ovezande;23
7330;Totaal mannen en vrouwen;12 jaar;Pancras (St.);30
7331;Totaal mannen en vrouwen;12 jaar;Pannerden;40
7332;Totaal mannen en vrouwen;12 jaar;Papekop;11
7333;Totaal mannen en vrouwen;12 jaar;Papendrecht;102
7334;Totaal mannen en vrouwen;12 jaar;Peize;63
7335;Totaal mannen en vrouwen;12 jaar;Pernis;96
7336;Totaal mannen en vrouwen;12 jaar;Peursum;6
7337;Totaal mannen en vrouwen;12 jaar;Philippine;27
7338;Totaal mannen en vrouwen;12 jaar;Philipsland (St.);47
7339;Totaal mannen en vrouwen;12 jaar;Piershil;22
7340;Totaal mannen en vrouwen;12 jaar;Pijnacker;138
7341;Totaal mannen en vrouwen;12 jaar;Poederoijen;27
7342;Totaal mannen en vrouwen;12 jaar;Polsbroek;13
7343;Totaal mannen en vrouwen;12 jaar;Poortugaal;45
7344;Totaal mannen en vrouwen;12 jaar;Poortvliet;30
7345;Totaal mannen en vrouwen;12 jaar;Posterholt;59
7346;Totaal mannen en vrouwen;12 jaar;Prinsenhage;232
7347;Totaal mannen en vrouwen;12 jaar;Purmerend;106
7348;Totaal mannen en vrouwen;12 jaar;Putte;26
7349;Totaal mannen en vrouwen;12 jaar;Putten;143
7350;Totaal mannen en vrouwen;12 jaar;Puttershoek;43
7351;Totaal mannen en vrouwen;12 jaar;Raalte;188
7352;Totaal mannen en vrouwen;12 jaar;Raamsdonk;120
7353;Totaal mannen en vrouwen;12 jaar;Rauwerderhem;55
7354;Totaal mannen en vrouwen;12 jaar;Ravenstein;40
7355;Totaal mannen en vrouwen;12 jaar;Reek;21
7356;Totaal mannen en vrouwen;12 jaar;Reeuwijk;71
7357;Totaal mannen en vrouwen;12 jaar;Renesse;12
7358;Totaal mannen en vrouwen;12 jaar;Renkum;301
7359;Totaal mannen en vrouwen;12 jaar;Renswoude;28
7360;Totaal mannen en vrouwen;12 jaar;Retranchement;5
7361;Totaal mannen en vrouwen;12 jaar;Reusel;75
7362;Totaal mannen en vrouwen;12 jaar;Rheden;406
7363;Totaal mannen en vrouwen;12 jaar;Rhenen;164
7364;Totaal mannen en vrouwen;12 jaar;Rhoon;51
7365;Totaal mannen en vrouwen;12 jaar;Ridderkerk;295
7366;Totaal mannen en vrouwen;12 jaar;Riethoven;20
7367;Totaal mannen en vrouwen;12 jaar;Rietveld;8
7368;Totaal mannen en vrouwen;12 jaar;Rijckholt;8
7369;Totaal mannen en vrouwen;12 jaar;Rijnsaterwoude;14
7370;Totaal mannen en vrouwen;12 jaar;Rijnsburg;96
7371;Totaal mannen en vrouwen;12 jaar;Rijp (de);26
7372;Totaal mannen en vrouwen;12 jaar;Rijsbergen;42
7373;Totaal mannen en vrouwen;12 jaar;Rijsenburg;20
7374;Totaal mannen en vrouwen;12 jaar;Rijssen;178
7375;Totaal mannen en vrouwen;12 jaar;Rijswijk (NB.);10
7376;Totaal mannen en vrouwen;12 jaar;Rijswijk (ZH.);247
7377;Totaal mannen en vrouwen;12 jaar;Rilland-Bath;40
7378;Totaal mannen en vrouwen;12 jaar;Ritthem;7
7379;Totaal mannen en vrouwen;12 jaar;Rockanje;47
7380;Totaal mannen en vrouwen;12 jaar;Roden;113
7381;Totaal mannen en vrouwen;12 jaar;Roermond;330
7382;Totaal mannen en vrouwen;12 jaar;Roggel;50
7383;Totaal mannen en vrouwen;12 jaar;Rolde;79
7384;Totaal mannen en vrouwen;12 jaar;Roosendaal en Nispen;416
7385;Totaal mannen en vrouwen;12 jaar;Roosteren;16
7386;Totaal mannen en vrouwen;12 jaar;Rosmalen;104
7387;Totaal mannen en vrouwen;12 jaar;Rossum;19
7388;Totaal mannen en vrouwen;12 jaar;Rotterdam;9828
7389;Totaal mannen en vrouwen;12 jaar;Rozenburg;44
7390;Totaal mannen en vrouwen;12 jaar;Rozendaal;5
7391;Totaal mannen en vrouwen;12 jaar;Rucphen en Vorenseinde;165
7392;Totaal mannen en vrouwen;12 jaar;Ruinen;97
7393;Totaal mannen en vrouwen;12 jaar;Ruinerwold;49
7394;Totaal mannen en vrouwen;12 jaar;Ruurlo;84
7395;Totaal mannen en vrouwen;12 jaar;Ruwiel;12
7396;Totaal mannen en vrouwen;12 jaar;s Gravenmoer;22
7397;Totaal mannen en vrouwen;12 jaar;Sambeek;42
7398;Totaal mannen en vrouwen;12 jaar;Sappemeer;106
7399;Totaal mannen en vrouwen;12 jaar;Sas van Gent;51
7400;Totaal mannen en vrouwen;12 jaar;Sassenheim;101
7401;Totaal mannen en vrouwen;12 jaar;Schaesberg;157
7402;Totaal mannen en vrouwen;12 jaar;Schagen;61
7403;Totaal mannen en vrouwen;12 jaar;Schaijk;40
7404;Totaal mannen en vrouwen;12 jaar;Schalkwijk;20
7405;Totaal mannen en vrouwen;12 jaar;Scheemda;133
7406;Totaal mannen en vrouwen;12 jaar;Schellinkhout;8
7407;Totaal mannen en vrouwen;12 jaar;Schelluinen;10
7408;Totaal mannen en vrouwen;12 jaar;Schermerhorn;16
7409;Totaal mannen en vrouwen;12 jaar;Scherpenisse;41
7410;Totaal mannen en vrouwen;12 jaar;Scherpenzeel;31
7411;Totaal mannen en vrouwen;12 jaar;Schiebroek;48
7412;Totaal mannen en vrouwen;12 jaar;Schiedam;974
7413;Totaal mannen en vrouwen;12 jaar;Schiermonnikoog;12
7414;Totaal mannen en vrouwen;12 jaar;Schijndel;171
7415;Totaal mannen en vrouwen;12 jaar;Schimmert;42
7416;Totaal mannen en vrouwen;12 jaar;Schin op Geul;34
7417;Totaal mannen en vrouwen;12 jaar;Schinnen;64
7418;Totaal mannen en vrouwen;12 jaar;Schinveld;47
7419;Totaal mannen en vrouwen;12 jaar;Schipluiden;60
7420;Totaal mannen en vrouwen;12 jaar;Schoondijke;35
7421;Totaal mannen en vrouwen;12 jaar;Schoonebeek;69
7422;Totaal mannen en vrouwen;12 jaar;Schoonhoven;87
7423;Totaal mannen en vrouwen;12 jaar;Schoonrewoerd;16
7424;Totaal mannen en vrouwen;12 jaar;Schoorl;41
7425;Totaal mannen en vrouwen;12 jaar;Schore;16
7426;Totaal mannen en vrouwen;12 jaar;Schoterland;343
7427;Totaal mannen en vrouwen;12 jaar;Serooskerke (op Schouwen);5
7428;Totaal mannen en vrouwen;12 jaar;Serooskerke (op Walcheren);35
7429;Totaal mannen en vrouwen;12 jaar;Sevenum;60
7430;Totaal mannen en vrouwen;12 jaar;Sijbekarspel;24
7431;Totaal mannen en vrouwen;12 jaar;Simpelveld;81
7432;Totaal mannen en vrouwen;12 jaar;Sittard;301
7433;Totaal mannen en vrouwen;12 jaar;Sleen;121
7434;Totaal mannen en vrouwen;12 jaar;Slenaken;6
7435;Totaal mannen en vrouwen;12 jaar;Sliedrecht;258
7436;Totaal mannen en vrouwen;12 jaar;Slochteren;225
7437;Totaal mannen en vrouwen;12 jaar;Sloten (F.);9
7438;Totaal mannen en vrouwen;12 jaar;Sluis;63
7439;Totaal mannen en vrouwen;12 jaar;Smallingerland;299
7440;Totaal mannen en vrouwen;12 jaar;Smilde;163
7441;Totaal mannen en vrouwen;12 jaar;Sneek;251
7442;Totaal mannen en vrouwen;12 jaar;Snelrewaard;6
7443;Totaal mannen en vrouwen;12 jaar;Soest;276
7444;Totaal mannen en vrouwen;12 jaar;Someren;80
7445;Totaal mannen en vrouwen;12 jaar;Sommelsdijk;76
7446;Totaal mannen en vrouwen;12 jaar;Son en Breugel;54
7447;Totaal mannen en vrouwen;12 jaar;Spanbroek;26
7448;Totaal mannen en vrouwen;12 jaar;Spaubeek;21
7449;Totaal mannen en vrouwen;12 jaar;Spijkenisse;36
7450;Totaal mannen en vrouwen;12 jaar;Sprang-Capelle;98
7451;Totaal mannen en vrouwen;12 jaar;Stad aan 't Haringvliet;29
7452;Totaal mannen en vrouwen;12 jaar;Standdaarbuiten;37
7453;Totaal mannen en vrouwen;12 jaar;Staphorst;129
7454;Totaal mannen en vrouwen;12 jaar;Stavenisse;41
7455;Totaal mannen en vrouwen;12 jaar;Staveren;22
7456;Totaal mannen en vrouwen;12 jaar;Stedum;53
7457;Totaal mannen en vrouwen;12 jaar;Steenbergen en Kruisland;189
7458;Totaal mannen en vrouwen;12 jaar;Steenderen;86
7459;Totaal mannen en vrouwen;12 jaar;Steenwijk;136
7460;Totaal mannen en vrouwen;12 jaar;Steenwijkerwold;128
7461;Totaal mannen en vrouwen;12 jaar;Stein (L.);50
7462;Totaal mannen en vrouwen;12 jaar;Stellendam;30
7463;Totaal mannen en vrouwen;12 jaar;Stevensweert;25
7464;Totaal mannen en vrouwen;12 jaar;Stiphout;18
7465;Totaal mannen en vrouwen;12 jaar;Stolwijk;44
7466;Totaal mannen en vrouwen;12 jaar;Stompwijk;86
7467;Totaal mannen en vrouwen;12 jaar;Stoppeldijk;22
7468;Totaal mannen en vrouwen;12 jaar;Stoutenburg;26
7469;Totaal mannen en vrouwen;12 jaar;Stramproij;22
7470;Totaal mannen en vrouwen;12 jaar;Streefkerk;28
7471;Totaal mannen en vrouwen;12 jaar;Strijen;76
7472;Totaal mannen en vrouwen;12 jaar;Susteren;80
7473;Totaal mannen en vrouwen;12 jaar;Swalmen;82
7474;Totaal mannen en vrouwen;12 jaar;Tegelen;189
7475;Totaal mannen en vrouwen;12 jaar;Ten Boer;85
7476;Totaal mannen en vrouwen;12 jaar;Ter Aar;85
7477;Totaal mannen en vrouwen;12 jaar;Terheijden;91
7478;Totaal mannen en vrouwen;12 jaar;Termunten;66
7479;Totaal mannen en vrouwen;12 jaar;Terschelling;44
7480;Totaal mannen en vrouwen;12 jaar;Teteringen;44
7481;Totaal mannen en vrouwen;12 jaar;Texel;132
7482;Totaal mannen en vrouwen;12 jaar;Tholen;46
7483;Totaal mannen en vrouwen;12 jaar;Thorn;44
7484;Totaal mannen en vrouwen;12 jaar;Tiel;211
7485;Totaal mannen en vrouwen;12 jaar;Tienhoven (U.);9
7486;Totaal mannen en vrouwen;12 jaar;Tienhoven (ZH.);4
7487;Totaal mannen en vrouwen;12 jaar;Tietjerksteradeel;293
7488;Totaal mannen en vrouwen;12 jaar;Tilburg;1313
7489;Totaal mannen en vrouwen;12 jaar;Tonge (Nieuwe-);37
7490;Totaal mannen en vrouwen;12 jaar;Tonge (Oude-);45
7491;Totaal mannen en vrouwen;12 jaar;Tubbergen;209
7492;Totaal mannen en vrouwen;12 jaar;Tull en 't Waal;12
7493;Totaal mannen en vrouwen;12 jaar;Twisk;10
7494;Totaal mannen en vrouwen;12 jaar;Ubach over Worms;123
7495;Totaal mannen en vrouwen;12 jaar;Ubbergen;98
7496;Totaal mannen en vrouwen;12 jaar;Uden;141
7497;Totaal mannen en vrouwen;12 jaar;Udenhout;97
7498;Totaal mannen en vrouwen;12 jaar;Uitgeest;73
7499;Totaal mannen en vrouwen;12 jaar;Uithoorn;70
7500;Totaal mannen en vrouwen;12 jaar;Uithuizen;68
7501;Totaal mannen en vrouwen;12 jaar;Uithuizermeeden;87
7502;Totaal mannen en vrouwen;12 jaar;Ulestraten;18
7503;Totaal mannen en vrouwen;12 jaar;Ulrum;65
7504;Totaal mannen en vrouwen;12 jaar;Urk;71
7505;Totaal mannen en vrouwen;12 jaar;Urmond;44
7506;Totaal mannen en vrouwen;12 jaar;Ursem;23
7507;Totaal mannen en vrouwen;12 jaar;Usquert;31
7508;Totaal mannen en vrouwen;12 jaar;Utingeradeel;83
7509;Totaal mannen en vrouwen;12 jaar;Utrecht;2633
7510;Totaal mannen en vrouwen;12 jaar;Vaals;160
7511;Totaal mannen en vrouwen;12 jaar;Valburg;118
7512;Totaal mannen en vrouwen;12 jaar;Valkenburg (L.);44
7513;Totaal mannen en vrouwen;12 jaar;Valkenburg (ZH.);20
7514;Totaal mannen en vrouwen;12 jaar;Valkenswaard;132
7515;Totaal mannen en vrouwen;12 jaar;Varik;17
7516;Totaal mannen en vrouwen;12 jaar;Veen;21
7517;Totaal mannen en vrouwen;12 jaar;Veendam;273
7518;Totaal mannen en vrouwen;12 jaar;Veenendaal;161
7519;Totaal mannen en vrouwen;12 jaar;Veere;9
7520;Totaal mannen en vrouwen;12 jaar;Veghel;149
7521;Totaal mannen en vrouwen;12 jaar;Veldhoven;123
7522;Totaal mannen en vrouwen;12 jaar;Veldhuizen;15
7523;Totaal mannen en vrouwen;12 jaar;Velp;11
7524;Totaal mannen en vrouwen;12 jaar;Velsen;805
7525;Totaal mannen en vrouwen;12 jaar;Venhuizen;54
7526;Totaal mannen en vrouwen;12 jaar;Venlo;448
7527;Totaal mannen en vrouwen;12 jaar;Venraij;249
7528;Totaal mannen en vrouwen;12 jaar;Vessem, Wintelre en Knegsel;20
7529;Totaal mannen en vrouwen;12 jaar;Veur;69
7530;Totaal mannen en vrouwen;12 jaar;Vianen;68
7531;Totaal mannen en vrouwen;12 jaar;Vierlingsbeek;28
7532;Totaal mannen en vrouwen;12 jaar;Vierpolders;16
7533;Totaal mannen en vrouwen;12 jaar;Vinkeveen en Waverveen;95
7534;Totaal mannen en vrouwen;12 jaar;Vlaardingen;566
7535;Totaal mannen en vrouwen;12 jaar;Vlaardinger-Ambacht;34
7536;Totaal mannen en vrouwen;12 jaar;Vlagtwedde;301
7537;Totaal mannen en vrouwen;12 jaar;Vledder;55
7538;Totaal mannen en vrouwen;12 jaar;Vleuten;47
7539;Totaal mannen en vrouwen;12 jaar;Vlieland;6
7540;Totaal mannen en vrouwen;12 jaar;Vlijmen;68
7541;Totaal mannen en vrouwen;12 jaar;Vlissingen;319
7542;Totaal mannen en vrouwen;12 jaar;Vlist;7
7543;Totaal mannen en vrouwen;12 jaar;Vlodrop;41
7544;Totaal mannen en vrouwen;12 jaar;Voerendaal;82
7545;Totaal mannen en vrouwen;12 jaar;Vollenhove (Ambt-);43
7546;Totaal mannen en vrouwen;12 jaar;Vollenhove (Stad-);27
7547;Totaal mannen en vrouwen;12 jaar;Voorburg;320
7548;Totaal mannen en vrouwen;12 jaar;Voorhout;78
7549;Totaal mannen en vrouwen;12 jaar;Voorschoten;124
7550;Totaal mannen en vrouwen;12 jaar;Voorst;230
7551;Totaal mannen en vrouwen;12 jaar;Vorden;88
7552;Totaal mannen en vrouwen;12 jaar;Vreeland;18
7553;Totaal mannen en vrouwen;12 jaar;Vreeswijk;83
7554;Totaal mannen en vrouwen;12 jaar;Vries;132
7555;Totaal mannen en vrouwen;12 jaar;Vriezenveen;180
7556;Totaal mannen en vrouwen;12 jaar;Vrouwenpolder;26
7557;Totaal mannen en vrouwen;12 jaar;Vught;153
7558;Totaal mannen en vrouwen;12 jaar;Vuren;38
7559;Totaal mannen en vrouwen;12 jaar;Waalre;75
7560;Totaal mannen en vrouwen;12 jaar;Waalwijk;141
7561;Totaal mannen en vrouwen;12 jaar;Waarde;15
7562;Totaal mannen en vrouwen;12 jaar;Waardenburg;32
7563;Totaal mannen en vrouwen;12 jaar;Waarder;19
7564;Totaal mannen en vrouwen;12 jaar;Waddinxveen;154
7565;Totaal mannen en vrouwen;12 jaar;Wadenoijen;36
7566;Totaal mannen en vrouwen;12 jaar;Wageningen;248
7567;Totaal mannen en vrouwen;12 jaar;Wamel;96
7568;Totaal mannen en vrouwen;12 jaar;Wanneperveen;40
7569;Totaal mannen en vrouwen;12 jaar;Wanroij;20
7570;Totaal mannen en vrouwen;12 jaar;Wanssum;19
7571;Totaal mannen en vrouwen;12 jaar;Warder;8
7572;Totaal mannen en vrouwen;12 jaar;Warffum;36
7573;Totaal mannen en vrouwen;12 jaar;Warmenhuizen;50
7574;Totaal mannen en vrouwen;12 jaar;Warmond;38
7575;Totaal mannen en vrouwen;12 jaar;Warnsveld;54
7576;Totaal mannen en vrouwen;12 jaar;Waspik;59
7577;Totaal mannen en vrouwen;12 jaar;Wassenaar;203
7578;Totaal mannen en vrouwen;12 jaar;Wateringen;78
7579;Totaal mannen en vrouwen;12 jaar;Waterlandkerkje;17
7580;Totaal mannen en vrouwen;12 jaar;Wedde;66
7581;Totaal mannen en vrouwen;12 jaar;Weerselo;125
7582;Totaal mannen en vrouwen;12 jaar;Weert;319
7583;Totaal mannen en vrouwen;12 jaar;Weesp;117
7584;Totaal mannen en vrouwen;12 jaar;Weesperkarspel;81
7585;Totaal mannen en vrouwen;12 jaar;Wehl;50
7586;Totaal mannen en vrouwen;12 jaar;Wemeldinge;48
7587;Totaal mannen en vrouwen;12 jaar;Werken (de) en Sleeuwijk;79
7588;Totaal mannen en vrouwen;12 jaar;Werkendam;64
7589;Totaal mannen en vrouwen;12 jaar;Werkhoven;22
7590;Totaal mannen en vrouwen;12 jaar;Wervershoof;79
7591;Totaal mannen en vrouwen;12 jaar;Wessem;25
7592;Totaal mannen en vrouwen;12 jaar;Westbroek;26
7593;Totaal mannen en vrouwen;12 jaar;Westdongeradeel;123
7594;Totaal mannen en vrouwen;12 jaar;Westdorpe;23
7595;Totaal mannen en vrouwen;12 jaar;Westerbork;98
7596;Totaal mannen en vrouwen;12 jaar;Westerhoven;15
7597;Totaal mannen en vrouwen;12 jaar;Westervoort;37
7598;Totaal mannen en vrouwen;12 jaar;Westkapelle;36
7599;Totaal mannen en vrouwen;12 jaar;Westmaas;21
7600;Totaal mannen en vrouwen;12 jaar;Weststellingwerf;351
7601;Totaal mannen en vrouwen;12 jaar;Westwoud;23
7602;Totaal mannen en vrouwen;12 jaar;Westzaan;56
7603;Totaal mannen en vrouwen;12 jaar;Wierden;217
7604;Totaal mannen en vrouwen;12 jaar;Wieringen;90
7605;Totaal mannen en vrouwen;12 jaar;Wieringerwaard;16
7606;Totaal mannen en vrouwen;12 jaar;Wijchen;104
7607;Totaal mannen en vrouwen;12 jaar;Wijdenes;20
7608;Totaal mannen en vrouwen;12 jaar;Wijdewormer;16
7609;Totaal mannen en vrouwen;12 jaar;Wijhe;100
7610;Totaal mannen en vrouwen;12 jaar;Wijk (de);74
7611;Totaal mannen en vrouwen;12 jaar;Wijk aan Zee en Duin;108
7612;Totaal mannen en vrouwen;12 jaar;Wijk bij Duurstede;52
7613;Totaal mannen en vrouwen;12 jaar;Wijk en Aalburg;56
7614;Totaal mannen en vrouwen;12 jaar;Wijlre;38
7615;Totaal mannen en vrouwen;12 jaar;Wijmbritseradeel;224
