ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
3672;Mannen en vrouwen;86 jaar;2027;59348;10695;6288;4407;4081;326;3035;7660
3673;Mannen en vrouwen;86 jaar;2028;58735;9939;5754;4185;3876;309;2586;7353
3674;Mannen en vrouwen;86 jaar;2029;61857;10508;6292;4216;3928;288;3056;7453
3675;Mannen en vrouwen;86 jaar;2030;68912;9848;5449;4399;4100;300;2875;6973
3676;Mannen en vrouwen;86 jaar;2031;73060;10299;5839;4459;4177;282;3139;7160
3677;Mannen en vrouwen;86 jaar;2032;69378;10621;6295;4326;4046;280;3460;7162
3678;Mannen en vrouwen;86 jaar;2033;98460;13257;6951;6306;5863;443;3567;9690
3679;Mannen en vrouwen;86 jaar;2034;94357;14308;8207;6101;5616;486;3782;10526
3680;Mannen en vrouwen;86 jaar;2035;88969;14350;8815;5535;5081;454;4198;10152
3681;Mannen en vrouwen;86 jaar;2036;86261;14224;9026;5199;4753;446;4247;9977
3682;Mannen en vrouwen;86 jaar;2037;84347;14859;9587;5272;4753;519;4994;9866
3683;Mannen en vrouwen;86 jaar;2038;84713;14314;8596;5718;4791;928;4681;9633
3684;Mannen en vrouwen;86 jaar;2039;87551;14995;9198;5796;4679;1117;5322;9673
3685;Mannen en vrouwen;86 jaar;2040;87432;14961;9454;5507;4400;1107;5579;9382
3686;Mannen en vrouwen;86 jaar;2041;88404;15474;9948;5526;4397;1129;6075;9399
3687;Mannen en vrouwen;86 jaar;2042;89644;15792;10168;5624;4407;1217;6395;9397
3688;Mannen en vrouwen;86 jaar;2043;91431;16426;10772;5654;4394;1261;7007;9419
3689;Mannen en vrouwen;86 jaar;2044;93078;16666;10779;5887;4532;1355;7070;9596
3690;Mannen en vrouwen;86 jaar;2045;94588;17348;11211;6137;4613;1524;7705;9642
3691;Mannen en vrouwen;86 jaar;2046;96945;18071;11706;6365;4814;1551;8139;9932
3692;Mannen en vrouwen;86 jaar;2047;96339;19253;12975;6278;4742;1536;9339;9914
3693;Mannen en vrouwen;86 jaar;2048;99876;19142;12573;6569;5051;1517;8911;10230
3694;Mannen en vrouwen;86 jaar;2049;99487;20459;13591;6868;5298;1570;10019;10440
3695;Mannen en vrouwen;86 jaar;2050;101175;20928;13838;7090;5474;1616;10259;10669
3696;Mannen en vrouwen;87 jaar;2009;37261;3401;2142;1259;1136;124;330;3072
3697;Mannen en vrouwen;87 jaar;2010;37798;3381;2169;1212;1093;120;348;3033
3698;Mannen en vrouwen;87 jaar;2011;39250;3778;2398;1380;1251;129;347;3431
3699;Mannen en vrouwen;87 jaar;2012;39006;3932;2419;1513;1364;149;340;3592
3700;Mannen en vrouwen;87 jaar;2013;38964;4072;2498;1574;1427;147;496;3577
3701;Mannen en vrouwen;87 jaar;2014;39867;4138;2405;1733;1569;164;500;3638
3702;Mannen en vrouwen;87 jaar;2015;40004;4225;2342;1882;1716;166;479;3745
3703;Mannen en vrouwen;87 jaar;2016;41834;4543;2469;2074;1868;206;592;3951
3704;Mannen en vrouwen;87 jaar;2017;42218;4725;2478;2247;2041;206;678;4047
3705;Mannen en vrouwen;87 jaar;2018;44259;5241;2788;2453;2208;245;882;4359
3706;Mannen en vrouwen;87 jaar;2019;44196;5251;2640;2611;2364;247;823;4428
3707;Mannen en vrouwen;87 jaar;2020;45188;5762;2905;2857;2594;264;1022;4740
3708;Mannen en vrouwen;87 jaar;2021;44364;5981;3057;2924;2666;258;1151;4829
3709;Mannen en vrouwen;87 jaar;2022;45300;6423;3246;3177;2901;276;1266;5157
3710;Mannen en vrouwen;87 jaar;2023;45793;6970;3603;3367;3073;293;1473;5497
3711;Mannen en vrouwen;87 jaar;2024;47008;7445;3905;3540;3261;279;1658;5787
3712;Mannen en vrouwen;87 jaar;2025;47396;7697;4127;3571;3292;278;1821;5877
3713;Mannen en vrouwen;87 jaar;2026;50510;8441;4658;3783;3487;296;2100;6341
3714;Mannen en vrouwen;87 jaar;2027;51984;8750;4893;3857;3567;290;2180;6570
3715;Mannen en vrouwen;87 jaar;2028;53784;9690;5692;3997;3701;296;2745;6944
3716;Mannen en vrouwen;87 jaar;2029;53276;9017;5216;3800;3520;281;2343;6674
3717;Mannen en vrouwen;87 jaar;2030;56160;9544;5711;3833;3571;262;2772;6772
3718;Mannen en vrouwen;87 jaar;2031;62630;8953;4951;4003;3730;273;2610;6343
3719;Mannen en vrouwen;87 jaar;2032;66464;9373;5311;4062;3804;257;2853;6519
3720;Mannen en vrouwen;87 jaar;2033;63173;9673;5731;3943;3688;255;3147;6526
3721;Mannen en vrouwen;87 jaar;2034;89725;12086;6332;5753;5349;404;3247;8839
3722;Mannen en vrouwen;87 jaar;2035;86065;13053;7483;5570;5127;443;3446;9607
3723;Mannen en vrouwen;87 jaar;2036;81209;13101;8044;5057;4642;415;3829;9272
3724;Mannen en vrouwen;87 jaar;2037;78796;12997;8244;4753;4345;408;3877;9120
3725;Mannen en vrouwen;87 jaar;2038;77099;13586;8763;4823;4348;475;4561;9025
3726;Mannen en vrouwen;87 jaar;2039;77480;13097;7863;5234;4385;849;4278;8819
3727;Mannen en vrouwen;87 jaar;2040;80122;13727;8420;5308;4285;1023;4867;8861
3728;Mannen en vrouwen;87 jaar;2041;80056;13703;8658;5045;4031;1014;5104;8599
3729;Mannen en vrouwen;87 jaar;2042;80982;14181;9115;5066;4031;1034;5561;8619
3730;Mannen en vrouwen;87 jaar;2043;82162;14477;9320;5157;4041;1116;5855;8622
3731;Mannen en vrouwen;87 jaar;2044;83830;15062;9874;5187;4031;1156;6416;8646
3732;Mannen en vrouwen;87 jaar;2045;85374;15290;9886;5403;4159;1244;6477;8813
3733;Mannen en vrouwen;87 jaar;2046;86791;15919;10285;5635;4235;1400;7061;8858
3734;Mannen en vrouwen;87 jaar;2047;88986;16588;10740;5848;4423;1425;7459;9129
3735;Mannen en vrouwen;87 jaar;2048;88455;17677;11907;5770;4358;1412;8561;9116
3736;Mannen en vrouwen;87 jaar;2049;91736;17579;11541;6038;4644;1394;8170;9409
3737;Mannen en vrouwen;87 jaar;2050;91402;18797;12480;6318;4873;1444;9190;9607
3738;Mannen en vrouwen;88 jaar;2009;32601;2740;1736;1005;899;106;275;2465
3739;Mannen en vrouwen;88 jaar;2010;32730;2997;1891;1106;997;109;292;2705
3740;Mannen en vrouwen;88 jaar;2011;33233;2982;1916;1066;961;105;307;2674
3741;Mannen en vrouwen;88 jaar;2012;34546;3334;2120;1214;1101;113;308;3026
3742;Mannen en vrouwen;88 jaar;2013;34368;3475;2142;1333;1202;131;303;3172
3743;Mannen en vrouwen;88 jaar;2014;34352;3601;2213;1388;1258;130;439;3162
3744;Mannen en vrouwen;88 jaar;2015;35178;3660;2131;1528;1384;144;443;3217
3745;Mannen en vrouwen;88 jaar;2016;35332;3739;2077;1663;1516;147;426;3313
3746;Mannen en vrouwen;88 jaar;2017;36985;4023;2189;1834;1652;182;526;3497
3747;Mannen en vrouwen;88 jaar;2018;37355;4189;2199;1989;1807;183;602;3587
3748;Mannen en vrouwen;88 jaar;2019;39198;4647;2475;2172;1955;217;781;3866
3749;Mannen en vrouwen;88 jaar;2020;39181;4660;2346;2314;2094;219;730;3930
3750;Mannen en vrouwen;88 jaar;2021;40102;5117;2581;2536;2302;234;907;4210
3751;Mannen en vrouwen;88 jaar;2022;39412;5317;2719;2598;2369;230;1021;4296
3752;Mannen en vrouwen;88 jaar;2023;40288;5716;2889;2827;2582;246;1124;4592
3753;Mannen en vrouwen;88 jaar;2024;40771;6208;3210;2998;2737;261;1310;4899
3754;Mannen en vrouwen;88 jaar;2025;41902;6637;3479;3158;2909;249;1475;5162
3755;Mannen en vrouwen;88 jaar;2026;42297;6868;3680;3188;2939;248;1621;5247
3756;Mannen en vrouwen;88 jaar;2027;45122;7540;4158;3382;3117;265;1872;5668
3757;Mannen en vrouwen;88 jaar;2028;46494;7826;4373;3453;3194;259;1945;5882
3758;Mannen en vrouwen;88 jaar;2029;48156;8672;5090;3582;3317;266;2451;6221
3759;Mannen en vrouwen;88 jaar;2030;47747;8082;4672;3410;3158;252;2095;5987
3760;Mannen en vrouwen;88 jaar;2031;50384;8564;5122;3443;3207;235;2482;6082
3761;Mannen en vrouwen;88 jaar;2032;56247;8043;4444;3599;3354;245;2340;5703
3762;Mannen en vrouwen;88 jaar;2033;59752;8430;4774;3656;3424;232;2561;5868
3763;Mannen en vrouwen;88 jaar;2034;56848;8707;5156;3551;3321;230;2829;5878
3764;Mannen en vrouwen;88 jaar;2035;80809;10889;5702;5188;4824;364;2920;7970
3765;Mannen en vrouwen;88 jaar;2036;77586;11770;6745;5025;4626;400;3103;8667
3766;Mannen en vrouwen;88 jaar;2037;73261;11822;7256;4566;4191;374;3450;8372
3767;Mannen en vrouwen;88 jaar;2038;71138;11738;7444;4294;3926;368;3497;8241
3768;Mannen en vrouwen;88 jaar;2039;69653;12278;7918;4360;3931;429;4117;8161
3769;Mannen en vrouwen;88 jaar;2040;70039;11845;7110;4735;3967;768;3865;7981
3770;Mannen en vrouwen;88 jaar;2041;72468;12423;7619;4804;3878;926;4398;8024
3771;Mannen en vrouwen;88 jaar;2042;72449;12407;7839;4568;3650;918;4616;7791
3772;Mannen en vrouwen;88 jaar;2043;73321;12847;8257;4590;3653;937;5033;7814
3773;Mannen en vrouwen;88 jaar;2044;74430;13120;8445;4675;3663;1011;5299;7821
3774;Mannen en vrouwen;88 jaar;2045;75967;13654;8950;4704;3656;1048;5808;7846
3775;Mannen en vrouwen;88 jaar;2046;77398;13868;8966;4902;3773;1129;5866;8002
3776;Mannen en vrouwen;88 jaar;2047;78713;14443;9329;5114;3843;1271;6397;8046
3777;Mannen en vrouwen;88 jaar;2048;80734;15055;9744;5311;4017;1294;6759;8297
3778;Mannen en vrouwen;88 jaar;2049;80276;16048;10805;5242;3959;1283;7760;8287
3779;Mannen en vrouwen;88 jaar;2050;83286;15964;10477;5487;4221;1267;7407;8557
3780;Mannen en vrouwen;89 jaar;2009;23453;1895;1189;707;624;83;126;1769
3781;Mannen en vrouwen;89 jaar;2010;28184;2378;1508;870;778;92;239;2139
3782;Mannen en vrouwen;89 jaar;2011;28325;2602;1644;957;863;94;254;2348
3783;Mannen en vrouwen;89 jaar;2012;28789;2591;1667;923;832;91;267;2324
3784;Mannen en vrouwen;89 jaar;2013;29959;2900;1846;1053;955;98;268;2631
3785;Mannen en vrouwen;89 jaar;2014;29839;3027;1870;1157;1043;114;265;2762
3786;Mannen en vrouwen;89 jaar;2015;29846;3138;1932;1207;1093;113;383;2756
3787;Mannen en vrouwen;89 jaar;2016;30591;3191;1861;1329;1204;125;386;2804
3788;Mannen en vrouwen;89 jaar;2017;30751;3263;1815;1448;1320;128;372;2891
3789;Mannen en vrouwen;89 jaar;2018;32225;3513;1914;1599;1440;159;460;3053
3790;Mannen en vrouwen;89 jaar;2019;32578;3661;1925;1737;1577;160;525;3136
3791;Mannen en vrouwen;89 jaar;2020;34220;4062;2166;1896;1707;190;681;3381
3792;Mannen en vrouwen;89 jaar;2021;34244;4078;2056;2022;1830;192;638;3440
3793;Mannen en vrouwen;89 jaar;2022;35088;4482;2262;2220;2015;205;792;3690
3794;Mannen en vrouwen;89 jaar;2023;34524;4662;2385;2278;2077;201;892;3770
3795;Mannen en vrouwen;89 jaar;2024;35334;5018;2536;2482;2267;216;984;4034
3796;Mannen en vrouwen;89 jaar;2025;35797;5456;2821;2635;2405;230;1148;4308
3797;Mannen en vrouwen;89 jaar;2026;36837;5837;3058;2779;2560;219;1294;4543
3798;Mannen en vrouwen;89 jaar;2027;37232;6046;3238;2808;2590;219;1422;4624
3799;Mannen en vrouwen;89 jaar;2028;39762;6646;3662;2984;2750;234;1645;5001
3800;Mannen en vrouwen;89 jaar;2029;41022;6908;3856;3051;2823;229;1711;5197
3801;Mannen en vrouwen;89 jaar;2030;42537;7660;4492;3168;2933;235;2159;5501
3802;Mannen en vrouwen;89 jaar;2031;42220;7149;4130;3020;2797;223;1849;5301
3803;Mannen en vrouwen;89 jaar;2032;44598;7586;4534;3052;2843;209;2194;5392
3804;Mannen en vrouwen;89 jaar;2033;49844;7132;3938;3194;2976;217;2070;5062
3805;Mannen en vrouwen;89 jaar;2034;53007;7484;4236;3248;3042;206;2269;5214
3806;Mannen en vrouwen;89 jaar;2035;50482;7736;4579;3156;2952;204;2509;5227
3807;Mannen en vrouwen;89 jaar;2036;71820;9685;5068;4617;4293;324;2591;7094
3808;Mannen en vrouwen;89 jaar;2037;69022;10476;6001;4475;4119;356;2757;7719
3809;Mannen en vrouwen;89 jaar;2038;65222;10529;6461;4068;3735;333;3069;7461
3810;Mannen en vrouwen;89 jaar;2039;63378;10464;6635;3829;3501;328;3114;7350
3811;Mannen en vrouwen;89 jaar;2040;62096;10954;7063;3891;3508;383;3669;7285
3812;Mannen en vrouwen;89 jaar;2041;62479;10575;6348;4228;3542;686;3446;7129
3813;Mannen en vrouwen;89 jaar;2042;64683;11097;6807;4291;3464;827;3924;7173
3814;Mannen en vrouwen;89 jaar;2043;64702;11089;7007;4082;3262;820;4121;6968
3815;Mannen en vrouwen;89 jaar;2044;65511;11490;7385;4104;3267;837;4496;6994
3816;Mannen en vrouwen;89 jaar;2045;66540;11738;7556;4182;3277;905;4735;7003
3817;Mannen en vrouwen;89 jaar;2046;67940;12219;8009;4210;3272;938;5191;7029
3818;Mannen en vrouwen;89 jaar;2047;69247;12419;8028;4391;3379;1012;5245;7173
3819;Mannen en vrouwen;89 jaar;2048;70453;12937;8356;4582;3443;1139;5722;7216
3820;Mannen en vrouwen;89 jaar;2049;72291;13491;8729;4762;3603;1160;6046;7445
3821;Mannen en vrouwen;89 jaar;2050;71904;14385;9682;4703;3552;1151;6945;7440
3822;Mannen en vrouwen;90 jaar;2009;18600;1435;919;516;469;47;95;1340
3823;Mannen en vrouwen;90 jaar;2010;19936;1614;1014;601;530;70;107;1507
3824;Mannen en vrouwen;90 jaar;2011;23975;2028;1287;741;663;78;203;1825
3825;Mannen en vrouwen;90 jaar;2012;24120;2221;1405;816;735;80;216;2004
3826;Mannen en vrouwen;90 jaar;2013;24540;2214;1427;787;710;78;228;1986
3827;Mannen en vrouwen;90 jaar;2014;25566;2480;1581;899;815;84;230;2250
3828;Mannen en vrouwen;90 jaar;2015;25493;2593;1605;989;891;98;228;2365
3829;Mannen en vrouwen;90 jaar;2016;25515;2691;1659;1032;935;97;329;2362
3830;Mannen en vrouwen;90 jaar;2017;26178;2736;1599;1137;1030;107;332;2404
3831;Mannen en vrouwen;90 jaar;2018;26340;2800;1560;1241;1131;110;320;2480
3832;Mannen en vrouwen;90 jaar;2019;27635;3017;1645;1372;1236;136;396;2621
3833;Mannen en vrouwen;90 jaar;2020;27965;3148;1656;1492;1355;137;452;2697
3834;Mannen en vrouwen;90 jaar;2021;29409;3494;1864;1630;1467;163;584;2910
3835;Mannen en vrouwen;90 jaar;2022;29464;3512;1772;1740;1575;165;549;2963
3836;Mannen en vrouwen;90 jaar;2023;30227;3864;1951;1913;1736;177;682;3182
3837;Mannen en vrouwen;90 jaar;2024;29778;4024;2058;1966;1792;174;768;3256
3838;Mannen en vrouwen;90 jaar;2025;30515;4337;2191;2146;1960;187;848;3489
3839;Mannen en vrouwen;90 jaar;2026;30953;4720;2440;2280;2081;199;991;3729
3840;Mannen en vrouwen;90 jaar;2027;31894;5055;2646;2408;2219;189;1118;3937
3841;Mannen en vrouwen;90 jaar;2028;32279;5241;2804;2436;2247;190;1230;4011
3842;Mannen en vrouwen;90 jaar;2029;34514;5768;3175;2593;2389;204;1424;4344
3843;Mannen en vrouwen;90 jaar;2030;35653;6004;3348;2656;2457;199;1483;4521
3844;Mannen en vrouwen;90 jaar;2031;37014;6663;3903;2760;2555;205;1874;4790
3845;Mannen en vrouwen;90 jaar;2032;36776;6229;3595;2634;2440;194;1607;4622
3846;Mannen en vrouwen;90 jaar;2033;38891;6617;3952;2665;2483;182;1910;4707
3847;Mannen en vrouwen;90 jaar;2034;43515;6228;3436;2792;2602;190;1804;4424
3848;Mannen en vrouwen;90 jaar;2035;46328;6543;3701;2842;2662;180;1981;4562
3849;Mannen en vrouwen;90 jaar;2036;44166;6769;4006;2763;2585;179;2193;4576
3850;Mannen en vrouwen;90 jaar;2037;62886;8483;4437;4047;3763;284;2266;6218
3851;Mannen en vrouwen;90 jaar;2038;60493;9184;5260;3924;3612;312;2414;6770
3852;Mannen en vrouwen;90 jaar;2039;57202;9238;5667;3571;3278;292;2689;6548
3853;Mannen en vrouwen;90 jaar;2040;55626;9189;5826;3363;3075;288;2732;6457
3854;Mannen en vrouwen;90 jaar;2041;54537;9625;6206;3420;3083;337;3221;6404
3855;Mannen en vrouwen;90 jaar;2042;54905;9300;5582;3718;3115;603;3028;6272
3856;Mannen en vrouwen;90 jaar;2043;56875;9765;5990;3775;3048;727;3450;6315
3857;Mannen en vrouwen;90 jaar;2044;56924;9763;6170;3593;2872;721;3625;6138
3858;Mannen en vrouwen;90 jaar;2045;57664;10122;6507;3616;2878;737;3958;6165
3859;Mannen en vrouwen;90 jaar;2046;58603;10345;6659;3686;2888;797;4169;6176
3860;Mannen en vrouwen;90 jaar;2047;59857;10773;7060;3713;2886;827;4571;6202
3861;Mannen en vrouwen;90 jaar;2048;61037;10955;7081;3874;2981;893;4621;6334
3862;Mannen en vrouwen;90 jaar;2049;62125;11417;7373;4044;3038;1006;5043;6374
3863;Mannen en vrouwen;90 jaar;2050;63772;11911;7703;4208;3183;1024;5330;6581
3864;Mannen en vrouwen;91 jaar;2009;15612;1130;702;429;389;40;103;1027
3865;Mannen en vrouwen;91 jaar;2010;15516;1199;768;431;391;39;80;1120
3866;Mannen en vrouwen;91 jaar;2011;16644;1350;848;501;443;59;89;1260
3867;Mannen en vrouwen;91 jaar;2012;20033;1698;1078;620;555;66;170;1528
3868;Mannen en vrouwen;91 jaar;2013;20176;1861;1179;682;615;67;181;1680
3869;Mannen en vrouwen;91 jaar;2014;20547;1858;1198;659;594;65;191;1667
3870;Mannen en vrouwen;91 jaar;2015;21432;2084;1330;754;684;70;194;1890
3871;Mannen en vrouwen;91 jaar;2016;21396;2182;1352;830;748;82;192;1990
3872;Mannen en vrouwen;91 jaar;2017;21430;2266;1399;867;785;82;276;1989
3873;Mannen en vrouwen;91 jaar;2018;22010;2304;1349;956;866;90;279;2025
3874;Mannen en vrouwen;91 jaar;2019;22168;2361;1316;1045;952;92;270;2091
3875;Mannen en vrouwen;91 jaar;2020;23288;2545;1388;1157;1042;115;335;2211
3876;Mannen en vrouwen;91 jaar;2021;23591;2660;1400;1260;1144;116;381;2279
3877;Mannen en vrouwen;91 jaar;2022;24840;2954;1577;1377;1239;138;493;2461
3878;Mannen en vrouwen;91 jaar;2023;24920;2972;1500;1472;1332;140;464;2509
3879;Mannen en vrouwen;91 jaar;2024;25598;3274;1653;1621;1471;150;576;2698
3880;Mannen en vrouwen;91 jaar;2025;25250;3414;1746;1668;1521;147;650;2765
3881;Mannen en vrouwen;91 jaar;2026;25910;3684;1860;1825;1666;159;718;2966
3882;Mannen en vrouwen;91 jaar;2027;26315;4014;2074;1940;1771;169;841;3173
3883;Mannen en vrouwen;91 jaar;2028;27153;4303;2251;2052;1891;161;949;3354
3884;Mannen en vrouwen;91 jaar;2029;27518;4467;2388;2079;1917;162;1045;3421
3885;Mannen en vrouwen;91 jaar;2030;29459;4923;2707;2216;2042;174;1213;3710
3886;Mannen en vrouwen;91 jaar;2031;30472;5132;2858;2273;2103;170;1264;3868
3887;Mannen en vrouwen;91 jaar;2032;31674;5700;3335;2365;2189;176;1599;4101
3888;Mannen en vrouwen;91 jaar;2033;31506;5336;3077;2259;2093;166;1374;3963
3889;Mannen en vrouwen;91 jaar;2034;33355;5677;3389;2289;2132;157;1636;4041
3890;Mannen en vrouwen;91 jaar;2035;37365;5348;2949;2400;2236;163;1547;3801
3891;Mannen en vrouwen;91 jaar;2036;39823;5627;3181;2446;2290;155;1701;3926
3892;Mannen en vrouwen;91 jaar;2037;38003;5825;3446;2379;2225;154;1886;3940
3893;Mannen en vrouwen;91 jaar;2038;54153;7309;3821;3488;3243;245;1949;5359
3894;Mannen en vrouwen;91 jaar;2039;52140;7919;4535;3384;3115;269;2080;5839
3895;Mannen en vrouwen;91 jaar;2040;49337;7972;4890;3081;2829;252;2320;5652
3896;Mannen en vrouwen;91 jaar;2041;48013;7937;5033;2904;2655;249;2359;5578
3897;Mannen en vrouwen;91 jaar;2042;47104;8320;5365;2955;2664;291;2783;5537
3898;Mannen en vrouwen;91 jaar;2043;47450;8045;4830;3215;2693;521;2618;5426
3899;Mannen en vrouwen;91 jaar;2044;49182;8452;5187;3265;2637;629;2985;5467
3900;Mannen en vrouwen;91 jaar;2045;49252;8456;5346;3110;2486;624;3139;5317
3901;Mannen en vrouwen;91 jaar;2046;49914;8774;5642;3132;2494;638;3430;5344
3902;Mannen en vrouwen;91 jaar;2047;50757;8971;5776;3195;2504;691;3613;5358
3903;Mannen en vrouwen;91 jaar;2048;51865;9345;6125;3220;2503;717;3962;5383
3904;Mannen en vrouwen;91 jaar;2049;52911;9510;6148;3362;2587;776;4009;5502
3905;Mannen en vrouwen;91 jaar;2050;53878;9914;6403;3512;2638;874;4375;5539
3906;Mannen en vrouwen;92 jaar;2009;12246;974;679;295;270;25;60;913
3907;Mannen en vrouwen;92 jaar;2010;12756;925;575;350;318;32;85;840
3908;Mannen en vrouwen;92 jaar;2011;12692;983;630;353;320;32;65;918
3909;Mannen en vrouwen;92 jaar;2012;13627;1107;696;410;362;48;73;1033
3910;Mannen en vrouwen;92 jaar;2013;16414;1395;886;509;455;54;140;1256
3911;Mannen en vrouwen;92 jaar;2014;16550;1530;970;560;505;55;149;1381
3912;Mannen en vrouwen;92 jaar;2015;16872;1529;987;542;488;53;157;1372
3913;Mannen en vrouwen;92 jaar;2016;17620;1717;1097;620;562;58;160;1557
3914;Mannen en vrouwen;92 jaar;2017;17613;1800;1117;683;616;68;158;1642
3915;Mannen en vrouwen;92 jaar;2018;17654;1871;1157;715;647;68;228;1643
3916;Mannen en vrouwen;92 jaar;2019;18150;1904;1116;788;715;74;230;1674
3917;Mannen en vrouwen;92 jaar;2020;18300;1953;1090;863;787;76;224;1729
3918;Mannen en vrouwen;92 jaar;2021;19251;2107;1150;957;862;95;277;1830
3919;Mannen en vrouwen;92 jaar;2022;19526;2205;1161;1044;948;96;316;1890
3920;Mannen en vrouwen;92 jaar;2023;20587;2450;1308;1142;1027;115;408;2043
3921;Mannen en vrouwen;92 jaar;2024;20681;2469;1247;1222;1105;117;384;2084
3922;Mannen en vrouwen;92 jaar;2025;21273;2722;1374;1348;1223;125;478;2244
3923;Mannen en vrouwen;92 jaar;2026;21012;2843;1454;1390;1267;123;539;2304
3924;Mannen en vrouwen;92 jaar;2027;21591;3072;1549;1523;1390;133;597;2475
3925;Mannen en vrouwen;92 jaar;2028;21957;3351;1731;1620;1479;141;701;2650
3926;Mannen en vrouwen;92 jaar;2029;22689;3596;1879;1717;1582;135;791;2805
3927;Mannen en vrouwen;92 jaar;2030;23026;3737;1996;1741;1606;135;872;2865
3928;Mannen en vrouwen;92 jaar;2031;24682;4124;2266;1859;1712;146;1014;3110
3929;Mannen en vrouwen;92 jaar;2032;25566;4305;2396;1910;1767;143;1057;3248
3930;Mannen en vrouwen;92 jaar;2033;26607;4786;2798;1989;1841;148;1339;3447
3931;Mannen en vrouwen;92 jaar;2034;26494;4488;2586;1902;1762;140;1153;3335
3932;Mannen en vrouwen;92 jaar;2035;28080;4781;2852;1929;1797;132;1375;3406
3933;Mannen en vrouwen;92 jaar;2036;31493;4508;2484;2024;1886;138;1302;3206
3934;Mannen en vrouwen;92 jaar;2037;33599;4749;2684;2065;1934;131;1434;3315
3935;Mannen en vrouwen;92 jaar;2038;32095;4920;2911;2010;1880;130;1591;3329
3936;Mannen en vrouwen;92 jaar;2039;45771;6180;3230;2950;2743;207;1646;4533
3937;Mannen en vrouwen;92 jaar;2040;44109;6702;3838;2863;2636;227;1759;4942
3938;Mannen en vrouwen;92 jaar;2041;41767;6751;4142;2609;2396;213;1963;4788
3939;Mannen en vrouwen;92 jaar;2042;40674;6728;4267;2461;2250;211;1999;4729
3940;Mannen en vrouwen;92 jaar;2043;39929;7059;4553;2506;2259;247;2361;4698
3941;Mannen en vrouwen;92 jaar;2044;40247;6830;4102;2728;2286;442;2223;4607
3942;Mannen en vrouwen;92 jaar;2045;41739;7181;4409;2772;2239;534;2535;4646
3943;Mannen en vrouwen;92 jaar;2046;41824;7189;4547;2641;2112;530;2667;4521
3944;Mannen en vrouwen;92 jaar;2047;42407;7464;4801;2663;2121;542;2917;4547
3945;Mannen en vrouwen;92 jaar;2048;43149;7636;4918;2718;2130;588;3074;4562
3946;Mannen en vrouwen;92 jaar;2049;44109;7957;5216;2741;2131;610;3371;4586
3947;Mannen en vrouwen;92 jaar;2050;45020;8104;5239;2865;2203;661;3413;4691
3948;Mannen en vrouwen;93 jaar;2009;9381;773;556;217;199;18;63;710
3949;Mannen en vrouwen;93 jaar;2010;9783;780;544;236;216;20;48;731
3950;Mannen en vrouwen;93 jaar;2011;10202;741;461;279;254;25;68;673
3951;Mannen en vrouwen;93 jaar;2012;10163;789;506;283;257;26;52;736
3952;Mannen en vrouwen;93 jaar;2013;10923;888;559;329;290;39;59;830
3953;Mannen en vrouwen;93 jaar;2014;13168;1122;713;409;366;43;112;1010
3954;Mannen en vrouwen;93 jaar;2015;13292;1232;782;450;406;44;120;1112
3955;Mannen en vrouwen;93 jaar;2016;13566;1232;796;436;393;43;126;1106
3956;Mannen en vrouwen;93 jaar;2017;14185;1386;886;499;453;46;129;1257
3957;Mannen en vrouwen;93 jaar;2018;14197;1455;904;551;496;55;128;1327
3958;Mannen en vrouwen;93 jaar;2019;14242;1514;937;577;522;55;184;1330
3959;Mannen en vrouwen;93 jaar;2020;14659;1541;904;637;577;59;186;1355
3960;Mannen en vrouwen;93 jaar;2021;14799;1582;884;698;637;62;181;1401
3961;Mannen en vrouwen;93 jaar;2022;15590;1709;933;776;699;77;225;1484
3962;Mannen en vrouwen;93 jaar;2023;15833;1791;944;847;770;78;256;1535
3963;Mannen en vrouwen;93 jaar;2024;16716;1992;1064;928;834;93;330;1661
3964;Mannen en vrouwen;93 jaar;2025;16818;2009;1015;994;899;95;312;1697
3965;Mannen en vrouwen;93 jaar;2026;17323;2218;1120;1098;997;102;389;1830
3966;Mannen en vrouwen;93 jaar;2027;17134;2320;1186;1134;1034;100;439;1881
3967;Mannen en vrouwen;93 jaar;2028;17631;2510;1265;1245;1137;108;486;2024
3968;Mannen en vrouwen;93 jaar;2029;17954;2742;1416;1326;1211;116;572;2170
3969;Mannen en vrouwen;93 jaar;2030;18580;2945;1538;1408;1297;110;646;2299
3970;Mannen en vrouwen;93 jaar;2031;18884;3064;1635;1429;1318;111;713;2351
3971;Mannen en vrouwen;93 jaar;2032;20267;3386;1858;1528;1408;121;830;2556
3972;Mannen en vrouwen;93 jaar;2033;21021;3540;1968;1573;1455;117;867;2673
3973;Mannen en vrouwen;93 jaar;2034;21905;3939;2300;1639;1517;122;1100;2839
3974;Mannen en vrouwen;93 jaar;2035;21835;3699;2130;1569;1454;115;948;2751
3975;Mannen en vrouwen;93 jaar;2036;23168;3946;2353;1593;1484;109;1133;2812
3976;Mannen en vrouwen;93 jaar;2037;26012;3724;2051;1673;1559;114;1074;2650
3977;Mannen en vrouwen;93 jaar;2038;27780;3927;2219;1709;1600;109;1184;2743
