ID;Broedvogelsoort;Perioden;Index1990100_1;Index2005100_2;TrendGehelePeriode_3;TrendLaatste10Jaar_4
0;720;1990;100.0;;.                             ;.                             
1;720;1991;98.0;;.                             ;.                             
2;720;1992;105.0;;.                             ;.                             
3;720;1993;102.0;;.                             ;.                             
4;720;1994;108.0;;.                             ;.                             
5;720;1995;124.0;;.                             ;.                             
6;720;1996;133.0;;.                             ;.                             
7;720;1997;134.0;;.                             ;.                             
8;720;1998;161.0;;.                             ;.                             
9;720;1999;171.0;;.                             ;.                             
10;720;2000;198.0;;.                             ;.                             
11;720;2001;196.0;;.                             ;.                             
12;720;2002;218.0;;.                             ;.                             
13;720;2003;224.0;;.                             ;.                             
14;720;2004;230.0;;.                             ;.                             
15;720;2005;250.0;;Sterke  toename               ;Sterke  toename               
16;17170;1990;100.0;;.                             ;.                             
17;17170;1991;111.0;;.                             ;.                             
18;17170;1992;116.0;;.                             ;.                             
19;17170;1993;119.0;;.                             ;.                             
20;17170;1994;121.0;;.                             ;.                             
21;17170;1995;133.0;;.                             ;.                             
22;17170;1996;132.0;;.                             ;.                             
23;17170;1997;161.0;;.                             ;.                             
24;17170;1998;112.0;;.                             ;.                             
25;17170;1999;95.0;;.                             ;.                             
26;17170;2000;98.0;;.                             ;.                             
27;17170;2001;92.0;;.                             ;.                             
28;17170;2002;88.0;;.                             ;.                             
29;17170;2003;101.0;;.                             ;.                             
30;17170;2004;87.0;;.                             ;.                             
31;17170;2005;118.0;;Matige afname                 ;Matige afname                 
32;13640;1990;100.0;;.                             ;.                             
33;13640;1991;130.0;;.                             ;.                             
34;13640;1992;224.0;;.                             ;.                             
35;13640;1993;191.0;;.                             ;.                             
36;13640;1994;172.0;;.                             ;.                             
37;13640;1995;174.0;;.                             ;.                             
38;13640;1996;158.0;;.                             ;.                             
39;13640;1997;149.0;;.                             ;.                             
40;13640;1998;125.0;;.                             ;.                             
41;13640;1999;98.0;;.                             ;.                             
42;13640;2000;149.0;;.                             ;.                             
43;13640;2001;135.0;;.                             ;.                             
44;13640;2002;129.0;;.                             ;.                             
45;13640;2003;123.0;;.                             ;.                             
46;13640;2004;139.0;;.                             ;.                             
47;13640;2005;75.0;;Matige afname                 ;Matige afname                 
48;16630;1990;100.0;;.                             ;.                             
49;16630;1991;111.0;;.                             ;.                             
50;16630;1992;78.0;;.                             ;.                             
51;16630;1993;61.0;;.                             ;.                             
52;16630;1994;43.0;;.                             ;.                             
53;16630;1995;46.0;;.                             ;.                             
54;16630;1996;42.0;;.                             ;.                             
55;16630;1997;102.0;;.                             ;.                             
56;16630;1998;55.0;;.                             ;.                             
57;16630;1999;48.0;;.                             ;.                             
58;16630;2000;37.0;;.                             ;.                             
59;16630;2001;46.0;;.                             ;.                             
60;16630;2002;57.0;;.                             ;.                             
61;16630;2003;24.0;;.                             ;.                             
62;16630;2004;70.0;;.                             ;.                             
63;16630;2005;58.0;;Onzeker                       ;Onzeker                       
64;1730;1990;100.0;;.                             ;.                             
65;1730;1991;106.0;;.                             ;.                             
66;1730;1992;109.0;;.                             ;.                             
67;1730;1993;108.0;;.                             ;.                             
68;1730;1994;124.0;;.                             ;.                             
69;1730;1995;128.0;;.                             ;.                             
70;1730;1996;118.0;;.                             ;.                             
71;1730;1997;138.0;;.                             ;.                             
72;1730;1998;153.0;;.                             ;.                             
73;1730;1999;133.0;;.                             ;.                             
74;1730;2000;140.0;;.                             ;.                             
75;1730;2001;143.0;;.                             ;.                             
76;1730;2002;148.0;;.                             ;.                             
77;1730;2003;139.0;;.                             ;.                             
78;1730;2004;136.0;;.                             ;.                             
79;1730;2005;141.0;;Matige toename                ;Stabiel                       
80;11060;1990;100.0;;.                             ;.                             
81;11060;1991;111.0;;.                             ;.                             
82;11060;1992;128.0;;.                             ;.                             
83;11060;1993;137.0;;.                             ;.                             
84;11060;1994;150.0;;.                             ;.                             
85;11060;1995;186.0;;.                             ;.                             
86;11060;1996;169.0;;.                             ;.                             
87;11060;1997;191.0;;.                             ;.                             
88;11060;1998;213.0;;.                             ;.                             
89;11060;1999;210.0;;.                             ;.                             
90;11060;2000;216.0;;.                             ;.                             
91;11060;2001;222.0;;.                             ;.                             
92;11060;2002;229.0;;.                             ;.                             
93;11060;2003;253.0;;.                             ;.                             
94;11060;2004;285.0;;.                             ;.                             
95;11060;2005;237.0;;Sterke  toename               ;Matige toename                
96;2610;1990;100.0;;.                             ;.                             
97;2610;1991;95.0;;.                             ;.                             
98;2610;1992;90.0;;.                             ;.                             
99;2610;1993;95.0;;.                             ;.                             
100;2610;1994;104.0;;.                             ;.                             
101;2610;1995;85.0;;.                             ;.                             
102;2610;1996;86.0;;.                             ;.                             
103;2610;1997;78.0;;.                             ;.                             
104;2610;1998;77.0;;.                             ;.                             
105;2610;1999;66.0;;.                             ;.                             
106;2610;2000;66.0;;.                             ;.                             
107;2610;2001;64.0;;.                             ;.                             
108;2610;2002;59.0;;.                             ;.                             
109;2610;2003;50.0;;.                             ;.                             
110;2610;2004;50.0;;.                             ;.                             
111;2610;2005;40.0;;Matige afname                 ;Matige afname                 
112;1220;1990;100.0;;.                             ;.                             
113;1220;1991;88.0;;.                             ;.                             
114;1220;1992;87.0;;.                             ;.                             
115;1220;1993;91.0;;.                             ;.                             
116;1220;1994;97.0;;.                             ;.                             
117;1220;1995;103.0;;.                             ;.                             
118;1220;1996;81.0;;.                             ;.                             
119;1220;1997;75.0;;.                             ;.                             
120;1220;1998;80.0;;.                             ;.                             
121;1220;1999;92.0;;.                             ;.                             
122;1220;2000;97.0;;.                             ;.                             
123;1220;2001;102.0;;.                             ;.                             
124;1220;2002;104.0;;.                             ;.                             
125;1220;2003;96.0;;.                             ;.                             
126;1220;2004;96.0;;.                             ;.                             
127;1220;2005;101.0;;Matige toename                ;Matige toename                
128;9920;1990;100.0;;.                             ;.                             
129;9920;1991;84.0;;.                             ;.                             
130;9920;1992;81.0;;.                             ;.                             
131;9920;1993;72.0;;.                             ;.                             
132;9920;1994;54.0;;.                             ;.                             
133;9920;1995;44.0;;.                             ;.                             
134;9920;1996;56.0;;.                             ;.                             
135;9920;1997;54.0;;.                             ;.                             
136;9920;1998;51.0;;.                             ;.                             
137;9920;1999;60.0;;.                             ;.                             
138;9920;2000;63.0;;.                             ;.                             
139;9920;2001;66.0;;.                             ;.                             
140;9920;2002;78.0;;.                             ;.                             
141;9920;2003;85.0;;.                             ;.                             
142;9920;2004;70.0;;.                             ;.                             
143;9920;2005;85.0;;Stabiel                       ;Matige toename                
144;4700;1990;100.0;;.                             ;.                             
145;4700;1991;82.0;;.                             ;.                             
