ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Omschrijving_63;Code_64;Omschrijving_65;InwonertalVoorlopig_66;Omgevingsadressendichtheid_67
69;55;55;Boarnsterhim               ;BHM;103;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;4;GGD Noord-Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;10;Leeuwarden            ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;18042;330
70;497;497;Bodegraven                 ;BGN;104;9;'s-Gravenhage   ;16;Midden-Holland                ;31;Leiden-Alphen aan den Rijn         ;28;Oost-Zuid-Holland                  ;73;Rijnstreek Zuid-Holland                 ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden Holland                      ;31;Alphen aan den Rijn;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;47;Alphen aan den Rijn   ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;33;Oost-Zuid-Holland                       ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                       ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;31.2;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;19251;1102
71;755;755;Boekel                     ;BKL;105;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant      ;41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;112;Midden-Meijerij                         ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;55;GGD Brabant-Noordoost                   ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;71;Uden                  ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;40;Noord-Oost-Brabant                      ;- ;Niet van toepassing  ;41.2;352;Overig Noordoost-Noord-Brabant;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9064;365
72;9;9;Ten Boer                   ;TBR;106;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;1;Groninger Hoogeland en n. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;2;GGD Groningen, Stad en Ommelanden       ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;- ;Niet van toepassing  ;1.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7158;246
73;64;64;Bolsward                   ;BOD;107;17;Leeuwarden      ;33;Zuidwest-Friesland            ;4;Sneek                              ;5;Zuidwest-Friesland                 ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;5;GGD Zuid-West Friesland                 ;54;Sneek              ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;9;Sneek                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;8;Zuidwest-Friesland                      ;1;Noord-Nederland   ;5;Zuidwest-Friesland                      ;4;Oost-Friesland/Zuid-West-Friesland      ;4;Oost-Friesland/Zuid-West Friesland      ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;9233;876
74;211;211;Borculo                    ;BCO;110;6;Zutphen         ;43;Oost-Gelderland               ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;5;Stedendriehoek    ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;21;Groenlo            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;23;Zutphen               ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;- ;Niet van toepassing  ;16.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10303;494
75;108;108;Borger                     ;BGR;111;19;Assen           ;71;Zuid-Oost Drenthe             ;7;Assen-Hoogeveen                    ;7;Noord-Drenthe                      ;16;Overige gemeenten Drentse Veenkolonien  ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;9;DGD Zuid-Oost Drenthe                   ;60;Assen              ;3;Assen           ;1;Noord-Nederland;2205;Drentse Veenkolonien en Hondsrug        ;2;Veenkolonien en Oldambt       ;11;Assen                 ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;10;Noord-Drenthe                           ;1;Noord-Nederland   ;8;Zuidoost-Drenthe                        ;6;Zuid-Oost- en Zuid-West-Drenthe         ;6;Zuid-Oost- en Zuid-West-Drenthe         ;- ;Niet van toepassing  ;7.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13197;319
76;897;897;Born                       ;BON;112;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westleijke Mijnstreek                   ;14;Geleen/Sittard       ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14793;474
77;147;147;Borne                      ;BOE;113;8;Almelo          ;18;Midden-Twente                 ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;07;Enschede/Hengelo     ;nvt ;-  ;nvt                           ;04;Enschede/Hengelo/Almelo   ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;22010;946
78;654;654;Borsele                    ;BSE;114;12;Middelburg      ;5;Zeeland                       ;36;Goes                               ;32;Overig Zeeland                     ;97;Noord- en Zuid-Beveland                 ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;16;Middelburg      ;3;West-Nederland ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk  akkerbouwgebied;60;Goes                  ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;44;Overig Zeeland (exclusief Vlissingen)   ;8;Zuidwest-Nederland;31;Oosterschelde regio                     ;24;Zeeland                                 ;32;Noord- en Midden Zeeland                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;21708;248
79;499;499;Boskoop                    ;BKP;115;9;'s-Gravenhage   ;16;Midden-Holland                ;31;Leiden-Alphen aan den Rijn         ;28;Oost-Zuid-Holland                  ;73;Rijnstreek Zuid-Holland                 ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden Holland                      ;31;Alphen aan den Rijn;15;Leiden          ;3;West-Nederland ;2805;Boskoop en Rijneveld                    ;7;Westelijk Holland             ;47;Alphen aan den Rijn   ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;33;Oost-Zuid-Holland                       ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                       ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;31.2;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14867;703
80;756;756;Boxmeer                    ;BMR;117;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant      ;15;Nijmegen                           ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;1;'s-Hertogenbosch;7;Nijmegen          ;24;'s-Hertogenbosch ;55;GGD Brabant-Noordoost                   ;4;Boxmeer            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied   ;73;Boxmeer               ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;40;Noord-Oost-Brabant                      ;- ;Niet van toepassing  ;15.2;352;Overig Noordoost-Noord-Brabant;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;20758;647
81;757;757;Boxtel                     ;BTL;118;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant      ;41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;110;Gebied om 's-Hertogenbosch en Vught     ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;Stadsgewest 's-Hertogenbosch            ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;69;'s-Hertogenbosch      ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;13;West- en Midden-Brabant                 ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;37;Den Bosch e.o.                          ;- ;Niet van toepassing  ;41.1;351;Stadsgewest 's-Hertogenbosch  ;19;Den Bosch                 ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;29012;916
82;212;212;Brakel                     ;BAL;119;5;Arnhem          ;62;Rivierenland                  ;41;'s-Hertogenbosch                   ;16;Zuidwest-Gelderland                ;42;Bommelerwaard                           ;2;Arnhem          ;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;20;GGD Rivierenland                        ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2506;Bommelerwaard                           ;10;Rivierengebied                ;32;Zaltbommel            ;12;Noord-Noord-Brabant             ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;19;Zuidwest-Gelderland                     ;2;Oost-Nederland    ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;- ;Niet van toepassing  ;41.5;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6983;198
83;758;758;Breda                      ;BEA;121;2;Breda           ;26;Breda                         ;43;Breda                              ;33;West-Noord-Brabant                 ;103;Breda                                   ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;Gezondheidsdienst Stadsgewest Breda     ;5;Breda              ;17;Tilburg         ;4;Zuid-Nederland ;3006;Land van Breda                          ;12;Zuidwest Brabant              ;66;Breda                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;17;Breda                ;nvt ;-  ;nvt                           ;17;Breda                     ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;156697;1660
84;194;194;Brederwiede                ;BWE;122;7;Zwolle          ;41;IJssel-Vecht                  ;8;Meppel-Steenwijk                   ;10;Noord-Overijssel                   ;19;Noordwest-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;16;Steenwijk             ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;5;Meren in Groningen, Friesl., Nw. Overijs;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;8.2 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12258;199
85;311;311;Breukelen                  ;BKN;123;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;48;Vechtstreek en Plassengebied in Utrecht ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;6;Hollands-Utrechtse meren                ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;- ;Niet van toepassing  ;19.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13912;624
86;501;501;Brielle                    ;BIE;124;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;91;Voorne-Putten en Rozenburg              ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;35;Brielle            ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk  akkerbouwgebied;56;Brielle               ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;35;Rijnmond (excl. Rotterdam, Hoek v Holl.);5;West-Nederland 1  ;29;Rijnmond                                ;23;Rijmond                                 ;31;Rijnmond                                ;- ;Niet van toepassing  ;28.3;291;Rijnmond                      ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15751;758
87;898;898;Broekhuizen                ;BZN;126;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;1;minder dan 5 000 inwoners   ;5;Niet stedelijk      ;1929;142
88;213;213;Brummen                    ;BMN;129;6;Zutphen         ;8;Oost-Veluwe                   ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;34;Overige gemeenten oostelijke Veluwezoom ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;17;GGD Oost-Veluwe                         ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2502;IJsselstreek                            ;4;Oostelijk Veehouderijgebied   ;23;Zutphen               ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;8;Veluwe en Veluwerand                    ;17;Achterhoek                              ;2;Oost-Nederland    ;11;Stedendriehoek                          ;9;Veluwe                                  ;11;Oost-Veluwe                             ;- ;Niet van toepassing  ;16.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;21371;597
89;899;899;Brunssum                   ;BNM;130;3;Maastricht      ;67;Zuid-Limburg                  ;45;Heerlen                            ;39;Zuid-Limburg                       ;125;Oostelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;10;Heerlen            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;79;Heerlen               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;41;Oostelijk Zuid-Limburg                  ;30;Zuid-Limburg                            ;43;Oostelijk Zuid-Limburg                  ;08;Heerlen/Kerkrade     ;nvt ;-  ;nvt                           ;22;Heerlen                   ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;30928;1464
90;759;759;Budel                      ;BUL;131;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;117;Valkenswaard en oostelijke randgemeenten;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuid-Oost        ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;14;Oost-Brabant, Noord- en Midden-Limburg  ;50;Zuidoost-Noord-Brabant                  ;3;Zuid-Nederland    ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;- ;Niet van toepassing  ;40.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;20129;503
91;312;312;Bunnik                     ;BNK;133;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;45;Utrechts Kromme Rijngebied              ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;26;GGD Zuid-Oost Utrecht                   ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied                ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;04;Utrecht              ;19.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14085;527
92;313;313;Bunschoten                 ;BSN;134;16;Utrecht         ;50;Eemland                       ;20;Amersfoort                         ;17;Utrecht                            ;43;Utrechtse Vallei en Eemgebied           ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                             ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied ;35;Amersfoort            ;10;Harderwijk-Amersfoort           ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;3;Ijsselmeerkust                          ;20;Utrecht                                 ;7;West-Nederland 3  ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;- ;Niet van toepassing  ;20.1;-  ;nvt                           ;08;Amersfoort                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;19182;881
93;214;214;Buren                      ;BUN;135;5;Arnhem          ;62;Rivierenland                  ;18;Tiel                               ;16;Zuidwest-Gelderland                ;38;Westelijke Betuwe                       ;2;Arnhem          ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                        ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;31;Tiel                  ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;19;Zuidwest-Gelderland                     ;2;Oost-Nederland    ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10104;193
94;381;381;Bussum                     ;BSM;136;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;24;Het Gooi en Vechtstreek            ;67;Overige gemeenten in het Gooi           ;4;Amsterdam       ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;10;Haarlem         ;3;West-Nederland ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland             ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;29;Het Gooi en Vechtstreek                 ;7;West-Nederland 3  ;20;Gooi en Vechtstreek                     ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;12;Hilversum                 ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;31148;2051
95;502;502;Capelle aan den IJssel     ;CSL;139;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;88;Oostelijk randgebied Rotterdam          ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;46;GGD Rotterdam e.o.                      ;32;Rotterdam          ;15;Leiden          ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;54;Rotterdam             ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;35;Rijnmond (excl. Rotterdam, Hoek v Holl.);5;West-Nederland 1  ;29;Rijnmond                                ;23;Rijmond                                 ;31;Rijnmond                                ;01;Rotterdam            ;28.1;291;Rijnmond                      ;15;Rotterdam                 ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;62224;2051
96;383;383;Castricum                  ;CRM;140;15;Haarlem         ;44;Zuid- en Midden Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;20;IJmond                             ;55;Noord-Kennemerland                      ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;30;GGD Midden-Kennemerland                 ;49;Haarlem            ;11;Den Helder      ;3;West-Nederland ;2708;Kennemerland                            ;7;Westelijk Holland             ;42;Velsen                ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;2;Noordzeebadplaatsen                     ;23;IJmond (exclusief Velsen/IJmuiden)      ;6;West-Nederland 2  ;24;Noord-Kennemerland                      ;17;Zuid- en Midden-Kennemerland            ;22;Midden-Kennemerland                     ;- ;Niet van toepassing  ;22.2;-  ;nvt                           ;09;Alkmaar                   ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;22703;1379
97;109;109;Coevorden                  ;CVN;142;19;Assen           ;71;Zuid-Oost Drenthe             ;9;Emmen-Coevorden                    ;8;Zuidoost-Drenthe                   ;18;Zuiddrents randgebied                   ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;9;DGD Zuid-Oost Drenthe                   ;61;Emmen              ;3;Assen           ;1;Noord-Nederland;2204;Zuidelijk zandgebied in Drenthe         ;4;Oostelijk Veehouderijgebied   ;13;Coevorden/Dalen       ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;11;Zuidoost-Drenthe                        ;1;Noord-Nederland   ;8;Zuidoost-Drenthe                        ;6;Zuid-Oost- en Zuid-West-Drenthe         ;6;Zuid-Oost- en Zuid-West-Drenthe         ;- ;Niet van toepassing  ;9.2 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14985;757
