ID;BedrijfstakkenBranches;Seizoencorrectie;Perioden;ProductieBedrAfgelopen3Mnd_1;ProductieBedrKomende3Mnd_2;OmzetAfgelopen3Mnd_3;OmzetKomende3Mnd_4;BuitenlandseOmzetAfgelopen3Mnd_5;BuitenlandseOmzetKomende3Mnd_6;VerkoopprijzenTarievenKomende3Mnd_7;PersoneelssterkteAfgelopen3Mnd_8;PersoneelssterkteKomende3Mnd_9;EconomischKlimaatAfgelopen3Mnd_10;WinstgevendheidAfgelopen3Mnd_11
1400;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;28.9;19.0;37.2;14.4;10.4;8.5;30.4;22.2;21.8;19.5;24.2
1401;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;14.4;15.3;10.2;19.4;1.7;6.0;3.3;14.6;21.5;15.4;9.1
1402;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;18.2;2.3;24.0;0.2;9.9;-0.4;4.8;14.1;27.4;11.6;12.3
1403;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;2.7;28.9;3.1;34.5;1.6;9.5;8.1;22.9;20.3;9.8;2.9
1404;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;30.1;21.5;33.4;18.2;8.4;8.3;31.5;20.7;21.2;7.4;15.3
1405;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;16.6;13.8;15.4;16.6;1.6;3.0;3.5;13.7;21.9;3.8;5.7
1406;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;16.4;0.1;19.0;-1.7;6.0;-0.7;5.1;8.9;21.3;5.6;6.1
1407;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;-0.9;20.9;-4.7;26.8;0.6;9.1;10.1;7.9;17.4;-2.9;-2.0
1408;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;24.5;20.9;27.9;17.2;9.3;5.6;28.9;14.5;22.0;4.0;15.0
1409;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-16.8;-58.6;-16.3;-62.7;-10.9;-30.3;-9.9;2.0;-19.8;-27.2;-20.9
1410;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-29.4;-3.4;-29.5;-7.8;-19.9;-8.6;0.7;-15.4;-0.3;-40.4;-37.3
1411;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;-7.9;12.9;-6.9;14.9;-7.5;1.7;5.5;-8.3;2.7;-15.7;-12.3
1412;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;20.4;7.9;26.1;5.7;3.0;0.3;22.2;1.9;13.5;-2.9;16.5
1413;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;12.0;6.3;7.9;8.8;-1.8;1.1;2.6;7.4;20.3;1.2;3.3
1414;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;13.4;-4.7;14.2;-3.8;2.5;-0.1;4.8;12.2;25.5;13.8;13.3
1415;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;-2.5;31.6;-3.5;36.1;0.1;10.5;16.3;12.8;31.2;10.0;6.8
1416;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;33.3;14.4;37.9;15.2;8.9;5.2;38.1;19.0;31.8;6.7;17.6
1417;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;14.9;13.2;14.0;17.9;5.1;7.0;14.7;18.2;27.6;-1.9;0.5
1418;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;7.2;-10.3;10.5;-9.6;4.5;-1.0;19.9;15.1;26.7;-3.4;3.8
1419;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;-6.8;22.9;-6.9;26.8;1.6;4.7;34.6;15.6;21.8;-12.5;-9.5
1420;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;26.4;12.6;33.5;14.4;12.9;4.1;50.5;19.1;30.7;-6.0;5.0
1421;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2016 1e kwartaal;17.8;13.9;16.4;14.4;8.3;7.3;8.0;7.5;8.4;10.0;7.3
1422;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2016 2e kwartaal;16.3;16.3;11.4;14.8;6.3;4.6;6.5;9.8;9.6;7.8;4.3
1423;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2016 3e kwartaal;15.7;8.8;14.2;13.4;3.7;2.6;7.9;6.0;7.1;8.8;4.2
1424;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2016 4e kwartaal;11.0;14.5;10.5;14.0;-2.5;6.7;6.9;11.7;12.3;10.8;11.2
1425;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2017 1e kwartaal;17.4;12.8;17.5;13.2;5.4;4.1;9.3;9.0;14.7;15.6;6.2
1426;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2017 2e kwartaal;17.8;10.7;15.5;11.3;4.5;5.2;5.5;12.1;12.2;14.3;13.2
1427;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2017 3e kwartaal;15.0;15.8;16.5;15.1;4.8;3.4;7.8;14.3;15.9;10.5;11.4
1428;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2017 4e kwartaal;12.6;18.0;13.9;18.1;2.1;6.2;8.7;7.5;22.8;12.7;11.8
1429;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2018 1e kwartaal;18.3;13.8;23.5;12.7;7.7;10.1;19.4;21.9;20.2;15.8;16.5
1430;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2018 2e kwartaal;12.5;13.7;5.2;18.7;3.0;5.2;7.7;14.4;22.5;15.6;9.4
1431;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2018 3e kwartaal;19.5;18.1;25.9;18.0;9.5;5.5;10.3;15.9;27.5;12.5;12.8
1432;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2018 4e kwartaal;13.9;19.7;19.8;19.0;3.4;2.8;9.2;21.6;20.9;12.5;9.8
1433;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2019 1e kwartaal;19.5;16.5;16.8;16.6;4.4;9.9;20.4;20.3;21.8;3.7;7.6
1434;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2019 2e kwartaal;14.7;12.3;13.4;16.0;4.2;2.3;8.0;13.5;20.6;4.0;6.1
1435;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2019 3e kwartaal;17.7;15.9;20.9;16.0;5.5;5.2;10.6;10.7;21.4;6.4;6.6
1436;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2019 4e kwartaal;10.3;11.7;11.9;11.3;2.4;2.4;11.2;6.6;18.0;-0.2;4.8
1437;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2020 1e kwartaal;13.3;16.7;14.6;16.0;6.5;5.0;12.9;13.2;22.8;2.0;6.9
1438;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-18.3;-57.8;-18.5;-63.9;-8.2;-29.8;-3.0;1.6;-21.0;-26.4;-20.1
1439;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-28.6;8.9;-32.6;9.2;-21.2;-3.4;7.7;-13.0;-0.9;-40.6;-37.0
1440;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2020 4e kwartaal;4.0;4.2;11.6;0.3;-6.1;-3.4;7.7;-9.0;3.6;-14.4;-5.3
1441;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2021 1e kwartaal;9.1;3.7;14.8;4.6;0.2;-0.3;6.1;0.7;14.4;-4.9;8.4
1442;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2021 2e kwartaal;10.6;7.0;4.0;7.5;1.0;1.5;9.5;7.0;19.1;2.1;4.1
1443;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2021 3e kwartaal;14.2;7.3;10.8;13.2;1.2;5.1;11.8;14.6;24.9;13.7;13.6
1444;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2021 4e kwartaal;9.5;23.3;15.2;21.5;1.4;5.5;18.5;12.1;32.1;11.2;13.8
1445;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2022 1e kwartaal;21.4;12.2;21.8;13.7;4.7;4.7;23.4;16.4;31.0;2.7;9.2
1446;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2022 2e kwartaal;13.7;15.3;16.7;16.7;6.9;7.4;22.5;17.9;27.3;1.1;1.7
1447;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2022 3e kwartaal;7.3;4.1;7.6;7.7;3.8;4.6;27.6;19.1;26.8;-2.2;3.7
1448;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2022 4e kwartaal;6.3;7.9;9.4;12.2;4.8;-0.8;33.4;14.5;22.7;-11.4;-2.2
1449;M Specialistische zakelijke diensten;Seizoengecorrigeerde cijfers;2023 1e kwartaal;13.2;6.7;17.4;13.2;8.7;3.7;34.3;16.4;29.5;-10.3;-3.9
1450;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;12.0;6.0;17.1;9.8;2.9;1.6;33.1;-2.7;3.0;9.8;6.6
1451;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;11.3;22.3;13.4;26.5;2.3;5.0;7.7;6.9;12.6;7.1;4.9
1452;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;14.4;3.8;15.5;2.5;4.1;1.4;8.0;10.5;-1.6;4.1;4.6
1453;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;7.4;5.9;5.7;5.4;3.0;-0.1;4.3;2.0;-0.9;6.7;2.0
1454;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;20.3;20.1;25.2;22.0;5.1;-0.2;28.7;9.9;11.9;10.2;13.4
1455;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;19.6;35.9;21.3;35.5;3.0;3.0;7.1;6.9;15.1;14.1;2.9
1456;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;28.4;20.1;30.3;20.5;1.7;0.3;9.5;13.0;18.0;21.2;12.5
1457;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;19.9;19.8;22.1;18.7;3.7;3.7;11.7;11.4;13.8;15.5;16.9
1458;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;28.7;14.0;30.6;14.2;5.3;2.6;39.3;17.5;15.3;20.3;23.5
1459;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;25.7;33.2;22.5;34.6;2.6;3.8;6.8;14.1;20.9;16.5;8.2
1460;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;32.1;19.0;36.4;20.9;2.6;0.2;11.3;23.7;15.7;14.6;14.3
1461;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;18.5;16.8;19.3;19.0;3.5;2.3;15.3;17.0;12.9;11.0;7.6
1462;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;20.5;16.7;23.6;22.3;3.5;3.5;45.5;20.0;15.8;8.4;8.9
1463;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;18.9;29.8;20.8;29.7;5.0;2.2;8.5;16.8;25.7;6.4;6.6
1464;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;24.9;15.9;32.6;16.8;4.1;2.0;13.1;23.1;15.6;6.8;5.6
1465;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;10.2;8.9;16.0;4.1;2.8;-0.3;20.0;12.7;12.4;-1.3;7.4
1466;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;9.1;12.0;14.4;15.0;3.3;0.9;52.7;10.7;13.3;-3.2;4.1
1467;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-35.4;-67.1;-20.9;-68.7;-11.5;-16.4;-9.9;-6.6;-35.0;-39.8;-37.0
1468;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-29.2;12.0;-38.9;11.6;-6.4;-1.4;1.1;-28.0;3.0;-54.4;-51.3
1469;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;12.5;-11.8;14.6;-15.7;-2.7;-2.0;9.4;-19.9;-11.8;-5.4;-5.2
1470;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;4.2;-1.3;-3.0;-6.0;-1.2;-1.3;39.2;-6.4;-3.5;-28.5;-19.6
1471;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;6.5;26.6;4.1;28.1;0.5;1.5;6.0;2.6;13.6;-3.4;-6.5
1472;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;32.7;14.9;35.0;15.5;2.0;-1.5;4.6;21.6;26.6;20.2;18.5
1473;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;25.4;17.1;19.5;25.8;1.3;4.0;22.5;19.1;26.3;23.4;20.3
1474;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;13.2;-0.5;20.4;5.9;2.2;0.8;54.7;10.2;11.9;4.4;15.9
1475;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;14.5;26.2;23.0;27.4;3.6;3.1;25.5;14.2;28.5;5.8;-6.1
1476;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;19.0;7.9;22.7;17.0;1.3;1.9;16.3;6.0;21.9;1.4;-2.2
1477;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;2.4;4.7;12.0;11.5;0.0;3.3;38.7;8.1;14.8;-8.9;-12.8
1478;N Verhuur en overige zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;15.4;8.5;20.7;8.5;3.7;0.4;67.0;9.2;18.8;-1.1;-9.5
1479;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2016 1e kwartaal;12.7;11.2;19.8;16.9;2.9;4.7;14.3;0.9;6.1;11.8;7.5
1480;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2016 2e kwartaal;15.1;8.1;16.3;13.6;2.7;1.0;14.5;8.8;4.9;7.8;9.5
1481;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2016 3e kwartaal;11.0;9.8;11.1;6.6;3.9;2.9;13.7;7.0;0.5;2.3;4.2
1482;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2016 4e kwartaal;6.2;8.9;4.5;7.0;2.7;-0.7;10.6;-0.1;1.5;5.7;-3.2
1483;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2017 1e kwartaal;21.0;25.3;27.9;29.2;5.1;0.3;10.0;13.5;15.0;12.2;14.4
1484;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2017 2e kwartaal;23.4;21.8;24.2;22.7;3.4;1.6;13.9;8.8;7.4;14.9;7.5
1485;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2017 3e kwartaal;25.1;26.1;25.9;24.6;1.6;1.9;15.2;9.6;20.2;19.4;12.2
1486;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2017 4e kwartaal;18.8;22.8;20.9;20.3;3.4;3.1;17.9;9.3;16.2;14.6;11.7
1487;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2018 1e kwartaal;29.4;19.1;33.3;21.4;5.3;5.7;20.6;21.1;18.4;22.3;24.4
1488;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2018 2e kwartaal;29.5;19.1;25.4;21.7;3.0;-0.2;13.6;16.0;13.2;17.2;12.8
1489;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2018 3e kwartaal;28.8;25.0;32.1;25.0;2.5;1.7;17.0;20.2;17.8;12.8;14.0
1490;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2018 4e kwartaal;17.4;19.8;18.1;20.6;3.2;1.6;21.6;14.9;15.4;10.1;2.4
1491;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2019 1e kwartaal;21.2;21.9;26.4;29.5;3.6;4.0;26.8;23.7;18.9;10.4;9.8
1492;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2019 2e kwartaal;22.7;15.6;23.7;16.9;5.4;0.8;15.3;18.7;18.0;7.2;11.2
1493;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2019 3e kwartaal;21.5;21.9;28.2;20.8;4.0;3.5;18.8;19.7;17.7;5.0;5.2
1494;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2019 4e kwartaal;9.0;11.9;14.8;5.7;2.5;-1.0;26.2;10.6;14.8;-2.2;2.2
1495;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2020 1e kwartaal;10.9;16.6;16.4;21.9;3.3;0.5;31.1;12.9;15.4;-1.5;3.2
1496;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-34.3;-80.6;-17.9;-81.5;-11.1;-17.2;-1.3;-4.5;-42.7;-39.1;-34.1
1497;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-35.9;17.0;-44.2;15.0;-6.6;0.2;9.0;-31.9;5.6;-55.7;-50.7
1498;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2020 4e kwartaal;16.3;-7.9;15.0;-13.2;-2.9;-2.3;14.5;-20.4;-8.8;-6.4;-7.8
1499;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2021 1e kwartaal;6.0;3.2;-1.1;0.9;-1.2;-1.7;17.7;-4.2;-1.4;-26.8;-20.5
1500;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2021 2e kwartaal;7.6;13.2;7.0;15.3;0.9;0.7;14.6;4.8;6.0;-2.7;-3.6
1501;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2021 3e kwartaal;26.0;19.9;29.6;18.9;1.8;0.0;12.4;17.7;29.1;18.9;19.1
1502;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2021 4e kwartaal;29.3;21.1;20.0;28.3;1.0;3.7;27.7;18.7;29.3;22.3;17.6
1503;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2022 1e kwartaal;14.1;4.8;23.4;13.2;2.3;1.3;30.3;10.8;14.1;5.6;17.7
1504;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2022 2e kwartaal;17.8;12.9;28.2;13.9;4.1;1.3;36.9;16.3;21.5;6.7;-3.1
1505;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2022 3e kwartaal;16.5;11.0;14.5;20.6;0.7;3.8;25.0;3.1;23.1;0.2;-4.6
1506;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2022 4e kwartaal;0.6;9.7;12.0;14.2;0.0;2.6;43.1;8.5;18.3;-9.8;-15.2
1507;N Verhuur en overige zakelijke diensten;Seizoengecorrigeerde cijfers;2023 1e kwartaal;16.8;14.8;23.2;16.5;3.3;1.1;42.5;10.2;21.6;0.6;-9.5
1508;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;;;10.4;-10.3;;;17.4;-3.4;-1.2;3.0;7.3
1509;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;;;-4.3;23.2;;;3.3;2.7;20.7;5.0;2.2
1510;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;;;10.4;2.7;;;2.5;16.6;6.6;8.8;-2.5
1511;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;;;0.6;4.2;;;-1.1;15.0;-3.2;6.4;3.2
1512;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;;;11.6;-8.4;;;7.5;5.3;2.4;9.3;17.3
1513;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;;;0.6;24.0;;;6.5;2.8;20.0;6.3;12.3
1514;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;;;18.7;9.5;;;6.1;14.7;21.1;5.7;-5.2
1515;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;;;15.6;3.1;;;8.2;10.8;2.8;12.1;11.6
1516;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;;;11.8;0.2;;;13.1;11.1;15.5;17.9;5.4
1517;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;;;-6.7;19.4;;;0.4;5.6;18.1;3.8;12.7
1518;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;;;15.9;5.9;;;5.6;24.1;11.9;1.7;-4.2
1519;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;;;13.6;6.2;;;6.2;11.0;6.0;3.5;8.0
1520;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;;;15.4;-11.0;;;35.1;5.4;9.7;6.5;6.5
1521;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;;;7.7;11.3;;;5.4;16.4;19.2;-3.4;-0.1
1522;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;;;17.7;-11.7;;;3.1;7.9;12.1;-0.3;9.5
1523;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;;;12.4;2.2;;;6.9;-1.8;7.1;-6.2;6.3
1524;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;;;17.0;-11.3;;;11.8;7.4;14.1;-1.6;-0.9
1525;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;;;-60.6;-82.4;;;-10.2;-0.9;-38.4;-52.7;-48.3
1526;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;;;-65.2;18.8;;;-2.6;-33.5;0.8;-70.4;-77.1
1527;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;;;19.5;-52.2;;;2.0;-31.3;-31.7;-23.3;-27.7
1528;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;;;-67.8;-46.2;;;1.1;-45.0;-23.5;-62.9;-67.1
1529;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;;;-55.9;17.6;;;0.0;-32.7;14.6;-41.9;-53.5
1530;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;;;44.9;54.1;;;9.8;2.6;34.0;29.0;8.3
1531;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;;;56.4;28.1;;;16.9;31.7;23.2;52.1;37.5
1532;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;;;-51.7;-38.3;;;24.0;-5.3;3.8;-52.2;-49.1
1533;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;;;29.1;44.3;;;13.0;11.4;30.7;24.5;17.9
1534;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;;;42.1;14.0;;;18.4;16.6;25.2;22.1;25.1
1535;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;;;4.5;-0.9;;;27.0;15.8;5.8;-24.2;-11.6
1536;R Cultuur, sport en recreatie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;;;-3.5;-2.4;;;43.5;1.5;17.3;-17.9;-8.8
1537;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;;;4.2;3.6;;;7.4;4.7;4.6;1.5;2.9
1538;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;;;7.1;6.7;;;6.7;5.6;11.4;6.4;2.6
1539;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;;;2.9;4.1;;;6.3;10.1;0.2;8.3;-0.7
1540;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;;;2.8;5.5;;;1.6;10.6;6.7;7.0;5.5
1541;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;;;5.3;5.6;;;1.7;11.4;8.2;7.8;12.8
1542;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;;;12.0;7.5;;;5.8;7.6;10.6;7.7;12.6
1543;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;;;11.2;10.8;;;9.9;8.2;14.7;5.2;-3.4
1544;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;;;17.8;4.3;;;10.9;6.4;12.7;12.7;13.8
1545;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;;;5.6;14.1;;;3.1;19.2;21.3;16.4;0.9
1546;R Cultuur, sport en recreatie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;;;4.7;2.9;;;3.9;8.5;8.7;5.1;13.0
