ID;Regio;Huishoudens;Perioden;TotaalAantalParticuliereHuishoudens_1;EigenaarBewoner_2;Huurder_3;EengezinswoningKoop_4;EengezinswoningHuur_5;MeergezinswoningKoop_6;MeergezinswoningHuur_7;Bedrijfswoning_8;Wooneenheid_9;BewoondeAndereRuimte_10;Inwonend_11;Ouderenwoning_12;Bedrijfswoning_13;AndereWoning_14
665;Delfzijl en omgeving (CR);3;2009;8.0;6.0;2.0;5.0;1.0;;1.0;;;;;1.0;;8.0
666;Delfzijl en omgeving (CR);4;1998;8.0;5.0;3.0;5.0;2.0;;;;;;;;;7.0
667;Delfzijl en omgeving (CR);4;1999;;;;;;;;;;;;;;
668;Delfzijl en omgeving (CR);4;2000;;;;;;;;;;;;;;
669;Delfzijl en omgeving (CR);4;2002;7.0;6.0;1.0;5.0;1.0;;;1.0;;;;;;7.0
670;Delfzijl en omgeving (CR);4;2006;6.0;6.0;;5.0;;;;;;;;;;6.0
671;Delfzijl en omgeving (CR);4;2009;6.0;5.0;;5.0;;;;1.0;;;;;;5.0
672;Delfzijl en omgeving (CR);5;1998;2.0;;1.0;;1.0;;;;;;;;;2.0
673;Delfzijl en omgeving (CR);5;1999;;;;;;;;;;;;;;
674;Delfzijl en omgeving (CR);5;2000;;;;;;;;;;;;;;
675;Delfzijl en omgeving (CR);5;2002;2.0;;1.0;;1.0;;;;;;;;;2.0
676;Delfzijl en omgeving (CR);5;2006;2.0;1.0;1.0;1.0;1.0;;;;;;;;;2.0
677;Delfzijl en omgeving (CR);5;2009;1.0;1.0;;1.0;;;;;;;;;;1.0
678;Delfzijl en omgeving (CR);6;1998;;;;;;;;;;;;;;
679;Delfzijl en omgeving (CR);6;1999;;;;;;;;;;;;;;
680;Delfzijl en omgeving (CR);6;2000;;;;;;;;;;;;;;
681;Delfzijl en omgeving (CR);6;2002;;;;;;;;;;;;;;
682;Delfzijl en omgeving (CR);6;2006;;;;;;;;;;;;;;
683;Delfzijl en omgeving (CR);6;2009;;;;;;;;;;;;;;
684;Overig Groningen (CR);1;1998;170.0;74.0;96.0;59.0;31.0;9.0;48.0;6.0;15.0;2.0;1.0;11.0;4.0;138.0
685;Overig Groningen (CR);1;1999;;;;;;;;;;;;;;
686;Overig Groningen (CR);1;2000;;;;;;;;;;;;;;
687;Overig Groningen (CR);1;2002;174.0;84.0;90.0;68.0;29.0;10.0;43.0;5.0;14.0;;2.0;11.0;3.0;142.0
688;Overig Groningen (CR);1;2006;181.0;92.0;88.0;71.0;23.0;14.0;46.0;6.0;17.0;;2.0;10.0;3.0;147.0
689;Overig Groningen (CR);1;2009;186.0;95.0;91.0;71.0;25.0;15.0;37.0;7.0;27.0;2.0;3.0;11.0;3.0;141.0
690;Overig Groningen (CR);2;1998;75.0;15.0;59.0;9.0;10.0;5.0;34.0;1.0;14.0;1.0;1.0;8.0;1.0;51.0
691;Overig Groningen (CR);2;1999;;;;;;;;;;;;;;
692;Overig Groningen (CR);2;2000;;;;;;;;;;;;;;
693;Overig Groningen (CR);2;2002;76.0;18.0;58.0;12.0;12.0;6.0;30.0;;14.0;;2.0;7.0;;53.0
694;Overig Groningen (CR);2;2006;81.0;24.0;57.0;13.0;9.0;9.0;29.0;2.0;17.0;;2.0;6.0;1.0;55.0
695;Overig Groningen (CR);2;2009;91.0;26.0;65.0;15.0;11.0;9.0;26.0;2.0;26.0;1.0;2.0;6.0;1.0;55.0
696;Overig Groningen (CR);3;1998;50.0;28.0;21.0;24.0;10.0;3.0;10.0;3.0;;;;3.0;1.0;45.0
697;Overig Groningen (CR);3;1999;;;;;;;;;;;;;;
698;Overig Groningen (CR);3;2000;;;;;;;;;;;;;;
699;Overig Groningen (CR);3;2002;46.0;29.0;16.0;25.0;8.0;3.0;8.0;2.0;;;;3.0;1.0;41.0
700;Overig Groningen (CR);3;2006;51.0;34.0;16.0;27.0;6.0;5.0;10.0;2.0;;;;3.0;1.0;45.0
701;Overig Groningen (CR);3;2009;49.0;35.0;14.0;26.0;7.0;5.0;7.0;3.0;1.0;;;4.0;1.0;43.0
702;Overig Groningen (CR);4;1998;36.0;28.0;8.0;24.0;6.0;1.0;2.0;3.0;;;;;2.0;34.0
703;Overig Groningen (CR);4;1999;;;;;;;;;;;;;;
704;Overig Groningen (CR);4;2000;;;;;;;;;;;;;;
705;Overig Groningen (CR);4;2002;40.0;32.0;8.0;29.0;6.0;1.0;1.0;3.0;;;;1.0;2.0;37.0
706;Overig Groningen (CR);4;2006;38.0;30.0;8.0;28.0;5.0;;2.0;2.0;;;;1.0;1.0;36.0
707;Overig Groningen (CR);4;2009;36.0;31.0;5.0;29.0;3.0;1.0;1.0;2.0;;;;;1.0;35.0
708;Overig Groningen (CR);5;1998;6.0;1.0;5.0;1.0;3.0;;2.0;;;;;;;6.0
709;Overig Groningen (CR);5;1999;;;;;;;;;;;;;;
710;Overig Groningen (CR);5;2000;;;;;;;;;;;;;;
711;Overig Groningen (CR);5;2002;9.0;3.0;6.0;3.0;3.0;;3.0;;;;;;;9.0
712;Overig Groningen (CR);5;2006;11.0;4.0;6.0;4.0;3.0;;4.0;;;;;;;10.0
713;Overig Groningen (CR);5;2009;8.0;2.0;6.0;1.0;4.0;;2.0;;;1.0;;;;7.0
714;Overig Groningen (CR);6;1998;4.0;1.0;3.0;1.0;1.0;;1.0;;;;;;;3.0
715;Overig Groningen (CR);6;1999;;;;;;;;;;;;;;
716;Overig Groningen (CR);6;2000;;;;;;;;;;;;;;
717;Overig Groningen (CR);6;2002;3.0;1.0;3.0;;;;1.0;;1.0;;;;;2.0
718;Overig Groningen (CR);6;2006;1.0;;1.0;;;;1.0;;;;;;;1.0
719;Overig Groningen (CR);6;2009;1.0;;1.0;;;;1.0;;;;;;;1.0
720;Noord-Friesland (CR);1;1998;137.0;75.0;63.0;68.0;38.0;1.0;21.0;6.0;3.0;1.0;;10.0;4.0;120.0
721;Noord-Friesland (CR);1;1999;;;;;;;;;;;;;;
722;Noord-Friesland (CR);1;2000;;;;;;;;;;;;;;
723;Noord-Friesland (CR);1;2002;140.0;83.0;57.0;74.0;34.0;2.0;16.0;6.0;3.0;;1.0;11.0;2.0;120.0
724;Noord-Friesland (CR);1;2006;142.0;88.0;55.0;78.0;28.0;2.0;20.0;7.0;3.0;;2.0;11.0;4.0;122.0
725;Noord-Friesland (CR);1;2009;147.0;89.0;58.0;80.0;31.0;3.0;21.0;6.0;4.0;1.0;1.0;13.0;3.0;125.0
726;Noord-Friesland (CR);2;1998;45.0;12.0;34.0;10.0;16.0;1.0;14.0;1.0;2.0;1.0;;6.0;;36.0
727;Noord-Friesland (CR);2;1999;;;;;;;;;;;;;;
728;Noord-Friesland (CR);2;2000;;;;;;;;;;;;;;
729;Noord-Friesland (CR);2;2002;47.0;15.0;32.0;13.0;15.0;1.0;13.0;1.0;3.0;;1.0;8.0;;35.0
730;Noord-Friesland (CR);2;2006;47.0;17.0;30.0;14.0;9.0;1.0;16.0;2.0;3.0;;2.0;7.0;1.0;35.0
731;Noord-Friesland (CR);2;2009;56.0;21.0;35.0;18.0;14.0;1.0;16.0;1.0;4.0;1.0;;9.0;;41.0
732;Noord-Friesland (CR);3;1998;45.0;30.0;15.0;28.0;10.0;1.0;4.0;2.0;;;;4.0;1.0;40.0
733;Noord-Friesland (CR);3;1999;;;;;;;;;;;;;;
734;Noord-Friesland (CR);3;2000;;;;;;;;;;;;;;
735;Noord-Friesland (CR);3;2002;41.0;29.0;12.0;26.0;9.0;1.0;3.0;2.0;;;;4.0;1.0;36.0
736;Noord-Friesland (CR);3;2006;44.0;32.0;12.0;29.0;8.0;1.0;4.0;2.0;;;;4.0;1.0;39.0
737;Noord-Friesland (CR);3;2009;42.0;31.0;11.0;27.0;7.0;2.0;4.0;2.0;;;;3.0;1.0;38.0
738;Noord-Friesland (CR);4;1998;41.0;32.0;9.0;29.0;8.0;;1.0;3.0;;;;;2.0;38.0
739;Noord-Friesland (CR);4;1999;;;;;;;;;;;;;;
740;Noord-Friesland (CR);4;2000;;;;;;;;;;;;;;
741;Noord-Friesland (CR);4;2002;42.0;35.0;8.0;32.0;7.0;;;3.0;;;;;2.0;40.0
742;Noord-Friesland (CR);4;2006;42.0;35.0;7.0;32.0;6.0;;;3.0;;;;1.0;2.0;39.0
743;Noord-Friesland (CR);4;2009;43.0;35.0;7.0;32.0;7.0;;;3.0;;;;1.0;2.0;40.0
744;Noord-Friesland (CR);5;1998;4.0;1.0;3.0;;3.0;;;;;;;;;4.0
745;Noord-Friesland (CR);5;1999;;;;;;;;;;;;;;
746;Noord-Friesland (CR);5;2000;;;;;;;;;;;;;;
747;Noord-Friesland (CR);5;2002;8.0;4.0;4.0;3.0;3.0;;1.0;1.0;;;;;;8.0
748;Noord-Friesland (CR);5;2006;9.0;4.0;5.0;3.0;4.0;;1.0;;;;;;;8.0
749;Noord-Friesland (CR);5;2009;6.0;2.0;4.0;2.0;3.0;;1.0;;;;;1.0;;6.0
750;Noord-Friesland (CR);6;1998;2.0;;2.0;;;;1.0;;;;;;;2.0
751;Noord-Friesland (CR);6;1999;;;;;;;;;;;;;;
752;Noord-Friesland (CR);6;2000;;;;;;;;;;;;;;
753;Noord-Friesland (CR);6;2002;3.0;1.0;2.0;;1.0;;1.0;;;;;;;2.0
754;Noord-Friesland (CR);6;2006;1.0;;1.0;;;;;;;;;;;1.0
755;Noord-Friesland (CR);6;2009;;;;;;;;;;;;;;
756;Zuidwest-Friesland (CR);1;1998;42.0;23.0;18.0;20.0;12.0;1.0;5.0;3.0;1.0;;;3.0;2.0;36.0
757;Zuidwest-Friesland (CR);1;1999;;;;;;;;;;;;;;
758;Zuidwest-Friesland (CR);1;2000;;;;;;;;;;;;;;
759;Zuidwest-Friesland (CR);1;2002;43.0;26.0;17.0;23.0;11.0;;5.0;2.0;;;;3.0;1.0;37.0
760;Zuidwest-Friesland (CR);1;2006;44.0;30.0;14.0;27.0;10.0;;4.0;2.0;;;;2.0;2.0;39.0
761;Zuidwest-Friesland (CR);1;2009;46.0;31.0;15.0;26.0;9.0;1.0;6.0;4.0;;;;5.0;3.0;37.0
762;Zuidwest-Friesland (CR);2;1998;15.0;6.0;9.0;5.0;5.0;;4.0;1.0;;;;2.0;1.0;12.0
763;Zuidwest-Friesland (CR);2;1999;;;;;;;;;;;;;;
764;Zuidwest-Friesland (CR);2;2000;;;;;;;;;;;;;;
765;Zuidwest-Friesland (CR);2;2002;13.0;4.0;9.0;4.0;4.0;;4.0;;;;;2.0;;10.0
766;Zuidwest-Friesland (CR);2;2006;13.0;5.0;8.0;5.0;5.0;;3.0;;;;;2.0;;11.0
767;Zuidwest-Friesland (CR);2;2009;15.0;7.0;8.0;6.0;4.0;;4.0;;;;;3.0;;11.0
768;Zuidwest-Friesland (CR);3;1998;12.0;7.0;5.0;6.0;3.0;;1.0;1.0;;;;1.0;;10.0
769;Zuidwest-Friesland (CR);3;1999;;;;;;;;;;;;;;
770;Zuidwest-Friesland (CR);3;2000;;;;;;;;;;;;;;
771;Zuidwest-Friesland (CR);3;2002;14.0;9.0;5.0;9.0;4.0;;1.0;1.0;;;;1.0;;13.0
772;Zuidwest-Friesland (CR);3;2006;14.0;10.0;4.0;10.0;3.0;;1.0;1.0;;;;1.0;1.0;13.0
773;Zuidwest-Friesland (CR);3;2009;16.0;12.0;4.0;10.0;3.0;1.0;1.0;1.0;;;;2.0;1.0;14.0
774;Zuidwest-Friesland (CR);4;1998;13.0;10.0;3.0;8.0;3.0;;;1.0;;;;;1.0;12.0
775;Zuidwest-Friesland (CR);4;1999;;;;;;;;;;;;;;
776;Zuidwest-Friesland (CR);4;2000;;;;;;;;;;;;;;
777;Zuidwest-Friesland (CR);4;2002;14.0;12.0;2.0;11.0;2.0;;;1.0;;;;;1.0;13.0
778;Zuidwest-Friesland (CR);4;2006;15.0;13.0;2.0;11.0;1.0;;;1.0;;;;;1.0;13.0
779;Zuidwest-Friesland (CR);4;2009;13.0;11.0;2.0;9.0;2.0;;;2.0;;;;;2.0;11.0
780;Zuidwest-Friesland (CR);5;1998;1.0;;1.0;;1.0;;;;;;;;;1.0
781;Zuidwest-Friesland (CR);5;1999;;;;;;;;;;;;;;
782;Zuidwest-Friesland (CR);5;2000;;;;;;;;;;;;;;
783;Zuidwest-Friesland (CR);5;2002;2.0;1.0;1.0;;1.0;;;;;;;;;2.0
784;Zuidwest-Friesland (CR);5;2006;2.0;1.0;1.0;1.0;1.0;;;;;;;;;2.0
785;Zuidwest-Friesland (CR);5;2009;1.0;;1.0;;1.0;;;;;;;;;1.0
786;Zuidwest-Friesland (CR);6;1998;1.0;;;;;;;;;;;;;
787;Zuidwest-Friesland (CR);6;1999;;;;;;;;;;;;;;
788;Zuidwest-Friesland (CR);6;2000;;;;;;;;;;;;;;
789;Zuidwest-Friesland (CR);6;2002;;;;;;;;;;;;;;
790;Zuidwest-Friesland (CR);6;2006;;;;;;;;;;;;;;
791;Zuidwest-Friesland (CR);6;2009;;;;;;;;;;;;;;
792;Zuidoost-Friesland (CR);1;1998;80.0;40.0;40.0;34.0;29.0;1.0;9.0;6.0;;;;6.0;3.0;70.0
793;Zuidoost-Friesland (CR);1;1999;;;;;;;;;;;;;;
794;Zuidoost-Friesland (CR);1;2000;;;;;;;;;;;;;;
795;Zuidoost-Friesland (CR);1;2002;84.0;51.0;33.0;45.0;22.0;1.0;9.0;3.0;1.0;;;7.0;1.0;74.0
796;Zuidoost-Friesland (CR);1;2006;87.0;54.0;34.0;47.0;23.0;2.0;10.0;4.0;;;;8.0;1.0;77.0
797;Zuidoost-Friesland (CR);1;2009;88.0;57.0;31.0;49.0;17.0;4.0;11.0;4.0;2.0;1.0;1.0;7.0;1.0;76.0
798;Zuidoost-Friesland (CR);2;1998;23.0;5.0;18.0;4.0;10.0;1.0;7.0;1.0;;;;4.0;;18.0
799;Zuidoost-Friesland (CR);2;1999;;;;;;;;;;;;;;
800;Zuidoost-Friesland (CR);2;2000;;;;;;;;;;;;;;
801;Zuidoost-Friesland (CR);2;2002;25.0;8.0;17.0;6.0;9.0;1.0;7.0;;1.0;;;5.0;;18.0
802;Zuidoost-Friesland (CR);2;2006;27.0;10.0;16.0;8.0;8.0;2.0;8.0;1.0;;;;4.0;;21.0
803;Zuidoost-Friesland (CR);2;2009;29.0;10.0;19.0;7.0;8.0;3.0;8.0;;2.0;;1.0;5.0;;20.0
804;Zuidoost-Friesland (CR);3;1998;25.0;16.0;9.0;14.0;7.0;;1.0;2.0;;;;1.0;1.0;23.0
805;Zuidoost-Friesland (CR);3;1999;;;;;;;;;;;;;;
806;Zuidoost-Friesland (CR);3;2000;;;;;;;;;;;;;;
807;Zuidoost-Friesland (CR);3;2002;27.0;18.0;8.0;17.0;6.0;1.0;2.0;1.0;;;;2.0;;24.0
808;Zuidoost-Friesland (CR);3;2006;30.0;20.0;10.0;18.0;7.0;1.0;3.0;1.0;;;;3.0;;27.0
809;Zuidoost-Friesland (CR);3;2009;27.0;21.0;6.0;19.0;4.0;1.0;2.0;1.0;;;;1.0;;25.0
810;Zuidoost-Friesland (CR);4;1998;26.0;18.0;8.0;15.0;8.0;;;3.0;;;;;2.0;24.0
811;Zuidoost-Friesland (CR);4;1999;;;;;;;;;;;;;;
812;Zuidoost-Friesland (CR);4;2000;;;;;;;;;;;;;;
813;Zuidoost-Friesland (CR);4;2002;28.0;23.0;5.0;20.0;5.0;;;2.0;;;;;1.0;26.0
814;Zuidoost-Friesland (CR);4;2006;25.0;22.0;4.0;20.0;4.0;;;2.0;;;;1.0;1.0;24.0
815;Zuidoost-Friesland (CR);4;2009;26.0;23.0;3.0;21.0;2.0;;;3.0;;;;;1.0;25.0
816;Zuidoost-Friesland (CR);5;1998;4.0;;3.0;;3.0;;;;;;;;;3.0
817;Zuidoost-Friesland (CR);5;1999;;;;;;;;;;;;;;
818;Zuidoost-Friesland (CR);5;2000;;;;;;;;;;;;;;
819;Zuidoost-Friesland (CR);5;2002;4.0;2.0;2.0;2.0;2.0;;;;;;;;;4.0
820;Zuidoost-Friesland (CR);5;2006;6.0;2.0;4.0;1.0;4.0;;;1.0;;;;;;5.0
821;Zuidoost-Friesland (CR);5;2009;4.0;2.0;2.0;2.0;2.0;;;;;;;;;4.0
822;Zuidoost-Friesland (CR);6;1998;2.0;1.0;1.0;;1.0;;;;;;;;;2.0
823;Zuidoost-Friesland (CR);6;1999;;;;;;;;;;;;;;
824;Zuidoost-Friesland (CR);6;2000;;;;;;;;;;;;;;
825;Zuidoost-Friesland (CR);6;2002;1.0;;;;;;;;;;;;;1.0
826;Zuidoost-Friesland (CR);6;2006;;;;;;;;;;;;;;
827;Zuidoost-Friesland (CR);6;2009;1.0;1.0;1.0;;1.0;;;;;;;;;1.0
828;Noord-Drenthe (CR);1;1998;72.0;44.0;28.0;38.0;20.0;1.0;5.0;6.0;1.0;1.0;;4.0;2.0;64.0
829;Noord-Drenthe (CR);1;1999;;;;;;;;;;;;;;
830;Noord-Drenthe (CR);1;2000;;;;;;;;;;;;;;
831;Noord-Drenthe (CR);1;2002;74.0;49.0;25.0;42.0;17.0;2.0;7.0;4.0;1.0;;;5.0;1.0;67.0
832;Noord-Drenthe (CR);1;2006;79.0;53.0;25.0;46.0;16.0;3.0;7.0;4.0;2.0;;1.0;5.0;1.0;68.0
833;Noord-Drenthe (CR);1;2009;82.0;57.0;24.0;49.0;16.0;4.0;8.0;5.0;;;;6.0;1.0;74.0
834;Noord-Drenthe (CR);2;1998;19.0;8.0;11.0;7.0;6.0;1.0;4.0;1.0;;1.0;;3.0;;15.0
835;Noord-Drenthe (CR);2;1999;;;;;;;;;;;;;;
836;Noord-Drenthe (CR);2;2000;;;;;;;;;;;;;;
837;Noord-Drenthe (CR);2;2002;21.0;8.0;13.0;7.0;6.0;1.0;5.0;;1.0;;;3.0;;17.0
838;Noord-Drenthe (CR);2;2006;24.0;10.0;14.0;8.0;6.0;1.0;6.0;1.0;2.0;;1.0;3.0;;18.0
839;Noord-Drenthe (CR);2;2009;26.0;13.0;13.0;9.0;8.0;3.0;5.0;1.0;;;;4.0;;22.0
840;Noord-Drenthe (CR);3;1998;26.0;18.0;8.0;15.0;7.0;;1.0;3.0;;;;1.0;1.0;24.0
841;Noord-Drenthe (CR);3;1999;;;;;;;;;;;;;;
842;Noord-Drenthe (CR);3;2000;;;;;;;;;;;;;;
843;Noord-Drenthe (CR);3;2002;26.0;19.0;7.0;16.0;6.0;1.0;1.0;2.0;;;;1.0;;24.0
844;Noord-Drenthe (CR);3;2006;29.0;23.0;6.0;20.0;4.0;1.0;2.0;1.0;;;;2.0;;26.0
845;Noord-Drenthe (CR);3;2009;26.0;20.0;6.0;17.0;3.0;1.0;2.0;2.0;;;;2.0;;23.0
846;Noord-Drenthe (CR);4;1998;23.0;17.0;5.0;16.0;5.0;;;2.0;;;;;1.0;21.0
847;Noord-Drenthe (CR);4;1999;;;;;;;;;;;;;;
848;Noord-Drenthe (CR);4;2000;;;;;;;;;;;;;;
849;Noord-Drenthe (CR);4;2002;24.0;21.0;3.0;19.0;3.0;;;2.0;;;;;1.0;23.0
850;Noord-Drenthe (CR);4;2006;23.0;20.0;3.0;17.0;3.0;;;2.0;;;;;1.0;22.0
851;Noord-Drenthe (CR);4;2009;24.0;22.0;2.0;20.0;2.0;;;2.0;;;;;;23.0
852;Noord-Drenthe (CR);5;1998;3.0;1.0;2.0;;2.0;;;;;;;;;3.0
853;Noord-Drenthe (CR);5;1999;;;;;;;;;;;;;;
854;Noord-Drenthe (CR);5;2000;;;;;;;;;;;;;;
855;Noord-Drenthe (CR);5;2002;3.0;1.0;2.0;1.0;2.0;;;;;;;;;3.0
856;Noord-Drenthe (CR);5;2006;3.0;1.0;2.0;1.0;2.0;;;;;;;;;3.0
857;Noord-Drenthe (CR);5;2009;5.0;2.0;4.0;2.0;3.0;;;;;;;1.0;;5.0
858;Noord-Drenthe (CR);6;1998;1.0;;1.0;;1.0;;;;;;;;;1.0
859;Noord-Drenthe (CR);6;1999;;;;;;;;;;;;;;
860;Noord-Drenthe (CR);6;2000;;;;;;;;;;;;;;
861;Noord-Drenthe (CR);6;2002;;;;;;;;;;;;;;
862;Noord-Drenthe (CR);6;2006;;;;;;;;;;;;;;
863;Noord-Drenthe (CR);6;2009;1.0;1.0;1.0;1.0;1.0;;;;;;;;;1.0
864;Zuidoost-Drenthe (CR);1;1998;68.0;38.0;30.0;32.0;22.0;1.0;7.0;5.0;1.0;1.0;;6.0;2.0;58.0
865;Zuidoost-Drenthe (CR);1;1999;;;;;;;;;;;;;;
866;Zuidoost-Drenthe (CR);1;2000;;;;;;;;;;;;;;
867;Zuidoost-Drenthe (CR);1;2002;70.0;42.0;28.0;36.0;20.0;1.0;6.0;4.0;1.0;;;6.0;2.0;61.0
868;Zuidoost-Drenthe (CR);1;2006;72.0;47.0;25.0;41.0;16.0;2.0;7.0;3.0;1.0;;;6.0;1.0;63.0
869;Zuidoost-Drenthe (CR);1;2009;71.0;46.0;25.0;41.0;18.0;2.0;6.0;3.0;1.0;1.0;;6.0;;63.0
870;Zuidoost-Drenthe (CR);2;1998;19.0;6.0;14.0;4.0;8.0;;5.0;1.0;1.0;1.0;;4.0;;14.0
871;Zuidoost-Drenthe (CR);2;1999;;;;;;;;;;;;;;
872;Zuidoost-Drenthe (CR);2;2000;;;;;;;;;;;;;;
873;Zuidoost-Drenthe (CR);2;2002;18.0;6.0;13.0;4.0;8.0;1.0;4.0;;1.0;;;3.0;;14.0
874;Zuidoost-Drenthe (CR);2;2006;21.0;7.0;13.0;6.0;7.0;1.0;6.0;;1.0;;;4.0;;15.0
875;Zuidoost-Drenthe (CR);2;2009;17.0;7.0;10.0;6.0;6.0;1.0;4.0;;;;;4.0;;13.0
876;Zuidoost-Drenthe (CR);3;1998;22.0;13.0;9.0;12.0;7.0;;2.0;1.0;;;;2.0;1.0;19.0
877;Zuidoost-Drenthe (CR);3;1999;;;;;;;;;;;;;;
878;Zuidoost-Drenthe (CR);3;2000;;;;;;;;;;;;;;
879;Zuidoost-Drenthe (CR);3;2002;24.0;15.0;9.0;13.0;7.0;1.0;2.0;1.0;;;;2.0;1.0;22.0
880;Zuidoost-Drenthe (CR);3;2006;25.0;18.0;7.0;17.0;5.0;1.0;1.0;1.0;;;;1.0;;23.0
881;Zuidoost-Drenthe (CR);3;2009;27.0;19.0;8.0;16.0;6.0;1.0;2.0;1.0;;;;2.0;;25.0
882;Zuidoost-Drenthe (CR);4;1998;24.0;19.0;5.0;16.0;5.0;;;2.0;;;;;2.0;22.0
883;Zuidoost-Drenthe (CR);4;1999;;;;;;;;;;;;;;
884;Zuidoost-Drenthe (CR);4;2000;;;;;;;;;;;;;;
885;Zuidoost-Drenthe (CR);4;2002;23.0;20.0;4.0;17.0;3.0;;;2.0;;;;1.0;1.0;21.0
886;Zuidoost-Drenthe (CR);4;2006;23.0;19.0;4.0;17.0;3.0;;;2.0;;;;;1.0;21.0
887;Zuidoost-Drenthe (CR);4;2009;22.0;19.0;3.0;18.0;3.0;;;1.0;;;;;;21.0
888;Zuidoost-Drenthe (CR);5;1998;2.0;;2.0;;2.0;;;;;;;;;2.0
889;Zuidoost-Drenthe (CR);5;1999;;;;;;;;;;;;;;
890;Zuidoost-Drenthe (CR);5;2000;;;;;;;;;;;;;;
891;Zuidoost-Drenthe (CR);5;2002;4.0;1.0;2.0;1.0;2.0;;;;;;;;;3.0
892;Zuidoost-Drenthe (CR);5;2006;3.0;2.0;1.0;2.0;1.0;;;;;;;;;3.0
893;Zuidoost-Drenthe (CR);5;2009;5.0;1.0;3.0;1.0;3.0;;;;;1.0;;;;4.0
894;Zuidoost-Drenthe (CR);6;1998;2.0;1.0;1.0;1.0;1.0;;;;;;;;;1.0
895;Zuidoost-Drenthe (CR);6;1999;;;;;;;;;;;;;;
896;Zuidoost-Drenthe (CR);6;2000;;;;;;;;;;;;;;
897;Zuidoost-Drenthe (CR);6;2002;1.0;;1.0;;;;;;;;;;;1.0
898;Zuidoost-Drenthe (CR);6;2006;;;;;;;;;;;;;;
899;Zuidoost-Drenthe (CR);6;2009;;;;;;;;;;;;;;
900;Zuidwest-Drenthe (CR);1;1998;51.0;28.0;22.0;24.0;13.0;1.0;8.0;3.0;1.0;1.0;;5.0;1.0;43.0
901;Zuidwest-Drenthe (CR);1;1999;;;;;;;;;;;;;;
902;Zuidwest-Drenthe (CR);1;2000;;;;;;;;;;;;;;
903;Zuidwest-Drenthe (CR);1;2002;51.0;32.0;18.0;27.0;11.0;1.0;5.0;3.0;1.0;;;4.0;1.0;44.0
904;Zuidwest-Drenthe (CR);1;2006;50.0;31.0;19.0;27.0;12.0;2.0;6.0;3.0;;;;4.0;;45.0
905;Zuidwest-Drenthe (CR);1;2009;58.0;40.0;19.0;35.0;11.0;2.0;7.0;2.0;;;;6.0;1.0;51.0
906;Zuidwest-Drenthe (CR);2;1998;14.0;4.0;10.0;3.0;5.0;;5.0;1.0;;;;3.0;;10.0
907;Zuidwest-Drenthe (CR);2;1999;;;;;;;;;;;;;;
908;Zuidwest-Drenthe (CR);2;2000;;;;;;;;;;;;;;
909;Zuidwest-Drenthe (CR);2;2002;14.0;5.0;10.0;3.0;5.0;1.0;4.0;;1.0;;;3.0;;10.0
910;Zuidwest-Drenthe (CR);2;2006;15.0;5.0;10.0;4.0;5.0;1.0;4.0;1.0;;;;2.0;;13.0
911;Zuidwest-Drenthe (CR);2;2009;22.0;10.0;12.0;8.0;6.0;2.0;6.0;;;;;4.0;;18.0
912;Zuidwest-Drenthe (CR);3;1998;18.0;11.0;7.0;9.0;4.0;1.0;2.0;1.0;;;;2.0;;16.0
913;Zuidwest-Drenthe (CR);3;1999;;;;;;;;;;;;;;
914;Zuidwest-Drenthe (CR);3;2000;;;;;;;;;;;;;;
915;Zuidwest-Drenthe (CR);3;2002;17.0;12.0;4.0;10.0;3.0;1.0;1.0;1.0;;;;1.0;;15.0
916;Zuidwest-Drenthe (CR);3;2006;16.0;12.0;4.0;10.0;3.0;1.0;1.0;1.0;;;;2.0;;14.0
917;Zuidwest-Drenthe (CR);3;2009;18.0;14.0;4.0;12.0;2.0;1.0;1.0;1.0;;;;2.0;;15.0
918;Zuidwest-Drenthe (CR);4;1998;16.0;13.0;4.0;11.0;3.0;;;1.0;;;;;1.0;16.0
919;Zuidwest-Drenthe (CR);4;1999;;;;;;;;;;;;;;
920;Zuidwest-Drenthe (CR);4;2000;;;;;;;;;;;;;;
921;Zuidwest-Drenthe (CR);4;2002;17.0;15.0;3.0;13.0;2.0;;;2.0;;;;;1.0;16.0
922;Zuidwest-Drenthe (CR);4;2006;17.0;14.0;3.0;13.0;3.0;;;1.0;;;;;;16.0
923;Zuidwest-Drenthe (CR);4;2009;16.0;15.0;1.0;15.0;1.0;;;;;;;;;16.0
924;Zuidwest-Drenthe (CR);5;1998;2.0;;1.0;;1.0;;;;;;;;;1.0
925;Zuidwest-Drenthe (CR);5;1999;;;;;;;;;;;;;;
926;Zuidwest-Drenthe (CR);5;2000;;;;;;;;;;;;;;
927;Zuidwest-Drenthe (CR);5;2002;3.0;1.0;2.0;1.0;2.0;;;;;;;;;3.0
928;Zuidwest-Drenthe (CR);5;2006;2.0;;2.0;;1.0;;1.0;;;;;;;2.0
929;Zuidwest-Drenthe (CR);5;2009;2.0;1.0;1.0;1.0;1.0;;;1.0;;;;;1.0;2.0
930;Zuidwest-Drenthe (CR);6;1998;;;;;;;;;;;;;;
931;Zuidwest-Drenthe (CR);6;1999;;;;;;;;;;;;;;
932;Zuidwest-Drenthe (CR);6;2000;;;;;;;;;;;;;;
933;Zuidwest-Drenthe (CR);6;2002;1.0;;;;;;;;;;;;;1.0
934;Zuidwest-Drenthe (CR);6;2006;;;;;;;;;;;;;;
