ID;Gebieden;Leeftijden;Geslacht;Totaal_1;Ongehuwd_2;TeZamenWonende_3;GescheidenVanTafelEnBed_4;InWeduwenstaat_5;GescheidenVanEcht_6;BurgerlijkeStaatOnbekend_7;Pagina_8
0;Nederland;Totaal alle leeftijden;Totaal;5104137;3151536;1675722;3129;267798;5871;81;RY117
1;Nederland;Totaal alle leeftijden;Mannen;2520602;1590178;837475;1417;89355;2131;46;RY117
2;Nederland;Totaal alle leeftijden;Vrouwen;2583535;1561358;838247;1712;178443;3740;35;RY117
3;Nederland;0 maand;Totaal;13728;13728;0;0;0;0;0;RY114
4;Nederland;0 maand;Mannen;7048;7048;0;0;0;0;0;RY114
5;Nederland;0 maand;Vrouwen;6680;6680;0;0;0;0;0;RY114
6;Nederland;1 maand;Totaal;12510;12510;0;0;0;0;0;RY114
7;Nederland;1 maand;Mannen;6387;6387;0;0;0;0;0;RY114
8;Nederland;1 maand;Vrouwen;6123;6123;0;0;0;0;0;RY114
9;Nederland;2 maand;Totaal;13184;13184;0;0;0;0;0;RY114
10;Nederland;2 maand;Mannen;6767;6767;0;0;0;0;0;RY114
11;Nederland;2 maand;Vrouwen;6417;6417;0;0;0;0;0;RY114
12;Nederland;3 maand;Totaal;12818;12818;0;0;0;0;0;RY114
13;Nederland;3 maand;Mannen;6467;6467;0;0;0;0;0;RY114
14;Nederland;3 maand;Vrouwen;6351;6351;0;0;0;0;0;RY114
15;Nederland;4 maand;Totaal;12462;12462;0;0;0;0;0;RY114
16;Nederland;4 maand;Mannen;6232;6232;0;0;0;0;0;RY114
17;Nederland;4 maand;Vrouwen;6230;6230;0;0;0;0;0;RY114
18;Nederland;5 maand;Totaal;11447;11447;0;0;0;0;0;RY114
19;Nederland;5 maand;Mannen;5657;5657;0;0;0;0;0;RY114
20;Nederland;5 maand;Vrouwen;5790;5790;0;0;0;0;0;RY114
21;Nederland;6 en 7 maand;Totaal;22497;22497;0;0;0;0;0;RY114
22;Nederland;6 en 7 maand;Mannen;11374;11374;0;0;0;0;0;RY114
23;Nederland;6 en 7 maand;Vrouwen;11123;11123;0;0;0;0;0;RY114
24;Nederland;8 en 9 maand;Totaal;24525;24525;0;0;0;0;0;RY114
25;Nederland;8 en 9 maand;Mannen;12446;12446;0;0;0;0;0;RY114
26;Nederland;8 en 9 maand;Vrouwen;12079;12079;0;0;0;0;0;RY114
27;Nederland;10 en 11 maand;Totaal;23218;23218;0;0;0;0;0;RY114
28;Nederland;10 en 11 maand;Mannen;11748;11748;0;0;0;0;0;RY114
29;Nederland;10 en 11 maand;Vrouwen;11470;11470;0;0;0;0;0;RY114
30;Nederland;12-14 maand;Totaal;33999;33999;0;0;0;0;0;RY114
31;Nederland;12-14 maand;Mannen;17161;17161;0;0;0;0;0;RY114
32;Nederland;12-14 maand;Vrouwen;16838;16838;0;0;0;0;0;RY114
33;Nederland;15-17 maand;Totaal;33166;33166;0;0;0;0;0;RY114
34;Nederland;15-17 maand;Mannen;16681;16681;0;0;0;0;0;RY114
35;Nederland;15-17 maand;Vrouwen;16485;16485;0;0;0;0;0;RY114
36;Nederland;18-20 maand;Totaal;32386;32386;0;0;0;0;0;RY114
37;Nederland;18-20 maand;Mannen;16251;16251;0;0;0;0;0;RY114
38;Nederland;18-20 maand;Vrouwen;16135;16135;0;0;0;0;0;RY114
39;Nederland;21-23 maand;Totaal;34008;34008;0;0;0;0;0;RY114
