ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouders_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
403;107;2040;40655;40655;0;0;0;3449;3171;245;33
404;107;2041;41242;41242;0;0;0;3545;3265;247;33
405;107;2042;41853;41853;0;0;0;3624;3341;250;33
406;107;2043;42671;42671;0;0;0;3722;3434;254;34
407;107;2044;43654;43654;0;0;0;3829;3536;259;34
408;107;2045;44903;44903;0;0;0;3949;3650;264;35
409;107;2046;46070;46070;0;0;0;4061;3757;268;36
410;107;2047;47522;47522;0;0;0;4174;3866;272;36
411;107;2048;48929;48929;0;0;0;4287;3976;275;36
412;107;2049;50454;50454;0;0;0;4408;4093;278;37
413;107;2050;52078;52078;0;0;0;4533;4215;281;37
414;108;2005;229;229;0;0;0;69;69;0;0
415;108;2006;243;243;0;0;0;75;75;0;0
416;108;2007;268;268;0;0;0;79;79;0;0
417;108;2008;284;284;0;0;0;82;82;0;0
418;108;2009;297;297;0;0;0;87;87;0;0
419;108;2010;298;298;0;0;0;93;93;0;0
420;108;2011;305;305;0;0;0;95;95;0;0
421;108;2012;305;305;0;0;0;95;95;0;0
422;108;2013;315;315;0;0;0;98;98;0;0
423;108;2014;311;311;0;0;0;97;97;0;0
424;108;2015;323;323;0;0;0;98;98;0;0
425;108;2016;348;348;0;0;0;106;106;0;0
426;108;2017;362;362;0;0;0;109;109;0;0
427;108;2018;376;376;0;0;0;111;111;0;0
428;108;2019;385;385;0;0;0;114;114;0;0
429;108;2020;384;384;0;0;0;115;115;0;0
430;108;2021;382;382;0;0;0;118;118;0;0
431;108;2022;381;381;0;0;0;118;118;0;0
432;108;2023;382;382;0;0;0;121;121;0;0
433;108;2024;391;391;0;0;0;123;123;0;0
434;108;2025;398;398;0;0;0;126;126;0;0
435;108;2026;413;413;0;0;0;130;130;0;0
436;108;2027;415;415;0;0;0;135;135;0;0
437;108;2028;413;413;0;0;0;137;137;0;0
438;108;2029;417;417;0;0;0;141;141;0;0
439;108;2030;429;429;0;0;0;145;145;0;0
440;108;2031;445;445;0;0;0;149;149;0;0
441;108;2032;455;455;0;0;0;153;153;0;0
442;108;2033;470;470;0;0;0;156;156;0;0
443;108;2034;495;495;0;0;0;164;164;0;0
444;108;2035;517;517;0;0;0;171;171;0;0
445;108;2036;532;532;0;0;0;180;180;0;0
446;108;2037;538;538;0;0;0;186;186;0;0
447;108;2038;560;560;0;0;0;192;192;0;0
448;108;2039;598;598;0;0;0;206;206;0;0
449;108;2040;640;640;0;0;0;219;219;0;0
450;108;2041;659;659;0;0;0;225;225;0;0
451;108;2042;785;785;0;0;0;259;259;0;0
452;108;2043;852;852;0;0;0;283;283;0;0
453;108;2044;885;885;0;0;0;300;300;0;0
454;108;2045;907;907;0;0;0;307;307;0;0
455;108;2046;928;928;0;0;0;313;313;0;0
456;108;2047;954;954;0;0;0;318;318;0;0
457;108;2048;997;997;0;0;0;327;327;0;0
458;108;2049;1042;1042;0;0;0;333;333;0;0
459;108;2050;1103;1103;0;0;0;343;343;0;0
460;1;2005;12081;8897;2976;200;8;1841;1700;134;7
461;1;2006;12266;9208;2855;196;7;1891;1745;139;7
462;1;2007;12285;9362;2728;188;7;1900;1754;139;7
463;1;2008;12352;9581;2583;181;7;1917;1770;140;7
464;1;2009;12571;9951;2434;179;7;1950;1801;142;7
465;1;2010;12836;10375;2277;177;7;1983;1830;146;7
466;1;2011;12802;10636;1993;166;7;1973;1821;145;7
467;1;2012;12651;10663;1817;164;7;1951;1801;143;7
468;1;2013;12592;10704;1716;165;7;1943;1793;143;7
469;1;2014;12521;10680;1667;167;7;1928;1779;142;7
470;1;2015;12317;10519;1625;166;7;1906;1759;140;7
471;1;2016;12325;10539;1613;166;7;1916;1769;140;7
472;1;2017;12546;10754;1616;169;7;1952;1803;142;7
473;1;2018;12782;10984;1618;173;7;1991;1839;145;7
474;1;2019;12889;11096;1610;175;8;2011;1857;147;7
475;1;2020;13011;11226;1599;178;8;2025;1869;149;7
476;1;2021;12795;11041;1569;177;8;1994;1841;146;7
477;1;2022;12635;10910;1540;177;8;1972;1820;145;7
478;1;2023;12457;10761;1511;177;8;1946;1796;143;7
479;1;2024;12195;10530;1481;177;7;1908;1761;140;7
480;1;2025;12008;10371;1455;175;7;1883;1738;138;7
481;1;2026;11842;10233;1428;174;7;1861;1718;136;7
482;1;2027;11705;10115;1410;174;6;1844;1702;135;7
483;1;2028;11597;10028;1390;173;6;1830;1690;133;7
484;1;2029;11507;9951;1376;174;6;1818;1679;132;7
485;1;2030;11446;9904;1362;174;6;1814;1675;132;7
486;1;2031;11400;9867;1353;174;6;1811;1673;131;7
487;1;2032;11389;9864;1344;175;6;1813;1675;131;7
488;1;2033;11401;9881;1339;175;6;1819;1680;132;7
489;1;2034;11422;9902;1338;176;6;1827;1688;132;7
490;1;2035;11464;9944;1337;177;6;1839;1699;133;7
491;1;2036;11517;9990;1342;179;6;1849;1709;133;7
492;1;2037;11573;10043;1345;179;6;1865;1724;134;7
493;1;2038;11640;10101;1351;182;6;1878;1736;135;7
494;1;2039;11695;10155;1350;184;6;1894;1751;136;7
495;1;2040;11752;10214;1346;185;7;1907;1763;137;7
496;1;2041;11805;10279;1335;184;7;1919;1774;138;7
497;1;2042;11850;10334;1326;183;7;1928;1783;138;7
498;1;2043;11886;10381;1316;183;6;1939;1793;139;7
499;1;2044;11919;10422;1309;182;6;1948;1801;140;7
500;1;2045;11940;10450;1302;182;6;1956;1809;140;7
501;1;2046;11955;10470;1298;181;6;1960;1813;140;7
502;1;2047;11964;10483;1294;181;6;1965;1817;141;7
503;1;2048;11967;10490;1290;181;6;1968;1820;141;7
504;1;2049;11962;10487;1288;181;6;1970;1822;141;7
505;1;2050;11945;10473;1285;181;6;1972;1824;141;7
506;2;2005;153201;119739;24472;7520;1470;11091;8726;2038;327
507;2;2006;150084;116892;24488;7141;1563;11224;8842;2054;328
508;2;2007;148153;115470;24233;6886;1564;11404;8996;2078;330
509;2;2008;148809;116365;24125;6778;1541;11673;9210;2127;336
510;2;2009;150731;118422;24010;6748;1551;11968;9435;2186;347
511;2;2010;152767;120737;23774;6691;1565;12190;9605;2230;355
512;2;2011;155078;123344;23527;6623;1584;12398;9769;2268;361
513;2;2012;156644;125378;23134;6542;1590;12524;9871;2289;364
514;2;2013;158428;127493;22828;6499;1608;12648;9968;2313;367
515;2;2014;160360;129584;22617;6517;1642;12785;10070;2342;373
516;2;2015;161757;131130;22399;6554;1674;12885;10143;2364;378
517;2;2016;161043;130932;21916;6508;1687;12824;10094;2354;376
518;2;2017;159682;130115;21434;6443;1690;12726;10018;2335;373
519;2;2018;158870;129640;21121;6415;1694;12683;9989;2323;371
520;2;2019;158490;129485;20918;6388;1699;12691;10002;2319;370
521;2;2020;158163;129397;20729;6340;1697;12710;10028;2315;367
522;2;2021;159613;130678;20852;6374;1709;12870;10162;2338;370
523;2;2022;161758;132423;21133;6461;1741;13072;10321;2375;376
524;2;2023;163282;133628;21344;6543;1767;13223;10435;2406;382
525;2;2024;163504;133805;21341;6573;1785;13265;10467;2414;384
526;2;2025;162997;133360;21248;6590;1799;13249;10449;2414;386
527;2;2026;160613;131497;20822;6504;1790;13086;10324;2382;380
528;2;2027;158435;129792;20428;6430;1785;12940;10211;2353;376
529;2;2028;156170;128017;20022;6357;1774;12782;10089;2322;371
530;2;2029;153706;126123;19563;6264;1756;12619;9967;2287;365
531;2;2030;151782;124644;19199;6197;1742;12496;9875;2261;360
532;2;2031;150139;123399;18869;6139;1732;12399;9804;2239;356
533;2;2032;148804;122393;18593;6091;1727;12329;9754;2222;353
534;2;2033;147775;121629;18367;6058;1721;12285;9725;2209;351
535;2;2034;147040;121093;18194;6032;1721;12267;9717;2201;349
536;2;2035;146575;120773;18063;6019;1720;12271;9727;2196;348
537;2;2036;146354;120640;17978;6015;1721;12299;9755;2196;348
538;2;2037;146412;120730;17933;6024;1725;12352;9804;2200;348
539;2;2038;146686;120983;17932;6039;1732;12421;9865;2207;349
540;2;2039;147121;121359;17960;6062;1740;12511;9943;2217;351
541;2;2040;147679;121817;18020;6095;1747;12606;10025;2228;353
542;2;2041;148327;122339;18098;6129;1761;12707;10112;2240;355
543;2;2042;149011;122896;18181;6161;1773;12809;10199;2253;357
544;2;2043;149696;123472;18251;6188;1785;12910;10284;2267;359
545;2;2044;150325;124036;18290;6207;1792;13008;10365;2281;362
546;2;2045;150863;124573;18284;6210;1796;13091;10434;2293;364
547;2;2046;151313;125088;18232;6199;1794;13159;10491;2303;365
548;2;2047;151674;125512;18181;6189;1792;13221;10542;2312;367
549;2;2048;151951;125851;18129;6180;1791;13281;10592;2321;368
550;2;2049;152143;126106;18076;6172;1789;13335;10636;2329;370
551;2;2050;152247;126275;18019;6165;1788;13383;10677;2335;371
552;3;2005;314601;185871;73306;41835;13589;22920;14188;6746;1986
553;3;2006;312335;184190;73528;41235;13382;23387;14492;6874;2021
554;3;2007;311699;183914;73331;41022;13432;23802;14749;6996;2057
555;3;2008;310118;183334;72474;40754;13556;24085;14910;7088;2087
556;3;2009;307952;182359;71724;40196;13673;24207;14979;7125;2103
557;3;2010;307308;181997;71448;40046;13817;24421;15108;7191;2122
558;3;2011;305762;181825;70647;39315;13975;24534;15197;7215;2122
559;3;2012;306596;183437;70221;38852;14086;24808;15395;7280;2133
560;3;2013;310248;186453;70503;38987;14305;25279;15699;7411;2169
561;3;2014;314828;189797;71026;39413;14592;25812;16027;7567;2218
562;3;2015;319173;193196;71390;39729;14858;26271;16314;7698;2259
563;3;2016;324477;197412;71840;40106;15119;26748;16624;7828;2296
564;3;2017;328200;200764;71877;40264;15295;27076;16850;7910;2316
565;3;2018;331201;203293;71912;40494;15502;27363;17043;7982;2338
566;3;2019;333777;205216;71989;40836;15736;27660;17236;8059;2365
567;3;2020;335488;206538;71913;41102;15935;27906;17395;8125;2386
568;3;2021;333563;205824;70978;40814;15947;27832;17363;8092;2377
569;3;2022;330781;204556;69941;40379;15905;27691;17298;8034;2359
570;3;2023;329591;204209;69355;40120;15907;27677;17314;8012;2351
571;3;2024;330029;204969;69149;39973;15938;27798;17423;8026;2349
572;3;2025;330710;205923;69033;39796;15958;27934;17549;8039;2346
573;3;2026;334420;208453;69728;40108;16131;28359;17855;8134;2370
574;3;2027;337952;210391;70539;40641;16381;28801;18151;8246;2404
575;3;2028;339855;211277;70957;41029;16592;29126;18370;8326;2430
576;3;2029;339558;211019;70774;41080;16685;29259;18475;8346;2438
577;3;2030;337607;209741;70174;40970;16722;29252;18485;8331;2436
578;3;2031;332998;207299;68805;40323;16571;28982;18346;8231;2405
579;3;2032;328699;204986;67526;39748;16439;28739;18222;8139;2378
580;3;2033;324392;202705;66239;39153;16295;28493;18099;8045;2349
581;3;2034;319999;200452;64937;38491;16119;28221;17964;7940;2317
582;3;2035;316548;198685;63888;37980;15995;28048;17891;7864;2293
583;3;2036;313645;197202;63010;37542;15891;27912;17840;7800;2272
584;3;2037;311322;196032;62290;37182;15818;27838;17830;7751;2257
585;3;2038;309571;195168;61725;36910;15768;27811;17850;7716;2245
586;3;2039;308392;194610;61325;36712;15745;27835;17904;7693;2238
587;3;2040;307738;194332;61075;36588;15743;27912;17993;7684;2235
588;3;2041;307568;194300;60976;36528;15764;28028;18104;7688;2236
589;3;2042;307894;194507;61032;36544;15811;28185;18241;7704;2240
590;3;2043;308609;194893;61215;36626;15875;28369;18391;7730;2248
591;3;2044;309606;195404;61502;36745;15955;28573;18550;7765;2258
592;3;2045;310830;196023;61856;36907;16044;28789;18714;7805;2270
593;3;2046;312159;196676;62246;37092;16145;29007;18875;7849;2283
594;3;2047;313500;197422;62573;37269;16236;29227;19035;7895;2297
595;3;2048;314796;198268;62791;37427;16310;29445;19193;7941;2311
596;3;2049;315960;199206;62854;37539;16361;29656;19344;7987;2325
597;3;2050;316941;200213;62768;37581;16379;29853;19488;8028;2337
598;4;2005;449057;121483;120266;153372;53936;43530;22137;15351;6042
599;4;2006;423191;113605;112614;145905;51067;41868;21293;14763;5812
600;4;2007;401034;107179;106224;139108;48523;40396;20560;14234;5602
601;4;2008;382869;102030;101459;133643;45737;39265;20008;13821;5436
602;4;2009;372905;99139;98877;130689;44200;38908;19846;13685;5377
603;4;2010;366591;97805;96933;129207;42646;38823;19815;13649;5359
604;4;2011;366275;97558;97057;129556;42104;39263;20055;13796;5412
605;4;2012;367185;97611;97225;130277;42072;39746;20305;13966;5475
606;4;2013;366591;97667;96320;130481;42123;40066;20463;14086;5517
607;4;2014;365208;97819;95338;129979;42072;40206;20536;14136;5534
608;4;2015;365418;98728;94456;130087;42147;40506;20707;14231;5568
609;4;2016;364797;100248;93211;129288;42050;40670;20827;14268;5575
610;4;2017;366786;102630;92642;129380;42134;41111;21095;14397;5619
611;4;2018;371391;105347;92555;130864;42625;41852;21497;14644;5711
612;4;2019;376654;108000;92506;132865;43283;42674;21934;14925;5815
613;4;2020;381634;110778;92420;134570;43866;43400;22327;15169;5904
614;4;2021;387810;114080;92767;136463;44500;44184;22764;15424;5996
615;4;2022;392155;116777;92754;137719;44905;44747;23091;15599;6057
616;4;2023;395470;118782;92456;138925;45307;45225;23359;15756;6110
617;4;2024;398286;120374;92014;140168;45730;45695;23618;15912;6165
618;4;2025;400262;121693;91444;141076;46049;46078;23839;16033;6206
619;4;2026;398193;122001;89989;140366;45837;45984;23820;15985;6179
620;4;2027;395265;122000;88508;139261;45496;45790;23750;15902;6138
621;4;2028;394343;122570;87675;138751;45347;45827;23810;15892;6125
622;4;2029;395457;123776;87512;138794;45375;46096;24007;15953;6136
623;4;2030;396812;124981;87500;138910;45421;46392;24217;16023;6152
624;4;2031;401549;126875;88299;140451;45924;47123;24655;16242;6226
625;4;2032;405643;128083;88784;142257;46519;47843;25069;16469;6305
626;4;2033;407755;128638;88735;143455;46927;48354;25376;16621;6357
627;4;2034;407416;128624;88169;143619;47004;48547;25520;16660;6367
628;4;2035;405103;128017;87095;143119;46872;48513;25546;16620;6347
629;4;2036;399937;126930;85490;141231;46286;48082;25369;16440;6273
630;4;2037;395100;125878;83965;139505;45752;47697;25219;16273;6205
631;4;2038;390282;124835;82496;137744;45207;47295;25063;16097;6135
632;4;2039;385410;123831;81083;135879;44617;46875;24903;15910;6062
633;4;2040;381592;122993;79956;134465;44178;46578;24806;15764;6008
634;4;2041;378420;122288;79028;133290;43814;46353;24744;15644;5965
635;4;2042;375903;121675;78309;132384;43535;46199;24716;15551;5932
636;4;2043;374053;121196;77783;131734;43340;46109;24718;15483;5908
637;4;2044;372864;120842;77456;131337;43229;46089;24750;15443;5896
638;4;2045;372288;120633;77296;131167;43192;46133;24812;15429;5892
639;4;2046;372269;120541;77292;131214;43222;46241;24902;15440;5899
640;4;2047;372804;120565;77418;131490;43331;46415;25026;15475;5914
641;4;2048;373776;120709;77621;131950;43496;46659;25188;15534;5937
642;4;2049;375057;120933;77881;132536;43707;46943;25371;15607;5965
643;4;2050;376575;121247;78149;133226;43953;47278;25585;15696;5997
644;5;2005;511321;66962;96539;234629;113191;66360;28922;26206;11232
645;5;2006;508053;63141;98473;235497;110942;66853;29140;26402;11311
646;5;2007;501879;58827;99581;235138;108333;67312;29327;26599;11386
647;5;2008;492619;55047;98659;232779;106134;67155;29227;26564;11364
648;5;2009;475509;51461;93983;227685;102380;66073;28716;26171;11186
649;5;2010;451736;48051;87374;218811;97500;63610;27630;25208;10772
650;5;2011;427423;45587;80379;209497;91960;60936;26460;24157;10319
651;5;2012;406739;44099;74126;201530;86984;58628;25464;23239;9925
652;5;2013;390058;42437;69948;195373;82300;56811;24691;22510;9610
653;5;2014;381232;41516;67513;192566;79637;56165;24429;22245;9491
654;5;2015;375812;41268;65938;191202;77404;55950;24352;22153;9445
655;5;2016;376147;41087;66020;192329;76711;56501;24615;22359;9527
656;5;2017;377401;41332;65844;193675;76550;57083;24883;22585;9615
657;5;2018;376907;41979;64815;193839;76274;57435;25043;22728;9664
658;5;2019;375546;42760;63770;193192;75824;57546;25100;22772;9674
659;5;2020;375740;43846;62658;193562;75674;57882;25262;22900;9720
660;5;2021;375183;45291;61120;193440;75332;58039;25356;22949;9734
661;5;2022;377296;46943;60150;194694;75509;58606;25633;23158;9815
662;5;2023;381950;48780;59601;197287;76282;59562;26063;23537;9962
663;5;2024;387197;50600;59176;200211;77210;60629;26536;23963;10130
664;5;2025;392242;52564;58815;202835;78028;61565;26954;24335;10276
665;5;2026;398611;54787;58781;206023;79020;62622;27438;24745;10439
666;5;2027;403183;56748;58470;208311;79654;63385;27788;25046;10551
667;5;2028;406662;58388;58002;210104;80168;64028;28081;25307;10640
668;5;2029;409651;59803;57530;211679;80639;64643;28360;25556;10727
669;5;2030;411821;61046;57027;212815;80933;65154;28596;25760;10798
670;5;2031;409942;61849;55953;211754;80386;64995;28544;25696;10755
671;5;2032;407199;62407;54891;210236;79665;64710;28442;25578;10690
672;5;2033;406510;63030;54323;209823;79334;64723;28482;25564;10677
673;5;2034;407915;63764;54216;210537;79398;65060;28674;25671;10715
674;5;2035;409525;64415;54180;211399;79531;65440;28888;25795;10757
675;5;2036;414458;65135;54750;214162;80411;66386;29349;26143;10894
676;5;2037;418596;65579;55123;216629;81265;67278;29776;26479;11023
677;5;2038;420685;65779;55163;218004;81739;67882;30079;26697;11106
678;5;2039;420323;65763;54860;218015;81685;68049;30191;26737;11121
679;5;2040;417955;65522;54240;216953;81240;67882;30157;26641;11084
680;5;2041;412792;65141;53229;214281;80141;67201;29896;26340;10965
681;5;2042;407965;64728;52305;211806;79126;66563;29651;26058;10854
682;5;2043;403181;64313;51421;209331;78116;65915;29401;25773;10741
683;5;2044;398379;63875;50579;206846;77079;65215;29123;25471;10621
684;5;2045;394628;63478;49914;204952;76284;64698;28922;25245;10531
685;5;2046;391527;63104;49376;203420;75627;64276;28758;25059;10459
686;5;2047;389075;62756;48947;202259;75113;63972;28645;24922;10405
687;5;2048;387286;62457;48622;201465;74742;63783;28584;24830;10369
688;5;2049;386158;62203;48394;201048;74513;63712;28575;24787;10350
689;5;2050;385644;62019;48245;200967;74413;63754;28618;24788;10348
690;6;2005;508066;64419;83878;234336;125433;83225;36991;33105;13129
691;6;2006;507912;62574;84871;236377;124090;85073;37825;33842;13406
692;6;2007;503637;59756;85403;236283;122195;85943;38232;34184;13527
693;6;2008;498370;56708;85820;235958;119884;86548;38514;34421;13613
694;6;2009;493330;52726;87384;235380;117840;86604;38532;34455;13617
695;6;2010;490908;48537;89361;236483;116527;87099;38712;34677;13710
696;6;2011;488273;44958;90364;237731;115220;87509;38858;34870;13781
697;6;2012;483037;41971;90415;237416;113235;87743;38966;34975;13802
698;6;2013;474875;39860;88720;235212;111083;87240;38774;34760;13706
699;6;2014;459100;38343;83800;229943;107014;85610;38104;34096;13410
700;6;2015;436932;36815;77078;221211;101828;82422;36702;32823;12897
701;6;2016;414162;35650;70538;211972;96002;79057;35208;31484;12365
702;6;2017;394770;34817;64931;204080;90942;76217;33933;30364;11920
703;6;2018;379104;33738;61126;197719;86521;74078;32957;29526;11595
704;6;2019;370862;33195;58655;194899;84113;73408;32646;29271;11491
705;6;2020;365793;33290;56985;193209;82309;73305;32595;29242;11468
706;6;2021;366169;33456;56596;194123;81994;74201;33002;29601;11598
707;6;2022;367349;34186;55877;195261;82025;75130;33431;29969;11730
708;6;2023;366827;35730;54259;195141;81697;75779;33744;30228;11807
709;6;2024;365497;37214;52677;194444;81162;76165;33940;30373;11852
710;6;2025;365682;38703;51162;194799;81018;76833;34255;30638;11940
711;6;2026;365242;40429;49183;194840;80790;77311;34454;30848;12009
712;6;2027;367407;42133;47842;196248;81184;78356;34895;31291;12170
713;6;2028;372006;44027;47051;198870;82058;79945;35597;31944;12404
714;6;2029;377192;45979;46521;201702;82990;81688;36393;32645;12650
715;6;2030;382191;48018;46082;204272;83819;83276;37119;33281;12876
716;6;2031;388478;50173;45914;207466;84925;85055;37926;33996;13133
717;6;2032;393015;52069;45555;209724;85667;86464;38561;34569;13334
718;6;2033;396470;53752;45147;211412;86159;87678;39128;35048;13502
719;6;2034;399434;55298;44777;212824;86535;88881;39710;35508;13663
720;6;2035;401610;56695;44367;213804;86744;89952;40237;35913;13802
721;6;2036;399876;57683;43493;212596;86104;90092;40332;35956;13804
722;6;2037;397310;58473;42571;210960;85306;90063;40355;35926;13782
723;6;2038;396703;59204;42009;210500;84990;90417;40554;36040;13823
724;6;2039;398111;59929;41768;211235;85179;91209;40945;36329;13935
725;6;2040;399691;60553;41586;212104;85448;92052;41356;36634;14062
726;6;2041;404477;61289;41891;214840;86457;93689;42135;37245;14309
727;6;2042;408435;61960;42110;217118;87247;95247;42899;37814;14534
728;6;2043;410433;62521;42074;218261;87577;96437;43509;38236;14692
729;6;2044;410041;62768;41781;218103;87389;96975;43816;38399;14760
730;6;2045;407681;62814;41265;216837;86765;97015;43894;38374;14747
731;6;2046;402688;62657;40396;214065;85570;96323;43617;38071;14635
732;6;2047;398032;62501;39590;211489;84452;95681;43359;37790;14532
733;6;2048;393421;62334;38800;208918;83369;95013;43084;37507;14422
734;6;2049;388804;62140;38005;206368;82291;94286;42771;37208;14307
735;6;2050;385184;62012;37331;204392;81449;93853;42592;37028;14233
736;7;2005;466075;91974;122135;176971;74995;78656;42225;27513;8918
737;7;2006;468658;86948;120815;183140;77755;81339;43667;28458;9214
738;7;2007;472840;83672;120276;189233;79659;84017;45094;29409;9514
739;7;2008;475981;80499;119994;194671;80817;86711;46542;30360;9809
740;7;2009;479094;77850;120109;199479;81656;89283;47910;31279;10094
741;7;2010;481206;75937;119679;203127;82463;91689;49182;32144;10363
742;7;2011;481550;74181;119135;205507;82727;93510;50174;32793;10543
743;7;2012;477916;70943;117839;206616;82518;94372;50675;33089;10608
744;7;2013;473397;67526;116221;207469;82181;94955;51023;33281;10651
745;7;2014;469013;63631;115641;208197;81544;95043;51086;33310;10647
746;7;2015;467156;59509;115622;210494;81531;95792;51428;33606;10758
747;7;2016;465002;55942;115193;212642;81225;96363;51717;33829;10817
748;7;2017;460343;52968;114066;213144;80165;96627;51927;33886;10814
749;7;2018;452821;50446;111829;211894;78652;96014;51687;33627;10700
750;7;2019;438107;48424;106783;207185;75715;94130;50820;32885;10425
751;7;2020;417208;46158;99746;199258;72046;90765;49047;31691;10027
752;7;2021;395701;44606;92596;190441;68058;87254;47161;30465;9628
753;7;2022;377368;43919;86063;182706;64680;84434;45608;29496;9330
754;7;2023;362556;43606;80886;176145;61919;82425;44458;28839;9128
755;7;2024;354794;43961;77350;173006;60477;82005;44184;28722;9099
756;7;2025;350067;44886;74619;171020;59542;82200;44258;28817;9125
757;7;2026;350518;45676;73616;171664;59562;83534;44960;29300;9274
758;7;2027;351720;46449;73093;172544;59634;84849;45672;29773;9404
759;7;2028;351304;47667;71956;172382;59299;85817;46237;30101;9479
760;7;2029;350102;48708;70839;171721;58834;86512;46653;30331;9528
761;7;2030;350313;50066;69697;171871;58679;87610;47265;30711;9634
762;7;2031;349912;51641;67846;171861;58564;88594;47758;31086;9750
763;7;2032;351999;53290;66651;173129;58929;90255;48607;31706;9942
764;7;2033;356405;55279;66267;175319;59540;92459;49808;32479;10172
765;7;2034;361363;57363;66252;177607;60141;94733;51098;33243;10392
766;7;2035;366147;59551;66230;179676;60690;96865;52310;33954;10601
767;7;2036;372130;61909;66394;182342;61485;99314;53666;34789;10859
768;7;2037;376438;63968;66241;184208;62021;101357;54804;35484;11069
769;7;2038;379696;65822;66080;185478;62316;103094;55814;36048;11232
770;7;2039;382480;67564;65968;186447;62501;104745;56813;36554;11378
771;7;2040;384517;69159;65723;187063;62572;106250;57744;36991;11515
772;7;2041;382838;70204;64750;185828;62056;106702;58074;37080;11548
773;7;2042;380373;71049;63629;184248;61447;107000;58308;37122;11570
774;7;2043;379789;71915;62907;183745;61222;107732;58762;37325;11645
775;7;2044;381130;72908;62490;184337;61395;109066;59516;37753;11797
776;7;2045;382628;73830;62112;185061;61625;110465;60288;38222;11955
777;7;2046;387145;74966;62437;187377;62365;112707;61538;38969;12200
778;7;2047;390837;75969;62863;189151;62854;114678;62694;39597;12387
779;7;2048;392645;76789;62967;189908;62981;116184;63618;40048;12518
780;7;2049;392201;77250;62628;189551;62772;116982;64128;40278;12576
781;7;2050;389935;77476;61994;188226;62239;117143;64298;40283;12562
782;8;2005;428339;206384;129410;73650;18895;56381;38060;14903;3418
783;8;2006;428716;198759;130521;78781;20655;57947;39111;15325;3511
784;8;2007;431118;190710;132923;84871;22614;59858;40395;15839;3624
785;8;2008;432118;180882;135338;91250;24648;61599;41549;16318;3732
786;8;2009;434699;172422;138013;97757;26507;63831;43037;16930;3864
787;8;2010;439053;165070;141772;104283;27928;66172;44591;17572;4009
788;8;2011;441844;157902;144921;109751;29270;68599;46218;18234;4147
789;8;2012;446182;153136;147768;114822;30456;71076;47871;18912;4293
790;8;2013;449496;149016;149901;119154;31425;73588;49572;19584;4432
791;8;2014;452742;145523;151745;123099;32375;76041;51231;20243;4567
792;8;2015;455040;142098;152597;126908;33437;78386;52821;20866;4699
793;8;2016;455642;138547;152815;130094;34186;80178;54080;21314;4784
794;8;2017;452412;132358;152463;132886;34705;81104;54781;21513;4810
795;8;2018;448316;125666;152118;135527;35005;81811;55307;21672;4832
796;8;2019;444324;117851;153028;138192;35253;82089;55527;21726;4836
797;8;2020;442714;110351;155213;141443;35707;83042;56135;22008;4899
798;8;2021;440768;104076;156956;143788;35948;83697;56599;22164;4934
799;8;2022;436421;99393;157272;144051;35705;84002;56900;22180;4922
800;8;2023;429322;96211;155600;142486;35025;83430;56617;21959;4854
801;8;2024;415429;93494;150175;138059;33701;81764;55624;21430;4710
802;8;2025;395728;89116;142245;132179;32188;78882;53711;20642;4529
803;8;2026;375494;85624;133443;125812;30615;75975;51744;19873;4358
804;8;2027;358276;83162;125246;120509;29359;73729;50172;19317;4240
805;8;2028;344382;80927;118586;116400;28469;72243;49098;18973;4172
806;8;2029;337147;80139;114481;114464;28063;72134;48984;18974;4176
807;8;2030;332761;79919;111749;113249;27844;72560;49252;19101;4207
808;8;2031;333232;80195;111374;113679;27984;73972;50201;19480;4291
809;8;2032;334361;80945;111329;114022;28065;75331;51151;19819;4361
810;8;2033;333925;82058;110525;113460;27882;76335;51905;20033;4397
811;8;2034;332721;83054;109373;112637;27657;77092;52482;20188;4422
812;8;2035;332851;84357;108397;112469;27628;78259;53313;20465;4481
813;8;2036;332391;85178;107048;112485;27680;79355;54048;20755;4552
814;8;2037;334299;86366;106544;113421;27968;81084;55215;21208;4661
815;8;2038;338386;88441;106939;114712;28294;83227;56719;21731;4777
816;8;2039;342977;90892;107590;115918;28577;85397;58285;22230;4882
817;8;2040;347410;93366;108156;117038;28850;87420;59753;22685;4982
818;8;2041;353002;96042;109006;118675;29279;89776;61413;23247;5116
819;8;2042;357016;98164;109445;119830;29577;91738;62809;23703;5226
820;8;2043;360028;100122;109746;120445;29715;93364;64003;24056;5305
821;8;2044;362608;102060;109986;120782;29780;94869;65128;24371;5370
822;8;2045;364492;103800;109960;120923;29809;96237;66146;24661;5430
823;8;2046;362884;104514;108838;119960;29572;96644;66483;24718;5443
824;8;2047;360529;104945;107448;118832;29304;96943;66725;24763;5455
825;8;2048;359971;105616;106621;118489;29245;97665;67241;24930;5494
826;8;2049;361241;106589;106293;118956;29403;99005;68152;25277;5576
827;8;2050;362659;107536;106031;119518;29574;100432;69121;25647;5664
828;9;2005;421203;336492;69331;13495;1885;35133;27574;6456;1103
829;9;2006;431279;344018;70604;14568;2089;37444;29451;6829;1164
830;9;2007;414933;327495;69427;15705;2306;37902;29802;6922;1178
