ID;Vervoerstromen;SoortLading;Perioden;VervoerdLadinggewicht_1;Vervoersprestatie_2;VervoerdeContainereenheden_3
1163;Binnenlands vervoer;Droge bulk;2014 augustus;4250;489;
1164;Binnenlands vervoer;Droge bulk;2014 september;5727;624;
1165;Binnenlands vervoer;Droge bulk;2014 3e kwartaal;15954;1790;
1166;Binnenlands vervoer;Droge bulk;2014 oktober;6005;652;
1167;Binnenlands vervoer;Droge bulk;2014 november;5620;616;
1168;Binnenlands vervoer;Droge bulk;2014 december;4206;467;
1169;Binnenlands vervoer;Droge bulk;2014 4e kwartaal;15832;1735;
1170;Binnenlands vervoer;Droge bulk;2014;66014;7346;
1171;Binnenlands vervoer;Droge bulk;2015 januari;4632;523;
1172;Binnenlands vervoer;Droge bulk;2015 februari;4936;549;
1173;Binnenlands vervoer;Droge bulk;2015 maart;5542;608;
1174;Binnenlands vervoer;Droge bulk;2015 1e kwartaal;15112;1681;
1175;Binnenlands vervoer;Droge bulk;2015 april;5155;574;
1176;Binnenlands vervoer;Droge bulk;2015 mei;4752;541;
1177;Binnenlands vervoer;Droge bulk;2015 juni;6134;712;
1178;Binnenlands vervoer;Droge bulk;2015 2e kwartaal;16042;1828;
1179;Binnenlands vervoer;Droge bulk;2015 juli;5568;651;
1180;Binnenlands vervoer;Droge bulk;2015 augustus;4385;519;
1181;Binnenlands vervoer;Droge bulk;2015 september;6072;676;
1182;Binnenlands vervoer;Droge bulk;2015 3e kwartaal;16026;1847;
1183;Binnenlands vervoer;Droge bulk;2015 oktober;6035;684;
1184;Binnenlands vervoer;Droge bulk;2015 november;5710;632;
1185;Binnenlands vervoer;Droge bulk;2015 december;4447;501;
1186;Binnenlands vervoer;Droge bulk;2015 4e kwartaal;16193;1818;
1187;Binnenlands vervoer;Droge bulk;2015;63375;7176;
1188;Binnenlands vervoer;Droge bulk;2016 januari;4304;469;
1189;Binnenlands vervoer;Droge bulk;2016 februari;4845;525;
1190;Binnenlands vervoer;Droge bulk;2016 maart;5623;631;
1191;Binnenlands vervoer;Droge bulk;2016 1e kwartaal;14774;1625;
1192;Binnenlands vervoer;Droge bulk;2016 april;5744;641;
1193;Binnenlands vervoer;Droge bulk;2016 mei;5670;637;
1194;Binnenlands vervoer;Droge bulk;2016 juni;5875;659;
1195;Binnenlands vervoer;Droge bulk;2016 2e kwartaal;17290;1938;
1196;Binnenlands vervoer;Droge bulk;2016 juli;5572;637;
1197;Binnenlands vervoer;Droge bulk;2016 augustus;3723;439;
1198;Binnenlands vervoer;Droge bulk;2016 september;5665;657;
1199;Binnenlands vervoer;Droge bulk;2016 3e kwartaal;14960;1734;
1200;Binnenlands vervoer;Droge bulk;2016 oktober;5326;632;
1201;Binnenlands vervoer;Droge bulk;2016 november;5520;651;
1202;Binnenlands vervoer;Droge bulk;2016 december;4329;498;
1203;Binnenlands vervoer;Droge bulk;2016 4e kwartaal;15175;1782;
1204;Binnenlands vervoer;Droge bulk;2016;62201;7080;
1205;Binnenlands vervoer;Droge bulk;2017 januari;3838;448;
1206;Binnenlands vervoer;Droge bulk;2017 februari;4559;523;
1207;Binnenlands vervoer;Droge bulk;2017 maart;5368;602;
1208;Binnenlands vervoer;Droge bulk;2017 1e kwartaal;13766;1574;
1209;Binnenlands vervoer;Droge bulk;2017 april;4666;532;
1210;Binnenlands vervoer;Droge bulk;2017 mei;5528;600;
1211;Binnenlands vervoer;Droge bulk;2017 juni;5462;605;
1212;Binnenlands vervoer;Droge bulk;2017 2e kwartaal;15657;1738;
1213;Binnenlands vervoer;Droge bulk;2017 juli;5627;626;
1214;Binnenlands vervoer;Droge bulk;2017 augustus;4044;468;
1215;Binnenlands vervoer;Droge bulk;2017 september;5473;585;
1216;Binnenlands vervoer;Droge bulk;2017 3e kwartaal;15146;1681;
1217;Binnenlands vervoer;Droge bulk;2017 oktober;5817;623;
1218;Binnenlands vervoer;Droge bulk;2017 november;5986;618;
1219;Binnenlands vervoer;Droge bulk;2017 december;4510;483;
1220;Binnenlands vervoer;Droge bulk;2017 4e kwartaal;16314;1726;
1221;Binnenlands vervoer;Droge bulk;2017;60884;6721;
1222;Binnenlands vervoer;Droge bulk;2018 januari;5005;549;
1223;Binnenlands vervoer;Droge bulk;2018 februari;4902;539;
1224;Binnenlands vervoer;Droge bulk;2018 maart;5449;564;
1225;Binnenlands vervoer;Droge bulk;2018 1e kwartaal;15357;1654;
1226;Binnenlands vervoer;Droge bulk;2018 april;5582;589;
1227;Binnenlands vervoer;Droge bulk;2018 mei;5887;608;
1228;Binnenlands vervoer;Droge bulk;2018 juni;6112;647;
1229;Binnenlands vervoer;Droge bulk;2018 2e kwartaal;17581;1845;
1230;Binnenlands vervoer;Droge bulk;2018 juli;5735;621;
1231;Binnenlands vervoer;Droge bulk;2018 augustus;4215;461;
1232;Binnenlands vervoer;Droge bulk;2018 september;5631;611;
1233;Binnenlands vervoer;Droge bulk;2018 3e kwartaal;15582;1693;
1234;Binnenlands vervoer;Droge bulk;2018 oktober;6319;682;
1235;Binnenlands vervoer;Droge bulk;2018 november;6545;710;
1236;Binnenlands vervoer;Droge bulk;2018 december;4517;495;
1237;Binnenlands vervoer;Droge bulk;2018 4e kwartaal;17382;1888;
1238;Binnenlands vervoer;Droge bulk;2018;65904;7081;
1239;Binnenlands vervoer;Droge bulk;2019 januari;4789;533;
1240;Binnenlands vervoer;Droge bulk;2019 februari;5194;589;
1241;Binnenlands vervoer;Droge bulk;2019 maart;4086;508;
1242;Binnenlands vervoer;Droge bulk;2019 1e kwartaal;14071;1631;
1243;Binnenlands vervoer;Droge bulk;2019 april;5277;670;
1244;Binnenlands vervoer;Droge bulk;2019 mei;5684;670;
1245;Binnenlands vervoer;Droge bulk;2019 juni;5152;596;
1246;Binnenlands vervoer;Droge bulk;2019 2e kwartaal;16115;1937;
1247;Binnenlands vervoer;Droge bulk;2019 juli;5428;626;
1248;Binnenlands vervoer;Droge bulk;2019 augustus;3641;440;
1249;Binnenlands vervoer;Droge bulk;2019 september;4712;523;
1250;Binnenlands vervoer;Droge bulk;2019 3e kwartaal;13782;1591;
1251;Binnenlands vervoer;Droge bulk;2019 oktober;5182;596;
1252;Binnenlands vervoer;Droge bulk;2019 november;4978;581;
1253;Binnenlands vervoer;Droge bulk;2019 december;3777;426;
1254;Binnenlands vervoer;Droge bulk;2019 4e kwartaal;13939;1603;
1255;Binnenlands vervoer;Droge bulk;2019;57907;6763;
1256;Binnenlands vervoer;Droge bulk;2020 januari;4304;496;
1257;Binnenlands vervoer;Droge bulk;2020 februari;4564;511;
1258;Binnenlands vervoer;Droge bulk;2020 maart;5463;617;
1259;Binnenlands vervoer;Droge bulk;2020 1e kwartaal;14333;1626;
1260;Binnenlands vervoer;Droge bulk;2020 april;5507;611;
1261;Binnenlands vervoer;Droge bulk;2020 mei;5501;666;
1262;Binnenlands vervoer;Droge bulk;2020 juni;5968;710;
1263;Binnenlands vervoer;Droge bulk;2020 2e kwartaal;16977;1987;
1264;Binnenlands vervoer;Droge bulk;2020 juli;5089;601;
1265;Binnenlands vervoer;Droge bulk;2020 augustus;3864;458;
1266;Binnenlands vervoer;Droge bulk;2020 september;5902;683;
1267;Binnenlands vervoer;Droge bulk;2020 3e kwartaal;14855;1742;
1268;Binnenlands vervoer;Droge bulk;2020 oktober;5789;661;
1269;Binnenlands vervoer;Droge bulk;2020 november;5282;608;
1270;Binnenlands vervoer;Droge bulk;2020 december;4081;481;
1271;Binnenlands vervoer;Droge bulk;2020 4e kwartaal;15154;1751;
1272;Binnenlands vervoer;Droge bulk;2020;61320;7107;
1273;Binnenlands vervoer;Droge bulk;2021 januari;4685;539;
1274;Binnenlands vervoer;Droge bulk;2021 februari;3999;478;
1275;Binnenlands vervoer;Droge bulk;2021 maart;6019;686;
1276;Binnenlands vervoer;Droge bulk;2021 1e kwartaal;14704;1704;
1277;Binnenlands vervoer;Droge bulk;2021 april;5035;571;
1278;Binnenlands vervoer;Droge bulk;2021 mei;5132;570;
1279;Binnenlands vervoer;Droge bulk;2021 juni;6053;664;
1280;Binnenlands vervoer;Droge bulk;2021 2e kwartaal;16221;1806;
1281;Binnenlands vervoer;Droge bulk;2021 juli;5651;633;
1282;Binnenlands vervoer;Droge bulk;2021 augustus;3786;450;
1283;Binnenlands vervoer;Droge bulk;2021 september;5431;638;
1284;Binnenlands vervoer;Droge bulk;2021 3e kwartaal;14869;1721;
1285;Binnenlands vervoer;Droge bulk;2021 oktober;5400;626;
1286;Binnenlands vervoer;Droge bulk;2021 november;5713;670;
1287;Binnenlands vervoer;Droge bulk;2021 december;4730;560;
1288;Binnenlands vervoer;Droge bulk;2021 4e kwartaal;15843;1857;
1289;Binnenlands vervoer;Droge bulk;2021;61638;7089;
1290;Binnenlands vervoer;Droge bulk;2022 januari;4403;511;
1291;Binnenlands vervoer;Droge bulk;2022 februari;4848;545;
1292;Binnenlands vervoer;Droge bulk;2022 maart;6037;666;
1293;Binnenlands vervoer;Droge bulk;2022 1e kwartaal;15288;1723;
1294;Binnenlands vervoer;Droge bulk;2022 april;4811;545;
1295;Binnenlands vervoer;Droge bulk;2022 mei;5155;575;
1296;Binnenlands vervoer;Droge bulk;2022 juni;5166;574;
1297;Binnenlands vervoer;Droge bulk;2022 2e kwartaal;15133;1696;
1298;Binnenlands vervoer;Droge bulk;2022 juli;4761;540;
1299;Binnenlands vervoer;Droge bulk;2022 augustus;3645;429;
1300;Binnenlands vervoer;Droge bulk;2022 september;4750;526;
1301;Binnenlands vervoer;Droge bulk;2022 3e kwartaal;13157;1495;
1302;Binnenlands vervoer;Droge bulk;2022 oktober;4867;574;
1303;Binnenlands vervoer;Droge bulk;2022 november;5263;609;
1304;Binnenlands vervoer;Droge bulk;2022 december;3950;453;
1305;Binnenlands vervoer;Droge bulk;2022 4e kwartaal;14080;1636;
1306;Binnenlands vervoer;Droge bulk;2022;57660;6552;
1307;Binnenlands vervoer;Droge bulk;2023 januari;4240;474;
1308;Binnenlands vervoer;Droge bulk;2023 februari;4896;532;
1309;Binnenlands vervoer;Droge bulk;2023 maart;5448;597;
1310;Binnenlands vervoer;Droge bulk;2023 1e kwartaal;14585;1604;
1311;Binnenlands vervoer;Droge bulk;2023 april;4687;513;
1312;Binnenlands vervoer;Droge bulk;2023 mei;5116;549;
1313;Binnenlands vervoer;Droge bulk;2023 juni;5159;556;
1314;Binnenlands vervoer;Droge bulk;2023 2e kwartaal;14962;1618;
1315;Binnenlands vervoer;Droge bulk;2023 juli;5021;554;
1316;Binnenlands vervoer;Droge bulk;2023 augustus;3362;394;
1317;Binnenlands vervoer;Droge bulk;2023 september;4852;528;
1318;Binnenlands vervoer;Droge bulk;2023 3e kwartaal;13236;1478;
1319;Binnenlands vervoer;Droge bulk;2023 oktober;5101;563;
1320;Binnenlands vervoer;Droge bulk;2023 november;5080;559;
1321;Binnenlands vervoer;Droge bulk;2023 december;3761;428;
1322;Binnenlands vervoer;Droge bulk;2023 4e kwartaal;13944;1551;
1323;Binnenlands vervoer;Droge bulk;2023;56728;6252;
1324;Binnenlands vervoer;Droge bulk;2024 januari;3963;428;
1325;Binnenlands vervoer;Droge bulk;2024 februari;4584;459;
1326;Binnenlands vervoer;Droge bulk;2024 maart;5071;540;
1327;Binnenlands vervoer;Droge bulk;2024 1e kwartaal;13618;1428;
1328;Binnenlands vervoer;Droge bulk;2024 april;4868;520;
1329;Binnenlands vervoer;Droge bulk;2024 mei;5286;585;
1330;Binnenlands vervoer;Droge bulk;2024 juni;5120;586;
1331;Binnenlands vervoer;Droge bulk;2024 2e kwartaal;15276;1692;
1332;Binnenlands vervoer;Droge bulk;2024 juli;5293;611;
1333;Binnenlands vervoer;Droge bulk;2024 augustus;3685;438;
1334;Binnenlands vervoer;Droge bulk;2024 september;4812;542;
1335;Binnenlands vervoer;Droge bulk;2024 3e kwartaal;13791;1592;
1336;Binnenlands vervoer;Droge bulk;2024 oktober;5569;613;
1337;Binnenlands vervoer;Droge bulk;2024 november;4866;554;
1338;Binnenlands vervoer;Droge bulk;2024 december;3789;438;
1339;Binnenlands vervoer;Droge bulk;2024 4e kwartaal;14224;1606;
1340;Binnenlands vervoer;Droge bulk;2025 januari;4333;510;
1341;Binnenlands vervoer;Droge bulk;2025 februari;4331;491;
1342;Binnenlands vervoer;Droge bulk;2025 maart;4527;504;
1343;Binnenlands vervoer;Droge bulk;2025 1e kwartaal;13193;1506;
1344;Binnenlands vervoer;Natte bulk;2012 januari;2350;283;
1345;Binnenlands vervoer;Natte bulk;2012 februari;2406;286;
1346;Binnenlands vervoer;Natte bulk;2012 maart;2662;317;
1347;Binnenlands vervoer;Natte bulk;2012 1e kwartaal;7419;887;
1348;Binnenlands vervoer;Natte bulk;2012 april;2411;289;
1349;Binnenlands vervoer;Natte bulk;2012 mei;2487;297;
1350;Binnenlands vervoer;Natte bulk;2012 juni;2637;313;
1351;Binnenlands vervoer;Natte bulk;2012 2e kwartaal;7537;900;
1352;Binnenlands vervoer;Natte bulk;2012 juli;2670;319;
1353;Binnenlands vervoer;Natte bulk;2012 augustus;2873;332;
1354;Binnenlands vervoer;Natte bulk;2012 september;2589;302;
1355;Binnenlands vervoer;Natte bulk;2012 3e kwartaal;8133;954;
1356;Binnenlands vervoer;Natte bulk;2012 oktober;2713;324;
1357;Binnenlands vervoer;Natte bulk;2012 november;2711;332;
1358;Binnenlands vervoer;Natte bulk;2012 december;2809;339;
1359;Binnenlands vervoer;Natte bulk;2012 4e kwartaal;8234;997;
1360;Binnenlands vervoer;Natte bulk;2012;31324;3740;
1361;Binnenlands vervoer;Natte bulk;2013 januari;2698;314;
1362;Binnenlands vervoer;Natte bulk;2013 februari;2459;283;
1363;Binnenlands vervoer;Natte bulk;2013 maart;2565;308;
1364;Binnenlands vervoer;Natte bulk;2013 1e kwartaal;7723;906;
1365;Binnenlands vervoer;Natte bulk;2013 april;2560;310;
1366;Binnenlands vervoer;Natte bulk;2013 mei;2749;323;
1367;Binnenlands vervoer;Natte bulk;2013 juni;2847;350;
1368;Binnenlands vervoer;Natte bulk;2013 2e kwartaal;8157;984;
1369;Binnenlands vervoer;Natte bulk;2013 juli;2791;326;
1370;Binnenlands vervoer;Natte bulk;2013 augustus;2539;298;
1371;Binnenlands vervoer;Natte bulk;2013 september;2527;299;
1372;Binnenlands vervoer;Natte bulk;2013 3e kwartaal;7857;924;
1373;Binnenlands vervoer;Natte bulk;2013 oktober;2443;308;
1374;Binnenlands vervoer;Natte bulk;2013 november;2308;292;
1375;Binnenlands vervoer;Natte bulk;2013 december;2640;312;
1376;Binnenlands vervoer;Natte bulk;2013 4e kwartaal;7392;913;
1377;Binnenlands vervoer;Natte bulk;2013;31132;3728;
1378;Binnenlands vervoer;Natte bulk;2014 januari;2604;311;
1379;Binnenlands vervoer;Natte bulk;2014 februari;2529;301;
1380;Binnenlands vervoer;Natte bulk;2014 maart;2661;324;
1381;Binnenlands vervoer;Natte bulk;2014 1e kwartaal;7795;937;
1382;Binnenlands vervoer;Natte bulk;2014 april;2580;298;
1383;Binnenlands vervoer;Natte bulk;2014 mei;2388;275;
1384;Binnenlands vervoer;Natte bulk;2014 juni;2284;259;
1385;Binnenlands vervoer;Natte bulk;2014 2e kwartaal;7254;833;
1386;Binnenlands vervoer;Natte bulk;2014 juli;2431;276;
1387;Binnenlands vervoer;Natte bulk;2014 augustus;2671;317;
1388;Binnenlands vervoer;Natte bulk;2014 september;2575;299;
1389;Binnenlands vervoer;Natte bulk;2014 3e kwartaal;7678;893;
1390;Binnenlands vervoer;Natte bulk;2014 oktober;2518;316;
1391;Binnenlands vervoer;Natte bulk;2014 november;2459;297;
1392;Binnenlands vervoer;Natte bulk;2014 december;2715;319;
1393;Binnenlands vervoer;Natte bulk;2014 4e kwartaal;7693;934;
1394;Binnenlands vervoer;Natte bulk;2014;30421;3598;
1395;Binnenlands vervoer;Natte bulk;2015 januari;3074;362;
1396;Binnenlands vervoer;Natte bulk;2015 februari;2733;318;
1397;Binnenlands vervoer;Natte bulk;2015 maart;2921;341;
1398;Binnenlands vervoer;Natte bulk;2015 1e kwartaal;8729;1022;
1399;Binnenlands vervoer;Natte bulk;2015 april;2850;326;
1400;Binnenlands vervoer;Natte bulk;2015 mei;2801;322;
1401;Binnenlands vervoer;Natte bulk;2015 juni;2795;325;
1402;Binnenlands vervoer;Natte bulk;2015 2e kwartaal;8446;974;
1403;Binnenlands vervoer;Natte bulk;2015 juli;2869;330;
1404;Binnenlands vervoer;Natte bulk;2015 augustus;2779;322;
1405;Binnenlands vervoer;Natte bulk;2015 september;2722;313;
1406;Binnenlands vervoer;Natte bulk;2015 3e kwartaal;8372;966;
1407;Binnenlands vervoer;Natte bulk;2015 oktober;2483;302;
1408;Binnenlands vervoer;Natte bulk;2015 november;2567;294;
1409;Binnenlands vervoer;Natte bulk;2015 december;2657;311;
1410;Binnenlands vervoer;Natte bulk;2015 4e kwartaal;7709;908;
1411;Binnenlands vervoer;Natte bulk;2015;33257;3872;
1412;Binnenlands vervoer;Natte bulk;2016 januari;2761;325;
1413;Binnenlands vervoer;Natte bulk;2016 februari;2868;331;
1414;Binnenlands vervoer;Natte bulk;2016 maart;2926;338;
1415;Binnenlands vervoer;Natte bulk;2016 1e kwartaal;8556;995;
1416;Binnenlands vervoer;Natte bulk;2016 april;2890;330;
1417;Binnenlands vervoer;Natte bulk;2016 mei;2946;334;
1418;Binnenlands vervoer;Natte bulk;2016 juni;2868;325;
1419;Binnenlands vervoer;Natte bulk;2016 2e kwartaal;8705;990;
1420;Binnenlands vervoer;Natte bulk;2016 juli;3100;347;
1421;Binnenlands vervoer;Natte bulk;2016 augustus;3031;344;
1422;Binnenlands vervoer;Natte bulk;2016 september;3053;338;
1423;Binnenlands vervoer;Natte bulk;2016 3e kwartaal;9185;1030;
1424;Binnenlands vervoer;Natte bulk;2016 oktober;3207;375;
1425;Binnenlands vervoer;Natte bulk;2016 november;3138;365;
1426;Binnenlands vervoer;Natte bulk;2016 december;2983;348;
1427;Binnenlands vervoer;Natte bulk;2016 4e kwartaal;9329;1088;
1428;Binnenlands vervoer;Natte bulk;2016;35777;4105;
1429;Binnenlands vervoer;Natte bulk;2017 januari;3132;355;
1430;Binnenlands vervoer;Natte bulk;2017 februari;2857;322;
1431;Binnenlands vervoer;Natte bulk;2017 maart;2916;334;
1432;Binnenlands vervoer;Natte bulk;2017 1e kwartaal;8906;1013;
1433;Binnenlands vervoer;Natte bulk;2017 april;3017;349;
1434;Binnenlands vervoer;Natte bulk;2017 mei;3019;344;
1435;Binnenlands vervoer;Natte bulk;2017 juni;3012;344;
1436;Binnenlands vervoer;Natte bulk;2017 2e kwartaal;9049;1038;
1437;Binnenlands vervoer;Natte bulk;2017 juli;3226;373;
1438;Binnenlands vervoer;Natte bulk;2017 augustus;3036;347;
1439;Binnenlands vervoer;Natte bulk;2017 september;2763;322;
1440;Binnenlands vervoer;Natte bulk;2017 3e kwartaal;9026;1044;
1441;Binnenlands vervoer;Natte bulk;2017 oktober;2866;333;
1442;Binnenlands vervoer;Natte bulk;2017 november;2694;311;
1443;Binnenlands vervoer;Natte bulk;2017 december;2606;309;
1444;Binnenlands vervoer;Natte bulk;2017 4e kwartaal;8166;954;
1445;Binnenlands vervoer;Natte bulk;2017;35148;4050;
1446;Binnenlands vervoer;Natte bulk;2018 januari;2852;328;
1447;Binnenlands vervoer;Natte bulk;2018 februari;2818;327;
1448;Binnenlands vervoer;Natte bulk;2018 maart;3300;384;
1449;Binnenlands vervoer;Natte bulk;2018 1e kwartaal;8972;1040;
1450;Binnenlands vervoer;Natte bulk;2018 april;2799;322;
1451;Binnenlands vervoer;Natte bulk;2018 mei;3050;357;
1452;Binnenlands vervoer;Natte bulk;2018 juni;2743;317;
1453;Binnenlands vervoer;Natte bulk;2018 2e kwartaal;8593;997;
1454;Binnenlands vervoer;Natte bulk;2018 juli;2980;332;
1455;Binnenlands vervoer;Natte bulk;2018 augustus;3081;342;
1456;Binnenlands vervoer;Natte bulk;2018 september;2981;335;
1457;Binnenlands vervoer;Natte bulk;2018 3e kwartaal;9043;1011;
1458;Binnenlands vervoer;Natte bulk;2018 oktober;3167;354;
1459;Binnenlands vervoer;Natte bulk;2018 november;3087;341;
1460;Binnenlands vervoer;Natte bulk;2018 december;3466;362;
1461;Binnenlands vervoer;Natte bulk;2018 4e kwartaal;9720;1058;
1462;Binnenlands vervoer;Natte bulk;2018;36329;4107;
1463;Binnenlands vervoer;Natte bulk;2019 januari;3270;349;
1464;Binnenlands vervoer;Natte bulk;2019 februari;3138;331;
1465;Binnenlands vervoer;Natte bulk;2019 maart;3662;396;
1466;Binnenlands vervoer;Natte bulk;2019 1e kwartaal;10072;1077;
1467;Binnenlands vervoer;Natte bulk;2019 april;2965;331;
1468;Binnenlands vervoer;Natte bulk;2019 mei;2965;327;
1469;Binnenlands vervoer;Natte bulk;2019 juni;3035;328;
1470;Binnenlands vervoer;Natte bulk;2019 2e kwartaal;8966;987;
1471;Binnenlands vervoer;Natte bulk;2019 juli;3460;371;
1472;Binnenlands vervoer;Natte bulk;2019 augustus;3227;345;
1473;Binnenlands vervoer;Natte bulk;2019 september;3117;341;
1474;Binnenlands vervoer;Natte bulk;2019 3e kwartaal;9805;1058;
1475;Binnenlands vervoer;Natte bulk;2019 oktober;3381;368;
1476;Binnenlands vervoer;Natte bulk;2019 november;3202;343;
1477;Binnenlands vervoer;Natte bulk;2019 december;3083;325;
1478;Binnenlands vervoer;Natte bulk;2019 4e kwartaal;9667;1037;
1479;Binnenlands vervoer;Natte bulk;2019;38511;4160;
1480;Binnenlands vervoer;Natte bulk;2020 januari;2993;310;
1481;Binnenlands vervoer;Natte bulk;2020 februari;2768;284;
1482;Binnenlands vervoer;Natte bulk;2020 maart;2900;299;
1483;Binnenlands vervoer;Natte bulk;2020 1e kwartaal;8662;894;
1484;Binnenlands vervoer;Natte bulk;2020 april;2736;276;
1485;Binnenlands vervoer;Natte bulk;2020 mei;2973;299;
1486;Binnenlands vervoer;Natte bulk;2020 juni;2894;282;
1487;Binnenlands vervoer;Natte bulk;2020 2e kwartaal;8604;858;
1488;Binnenlands vervoer;Natte bulk;2020 juli;2739;281;
1489;Binnenlands vervoer;Natte bulk;2020 augustus;2869;294;
1490;Binnenlands vervoer;Natte bulk;2020 september;2877;302;
1491;Binnenlands vervoer;Natte bulk;2020 3e kwartaal;8486;878;
1492;Binnenlands vervoer;Natte bulk;2020 oktober;3010;307;
1493;Binnenlands vervoer;Natte bulk;2020 november;2821;298;
1494;Binnenlands vervoer;Natte bulk;2020 december;3002;308;
1495;Binnenlands vervoer;Natte bulk;2020 4e kwartaal;8834;914;
1496;Binnenlands vervoer;Natte bulk;2020;34587;3545;
1497;Binnenlands vervoer;Natte bulk;2021 januari;3188;323;
1498;Binnenlands vervoer;Natte bulk;2021 februari;2806;277;
1499;Binnenlands vervoer;Natte bulk;2021 maart;3237;335;
1500;Binnenlands vervoer;Natte bulk;2021 1e kwartaal;9232;937;
1501;Binnenlands vervoer;Natte bulk;2021 april;3302;328;
1502;Binnenlands vervoer;Natte bulk;2021 mei;3267;342;
1503;Binnenlands vervoer;Natte bulk;2021 juni;3353;327;
1504;Binnenlands vervoer;Natte bulk;2021 2e kwartaal;9922;998;
1505;Binnenlands vervoer;Natte bulk;2021 juli;3164;317;
1506;Binnenlands vervoer;Natte bulk;2021 augustus;2980;302;
1507;Binnenlands vervoer;Natte bulk;2021 september;2938;307;
1508;Binnenlands vervoer;Natte bulk;2021 3e kwartaal;9083;927;
1509;Binnenlands vervoer;Natte bulk;2021 oktober;3165;327;
1510;Binnenlands vervoer;Natte bulk;2021 november;2932;304;
1511;Binnenlands vervoer;Natte bulk;2021 december;2845;293;
1512;Binnenlands vervoer;Natte bulk;2021 4e kwartaal;8943;925;
1513;Binnenlands vervoer;Natte bulk;2021;37182;3789;
1514;Binnenlands vervoer;Natte bulk;2022 januari;3026;315;
1515;Binnenlands vervoer;Natte bulk;2022 februari;2834;286;
1516;Binnenlands vervoer;Natte bulk;2022 maart;3457;350;
1517;Binnenlands vervoer;Natte bulk;2022 1e kwartaal;9318;951;
1518;Binnenlands vervoer;Natte bulk;2022 april;3416;355;
1519;Binnenlands vervoer;Natte bulk;2022 mei;3603;380;
1520;Binnenlands vervoer;Natte bulk;2022 juni;3331;344;
1521;Binnenlands vervoer;Natte bulk;2022 2e kwartaal;10351;1080;
1522;Binnenlands vervoer;Natte bulk;2022 juli;3360;342;
1523;Binnenlands vervoer;Natte bulk;2022 augustus;2989;310;
1524;Binnenlands vervoer;Natte bulk;2022 september;3200;331;
1525;Binnenlands vervoer;Natte bulk;2022 3e kwartaal;9550;984;
1526;Binnenlands vervoer;Natte bulk;2022 oktober;3244;337;
1527;Binnenlands vervoer;Natte bulk;2022 november;2947;304;
1528;Binnenlands vervoer;Natte bulk;2022 december;3179;317;
1529;Binnenlands vervoer;Natte bulk;2022 4e kwartaal;9370;960;
1530;Binnenlands vervoer;Natte bulk;2022;38591;3976;
1531;Binnenlands vervoer;Natte bulk;2023 januari;3143;318;
1532;Binnenlands vervoer;Natte bulk;2023 februari;2829;269;
1533;Binnenlands vervoer;Natte bulk;2023 maart;3147;320;
1534;Binnenlands vervoer;Natte bulk;2023 1e kwartaal;9120;907;
1535;Binnenlands vervoer;Natte bulk;2023 april;3127;314;
1536;Binnenlands vervoer;Natte bulk;2023 mei;3261;335;
1537;Binnenlands vervoer;Natte bulk;2023 juni;3117;323;
1538;Binnenlands vervoer;Natte bulk;2023 2e kwartaal;9506;973;
1539;Binnenlands vervoer;Natte bulk;2023 juli;3007;305;
1540;Binnenlands vervoer;Natte bulk;2023 augustus;2907;305;
1541;Binnenlands vervoer;Natte bulk;2023 september;2881;302;
1542;Binnenlands vervoer;Natte bulk;2023 3e kwartaal;8796;913;
1543;Binnenlands vervoer;Natte bulk;2023 oktober;3095;313;
1544;Binnenlands vervoer;Natte bulk;2023 november;2926;301;
1545;Binnenlands vervoer;Natte bulk;2023 december;2922;303;
1546;Binnenlands vervoer;Natte bulk;2023 4e kwartaal;8944;918;
1547;Binnenlands vervoer;Natte bulk;2023;36367;3713;
1548;Binnenlands vervoer;Natte bulk;2024 januari;2990;304;
1549;Binnenlands vervoer;Natte bulk;2024 februari;3156;312;
1550;Binnenlands vervoer;Natte bulk;2024 maart;3163;321;
1551;Binnenlands vervoer;Natte bulk;2024 1e kwartaal;9309;938;
1552;Binnenlands vervoer;Natte bulk;2024 april;3217;328;
1553;Binnenlands vervoer;Natte bulk;2024 mei;3170;326;
1554;Binnenlands vervoer;Natte bulk;2024 juni;3052;319;
1555;Binnenlands vervoer;Natte bulk;2024 2e kwartaal;9440;974;
1556;Binnenlands vervoer;Natte bulk;2024 juli;3330;346;
1557;Binnenlands vervoer;Natte bulk;2024 augustus;3009;320;
1558;Binnenlands vervoer;Natte bulk;2024 september;2838;294;
1559;Binnenlands vervoer;Natte bulk;2024 3e kwartaal;9177;960;
1560;Binnenlands vervoer;Natte bulk;2024 oktober;3370;351;
1561;Binnenlands vervoer;Natte bulk;2024 november;2787;301;
1562;Binnenlands vervoer;Natte bulk;2024 december;2887;304;
1563;Binnenlands vervoer;Natte bulk;2024 4e kwartaal;9045;957;
1564;Binnenlands vervoer;Natte bulk;2025 januari;2954;304;
1565;Binnenlands vervoer;Natte bulk;2025 februari;2762;288;
1566;Binnenlands vervoer;Natte bulk;2025 maart;3152;315;
1567;Binnenlands vervoer;Natte bulk;2025 1e kwartaal;8868;908;
1568;Binnenlands vervoer;Container;2012 januari;1024;121;134.0
1569;Binnenlands vervoer;Container;2012 februari;985;121;128.0
1570;Binnenlands vervoer;Container;2012 maart;1091;139;144.0
