ID;Bedrijfstype;RegioS;Perioden;TotaalMestnummers_1;MetOverschrijdingVerliesnorm_2;Veebezetting_3;OppervlakteCultuurgrond_4;FosfaatUitKunstmest_5;Fosfaatoverschot_6;Stikstofoverschot_7;ToelaatbaarStikstofoverschot_8;Mestnummers_9;OppervlakteCultuurgrond_10;Fosfaatoverschot_11;FosfaatUitKunstmest_12;BelastbaarFosfaatoverschot_13;OpgelegdeHeffing_14;Mestnummers_15;OppervlakteCultuurgrond_16;Stikstofoverschot_17;ToelaatbaarStikstofoverschot_18;BelastbaarStikstofoverschot_19;OpgelegdeHeffing_20;MestnummersMetPositiefFosfaatsaldo_21;MestnummersMetPositiefStikstofsaldo_22;OppCultuurgrondMetFosfaatsaldo_23;OppCultuurgrondMetStikstofsaldo_24;Fosfaatsaldo_25;Stikstofsaldo_26;TotaalMestnummers_27;MetOverschrijdingVerliesnorm_28;Veebezetting_29;OppervlakteCultuurgrond_30;FosfaatUitKunstmest_31;Fosfaatoverschot_32;Stikstofoverschot_33;ToelaatbaarStikstofoverschot_34;Mestnummers_35;OppervlakteCultuurgrond_36;Fosfaatoverschot_37;FosfaatUitKunstmest_38;BelastbaarFosfaatoverschot_39;OpgelegdeHeffing_40;Mestnummers_41;OppervlakteCultuurgrond_42;Stikstofoverschot_43;ToelaatbaarStikstofoverschot_44;BelastbaarStikstofoverschot_45;OpgelegdeHeffing_46
848;Extensief-melkvee;Drenthe (prv);2001*;1319;13.0;1.8;60596;24.0;8.0;158.0;227.0;3.0;1499;40.0;26.0;7.0;1012.0;12.0;6887;269.0;239.0;30.0;935.0;10.0;73.0;6111.0;42857.0;42.0;138.0;67.0;12.0;1.3;1751;9.0;9.0;76.0;231.0;4.0;22;45.0;6.0;10.0;399.0;9.0;229;273.0;227.0;46.0;1192.0
849;Extensief-melkvee;Drenthe (prv);2002*;1270;19.0;1.7;60533;26.0;9.0;160.0;203.0;5.0;3251;33.0;27.0;8.0;2995.0;17.0;9836;245.0;210.0;34.0;2467.0;;;;;;;53.0;13.0;1.3;1576;16.0;-1.0;64.0;198.0;4.0;0;;;;257.0;13.0;229;214.0;198.0;16.0;551.0
850;Extensief-melkvee;Overijssel (prv);1998;962;20.0;2.2;27924;25.0;21.0;231.0;299.0;12.0;2992;50.0;20.0;10.0;662.0;11.0;2885;334.0;303.0;31.0;551.0;39.0;77.0;11254.0;21862.0;22.0;80.0;66.0;50.0;1.9;1109;13.0;39.0;222.0;298.0;42.0;481;67.0;10.0;27.0;1643.0;21.0;250;390.0;304.0;85.0;1039.0
851;Extensief-melkvee;Overijssel (prv);1999;1268;29.0;2.1;37007;25.0;21.0;256.0;297.0;10.0;3924;50.0;19.0;10.0;725.0;23.0;8588;342.0;300.0;42.0;824.0;49.0;72.0;17766.0;26604.0;34.0;124.0;48.0;52.0;1.9;952;14.0;41.0;257.0;295.0;40.0;401;59.0;18.0;19.0;1270.0;29.0;345;425.0;296.0;128.0;2153.0
852;Extensief-melkvee;Overijssel (prv);2000;2273;15.0;2.1;69817;19.0;14.0;199.0;271.0;5.0;3873;43.0;15.0;8.0;1025.0;11.0;7824;310.0;276.0;34.0;687.0;38.0;74.0;25316.0;51186.0;45.0;151.0;80.0;30.0;1.8;1563;10.0;24.0;174.0;270.0;18.0;325;39.0;12.0;4.0;298.0;16.0;252;341.0;280.0;62.0;823.0
853;Extensief-melkvee;Overijssel (prv);2001*;2889;14.0;2.0;89141;17.0;13.0;172.0;244.0;4.0;4036;45.0;13.0;11.0;1934.0;11.0;9944;282.0;251.0;31.0;639.0;22.0;66.0;19360.0;57220.0;44.0;187.0;125.0;15.0;1.6;2213;8.0;17.0;117.0;239.0;10.0;158;50.0;6.0;15.0;1060.0;7.0;210;279.0;239.0;39.0;622.0
854;Extensief-melkvee;Overijssel (prv);2002*;3052;22.0;2.0;98499;42.0;12.0;164.0;215.0;9.0;9592;40.0;15.0;15.0;4584.0;17.0;16006;247.0;217.0;29.0;1269.0;;;;;;;111.0;13.0;1.6;2204;14.0;10.0;103.0;213.0;7.0;148;35.0;13.0;9.0;1461.0;6.0;212;247.0;225.0;21.0;799.0
855;Extensief-melkvee;Flevoland (prv);1998;96;14.0;2.1;5003;34.0;8.0;216.0;298.0;5.0;220;54.0;14.0;14.0;1553.0;9.0;368;320.0;299.0;21.0;574.0;48.0;83.0;2550.0;4285.0;35.0;90.0;5.0;40.0;2.1;270;27.0;24.0;248.0;289.0;20.0;28;47.0;36.0;7.0;235.0;40.0;98;344.0;286.0;58.0;1918.0
856;Extensief-melkvee;Flevoland (prv);1999;108;32.0;2.1;5854;48.0;9.0;252.0;292.0;6.0;527;52.0;30.0;12.0;3410.0;30.0;1748;340.0;297.0;42.0;1533.0;47.0;72.0;2783.0;4149.0;57.0;125.0;5.0;40.0;1.7;253;38.0;20.0;231.0;275.0;40.0;81;51.0;69.0;11.0;976.0;20.0;41;498.0;321.0;176.0;4924.0
857;Extensief-melkvee;Flevoland (prv);2000;201;15.0;2.0;10148;30.0;7.0;174.0;261.0;5.0;579;40.0;31.0;5.0;780.0;12.0;1136;294.0;258.0;36.0;1165.0;33.0;70.0;3679.0;6911.0;61.0;165.0;8.0;38.0;2.0;233;35.0;22.0;266.0;262.0;38.0;129;38.0;34.0;3.0;256.0;38.0;129;340.0;262.0;78.0;2279.0
858;Extensief-melkvee;Flevoland (prv);2001*;247;15.0;1.8;13349;30.0;5.0;147.0;231.0;5.0;716;43.0;28.0;8.0;1974.0;11.0;1139;265.0;237.0;28.0;813.0;20.0;64.0;2681.0;8314.0;61.0;191.0;11.0;18.0;1.2;538;15.0;14.0;108.0;233.0;9.0;170;36.0;8.0;1.0;243.0;9.0;23;303.0;266.0;38.0;596.0
859;Extensief-melkvee;Flevoland (prv);2002*;230;31.0;1.8;12779;32.0;4.0;158.0;210.0;9.0;1044;36.0;22.0;9.0;4199.0;25.0;2677;263.0;218.0;45.0;3580.0;;;;;;;11.0;9.0;1.4;504;18.0;13.0;122.0;217.0;9.0;26;31.0;40.0;2.0;459.0;9.0;26;248.0;228.0;20.0;602.0
860;Extensief-melkvee;Gelderland (prv);1998;902;12.0;2.2;28770;17.0;18.0;216.0;299.0;7.0;2115;53.0;20.0;13.0;1146.0;7.0;2236;329.0;301.0;28.0;628.0;44.0;80.0;12576.0;22840.0;24.0;90.0;70.0;53.0;1.9;1411;91.0;42.0;228.0;295.0;44.0;721;64.0;4.0;25.0;1944.0;21.0;348;378.0;289.0;89.0;1410.0
861;Extensief-melkvee;Gelderland (prv);1999;1283;28.0;2.1;40049;18.0;19.0;250.0;296.0;9.0;4056;51.0;15.0;12.0;1106.0;22.0;9206;341.0;301.0;40.0;882.0;54.0;78.0;21445.0;30978.0;37.0;133.0;66.0;39.0;1.8;1207;10.0;26.0;173.0;296.0;33.0;379;57.0;17.0;17.0;923.0;17.0;186;377.0;307.0;71.0;885.0
862;Extensief-melkvee;Gelderland (prv);2000;2117;18.0;2.0;69398;15.0;15.0;199.0;270.0;7.0;4957;44.0;13.0;9.0;1529.0;13.0;9625;309.0;275.0;34.0;788.0;42.0;76.0;27536.0;51501.0;48.0;164.0;103.0;19.0;1.6;2097;7.0;21.0;132.0;267.0;14.0;268;43.0;10.0;8.0;649.0;8.0;140;357.0;285.0;71.0;850.0
863;Extensief-melkvee;Gelderland (prv);2001*;2771;16.0;2.0;89056;13.0;13.0;174.0;244.0;6.0;5488;45.0;15.0;8.0;1432.0;13.0;12080;287.0;250.0;37.0;878.0;28.0;68.0;24723.0;58429.0;46.0;202.0;228.0;11.0;1.4;4264;9.0;14.0;83.0;235.0;8.0;578;38.0;24.0;3.0;481.0;4.0;262;307.0;254.0;53.0;1126.0
864;Extensief-melkvee;Gelderland (prv);2002*;2928;20.0;1.9;99629;13.0;12.0;166.0;215.0;8.0;9388;39.0;14.0;13.0;4700.0;16.0;16852;262.0;221.0;40.0;2524.0;;;;;;;184.0;12.0;1.5;3378;4.0;4.0;63.0;210.0;5.0;159;33.0;1.0;12.0;436.0;7.0;365;250.0;212.0;38.0;962.0
865;Extensief-melkvee;Utrecht (prv);1998;276;21.0;2.2;9195;12.0;24.0;225.0;306.0;12.0;1154;49.0;10.0;9.0;672.0;11.0;1024;345.0;309.0;36.0;835.0;36.0;78.0;3732.0;7203.0;20.0;100.0;35.0;37.0;1.9;837;9.0;37.0;213.0;299.0;31.0;278;60.0;6.0;20.0;1590.0;11.0;120;364.0;292.0;72.0;1464.0
866;Extensief-melkvee;Utrecht (prv);1999;404;29.0;2.1;13348;19.0;22.0;247.0;305.0;12.0;1661;48.0;12.0;8.0;493.0;21.0;2779;352.0;308.0;44.0;973.0;48.0;75.0;6468.0;9986.0;29.0;144.0;34.0;35.0;1.8;750;13.0;28.0;179.0;303.0;26.0;189;61.0;10.0;21.0;1574.0;18.0;158;343.0;312.0;31.0;554.0
867;Extensief-melkvee;Utrecht (prv);2000;727;18.0;2.1;23324;10.0;18.0;202.0;279.0;8.0;1799;41.0;10.0;7.0;783.0;12.0;2774;317.0;283.0;34.0;751.0;35.0;74.0;8313.0;16916.0;39.0;180.0;41.0;20.0;1.8;944;3.0;20.0;142.0;275.0;12.0;185;39.0;1.0;4.0;897.0;10.0;154;311.0;269.0;43.0;970.0
868;Extensief-melkvee;Utrecht (prv);2001*;984;19.0;2.0;32035;8.0;18.0;175.0;252.0;7.0;2397;41.0;12.0;7.0;1274.0;14.0;4744;289.0;256.0;32.0;772.0;22.0;65.0;7452.0;20116.0;37.0;222.0;90.0;10.0;1.6;1998;3.0;14.0;112.0;241.0;3.0;14;24.0;2.0;0.0;3.0;7.0;172;311.0;255.0;56.0;1087.0
869;Extensief-melkvee;Utrecht (prv);2002*;984;24.0;2.0;32897;8.0;15.0;158.0;223.0;12.0;4433;32.0;8.0;7.0;2254.0;16.0;5606;261.0;224.0;37.0;1985.0;;;;;;;88.0;16.0;1.6;2281;6.0;11.0;101.0;217.0;10.0;204;41.0;0.0;19.0;957.0;8.0;139;253.0;174.0;79.0;504.0
870;Extensief-melkvee;Noord-Holland (prv);1998;221;9.0;2.1;8616;17.0;12.0;215.0;307.0;2.0;207;43.0;32.0;3.0;194.0;7.0;755;340.0;313.0;28.0;894.0;48.0;84.0;4147.0;7021.0;29.0;106.0;37.0;24.0;2.1;1518;14.0;21.0;252.0;307.0;5.0;68;43.0;38.0;3.0;135.0;22.0;504;373.0;308.0;65.0;2770.0
871;Extensief-melkvee;Noord-Holland (prv);1999;278;20.0;2.0;11059;29.0;13.0;252.0;304.0;3.0;344;55.0;65.0;15.0;2071.0;18.0;2182;346.0;303.0;43.0;1290.0;43.0;75.0;4976.0;8111.0;47.0;138.0;30.0;20.0;2.0;1199;13.0;19.0;224.0;305.0;7.0;20;73.0;0.0;33.0;1136.0;13.0;416;351.0;305.0;47.0;3296.0
872;Extensief-melkvee;Noord-Holland (prv);2000;588;15.0;2.0;23764;15.0;10.0;201.0;277.0;3.0;654;43.0;8.0;8.0;1553.0;13.0;2909;323.0;281.0;42.0;1112.0;28.0;75.0;6958.0;17728.0;55.0;149.0;48.0;23.0;2.0;1907;9.0;16.0;195.0;275.0;13.0;225;38.0;7.0;3.0;295.0;15.0;250;338.0;285.0;54.0;1307.0
873;Extensief-melkvee;Noord-Holland (prv);2001*;1158;12.0;1.9;47306;12.0;10.0;167.0;248.0;3.0;1256;41.0;6.0;7.0;1335.0;10.0;4250;290.0;255.0;35.0;869.0;12.0;69.0;6371.0;32795.0;48.0;157.0;133.0;9.0;1.6;4704;11.0;6.0;114.0;244.0;2.0;50;41.0;6.0;10.0;886.0;8.0;688;262.0;248.0;14.0;654.0
874;Extensief-melkvee;Noord-Holland (prv);2002*;1071;23.0;1.8;45257;15.0;28.0;236.0;219.0;6.0;2765;529.0;12.0;504.0;4126.0;20.0;8776;701.0;219.0;481.0;1774.0;;;;;;;134.0;13.0;1.6;5099;7.0;-4.0;56.0;219.0;4.0;187;33.0;7.0;9.0;2516.0;9.0;460;238.0;219.0;20.0;1100.0
875;Extensief-melkvee;Zuid-Holland (prv);1998;335;13.0;2.1;11500;17.0;21.0;215.0;306.0;8.0;1016;47.0;8.0;7.0;548.0;7.0;855;347.0;312.0;35.0;857.0;43.0;83.0;4838.0;9460.0;21.0;100.0;56.0;23.0;2.0;1581;1.0;31.0;191.0;303.0;20.0;445;58.0;2.0;18.0;2095.0;11.0;282;327.0;306.0;21.0;658.0
876;Extensief-melkvee;Zuid-Holland (prv);1999;437;24.0;2.1;15185;15.0;20.0;245.0;305.0;6.0;1058;46.0;10.0;6.0;387.0;20.0;2930;342.0;307.0;35.0;800.0;50.0;75.0;7389.0;10981.0;32.0;160.0;51.0;27.0;2.0;1276;8.0;28.0;180.0;294.0;18.0;310;56.0;16.0;17.0;1593.0;14.0;268;346.0;301.0;45.0;1365.0
877;Extensief-melkvee;Zuid-Holland (prv);2000;864;19.0;2.0;29918;8.0;6.0;182.0;279.0;9.0;2620;42.0;5.0;7.0;1055.0;12.0;3747;313.0;281.0;32.0;804.0;32.0;76.0;9391.0;21659.0;39.0;192.0;74.0;18.0;1.9;1820;5.0;18.0;159.0;274.0;7.0;163;37.0;0.0;3.0;189.0;12.0;217;311.0;283.0;28.0;499.0
878;Extensief-melkvee;Zuid-Holland (prv);2001*;1291;15.0;2.0;46123;10.0;16.0;173.0;249.0;6.0;3198;41.0;5.0;7.0;1262.0;11.0;4933;291.0;258.0;32.0;753.0;19.0;68.0;8857.0;30372.0;36.0;207.0;127.0;15.0;1.7;3387;9.0;51.0;214.0;262.0;7.0;312;438.0;7.0;403.0;726.0;9.0;285;1454.0;258.0;1196.0;22942.0
879;Extensief-melkvee;Zuid-Holland (prv);2002*;1295;25.0;1.9;47669;8.0;13.0;170.0;222.0;12.0;5680;32.0;6.0;8.0;2674.0;18.0;8499;254.0;222.0;32.0;1727.0;;;;;;;141.0;18.0;1.7;4386;21.0;10.0;94.0;228.0;11.0;425;28.0;0.0;4.0;807.0;9.0;439;272.0;226.0;46.0;2772.0
880;Extensief-melkvee;Zeeland (prv);1998;44;11.0;1.8;1674;29.0;-37.0;168.0;272.0;2.0;82;40.0;19.0;0.0;25.0;9.0;205;302.0;278.0;24.0;841.0;25.0;84.0;473.0;1329.0;38.0;131.0;7.0;43.0;1.9;204;22.0;15.0;200.0;270.0;14.0;7;41.0;0.0;1.0;5.0;29.0;76;300.0;264.0;36.0;924.0
881;Extensief-melkvee;Zeeland (prv);1999;57;26.0;1.9;2334;33.0;2.0;238.0;278.0;7.0;208;51.0;28.0;11.0;1201.0;21.0;427;323.0;286.0;37.0;909.0;42.0;72.0;1012.0;1747.0;55.0;133.0;5.0;40.0;1.7;127;46.0;38.0;281.0;261.0;20.0;35;139.0;46.0;99.0;14386.0;40.0;47;411.0;259.0;152.0;2438.0
882;Extensief-melkvee;Zeeland (prv);2000;114;26.0;1.9;4644;19.0;2.0;182.0;248.0;4.0;233;48.0;1.0;13.0;3295.0;23.0;922;294.0;253.0;40.0;975.0;31.0;69.0;1408.0;3000.0;62.0;165.0;1.0;100.0;1.8;87;45.0;4.0;262.0;261.0;0.0;0;;;;;100.0;87;262.0;261.0;1.0;34.0
883;Extensief-melkvee;Zeeland (prv);2001*;261;14.0;1.6;11117;21.0;0.0;139.0;222.0;3.0;270;50.0;16.0;14.0;1092.0;13.0;1520;266.0;235.0;31.0;974.0;10.0;67.0;1103.0;7485.0;51.0;150.0;6.0;0.0;1.4;283;26.0;-3.0;102.0;224.0;0.0;0;;;;;0.0;0;;;;
884;Extensief-melkvee;Zeeland (prv);2002*;259;18.0;1.6;11738;26.0;-2.0;164.0;207.0;5.0;629;35.0;39.0;8.0;3328.0;17.0;2189;253.0;210.0;43.0;3145.0;;;;;;;5.0;0.0;1.2;218;18.0;-5.0;66.0;188.0;0.0;0;;;;;0.0;0;;;;
885;Extensief-melkvee;Noord-Brabant (prv);1998;707;18.0;2.2;22616;20.0;21.0;206.0;290.0;14.0;2985;51.0;15.0;11.0;901.0;7.0;1837;326.0;290.0;36.0;873.0;36.0;79.0;9119.0;17866.0;24.0;93.0;39.0;54.0;1.7;865;10.0;41.0;201.0;273.0;41.0;340;66.0;8.0;26.0;1682.0;31.0;248;338.0;276.0;63.0;884.0
886;Extensief-melkvee;Noord-Brabant (prv);1999;934;29.0;2.1;30403;21.0;21.0;230.0;288.0;15.0;4259;50.0;16.0;10.0;624.0;19.0;5898;328.0;293.0;35.0;782.0;45.0;73.0;14631.0;22053.0;38.0;146.0;24.0;38.0;1.8;350;3.0;31.0;169.0;288.0;29.0;51;66.0;0.0;26.0;598.0;13.0;69;309.0;291.0;18.0;280.0
887;Extensief-melkvee;Noord-Brabant (prv);2000;1368;20.0;2.1;45300;15.0;16.0;182.0;262.0;12.0;5195;43.0;10.0;8.0;1261.0;11.0;4760;307.0;268.0;38.0;822.0;46.0;77.0;20914.0;34139.0;48.0;187.0;42.0;26.0;1.7;784;15.0;18.0;124.0;212.0;19.0;154;44.0;7.0;9.0;1051.0;10.0;75;289.0;259.0;30.0;380.0
888;Extensief-melkvee;Noord-Brabant (prv);2001*;1613;21.0;2.0;54183;16.0;16.0;168.0;234.0;10.0;5957;44.0;13.0;9.0;1675.0;13.0;7367;274.0;238.0;35.0;828.0;28.0;62.0;15827.0;32752.0;47.0;215.0;84.0;10.0;1.5;1071;7.0;11.0;116.0;222.0;6.0;69;45.0;2.0;10.0;774.0;7.0;91;276.0;240.0;36.0;374.0
889;Extensief-melkvee;Noord-Brabant (prv);2002*;1768;24.0;2.0;63058;13.0;11.0;148.0;209.0;13.0;8960;36.0;9.0;10.0;3352.0;15.0;9382;249.0;211.0;39.0;2225.0;;;;;;;69.0;12.0;1.5;1003;7.0;6.0;79.0;175.0;6.0;78;40.0;11.0;15.0;1985.0;10.0;96;207.0;188.0;20.0;303.0
890;Extensief-melkvee;Limburg (prv);1998;242;14.0;2.1;8513;21.0;14.0;194.0;283.0;6.0;481;49.0;9.0;9.0;560.0;8.0;629;319.0;294.0;25.0;529.0;49.0;79.0;4148.0;6848.0;27.0;96.0;18.0;56.0;1.8;423;8.0;49.0;269.0;284.0;44.0;209;79.0;5.0;39.0;4100.0;28.0;153;371.0;296.0;75.0;1867.0
891;Extensief-melkvee;Limburg (prv);1999;306;25.0;2.0;11388;26.0;18.0;227.0;279.0;10.0;1319;49.0;22.0;9.0;739.0;19.0;2154;327.0;287.0;40.0;996.0;50.0;75.0;5298.0;8345.0;46.0;137.0;18.0;44.0;1.6;374;13.0;39.0;205.0;267.0;44.0;191;60.0;5.0;20.0;1341.0;11.0;42;313.0;289.0;24.0;345.0
892;Extensief-melkvee;Limburg (prv);2000;436;20.0;1.9;16350;15.0;14.0;178.0;251.0;13.0;2093;43.0;11.0;8.0;1580.0;10.0;1791;299.0;258.0;41.0;1133.0;44.0;79.0;6936.0;12676.0;58.0;182.0;17.0;12.0;1.4;338;10.0;16.0;133.0;237.0;12.0;32;52.0;21.0;17.0;1425.0;6.0;19;362.0;277.0;85.0;1098.0
893;Extensief-melkvee;Limburg (prv);2001*;557;15.0;1.8;20596;13.0;12.0;150.0;223.0;8.0;1750;47.0;10.0;14.0;3021.0;10.0;2214;252.0;222.0;30.0;730.0;28.0;70.0;5795.0;13856.0;63.0;220.0;37.0;8.0;1.3;766;9.0;8.0;85.0;206.0;3.0;124;37.0;0.0;11.0;3608.0;5.0;21;273.0;247.0;25.0;178.0
894;Extensief-melkvee;Limburg (prv);2002*;550;18.0;1.8;22540;11.0;10.0;132.0;193.0;9.0;2646;36.0;7.0;11.0;4674.0;12.0;2604;225.0;191.0;34.0;1753.0;;;;;;;33.0;18.0;1.2;693;8.0;-371.0;57.0;189.0;6.0;46;36.0;5.0;9.0;919.0;15.0;71;242.0;212.0;30.0;624.0
895;Extensief-melkvee;Provincie onbekend;1998;23;17.0;2.1;613;20.0;14.0;200.0;296.0;9.0;54;44.0;6.0;4.0;109.0;9.0;57;410.0;306.0;105.0;2024.0;13.0;96.0;92.0;591.0;10.0;105.0;1.0;100.0;1.1;26;1.0;129.0;162.0;270.0;100.0;26;129.0;1.0;89.0;9747.0;0.0;0;;;;
896;Extensief-melkvee;Provincie onbekend;1999;22;14.0;2.0;649;32.0;13.0;203.0;292.0;5.0;46;82.0;23.0;42.0;7143.0;9.0;58;311.0;288.0;24.0;466.0;41.0;59.0;262.0;430.0;29.0;126.0;1.0;100.0;0.9;24;0.0;53.0;110.0;276.0;100.0;24;53.0;0.0;13.0;657.0;0.0;0;;;;
897;Extensief-melkvee;Provincie onbekend;2000;30;10.0;1.9;904;11.0;2.0;131.0;264.0;0.0;0;;;;;10.0;78;311.0;278.0;33.0;583.0;30.0;83.0;259.0;802.0;32.0;195.0;3.0;67.0;1.8;65;3.0;66.0;297.0;266.0;67.0;41;86.0;4.0;51.0;8557.0;33.0;8;1208.0;310.0;898.0;5143.0
898;Extensief-melkvee;Provincie onbekend;2001*;32;25.0;1.8;950;8.0;8.0;139.0;237.0;13.0;96;39.0;7.0;4.0;229.0;16.0;190;277.0;251.0;27.0;686.0;16.0;63.0;94.0;593.0;27.0;204.0;6.0;0.0;1.3;79;0.0;6.0;1.0;232.0;0.0;0;;;;;0.0;0;;;;
899;Extensief-melkvee;Provincie onbekend;2002*;13;23.0;1.7;490;10.0;10.0;150.0;197.0;0.0;0;;;;;23.0;80;286.0;218.0;68.0;3130.0;;;;;;;4.0;0.0;1.6;51;0.0;21.0;73.0;196.0;0.0;0;;;;;0.0;0;;;;
900;Extensief-melkvee;Concentratiegebied Oost Nederland;1998;1337;16.0;2.2;40128;18.0;21.0;221.0;298.0;10.0;3867;52.0;16.0;12.0;878.0;9.0;3478;333.0;303.0;30.0;601.0;40.0;76.0;16618.0;30612.0;23.0;88.0;94.0;55.0;1.8;1631;8.0;46.0;220.0;294.0;49.0;834;71.0;6.0;32.0;2054.0;21.0;392;366.0;287.0;79.0;1050.0
901;Extensief-melkvee;Concentratiegebied Oost Nederland;1999;1971;28.0;2.2;57910;19.0;21.0;251.0;297.0;10.0;5999;51.0;16.0;11.0;918.0;22.0;13050;343.0;300.0;43.0;894.0;50.0;73.0;29100.0;42337.0;34.0;133.0;76.0;43.0;1.8;1246;8.0;31.0;193.0;294.0;36.0;308;65.0;9.0;25.0;952.0;20.0;262;364.0;303.0;61.0;724.0
902;Extensief-melkvee;Concentratiegebied Oost Nederland;2000;3096;17.0;2.1;93868;15.0;15.0;199.0;270.0;7.0;6348;43.0;14.0;8.0;1165.0;12.0;11749;311.0;276.0;35.0;737.0;44.0;75.0;40046.0;69164.0;45.0;170.0;108.0;22.0;1.7;1489;6.0;20.0;140.0;267.0;15.0;197;46.0;9.0;11.0;657.0;9.0;147;348.0;283.0;65.0;654.0
903;Extensief-melkvee;Concentratiegebied Oost Nederland;2001*;3860;15.0;2.0;114486;14.0;12.0;171.0;242.0;5.0;5731;46.0;13.0;10.0;1379.0;12.0;14367;287.0;249.0;38.0;825.0;28.0;65.0;33963.0;72713.0;43.0;216.0;237.0;13.0;1.5;3452;9.0;12.0;86.0;236.0;9.0;263;42.0;7.0;9.0;604.0;5.0;228;317.0;254.0;62.0;924.0
904;Extensief-melkvee;Concentratiegebied Oost Nederland;2002*;4184;21.0;2.0;130921;13.0;12.0;162.0;214.0;9.0;13388;37.0;14.0;11.0;3474.0;16.0;21923;251.0;218.0;33.0;1685.0;;;;;;;204.0;14.0;1.5;3168;6.0;6.0;71.0;207.0;9.0;247;32.0;6.0;9.0;445.0;5.0;217;258.0;208.0;50.0;672.0
905;Extensief-melkvee;Concentratiegebied Zuid Nederland;1998;660;18.0;2.2;21138;16.0;21.0;201.0;289.0;14.0;2797;50.0;12.0;10.0;787.0;7.0;1619;315.0;287.0;28.0;706.0;37.0;78.0;8673.0;16620.0;22.0;95.0;42.0;62.0;1.7;926;8.0;47.0;214.0;273.0;52.0;432;74.0;6.0;35.0;2446.0;31.0;268;337.0;274.0;63.0;997.0
906;Extensief-melkvee;Concentratiegebied Zuid Nederland;1999;916;29.0;2.1;30330;18.0;23.0;228.0;286.0;17.0;4996;49.0;16.0;9.0;579.0;18.0;5532;324.0;292.0;31.0;720.0;46.0;73.0;14490.0;21902.0;35.0;143.0;32.0;47.0;1.7;543;3.0;42.0;183.0;281.0;47.0;242;61.0;4.0;21.0;994.0;9.0;50;325.0;296.0;29.0;332.0
907;Extensief-melkvee;Concentratiegebied Zuid Nederland;2000;1279;21.0;2.1;42121;11.0;18.0;180.0;259.0;14.0;6129;43.0;8.0;8.0;1266.0;10.0;4225;303.0;266.0;37.0;819.0;48.0;77.0;19987.0;32078.0;46.0;192.0;42.0;24.0;1.6;611;19.0;24.0;149.0;246.0;19.0;140;46.0;13.0;11.0;1236.0;10.0;81;303.0;261.0;42.0;582.0
908;Extensief-melkvee;Concentratiegebied Zuid Nederland;2001*;1438;21.0;2.0;47412;11.0;19.0;166.0;233.0;12.0;6236;45.0;11.0;11.0;2047.0;12.0;6118;268.0;232.0;36.0;846.0;31.0;61.0;15019.0;28233.0;47.0;231.0;84.0;11.0;1.4;1135;5.0;14.0;106.0;213.0;7.0;193;40.0;1.0;11.0;1246.0;7.0;76;282.0;246.0;36.0;308.0
909;Extensief-melkvee;Concentratiegebied Zuid Nederland;2002*;1609;24.0;2.0;57748;10.0;13.0;141.0;206.0;15.0;10089;36.0;8.0;10.0;3726.0;13.0;7764;247.0;206.0;41.0;2376.0;;;;;;;74.0;16.0;1.4;1076;5.0;12.0;81.0;197.0;8.0;124;38.0;9.0;13.0;1629.0;14.0;136;227.0;198.0;29.0;534.0
910;Extensief-melkvee;Concentratiegebied Overig Nederland;1998;2693;16.0;2.0;102525;25.0;14.0;225.0;298.0;7.0;6700;51.0;19.0;11.0;1078.0;11.0;10537;340.0;301.0;38.0;952.0;39.0;82.0;38755.0;83936.0;27.0;87.0;284.0;34.0;1.9;8454;25.0;28.0;208.0;298.0;21.0;1884;62.0;8.0;22.0;2246.0;20.0;2030;366.0;301.0;64.0;1581.0
911;Extensief-melkvee;Concentratiegebied Overig Nederland;1999;3346;27.0;2.0;130377;29.0;15.0;250.0;297.0;7.0;8937;51.0;21.0;11.0;1175.0;23.0;29007;343.0;301.0;41.0;1076.0;44.0;75.0;54296.0;97051.0;41.0;126.0;246.0;33.0;1.8;6919;16.0;25.0;196.0;295.0;21.0;1527;57.0;19.0;17.0;1604.0;18.0;1692;366.0;302.0;64.0;1749.0
912;Extensief-melkvee;Concentratiegebied Overig Nederland;2000;7695;15.0;2.0;315295;19.0;10.0;192.0;271.0;5.0;14330;43.0;15.0;9.0;1616.0;12.0;34875;312.0;276.0;36.0;963.0;26.0;77.0;78049.0;238847.0;48.0;140.0;384.0;23.0;1.8;12229;9.0;18.0;165.0;267.0;11.0;1490;42.0;8.0;7.0;458.0;15.0;1969;313.0;271.0;42.0;978.0
913;Extensief-melkvee;Concentratiegebied Overig Nederland;2001*;12087;15.0;1.9;506754;16.0;11.0;172.0;244.0;4.0;19892;42.0;13.0;8.0;1535.0;12.0;58437;283.0;251.0;32.0;870.0;14.0;71.0;66554.0;352449.0;45.0;159.0;824.0;13.0;1.6;25504;10.0;15.0;111.0;241.0;5.0;1978;106.0;12.0;72.0;1648.0;8.0;2614;278.0;244.0;34.0;929.0
914;Extensief-melkvee;Concentratiegebied Overig Nederland;2002*;11746;22.0;1.9;509298;23.0;2.0;153.0;216.0;7.0;34167;78.0;15.0;53.0;5166.0;18.0;93425;299.0;220.0;79.0;2553.0;;;;;;;769.0;14.0;1.6;26093;12.0;-6.0;85.0;214.0;5.0;1371;33.0;5.0;12.0;1345.0;10.0;2890;248.0;215.0;33.0;1409.0
