ID;BedrijfstakkenBranchesSBI2008;Perioden;InvesteringenInMaterieleVasteActiva_1;GrondEnTerreinen_2;Bedrijfsgebouwen_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweMaterieleVasteActiva_9;BestaandeMaterieleVasteActiva_10;VerkoopVanMaterieleVasteActiva_11
2857;465 Groothandel in ICT-apparatuur;2016;;;;;;;;;;;
2858;465 Groothandel in ICT-apparatuur;2017;;;;;;;;;;;
2859;465 Groothandel in ICT-apparatuur;2018;;;;;;;;;;;
2860;465 Groothandel in ICT-apparatuur;2019;;;;;;;;;;;
2861;465 Groothandel in ICT-apparatuur;2020;;;;;;;;;;;
2862;465 Groothandel in ICT-apparatuur;2021;;;;;;;;;;;
2863;465 Groothandel in ICT-apparatuur;2022;;;;;;;;;;;
2864;465 Groothandel in ICT-apparatuur;2023;;;;;;;;;;;
2865;466 Groothandel in industriemachines;2009;;;;;;;;;;;
2866;466 Groothandel in industriemachines;2010;;;;;;;;;;;
2867;466 Groothandel in industriemachines;2011;;;;;;;;;;;
2868;466 Groothandel in industriemachines;2012;;;;;;;;;;;
2869;466 Groothandel in industriemachines;2013;;;;;;;;;;;
2870;466 Groothandel in industriemachines;2014;;;;;;;;;;;
2871;466 Groothandel in industriemachines;2015;;;;;;;;;;;
2872;466 Groothandel in industriemachines;2016;;;;;;;;;;;
2873;466 Groothandel in industriemachines;2017;;;;;;;;;;;
2874;466 Groothandel in industriemachines;2018;;;;;;;;;;;
2875;466 Groothandel in industriemachines;2019;;;;;;;;;;;
2876;466 Groothandel in industriemachines;2020;;;;;;;;;;;
2877;466 Groothandel in industriemachines;2021;;;;;;;;;;;
2878;466 Groothandel in industriemachines;2022;;;;;;;;;;;
2879;466 Groothandel in industriemachines;2023;;;;;;;;;;;
2880;467 Overige gespecialiseerde groothandel;2009;;;;;;;;;;;
2881;467 Overige gespecialiseerde groothandel;2010;;;;;;;;;;;
2882;467 Overige gespecialiseerde groothandel;2011;;;;;;;;;;;
2883;467 Overige gespecialiseerde groothandel;2012;;;;;;;;;;;
2884;467 Overige gespecialiseerde groothandel;2013;;;;;;;;;;;
2885;467 Overige gespecialiseerde groothandel;2014;;;;;;;;;;;
2886;467 Overige gespecialiseerde groothandel;2015;;;;;;;;;;;
2887;467 Overige gespecialiseerde groothandel;2016;;;;;;;;;;;
2888;467 Overige gespecialiseerde groothandel;2017;;;;;;;;;;;
2889;467 Overige gespecialiseerde groothandel;2018;;;;;;;;;;;
2890;467 Overige gespecialiseerde groothandel;2019;;;;;;;;;;;
2891;467 Overige gespecialiseerde groothandel;2020;;;;;;;;;;;
2892;467 Overige gespecialiseerde groothandel;2021;;;;;;;;;;;
2893;467 Overige gespecialiseerde groothandel;2022;;;;;;;;;;;
2894;467 Overige gespecialiseerde groothandel;2023;;;;;;;;;;;
2895;469 Niet-gespecialiseerde groothandel;2009;;;;;;;;;;;
2896;469 Niet-gespecialiseerde groothandel;2010;;;;;;;;;;;
2897;469 Niet-gespecialiseerde groothandel;2011;;;;;;;;;;;
2898;469 Niet-gespecialiseerde groothandel;2012;;;;;;;;;;;
2899;469 Niet-gespecialiseerde groothandel;2013;;;;;;;;;;;
2900;469 Niet-gespecialiseerde groothandel;2014;;;;;;;;;;;
2901;469 Niet-gespecialiseerde groothandel;2015;;;;;;;;;;;
2902;469 Niet-gespecialiseerde groothandel;2016;;;;;;;;;;;
2903;469 Niet-gespecialiseerde groothandel;2017;;;;;;;;;;;
2904;469 Niet-gespecialiseerde groothandel;2018;;;;;;;;;;;
2905;469 Niet-gespecialiseerde groothandel;2019;;;;;;;;;;;
2906;469 Niet-gespecialiseerde groothandel;2020;;;;;;;;;;;
2907;469 Niet-gespecialiseerde groothandel;2021;;;;;;;;;;;
2908;469 Niet-gespecialiseerde groothandel;2022;;;;;;;;;;;
2909;469 Niet-gespecialiseerde groothandel;2023;;;;;;;;;;;
2910;47 Detailhandel (niet in auto's);2009;1776.43;40.09;540.81;8.21;170.51;121.77;315.11;579.93;1536.87;239.57;87.15
2911;47 Detailhandel (niet in auto's);2010;1745.29;59.87;538.77;26.25;125.22;90.6;228.06;676.54;1621.06;124.23;114.78
2912;47 Detailhandel (niet in auto's);2011;2127.22;21.38;637.07;12.72;162.41;138.2;332.24;823.2;1960.79;166.43;543.39
2913;47 Detailhandel (niet in auto's);2012;1925.93;56.81;668.51;5.36;144.02;148.84;214.5;687.89;1756.68;169.25;260.85
2914;47 Detailhandel (niet in auto's);2013;2004.84;70.48;705.8;31.1;221.11;126.05;243.91;606.39;1793.55;211.3;101.28
2915;47 Detailhandel (niet in auto's);2014;2023.65;92.32;641.13;28.16;215.53;158.81;265.33;622.37;1811.92;211.73;109.7
2916;47 Detailhandel (niet in auto's);2015;2293.9;158.51;821.47;7.53;217.6;165.75;289.04;634.0;1876.42;417.48;107.33
2917;47 Detailhandel (niet in auto's);2016;2291.72;102.3;800.35;12.03;227.53;170.44;290.22;688.86;1894.59;397.13;97.55
2918;47 Detailhandel (niet in auto's);2017;2515.53;68.35;992.22;9.83;243.23;180.73;292.17;729.0;2194.55;320.98;72.37
2919;47 Detailhandel (niet in auto's);2018;2526.9;123.47;965.63;7.5;236.41;178.26;318.01;697.62;2147.0;379.9;135.36
2920;47 Detailhandel (niet in auto's);2019;2703.69;68.69;1066.18;8.13;227.68;200.63;365.56;766.82;2343.95;359.74;140.62
2921;47 Detailhandel (niet in auto's);2020;2998.96;110.74;1210.84;2.04;290.57;215.89;426.35;742.53;2332.89;666.07;263.57
2922;47 Detailhandel (niet in auto's);2021;3319.51;71.91;1284.94;1.25;358.65;231.56;469.68;901.52;2659.5;660.01;303.17
2923;47 Detailhandel (niet in auto's);2022;3596.41;113.67;1352.83;8.42;311.29;225.58;728.85;855.76;3168.96;427.44;380.85
2924;47 Detailhandel (niet in auto's);2023;;;;;;;;;;;
2925;471 Supermarkten en warenhuizen;2009;;;;;;;;;;;
2926;471 Supermarkten en warenhuizen;2010;;;;;;;;;;;
2927;471 Supermarkten en warenhuizen;2011;;;;;;;;;;;
2928;471 Supermarkten en warenhuizen;2012;;;;;;;;;;;
2929;471 Supermarkten en warenhuizen;2013;;;;;;;;;;;
2930;471 Supermarkten en warenhuizen;2014;;;;;;;;;;;
2931;471 Supermarkten en warenhuizen;2015;;;;;;;;;;;
2932;471 Supermarkten en warenhuizen;2016;;;;;;;;;;;
2933;471 Supermarkten en warenhuizen;2017;;;;;;;;;;;
2934;471 Supermarkten en warenhuizen;2018;;;;;;;;;;;
2935;471 Supermarkten en warenhuizen;2019;;;;;;;;;;;
2936;471 Supermarkten en warenhuizen;2020;;;;;;;;;;;
2937;471 Supermarkten en warenhuizen;2021;;;;;;;;;;;
2938;471 Supermarkten en warenhuizen;2022;;;;;;;;;;;
2939;471 Supermarkten en warenhuizen;2023;;;;;;;;;;;
2940;472 Winkels in voedingsmiddelen;2009;;;;;;;;;;;
2941;472 Winkels in voedingsmiddelen;2010;;;;;;;;;;;
2942;472 Winkels in voedingsmiddelen;2011;;;;;;;;;;;
2943;472 Winkels in voedingsmiddelen;2012;;;;;;;;;;;
2944;472 Winkels in voedingsmiddelen;2013;;;;;;;;;;;
2945;472 Winkels in voedingsmiddelen;2014;;;;;;;;;;;
2946;472 Winkels in voedingsmiddelen;2015;;;;;;;;;;;
2947;472 Winkels in voedingsmiddelen;2016;;;;;;;;;;;
2948;472 Winkels in voedingsmiddelen;2017;;;;;;;;;;;
2949;472 Winkels in voedingsmiddelen;2018;;;;;;;;;;;
2950;472 Winkels in voedingsmiddelen;2019;;;;;;;;;;;
2951;472 Winkels in voedingsmiddelen;2020;;;;;;;;;;;
2952;472 Winkels in voedingsmiddelen;2021;;;;;;;;;;;
2953;472 Winkels in voedingsmiddelen;2022;;;;;;;;;;;
2954;472 Winkels in voedingsmiddelen;2023;;;;;;;;;;;
2955;473 Tankstations;2009;;;;;;;;;;;
2956;473 Tankstations;2010;;;;;;;;;;;
2957;473 Tankstations;2011;;;;;;;;;;;
2958;473 Tankstations;2012;;;;;;;;;;;
2959;473 Tankstations;2013;;;;;;;;;;;
2960;473 Tankstations;2014;;;;;;;;;;;
2961;473 Tankstations;2015;;;;;;;;;;;
2962;473 Tankstations;2016;;;;;;;;;;;
2963;473 Tankstations;2017;;;;;;;;;;;
2964;473 Tankstations;2018;;;;;;;;;;;
2965;473 Tankstations;2019;;;;;;;;;;;
2966;473 Tankstations;2020;;;;;;;;;;;
2967;473 Tankstations;2021;;;;;;;;;;;
2968;473 Tankstations;2022;;;;;;;;;;;
2969;473 Tankstations;2023;;;;;;;;;;;
2970;474 Winkels in consumentenelektronica;2009;;;;;;;;;;;
2971;474 Winkels in consumentenelektronica;2010;;;;;;;;;;;
2972;474 Winkels in consumentenelektronica;2011;;;;;;;;;;;
2973;474 Winkels in consumentenelektronica;2012;;;;;;;;;;;
2974;474 Winkels in consumentenelektronica;2013;;;;;;;;;;;
2975;474 Winkels in consumentenelektronica;2014;;;;;;;;;;;
2976;474 Winkels in consumentenelektronica;2015;;;;;;;;;;;
2977;474 Winkels in consumentenelektronica;2016;;;;;;;;;;;
2978;474 Winkels in consumentenelektronica;2017;;;;;;;;;;;
2979;474 Winkels in consumentenelektronica;2018;;;;;;;;;;;
2980;474 Winkels in consumentenelektronica;2019;;;;;;;;;;;
2981;474 Winkels in consumentenelektronica;2020;;;;;;;;;;;
2982;474 Winkels in consumentenelektronica;2021;;;;;;;;;;;
2983;474 Winkels in consumentenelektronica;2022;;;;;;;;;;;
2984;474 Winkels in consumentenelektronica;2023;;;;;;;;;;;
2985;475 Winkels in overige huishoudwaren;2009;;;;;;;;;;;
2986;475 Winkels in overige huishoudwaren;2010;;;;;;;;;;;
2987;475 Winkels in overige huishoudwaren;2011;;;;;;;;;;;
2988;475 Winkels in overige huishoudwaren;2012;;;;;;;;;;;
2989;475 Winkels in overige huishoudwaren;2013;;;;;;;;;;;
2990;475 Winkels in overige huishoudwaren;2014;;;;;;;;;;;
2991;475 Winkels in overige huishoudwaren;2015;;;;;;;;;;;
2992;475 Winkels in overige huishoudwaren;2016;;;;;;;;;;;
2993;475 Winkels in overige huishoudwaren;2017;;;;;;;;;;;
2994;475 Winkels in overige huishoudwaren;2018;;;;;;;;;;;
2995;475 Winkels in overige huishoudwaren;2019;;;;;;;;;;;
2996;475 Winkels in overige huishoudwaren;2020;;;;;;;;;;;
2997;475 Winkels in overige huishoudwaren;2021;;;;;;;;;;;
2998;475 Winkels in overige huishoudwaren;2022;;;;;;;;;;;
2999;475 Winkels in overige huishoudwaren;2023;;;;;;;;;;;
3000;476 Winkels in recreatieartikelen;2009;;;;;;;;;;;
3001;476 Winkels in recreatieartikelen;2010;;;;;;;;;;;
3002;476 Winkels in recreatieartikelen;2011;;;;;;;;;;;
3003;476 Winkels in recreatieartikelen;2012;;;;;;;;;;;
3004;476 Winkels in recreatieartikelen;2013;;;;;;;;;;;
3005;476 Winkels in recreatieartikelen;2014;;;;;;;;;;;
3006;476 Winkels in recreatieartikelen;2015;;;;;;;;;;;
3007;476 Winkels in recreatieartikelen;2016;;;;;;;;;;;
3008;476 Winkels in recreatieartikelen;2017;;;;;;;;;;;
3009;476 Winkels in recreatieartikelen;2018;;;;;;;;;;;
3010;476 Winkels in recreatieartikelen;2019;;;;;;;;;;;
3011;476 Winkels in recreatieartikelen;2020;;;;;;;;;;;
3012;476 Winkels in recreatieartikelen;2021;;;;;;;;;;;
3013;476 Winkels in recreatieartikelen;2022;;;;;;;;;;;
3014;476 Winkels in recreatieartikelen;2023;;;;;;;;;;;
3015;477 Winkels in overige artikelen;2009;;;;;;;;;;;
3016;477 Winkels in overige artikelen;2010;;;;;;;;;;;
3017;477 Winkels in overige artikelen;2011;;;;;;;;;;;
3018;477 Winkels in overige artikelen;2012;;;;;;;;;;;
3019;477 Winkels in overige artikelen;2013;;;;;;;;;;;
3020;477 Winkels in overige artikelen;2014;;;;;;;;;;;
3021;477 Winkels in overige artikelen;2015;;;;;;;;;;;
3022;477 Winkels in overige artikelen;2016;;;;;;;;;;;
3023;477 Winkels in overige artikelen;2017;;;;;;;;;;;
3024;477 Winkels in overige artikelen;2018;;;;;;;;;;;
3025;477 Winkels in overige artikelen;2019;;;;;;;;;;;
3026;477 Winkels in overige artikelen;2020;;;;;;;;;;;
3027;477 Winkels in overige artikelen;2021;;;;;;;;;;;
3028;477 Winkels in overige artikelen;2022;;;;;;;;;;;
3029;477 Winkels in overige artikelen;2023;;;;;;;;;;;
3030;478 Markthandel;2009;;;;;;;;;;;
3031;478 Markthandel;2010;;;;;;;;;;;
3032;478 Markthandel;2011;;;;;;;;;;;
3033;478 Markthandel;2012;;;;;;;;;;;
3034;478 Markthandel;2013;;;;;;;;;;;
3035;478 Markthandel;2014;;;;;;;;;;;
3036;478 Markthandel;2015;;;;;;;;;;;
3037;478 Markthandel;2016;;;;;;;;;;;
3038;478 Markthandel;2017;;;;;;;;;;;
3039;478 Markthandel;2018;;;;;;;;;;;
3040;478 Markthandel;2019;;;;;;;;;;;
3041;478 Markthandel;2020;;;;;;;;;;;
3042;478 Markthandel;2021;;;;;;;;;;;
3043;478 Markthandel;2022;;;;;;;;;;;
3044;478 Markthandel;2023;;;;;;;;;;;
3045;479 Detailhandel, geen winkel of markt;2009;;;;;;;;;;;
3046;479 Detailhandel, geen winkel of markt;2010;;;;;;;;;;;
3047;479 Detailhandel, geen winkel of markt;2011;;;;;;;;;;;
3048;479 Detailhandel, geen winkel of markt;2012;;;;;;;;;;;
3049;479 Detailhandel, geen winkel of markt;2013;;;;;;;;;;;
3050;479 Detailhandel, geen winkel of markt;2014;;;;;;;;;;;
3051;479 Detailhandel, geen winkel of markt;2015;;;;;;;;;;;
3052;479 Detailhandel, geen winkel of markt;2016;;;;;;;;;;;
3053;479 Detailhandel, geen winkel of markt;2017;;;;;;;;;;;
3054;479 Detailhandel, geen winkel of markt;2018;;;;;;;;;;;
3055;479 Detailhandel, geen winkel of markt;2019;;;;;;;;;;;
3056;479 Detailhandel, geen winkel of markt;2020;;;;;;;;;;;
3057;479 Detailhandel, geen winkel of markt;2021;;;;;;;;;;;
3058;479 Detailhandel, geen winkel of markt;2022;;;;;;;;;;;
3059;479 Detailhandel, geen winkel of markt;2023;;;;;;;;;;;
3060;H Vervoer en opslag;2009;5302.37;94.12;605.16;663.49;2657.65;90.54;892.72;298.69;4813.23;489.14;665.0
3061;H Vervoer en opslag;2010;5535.59;74.05;424.46;1085.24;2260.81;76.54;1208.01;406.48;5192.12;343.47;618.23
3062;H Vervoer en opslag;2011;6679.28;178.47;605.44;1026.44;2792.5;91.55;1697.55;287.33;6033.96;645.32;771.36
3063;H Vervoer en opslag;2012;6122.62;222.87;499.85;1698.98;2469.03;115.86;835.91;280.13;5574.63;547.99;869.37
3064;H Vervoer en opslag;2013;5869.21;200.15;505.82;1638.97;2473.48;106.5;703.34;240.93;5278.21;591.0;946.67
3065;H Vervoer en opslag;2014;5013.42;46.18;395.84;1408.17;1936.84;105.96;894.61;225.81;4715.47;297.95;675.74
3066;H Vervoer en opslag;2015;6835.43;91.96;628.09;1595.7;2489.64;148.31;1640.76;240.97;6229.56;605.88;416.5
3067;H Vervoer en opslag;2016;7050.97;141.69;653.21;1465.17;3245.45;154.86;978.36;412.23;6537.35;513.62;381.86
3068;H Vervoer en opslag;2017;6393.32;162.51;606.7;811.73;3259.89;148.18;1027.19;377.14;5475.34;917.99;501.47
3069;H Vervoer en opslag;2018;6226.96;165.51;687.25;896.26;3073.02;162.39;936.72;305.82;5602.74;624.22;747.35
3070;H Vervoer en opslag;2019;7271.57;116.61;867.75;1168.27;3208.83;175.47;1325.31;409.32;6515.07;756.5;583.42
3071;H Vervoer en opslag;2020;6334.24;119.12;833.81;1226.82;2519.75;157.97;1113.73;363.03;5705.42;628.82;920.17
3072;H Vervoer en opslag;2021;7318.17;122.77;704.88;1225.8;3136.26;172.78;1111.01;844.68;6716.25;601.92;951.55
3073;H Vervoer en opslag;2022;8208.22;157.52;911.03;1008.27;4451.89;227.16;867.72;584.62;7127.67;1080.55;1555.8
3074;H Vervoer en opslag;2023;;;;;;;;;;;
3075;49 Vervoer over land;2009;1906.36;37.34;188.61;22.68;1323.07;37.56;220.87;76.24;1651.36;255.0;278.21
3076;49 Vervoer over land;2010;1521.96;30.81;134.32;51.96;876.16;44.75;287.42;96.54;1356.71;165.25;167.83
3077;49 Vervoer over land;2011;1810.69;49.91;174.46;37.39;1105.3;35.99;309.86;97.77;1573.2;237.49;302.64
3078;49 Vervoer over land;2012;1788.0;37.25;104.87;40.35;1253.35;56.82;188.79;106.57;1636.38;151.61;307.82
3079;49 Vervoer over land;2013;1720.96;20.04;111.16;107.76;1165.03;42.63;205.57;68.76;1519.61;201.35;285.89
3080;49 Vervoer over land;2014;1603.26;22.47;116.69;95.17;1126.14;42.15;152.39;48.26;1451.13;152.14;219.91
3081;49 Vervoer over land;2015;2051.3;34.23;148.57;100.5;1347.16;40.28;327.48;53.07;1863.99;187.31;196.77
3082;49 Vervoer over land;2016;2411.78;93.58;141.29;79.58;1754.46;47.78;233.29;61.8;2124.56;287.22;195.01
3083;49 Vervoer over land;2017;2059.98;65.87;266.99;74.69;1378.81;44.44;156.46;72.73;1790.9;269.08;254.57
3084;49 Vervoer over land;2018;2263.63;66.49;219.76;16.39;1616.27;64.23;203.62;76.87;1925.36;338.27;291.26
3085;49 Vervoer over land;2019;2554.93;84.16;350.75;56.96;1648.83;59.29;249.23;105.69;2195.99;358.94;242.46
3086;49 Vervoer over land;2020;2240.15;44.72;232.94;92.79;1533.81;37.41;215.91;82.57;2006.55;233.6;259.25
3087;49 Vervoer over land;2021;2607.45;70.49;219.96;82.82;1923.76;42.11;161.56;106.75;2289.56;317.88;336.16
3088;49 Vervoer over land;2022;3006.33;65.41;348.78;66.59;2168.12;56.63;167.45;133.35;2583.25;423.08;495.08
3089;49 Vervoer over land;2023;;;;;;;;;;;
3090;491 Personenvervoer per spoor,geen tram;2009;;;;;;;;;;;
3091;491 Personenvervoer per spoor,geen tram;2010;;;;;;;;;;;
3092;491 Personenvervoer per spoor,geen tram;2011;;;;;;;;;;;
3093;491 Personenvervoer per spoor,geen tram;2012;;;;;;;;;;;
3094;491 Personenvervoer per spoor,geen tram;2013;;;;;;;;;;;
3095;491 Personenvervoer per spoor,geen tram;2014;;;;;;;;;;;
3096;491 Personenvervoer per spoor,geen tram;2015;;;;;;;;;;;
3097;491 Personenvervoer per spoor,geen tram;2016;;;;;;;;;;;
3098;491 Personenvervoer per spoor,geen tram;2017;;;;;;;;;;;
3099;491 Personenvervoer per spoor,geen tram;2018;;;;;;;;;;;
3100;491 Personenvervoer per spoor,geen tram;2019;;;;;;;;;;;
3101;491 Personenvervoer per spoor,geen tram;2020;;;;;;;;;;;
3102;491 Personenvervoer per spoor,geen tram;2021;;;;;;;;;;;
3103;491 Personenvervoer per spoor,geen tram;2022;;;;;;;;;;;
3104;491 Personenvervoer per spoor,geen tram;2023;;;;;;;;;;;
3105;492 Goederenvervoer per spoor;2009;;;;;;;;;;;
3106;492 Goederenvervoer per spoor;2010;;;;;;;;;;;
3107;492 Goederenvervoer per spoor;2011;;;;;;;;;;;
3108;492 Goederenvervoer per spoor;2012;;;;;;;;;;;
3109;492 Goederenvervoer per spoor;2013;;;;;;;;;;;
3110;492 Goederenvervoer per spoor;2014;;;;;;;;;;;
3111;492 Goederenvervoer per spoor;2015;;;;;;;;;;;
3112;492 Goederenvervoer per spoor;2016;;;;;;;;;;;
3113;492 Goederenvervoer per spoor;2017;;;;;;;;;;;
3114;492 Goederenvervoer per spoor;2018;;;;;;;;;;;
3115;492 Goederenvervoer per spoor;2019;;;;;;;;;;;
3116;492 Goederenvervoer per spoor;2020;;;;;;;;;;;
3117;492 Goederenvervoer per spoor;2021;;;;;;;;;;;
3118;492 Goederenvervoer per spoor;2022;;;;;;;;;;;
3119;492 Goederenvervoer per spoor;2023;;;;;;;;;;;
3120;493 Personenvervoer over de weg;2009;;;;;;;;;;;
3121;493 Personenvervoer over de weg;2010;;;;;;;;;;;
3122;493 Personenvervoer over de weg;2011;;;;;;;;;;;
3123;493 Personenvervoer over de weg;2012;;;;;;;;;;;
3124;493 Personenvervoer over de weg;2013;;;;;;;;;;;
3125;493 Personenvervoer over de weg;2014;;;;;;;;;;;
3126;493 Personenvervoer over de weg;2015;;;;;;;;;;;
3127;493 Personenvervoer over de weg;2016;;;;;;;;;;;
3128;493 Personenvervoer over de weg;2017;;;;;;;;;;;
3129;493 Personenvervoer over de weg;2018;;;;;;;;;;;
3130;493 Personenvervoer over de weg;2019;;;;;;;;;;;
3131;493 Personenvervoer over de weg;2020;;;;;;;;;;;
3132;493 Personenvervoer over de weg;2021;;;;;;;;;;;
3133;493 Personenvervoer over de weg;2022;;;;;;;;;;;
3134;493 Personenvervoer over de weg;2023;;;;;;;;;;;
3135;494 Goederenvervoer over de weg;2009;;;;;;;;;;;
3136;494 Goederenvervoer over de weg;2010;;;;;;;;;;;
3137;494 Goederenvervoer over de weg;2011;;;;;;;;;;;
3138;494 Goederenvervoer over de weg;2012;;;;;;;;;;;
3139;494 Goederenvervoer over de weg;2013;;;;;;;;;;;
3140;494 Goederenvervoer over de weg;2014;;;;;;;;;;;
3141;494 Goederenvervoer over de weg;2015;;;;;;;;;;;
3142;494 Goederenvervoer over de weg;2016;;;;;;;;;;;
3143;494 Goederenvervoer over de weg;2017;;;;;;;;;;;
3144;494 Goederenvervoer over de weg;2018;;;;;;;;;;;
3145;494 Goederenvervoer over de weg;2019;;;;;;;;;;;
3146;494 Goederenvervoer over de weg;2020;;;;;;;;;;;
3147;494 Goederenvervoer over de weg;2021;;;;;;;;;;;
3148;494 Goederenvervoer over de weg;2022;;;;;;;;;;;
3149;494 Goederenvervoer over de weg;2023;;;;;;;;;;;
3150;495 Transport via pijpleidingen;2009;;;;;;;;;;;
3151;495 Transport via pijpleidingen;2010;;;;;;;;;;;
3152;495 Transport via pijpleidingen;2011;;;;;;;;;;;
3153;495 Transport via pijpleidingen;2012;;;;;;;;;;;
3154;495 Transport via pijpleidingen;2013;;;;;;;;;;;
3155;495 Transport via pijpleidingen;2014;;;;;;;;;;;
3156;495 Transport via pijpleidingen;2015;;;;;;;;;;;
3157;495 Transport via pijpleidingen;2016;;;;;;;;;;;
3158;495 Transport via pijpleidingen;2017;;;;;;;;;;;
3159;495 Transport via pijpleidingen;2018;;;;;;;;;;;
3160;495 Transport via pijpleidingen;2019;;;;;;;;;;;
3161;495 Transport via pijpleidingen;2020;;;;;;;;;;;
3162;495 Transport via pijpleidingen;2021;;;;;;;;;;;
3163;495 Transport via pijpleidingen;2022;;;;;;;;;;;
3164;495 Transport via pijpleidingen;2023;;;;;;;;;;;
3165;50 Vervoer over water;2009;1082.6;2.4;21.58;1.74;960.51;6.73;39.14;50.49;958.72;123.88;142.72
3166;50 Vervoer over water;2010;981.02;0.62;7.09;0.09;908.57;2.65;32.15;29.85;885.57;95.45;189.11
3167;50 Vervoer over water;2011;;;;;;;;;;;
3168;50 Vervoer over water;2012;;;;;;;;;;;
3169;50 Vervoer over water;2013;845.57;0.12;5.69;2.94;781.89;5.97;16.07;32.89;722.32;123.25;139.49
3170;50 Vervoer over water;2014;518.67;0.66;1.58;4.65;480.17;6.04;13.57;12.01;446.12;72.56;90.6
3171;50 Vervoer over water;2015;864.91;0.09;7.73;2.31;805.23;6.28;35.11;8.15;596.51;268.4;146.53
3172;50 Vervoer over water;2016;838.64;0.55;11.25;1.06;789.9;4.26;15.82;15.8;727.05;111.6;80.12
3173;50 Vervoer over water;2017;1193.29;5.85;6.73;1.75;1149.48;5.16;18.84;5.49;724.69;468.6;126.24
3174;50 Vervoer over water;2018;519.14;0.12;7.02;1.96;481.83;4.37;15.54;8.3;443.41;75.73;346.86
3175;50 Vervoer over water;2019;675.02;0.03;4.51;13.94;610.08;5.44;22.42;18.6;375.95;299.07;232.69
3176;50 Vervoer over water;2020;558.79;10.07;17.54;27.52;439.37;3.44;40.97;19.87;365.93;192.86;443.78
3177;50 Vervoer over water;2021;717.42;1.48;16.38;6.27;621.78;2.99;41.13;27.37;558.43;158.98;381.06
3178;50 Vervoer over water;2022;1158.2;0.8;11.83;45.04;1041.92;6.04;33.21;19.37;741.5;416.7;601.12
3179;50 Vervoer over water;2023;;;;;;;;;;;
3180;501-502 Zee- en kustvaart;2009;786.38;2.17;13.96;0.33;761.91;2.66;3.0;2.34;706.02;80.35;127.62
3181;501-502 Zee- en kustvaart;2010;784.82;0.0;2.21;0.03;751.15;1.92;12.43;17.07;711.59;73.24;168.07
3182;501-502 Zee- en kustvaart;2011;1144.71;0.0;7.61;0.12;1090.14;2.59;23.45;20.81;956.09;188.62;87.79
3183;501-502 Zee- en kustvaart;2012;698.21;0.0;1.36;0.16;681.14;2.57;5.23;7.76;579.54;118.67;125.71
3184;501-502 Zee- en kustvaart;2013;682.14;0.0;4.05;0.38;644.86;3.25;1.51;28.09;585.4;96.74;97.38
3185;501-502 Zee- en kustvaart;2014;423.9;0.0;0.28;4.63;405.91;2.57;1.68;8.84;369.79;54.11;76.94
3186;501-502 Zee- en kustvaart;2015;662.39;0.09;0.9;0.07;637.15;1.75;19.14;3.29;425.78;236.61;94.72
3187;501-502 Zee- en kustvaart;2016;712.2;0.0;2.26;0.06;694.99;1.44;4.37;9.08;635.56;76.64;66.32
3188;501-502 Zee- en kustvaart;2017;1014.48;5.85;4.28;1.66;990.6;1.24;8.34;2.51;575.46;439.03;67.96
3189;501-502 Zee- en kustvaart;2018;324.51;0.12;3.72;1.59;311.99;1.31;2.31;3.48;297.16;27.35;277.99
3190;501-502 Zee- en kustvaart;2019;;;;;;;;;;;
3191;501-502 Zee- en kustvaart;2020;;;;;;;;;;;
3192;501-502 Zee- en kustvaart;2021;;;;;;;;;;;
3193;501-502 Zee- en kustvaart;2022;;;;;;;;;;;
3194;501-502 Zee- en kustvaart;2023;;;;;;;;;;;
3195;501 Zee- en kustvaart (passagiersvaart);2009;;;;;;;;;;;
3196;501 Zee- en kustvaart (passagiersvaart);2010;;;;;;;;;;;
3197;501 Zee- en kustvaart (passagiersvaart);2011;;;;;;;;;;;
3198;501 Zee- en kustvaart (passagiersvaart);2012;;;;;;;;;;;
3199;501 Zee- en kustvaart (passagiersvaart);2013;;;;;;;;;;;
3200;501 Zee- en kustvaart (passagiersvaart);2014;;;;;;;;;;;
3201;501 Zee- en kustvaart (passagiersvaart);2015;;;;;;;;;;;
3202;501 Zee- en kustvaart (passagiersvaart);2016;;;;;;;;;;;
3203;501 Zee- en kustvaart (passagiersvaart);2017;;;;;;;;;;;
3204;501 Zee- en kustvaart (passagiersvaart);2018;;;;;;;;;;;
3205;501 Zee- en kustvaart (passagiersvaart);2019;;;;;;;;;;;
3206;501 Zee- en kustvaart (passagiersvaart);2020;;;;;;;;;;;
3207;501 Zee- en kustvaart (passagiersvaart);2021;;;;;;;;;;;
3208;501 Zee- en kustvaart (passagiersvaart);2022;;;;;;;;;;;
3209;501 Zee- en kustvaart (passagiersvaart);2023;;;;;;;;;;;
3210;502 Zee- en kustvaart (vrachtvaart);2009;;;;;;;;;;;
3211;502 Zee- en kustvaart (vrachtvaart);2010;;;;;;;;;;;
3212;502 Zee- en kustvaart (vrachtvaart);2011;;;;;;;;;;;
3213;502 Zee- en kustvaart (vrachtvaart);2012;;;;;;;;;;;
3214;502 Zee- en kustvaart (vrachtvaart);2013;;;;;;;;;;;
3215;502 Zee- en kustvaart (vrachtvaart);2014;;;;;;;;;;;
3216;502 Zee- en kustvaart (vrachtvaart);2015;;;;;;;;;;;
