ID;BeroepsEnEigenVervoer;Vervoerstromen;Goederensoort;Perioden;VervoerdLadinggewicht_1
1466;Beroeps- en eigen vervoer;Binnenlands vervoer;"6 Ruwe mineralen en -fabricaten; bouw...";2020;121963.0
1467;Beroeps- en eigen vervoer;Binnenlands vervoer;"6 Ruwe mineralen en -fabricaten; bouw...";2021;122873.0
1468;Beroeps- en eigen vervoer;Binnenlands vervoer;"6 Ruwe mineralen en -fabricaten; bouw...";2022;124664.0
1469;Beroeps- en eigen vervoer;Binnenlands vervoer;"6 Ruwe mineralen en -fabricaten; bouw...";2023;107752.0
1470;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1975;
1471;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1976;4766.0
1472;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1977;4527.0
1473;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1978;4829.0
1474;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1979;4876.0
1475;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1980;5231.0
1476;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1981;4898.0
1477;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1982;4685.0
1478;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1983;5293.0
1479;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1984;6300.0
1480;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1985;6116.0
1481;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1986;6496.0
1482;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1987;6903.0
1483;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1988;7009.0
1484;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1989;7705.0
1485;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1990;7685.0
1486;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1991;8306.0
1487;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1992;8316.0
1488;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1993;9359.0
1489;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1994;12123.0
1490;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1995;11054.0
1491;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1996;10331.0
1492;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1997;10289.0
1493;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1998;10043.0
1494;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;1999;11663.0
1495;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2000;10164.0
1496;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2001;10896.0
1497;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2002;10438.0
1498;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2003;11343.0
1499;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2004;19078.0
1500;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2005;16187.0
1501;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2006;16499.0
1502;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2007;15646.0
1503;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2008;17500.0
1504;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2009;20550.0
1505;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2010;20643.0
1506;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2011;19855.0
1507;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2012;21079.0
1508;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2013;23448.0
1509;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2014;22584.0
1510;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2015;24284.0
1511;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2016;23460.0
1512;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2017;27312.0
1513;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2018;27228.0
1514;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2019;27436.0
1515;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2020;28869.0
1516;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2021;23822.0
1517;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2022;23909.0
1518;Beroeps- en eigen vervoer;Binnenlands vervoer;7 Meststoffen;2023;20460.0
1519;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1975;
1520;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1976;23636.0
1521;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1977;23064.0
1522;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1978;20868.0
1523;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1979;23190.0
1524;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1980;24603.0
1525;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1981;23885.0
1526;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1982;25067.0
1527;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1983;25341.0
1528;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1984;25895.0
1529;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1985;26084.0
1530;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1986;26738.0
1531;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1987;24947.0
1532;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1988;33099.0
1533;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1989;32785.0
1534;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1990;32883.0
1535;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1991;33538.0
1536;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1992;34253.0
1537;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1993;31926.0
1538;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1994;32188.0
1539;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1995;33738.0
1540;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1996;30229.0
1541;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1997;31523.0
1542;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1998;35930.0
1543;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;1999;41467.0
1544;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2000;43190.0
1545;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2001;48422.0
1546;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2002;42582.0
1547;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2003;47663.0
1548;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2004;66039.0
1549;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2005;64748.0
1550;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2006;70348.0
1551;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2007;65698.0
1552;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2008;68337.0
1553;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2009;72410.0
1554;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2010;57710.0
1555;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2011;60192.0
1556;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2012;53501.0
1557;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2013;59843.0
1558;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2014;52838.0
1559;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2015;55876.0
1560;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2016;57191.0
1561;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2017;58054.0
1562;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2018;54973.0
1563;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2019;61464.0
1564;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2020;54140.0
1565;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2021;55195.0
1566;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2022;55655.0
1567;Beroeps- en eigen vervoer;Binnenlands vervoer;8 Chemische producten;2023;48399.0
1568;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1975;
1569;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1976;61868.0
1570;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1977;61726.0
1571;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1978;55013.0
1572;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1979;54848.0
1573;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1980;55148.0
1574;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1981;55806.0
1575;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1982;54361.0
1576;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1983;54573.0
1577;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1984;57703.0
1578;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1985;58206.0
1579;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1986;58506.0
1580;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1987;62872.0
1581;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1988;67263.0
1582;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1989;67458.0
1583;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1990;70368.0
1584;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1991;73126.0
1585;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1992;78832.0
1586;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1993;82025.0
1587;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1994;87345.0
1588;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1995;96590.0
1589;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1996;96440.0
1590;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1997;120080.0
1591;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1998;125877.0
1592;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;1999;144940.0
1593;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2000;135146.0
1594;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2001;135420.0
1595;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2002;139061.0
1596;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2003;150720.0
1597;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2004;121912.0
1598;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2005;125653.0
1599;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2006;129014.0
1600;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2007;138437.0
1601;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2008;137034.0
1602;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2009;123836.0
1603;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2010;143811.0
1604;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2011;138076.0
1605;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2012;135464.0
1606;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2013;145197.0
1607;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2014;142575.0
1608;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2015;141575.0
1609;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2016;145787.0
1610;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2017;146491.0
1611;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2018;153556.0
1612;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2019;162393.0
1613;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2020;159325.0
1614;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2021;170399.0
1615;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2022;169982.0
1616;Beroeps- en eigen vervoer;Binnenlands vervoer;9 Voertuigen, machines en overige goe...;2023;162065.0
1617;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1975;
1618;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1976;
1619;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1977;
1620;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1978;
1621;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1979;
1622;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1980;
1623;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1981;
1624;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1982;
1625;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1983;
1626;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1984;
1627;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1985;
1628;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1986;
1629;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1987;
1630;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1988;
1631;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1989;
1632;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1990;
1633;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1991;
1634;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1992;
1635;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1993;
1636;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1994;
1637;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1995;
1638;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1996;
1639;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1997;133087.0
1640;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1998;135541.0
1641;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;1999;146361.0
1642;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2000;137848.0
1643;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2001;141189.0
1644;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2002;140652.0
1645;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2003;147452.0
1646;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2004;166373.0
1647;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2005;161684.0
1648;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2006;160695.0
1649;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2007;157941.0
1650;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2008;156542.0
1651;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2009;140622.0
1652;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2010;136773.0
1653;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2011;140925.0
1654;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2012;134271.0
1655;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2013;137079.0
1656;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2014;136588.0
1657;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2015;132557.0
1658;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2016;128048.0
1659;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2017;131947.0
1660;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2018;132364.0
1661;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2019;128872.0
1662;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2020;125432.0
1663;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2021;129231.0
1664;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2022;117427.0
1665;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2023;116324.0
1666;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1975;
1667;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1976;
1668;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1977;
1669;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1978;
1670;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1979;
1671;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1980;
1672;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1981;
1673;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1982;
1674;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1983;
1675;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1984;
1676;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1985;
1677;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1986;
1678;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1987;
1679;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1988;
1680;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1989;
1681;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1990;
1682;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1991;
1683;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1992;
1684;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1993;
1685;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1994;
1686;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1995;
1687;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1996;
1688;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1997;18358.0
1689;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1998;19262.0
1690;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;1999;20126.0
1691;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2000;16957.0
1692;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2001;17445.0
1693;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2002;16894.0
1694;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2003;18452.0
1695;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2004;20683.0
1696;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2005;20091.0
1697;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2006;21023.0
1698;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2007;21232.0
1699;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2008;19300.0
1700;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2009;19527.0
1701;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2010;19884.0
1702;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2011;19838.0
1703;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2012;19004.0
1704;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2013;18596.0
1705;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2014;17993.0
1706;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2015;17848.0
1707;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2016;16971.0
1708;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2017;18349.0
1709;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2018;17152.0
1710;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2019;17788.0
1711;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2020;18309.0
1712;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2021;19546.0
1713;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2022;15839.0
1714;Beroeps- en eigen vervoer;Totaal internationaal vervoer;0 Landbouwproducten en levende dieren;2023;15240.0
1715;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1975;
1716;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1976;
1717;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1977;
1718;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1978;
1719;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1979;
1720;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1980;
1721;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1981;
1722;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1982;
1723;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1983;
1724;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1984;
1725;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1985;
1726;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1986;
1727;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1987;
1728;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1988;
1729;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1989;
1730;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1990;
1731;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1991;
1732;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1992;
1733;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1993;
1734;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1994;
1735;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1995;
1736;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1996;
1737;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1997;16928.0
1738;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1998;16547.0
1739;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;1999;17305.0
1740;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2000;18438.0
1741;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2001;18285.0
1742;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2002;19102.0
1743;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2003;17432.0
1744;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2004;20673.0
1745;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2005;22402.0
1746;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1 Andere voedingsproducten en veevoeder;2006;23402.0
