ID;Overheidssectoren;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
811;Politie;2019 2e kwartaal;4.0;2.2;2.1
812;Politie;2019 3e kwartaal ;4.1;1.5;1.5
813;Politie;2019 4e kwartaal;4.5;2.4;1.9
814;Politie;2019 jaargem. /jaartotaal;4.1;7.7;7.5
815;Politie;2020 1e kwartaal;4.3;2.0;2.2
816;Politie;2020 2e kwartaal;3.9;1.8;2.2
817;Politie;2020 3e kwartaal;3.9;1.7;1.8
818;Politie;2020 4e kwartaal;4.4;2.3;1.8
819;Politie;2020 jaargem. /jaartotaal;4.1;7.8;8.0
820;Politie;2021 1e kwartaal;5.0;2.9;2.4
821;Politie;2021 2e kwartaal;4.9;2.3;2.4
822;Politie;2021 3e kwartaal;5.8;3.2;2.3
823;Politie;2021 4e kwartaal;5.9;2.8;2.6
824;Politie;2021 jaargem. /jaartotaal;5.2;11.2;9.7
825;Politie;2022 1e kwartaal;6.9;3.3;2.3
826;Politie;2022 2e kwartaal;7.0;3.2;3.0
827;Politie;2022 3e kwartaal;6.7;2.3;2.6
828;Politie;2022 4e kwartaal;7.3;2.5;1.9
829;Politie;2022 jaargem. /jaartotaal;6.8;11.2;9.8
830;Politie;2023 1e kwartaal;7.8;2.9;2.4
831;Politie;2023 2e kwartaal;8.7;2.8;1.9
832;Politie;2023 3e kwartaal;9.6;3.2;2.3
833;Politie;2023 4e kwartaal;10.6;3.7;2.7
834;Politie;2023 jaargem. /jaartotaal;8.8;12.5;9.3
835;Politie;2024 1e kwartaal;11.7;4.8;3.7
836;Politie;2024 2e kwartaal;13.4;5.7;3.9
837;Politie;2024 3e kwartaal;13.0;4.0;4.4
838;Politie;2024 4e kwartaal;11.9;4.4;5.5
839;Politie;2024 jaargem. /jaartotaal;12.3;18.8;17.4
840;Defensie;1997 1e kwartaal;0.0;0.1;0.3
841;Defensie;1997 2e kwartaal;0.1;0.4;0.3
842;Defensie;1997 3e kwartaal;0.1;0.3;0.3
843;Defensie;1997 4e kwartaal;0.1;0.4;0.3
844;Defensie;1997 jaargem. /jaartotaal;;1.0;1.0
845;Defensie;1998 1e kwartaal;0.1;0.2;0.2
846;Defensie;1998 2e kwartaal;0.0;0.1;0.2
847;Defensie;1998 3e kwartaal;0.1;0.2;0.1
848;Defensie;1998 4e kwartaal;0.1;0.2;0.2
849;Defensie;1998 jaargem. /jaartotaal;0.1;1.0;1.0
850;Defensie;1999 1e kwartaal;0.1;0.2;0.2
851;Defensie;1999 2e kwartaal;0.0;0.1;0.2
852;Defensie;1999 3e kwartaal;0.0;0.2;0.2
853;Defensie;1999 4e kwartaal;0.1;0.3;0.2
854;Defensie;1999 jaargem. /jaartotaal;0.1;1.0;1.0
855;Defensie;2000 1e kwartaal;0.0;0.0;0.0
856;Defensie;2000 2e kwartaal;0.1;0.4;0.3
857;Defensie;2000 3e kwartaal;0.1;0.4;0.4
858;Defensie;2000 4e kwartaal;0.1;0.3;0.3
859;Defensie;2000 jaargem. /jaartotaal;0.1;1.0;1.0
860;Defensie;2001 1e kwartaal;0.1;0.4;0.4
861;Defensie;2001 2e kwartaal;0.1;0.5;0.4
862;Defensie;2001 3e kwartaal;0.1;0.4;0.5
863;Defensie;2001 4e kwartaal;0.1;0.4;0.4
864;Defensie;2001 jaargem. /jaartotaal;0.1;2.0;2.0
865;Defensie;2002 1e kwartaal;0.1;0.4;0.4
866;Defensie;2002 2e kwartaal;0.1;0.1;0.1
867;Defensie;2002 3e kwartaal;0.1;0.3;0.4
868;Defensie;2002 4e kwartaal;0.0;0.2;0.2
869;Defensie;2002 jaargem. /jaartotaal;0.1;1.0;1.0
870;Defensie;2003 1e kwartaal;0.0;0.0;0.1
871;Defensie;2003 2e kwartaal;0.0;0.1;0.1
872;Defensie;2003 3e kwartaal;0.0;0.1;0.1
873;Defensie;2003 4e kwartaal;0.0;0.1;0.1
874;Defensie;2003 jaargem. /jaartotaal;0.0;0.0;0.0
875;Defensie;2004 1e kwartaal;0.0;0.0;0.0
876;Defensie;2004 2e kwartaal;0.0;0.0;0.0
877;Defensie;2004 3e kwartaal;0.0;0.0;0.0
878;Defensie;2004 4e kwartaal;0.0;0.0;0.0
879;Defensie;2004 jaargem. /jaartotaal;0.0;0.0;0.0
880;Defensie;2005 1e kwartaal;0.0;0.3;0.3
881;Defensie;2005 2e kwartaal;0.0;0.7;0.7
882;Defensie;2005 3e kwartaal;0.0;0.7;0.7
883;Defensie;2005 4e kwartaal;0.1;0.4;0.4
884;Defensie;2005 jaargem. /jaartotaal;0.0;2.0;2.0
885;Defensie;2006 1e kwartaal;0.0;0.4;0.5
886;Defensie;2006 2e kwartaal;0.0;0.4;0.4
887;Defensie;2006 3e kwartaal;0.0;0.2;0.3
888;Defensie;2006 4e kwartaal;0.0;0.3;0.3
889;Defensie;2006 jaargem. /jaartotaal;0.0;1.0;2.0
890;Defensie;2007 1e kwartaal;0.0;0.3;0.3
891;Defensie;2007 2e kwartaal;0.0;0.3;0.3
892;Defensie;2007 3e kwartaal;0.0;0.3;0.3
893;Defensie;2007 4e kwartaal;0.0;0.3;0.3
894;Defensie;2007 jaargem. /jaartotaal;0.0;1.0;1.0
895;Defensie;2008 1e kwartaal;0.0;0.3;0.3
896;Defensie;2008 2e kwartaal;0.0;0.3;0.3
897;Defensie;2008 3e kwartaal;6.4;3.0;0.0
898;Defensie;2008 4e kwartaal;7.8;1.9;0.8
899;Defensie;2008 jaargem. /jaartotaal;2.6;6.0;1.0
900;Defensie;2009 1e kwartaal;7.8;1.7;1.7
901;Defensie;2009 2e kwartaal;7.4;0.8;1.2
902;Defensie;2009 3e kwartaal;6.9;1.3;1.4
903;Defensie;2009 4e kwartaal;6.9;1.5;1.5
904;Defensie;2009 jaargem. /jaartotaal;7.4;5.0;6.0
905;Defensie;2010 1e kwartaal;0.0;1.4;8.2
906;Defensie;2010 2e kwartaal;0.0;1.2;1.2
907;Defensie;2010 3e kwartaal;0.0;1.1;1.1
908;Defensie;2010 4e kwartaal;0.0;1.2;1.2
909;Defensie;2010 jaargem. /jaartotaal;0.9;5.0;12.0
910;Defensie;2011 1e kwartaal;0.0;1.2;1.2
911;Defensie;2011 2e kwartaal;0.0;0.2;0.2
912;Defensie;2011 3e kwartaal;0.0;0.8;0.8
913;Defensie;2011 4e kwartaal;0.0;0.3;0.3
914;Defensie;2011 jaargem. /jaartotaal;0.0;2.0;2.0
915;Defensie;2012 1e kwartaal;0.0;0.3;0.3
916;Defensie;2012 2e kwartaal;0.0;0.6;0.6
917;Defensie;2012 3e kwartaal;0.0;1.1;1.1
918;Defensie;2012 4e kwartaal;0.0;0.7;0.7
919;Defensie;2012 jaargem. /jaartotaal;0.0;2.7;2.7
920;Defensie;2013 1e kwartaal;0.0;0.4;0.4
921;Defensie;2013 2e kwartaal;0.0;1.2;1.2
922;Defensie;2013 3e kwartaal;0.0;0.8;0.8
923;Defensie;2013 4e kwartaal;0.0;0.6;0.6
924;Defensie;2013 jaargem. /jaartotaal;0.0;3.4;3.4
925;Defensie;2014 1e kwartaal;0.0;0.9;0.9
926;Defensie;2014 2e kwartaal;0.0;0.8;0.8
927;Defensie;2014 3e kwartaal;0.0;0.9;0.9
928;Defensie;2014 4e kwartaal;0.0;0.4;0.4
929;Defensie;2014 jaargem. /jaartotaal;0.0;3.0;3.0
930;Defensie;2015 1e kwartaal;0.0;1.0;1.0
931;Defensie;2015 2e kwartaal;0.0;0.5;0.5
932;Defensie;2015 3e kwartaal;0.0;1.1;1.1
933;Defensie;2015 4e kwartaal;0.0;0.6;0.6
934;Defensie;2015 jaargem. /jaartotaal;0.0;3.3;3.3
935;Defensie;2016 1e kwartaal;0.0;0.8;0.8
936;Defensie;2016 2e kwartaal;0.0;0.8;0.8
937;Defensie;2016 3e kwartaal;0.0;1.3;1.3
938;Defensie;2016 4e kwartaal;0.0;0.5;0.5
939;Defensie;2016 jaargem. /jaartotaal;0.0;3.5;3.5
940;Defensie;2017 1e kwartaal;0.0;0.9;0.9
941;Defensie;2017 2e kwartaal;0.0;0.7;0.7
942;Defensie;2017 3e kwartaal;0.0;0.7;0.7
943;Defensie;2017 4e kwartaal;0.0;0.7;0.7
944;Defensie;2017 jaargem. /jaartotaal;0.0;3.0;3.0
945;Defensie;2018 1e kwartaal;0.0;0.6;0.6
946;Defensie;2018 2e kwartaal;0.0;1.2;1.2
947;Defensie;2018 3e kwartaal;0.0;1.2;1.2
948;Defensie;2018 4e kwartaal;0.0;1.1;1.1
949;Defensie;2018 jaargem. /jaartotaal;0.0;4.1;4.1
950;Defensie;2019 1e kwartaal;0.0;0.8;0.8
951;Defensie;2019 2e kwartaal;0.0;1.1;1.1
952;Defensie;2019 3e kwartaal ;0.0;1.4;1.4
953;Defensie;2019 4e kwartaal;0.0;0.6;0.6
954;Defensie;2019 jaargem. /jaartotaal;0.0;4.0;4.0
955;Defensie;2020 1e kwartaal;0.0;0.7;0.7
956;Defensie;2020 2e kwartaal;0.0;1.0;1.0
957;Defensie;2020 3e kwartaal;0.0;1.5;1.5
958;Defensie;2020 4e kwartaal;0.0;1.2;1.2
959;Defensie;2020 jaargem. /jaartotaal;0.0;4.4;4.4
960;Defensie;2021 1e kwartaal;0.0;1.1;1.1
961;Defensie;2021 2e kwartaal;0.0;1.2;1.2
962;Defensie;2021 3e kwartaal;0.0;1.4;1.4
963;Defensie;2021 4e kwartaal;0.0;1.3;1.3
964;Defensie;2021 jaargem. /jaartotaal;0.0;5.0;5.0
965;Defensie;2022 1e kwartaal;0.0;1.0;1.0
966;Defensie;2022 2e kwartaal;0.0;0.9;0.9
967;Defensie;2022 3e kwartaal;0.0;1.5;1.5
968;Defensie;2022 4e kwartaal;0.0;0.8;0.8
969;Defensie;2022 jaargem. /jaartotaal;0.0;4.2;4.2
970;Defensie;2023 1e kwartaal;0.0;1.3;1.3
971;Defensie;2023 2e kwartaal;0.0;1.2;1.2
972;Defensie;2023 3e kwartaal;0.0;1.6;1.6
973;Defensie;2023 4e kwartaal;0.0;1.3;1.3
974;Defensie;2023 jaargem. /jaartotaal;0.0;5.3;5.3
975;Defensie;2024 1e kwartaal;0.0;1.2;1.2
976;Defensie;2024 2e kwartaal;0.0;1.6;1.6
977;Defensie;2024 3e kwartaal;0.0;1.9;1.9
978;Defensie;2024 4e kwartaal;0.0;1.2;1.2
979;Defensie;2024 jaargem. /jaartotaal;0.0;5.8;5.8
980;Rechterlijke macht;1997 1e kwartaal;0.0;0.0;0.0
981;Rechterlijke macht;1997 2e kwartaal;0.0;0.0;0.0
982;Rechterlijke macht;1997 3e kwartaal;0.0;0.0;0.0
983;Rechterlijke macht;1997 4e kwartaal;0.0;0.0;0.0
984;Rechterlijke macht;1997 jaargem. /jaartotaal;;0.0;0.0
985;Rechterlijke macht;1998 1e kwartaal;0.0;0.0;0.0
986;Rechterlijke macht;1998 2e kwartaal;0.0;0.0;0.0
987;Rechterlijke macht;1998 3e kwartaal;0.0;0.0;0.0
988;Rechterlijke macht;1998 4e kwartaal;0.2;0.2;0.1
989;Rechterlijke macht;1998 jaargem. /jaartotaal;0.0;0.0;0.0
990;Rechterlijke macht;1999 1e kwartaal;0.2;0.2;0.2
991;Rechterlijke macht;1999 2e kwartaal;0.2;0.1;0.1
992;Rechterlijke macht;1999 3e kwartaal;0.3;0.1;0.1
993;Rechterlijke macht;1999 4e kwartaal;0.2;0.0;0.1
994;Rechterlijke macht;1999 jaargem. /jaartotaal;0.2;0.0;1.0
995;Rechterlijke macht;2000 1e kwartaal;0.0;0.0;0.1
996;Rechterlijke macht;2000 2e kwartaal;0.0;0.0;0.0
997;Rechterlijke macht;2000 3e kwartaal;0.0;0.0;0.0
998;Rechterlijke macht;2000 4e kwartaal;0.0;0.0;0.0
999;Rechterlijke macht;2000 jaargem. /jaartotaal;0.0;0.0;0.0
1000;Rechterlijke macht;2001 1e kwartaal;0.0;0.0;0.0
1001;Rechterlijke macht;2001 2e kwartaal;0.0;0.0;0.0
1002;Rechterlijke macht;2001 3e kwartaal;0.0;0.0;0.0
1003;Rechterlijke macht;2001 4e kwartaal;0.0;0.0;0.0
1004;Rechterlijke macht;2001 jaargem. /jaartotaal;0.0;0.0;0.0
1005;Rechterlijke macht;2002 1e kwartaal;0.0;0.0;0.0
1006;Rechterlijke macht;2002 2e kwartaal;0.0;0.0;0.0
1007;Rechterlijke macht;2002 3e kwartaal;0.0;0.0;0.0
1008;Rechterlijke macht;2002 4e kwartaal;0.0;0.0;0.0
1009;Rechterlijke macht;2002 jaargem. /jaartotaal;0.0;0.0;0.0
1010;Rechterlijke macht;2003 1e kwartaal;0.0;0.0;0.0
1011;Rechterlijke macht;2003 2e kwartaal;0.0;0.0;0.0
1012;Rechterlijke macht;2003 3e kwartaal;0.0;0.0;0.0
1013;Rechterlijke macht;2003 4e kwartaal;0.0;0.0;0.0
1014;Rechterlijke macht;2003 jaargem. /jaartotaal;0.0;0.0;0.0
1015;Rechterlijke macht;2004 1e kwartaal;0.0;0.0;0.0
1016;Rechterlijke macht;2004 2e kwartaal;0.0;0.0;0.0
1017;Rechterlijke macht;2004 3e kwartaal;0.0;0.0;0.0
1018;Rechterlijke macht;2004 4e kwartaal;0.0;0.0;0.0
1019;Rechterlijke macht;2004 jaargem. /jaartotaal;0.0;0.0;0.0
1020;Rechterlijke macht;2005 1e kwartaal;0.0;0.0;0.0
1021;Rechterlijke macht;2005 2e kwartaal;0.0;0.0;0.0
1022;Rechterlijke macht;2005 3e kwartaal;0.0;0.0;0.0
1023;Rechterlijke macht;2005 4e kwartaal;0.0;0.0;0.0
1024;Rechterlijke macht;2005 jaargem. /jaartotaal;0.0;0.0;0.0
1025;Rechterlijke macht;2006 1e kwartaal;0.1;0.2;0.1
1026;Rechterlijke macht;2006 2e kwartaal;0.0;0.0;0.1
1027;Rechterlijke macht;2006 3e kwartaal;0.1;0.2;0.1
1028;Rechterlijke macht;2006 4e kwartaal;0.2;0.2;0.2
1029;Rechterlijke macht;2006 jaargem. /jaartotaal;0.1;1.0;1.0
1030;Rechterlijke macht;2007 1e kwartaal;0.1;0.2;0.2
1031;Rechterlijke macht;2007 2e kwartaal;0.1;0.1;0.2
1032;Rechterlijke macht;2007 3e kwartaal;0.1;0.2;0.1
1033;Rechterlijke macht;2007 4e kwartaal;0.2;0.3;0.2
1034;Rechterlijke macht;2007 jaargem. /jaartotaal;0.1;1.0;1.0
1035;Rechterlijke macht;2008 1e kwartaal;0.1;0.2;0.2
1036;Rechterlijke macht;2008 2e kwartaal;0.1;0.2;0.2
1037;Rechterlijke macht;2008 3e kwartaal;0.4;0.0;0.5
1038;Rechterlijke macht;2008 4e kwartaal;0.3;0.1;0.2
1039;Rechterlijke macht;2008 jaargem. /jaartotaal;0.2;1.0;1.0
1040;Rechterlijke macht;2009 1e kwartaal;0.1;0.1;0.2
1041;Rechterlijke macht;2009 2e kwartaal;0.1;0.1;0.2
1042;Rechterlijke macht;2009 3e kwartaal;0.0;0.1;0.0
1043;Rechterlijke macht;2009 4e kwartaal;0.1;0.2;0.1
1044;Rechterlijke macht;2009 jaargem. /jaartotaal;0.1;1.0;1.0
1045;Rechterlijke macht;2010 1e kwartaal;0.0;0.1;0.1
1046;Rechterlijke macht;2010 2e kwartaal;0.0;0.1;0.1
1047;Rechterlijke macht;2010 3e kwartaal;0.0;0.1;0.1
1048;Rechterlijke macht;2010 4e kwartaal;0.0;0.1;0.1
1049;Rechterlijke macht;2010 jaargem. /jaartotaal;0.0;0.0;0.0
1050;Rechterlijke macht;2011 1e kwartaal;0.0;0.1;0.1
1051;Rechterlijke macht;2011 2e kwartaal;0.0;0.1;0.1
1052;Rechterlijke macht;2011 3e kwartaal;0.0;0.0;0.1
1053;Rechterlijke macht;2011 4e kwartaal;0.0;0.1;0.1
1054;Rechterlijke macht;2011 jaargem. /jaartotaal;0.0;0.0;0.0
1055;Rechterlijke macht;2012 1e kwartaal;0.0;0.1;0.1
1056;Rechterlijke macht;2012 2e kwartaal;0.0;0.1;0.1
1057;Rechterlijke macht;2012 3e kwartaal;0.0;0.1;0.1
1058;Rechterlijke macht;2012 4e kwartaal;0.0;0.1;0.1
1059;Rechterlijke macht;2012 jaargem. /jaartotaal;0.0;0.3;0.3
1060;Rechterlijke macht;2013 1e kwartaal;0.0;0.1;0.1
1061;Rechterlijke macht;2013 2e kwartaal;0.0;0.0;0.0
1062;Rechterlijke macht;2013 3e kwartaal;0.0;0.0;0.0
1063;Rechterlijke macht;2013 4e kwartaal;0.0;0.0;0.0
1064;Rechterlijke macht;2013 jaargem. /jaartotaal;0.0;0.1;0.2
1065;Rechterlijke macht;2014 1e kwartaal;0.1;0.1;0.0
1066;Rechterlijke macht;2014 2e kwartaal;0.1;0.1;0.1
1067;Rechterlijke macht;2014 3e kwartaal;0.1;0.1;0.1
1068;Rechterlijke macht;2014 4e kwartaal;0.1;0.1;0.1
1069;Rechterlijke macht;2014 jaargem. /jaartotaal;0.1;0.5;0.4
1070;Rechterlijke macht;2015 1e kwartaal;0.1;0.2;0.2
1071;Rechterlijke macht;2015 2e kwartaal;0.1;0.2;0.2
1072;Rechterlijke macht;2015 3e kwartaal;0.1;0.1;0.1
1073;Rechterlijke macht;2015 4e kwartaal;0.1;0.1;0.1
1074;Rechterlijke macht;2015 jaargem. /jaartotaal;0.1;0.6;0.6
1075;Rechterlijke macht;2016 1e kwartaal;0.1;0.3;0.2
1076;Rechterlijke macht;2016 2e kwartaal;0.1;0.2;0.3
1077;Rechterlijke macht;2016 3e kwartaal;0.1;0.2;0.2
1078;Rechterlijke macht;2016 4e kwartaal;0.2;0.3;0.2
1079;Rechterlijke macht;2016 jaargem. /jaartotaal;0.1;1.0;0.9
1080;Rechterlijke macht;2017 1e kwartaal;0.2;0.3;0.2
1081;Rechterlijke macht;2017 2e kwartaal;0.1;0.3;0.3
1082;Rechterlijke macht;2017 3e kwartaal;0.1;0.2;0.2
1083;Rechterlijke macht;2017 4e kwartaal;0.2;0.3;0.2
1084;Rechterlijke macht;2017 jaargem. /jaartotaal;0.2;1.0;1.0
1085;Rechterlijke macht;2018 1e kwartaal;0.1;0.2;0.3
1086;Rechterlijke macht;2018 2e kwartaal;0.1;0.2;0.3
1087;Rechterlijke macht;2018 3e kwartaal;0.1;0.2;0.2
1088;Rechterlijke macht;2018 4e kwartaal;0.1;0.3;0.4
1089;Rechterlijke macht;2018 jaargem. /jaartotaal;0.1;1.0;1.1
1090;Rechterlijke macht;2019 1e kwartaal;0.1;0.2;0.2
1091;Rechterlijke macht;2019 2e kwartaal;0.1;0.2;0.3
1092;Rechterlijke macht;2019 3e kwartaal ;0.1;0.2;0.2
1093;Rechterlijke macht;2019 4e kwartaal;0.1;0.3;0.3
1094;Rechterlijke macht;2019 jaargem. /jaartotaal;0.1;1.0;1.0
1095;Rechterlijke macht;2020 1e kwartaal;0.1;0.3;0.3
1096;Rechterlijke macht;2020 2e kwartaal;0.1;0.2;0.2
1097;Rechterlijke macht;2020 3e kwartaal;0.1;0.2;0.2
1098;Rechterlijke macht;2020 4e kwartaal;0.1;0.3;0.3
1099;Rechterlijke macht;2020 jaargem. /jaartotaal;0.1;1.0;1.0
1100;Rechterlijke macht;2021 1e kwartaal;0.2;0.4;0.3
1101;Rechterlijke macht;2021 2e kwartaal;0.2;0.3;0.3
1102;Rechterlijke macht;2021 3e kwartaal;0.1;0.3;0.3
1103;Rechterlijke macht;2021 4e kwartaal;0.2;0.3;0.3
1104;Rechterlijke macht;2021 jaargem. /jaartotaal;0.2;1.3;1.2
1105;Rechterlijke macht;2022 1e kwartaal;0.2;0.3;0.3
1106;Rechterlijke macht;2022 2e kwartaal;0.2;0.4;0.4
1107;Rechterlijke macht;2022 3e kwartaal;0.2;0.4;0.3
1108;Rechterlijke macht;2022 4e kwartaal;0.2;0.2;0.2
1109;Rechterlijke macht;2022 jaargem. /jaartotaal;0.2;1.3;1.3
1110;Rechterlijke macht;2023 1e kwartaal;0.2;0.4;0.4
1111;Rechterlijke macht;2023 2e kwartaal;0.2;0.4;0.4
1112;Rechterlijke macht;2023 3e kwartaal;0.2;0.5;0.4
1113;Rechterlijke macht;2023 4e kwartaal;0.2;0.5;0.5
1114;Rechterlijke macht;2023 jaargem. /jaartotaal;0.2;1.7;1.7
1115;Rechterlijke macht;2024 1e kwartaal;0.3;0.5;0.5
1116;Rechterlijke macht;2024 2e kwartaal;0.5;0.9;0.7
1117;Rechterlijke macht;2024 3e kwartaal;0.5;0.5;0.5
1118;Rechterlijke macht;2024 4e kwartaal;0.5;0.5;0.4
1119;Rechterlijke macht;2024 jaargem. /jaartotaal;0.4;2.4;2.1
1120;Waterschappen;1997 1e kwartaal;0.2;0.2;0.1
1121;Waterschappen;1997 2e kwartaal;0.2;0.1;0.1
1122;Waterschappen;1997 3e kwartaal;0.2;0.1;0.1
1123;Waterschappen;1997 4e kwartaal;0.2;0.1;0.1
1124;Waterschappen;1997 jaargem. /jaartotaal;;1.0;0.0
1125;Waterschappen;1998 1e kwartaal;0.2;0.1;0.1
1126;Waterschappen;1998 2e kwartaal;0.2;0.1;0.1
1127;Waterschappen;1998 3e kwartaal;0.2;0.1;0.1
1128;Waterschappen;1998 4e kwartaal;0.1;0.1;0.1
1129;Waterschappen;1998 jaargem. /jaartotaal;0.2;0.0;0.0
1130;Waterschappen;1999 1e kwartaal;0.2;0.2;0.1
1131;Waterschappen;1999 2e kwartaal;0.2;0.1;0.1
1132;Waterschappen;1999 3e kwartaal;0.2;0.1;0.1
1133;Waterschappen;1999 4e kwartaal;0.3;0.2;0.1
1134;Waterschappen;1999 jaargem. /jaartotaal;0.2;1.0;0.0
1135;Waterschappen;2000 1e kwartaal;0.3;0.2;0.2
1136;Waterschappen;2000 2e kwartaal;0.3;0.2;0.2
1137;Waterschappen;2000 3e kwartaal;0.2;0.1;0.1
1138;Waterschappen;2000 4e kwartaal;0.3;0.3;0.2
1139;Waterschappen;2000 jaargem. /jaartotaal;0.3;1.0;1.0
1140;Waterschappen;2001 1e kwartaal;0.3;0.2;0.2
1141;Waterschappen;2001 2e kwartaal;0.3;0.3;0.4
1142;Waterschappen;2001 3e kwartaal;0.3;0.3;0.3
1143;Waterschappen;2001 4e kwartaal;0.2;0.2;0.2
1144;Waterschappen;2001 jaargem. /jaartotaal;0.3;1.0;1.0
1145;Waterschappen;2002 1e kwartaal;0.4;0.3;0.2
1146;Waterschappen;2002 2e kwartaal;0.3;0.1;0.2
1147;Waterschappen;2002 3e kwartaal;0.2;0.2;0.2
1148;Waterschappen;2002 4e kwartaal;0.3;0.2;0.1
1149;Waterschappen;2002 jaargem. /jaartotaal;0.3;1.0;1.0
1150;Waterschappen;2003 1e kwartaal;0.2;0.1;0.2
1151;Waterschappen;2003 2e kwartaal;0.2;0.1;0.1
1152;Waterschappen;2003 3e kwartaal;0.2;0.1;0.1
1153;Waterschappen;2003 4e kwartaal;0.1;0.1;0.1
1154;Waterschappen;2003 jaargem. /jaartotaal;0.2;0.0;1.0
1155;Waterschappen;2004 1e kwartaal;0.2;0.2;0.2
1156;Waterschappen;2004 2e kwartaal;0.2;0.1;0.1
1157;Waterschappen;2004 3e kwartaal;0.2;0.1;0.1
1158;Waterschappen;2004 4e kwartaal;0.2;0.2;0.2
1159;Waterschappen;2004 jaargem. /jaartotaal;0.2;1.0;1.0
1160;Waterschappen;2005 1e kwartaal;0.1;0.1;0.1
1161;Waterschappen;2005 2e kwartaal;0.2;0.2;0.1
1162;Waterschappen;2005 3e kwartaal;0.1;0.0;0.1
1163;Waterschappen;2005 4e kwartaal;0.1;0.1;0.1
1164;Waterschappen;2005 jaargem. /jaartotaal;0.1;0.0;0.0
1165;Waterschappen;2006 1e kwartaal;0.2;0.1;0.1
1166;Waterschappen;2006 2e kwartaal;0.1;0.1;0.2
1167;Waterschappen;2006 3e kwartaal;0.1;0.0;0.1
1168;Waterschappen;2006 4e kwartaal;0.1;0.1;0.1
1169;Waterschappen;2006 jaargem. /jaartotaal;0.1;0.0;1.0
1170;Waterschappen;2007 1e kwartaal;0.2;0.2;0.2
1171;Waterschappen;2007 2e kwartaal;0.3;0.2;0.2
1172;Waterschappen;2007 3e kwartaal;0.3;0.2;0.1
1173;Waterschappen;2007 4e kwartaal;0.3;0.2;0.2
1174;Waterschappen;2007 jaargem. /jaartotaal;0.3;1.0;1.0
1175;Waterschappen;2008 1e kwartaal;0.3;0.2;0.2
1176;Waterschappen;2008 2e kwartaal;0.4;0.3;0.2
1177;Waterschappen;2008 3e kwartaal;0.7;0.0;0.6
1178;Waterschappen;2008 4e kwartaal;0.5;0.1;0.3
1179;Waterschappen;2008 jaargem. /jaartotaal;0.5;1.0;1.0
1180;Waterschappen;2009 1e kwartaal;0.5;0.3;0.3
1181;Waterschappen;2009 2e kwartaal;0.3;0.2;0.3
1182;Waterschappen;2009 3e kwartaal;0.2;0.2;0.0
1183;Waterschappen;2009 4e kwartaal;0.2;0.2;0.1
1184;Waterschappen;2009 jaargem. /jaartotaal;0.3;1.0;1.0
1185;Waterschappen;2010 1e kwartaal;0.3;0.3;0.2
1186;Waterschappen;2010 2e kwartaal;0.2;0.1;0.2
1187;Waterschappen;2010 3e kwartaal;0.1;0.1;0.2
1188;Waterschappen;2010 4e kwartaal;0.2;0.2;0.1
1189;Waterschappen;2010 jaargem. /jaartotaal;0.2;1.0;1.0
1190;Waterschappen;2011 1e kwartaal;0.2;0.1;0.1
1191;Waterschappen;2011 2e kwartaal;0.2;0.1;0.2
1192;Waterschappen;2011 3e kwartaal;0.2;0.1;0.1
1193;Waterschappen;2011 4e kwartaal;0.2;0.1;0.1
1194;Waterschappen;2011 jaargem. /jaartotaal;0.2;1.0;1.0
1195;Waterschappen;2012 1e kwartaal;0.2;0.2;0.1
1196;Waterschappen;2012 2e kwartaal;0.2;0.1;0.2
1197;Waterschappen;2012 3e kwartaal;0.2;0.1;0.1
1198;Waterschappen;2012 4e kwartaal;0.2;0.1;0.1
1199;Waterschappen;2012 jaargem. /jaartotaal;0.2;0.5;0.5
1200;Waterschappen;2013 1e kwartaal;0.1;0.1;0.1
1201;Waterschappen;2013 2e kwartaal;0.1;0.1;0.1
1202;Waterschappen;2013 3e kwartaal;0.1;0.1;0.1
1203;Waterschappen;2013 4e kwartaal;0.1;0.1;0.1
1204;Waterschappen;2013 jaargem. /jaartotaal;0.1;0.3;0.4
1205;Waterschappen;2014 1e kwartaal;0.1;0.1;0.1
1206;Waterschappen;2014 2e kwartaal;0.1;0.1;0.1
1207;Waterschappen;2014 3e kwartaal;0.1;0.1;0.1
1208;Waterschappen;2014 4e kwartaal;0.1;0.1;0.1
1209;Waterschappen;2014 jaargem. /jaartotaal;0.1;0.4;0.5
1210;Waterschappen;2015 1e kwartaal;0.1;0.1;0.1
1211;Waterschappen;2015 2e kwartaal;0.1;0.1;0.1
1212;Waterschappen;2015 3e kwartaal;0.1;0.1;0.1
1213;Waterschappen;2015 4e kwartaal;0.1;0.2;0.1
1214;Waterschappen;2015 jaargem. /jaartotaal;0.1;0.5;0.5
1215;Waterschappen;2016 1e kwartaal;0.1;0.2;0.1
1216;Waterschappen;2016 2e kwartaal;0.2;0.2;0.1
1217;Waterschappen;2016 3e kwartaal;0.1;0.1;0.1
1218;Waterschappen;2016 4e kwartaal;0.2;0.2;0.1
1219;Waterschappen;2016 jaargem. /jaartotaal;0.1;0.6;0.5
1220;Waterschappen;2017 1e kwartaal;0.2;0.3;0.2
1221;Waterschappen;2017 2e kwartaal;0.2;0.2;0.3
1222;Waterschappen;2017 3e kwartaal;0.2;0.2;0.2
1223;Waterschappen;2017 4e kwartaal;0.2;0.2;0.2
1224;Waterschappen;2017 jaargem. /jaartotaal;0.2;0.9;0.9
