ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
1796;Elektrische auto klasse C;2021 4e kwartaal;96.7;0.7;-0.7;5.3;99.2;1.0;0.0;5.9
1797;Elektrische auto klasse C;2021;96.2;;-2.3;5.3;98.4;;-1.3;5.9
1798;Elektrische auto klasse C;2022 1e kwartaal;98.8;2.2;3.1;5.3;102.6;3.4;4.6;5.9
1799;Elektrische auto klasse C;2022 2e kwartaal;102.6;3.8;6.9;5.3;106.0;3.3;8.1;5.9
1800;Elektrische auto klasse C;2022 3e kwartaal;106.7;4.0;11.1;5.3;110.2;4.0;12.2;5.9
1801;Elektrische auto klasse C;2022 4e kwartaal;112.4;5.3;16.2;5.3;117.8;6.9;18.8;5.9
1802;Elektrische auto klasse C;2022;105.1;;9.3;5.3;109.2;;11.0;5.9
1803;Elektrische auto klasse C;2023 1e kwartaal;114.4;1.9;15.8;5.3;124.5;5.6;21.3;5.9
1804;Elektrische auto klasse C;2023 2e kwartaal;113.5;-0.9;10.6;5.3;124.3;-0.1;17.3;5.9
1805;Elektrische auto klasse C;2023 3e kwartaal;111.8;-1.5;4.7;5.3;121.3;-2.4;10.0;5.9
1806;Elektrische auto klasse C;2023 4e kwartaal;112.4;0.6;0.0;5.3;121.8;0.4;3.4;5.9
1807;Elektrische auto klasse C;2023;113.0;;7.5;5.3;123.0;;12.7;5.9
1808;Elektrische auto klasse D;2001 3e kwartaal;;;;;;;;
1809;Elektrische auto klasse D;2001 4e kwartaal;;;;;;;;
1810;Elektrische auto klasse D;2001;;;;;;;;
1811;Elektrische auto klasse D;2002 1e kwartaal;;;;;;;;
1812;Elektrische auto klasse D;2002 2e kwartaal;;;;;;;;
1813;Elektrische auto klasse D;2002 3e kwartaal;;;;;;;;
1814;Elektrische auto klasse D;2002 4e kwartaal;;;;;;;;
1815;Elektrische auto klasse D;2002;;;;;;;;
1816;Elektrische auto klasse D;2003 1e kwartaal;;;;;;;;
1817;Elektrische auto klasse D;2003 2e kwartaal;;;;;;;;
1818;Elektrische auto klasse D;2003 3e kwartaal;;;;;;;;
1819;Elektrische auto klasse D;2003 4e kwartaal;;;;;;;;
1820;Elektrische auto klasse D;2003 ;;;;;;;;
1821;Elektrische auto klasse D;2004 1e kwartaal;;;;;;;;
1822;Elektrische auto klasse D;2004 2e kwartaal;;;;;;;;
1823;Elektrische auto klasse D;2004 3e kwartaal;;;;;;;;
1824;Elektrische auto klasse D;2004 4e kwartaal;;;;;;;;
1825;Elektrische auto klasse D;2004;;;;;;;;
1826;Elektrische auto klasse D;2005 1e kwartaal;;;;;;;;
1827;Elektrische auto klasse D;2005 2e kwartaal;;;;;;;;
1828;Elektrische auto klasse D;2005 3e kwartaal;;;;;;;;
1829;Elektrische auto klasse D;2005 4e kwartaal;;;;;;;;
1830;Elektrische auto klasse D;2005;;;;;;;;
1831;Elektrische auto klasse D;2006 1e kwartaal;;;;;;;;
1832;Elektrische auto klasse D;2006 2e kwartaal;;;;;;;;
1833;Elektrische auto klasse D;2006 3e kwartaal;;;;;;;;
1834;Elektrische auto klasse D;2006 4e kwartaal;;;;;;;;
1835;Elektrische auto klasse D;2006;;;;;;;;
1836;Elektrische auto klasse D;2007 1e kwartaal;;;;;;;;
1837;Elektrische auto klasse D;2007 2e kwartaal;;;;;;;;
1838;Elektrische auto klasse D;2007 3e kwartaal;;;;;;;;
1839;Elektrische auto klasse D;2007 4e kwartaal;;;;;;;;
1840;Elektrische auto klasse D;2007;;;;;;;;
1841;Elektrische auto klasse D;2008 1e kwartaal;;;;;;;;
1842;Elektrische auto klasse D;2008 2e kwartaal;;;;;;;;
1843;Elektrische auto klasse D;2008 3e kwartaal;;;;;;;;
1844;Elektrische auto klasse D;2008 4e kwartaal;;;;;;;;
1845;Elektrische auto klasse D;2008;;;;;;;;
1846;Elektrische auto klasse D;2009 1e kwartaal;;;;;;;;
1847;Elektrische auto klasse D;2009 2e kwartaal;;;;;;;;
1848;Elektrische auto klasse D;2009 3e kwartaal;;;;;;;;
1849;Elektrische auto klasse D;2009 4e kwartaal;;;;;;;;
1850;Elektrische auto klasse D;2009;;;;;;;;
1851;Elektrische auto klasse D;2010 1e kwartaal;;;;;;;;
1852;Elektrische auto klasse D;2010 2e kwartaal;;;;;;;;
1853;Elektrische auto klasse D;2010 3e kwartaal;;;;;;;;
1854;Elektrische auto klasse D;2010 4e kwartaal;;;;;;;;
1855;Elektrische auto klasse D;2010;;;;;;;;
1856;Elektrische auto klasse D;2011 1e kwartaal;;;;;;;;
1857;Elektrische auto klasse D;2011 2e kwartaal;;;;;;;;
1858;Elektrische auto klasse D;2011 3e kwartaal;;;;;;;;
1859;Elektrische auto klasse D;2011 4e kwartaal;;;;;;;;
1860;Elektrische auto klasse D;2011;;;;;;;;
1861;Elektrische auto klasse D;2012 1e kwartaal;;;;;;;;
1862;Elektrische auto klasse D;2012 2e kwartaal;;;;;;;;
1863;Elektrische auto klasse D;2012 3e kwartaal;;;;;;;;
1864;Elektrische auto klasse D;2012 4e kwartaal;;;;;;;;
1865;Elektrische auto klasse D;2012;;;;;;;;
1866;Elektrische auto klasse D;2013 1e kwartaal;;;;;;;;
1867;Elektrische auto klasse D;2013 2e kwartaal;;;;;;;;
1868;Elektrische auto klasse D;2013 3e kwartaal;;;;;;;;
1869;Elektrische auto klasse D;2013 4e kwartaal;;;;;;;;
1870;Elektrische auto klasse D;2013;;;;;;;;
1871;Elektrische auto klasse D;2014 1e kwartaal;;;;;;;;
1872;Elektrische auto klasse D;2014 2e kwartaal;;;;;;;;
1873;Elektrische auto klasse D;2014 3e kwartaal;;;;;;;;
1874;Elektrische auto klasse D;2014 4e kwartaal;;;;;;;;
1875;Elektrische auto klasse D;2014;;;;;;;;
1876;Elektrische auto klasse D;2015 1e kwartaal;;;;4.1;;;;4.5
1877;Elektrische auto klasse D;2015 2e kwartaal;;;;4.1;;;;4.5
1878;Elektrische auto klasse D;2015 3e kwartaal;;;;4.1;;;;4.5
1879;Elektrische auto klasse D;2015 4e kwartaal;;;;4.1;;;;4.5
1880;Elektrische auto klasse D;2015;;;;4.1;;;;4.5
1881;Elektrische auto klasse D;2016 1e kwartaal;;;;4.1;;;;4.5
1882;Elektrische auto klasse D;2016 2e kwartaal;;;;4.1;;;;4.5
1883;Elektrische auto klasse D;2016 3e kwartaal;;;;4.1;;;;4.5
1884;Elektrische auto klasse D;2016 4e kwartaal;;;;4.1;;;;4.5
1885;Elektrische auto klasse D;2016;;;;4.1;;;;4.5
1886;Elektrische auto klasse D;2017 1e kwartaal;;;;4.1;;;;4.5
1887;Elektrische auto klasse D;2017 2e kwartaal;;;;4.1;;;;4.5
1888;Elektrische auto klasse D;2017 3e kwartaal;;;;4.1;;;;4.5
1889;Elektrische auto klasse D;2017 4e kwartaal;;;;4.1;;;;4.5
1890;Elektrische auto klasse D;2017;;;;4.1;;;;4.5
1891;Elektrische auto klasse D;2018 1e kwartaal;104.3;;;4.1;103.5;;;4.5
1892;Elektrische auto klasse D;2018 2e kwartaal;106.7;2.3;;4.1;106.1;2.5;;4.5
1893;Elektrische auto klasse D;2018 3e kwartaal;106.0;-0.7;;4.1;105.5;-0.6;;4.5
1894;Elektrische auto klasse D;2018 4e kwartaal;105.8;-0.1;;4.1;105.5;0.0;;4.5
1895;Elektrische auto klasse D;2018;105.7;;;4.1;105.1;;;4.5
1896;Elektrische auto klasse D;2019 1e kwartaal;106.2;0.3;1.8;4.1;105.2;-0.3;1.6;4.5
1897;Elektrische auto klasse D;2019 2e kwartaal;104.2;-1.8;-2.3;4.1;103.7;-1.4;-2.2;4.5
1898;Elektrische auto klasse D;2019 3e kwartaal;104.0;-0.2;-1.8;4.1;103.8;0.1;-1.6;4.5
1899;Elektrische auto klasse D;2019 4e kwartaal;105.5;1.4;-0.2;4.1;105.1;1.3;-0.3;4.5
1900;Elektrische auto klasse D;2019;105.0;;-0.7;4.1;104.5;;-0.6;4.5
1901;Elektrische auto klasse D;2020 1e kwartaal;103.9;-1.5;-2.1;4.1;103.7;-1.3;-1.4;4.5
1902;Elektrische auto klasse D;2020 2e kwartaal;106.0;2.0;1.7;4.1;105.6;1.8;1.8;4.5
1903;Elektrische auto klasse D;2020 3e kwartaal;105.5;-0.5;1.4;4.1;105.1;-0.5;1.2;4.5
1904;Elektrische auto klasse D;2020 4e kwartaal;104.7;-0.7;-0.8;4.1;104.9;-0.2;-0.3;4.5
1905;Elektrische auto klasse D;2020;105.0;;0.0;4.1;104.8;;0.3;4.5
1906;Elektrische auto klasse D;2021 1e kwartaal;101.7;-2.9;-2.2;4.1;101.8;-2.9;-1.8;4.5
1907;Elektrische auto klasse D;2021 2e kwartaal;99.9;-1.7;-5.7;4.1;100.4;-1.4;-4.9;4.5
1908;Elektrische auto klasse D;2021 3e kwartaal;98.7;-1.2;-6.4;4.1;100.1;-0.3;-4.7;4.5
1909;Elektrische auto klasse D;2021 4e kwartaal;98.3;-0.4;-6.1;4.1;99.7;-0.4;-4.9;4.5
1910;Elektrische auto klasse D;2021;99.7;;-5.1;4.1;100.5;;-4.1;4.5
1911;Elektrische auto klasse D;2022 1e kwartaal;100.7;2.4;-1.0;4.1;102.7;3.0;0.9;4.5
1912;Elektrische auto klasse D;2022 2e kwartaal;104.8;4.1;4.9;4.1;106.8;4.0;6.3;4.5
1913;Elektrische auto klasse D;2022 3e kwartaal;106.3;1.5;7.7;4.1;109.0;2.0;8.8;4.5
1914;Elektrische auto klasse D;2022 4e kwartaal;111.5;4.9;13.4;4.1;115.9;6.3;16.2;4.5
1915;Elektrische auto klasse D;2022;105.8;;6.2;4.1;108.6;;8.0;4.5
1916;Elektrische auto klasse D;2023 1e kwartaal;111.7;0.2;11.0;4.1;119.1;2.8;16.0;4.5
1917;Elektrische auto klasse D;2023 2e kwartaal;110.9;-0.8;5.8;4.1;118.9;-0.2;11.3;4.5
1918;Elektrische auto klasse D;2023 3e kwartaal;110.5;-0.4;3.9;4.1;117.6;-1.1;7.9;4.5
1919;Elektrische auto klasse D;2023 4e kwartaal;111.3;0.8;-0.2;4.1;118.0;0.3;1.8;4.5
1920;Elektrische auto klasse D;2023;111.1;;5.0;4.1;118.4;;9.0;4.5
1921;Elektrische auto klasse MPV/SUV;2001 3e kwartaal;;;;;;;;
1922;Elektrische auto klasse MPV/SUV;2001 4e kwartaal;;;;;;;;
1923;Elektrische auto klasse MPV/SUV;2001;;;;;;;;
1924;Elektrische auto klasse MPV/SUV;2002 1e kwartaal;;;;;;;;
1925;Elektrische auto klasse MPV/SUV;2002 2e kwartaal;;;;;;;;
1926;Elektrische auto klasse MPV/SUV;2002 3e kwartaal;;;;;;;;
1927;Elektrische auto klasse MPV/SUV;2002 4e kwartaal;;;;;;;;
1928;Elektrische auto klasse MPV/SUV;2002;;;;;;;;
1929;Elektrische auto klasse MPV/SUV;2003 1e kwartaal;;;;;;;;
1930;Elektrische auto klasse MPV/SUV;2003 2e kwartaal;;;;;;;;
1931;Elektrische auto klasse MPV/SUV;2003 3e kwartaal;;;;;;;;
1932;Elektrische auto klasse MPV/SUV;2003 4e kwartaal;;;;;;;;
1933;Elektrische auto klasse MPV/SUV;2003 ;;;;;;;;
1934;Elektrische auto klasse MPV/SUV;2004 1e kwartaal;;;;;;;;
1935;Elektrische auto klasse MPV/SUV;2004 2e kwartaal;;;;;;;;
1936;Elektrische auto klasse MPV/SUV;2004 3e kwartaal;;;;;;;;
1937;Elektrische auto klasse MPV/SUV;2004 4e kwartaal;;;;;;;;
1938;Elektrische auto klasse MPV/SUV;2004;;;;;;;;
1939;Elektrische auto klasse MPV/SUV;2005 1e kwartaal;;;;;;;;
1940;Elektrische auto klasse MPV/SUV;2005 2e kwartaal;;;;;;;;
1941;Elektrische auto klasse MPV/SUV;2005 3e kwartaal;;;;;;;;
1942;Elektrische auto klasse MPV/SUV;2005 4e kwartaal;;;;;;;;
1943;Elektrische auto klasse MPV/SUV;2005;;;;;;;;
1944;Elektrische auto klasse MPV/SUV;2006 1e kwartaal;;;;;;;;
1945;Elektrische auto klasse MPV/SUV;2006 2e kwartaal;;;;;;;;
1946;Elektrische auto klasse MPV/SUV;2006 3e kwartaal;;;;;;;;
1947;Elektrische auto klasse MPV/SUV;2006 4e kwartaal;;;;;;;;
1948;Elektrische auto klasse MPV/SUV;2006;;;;;;;;
1949;Elektrische auto klasse MPV/SUV;2007 1e kwartaal;;;;;;;;
1950;Elektrische auto klasse MPV/SUV;2007 2e kwartaal;;;;;;;;
1951;Elektrische auto klasse MPV/SUV;2007 3e kwartaal;;;;;;;;
1952;Elektrische auto klasse MPV/SUV;2007 4e kwartaal;;;;;;;;
1953;Elektrische auto klasse MPV/SUV;2007;;;;;;;;
1954;Elektrische auto klasse MPV/SUV;2008 1e kwartaal;;;;;;;;
1955;Elektrische auto klasse MPV/SUV;2008 2e kwartaal;;;;;;;;
1956;Elektrische auto klasse MPV/SUV;2008 3e kwartaal;;;;;;;;
1957;Elektrische auto klasse MPV/SUV;2008 4e kwartaal;;;;;;;;
1958;Elektrische auto klasse MPV/SUV;2008;;;;;;;;
1959;Elektrische auto klasse MPV/SUV;2009 1e kwartaal;;;;;;;;
1960;Elektrische auto klasse MPV/SUV;2009 2e kwartaal;;;;;;;;
1961;Elektrische auto klasse MPV/SUV;2009 3e kwartaal;;;;;;;;
1962;Elektrische auto klasse MPV/SUV;2009 4e kwartaal;;;;;;;;
1963;Elektrische auto klasse MPV/SUV;2009;;;;;;;;
1964;Elektrische auto klasse MPV/SUV;2010 1e kwartaal;;;;;;;;
1965;Elektrische auto klasse MPV/SUV;2010 2e kwartaal;;;;;;;;
1966;Elektrische auto klasse MPV/SUV;2010 3e kwartaal;;;;;;;;
1967;Elektrische auto klasse MPV/SUV;2010 4e kwartaal;;;;;;;;
1968;Elektrische auto klasse MPV/SUV;2010;;;;;;;;
1969;Elektrische auto klasse MPV/SUV;2011 1e kwartaal;;;;;;;;
1970;Elektrische auto klasse MPV/SUV;2011 2e kwartaal;;;;;;;;
1971;Elektrische auto klasse MPV/SUV;2011 3e kwartaal;;;;;;;;
1972;Elektrische auto klasse MPV/SUV;2011 4e kwartaal;;;;;;;;
1973;Elektrische auto klasse MPV/SUV;2011;;;;;;;;
1974;Elektrische auto klasse MPV/SUV;2012 1e kwartaal;;;;;;;;
1975;Elektrische auto klasse MPV/SUV;2012 2e kwartaal;;;;;;;;
1976;Elektrische auto klasse MPV/SUV;2012 3e kwartaal;;;;;;;;
1977;Elektrische auto klasse MPV/SUV;2012 4e kwartaal;;;;;;;;
1978;Elektrische auto klasse MPV/SUV;2012;;;;;;;;
1979;Elektrische auto klasse MPV/SUV;2013 1e kwartaal;;;;;;;;
1980;Elektrische auto klasse MPV/SUV;2013 2e kwartaal;;;;;;;;
1981;Elektrische auto klasse MPV/SUV;2013 3e kwartaal;;;;;;;;
1982;Elektrische auto klasse MPV/SUV;2013 4e kwartaal;;;;;;;;
1983;Elektrische auto klasse MPV/SUV;2013;;;;;;;;
1984;Elektrische auto klasse MPV/SUV;2014 1e kwartaal;;;;;;;;
1985;Elektrische auto klasse MPV/SUV;2014 2e kwartaal;;;;;;;;
1986;Elektrische auto klasse MPV/SUV;2014 3e kwartaal;;;;;;;;
1987;Elektrische auto klasse MPV/SUV;2014 4e kwartaal;;;;;;;;
1988;Elektrische auto klasse MPV/SUV;2014;;;;;;;;
1989;Elektrische auto klasse MPV/SUV;2015 1e kwartaal;;;;3.2;;;;3.6
1990;Elektrische auto klasse MPV/SUV;2015 2e kwartaal;;;;3.2;;;;3.6
1991;Elektrische auto klasse MPV/SUV;2015 3e kwartaal;;;;3.2;;;;3.6
1992;Elektrische auto klasse MPV/SUV;2015 4e kwartaal;;;;3.2;;;;3.6
1993;Elektrische auto klasse MPV/SUV;2015;;;;3.2;;;;3.6
1994;Elektrische auto klasse MPV/SUV;2016 1e kwartaal;;;;3.2;;;;3.6
1995;Elektrische auto klasse MPV/SUV;2016 2e kwartaal;;;;3.2;;;;3.6
1996;Elektrische auto klasse MPV/SUV;2016 3e kwartaal;;;;3.2;;;;3.6
1997;Elektrische auto klasse MPV/SUV;2016 4e kwartaal;;;;3.2;;;;3.6
1998;Elektrische auto klasse MPV/SUV;2016;;;;3.2;;;;3.6
1999;Elektrische auto klasse MPV/SUV;2017 1e kwartaal;;;;3.2;;;;3.6
2000;Elektrische auto klasse MPV/SUV;2017 2e kwartaal;;;;3.2;;;;3.6
2001;Elektrische auto klasse MPV/SUV;2017 3e kwartaal;;;;3.2;;;;3.6
2002;Elektrische auto klasse MPV/SUV;2017 4e kwartaal;;;;3.2;;;;3.6
2003;Elektrische auto klasse MPV/SUV;2017;;;;3.2;;;;3.6
2004;Elektrische auto klasse MPV/SUV;2018 1e kwartaal;106.6;;;3.2;105.2;;;3.6
2005;Elektrische auto klasse MPV/SUV;2018 2e kwartaal;108.6;1.8;;3.2;107.3;2.0;;3.6
2006;Elektrische auto klasse MPV/SUV;2018 3e kwartaal;108.1;-0.4;;3.2;106.8;-0.5;;3.6
2007;Elektrische auto klasse MPV/SUV;2018 4e kwartaal;107.8;-0.2;;3.2;106.6;-0.2;;3.6
2008;Elektrische auto klasse MPV/SUV;2018;107.8;;;3.2;106.5;;;3.6
2009;Elektrische auto klasse MPV/SUV;2019 1e kwartaal;108.6;0.7;1.8;3.2;106.8;0.2;1.5;3.6
2010;Elektrische auto klasse MPV/SUV;2019 2e kwartaal;104.3;-3.9;-3.9;3.2;103.0;-3.5;-4.0;3.6
2011;Elektrische auto klasse MPV/SUV;2019 3e kwartaal;104.2;0.0;-3.6;3.2;103.1;0.1;-3.5;3.6
2012;Elektrische auto klasse MPV/SUV;2019 4e kwartaal;109.4;4.9;1.4;3.2;107.7;4.5;1.1;3.6
2013;Elektrische auto klasse MPV/SUV;2019;106.6;;-1.1;3.2;105.1;;-1.2;3.6
2014;Elektrische auto klasse MPV/SUV;2020 1e kwartaal;109.4;0.1;0.8;3.2;108.0;0.3;1.2;3.6
2015;Elektrische auto klasse MPV/SUV;2020 2e kwartaal;110.2;0.7;5.7;3.2;108.5;0.5;5.4;3.6
2016;Elektrische auto klasse MPV/SUV;2020 3e kwartaal;109.5;-0.7;5.0;3.2;108.1;-0.4;4.8;3.6
2017;Elektrische auto klasse MPV/SUV;2020 4e kwartaal;108.8;-0.7;-0.5;3.2;107.6;-0.4;0.0;3.6
2018;Elektrische auto klasse MPV/SUV;2020;109.5;;2.7;3.2;108.1;;2.8;3.6
2019;Elektrische auto klasse MPV/SUV;2021 1e kwartaal;108.4;-0.3;-0.9;3.2;107.8;0.1;-0.2;3.6
2020;Elektrische auto klasse MPV/SUV;2021 2e kwartaal;107.8;-0.6;-2.2;3.2;107.4;-0.3;-1.0;3.6
2021;Elektrische auto klasse MPV/SUV;2021 3e kwartaal;107.3;-0.4;-2.0;3.2;107.0;-0.4;-1.0;3.6
2022;Elektrische auto klasse MPV/SUV;2021 4e kwartaal;107.3;-0.1;-1.4;3.2;106.9;0.0;-0.7;3.6
2023;Elektrische auto klasse MPV/SUV;2021;107.7;;-1.6;3.2;107.3;;-0.7;3.6
2024;Elektrische auto klasse MPV/SUV;2022 1e kwartaal;109.0;1.6;0.5;3.2;109.8;2.7;1.8;3.6
2025;Elektrische auto klasse MPV/SUV;2022 2e kwartaal;113.5;4.2;5.3;3.2;114.1;4.0;6.3;3.6
2026;Elektrische auto klasse MPV/SUV;2022 3e kwartaal;116.3;2.4;8.3;3.2;117.2;2.7;9.6;3.6
2027;Elektrische auto klasse MPV/SUV;2022 4e kwartaal;120.8;3.8;12.6;3.2;123.2;5.1;15.2;3.6
2028;Elektrische auto klasse MPV/SUV;2022;114.9;;6.7;3.2;116.1;;8.2;3.6
2029;Elektrische auto klasse MPV/SUV;2023 1e kwartaal;121.4;0.5;11.4;3.2;127.9;3.8;16.5;3.6
2030;Elektrische auto klasse MPV/SUV;2023 2e kwartaal;121.4;0.0;6.9;3.2;128.6;0.6;12.6;3.6
2031;Elektrische auto klasse MPV/SUV;2023 3e kwartaal;121.5;0.1;4.5;3.2;127.4;-0.9;8.7;3.6
2032;Elektrische auto klasse MPV/SUV;2023 4e kwartaal;122.4;0.7;1.4;3.2;128.0;0.5;4.0;3.6
2033;Elektrische auto klasse MPV/SUV;2023;121.7;;5.9;3.2;128.0;;10.3;3.6
2034;Lease zakelijke bestelauto's;2001 3e kwartaal;79.7;;;;76.9;;;
2035;Lease zakelijke bestelauto's;2001 4e kwartaal;79.3;-0.5;;;76.0;-1.1;;
2036;Lease zakelijke bestelauto's;2001;;;;;;;;
2037;Lease zakelijke bestelauto's;2002 1e kwartaal;81.5;2.8;;;77.6;2.0;;
2038;Lease zakelijke bestelauto's;2002 2e kwartaal;81.5;0.0;;;78.1;0.6;;
2039;Lease zakelijke bestelauto's;2002 3e kwartaal;81.2;-0.4;1.9;;77.5;-0.7;0.9;
2040;Lease zakelijke bestelauto's;2002 4e kwartaal;81.4;0.2;2.6;;77.8;0.4;2.3;
2041;Lease zakelijke bestelauto's;2002;81.4;;;;77.7;;;
2042;Lease zakelijke bestelauto's;2003 1e kwartaal;81.6;0.3;0.1;;78.6;1.0;1.3;
2043;Lease zakelijke bestelauto's;2003 2e kwartaal;82.0;0.5;0.6;;78.1;-0.6;0.1;
2044;Lease zakelijke bestelauto's;2003 3e kwartaal;82.5;0.7;1.7;;78.7;0.7;1.5;
2045;Lease zakelijke bestelauto's;2003 4e kwartaal;83.8;1.6;3.0;;79.8;1.4;2.5;
2046;Lease zakelijke bestelauto's;2003 ;82.5;;1.3;;78.8;;1.3;
2047;Lease zakelijke bestelauto's;2004 1e kwartaal;84.2;0.4;3.2;;80.1;0.5;1.9;
2048;Lease zakelijke bestelauto's;2004 2e kwartaal;84.6;0.5;3.2;;81.3;1.5;4.1;
2049;Lease zakelijke bestelauto's;2004 3e kwartaal;84.5;-0.1;2.4;;82.0;0.8;4.2;
2050;Lease zakelijke bestelauto's;2004 4e kwartaal;85.0;0.6;1.4;;83.2;1.5;4.4;
2051;Lease zakelijke bestelauto's;2004;84.6;;2.6;;81.7;;3.7;
2052;Lease zakelijke bestelauto's;2005 1e kwartaal;88.5;4.0;5.1;;85.5;2.7;6.7;
2053;Lease zakelijke bestelauto's;2005 2e kwartaal;89.4;1.1;5.7;;87.5;2.3;7.6;
2054;Lease zakelijke bestelauto's;2005 3e kwartaal;90.5;1.2;7.1;;89.6;2.4;9.3;
2055;Lease zakelijke bestelauto's;2005 4e kwartaal;91.2;0.7;7.2;;90.2;0.7;8.4;
2056;Lease zakelijke bestelauto's;2005;89.9;;6.3;;88.2;;8.0;
2057;Lease zakelijke bestelauto's;2006 1e kwartaal;90.7;-0.5;2.5;;89.9;-0.4;5.2;
2058;Lease zakelijke bestelauto's;2006 2e kwartaal;91.7;1.1;2.6;;91.3;1.6;4.4;
2059;Lease zakelijke bestelauto's;2006 3e kwartaal;91.4;-0.4;0.9;;91.1;-0.2;1.7;
2060;Lease zakelijke bestelauto's;2006 4e kwartaal;91.9;0.6;0.8;;90.4;-0.8;0.2;
2061;Lease zakelijke bestelauto's;2006;91.4;;1.7;;90.7;;2.8;
2062;Lease zakelijke bestelauto's;2007 1e kwartaal;91.9;-0.1;1.3;;90.3;-0.1;0.4;
2063;Lease zakelijke bestelauto's;2007 2e kwartaal;92.1;0.3;0.5;;91.1;1.0;-0.2;
2064;Lease zakelijke bestelauto's;2007 3e kwartaal;91.7;-0.5;0.4;;91.2;0.0;0.0;
2065;Lease zakelijke bestelauto's;2007 4e kwartaal;91.5;-0.2;-0.4;;92.3;1.3;2.2;
2066;Lease zakelijke bestelauto's;2007;91.8;;0.4;;91.2;;0.6;
2067;Lease zakelijke bestelauto's;2008 1e kwartaal;91.3;-0.2;-0.6;;92.7;0.4;2.6;
2068;Lease zakelijke bestelauto's;2008 2e kwartaal;92.5;1.3;0.4;;95.7;3.3;5.0;
2069;Lease zakelijke bestelauto's;2008 3e kwartaal;93.1;0.7;1.6;;97.0;1.3;6.4;
2070;Lease zakelijke bestelauto's;2008 4e kwartaal;93.3;0.2;1.9;;95.0;-2.1;2.9;
2071;Lease zakelijke bestelauto's;2008;92.6;;0.8;;95.1;;4.2;
2072;Lease zakelijke bestelauto's;2009 1e kwartaal;93.9;0.6;2.8;;93.9;-1.1;1.3;
2073;Lease zakelijke bestelauto's;2009 2e kwartaal;96.3;2.6;4.1;;95.6;1.9;-0.1;
2074;Lease zakelijke bestelauto's;2009 3e kwartaal;98.2;2.0;5.5;;97.7;2.2;0.8;
2075;Lease zakelijke bestelauto's;2009 4e kwartaal;98.5;0.3;5.6;;98.4;0.7;3.6;
2076;Lease zakelijke bestelauto's;2009;96.7;;4.5;;96.4;;1.4;
2077;Lease zakelijke bestelauto's;2010 1e kwartaal;100.0;1.5;6.6;;99.9;1.5;6.4;
2078;Lease zakelijke bestelauto's;2010 2e kwartaal;98.8;-1.3;2.6;;99.7;-0.2;4.3;
2079;Lease zakelijke bestelauto's;2010 3e kwartaal;98.7;-0.1;0.5;;99.4;-0.3;1.7;
2080;Lease zakelijke bestelauto's;2010 4e kwartaal;99.3;0.5;0.8;;100.4;1.1;2.1;
2081;Lease zakelijke bestelauto's;2010;99.2;;2.6;;99.9;;3.6;
2082;Lease zakelijke bestelauto's;2011 1e kwartaal;100.9;1.6;0.8;;104.0;3.6;4.2;
2083;Lease zakelijke bestelauto's;2011 2e kwartaal;101.3;0.4;2.6;;105.4;1.3;5.7;
2084;Lease zakelijke bestelauto's;2011 3e kwartaal;101.6;0.2;2.9;;105.5;0.0;6.1;
2085;Lease zakelijke bestelauto's;2011 4e kwartaal;101.6;0.1;2.4;;106.1;0.6;5.6;
2086;Lease zakelijke bestelauto's;2011;101.4;;2.2;;105.3;;5.4;
2087;Lease zakelijke bestelauto's;2012 1e kwartaal;101.5;-0.1;0.7;;106.8;0.6;2.6;
2088;Lease zakelijke bestelauto's;2012 2e kwartaal;102.0;0.5;0.7;;106.9;0.1;1.4;
2089;Lease zakelijke bestelauto's;2012 3e kwartaal;101.6;-0.4;0.0;;107.0;0.1;1.5;
2090;Lease zakelijke bestelauto's;2012 4e kwartaal;101.5;-0.1;-0.1;;107.2;0.1;1.0;
2091;Lease zakelijke bestelauto's;2012;101.7;;0.3;;107.0;;1.6;
2092;Lease zakelijke bestelauto's;2013 1e kwartaal;102.6;1.1;1.1;;107.7;0.5;0.9;
2093;Lease zakelijke bestelauto's;2013 2e kwartaal;102.4;-0.3;0.4;;106.3;-1.3;-0.6;
2094;Lease zakelijke bestelauto's;2013 3e kwartaal;102.8;0.4;1.2;;106.8;0.5;-0.2;
2095;Lease zakelijke bestelauto's;2013 4e kwartaal;101.9;-0.8;0.4;;105.3;-1.4;-1.7;
2096;Lease zakelijke bestelauto's;2013;102.4;;0.7;;106.5;;-0.4;
2097;Lease zakelijke bestelauto's;2014 1e kwartaal;102.6;0.6;-0.1;;106.1;0.7;-1.5;
2098;Lease zakelijke bestelauto's;2014 2e kwartaal;101.7;-0.8;-0.6;;105.5;-0.5;-0.7;
2099;Lease zakelijke bestelauto's;2014 3e kwartaal;102.0;0.2;-0.8;;105.4;-0.1;-1.3;
2100;Lease zakelijke bestelauto's;2014 4e kwartaal;102.6;0.6;0.7;;104.0;-1.4;-1.3;
2101;Lease zakelijke bestelauto's;2014;102.2;;-0.2;;105.3;;-1.2;
2102;Lease zakelijke bestelauto's;2015 1e kwartaal;100.8;-1.8;-1.7;20.1;100.9;-3.0;-4.8;22.3
