ID;Geslacht;Geboorteplaats;Regio;Bewoners_1
1123;Vrouwen;Geboren in een andere gem. in de prov.;Almelo;3309
1124;Vrouwen;Geboren in een andere gem. in de prov.;Lonneker;4793
1125;Vrouwen;Geboren in een andere gem. in de prov.;Ede;2019
1126;Vrouwen;Geboren in een andere gem. in de prov.;Helder (Den);3171
1127;Vrouwen;Geboren in een andere gem. in de prov.;Gouda;3547
1128;Vrouwen;Geboren in een andere gem. in de prov.;Alkmaar;5614
1129;Vrouwen;Geboren in een andere gem. in de prov.;Vlaardingen;3210
1130;Vrouwen;Geboren in een andere gem. in de prov.;Haarlemmermeer;2310
1131;Vrouwen;Geboren in een andere gem. in de prov.;Helmond;3024
1132;Vrouwen;Geboren in een andere gem. in de prov.;Bussum;4633
1133;Vrouwen;Geboren in een andere gem. in de prov.;Zeist;2921
1134;Vrouwen;Geboren in een andere gem. in de prov.;Rheden;3156
1135;Vrouwen;Geboren in een andere gem. in de prov.;Venlo;2460
1136;Vrouwen;Geboren in een andere gem. in de prov.;Roosendaal en Nispen;2890
1137;Vrouwen;Geboren in een andere gem. in de prov.;Vlissingen;3213
1138;Vrouwen;Geboren in een andere gem. in de prov.;Bergen op Zoom;2094
1139;Vrouwen;Geboren in een andere gem. in Nederland;Nederland;626933
1140;Vrouwen;Geboren in een andere gem. in Nederland;Groningen (provincie);22563
1141;Vrouwen;Geboren in een andere gem. in Nederland;Friesland;13174
1142;Vrouwen;Geboren in een andere gem. in Nederland;Drenthe;18503
1143;Vrouwen;Geboren in een andere gem. in Nederland;Overijssel;41468
1144;Vrouwen;Geboren in een andere gem. in Nederland;Gelderland;67366
1145;Vrouwen;Geboren in een andere gem. in Nederland;Utrecht (provincie);61883
1146;Vrouwen;Geboren in een andere gem. in Nederland;Noord-Holland;156713
1147;Vrouwen;Geboren in een andere gem. in Nederland;Zuid-Holland;164204
1148;Vrouwen;Geboren in een andere gem. in Nederland;Zeeland;7051
1149;Vrouwen;Geboren in een andere gem. in Nederland;Noord-Brabant;50464
1150;Vrouwen;Geboren in een andere gem. in Nederland;Limburg;23544
1151;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met meer dan 100000 inwoners;238771
1152;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 50001 - 100000 inwoners;79934
1153;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 20001 - 50000 inwoners;87489
1154;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 10001 - 20000 inwoners;83205
1155;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 5001 - 10000 inwoners;63140
1156;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 2001 - 5000 inwoners;55794
1157;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 1001 - 2000 inwoners;13606
1158;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 501 - 1000 inwoners;4492
1159;Vrouwen;Geboren in een andere gem. in Nederland;Gemeenten met 500 of minder inwoners;502
1160;Vrouwen;Geboren in een andere gem. in Nederland;Amsterdam;80940
1161;Vrouwen;Geboren in een andere gem. in Nederland;Rotterdam;50588
1162;Vrouwen;Geboren in een andere gem. in Nederland;'s-Gravenhage;57947
1163;Vrouwen;Geboren in een andere gem. in Nederland;Utrecht;23501
1164;Vrouwen;Geboren in een andere gem. in Nederland;Haarlem;16031
1165;Vrouwen;Geboren in een andere gem. in Nederland;Groningen;9764
1166;Vrouwen;Geboren in een andere gem. in Nederland;Eindhoven;12747
1167;Vrouwen;Geboren in een andere gem. in Nederland;Nijmegen;10430
1168;Vrouwen;Geboren in een andere gem. in Nederland;Tilburg;3435
1169;Vrouwen;Geboren in een andere gem. in Nederland;Arnhem;9219
1170;Vrouwen;Geboren in een andere gem. in Nederland;Leiden;5144
1171;Vrouwen;Geboren in een andere gem. in Nederland;Maastricht;2884
1172;Vrouwen;Geboren in een andere gem. in Nederland;Apeldoorn;8897
1173;Vrouwen;Geboren in een andere gem. in Nederland;Hilversum;10396
1174;Vrouwen;Geboren in een andere gem. in Nederland;Dordrecht;4323
1175;Vrouwen;Geboren in een andere gem. in Nederland;Schiedam;3214
1176;Vrouwen;Geboren in een andere gem. in Nederland;Enschede;5961
1177;Vrouwen;Geboren in een andere gem. in Nederland;Delft;3284
1178;Vrouwen;Geboren in een andere gem. in Nederland;Leeuwarden;3134
1179;Vrouwen;Geboren in een andere gem. in Nederland;Heerlen;4225
1180;Vrouwen;Geboren in een andere gem. in Nederland;Breda;3935
1181;Vrouwen;Geboren in een andere gem. in Nederland;'s-Hertogenbosch;3837
1182;Vrouwen;Geboren in een andere gem. in Nederland;Velsen;5363
1183;Vrouwen;Geboren in een andere gem. in Nederland;Emmen;2767
1184;Vrouwen;Geboren in een andere gem. in Nederland;Zwolle;4819
1185;Vrouwen;Geboren in een andere gem. in Nederland;Amersfoort;7547
1186;Vrouwen;Geboren in een andere gem. in Nederland;Kerkrade;1092
1187;Vrouwen;Geboren in een andere gem. in Nederland;Deventer;4967
1188;Vrouwen;Geboren in een andere gem. in Nederland;Hengelo (O.);2999
1189;Vrouwen;Geboren in een andere gem. in Nederland;Zaandam;2857
1190;Vrouwen;Geboren in een andere gem. in Nederland;Almelo;3263
1191;Vrouwen;Geboren in een andere gem. in Nederland;Lonneker;2777
1192;Vrouwen;Geboren in een andere gem. in Nederland;Ede;3539
1193;Vrouwen;Geboren in een andere gem. in Nederland;Helder (Den);3077
1194;Vrouwen;Geboren in een andere gem. in Nederland;Gouda;1802
1195;Vrouwen;Geboren in een andere gem. in Nederland;Alkmaar;2407
1196;Vrouwen;Geboren in een andere gem. in Nederland;Vlaardingen;846
1197;Vrouwen;Geboren in een andere gem. in Nederland;Haarlemmermeer;2955
1198;Vrouwen;Geboren in een andere gem. in Nederland;Helmond;1157
1199;Vrouwen;Geboren in een andere gem. in Nederland;Bussum;3973
1200;Vrouwen;Geboren in een andere gem. in Nederland;Zeist;5271
1201;Vrouwen;Geboren in een andere gem. in Nederland;Rheden;2665
1202;Vrouwen;Geboren in een andere gem. in Nederland;Venlo;1595
1203;Vrouwen;Geboren in een andere gem. in Nederland;Roosendaal en Nispen;1098
1204;Vrouwen;Geboren in een andere gem. in Nederland;Vlissingen;1592
1205;Vrouwen;Geboren in een andere gem. in Nederland;Bergen op Zoom;1930
1206;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Nederland;17440
1207;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Groningen (provincie);161
1208;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Friesland;82
1209;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Drenthe;67
1210;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Overijssel;255
1211;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gelderland;1620
1212;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Utrecht (provincie);1291
1213;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Noord-Holland;3891
1214;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Zuid-Holland;9119
1215;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Zeeland;122
1216;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Noord-Brabant;557
1217;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Limburg;275
1218;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met meer dan 100000 inwoners;10693
1219;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 50001 - 100000 inwoners;1940
1220;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 20001 - 50000 inwoners;1383
1221;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 10001 - 20000 inwoners;2115
1222;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 5001 - 10000 inwoners;791
1223;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 2001 - 5000 inwoners;410
1224;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 1001 - 2000 inwoners;79
1225;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 501 - 1000 inwoners;29
1226;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 500 of minder inwoners;0
1227;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Amsterdam;1851
1228;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Rotterdam;569
1229;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;'s-Gravenhage;7142
1230;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Utrecht;468
1231;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Haarlem;558
1232;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Groningen;105
1233;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Eindhoven;66
1234;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Nijmegen;501
1235;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Tilburg;34
1236;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Arnhem;242
1237;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Leiden;236
1238;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Maastricht;53
1239;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Apeldoorn;229
1240;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Hilversum;369
1241;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Dordrecht;61
1242;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Schiedam;42
1243;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Enschede;27
1244;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Delft;80
1245;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Leeuwarden;23
1246;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Heerlen;29
1247;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Breda;123
1248;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;'s-Hertogenbosch;35
1249;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Velsen;40
1250;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Emmen;8
1251;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Zwolle;23
1252;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Amersfoort;190
1253;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Kerkrade;1
1254;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Deventer;71
1255;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Hengelo (O.);35
1256;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Zaandam;16
1257;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Almelo;15
1258;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Lonneker;8
1259;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Ede;58
1260;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Helder (Den);88
1261;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gouda;15
1262;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Alkmaar;24
1263;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Vlaardingen;8
1264;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Haarlemmermeer;7
1265;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Helmond;9
1266;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Bussum;215
1267;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Zeist;189
1268;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Rheden;69
1269;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Venlo;15
1270;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Roosendaal en Nispen;8
1271;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Vlissingen;32
1272;Vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Bergen op Zoom;29
1273;Vrouwen;Geboren in het buitenland;Nederland;145892
1274;Vrouwen;Geboren in het buitenland;Groningen (provincie);2783
1275;Vrouwen;Geboren in het buitenland;Friesland;1791
1276;Vrouwen;Geboren in het buitenland;Drenthe;1015
1277;Vrouwen;Geboren in het buitenland;Overijssel;8061
1278;Vrouwen;Geboren in het buitenland;Gelderland;12249
1279;Vrouwen;Geboren in het buitenland;Utrecht (provincie);4740
1280;Vrouwen;Geboren in het buitenland;Noord-Holland;30914
1281;Vrouwen;Geboren in het buitenland;Zuid-Holland;31985
1282;Vrouwen;Geboren in het buitenland;Zeeland;3474
1283;Vrouwen;Geboren in het buitenland;Noord-Brabant;12642
1284;Vrouwen;Geboren in het buitenland;Limburg;36238
1285;Vrouwen;Geboren in het buitenland;Gemeenten met meer dan 100000 inwoners;50299
1286;Vrouwen;Geboren in het buitenland;Gemeenten met 50001 - 100000 inwoners;17345
1287;Vrouwen;Geboren in het buitenland;Gemeenten met 20001 - 50000 inwoners;23205
1288;Vrouwen;Geboren in het buitenland;Gemeenten met 10001 - 20000 inwoners;22429
1289;Vrouwen;Geboren in het buitenland;Gemeenten met 5001 - 10000 inwoners;14952
1290;Vrouwen;Geboren in het buitenland;Gemeenten met 2001 - 5000 inwoners;13382
1291;Vrouwen;Geboren in het buitenland;Gemeenten met 1001 - 2000 inwoners;3445
1292;Vrouwen;Geboren in het buitenland;Gemeenten met 501 - 1000 inwoners;733
1293;Vrouwen;Geboren in het buitenland;Gemeenten met 500 of minder inwoners;102
1294;Vrouwen;Geboren in het buitenland;Amsterdam;20107
1295;Vrouwen;Geboren in het buitenland;Rotterdam;9658
1296;Vrouwen;Geboren in het buitenland;'s-Gravenhage;14794
1297;Vrouwen;Geboren in het buitenland;Utrecht;1925
1298;Vrouwen;Geboren in het buitenland;Haarlem;2616
1299;Vrouwen;Geboren in het buitenland;Groningen;1199
1300;Vrouwen;Geboren in het buitenland;Eindhoven;2907
1301;Vrouwen;Geboren in het buitenland;Nijmegen;2406
1302;Vrouwen;Geboren in het buitenland;Tilburg;1274
1303;Vrouwen;Geboren in het buitenland;Arnhem;2064
1304;Vrouwen;Geboren in het buitenland;Leiden;734
1305;Vrouwen;Geboren in het buitenland;Maastricht;2177
1306;Vrouwen;Geboren in het buitenland;Apeldoorn;747
1307;Vrouwen;Geboren in het buitenland;Hilversum;1387
1308;Vrouwen;Geboren in het buitenland;Dordrecht;709
1309;Vrouwen;Geboren in het buitenland;Schiedam;541
1310;Vrouwen;Geboren in het buitenland;Enschede;1958
1311;Vrouwen;Geboren in het buitenland;Delft;441
1312;Vrouwen;Geboren in het buitenland;Leeuwarden;530
1313;Vrouwen;Geboren in het buitenland;Heerlen;5663
1314;Vrouwen;Geboren in het buitenland;Breda;718
1315;Vrouwen;Geboren in het buitenland;'s-Hertogenbosch;647
1316;Vrouwen;Geboren in het buitenland;Velsen;586
1317;Vrouwen;Geboren in het buitenland;Emmen;358
1318;Vrouwen;Geboren in het buitenland;Zwolle;328
1319;Vrouwen;Geboren in het buitenland;Amersfoort;441
1320;Vrouwen;Geboren in het buitenland;Kerkrade;4549
1321;Vrouwen;Geboren in het buitenland;Deventer;469
1322;Vrouwen;Geboren in het buitenland;Hengelo (O.);867
1323;Vrouwen;Geboren in het buitenland;Zaandam;225
1324;Vrouwen;Geboren in het buitenland;Almelo;830
1325;Vrouwen;Geboren in het buitenland;Lonneker;977
1326;Vrouwen;Geboren in het buitenland;Ede;261
1327;Vrouwen;Geboren in het buitenland;Helder (Den);236
1328;Vrouwen;Geboren in het buitenland;Gouda;218
1329;Vrouwen;Geboren in het buitenland;Alkmaar;298
1330;Vrouwen;Geboren in het buitenland;Vlaardingen;148
1331;Vrouwen;Geboren in het buitenland;Haarlemmermeer;103
1332;Vrouwen;Geboren in het buitenland;Helmond;461
1333;Vrouwen;Geboren in het buitenland;Bussum;998
1334;Vrouwen;Geboren in het buitenland;Zeist;517
1335;Vrouwen;Geboren in het buitenland;Rheden;379
1336;Vrouwen;Geboren in het buitenland;Venlo;1402
1337;Vrouwen;Geboren in het buitenland;Roosendaal en Nispen;376
1338;Vrouwen;Geboren in het buitenland;Vlissingen;365
1339;Vrouwen;Geboren in het buitenland;Bergen op Zoom;255
1340;Vrouwen;Geboorteplaats onbekend;Nederland;115
1341;Vrouwen;Geboorteplaats onbekend;Groningen (provincie);6
1342;Vrouwen;Geboorteplaats onbekend;Friesland;8
1343;Vrouwen;Geboorteplaats onbekend;Drenthe;1
1344;Vrouwen;Geboorteplaats onbekend;Overijssel;8
1345;Vrouwen;Geboorteplaats onbekend;Gelderland;11
1346;Vrouwen;Geboorteplaats onbekend;Utrecht (provincie);8
1347;Vrouwen;Geboorteplaats onbekend;Noord-Holland;18
1348;Vrouwen;Geboorteplaats onbekend;Zuid-Holland;25
1349;Vrouwen;Geboorteplaats onbekend;Zeeland;2
1350;Vrouwen;Geboorteplaats onbekend;Noord-Brabant;23
1351;Vrouwen;Geboorteplaats onbekend;Limburg;5
1352;Vrouwen;Geboorteplaats onbekend;Gemeenten met meer dan 100000 inwoners;26
1353;Vrouwen;Geboorteplaats onbekend;Gemeenten met 50001 - 100000 inwoners;20
1354;Vrouwen;Geboorteplaats onbekend;Gemeenten met 20001 - 50000 inwoners;14
1355;Vrouwen;Geboorteplaats onbekend;Gemeenten met 10001 - 20000 inwoners;18
1356;Vrouwen;Geboorteplaats onbekend;Gemeenten met 5001 - 10000 inwoners;16
1357;Vrouwen;Geboorteplaats onbekend;Gemeenten met 2001 - 5000 inwoners;18
1358;Vrouwen;Geboorteplaats onbekend;Gemeenten met 1001 - 2000 inwoners;2
1359;Vrouwen;Geboorteplaats onbekend;Gemeenten met 501 - 1000 inwoners;1
1360;Vrouwen;Geboorteplaats onbekend;Gemeenten met 500 of minder inwoners;0
1361;Vrouwen;Geboorteplaats onbekend;Amsterdam;7
1362;Vrouwen;Geboorteplaats onbekend;Rotterdam;1
1363;Vrouwen;Geboorteplaats onbekend;'s-Gravenhage;12
1364;Vrouwen;Geboorteplaats onbekend;Utrecht;1
1365;Vrouwen;Geboorteplaats onbekend;Haarlem;3
1366;Vrouwen;Geboorteplaats onbekend;Groningen;2
1367;Vrouwen;Geboorteplaats onbekend;Eindhoven;11
1368;Vrouwen;Geboorteplaats onbekend;Nijmegen;2
1369;Vrouwen;Geboorteplaats onbekend;Tilburg;0
1370;Vrouwen;Geboorteplaats onbekend;Arnhem;0
1371;Vrouwen;Geboorteplaats onbekend;Leiden;0
1372;Vrouwen;Geboorteplaats onbekend;Maastricht;0
1373;Vrouwen;Geboorteplaats onbekend;Apeldoorn;5
1374;Vrouwen;Geboorteplaats onbekend;Hilversum;0
1375;Vrouwen;Geboorteplaats onbekend;Dordrecht;0
1376;Vrouwen;Geboorteplaats onbekend;Schiedam;0
1377;Vrouwen;Geboorteplaats onbekend;Enschede;1
1378;Vrouwen;Geboorteplaats onbekend;Delft;1
1379;Vrouwen;Geboorteplaats onbekend;Leeuwarden;0
1380;Vrouwen;Geboorteplaats onbekend;Heerlen;1
1381;Vrouwen;Geboorteplaats onbekend;Breda;0
1382;Vrouwen;Geboorteplaats onbekend;'s-Hertogenbosch;0
1383;Vrouwen;Geboorteplaats onbekend;Velsen;2
1384;Vrouwen;Geboorteplaats onbekend;Emmen;0
1385;Vrouwen;Geboorteplaats onbekend;Zwolle;0
1386;Vrouwen;Geboorteplaats onbekend;Amersfoort;0
1387;Vrouwen;Geboorteplaats onbekend;Kerkrade;1
1388;Vrouwen;Geboorteplaats onbekend;Deventer;0
1389;Vrouwen;Geboorteplaats onbekend;Hengelo (O.);0
1390;Vrouwen;Geboorteplaats onbekend;Zaandam;0
1391;Vrouwen;Geboorteplaats onbekend;Almelo;1
1392;Vrouwen;Geboorteplaats onbekend;Lonneker;1
1393;Vrouwen;Geboorteplaats onbekend;Ede;0
1394;Vrouwen;Geboorteplaats onbekend;Helder (Den);0
1395;Vrouwen;Geboorteplaats onbekend;Gouda;0
1396;Vrouwen;Geboorteplaats onbekend;Alkmaar;0
1397;Vrouwen;Geboorteplaats onbekend;Vlaardingen;0
1398;Vrouwen;Geboorteplaats onbekend;Haarlemmermeer;1
1399;Vrouwen;Geboorteplaats onbekend;Helmond;1
1400;Vrouwen;Geboorteplaats onbekend;Bussum;0
1401;Vrouwen;Geboorteplaats onbekend;Zeist;5
1402;Vrouwen;Geboorteplaats onbekend;Rheden;0
1403;Vrouwen;Geboorteplaats onbekend;Venlo;0
1404;Vrouwen;Geboorteplaats onbekend;Roosendaal en Nispen;0
1405;Vrouwen;Geboorteplaats onbekend;Vlissingen;0
1406;Vrouwen;Geboorteplaats onbekend;Bergen op Zoom;1
