ID;Financieringssectoren;Perioden;TotaalFinancieringsbronnen_1;Overheid_2;Totaal_3;Bedrijven_4;Huishoudens_5;InstellingenZonderWinstoogmerk_6;Buitenland_7;SaldiEnVerschillen_8
0;1;1998;40678.0;9846.0;31707.0;9161.0;21725.0;821.0;52.0;927.0
1;1;1999;43751.0;10100.0;32522.0;8891.0;22707.0;924.0;59.0;-1069.0
2;1;2000;46919.0;10372.0;35401.0;9156.0;25251.0;994.0;71.0;-1074.0
3;1;2001;52512.0;14270.0;40868.0;11323.0;28396.0;1149.0;76.0;2702.0
4;1;2002;58638.0;16599.0;46515.0;13121.0;31956.0;1438.0;99.0;4575.0
5;1;2003;63197.0;16892.0;45671.0;13629.0;30412.0;1630.0;95.0;-540.0
6;1;2004;65381.0;18636.0;45382.0;14519.0;29204.0;1659.0;97.0;-1265.0
7;1;2005;67614.0;20102.0;47369.0;13548.0;32501.0;1320.0;105.0;-38.0
8;1;2006;70722.0;20372.0;51801.0;16385.0;34080.0;1336.0;95.0;1545.0
9;1;2007;74643.0;23778.0;51717.0;16192.0;34181.0;1344.0;87.0;938.0
10;1;2008;79755.0;26483.0;53177.0;16850.0;34954.0;1373.0;90.0;-5.0
11;1;2009;83901.0;27794.0;60938.0;19446.0;40158.0;1334.0;84.0;4915.0
12;1;2010;87183.0;28192.0;62947.0;20250.0;41285.0;1412.0;108.0;4064.0
13;1;2011;89330.0;27962.0;63029.0;18856.0;42959.0;1295.0;103.0;1764.0
14;1;2012;92767.0;28424.0;69127.0;21091.0;46670.0;1366.0;103.0;4887.0
15;2;1998;29999.0;8797.0;21948.0;6878.0;15070.0;0.0;0.0;746.0
16;2;1999;32027.0;8933.0;21770.0;6387.0;15383.0;0.0;0.0;-1323.0
17;2;2000;34303.0;9180.0;23822.0;6408.0;17414.0;0.0;0.0;-1301.0
18;2;2001;38373.0;12873.0;27926.0;8170.0;19756.0;0.0;0.0;2426.0
19;2;2002;42557.0;15003.0;31883.0;9407.0;22476.0;0.0;0.0;4329.0
20;2;2003;45568.0;14726.0;30212.0;9404.0;20808.0;0.0;0.0;-630.0
21;2;2004;46366.0;16038.0;29379.0;10088.0;19291.0;0.0;0.0;-949.0
22;2;2005;47725.0;16239.0;31564.0;9659.0;21905.0;0.0;0.0;78.0
23;2;2006;58110.0;17597.0;42019.0;14861.0;27158.0;0.0;0.0;1505.0
24;2;2007;61424.0;19729.0;42643.0;15245.0;27398.0;0.0;0.0;948.0
25;2;2008;65822.0;21594.0;44546.0;15902.0;28644.0;0.0;0.0;318.0
26;2;2009;69734.0;24346.0;50527.0;18447.0;32080.0;0.0;0.0;5139.0
27;2;2010;72635.0;24557.0;52483.0;19226.0;33257.0;0.0;0.0;4405.0
28;2;2011;74147.0;24674.0;51237.0;17800.0;33437.0;0.0;0.0;1764.0
29;2;2012;77271.0;25646.0;56512.0;20232.0;36280.0;0.0;0.0;4887.0
30;4;1998;5504.0;5504.0;0.0;0.0;0.0;0.0;0.0;
31;4;1999;6108.0;6108.0;0.0;0.0;0.0;0.0;0.0;
32;4;2000;6585.0;6585.0;0.0;0.0;0.0;0.0;0.0;
33;4;2001;7409.0;7409.0;0.0;0.0;0.0;0.0;0.0;
34;4;2002;7833.0;7833.0;0.0;0.0;0.0;0.0;0.0;
35;4;2003;8148.0;8148.0;0.0;0.0;0.0;0.0;0.0;
36;4;2004;8148.0;8148.0;0.0;0.0;0.0;0.0;0.0;
37;4;2005;8119.0;8119.0;0.0;0.0;0.0;0.0;0.0;
38;4;2006;8206.0;8206.0;0.0;0.0;0.0;0.0;0.0;
39;4;2007;10724.0;10724.0;0.0;0.0;0.0;0.0;0.0;
40;4;2008;11328.0;11328.0;0.0;0.0;0.0;0.0;0.0;
41;4;2009;12390.0;12390.0;0.0;0.0;0.0;0.0;0.0;
42;4;2010;12825.0;12825.0;0.0;0.0;0.0;0.0;0.0;
43;4;2011;12908.0;12908.0;0.0;0.0;0.0;0.0;0.0;
44;4;2012;12306.0;12306.0;0.0;0.0;0.0;0.0;0.0;
45;7;1998;12732.0;124.0;12830.0;0.0;12830.0;0.0;0.0;222.0
46;7;1999;13569.0;196.0;12432.0;0.0;12432.0;0.0;0.0;-941.0
47;7;2000;14580.0;7.0;14414.0;0.0;14414.0;0.0;0.0;-159.0
48;7;2001;16255.0;2230.0;16305.0;0.0;16305.0;0.0;0.0;2280.0
49;7;2002;18566.0;3317.0;18308.0;0.0;18308.0;0.0;0.0;3059.0
50;7;2003;20332.0;3814.0;15538.0;0.0;15538.0;0.0;0.0;-980.0
51;7;2004;21106.0;4500.0;14649.0;0.0;14649.0;0.0;0.0;-1957.0
52;7;2005;22052.0;4779.0;16207.0;0.0;16207.0;0.0;0.0;-1066.0
53;7;2006;23177.0;5154.0;18085.0;1218.0;16867.0;0.0;0.0;62.0
54;7;2007;23007.0;4775.0;17899.0;1308.0;16591.0;0.0;0.0;-333.0
55;7;2008;22169.0;5508.0;18203.0;0.0;18203.0;0.0;0.0;1542.0
56;7;2009;23201.0;6382.0;20023.0;0.0;20023.0;0.0;0.0;3204.0
57;7;2010;24187.0;5916.0;20755.0;0.0;20755.0;0.0;0.0;2484.0
58;7;2011;25368.0;6220.0;21302.0;0.0;21302.0;0.0;0.0;2154.0
59;7;2012;28070.0;7443.0;25231.0;0.0;25231.0;0.0;0.0;4604.0
60;5;1998;;;;;;;;
61;5;1999;;;;;;;;
62;5;2000;;;;;;;;
63;5;2001;;;;;;;;
64;5;2002;;;;;;;;
65;5;2003;;;;;;;;
66;5;2004;;;;;;;;
67;5;2005;;;;;;;;
68;5;2006;26727.0;4237.0;23934.0;13643.0;10291.0;0.0;0.0;1443.0
69;5;2007;27693.0;4230.0;24744.0;13937.0;10807.0;0.0;0.0;1281.0
70;5;2008;32325.0;4758.0;26343.0;15902.0;10441.0;0.0;0.0;-1224.0
71;5;2009;34143.0;5574.0;30504.0;18447.0;12057.0;0.0;0.0;1935.0
72;5;2010;35623.0;5816.0;31728.0;19226.0;12502.0;0.0;0.0;1921.0
73;5;2011;35871.0;5546.0;29935.0;17800.0;12135.0;0.0;0.0;-390.0
74;5;2012;36895.0;5897.0;31281.0;20232.0;11049.0;0.0;0.0;283.0
75;6;1998;11763.0;3169.0;9118.0;6878.0;2240.0;0.0;0.0;524.0
76;6;1999;12350.0;2629.0;9338.0;6387.0;2951.0;0.0;0.0;-382.0
77;6;2000;13138.0;2588.0;9408.0;6408.0;3000.0;0.0;0.0;-1142.0
78;6;2001;14709.0;3234.0;11621.0;8170.0;3451.0;0.0;0.0;146.0
79;6;2002;16158.0;3853.0;13575.0;9407.0;4168.0;0.0;0.0;1270.0
80;6;2003;17088.0;2764.0;14674.0;9404.0;5270.0;0.0;0.0;350.0
81;6;2004;17112.0;3390.0;14730.0;10088.0;4642.0;0.0;0.0;1008.0
82;6;2005;17554.0;3341.0;15357.0;9659.0;5698.0;0.0;0.0;1144.0
83;6;2006;;;;;;;;
84;6;2007;;;;;;;;
85;6;2008;;;;;;;;
86;6;2009;;;;;;;;
87;6;2010;;;;;;;;
88;6;2011;;;;;;;;
89;6;2012;;;;;;;;
