ID;RegioS;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
748;Zuid-Nederland (LD);2023;127.0;-1.4;-1.4;37791;-7.7;-7.7;393373;14866
749;Zuid-Nederland (LD);2024 1e kwartaal;132.0;2.3;4.2;9211;-11.3;9.0;413587;3810
750;Zuid-Nederland (LD);2024 2e kwartaal;135.8;2.9;8.2;9913;7.6;5.3;418281;4146
751;Zuid-Nederland (LD);2024 3e kwartaal;140.6;3.6;10.9;10987;10.8;15.0;437119;4803
752;Zuid-Nederland (LD);2024 4e kwartaal;143.9;2.3;11.5;12491;13.7;20.3;439180;5486
753;Zuid-Nederland (LD);2024;138.1;8.7;8.7;42602;12.7;12.7;428252;18244
754;Zuid-Nederland (LD);2025 1e kwartaal;147.2;2.3;11.5;10919;-12.6;18.5;448069;4892
755;Groningen (PV);1995 1e kwartaal;30.2;;;1000;;;66476;66
756;Groningen (PV);1995 2e kwartaal;30.3;0.4;;1224;22.4;;66552;81
757;Groningen (PV);1995 3e kwartaal;31.1;2.5;;1487;21.5;;70076;104
758;Groningen (PV);1995 4e kwartaal;31.5;1.3;;1801;21.1;;67849;122
759;Groningen (PV);1995;30.8;;;5512;;;67913;374
760;Groningen (PV);1996 1e kwartaal;32.2;2.5;6.8;1355;-24.8;35.5;69162;94
761;Groningen (PV);1996 2e kwartaal;33.2;2.8;9.4;1652;21.9;35.0;71210;118
762;Groningen (PV);1996 3e kwartaal;34.1;2.8;9.8;1780;7.7;19.7;74126;132
763;Groningen (PV);1996 4e kwartaal;34.7;1.7;10.3;1934;8.7;7.4;74476;144
764;Groningen (PV);1996;33.6;9.1;9.1;6721;21.9;21.9;72509;487
765;Groningen (PV);1997 1e kwartaal;35.1;1.2;8.8;1315;-32.0;-3.0;75620;99
766;Groningen (PV);1997 2e kwartaal;35.7;1.6;7.5;1891;43.8;14.5;79193;150
767;Groningen (PV);1997 3e kwartaal;36.8;3.3;8.0;1767;-6.6;-0.7;80506;142
768;Groningen (PV);1997 4e kwartaal;37.3;1.2;7.5;1807;2.3;-6.6;80900;146
769;Groningen (PV);1997;36.2;8.0;8.0;6780;0.9;0.9;79297;538
770;Groningen (PV);1998 1e kwartaal;37.8;1.4;7.7;1300;-28.1;-1.1;79832;104
771;Groningen (PV);1998 2e kwartaal;38.0;0.6;6.6;1741;33.9;-7.9;81650;142
772;Groningen (PV);1998 3e kwartaal;39.2;3.2;6.5;1878;7.9;6.3;88440;166
773;Groningen (PV);1998 4e kwartaal;40.2;2.6;7.9;2052;9.3;13.6;86471;177
774;Groningen (PV);1998;38.8;7.2;7.2;6971;2.8;2.8;84559;589
775;Groningen (PV);1999 1e kwartaal;40.5;0.8;7.2;1582;-22.9;21.7;89943;142
776;Groningen (PV);1999 2e kwartaal;42.1;3.9;10.8;1918;21.2;10.2;93023;178
777;Groningen (PV);1999 3e kwartaal;43.9;4.1;11.9;2268;18.2;20.8;98747;224
778;Groningen (PV);1999 4e kwartaal;45.4;3.5;12.9;2175;-4.1;6.0;100441;218
779;Groningen (PV);1999;43.0;10.7;10.7;7943;13.9;13.9;96075;763
780;Groningen (PV);2000 1e kwartaal;46.9;3.4;15.8;1482;-31.9;-6.3;105255;156
781;Groningen (PV);2000 2e kwartaal;48.8;3.9;15.8;1674;13.0;-12.7;108299;181
782;Groningen (PV);2000 3e kwartaal;51.5;5.7;17.5;1839;9.9;-18.9;115044;212
783;Groningen (PV);2000 4e kwartaal;52.7;2.3;16.1;1876;2.0;-13.7;116797;219
784;Groningen (PV);2000;50.0;16.3;16.3;6871;-13.5;-13.5;111768;768
785;Groningen (PV);2001 1e kwartaal;54.5;3.4;16.1;1341;-28.5;-9.5;119178;160
786;Groningen (PV);2001 2e kwartaal;55.9;2.6;14.7;1687;25.8;0.8;125327;211
787;Groningen (PV);2001 3e kwartaal;59.0;5.4;14.5;1998;18.4;8.6;132616;265
788;Groningen (PV);2001 4e kwartaal;59.6;1.1;13.1;1824;-8.7;-2.8;136490;249
789;Groningen (PV);2001;57.3;14.6;14.6;6850;-0.3;-0.3;129222;885
790;Groningen (PV);2002 1e kwartaal;61.0;2.3;11.9;1453;-20.3;8.4;135510;197
791;Groningen (PV);2002 2e kwartaal;62.3;2.2;11.4;1752;20.6;3.9;138403;242
792;Groningen (PV);2002 3e kwartaal;63.9;2.5;8.3;1875;7.0;-6.2;146470;275
793;Groningen (PV);2002 4e kwartaal;63.7;-0.3;6.7;1821;-2.9;-0.2;143886;262
794;Groningen (PV);2002;62.7;9.5;9.5;6901;0.7;0.7;141432;976
795;Groningen (PV);2003 1e kwartaal;65.0;2.1;6.5;1318;-27.6;-9.3;144162;190
796;Groningen (PV);2003 2e kwartaal;65.8;1.2;5.5;1667;26.5;-4.9;147774;246
797;Groningen (PV);2003 3e kwartaal;67.0;1.9;4.9;1760;5.6;-6.1;149559;263
798;Groningen (PV);2003 4e kwartaal;67.3;0.5;5.8;1958;11.3;7.5;149920;294
799;Groningen (PV);2003;66.3;5.7;5.7;6703;-2.9;-2.9;148159;993
800;Groningen (PV);2004 1e kwartaal;68.7;2.1;5.7;1330;-32.1;0.9;148888;198
801;Groningen (PV);2004 2e kwartaal;68.9;0.3;4.8;1607;20.8;-3.6;156129;251
802;Groningen (PV);2004 3e kwartaal;71.3;3.4;6.4;1816;13.0;3.2;159717;290
803;Groningen (PV);2004 4e kwartaal;71.1;-0.2;5.6;1915;5.5;-2.2;154229;295
804;Groningen (PV);2004;70.0;5.6;5.6;6668;-0.5;-0.5;155116;1034
805;Groningen (PV);2005 1e kwartaal;73.7;3.6;7.3;1299;-32.2;-2.3;162624;211
806;Groningen (PV);2005 2e kwartaal;75.2;1.9;9.0;1645;26.6;2.4;167051;275
807;Groningen (PV);2005 3e kwartaal;76.6;2.0;7.5;1997;21.4;10.0;170018;340
808;Groningen (PV);2005 4e kwartaal;77.5;1.2;9.0;1896;-5.1;-1.0;170671;324
809;Groningen (PV);2005;75.8;8.2;8.2;6837;2.5;2.5;168081;1149
810;Groningen (PV);2006 1e kwartaal;78.6;1.4;6.6;1550;-18.2;19.3;169946;263
811;Groningen (PV);2006 2e kwartaal;80.2;2.0;6.7;1743;12.5;6.0;172733;301
812;Groningen (PV);2006 3e kwartaal;81.1;1.1;5.8;1824;4.6;-8.7;184728;337
813;Groningen (PV);2006 4e kwartaal;81.5;0.5;5.1;1935;6.1;2.1;182790;354
814;Groningen (PV);2006;80.3;6.0;6.0;7052;3.1;3.1;177983;1255
815;Groningen (PV);2007 1e kwartaal;82.0;0.6;4.3;1507;-22.1;-2.8;183867;277
816;Groningen (PV);2007 2e kwartaal;82.5;0.7;2.9;1757;16.6;0.8;185893;327
817;Groningen (PV);2007 3e kwartaal;83.5;1.2;2.9;1778;1.2;-2.5;187338;333
818;Groningen (PV);2007 4e kwartaal;83.5;0.0;2.4;1808;1.7;-6.6;190110;344
819;Groningen (PV);2007;82.8;3.1;3.1;6850;-2.9;-2.9;186935;1281
820;Groningen (PV);2008 1e kwartaal;84.5;1.3;3.1;1332;-26.3;-11.6;188678;251
821;Groningen (PV);2008 2e kwartaal;84.3;-0.2;2.2;1529;14.8;-13.0;186068;284
822;Groningen (PV);2008 3e kwartaal;85.2;1.0;2.1;1654;8.2;-7.0;185925;308
823;Groningen (PV);2008 4e kwartaal;84.6;-0.7;1.4;1478;-10.6;-18.3;191961;284
824;Groningen (PV);2008;84.7;2.2;2.2;5993;-12.5;-12.5;188062;1127
825;Groningen (PV);2009 1e kwartaal;82.2;-2.9;-2.8;912;-38.3;-31.5;186939;170
826;Groningen (PV);2009 2e kwartaal;81.0;-1.5;-4.0;1074;17.8;-29.8;175144;188
827;Groningen (PV);2009 3e kwartaal;81.4;0.6;-4.4;1140;6.1;-31.1;177097;202
828;Groningen (PV);2009 4e kwartaal;79.9;-1.8;-5.5;1277;12.0;-13.6;186403;238
829;Groningen (PV);2009;81.1;-4.2;-4.2;4403;-26.5;-26.5;181358;799
830;Groningen (PV);2010 1e kwartaal;80.5;0.7;-2.0;880;-31.1;-3.5;173557;153
831;Groningen (PV);2010 2e kwartaal;80.0;-0.7;-1.2;1078;22.5;0.4;178022;192
832;Groningen (PV);2010 3e kwartaal;81.4;1.8;-0.1;1202;11.5;5.4;184848;222
833;Groningen (PV);2010 4e kwartaal;80.0;-1.7;0.1;1187;-1.2;-7.0;174119;207
834;Groningen (PV);2010;80.5;-0.8;-0.8;4347;-1.3;-1.3;177940;774
835;Groningen (PV);2011 1e kwartaal;79.9;-0.1;-0.7;956;-19.5;8.6;185621;177
836;Groningen (PV);2011 2e kwartaal;78.7;-1.5;-1.6;979;2.4;-9.2;177576;174
837;Groningen (PV);2011 3e kwartaal;77.8;-1.1;-4.4;1118;14.2;-7.0;179246;200
838;Groningen (PV);2011 4e kwartaal;76.9;-1.1;-3.9;1040;-7.0;-12.4;180299;188
839;Groningen (PV);2011;78.4;-2.6;-2.6;4093;-5.8;-5.8;180603;739
840;Groningen (PV);2012 1e kwartaal;75.3;-2.1;-5.8;718;-31.0;-24.9;180420;130
841;Groningen (PV);2012 2e kwartaal;74.4;-1.2;-5.4;1083;50.8;10.6;177119;192
842;Groningen (PV);2012 3e kwartaal;72.2;-3.0;-7.2;807;-25.5;-27.8;161958;131
843;Groningen (PV);2012 4e kwartaal;71.6;-0.8;-6.9;1114;38.0;7.1;170793;190
844;Groningen (PV);2012;73.4;-6.3;-6.3;3722;-9.1;-9.1;172575;642
845;Groningen (PV);2013 1e kwartaal;71.1;-0.7;-5.6;684;-38.6;-4.7;163465;112
846;Groningen (PV);2013 2e kwartaal;69.6;-2.2;-6.6;743;8.6;-31.4;161735;120
847;Groningen (PV);2013 3e kwartaal;69.3;-0.4;-4.1;998;34.3;23.7;163543;163
848;Groningen (PV);2013 4e kwartaal;68.4;-1.2;-4.5;1165;16.7;4.6;164624;192
849;Groningen (PV);2013;69.6;-5.2;-5.2;3590;-3.5;-3.5;163505;587
850;Groningen (PV);2014 1e kwartaal;68.6;0.3;-3.5;877;-24.7;28.2;157990;139
851;Groningen (PV);2014 2e kwartaal;69.4;1.1;-0.2;982;12.0;32.2;168674;166
852;Groningen (PV);2014 3e kwartaal;69.5;0.2;0.4;1225;24.7;22.7;164791;202
853;Groningen (PV);2014 4e kwartaal;69.7;0.2;1.9;1664;35.8;42.8;169054;281
854;Groningen (PV);2014;69.3;-0.4;-0.4;4748;32.3;32.3;165832;787
855;Groningen (PV);2015 1e kwartaal;70.6;1.2;2.8;1054;-36.7;20.2;165317;174
856;Groningen (PV);2015 2e kwartaal;71.2;0.9;2.6;1237;17.4;26.0;174611;216
857;Groningen (PV);2015 3e kwartaal;71.4;0.4;2.7;1527;23.4;24.7;171650;262
858;Groningen (PV);2015 4e kwartaal;71.6;0.3;2.8;1602;4.9;-3.7;173630;278
859;Groningen (PV);2015;71.2;2.7;2.7;5420;14.2;14.2;171679;931
860;Groningen (PV);2016 1e kwartaal;72.2;0.8;2.3;1304;-18.6;23.7;167360;218
861;Groningen (PV);2016 2e kwartaal;73.2;1.4;2.8;1558;19.5;26.0;176810;275
862;Groningen (PV);2016 3e kwartaal;76.1;4.0;6.6;1825;17.1;19.5;188077;343
863;Groningen (PV);2016 4e kwartaal;76.5;0.5;6.8;1748;-4.2;9.1;186032;325
864;Groningen (PV);2016;74.5;4.6;4.6;6435;18.7;18.7;180595;1162
865;Groningen (PV);2017 1e kwartaal;77.1;0.8;6.7;1647;-5.8;26.3;191895;316
866;Groningen (PV);2017 2e kwartaal;78.0;1.3;6.7;1737;5.5;11.5;198359;345
867;Groningen (PV);2017 3e kwartaal;80.5;3.2;5.8;1908;9.8;4.5;194219;371
868;Groningen (PV);2017 4e kwartaal;81.1;0.7;6.0;2005;5.1;14.7;195589;392
869;Groningen (PV);2017;79.2;6.3;6.3;7297;13.4;13.4;195057;1423
870;Groningen (PV);2018 1e kwartaal;82.3;1.5;6.8;1637;-18.4;-0.6;199301;326
871;Groningen (PV);2018 2e kwartaal;84.1;2.3;7.8;1747;6.7;0.6;201296;352
872;Groningen (PV);2018 3e kwartaal;85.9;2.1;6.7;1903;8.9;-0.3;212317;404
873;Groningen (PV);2018 4e kwartaal;86.9;1.2;7.2;1846;-3.0;-7.9;206017;380
874;Groningen (PV);2018;84.8;7.1;7.1;7133;-2.2;-2.2;205000;1462
875;Groningen (PV);2019 1e kwartaal;87.9;1.2;6.9;1564;-15.3;-4.5;218536;342
876;Groningen (PV);2019 2e kwartaal;89.0;1.2;5.8;1823;16.6;4.4;213320;389
877;Groningen (PV);2019 3e kwartaal;91.7;3.1;6.8;2031;11.4;6.7;222846;453
878;Groningen (PV);2019 4e kwartaal;93.7;2.1;7.8;1982;-2.4;7.4;221706;439
879;Groningen (PV);2019;90.6;6.8;6.8;7400;3.7;3.7;219283;1623
880;Groningen (PV);2020 1e kwartaal;96.1;2.5;9.2;1606;-19.0;2.7;234943;377
881;Groningen (PV);2020 2e kwartaal;98.7;2.7;10.9;1829;13.9;0.3;236246;432
882;Groningen (PV);2020 3e kwartaal;101.3;2.7;10.5;2037;11.4;0.3;244702;498
883;Groningen (PV);2020 4e kwartaal;103.9;2.5;10.9;2295;12.7;15.8;246010;565
884;Groningen (PV);2020;100.0;10.4;10.4;7767;5.0;5.0;241080;1872
885;Groningen (PV);2021 1e kwartaal ;107.8;3.8;12.2;1809;-21.2;12.6;271343;491
886;Groningen (PV);2021 2e kwartaal ;113.3;5.1;14.8;1700;-6.0;-7.1;276009;469
887;Groningen (PV);2021 3e kwartaal ;121.3;7.1;19.7;1753;3.1;-13.9;296287;519
888;Groningen (PV);2021 4e kwartaal ;126.8;4.5;22.0;1814;3.5;-21.0;290593;527
889;Groningen (PV);2021;117.3;17.3;17.3;7076;-8.9;-8.9;283578;2007
890;Groningen (PV);2022 1e kwartaal;133.5;5.3;23.8;1317;-27.4;-27.2;319769;421
891;Groningen (PV);2022 2e kwartaal;136.3;2.1;20.3;1451;10.2;-14.6;330058;479
892;Groningen (PV);2022 3e kwartaal;135.9;-0.3;12.0;1644;13.3;-6.2;325637;535
893;Groningen (PV);2022 4e kwartaal;132.9;-2.2;4.8;1824;10.9;0.6;304295;555
894;Groningen (PV);2022;134.6;14.8;14.8;6236;-11.9;-11.9;319184;1990
895;Groningen (PV);2023 1e kwartaal;130.2;-2.1;-2.5;1265;-30.6;-3.9;321139;406
896;Groningen (PV);2023 2e kwartaal;128.5;-1.3;-5.7;1398;10.5;-3.7;301055;421
897;Groningen (PV);2023 3e kwartaal;132.5;3.1;-2.5;1455;4.1;-11.5;318464;463
898;Groningen (PV);2023 4e kwartaal;135.1;2.0;1.7;1567;7.7;-14.1;314479;493
899;Groningen (PV);2023;131.6;-2.3;-2.3;5685;-8.8;-8.8;313679;1783
900;Groningen (PV);2024 1e kwartaal;137.4;1.7;5.6;1368;-12.7;8.1;326958;447
901;Groningen (PV);2024 2e kwartaal;141.2;2.7;9.9;1499;9.6;7.2;329591;494
902;Groningen (PV);2024 3e kwartaal;147.5;4.5;11.3;1753;16.9;20.5;347409;609
903;Groningen (PV);2024 4e kwartaal;151.1;2.5;11.9;1913;9.1;22.1;350263;670
904;Groningen (PV);2024;144.3;9.7;9.7;6533;14.9;14.9;339874;2220
905;Groningen (PV);2025 1e kwartaal;155.2;2.7;12.9;1561;-18.4;14.1;369851;577
906;Fryslân (PV);1995 1e kwartaal;31.2;;;1294;;;67118;87
907;Fryslân (PV);1995 2e kwartaal;32.1;3.1;;1705;31.8;;66453;113
908;Fryslân (PV);1995 3e kwartaal;32.4;0.8;;1710;0.3;;67741;116
909;Fryslân (PV);1995 4e kwartaal;33.5;3.4;;2147;25.6;;69942;150
910;Fryslân (PV);1995;32.3;;;6856;;;67992;466
911;Fryslân (PV);1996 1e kwartaal;33.9;1.2;8.8;1500;-30.1;15.9;69808;105
912;Fryslân (PV);1996 2e kwartaal;35.0;3.3;8.9;2098;39.9;23.1;74108;155
913;Fryslân (PV);1996 3e kwartaal;35.7;2.2;10.4;1961;-6.5;14.7;76778;151
914;Fryslân (PV);1996 4e kwartaal;36.6;2.3;9.3;2084;6.3;-2.9;75617;158
915;Fryslân (PV);1996;35.3;9.3;9.3;7643;11.5;11.5;74361;568
916;Fryslân (PV);1997 1e kwartaal;36.6;0.1;8.1;1468;-29.6;-2.1;76268;112
917;Fryslân (PV);1997 2e kwartaal;38.6;5.6;10.5;2057;40.1;-2.0;80053;165
918;Fryslân (PV);1997 3e kwartaal;39.0;0.9;9.1;1950;-5.2;-0.6;85598;167
919;Fryslân (PV);1997 4e kwartaal;39.8;2.1;8.9;2191;12.4;5.1;85207;187
920;Fryslân (PV);1997;38.5;9.1;9.1;7666;0.3;0.3;82212;630
921;Fryslân (PV);1998 1e kwartaal;41.0;2.9;12.0;1370;-37.5;-6.7;84669;116
922;Fryslân (PV);1998 2e kwartaal;41.6;1.5;7.7;1957;42.8;-4.9;89306;175
923;Fryslân (PV);1998 3e kwartaal;43.1;3.6;10.5;1933;-1.2;-0.9;93498;181
924;Fryslân (PV);1998 4e kwartaal;44.0;2.1;10.5;2277;17.8;3.9;94263;215
925;Fryslân (PV);1998;42.4;10.2;10.2;7537;-1.7;-1.7;91036;686
926;Fryslân (PV);1999 1e kwartaal;44.8;1.7;9.2;1689;-25.8;23.3;99623;168
927;Fryslân (PV);1999 2e kwartaal;46.4;3.7;11.6;2174;28.7;11.1;101470;221
928;Fryslân (PV);1999 3e kwartaal;49.0;5.5;13.6;2390;9.9;23.6;111593;267
929;Fryslân (PV);1999 4e kwartaal;50.7;3.6;15.3;2332;-2.4;2.4;111023;259
930;Fryslân (PV);1999;47.7;12.5;12.5;8585;13.9;13.9;106520;914
931;Fryslân (PV);2000 1e kwartaal;53.1;4.7;18.7;1500;-35.7;-11.2;118754;178
932;Fryslân (PV);2000 2e kwartaal;55.9;5.2;20.3;1806;20.4;-16.9;122214;221
933;Fryslân (PV);2000 3e kwartaal;58.4;4.4;19.1;1983;9.8;-17.0;130438;259
934;Fryslân (PV);2000 4e kwartaal;59.3;1.6;16.9;2287;15.3;-1.9;129344;296
935;Fryslân (PV);2000;56.7;18.7;18.7;7576;-11.8;-11.8;125834;953
936;Fryslân (PV);2001 1e kwartaal;62.3;5.1;17.3;1511;-33.9;0.7;132623;200
937;Fryslân (PV);2001 2e kwartaal;63.4;1.8;13.5;2030;34.3;12.4;138998;282
938;Fryslân (PV);2001 3e kwartaal;65.3;3.0;11.9;2098;3.4;5.8;144582;303
939;Fryslân (PV);2001 4e kwartaal;66.4;1.7;11.9;2324;10.8;1.6;144641;336
940;Fryslân (PV);2001;64.3;13.5;13.5;7963;5.1;5.1;140906;1122
941;Fryslân (PV);2002 1e kwartaal;66.9;0.9;7.4;1783;-23.3;18.0;152022;271
942;Fryslân (PV);2002 2e kwartaal;68.0;1.6;7.2;1992;11.7;-1.9;156411;312
943;Fryslân (PV);2002 3e kwartaal;69.6;2.4;6.6;2065;3.7;-1.6;158427;327
944;Fryslân (PV);2002 4e kwartaal;69.5;-0.2;4.7;2034;-1.5;-12.5;157777;321
945;Fryslân (PV);2002;68.5;6.5;6.5;7874;-1.1;-1.1;156299;1231
946;Fryslân (PV);2003 1e kwartaal;71.8;3.3;7.2;1568;-22.9;-12.1;160591;252
947;Fryslân (PV);2003 2e kwartaal;73.0;1.7;7.4;1866;19.0;-6.3;162106;302
948;Fryslân (PV);2003 3e kwartaal;72.6;-0.5;4.4;2275;21.9;10.2;154884;352
949;Fryslân (PV);2003 4e kwartaal;74.5;2.6;7.3;2283;0.4;12.2;167020;381
950;Fryslân (PV);2003;73.0;6.5;6.5;7992;1.5;1.5;161157;1288
951;Fryslân (PV);2004 1e kwartaal;75.5;1.3;5.2;1452;-36.4;-7.4;166522;242
952;Fryslân (PV);2004 2e kwartaal;76.9;1.9;5.3;1936;33.3;3.8;171293;332
953;Fryslân (PV);2004 3e kwartaal;78.4;1.9;7.9;2061;6.5;-9.4;174874;360
954;Fryslân (PV);2004 4e kwartaal;79.0;0.8;6.0;2256;9.5;-1.2;175797;397
955;Fryslân (PV);2004;77.4;6.1;6.1;7705;-3.6;-3.6;172671;1330
956;Fryslân (PV);2005 1e kwartaal;79.7;0.9;5.5;1587;-29.7;9.3;169682;269
957;Fryslân (PV);2005 2e kwartaal;80.7;1.3;4.9;1997;25.8;3.2;178500;356
958;Fryslân (PV);2005 3e kwartaal;82.3;2.0;5.0;2090;4.7;1.4;187633;392
959;Fryslân (PV);2005 4e kwartaal;82.4;0.2;4.4;2304;10.2;2.1;177224;408
960;Fryslân (PV);2005;81.3;4.9;4.9;7978;3.5;3.5;178770;1426
961;Fryslân (PV);2006 1e kwartaal;84.4;2.3;5.9;1813;-21.3;14.2;189193;343
962;Fryslân (PV);2006 2e kwartaal;85.4;1.3;5.9;2119;16.9;6.1;188692;400
963;Fryslân (PV);2006 3e kwartaal;86.2;0.8;4.7;2107;-0.6;0.8;194358;410
964;Fryslân (PV);2006 4e kwartaal;87.0;0.9;5.5;2115;0.4;-8.2;189654;401
965;Fryslân (PV);2006;85.7;5.5;5.5;8154;2.2;2.2;190517;1553
966;Fryslân (PV);2007 1e kwartaal;87.6;0.8;3.9;1669;-21.1;-7.9;191114;319
967;Fryslân (PV);2007 2e kwartaal;88.6;1.1;3.7;1906;14.2;-10.1;197758;377
968;Fryslân (PV);2007 3e kwartaal;89.3;0.8;3.7;2032;6.6;-3.6;201948;410
969;Fryslân (PV);2007 4e kwartaal;89.3;0.0;2.7;2145;5.6;1.4;197128;423
970;Fryslân (PV);2007;88.7;3.5;3.5;7752;-4.9;-4.9;197251;1529
971;Fryslân (PV);2008 1e kwartaal;91.0;1.9;3.8;1530;-28.7;-8.3;200408;307
972;Fryslân (PV);2008 2e kwartaal;90.6;-0.5;2.2;1781;16.4;-6.6;204330;364
973;Fryslân (PV);2008 3e kwartaal;91.0;0.5;1.8;1685;-5.4;-17.1;206192;347
974;Fryslân (PV);2008 4e kwartaal;90.7;-0.3;1.5;1671;-0.8;-22.1;204284;341
975;Fryslân (PV);2008;90.8;2.3;2.3;6667;-14.0;-14.0;203889;1359
976;Fryslân (PV);2009 1e kwartaal;88.6;-2.2;-2.6;949;-43.2;-38.0;202291;192
977;Fryslân (PV);2009 2e kwartaal;86.5;-2.4;-4.4;1119;17.9;-37.2;187299;210
978;Fryslân (PV);2009 3e kwartaal;86.6;0.0;-4.8;1246;11.3;-26.1;192020;239
979;Fryslân (PV);2009 4e kwartaal;86.1;-0.6;-5.1;1320;5.9;-21.0;192319;254
980;Fryslân (PV);2009;86.9;-4.2;-4.2;4634;-30.5;-30.5;193069;895
981;Fryslân (PV);2010 1e kwartaal;86.7;0.8;-2.2;1004;-23.9;5.8;196054;197
982;Fryslân (PV);2010 2e kwartaal;86.8;0.1;0.3;1212;20.7;8.3;193071;234
983;Fryslân (PV);2010 3e kwartaal;87.1;0.3;0.6;1149;-5.2;-7.8;195763;225
984;Fryslân (PV);2010 4e kwartaal;85.9;-1.3;-0.2;1355;17.9;2.7;196512;266
985;Fryslân (PV);2010;86.6;-0.4;-0.4;4720;1.9;1.9;195349;922
986;Fryslân (PV);2011 1e kwartaal;84.3;-1.9;-2.8;1029;-24.1;2.5;192484;198
987;Fryslân (PV);2011 2e kwartaal;83.7;-0.7;-3.7;1089;5.8;-10.1;192629;210
988;Fryslân (PV);2011 3e kwartaal;83.4;-0.3;-4.3;1151;5.7;0.2;195170;225
989;Fryslân (PV);2011 4e kwartaal;81.2;-2.6;-5.5;1096;-4.8;-19.1;186453;204
990;Fryslân (PV);2011;83.1;-4.1;-4.1;4365;-7.5;-7.5;191714;837
991;Fryslân (PV);2012 1e kwartaal;79.9;-1.6;-5.2;792;-27.7;-23.0;186918;148
992;Fryslân (PV);2012 2e kwartaal;79.4;-0.6;-5.0;1174;48.2;7.8;185412;218
993;Fryslân (PV);2012 3e kwartaal;76.2;-4.1;-8.6;829;-29.4;-28.0;169841;141
994;Fryslân (PV);2012 4e kwartaal;75.2;-1.3;-7.4;1236;49.1;12.8;179799;222
995;Fryslân (PV);2012;77.7;-6.6;-6.6;4031;-7.7;-7.7;180784;729
996;Fryslân (PV);2013 1e kwartaal;74.0;-1.5;-7.4;765;-38.1;-3.4;170410;130
997;Fryslân (PV);2013 2e kwartaal;71.5;-3.5;-10.0;829;8.4;-29.4;168638;140
998;Fryslân (PV);2013 3e kwartaal;72.2;1.0;-5.2;926;11.7;11.7;168831;156
999;Fryslân (PV);2013 4e kwartaal;72.2;0.1;-3.9;1358;46.7;9.9;171110;232
1000;Fryslân (PV);2013;72.5;-6.7;-6.7;3878;-3.8;-3.8;169899;659
1001;Fryslân (PV);2014 1e kwartaal;71.6;-0.9;-3.3;1023;-24.7;33.7;171876;176
1002;Fryslân (PV);2014 2e kwartaal;71.8;0.4;0.5;1314;28.4;58.5;172080;226
1003;Fryslân (PV);2014 3e kwartaal;71.5;-0.4;-0.9;1293;-1.6;39.6;177735;230
1004;Fryslân (PV);2014 4e kwartaal;71.7;0.3;-0.7;1813;40.2;33.5;174648;317
1005;Fryslân (PV);2014;71.7;-1.1;-1.1;5443;40.4;40.4;174240;948
1006;Fryslân (PV);2015 1e kwartaal;72.3;0.8;1.0;1130;-37.7;10.5;171136;193
1007;Fryslân (PV);2015 2e kwartaal;72.7;0.5;1.2;1479;30.9;12.6;179789;266
1008;Fryslân (PV);2015 3e kwartaal;73.3;0.9;2.6;1794;21.3;38.7;185447;333
1009;Fryslân (PV);2015 4e kwartaal;73.9;0.8;3.1;1874;4.5;3.4;181841;341
1010;Fryslân (PV);2015;73.1;2.0;2.0;6277;15.3;15.3;180461;1133
1011;Fryslân (PV);2016 1e kwartaal;74.7;1.1;3.4;1464;-21.9;29.6;182152;267
1012;Fryslân (PV);2016 2e kwartaal;74.6;-0.1;2.7;1847;26.2;24.9;183874;340
1013;Fryslân (PV);2016 3e kwartaal;77.0;3.1;5.0;2134;15.5;19.0;189511;404
1014;Fryslân (PV);2016 4e kwartaal;77.3;0.5;4.6;2145;0.5;14.5;193862;416
1015;Fryslân (PV);2016;75.9;3.9;3.9;7590;20.9;20.9;187950;1427
1016;Fryslân (PV);2017 1e kwartaal;78.2;1.2;4.7;1923;-10.4;31.4;199018;383
1017;Fryslân (PV);2017 2e kwartaal;79.9;2.2;7.1;2194;14.1;18.8;199560;438
1018;Fryslân (PV);2017 3e kwartaal;81.4;1.9;5.8;2280;3.9;6.8;203434;464
1019;Fryslân (PV);2017 4e kwartaal;82.3;1.0;6.4;2580;13.2;20.3;203047;524
1020;Fryslân (PV);2017;80.5;6.0;6.0;8977;18.3;18.3;201430;1808
1021;Fryslân (PV);2018 1e kwartaal;84.2;2.4;7.6;1908;-26.0;-0.8;210988;403
1022;Fryslân (PV);2018 2e kwartaal;85.7;1.8;7.2;1942;1.8;-11.5;210364;409
1023;Fryslân (PV);2018 3e kwartaal;87.0;1.5;6.8;2223;14.5;-2.5;217887;484
1024;Fryslân (PV);2018 4e kwartaal;89.4;2.8;8.7;2238;0.7;-13.3;223718;501
1025;Fryslân (PV);2018;86.6;7.6;7.6;8311;-7.4;-7.4;216116;1796
1026;Fryslân (PV);2019 1e kwartaal;89.9;0.6;6.8;1675;-25.2;-12.2;228154;382
1027;Fryslân (PV);2019 2e kwartaal;92.1;2.4;7.5;2156;28.7;11.0;233254;503
1028;Fryslân (PV);2019 3e kwartaal;94.0;2.1;8.1;2354;9.2;5.9;226307;533
