ID;Bronnen;Emissies;Perioden;EmissiesNederlandsGrondgebied_1
3461;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);1995;200.0
3462;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);1996;200.0
3463;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);1997;200.0
3464;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);1998;200.0
3465;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);1999;200.0
3466;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2000;200.0
3467;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2001;200.0
3468;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2002;200.0
3469;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2003;200.0
3470;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2004;200.0
3471;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2005;200.0
3472;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2006;200.0
3473;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2007;200.0
3474;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2008;200.0
3475;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2009;200.0
3476;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2010;200.0
3477;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2011;200.0
3478;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2012;200.0
3479;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2013;200.0
3480;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2014;200.0
3481;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2015;200.0
3482;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2016;200.0
3483;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2017;200.0
3484;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2018;200.0
3485;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2019;200.0
3486;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2020;200.0
3487;"Binnenvaart; recreatievaartuigen";Kooldioxide (CO2);2021;200.0
3488;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1990;14.124
3489;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1991;12.913
3490;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1992;12.913
3491;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1993;14.98
3492;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1994;13.17
3493;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1995;15.604
3494;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1996;17.201
3495;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1997;16.492
3496;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1998;17.337
3497;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);1999;18.178
3498;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2000;19.015
3499;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2001;19.848
3500;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2002;20.675
3501;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2003;21.499
3502;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2004;22.318
3503;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2005;22.278
3504;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2006;22.076
3505;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2007;21.883
3506;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2008;21.698
3507;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2009;21.519
3508;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2010;21.348
3509;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2011;21.181
3510;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2012;21.02
3511;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2013;20.863
3512;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2014;20.709
3513;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2015;20.559
3514;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2016;20.559
3515;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2017;20.559
3516;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2018;20.559
3517;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2019;20.559
3518;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2020;20.381
3519;"Binnenvaart; recreatievaartuigen";Koolmonoxide (CO);2021;20.381
3520;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1990;3.283
3521;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1991;2.997
3522;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1992;2.997
3523;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1993;3.52
3524;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1994;3.095
3525;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1995;3.667
3526;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1996;3.868
3527;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1997;3.54
3528;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1998;3.642
3529;"Binnenvaart; recreatievaartuigen";VOS door verbranding;1999;3.711
3530;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2000;3.749
3531;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2001;3.756
3532;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2002;3.73
3533;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2003;3.673
3534;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2004;3.585
3535;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2005;3.301
3536;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2006;3.133
3537;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2007;2.959
3538;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2008;2.779
3539;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2009;2.593
3540;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2010;2.401
3541;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2011;2.202
3542;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2012;1.995
3543;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2013;1.78
3544;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2014;1.557
3545;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2015;1.325
3546;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2016;1.325
3547;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2017;1.325
3548;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2018;1.325
3549;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2019;1.325
3550;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2020;1.27
3551;"Binnenvaart; recreatievaartuigen";VOS door verbranding;2021;1.27
3552;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1990;0.068
3553;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1991;0.069
3554;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1992;0.069
3555;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1993;0.079
3556;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1994;0.07
3557;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1995;0.083
3558;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1996;0.091
3559;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1997;0.088
3560;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1998;0.088
3561;"Binnenvaart; recreatievaartuigen";VOS door verdamping;1999;0.089
3562;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2000;0.09
3563;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2001;0.091
3564;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2002;0.092
3565;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2003;0.093
3566;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2004;0.093
3567;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2005;0.093
3568;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2006;0.093
3569;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2007;0.093
3570;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2008;0.093
3571;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2009;0.093
3572;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2010;0.093
3573;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2011;0.093
3574;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2012;0.093
3575;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2013;0.093
3576;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2014;0.093
3577;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2015;0.093
3578;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2016;0.093
3579;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2017;0.093
3580;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2018;0.093
3581;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2019;0.093
3582;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2020;0.093
3583;"Binnenvaart; recreatievaartuigen";VOS door verdamping;2021;0.093
3584;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1990;3.351
3585;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1991;3.066
3586;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1992;3.066
3587;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1993;3.599
3588;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1994;3.164
3589;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1995;3.749
3590;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1996;3.959
3591;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1997;3.628
3592;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1998;3.73
3593;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);1999;3.801
3594;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2000;3.839
3595;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2001;3.847
3596;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2002;3.822
3597;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2003;3.766
3598;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2004;3.678
3599;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2005;3.394
3600;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2006;3.226
3601;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2007;3.052
3602;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2008;2.873
3603;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2009;2.687
3604;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2010;2.494
3605;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2011;2.295
3606;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2012;2.088
3607;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2013;1.873
3608;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2014;1.65
3609;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2015;1.418
3610;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2016;1.418
3611;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2017;1.418
3612;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2018;1.418
3613;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2019;1.418
3614;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2020;1.364
3615;"Binnenvaart; recreatievaartuigen";Vluchtige organische stoffen (VOS);2021;1.364
3616;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1990;0.01
3617;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1991;0.009
3618;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1992;0.009
3619;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1993;0.01
3620;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1994;0.009
3621;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1995;0.011
3622;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1996;0.012
3623;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1997;0.011
3624;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1998;0.012
3625;"Binnenvaart; recreatievaartuigen";Methaan (CH4);1999;0.012
3626;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2000;0.012
3627;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2001;0.012
3628;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2002;0.012
3629;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2003;0.012
3630;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2004;0.012
3631;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2005;0.012
3632;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2006;0.012
3633;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2007;0.012
3634;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2008;0.012
3635;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2009;0.012
3636;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2010;0.012
3637;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2011;0.012
3638;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2012;0.012
3639;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2013;0.012
3640;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2014;0.012
3641;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2015;0.012
3642;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2016;0.012
3643;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2017;0.012
3644;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2018;0.012
3645;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2019;0.012
3646;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2020;0.011
3647;"Binnenvaart; recreatievaartuigen";Methaan (CH4);2021;0.011
3648;"Binnenvaart; recreatievaartuigen";NMVOS;1990;3.341
3649;"Binnenvaart; recreatievaartuigen";NMVOS;1991;3.057
3650;"Binnenvaart; recreatievaartuigen";NMVOS;1992;3.057
3651;"Binnenvaart; recreatievaartuigen";NMVOS;1993;3.589
3652;"Binnenvaart; recreatievaartuigen";NMVOS;1994;3.155
3653;"Binnenvaart; recreatievaartuigen";NMVOS;1995;3.738
3654;"Binnenvaart; recreatievaartuigen";NMVOS;1996;3.947
3655;"Binnenvaart; recreatievaartuigen";NMVOS;1997;3.617
3656;"Binnenvaart; recreatievaartuigen";NMVOS;1998;3.719
3657;"Binnenvaart; recreatievaartuigen";NMVOS;1999;3.789
3658;"Binnenvaart; recreatievaartuigen";NMVOS;2000;3.827
3659;"Binnenvaart; recreatievaartuigen";NMVOS;2001;3.834
3660;"Binnenvaart; recreatievaartuigen";NMVOS;2002;3.81
3661;"Binnenvaart; recreatievaartuigen";NMVOS;2003;3.754
3662;"Binnenvaart; recreatievaartuigen";NMVOS;2004;3.666
3663;"Binnenvaart; recreatievaartuigen";NMVOS;2005;3.382
3664;"Binnenvaart; recreatievaartuigen";NMVOS;2006;3.214
3665;"Binnenvaart; recreatievaartuigen";NMVOS;2007;3.04
3666;"Binnenvaart; recreatievaartuigen";NMVOS;2008;2.86
3667;"Binnenvaart; recreatievaartuigen";NMVOS;2009;2.674
3668;"Binnenvaart; recreatievaartuigen";NMVOS;2010;2.482
3669;"Binnenvaart; recreatievaartuigen";NMVOS;2011;2.282
3670;"Binnenvaart; recreatievaartuigen";NMVOS;2012;2.076
3671;"Binnenvaart; recreatievaartuigen";NMVOS;2013;1.861
3672;"Binnenvaart; recreatievaartuigen";NMVOS;2014;1.638
3673;"Binnenvaart; recreatievaartuigen";NMVOS;2015;1.406
3674;"Binnenvaart; recreatievaartuigen";NMVOS;2016;1.406
3675;"Binnenvaart; recreatievaartuigen";NMVOS;2017;1.406
3676;"Binnenvaart; recreatievaartuigen";NMVOS;2018;1.406
3677;"Binnenvaart; recreatievaartuigen";NMVOS;2019;1.406
3678;"Binnenvaart; recreatievaartuigen";NMVOS;2020;1.353
3679;"Binnenvaart; recreatievaartuigen";NMVOS;2021;1.353
3680;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1990;1.922
3681;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1991;1.762
3682;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1992;1.762
3683;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1993;1.997
3684;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1994;1.755
3685;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1995;2.08
3686;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1996;2.302
3687;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1997;2.215
3688;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1998;2.209
3689;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1999;2.204
3690;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2000;2.2
3691;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2001;2.197
3692;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2002;2.195
3693;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2003;2.194
3694;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2004;2.194
3695;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2005;2.203
3696;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2006;2.217
3697;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2007;2.232
3698;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2008;2.246
3699;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2009;2.259
3700;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2010;2.273
3701;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2011;2.286
3702;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2012;2.3
3703;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2013;2.313
3704;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2014;2.327
3705;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2015;2.34
3706;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2016;2.34
3707;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2017;2.34
3708;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2018;2.34
3709;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2019;2.34
3710;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2020;1.832
3711;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2021;1.832
3712;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1990;0.001
3713;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1991;0.001
3714;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1992;0.001
3715;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1993;0.001
3716;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1994;0.001
3717;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1995;0.001
3718;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1996;0.001
3719;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1997;0.001
3720;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1998;0.001
3721;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);1999;0.001
3722;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2000;0.001
3723;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2001;0.001
3724;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2002;0.001
3725;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2003;0.001
3726;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2004;0.001
3727;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2005;0.001
3728;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2006;0.001
3729;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2007;0.001
3730;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2008;0.001
3731;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2009;0.001
3732;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2010;0.001
3733;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2011;0.001
3734;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2012;0.001
3735;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2013;0.001
3736;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2014;0.001
3737;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2015;0.001
3738;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2016;0.001
3739;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2017;0.001
3740;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2018;0.001
3741;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2019;0.001
3742;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2020;0.001
3743;"Binnenvaart; recreatievaartuigen";Distikstofoxide (N20);2021;0.001
3744;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1990;0.115
3745;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1991;0.105
3746;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1992;0.104
3747;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1993;0.117
3748;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1994;0.102
3749;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1995;0.12
3750;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1996;0.132
3751;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1997;0.126
3752;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1998;0.126
3753;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1999;0.125
3754;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2000;0.124
3755;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2001;0.122
3756;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2002;0.122
3757;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2003;0.12
3758;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2004;0.119
3759;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2005;0.118
3760;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2006;0.119
3761;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2007;0.107
3762;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2008;0.067
3763;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2009;0.034
3764;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2010;0.017
3765;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2011;0.001
3766;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2012;0.001
3767;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2013;0.001
3768;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2014;0.001
3769;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2015;0.001
3770;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2016;0.001
3771;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2017;0.001
3772;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2018;0.001
3773;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2019;0.001
3774;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2020;0.001
3775;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2021;0.001
3776;"Binnenvaart; recreatievaartuigen";PM10;1990;0.048
3777;"Binnenvaart; recreatievaartuigen";PM10;1991;0.044
3778;"Binnenvaart; recreatievaartuigen";PM10;1992;0.044
3779;"Binnenvaart; recreatievaartuigen";PM10;1993;0.05
3780;"Binnenvaart; recreatievaartuigen";PM10;1994;0.044
3781;"Binnenvaart; recreatievaartuigen";PM10;1995;0.052
3782;"Binnenvaart; recreatievaartuigen";PM10;1996;0.057
3783;"Binnenvaart; recreatievaartuigen";PM10;1997;0.054
3784;"Binnenvaart; recreatievaartuigen";PM10;1998;0.054
3785;"Binnenvaart; recreatievaartuigen";PM10;1999;0.054
3786;"Binnenvaart; recreatievaartuigen";PM10;2000;0.054
3787;"Binnenvaart; recreatievaartuigen";PM10;2001;0.054
3788;"Binnenvaart; recreatievaartuigen";PM10;2002;0.054
3789;"Binnenvaart; recreatievaartuigen";PM10;2003;0.054
3790;"Binnenvaart; recreatievaartuigen";PM10;2004;0.053
3791;"Binnenvaart; recreatievaartuigen";PM10;2005;0.053
3792;"Binnenvaart; recreatievaartuigen";PM10;2006;0.052
3793;"Binnenvaart; recreatievaartuigen";PM10;2007;0.052
3794;"Binnenvaart; recreatievaartuigen";PM10;2008;0.052
3795;"Binnenvaart; recreatievaartuigen";PM10;2009;0.052
3796;"Binnenvaart; recreatievaartuigen";PM10;2010;0.051
3797;"Binnenvaart; recreatievaartuigen";PM10;2011;0.051
3798;"Binnenvaart; recreatievaartuigen";PM10;2012;0.051
3799;"Binnenvaart; recreatievaartuigen";PM10;2013;0.05
3800;"Binnenvaart; recreatievaartuigen";PM10;2014;0.05
3801;"Binnenvaart; recreatievaartuigen";PM10;2015;0.05
3802;"Binnenvaart; recreatievaartuigen";PM10;2016;0.05
3803;"Binnenvaart; recreatievaartuigen";PM10;2017;0.05
3804;"Binnenvaart; recreatievaartuigen";PM10;2018;0.05
3805;"Binnenvaart; recreatievaartuigen";PM10;2019;0.05
3806;"Binnenvaart; recreatievaartuigen";PM10;2020;0.039
3807;"Binnenvaart; recreatievaartuigen";PM10;2021;0.039
3808;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);1990;0.046
3809;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);1991;0.042
3810;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);1992;0.042
3811;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);1993;0.048
