ID;Heffingen;Perioden;BenzineOngelood_1;Dieselolie_2;LPG_3;CNG_4;PropaanButaan_5;Huisbrandolie_6;Petroleum_7;k_800M3_8;k_8005000M3_9;k_5000170000M3_10;k_1700001MlnM3_11;k_1Mln10MlnM3_12;k_10mlnM3NietZakelijkVerbruik_13;k_10MlnM3ZakelijkVerbruik_14;GroenGas5000M3_15;GroenGas5000TM10MlnM3_16;GroenGas10MlnM3_17;HoogovenCokesovenKolenRaffinGas_18;Steenkool_19;ZwareStookolie_20;KVGas_21;Uranium235_22;Petroleumcokes_23;VloeibareBrandstof_24;GasvormigeBrandstof_25;k_08MWh_26;k_0810MWh_27;k_1050MWh_28;k_50MWh10000MWh_29;k_10MlnKWhNietZakelijkVerbruik_30;k_10MlnKWhZakelijkVerbruik_31;GroeneStroom10MWh_32;GroeneStroom10MWh_33
111;Brandstoffenbelasting;2011 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
112;Brandstoffenbelasting;2012 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;13.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
113;Brandstoffenbelasting;2013 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;14.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
114;Brandstoffenbelasting;2013 april;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;14.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
115;Brandstoffenbelasting;2014 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;14.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
116;Brandstoffenbelasting;2015 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
117;EnergieBelasting;1993 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;EnergieBelasting;1993 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;EnergieBelasting;1994 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;EnergieBelasting;1994 februari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;EnergieBelasting;1995 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;EnergieBelasting;1996 januari;0.0;0.0;0.0;;15.25;12.89;12.8;0.0;14.52;14.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
123;EnergieBelasting;1996 juni;0.0;0.0;0.0;;15.25;12.89;12.8;0.0;14.52;14.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
124;EnergieBelasting;1997 januari;0.0;0.0;0.0;;30.49;25.77;25.59;0.0;29.04;29.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
125;EnergieBelasting;1997 maart;0.0;0.0;0.0;;30.49;25.77;25.59;0.0;29.04;29.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
126;EnergieBelasting;1997 juli;0.0;0.0;0.0;;30.49;25.77;25.59;0.0;29.04;29.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
127;EnergieBelasting;1998 januari;0.0;0.0;0.0;;45.79;38.71;38.39;0.0;43.25;43.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
128;EnergieBelasting;1998 juni;0.0;0.0;0.0;;45.79;38.71;38.39;0.0;43.25;43.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.39;13.39;0.0;0.0;0.0;0.0;0.0
129;EnergieBelasting;1999 januari;0.0;0.0;0.0;;68.63;58.02;57.54;0.0;72.51;47.37;3.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.46;14.66;1.0;0.0;0.0;0.0;0.0
130;EnergieBelasting;2000 januari;0.0;0.0;0.0;;94.3;79.68;79.09;0.0;94.48;51.91;6.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.21;16.06;2.18;0.0;0.0;0.0;0.0
131;EnergieBelasting;2001 januari;0.0;0.0;0.0;;150.88;127.56;126.49;120.25;120.25;56.18;10.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.31;58.31;19.38;5.94;0.0;0.0;0.0;0.0
132;EnergieBelasting;2001 maart;0.0;0.0;0.0;;150.88;127.56;126.49;120.25;120.25;56.18;10.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.31;58.31;19.38;5.94;0.0;0.0;0.0;0.0
133;EnergieBelasting;2001 april;0.0;0.0;0.0;;150.88;127.56;126.49;120.25;120.25;56.18;10.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.31;58.31;19.38;5.94;0.0;0.0;0.0;0.0
134;EnergieBelasting;2001 mei;0.0;0.0;0.0;;150.88;127.56;126.49;120.25;120.25;56.18;10.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.31;58.31;19.38;5.94;0.0;0.0;0.0;0.0
135;EnergieBelasting;2002 januari;0.0;0.0;0.0;;155.56;131.51;130.41;124.0;124.0;57.9;10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.1;60.1;20.0;6.1;0.0;0.0;0.0;0.0
136;EnergieBelasting;2002 oktober;0.0;0.0;0.0;;155.56;131.51;130.41;124.0;124.0;57.9;10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.1;60.1;20.0;6.1;0.0;0.0;0.0;0.0
137;EnergieBelasting;2003 januari;0.0;0.0;0.0;;161.16;136.24;135.1;128.5;128.5;60.0;11.1;0.0;0.0;0.0;45.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.9;63.9;20.7;6.3;0.0;0.0;17.5;0.0
138;EnergieBelasting;2003 juli;0.0;0.0;0.0;;161.16;136.24;135.1;128.5;128.5;60.0;11.1;0.0;0.0;0.0;45.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.9;63.9;20.7;6.3;0.0;0.0;34.9;0.0
139;EnergieBelasting;2004 januari;0.0;0.0;0.0;;182.38;154.04;152.77;142.9;142.9;72.7;22.7;11.3;10.6;7.5;57.7;11.3;7.5;124.24;0.0;0.0;490.64;0.0;0.0;0.0;0.0;65.4;65.4;21.2;6.5;1.0;0.5;35.7;0.0
140;EnergieBelasting;2004 juli;0.0;0.0;0.0;;182.38;154.04;152.77;142.9;142.9;72.7;22.7;11.3;10.6;7.5;57.7;11.3;7.5;124.24;0.0;0.0;490.64;0.0;0.0;0.0;0.0;65.4;65.4;21.2;6.5;1.0;0.5;50.4;0.0
141;EnergieBelasting;2004 oktober;0.0;0.0;0.0;;182.38;154.04;152.77;142.9;142.9;72.7;22.7;11.3;10.6;7.5;57.7;11.3;7.5;124.24;0.0;0.0;490.64;0.0;0.0;0.0;0.0;65.4;65.4;21.2;6.5;1.0;0.5;50.4;0.0
142;EnergieBelasting;2005 januari;0.0;0.0;0.0;;190.68;161.05;159.72;149.4;149.4;101.9;31.1;11.5;10.7;7.6;;;;125.98;0.0;0.0;497.51;0.0;0.0;0.0;0.0;69.9;69.9;26.3;8.6;1.0;0.5;;0.0
143;EnergieBelasting;2005 juli;0.0;0.0;0.0;;190.68;161.05;159.72;149.4;149.4;101.9;31.1;11.5;10.7;7.6;;;;125.98;0.0;0.0;497.51;0.0;0.0;0.0;0.0;69.9;69.9;26.3;8.6;1.0;0.5;;0.0
144;EnergieBelasting;2006 januari;0.0;0.0;0.0;;192.4;162.5;161.16;150.7;150.7;123.8;34.0;11.6;10.8;7.7;;;;127.11;0.0;0.0;501.99;0.0;0.0;0.0;0.0;70.5;70.5;34.3;9.4;1.0;0.5;;0.0
145;EnergieBelasting;2007 januari;0.0;0.0;0.0;30.0;195.48;165.1;163.74;153.1;153.1;134.2;37.2;11.8;11.0;7.8;;;;129.14;0.0;0.0;510.02;0.0;0.0;0.0;0.0;71.6;71.6;36.9;10.2;1.0;0.5;;0.0
146;EnergieBelasting;2008 januari;0.0;0.0;0.0;30.5;198.41;167.58;166.2;155.4;155.4;136.2;37.8;12.0;11.2;7.9;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.7;72.7;37.5;10.4;1.0;0.5;;0.0
147;EnergieBelasting;2008 juli;0.0;0.0;0.0;30.5;198.41;167.58;166.2;155.4;155.4;136.2;37.8;12.0;11.2;7.9;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.2;75.2;37.5;10.4;1.0;0.5;;0.0
148;EnergieBelasting;2009 januari;0.0;0.0;0.0;31.0;201.78;170.43;169.03;158.0;158.0;138.5;38.4;12.2;11.4;8.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.5;108.5;39.8;10.6;1.0;0.5;;0.0
149;EnergieBelasting;2010 januari;0.0;0.0;0.0;31.6;0.0;0.0;0.0;162.9;162.9;141.1;39.1;12.4;11.6;8.2;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.4;111.4;40.6;10.8;1.0;0.5;;0.0
150;EnergieBelasting;2011 januari;0.0;0.0;0.0;31.8;0.0;0.0;0.0;163.9;163.9;141.9;39.3;12.5;11.7;8.2;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.1;112.1;40.8;10.9;1.0;0.5;;0.0
151;EnergieBelasting;2012 januari;0.0;0.0;0.0;63.9;0.0;0.0;0.0;166.7;166.7;144.3;40.0;12.7;11.9;8.3;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;114.0;41.5;11.1;1.0;0.5;;0.0
152;EnergieBelasting;2013 januari;0.0;0.0;0.0;95.9;0.0;0.0;0.0;186.2;186.2;186.2;43.9;16.0;11.5;11.5;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.5;116.5;42.4;11.3;1.0;0.5;;0.0
153;EnergieBelasting;2013 april;0.0;0.0;0.0;95.9;0.0;0.0;0.0;186.2;186.2;186.2;43.9;16.0;11.5;11.5;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.5;116.5;42.4;11.3;1.0;0.5;;0.0
154;EnergieBelasting;2014 januari;0.0;0.0;0.0;128.0;0.0;0.0;0.0;189.4;189.4;189.4;44.6;16.3;11.7;11.7;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.5;118.5;43.1;11.5;1.0;0.5;;0.0
155;EnergieBelasting;2015 januari;0.0;0.0;0.0;160.0;0.0;0.0;0.0;191.1;191.1;191.1;67.7;24.7;11.8;11.8;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.6;119.6;46.9;12.5;1.0;0.5;;0.0
156;Voorraadheffing;1993 januari;4.54;4.54;0.0;;0.0;4.54;4.54;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
157;Voorraadheffing;1993 augustus;6.13;6.13;0.0;;0.0;6.13;6.13;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
158;Voorraadheffing;1994 januari;6.13;6.13;0.0;;0.0;6.13;6.13;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
159;Voorraadheffing;1994 februari;6.13;6.13;0.0;;0.0;6.13;6.13;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
160;Voorraadheffing;1995 januari;6.13;6.13;0.0;;0.0;6.13;6.13;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
161;Voorraadheffing;1996 januari;6.13;6.13;0.0;;0.0;6.13;6.13;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
162;Voorraadheffing;1996 juni;5.67;5.67;0.0;;0.0;5.67;5.67;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
163;Voorraadheffing;1997 januari;5.67;5.67;0.0;;0.0;5.67;5.67;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
164;Voorraadheffing;1997 maart;5.67;5.67;0.0;;0.0;5.67;5.67;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
165;Voorraadheffing;1997 juli;5.67;5.67;0.0;;0.0;5.67;5.67;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
166;Voorraadheffing;1998 januari;5.67;5.67;0.0;;0.0;5.67;5.67;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
167;Voorraadheffing;1998 juni;4.99;4.99;0.0;;0.0;4.99;4.99;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
168;Voorraadheffing;1999 januari;4.99;4.99;0.0;;0.0;4.99;4.99;;;;;;;;;;;;;4.54;;;;;;;;;;;;;
169;Voorraadheffing;2000 januari;4.99;4.99;0.0;;0.0;4.99;4.99;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
170;Voorraadheffing;2001 januari;4.99;4.99;0.0;;0.0;4.99;4.99;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
171;Voorraadheffing;2001 maart;4.99;4.99;0.0;;0.0;4.99;4.99;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
172;Voorraadheffing;2001 april;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
173;Voorraadheffing;2001 mei;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
174;Voorraadheffing;2002 januari;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
175;Voorraadheffing;2002 oktober;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
176;Voorraadheffing;2003 januari;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
177;Voorraadheffing;2003 juli;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
178;Voorraadheffing;2004 januari;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
179;Voorraadheffing;2004 juli;5.9;5.9;5.9;;5.9;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
180;Voorraadheffing;2004 oktober;5.3;5.3;5.3;;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
181;Voorraadheffing;2005 januari;5.3;5.3;5.3;;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
182;Voorraadheffing;2005 juli;5.3;5.3;5.3;;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
183;Voorraadheffing;2006 januari;5.3;5.3;5.3;;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
184;Voorraadheffing;2007 januari;5.3;5.3;5.3;0.0;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
185;Voorraadheffing;2008 januari;5.3;5.3;5.3;0.0;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
186;Voorraadheffing;2008 juli;5.3;5.3;5.3;0.0;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
187;Voorraadheffing;2009 januari;5.3;5.3;5.3;0.0;5.3;5.3;5.3;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
188;Voorraadheffing;2010 januari;5.9;5.9;5.9;0.0;0.0;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
189;Voorraadheffing;2011 januari;5.9;5.9;5.9;0.0;0.0;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
190;Voorraadheffing;2012 januari;5.9;5.9;5.9;0.0;0.0;5.9;5.9;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
191;Voorraadheffing;2013 januari;5.9;5.9;5.9;0.0;0.0;0.0;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
192;Voorraadheffing;2013 april;8.0;8.0;8.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
193;Voorraadheffing;2014 januari;8.0;8.0;8.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
194;Voorraadheffing;2015 januari;8.0;8.0;8.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;
195;MAP-toeslag;1993 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
196;MAP-toeslag;1993 augustus;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
197;MAP-toeslag;1994 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
198;MAP-toeslag;1994 februari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
199;MAP-toeslag;1995 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
200;MAP-toeslag;1996 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
201;MAP-toeslag;1996 juni;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
202;MAP-toeslag;1997 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
203;MAP-toeslag;1997 maart;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
204;MAP-toeslag;1997 juli;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
205;MAP-toeslag;1998 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
206;MAP-toeslag;1998 juni;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
207;MAP-toeslag;1999 januari;;;;;;;;2.72;2.72;2.72;2.72;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
208;MAP-toeslag;2000 januari;;;;;;;;2.27;2.27;2.27;2.27;0.0;0.0;0.0;;;;;;;;;;;;1.36;1.36;1.36;0.0;0.0;0.0;;
209;MAP-toeslag;2001 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;MAP-toeslag;2001 maart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;MAP-toeslag;2001 april;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;MAP-toeslag;2001 mei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;MAP-toeslag;2002 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;MAP-toeslag;2002 oktober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;MAP-toeslag;2003 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;MAP-toeslag;2003 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;MAP-toeslag;2004 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;MAP-toeslag;2004 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;MAP-toeslag;2004 oktober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;MAP-toeslag;2005 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;MAP-toeslag;2005 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;MAP-toeslag;2006 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;MAP-toeslag;2007 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;MAP-toeslag;2008 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;MAP-toeslag;2008 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;MAP-toeslag;2009 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;MAP-toeslag;2010 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;MAP-toeslag;2011 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;MAP-toeslag;2012 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;MAP-toeslag;2013 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;MAP-toeslag;2013 april;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;MAP-toeslag;2014 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;MAP-toeslag;2015 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Temperatuurcorrectie;1993 januari;1.98;0.88;;;;0.21;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Temperatuurcorrectie;1993 augustus;1.99;0.89;;;;0.21;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Temperatuurcorrectie;1994 januari;2.21;1.01;;;;0.21;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Temperatuurcorrectie;1994 februari;2.21;1.01;;;;0.21;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Temperatuurcorrectie;1995 januari;2.21;1.01;;;;0.21;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Temperatuurcorrectie;1996 januari;2.26;1.03;;;;0.25;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Temperatuurcorrectie;1996 juni;2.26;1.03;;;;0.25;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Temperatuurcorrectie;1997 januari;2.28;1.04;;;;0.29;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Temperatuurcorrectie;1997 maart;2.27;1.04;;;;0.29;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;
243;Temperatuurcorrectie;1997 juli;2.49;1.12;;;;0.29;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;
244;Temperatuurcorrectie;1998 januari;2.49;1.12;;;;0.34;0.38;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Temperatuurcorrectie;1998 juni;2.48;1.11;;;;0.34;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;
246;Temperatuurcorrectie;1999 januari;2.54;1.13;;;;0.4;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Temperatuurcorrectie;2000 januari;2.57;1.15;;;;0.47;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Temperatuurcorrectie;2001 januari;2.61;1.17;;;;0.63;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Temperatuurcorrectie;2001 maart;2.61;1.04;;;;0.63;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Temperatuurcorrectie;2001 april;2.62;1.05;;;;0.63;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
251;Temperatuurcorrectie;2001 mei;2.62;1.13;;;;0.63;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
252;Temperatuurcorrectie;2002 januari;2.7;1.13;;;;0.64;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Temperatuurcorrectie;2002 oktober;2.64;1.08;;;;0.64;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Temperatuurcorrectie;2003 januari;2.73;1.12;;;;0.66;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Temperatuurcorrectie;2003 juli;2.73;1.12;;;;0.66;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Temperatuurcorrectie;2004 januari;2.85;1.19;;;;0.67;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Temperatuurcorrectie;2004 juli;2.85;1.19;;;;0.67;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Temperatuurcorrectie;2004 oktober;2.84;1.19;;;;0.67;0.74;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Temperatuurcorrectie;2005 januari;2.88;1.2;;;;0.69;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Temperatuurcorrectie;2005 juli;2.88;1.2;;;;0.69;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;
261;Temperatuurcorrectie;2006 januari;2.88;1.2;;;;0.69;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;
262;Temperatuurcorrectie;2007 januari;2.93;1.22;;;;0.71;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
263;Temperatuurcorrectie;2008 januari;2.97;1.24;;;;0.72;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Temperatuurcorrectie;2008 juli;2.97;1.34;;;;0.72;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Temperatuurcorrectie;2009 januari;3.02;1.36;;;;0.83;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Temperatuurcorrectie;2010 januari;3.08;1.39;;;;0.85;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Temperatuurcorrectie;2011 januari;0.0;0.0;;;;0.85;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Temperatuurcorrectie;2012 januari;0.0;0.0;;;;0.87;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;
269;Temperatuurcorrectie;2013 januari;0.0;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;
