ID;Heffingen;Perioden;BenzineOngelood_1;Dieselolie_2;LPG_3;CNG_4;PropaanButaan_5;Huisbrandolie_6;Petroleum_7;k_800M3_8;k_8005000M3_9;k_5000170000M3_10;k_1700001MlnM3_11;k_1Mln10MlnM3_12;k_10mlnM3NietZakelijkVerbruik_13;k_10MlnM3ZakelijkVerbruik_14;GroenGas5000M3_15;GroenGas5000TM10MlnM3_16;GroenGas10MlnM3_17;HoogovenCokesovenKolenRaffinGas_18;Steenkool_19;ZwareStookolie_20;KVGas_21;Uranium235_22;Petroleumcokes_23;VloeibareBrandstof_24;GasvormigeBrandstof_25;k_08MWh_26;k_0810MWh_27;k_1050MWh_28;k_50MWh10000MWh_29;k_10MlnKWhNietZakelijkVerbruik_30;k_10MlnKWhZakelijkVerbruik_31;GroeneStroom10MWh_32;GroeneStroom10MWh_33
16;Totaal heffingen;2001 april;610.93;321.41;125.52;;172.65;193.93;192.84;130.6;130.6;66.52;20.78;10.35;6.76;6.76;0.0;0.0;0.0;113.59;11.22;31.04;448.58;0.0;0.0;0.0;0.0;58.31;58.31;19.38;5.94;0.0;0.0;0.0;0.0
17;Totaal heffingen;2001 mei;610.93;346.45;125.52;;172.65;193.93;192.84;130.6;130.6;66.52;20.78;10.35;6.76;6.76;0.0;0.0;0.0;113.59;11.22;31.04;448.58;0.0;0.0;0.0;0.0;58.31;58.31;19.38;5.94;0.0;0.0;0.0;0.0
18;Totaal heffingen;2002 januari;629.68;346.26;126.01;;177.81;198.31;197.18;134.6;134.6;68.5;21.3;10.6;7.0;7.0;0.0;0.0;0.0;117.11;11.57;31.53;462.49;0.0;0.0;0.0;0.0;60.1;60.1;20.0;6.1;0.0;0.0;0.0;0.0
19;Totaal heffingen;2002 oktober;616.01;332.18;101.11;;177.81;198.31;197.18;134.6;134.6;68.5;21.3;10.6;7.0;7.0;0.0;0.0;0.0;117.11;11.57;31.53;462.49;0.0;0.0;0.0;0.0;60.1;60.1;20.0;6.1;0.0;0.0;0.0;0.0
20;Totaal heffingen;2003 januari;637.97;343.92;101.7;;184.0;203.55;202.38;139.5;139.5;71.0;22.1;11.0;7.3;7.3;45.3;0.0;0.0;121.33;11.99;32.11;479.14;0.0;0.0;0.0;0.0;63.9;63.9;20.7;6.3;0.0;0.0;17.5;0.0
21;Totaal heffingen;2003 juli;637.97;343.92;101.7;;184.0;203.55;202.38;139.5;139.5;71.0;22.1;11.0;7.3;7.3;45.3;0.0;0.0;121.33;11.99;32.11;479.14;0.0;0.0;0.0;0.0;63.9;63.9;20.7;6.3;0.0;0.0;34.9;0.0
22;Totaal heffingen;2004 januari;667.62;366.96;102.11;;188.28;207.17;205.97;142.9;142.9;72.7;22.7;11.3;10.6;7.5;57.7;11.3;7.5;124.24;12.28;32.51;490.64;0.0;0.0;0.0;0.0;65.4;65.4;21.2;6.5;1.0;0.5;35.7;0.0
23;Totaal heffingen;2004 juli;667.62;366.96;102.11;;188.28;207.17;205.97;142.9;142.9;72.7;22.7;11.3;10.6;7.5;57.7;11.3;7.5;124.24;12.28;32.51;490.64;0.0;0.0;0.0;0.0;65.4;65.4;21.2;6.5;1.0;0.5;50.4;0.0
24;Totaal heffingen;2004 oktober;667.02;366.36;101.51;;187.68;206.57;205.37;142.9;142.9;72.7;22.7;11.3;10.6;7.5;57.7;11.3;7.5;124.24;12.28;32.51;490.64;0.0;0.0;0.0;0.0;65.4;65.4;21.2;6.5;1.0;0.5;50.4;0.0
25;Totaal heffingen;2005 januari;676.28;371.41;101.51;;195.98;213.6;212.35;149.4;149.4;101.9;31.1;11.5;10.7;7.6;;;;125.98;12.28;32.51;497.51;0.0;0.0;0.0;0.0;69.9;69.9;26.3;8.6;1.0;0.5;;0.0
26;Totaal heffingen;2005 juli;676.28;371.41;101.51;;195.98;213.6;212.35;149.4;149.4;101.9;31.1;11.5;10.7;7.6;;;;125.98;12.28;32.51;497.51;0.0;0.0;0.0;0.0;69.9;69.9;26.3;8.6;1.0;0.5;;0.0
27;Totaal heffingen;2006 januari;676.28;371.41;101.51;;197.7;215.05;213.79;150.7;150.7;123.8;34.0;11.6;10.8;7.7;;;;127.11;12.56;32.51;501.99;0.0;0.0;0.0;0.0;70.5;70.5;34.3;9.4;1.0;0.5;;0.0
28;Totaal heffingen;2007 januari;687.02;377.27;101.51;30.0;200.78;217.67;216.4;153.1;153.1;134.2;37.2;11.8;11.0;7.8;;;;129.14;12.76;32.51;510.02;0.0;0.0;0.0;0.0;71.6;71.6;36.9;10.2;1.0;0.5;;0.0
29;Totaal heffingen;2008 januari;697.24;382.84;101.51;30.5;203.71;220.16;218.87;155.4;155.4;136.2;37.8;12.0;11.2;7.9;;;;0.0;12.95;32.51;0.0;0.0;0.0;0.0;0.0;72.7;72.7;37.5;10.4;1.0;0.5;;0.0
30;Totaal heffingen;2008 juli;697.24;412.94;129.5;30.5;203.71;220.16;218.87;155.4;155.4;136.2;37.8;12.0;11.2;7.9;;;;0.0;12.95;32.51;0.0;0.0;0.0;0.0;0.0;75.2;75.2;37.5;10.4;1.0;0.5;;0.0
31;Totaal heffingen;2009 januari;709.0;419.86;131.37;31.0;207.08;254.42;253.13;158.0;158.0;138.5;38.4;12.2;11.4;8.0;;;;0.0;13.17;33.06;0.0;0.0;0.0;0.0;0.0;108.5;108.5;39.8;10.6;1.0;0.5;;0.0
32;Totaal heffingen;2010 januari;722.98;428.39;160.02;31.6;0.0;259.76;259.87;162.9;162.9;141.1;39.1;12.4;11.6;8.2;;;;0.0;13.42;33.69;0.0;0.0;0.0;0.0;0.0;111.4;111.4;40.6;10.8;1.0;0.5;;0.0
33;Totaal heffingen;2011 januari;724.2;429.5;160.94;31.8;0.0;261.28;261.4;163.9;163.9;141.9;39.3;12.5;11.7;8.2;;;;0.0;13.5;33.89;0.0;0.0;0.0;0.0;0.0;112.1;112.1;40.8;10.9;1.0;0.5;;0.0
34;Totaal heffingen;2012 januari;736.4;436.7;173.44;63.9;0.0;265.63;265.63;166.7;166.7;144.3;40.0;12.7;11.9;8.3;;;;0.0;13.73;34.47;0.0;0.0;0.0;0.0;0.0;114.0;114.0;41.5;11.1;1.0;0.5;;0.0
35;Totaal heffingen;2013 januari;752.5;446.2;185.94;95.9;0.0;0.0;0.0;188.5;188.5;188.5;44.8;16.3;11.7;11.7;;;;0.0;14.03;35.23;0.0;0.0;0.0;0.0;0.0;117.6;117.6;43.8;11.7;1.02;0.52;;0.0
36;Totaal heffingen;2013 april;754.6;448.3;188.04;95.9;0.0;0.0;0.0;188.5;188.5;188.5;44.8;16.3;11.7;11.7;;;;0.0;14.03;35.23;0.0;0.0;0.0;0.0;0.0;117.6;117.6;43.8;11.7;1.02;0.52;;0.0
37;Totaal heffingen;2014 januari;767.24;485.76;330.17;128.0;0.0;0.0;0.0;194.0;194.0;194.0;46.3;16.8;12.1;12.1;;;;0.0;14.27;35.83;0.0;0.0;0.0;0.0;0.0;120.8;120.8;45.8;12.2;1.03;0.53;;0.0
38;Totaal heffingen;2015 januari;774.07;490.06;342.67;160.0;0.0;0.0;0.0;198.5;198.5;198.5;70.5;25.5;12.4;12.4;;;;0.0;14.4;36.15;0.0;0.0;0.0;0.0;0.0;123.2;123.2;51.5;13.7;1.06;0.56;;0.0
39;Accijns;1993 januari;440.85;251.94;0.0;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
40;Accijns;1993 augustus;440.85;251.94;0.0;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
41;Accijns;1994 januari;490.76;288.24;0.0;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
42;Accijns;1994 februari;490.76;288.24;35.72;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
43;Accijns;1995 januari;490.76;288.24;35.72;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
44;Accijns;1996 januari;501.56;294.59;35.72;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
45;Accijns;1996 juni;501.56;294.59;35.72;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
46;Accijns;1997 januari;508.6;298.72;35.72;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
47;Accijns;1997 maart;508.6;298.72;35.72;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
48;Accijns;1997 juli;558.51;321.41;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
49;Accijns;1998 januari;558.51;321.41;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
50;Accijns;1998 juni;558.51;321.41;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
51;Accijns;1999 januari;570.22;328.17;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
52;Accijns;2000 januari;579.93;333.76;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
53;Accijns;2001 januari;590.37;339.75;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
54;Accijns;2001 maart;590.37;301.08;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
55;Accijns;2001 april;590.37;301.17;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
56;Accijns;2001 mei;590.37;326.13;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
57;Accijns;2002 januari;608.67;325.53;103.76;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
58;Accijns;2002 oktober;595.06;311.5;78.86;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
59;Accijns;2003 januari;616.48;322.71;78.86;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
60;Accijns;2003 juli;616.48;322.71;78.86;;0.0;46.56;46.56;;;;;;;;;;;;;15.54;;;;;;;;;;;;;
61;Accijns;2004 januari;658.88;359.87;96.21;;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
62;Accijns;2004 juli;658.88;359.87;96.21;;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
63;Accijns;2004 oktober;658.88;359.87;96.21;;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
64;Accijns;2005 januari;668.1;364.91;96.21;;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
65;Accijns;2005 juli;668.1;364.91;96.21;;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
66;Accijns;2006 januari;668.1;364.91;96.21;;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
67;Accijns;2007 januari;678.79;370.75;96.21;0.0;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
68;Accijns;2008 januari;688.97;376.3;96.21;0.0;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
69;Accijns;2008 juli;688.97;406.3;124.2;0.0;0.0;46.56;46.56;;;;;;;;;;;;;32.51;;;;;;;;;;;;;
70;Accijns;2009 januari;700.68;413.2;126.07;0.0;0.0;77.86;77.86;;;;;;;;;;;;;33.06;;;;;;;;;;;;;
71;Accijns;2010 januari;714.0;421.1;154.12;0.0;0.0;253.01;253.01;;;;;;;;;;;;;33.69;;;;;;;;;;;;;
72;Accijns;2011 januari;718.3;423.6;155.04;0.0;0.0;254.53;254.53;;;;;;;;;;;;;33.89;;;;;;;;;;;;;
73;Accijns;2012 januari;730.5;430.8;167.54;0.0;0.0;258.86;258.86;;;;;;;;;;;;;34.47;;;;;;;;;;;;;
74;Accijns;2013 januari;746.6;440.3;180.04;0.0;0.0;0.0;0.0;;;;;;;;;;;;;35.23;;;;;;;;;;;;;
75;Accijns;2013 april;746.6;440.3;180.04;0.0;0.0;0.0;0.0;;;;;;;;;;;;;35.23;;;;;;;;;;;;;
76;Accijns;2014 januari;759.24;477.76;322.17;0.0;0.0;0.0;0.0;;;;;;;;;;;;;35.83;;;;;;;;;;;;;
77;Accijns;2015 januari;766.07;482.06;334.67;0.0;0.0;0.0;0.0;;;;;;;;;;;;;36.15;;;;;;;;;;;;;
78;Brandstoffenbelasting;1993 januari;10.94;12.07;14.44;;14.44;12.07;12.03;9.43;9.43;9.43;9.43;9.43;6.2;6.2;0.0;0.0;0.0;100.09;10.27;14.09;0.0;0.0;14.08;14.09;100.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Brandstoffenbelasting;1993 augustus;10.94;12.07;14.44;;14.44;12.07;12.03;9.43;9.43;9.43;9.43;9.43;6.2;6.2;0.0;0.0;0.0;100.09;10.27;14.09;0.0;0.0;14.08;14.09;100.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;Brandstoffenbelasting;1994 januari;10.94;12.07;14.44;;14.44;12.07;12.03;9.43;9.43;9.43;9.43;9.43;6.2;6.2;0.0;0.0;0.0;100.09;10.27;14.09;0.0;0.0;14.08;14.09;100.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;Brandstoffenbelasting;1994 februari;10.94;12.07;14.44;;14.44;12.07;12.03;9.43;9.43;9.43;9.43;9.43;6.2;6.2;0.0;0.0;0.0;100.09;10.27;14.09;0.0;0.0;14.08;14.09;100.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;Brandstoffenbelasting;1995 januari;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;0.0;0.0;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83;Brandstoffenbelasting;1996 januari;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;0.0;0.0;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Brandstoffenbelasting;1996 juni;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;0.0;0.0;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;Brandstoffenbelasting;1997 januari;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;0.0;14.5;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;Brandstoffenbelasting;1997 maart;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;0.0;14.5;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;Brandstoffenbelasting;1997 juli;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;0.0;14.5;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;Brandstoffenbelasting;1998 januari;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;424.37;14.5;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;Brandstoffenbelasting;1998 juni;11.39;12.57;15.01;;15.01;12.57;12.48;9.78;9.78;9.78;9.78;9.78;6.4;6.4;0.0;0.0;0.0;107.46;10.61;14.67;424.37;14.5;14.73;14.67;107.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;Brandstoffenbelasting;1999 januari;11.63;12.83;15.32;;15.32;12.83;12.74;9.98;9.98;9.98;9.98;9.98;6.53;6.53;0.0;0.0;0.0;109.72;10.83;14.98;433.28;14.5;15.04;14.98;109.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;Brandstoffenbelasting;2000 januari;11.83;13.05;15.58;;15.58;13.05;12.96;10.16;10.16;10.16;10.16;10.16;6.63;6.63;0.0;0.0;0.0;111.58;11.02;15.23;440.65;14.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;Brandstoffenbelasting;2001 januari;12.04;13.29;15.86;;15.86;13.29;13.19;10.35;10.35;10.35;10.35;10.35;6.76;6.76;0.0;0.0;0.0;113.59;11.22;15.51;448.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Brandstoffenbelasting;2001 maart;12.04;13.29;15.86;;15.86;13.29;13.19;10.35;10.35;10.35;10.35;10.35;6.76;6.76;0.0;0.0;0.0;113.59;11.22;15.51;448.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;Brandstoffenbelasting;2001 april;12.04;13.29;15.86;;15.86;13.29;13.19;10.35;10.35;10.35;10.35;10.35;6.76;6.76;0.0;0.0;0.0;113.59;11.22;15.51;448.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;Brandstoffenbelasting;2001 mei;12.04;13.29;15.86;;15.86;13.29;13.19;10.35;10.35;10.35;10.35;10.35;6.76;6.76;0.0;0.0;0.0;113.59;11.22;15.51;448.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;Brandstoffenbelasting;2002 januari;12.41;13.7;16.35;;16.35;13.7;13.6;10.6;10.6;10.6;10.6;10.6;7.0;7.0;0.0;0.0;0.0;117.11;11.57;15.99;462.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;Brandstoffenbelasting;2002 oktober;12.41;13.7;16.35;;16.35;13.7;13.6;10.6;10.6;10.6;10.6;10.6;7.0;7.0;0.0;0.0;0.0;117.11;11.57;15.99;462.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;Brandstoffenbelasting;2003 januari;12.86;14.19;16.94;;16.94;14.19;14.09;11.0;11.0;11.0;11.0;11.0;7.3;7.3;0.0;0.0;0.0;121.33;11.99;16.57;479.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;Brandstoffenbelasting;2003 juli;12.86;14.19;16.94;;16.94;14.19;14.09;11.0;11.0;11.0;11.0;11.0;7.3;7.3;0.0;0.0;0.0;121.33;11.99;16.57;479.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Brandstoffenbelasting;2004 januari;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Brandstoffenbelasting;2004 juli;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102;Brandstoffenbelasting;2004 oktober;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Brandstoffenbelasting;2005 januari;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;12.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
104;Brandstoffenbelasting;2005 juli;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;12.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
105;Brandstoffenbelasting;2006 januari;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;12.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
106;Brandstoffenbelasting;2007 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;12.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
107;Brandstoffenbelasting;2008 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;12.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
108;Brandstoffenbelasting;2008 juli;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;12.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
109;Brandstoffenbelasting;2009 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;13.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
110;Brandstoffenbelasting;2010 januari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;13.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
