ID;StedelijkheidBuurt;RegioS;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenVanVermogensmisdrijven_2;VerdachtenVernielingEnOpenbareOrde_3;VerdachtenVanGeweldsmisdrijven_4;VerdachtenVanVerkeersmisdrijven_5;VerdachtenVanDrugsmisdrijven_6;VerdachtenVanVuurwapenmisdrijven_7;TotaalVerdachtenVanMisdrijven_8;VerdachtenVanVermogensmisdrijven_9;VerdachtenVernielingEnOpenbareOrde_10;VerdachtenVanGeweldsmisdrijven_11;VerdachtenVanVerkeersmisdrijven_12;VerdachtenVanDrugsmisdrijven_13;VerdachtenVanVuurwapenmisdrijven_14;TotaalVerdachtenVanMisdrijven_15;VerdachtenVanVermogensmisdrijven_16;VerdachtenVernielingEnOpenbareOrde_17;VerdachtenVanGeweldsmisdrijven_18;VerdachtenVanVerkeersmisdrijven_19;VerdachtenVanDrugsmisdrijven_20;TotaalVerdachtenVanMisdrijven_21;VerdachtenVanVermogensmisdrijven_22;VerdachtenVernielingEnOpenbareOrde_23;VerdachtenVanGeweldsmisdrijven_24;VerdachtenVanVerkeersmisdrijven_25;VerdachtenVanDrugsmisdrijven_26
0;Stedelijkheid;Nederland;1999;;;;;;;;;;;;;;;166750.0;63050.0;28960.0;35020.0;46240.0;10230.0;104.0;37.0;19.0;23.0;31.0;5.0
1;Stedelijkheid;Nederland;2000;;;;;;;;;;;;;;;159250.0;57530.0;28070.0;34510.0;44890.0;9350.0;102.0;34.0;19.0;23.0;31.0;5.0
2;Stedelijkheid;Nederland;2001;;;;;;;;;;;;;;;174270.0;61320.0;30610.0;39830.0;47590.0;11870.0;109.0;35.0;20.0;27.0;32.0;6.0
3;Stedelijkheid;Nederland;2002;;;;;;;;;;;;;;;194050.0;66760.0;35000.0;45730.0;52020.0;14510.0;120.0;37.0;23.0;30.0;35.0;7.0
4;Stedelijkheid;Nederland;2003;;;;;;;;;;;;;;;214640.0;70100.0;39070.0;52910.0;56780.0;17490.0;133.0;40.0;25.0;35.0;38.0;9.0
5;Stedelijkheid;Nederland;2004;;;;;;;;;;;;;;;230770.0;73900.0;43510.0;59810.0;57600.0;20640.0;144.0;43.0;28.0;40.0;38.0;10.0
6;Stedelijkheid;Nederland;2005;;;;;;;;;;;;;;;238390.0;74440.0;46460.0;65110.0;58600.0;20310.0;150.0;44.0;30.0;43.0;39.0;11.0
7;Stedelijkheid;Nederland;2006;;;;;;;;;;;;;;;241150.0;73030.0;47500.0;67420.0;60480.0;20300.0;153.0;44.0;31.0;45.0;40.0;11.0
8;Stedelijkheid;Nederland;2007;;;;;;;;;;;;;;;245120.0;72050.0;49900.0;69550.0;62690.0;19800.0;154.0;43.0;32.0;46.0;41.0;11.0
9;Stedelijkheid;Nederland;2008;;;;;;;;;;;;;;;232000.0;69310.0;44950.0;66150.0;59450.0;18410.0;144.0;41.0;29.0;43.0;38.0;10.0
10;Stedelijkheid;Nederland;2009;;;;;;;;;;;;;;;214650.0;66090.0;39030.0;60270.0;53400.0;16690.0;132.0;38.0;25.0;39.0;34.0;9.0
11;Stedelijkheid;Nederland;2010;274680.0;92630.0;49410.0;75060.0;58340.0;21760.0;6610.0;167.0;53.0;31.0;48.0;37.0;12.0;4.0;202870.0;65610.0;36140.0;55340.0;47650.0;15880.0;123.0;37.0;23.0;35.0;30.0;9.0
12;Stedelijkheid;Nederland;2011;269580.0;91900.0;45320.0;74560.0;57420.0;21220.0;7540.0;163.0;52.0;28.0;47.0;36.0;11.0;5.0;205120.0;68240.0;34320.0;55550.0;47970.0;16810.0;123.0;38.0;21.0;35.0;30.0;9.0
13;Stedelijkheid;Nederland;2012;252180.0;88240.0;37700.0;70210.0;52430.0;21110.0;7040.0;151.0;50.0;23.0;44.0;33.0;11.0;4.0;197140.0;67150.0;32390.0;53820.0;43130.0;17470.0;117.0;37.0;20.0;34.0;27.0;9.0
14;Stedelijkheid;Nederland;2013;234230.0;85960.0;31880.0;63900.0;47280.0;21310.0;6560.0;140.0;48.0;20.0;40.0;30.0;11.0;4.0;182360.0;65870.0;27600.0;49730.0;36840.0;17550.0;106.0;36.0;17.0;31.0;23.0;9.0
15;Stedelijkheid;Nederland;2014;219240.0;80560.0;29780.0;58690.0;44890.0;19910.0;6070.0;127.0;45.0;18.0;37.0;25.0;11.0;3.0;162640.0;60070.0;24670.0;42170.0;32160.0;16560.0;94.0;32.0;15.0;26.0;20.0;9.0
16;Stedelijkheid;Nederland;2015;200400.0;75040.0;26620.0;54410.0;39270.0;18350.0;5700.0;118.0;42.0;16.0;34.0;24.0;10.0;3.0;;;;;;;;;;;;
17;Stedelijkheid;Nederland;2016;186910.0;68940.0;25160.0;50100.0;38180.0;16510.0;5460.0;109.0;38.0;15.0;31.0;23.0;9.0;3.0;;;;;;;;;;;;
18;Stedelijkheid;Nederland;2017;172550.0;63530.0;22310.0;45430.0;36260.0;15380.0;4760.0;99.0;34.0;13.0;28.0;22.0;8.0;3.0;;;;;;;;;;;;
19;Stedelijkheid;Nederland;2018;165960.0;59840.0;22720.0;42610.0;38740.0;15500.0;5390.0;94.0;31.0;13.0;26.0;23.0;8.0;3.0;;;;;;;;;;;;
20;Stedelijkheid;Nederland;2019;167850.0;61220.0;24810.0;41900.0;41540.0;16970.0;6650.0;94.0;32.0;14.0;25.0;24.0;9.0;4.0;;;;;;;;;;;;
21;Stedelijkheid;Nederland;2020;156200.0;57860.0;24750.0;38990.0;37560.0;15380.0;6930.0;86.0;30.0;14.0;23.0;22.0;8.0;4.0;;;;;;;;;;;;
22;Stedelijkheid;Nederland;2021;146210.0;48870.0;25190.0;35650.0;38990.0;13530.0;6980.0;80.0;24.0;14.0;21.0;22.0;7.0;4.0;;;;;;;;;;;;
23;Stedelijkheid;Nederland;2022;158290.0;54030.0;24390.0;35500.0;48420.0;12880.0;7080.0;83.0;25.0;13.0;20.0;27.0;7.0;4.0;;;;;;;;;;;;
24;Stedelijkheid;Noord-Nederland (LD);1999;;;;;;;;;;;;;;;11270.0;4060.0;2350.0;2360.0;3180.0;490.0;80.0;29.0;17.0;17.0;22.0;3.0
25;Stedelijkheid;Noord-Nederland (LD);2000;;;;;;;;;;;;;;;11240.0;3960.0;2290.0;2350.0;3440.0;530.0;79.0;28.0;16.0;16.0;24.0;4.0
26;Stedelijkheid;Noord-Nederland (LD);2001;;;;;;;;;;;;;;;14150.0;4510.0;3090.0;3530.0;4080.0;760.0;98.0;31.0;22.0;25.0;28.0;5.0
27;Stedelijkheid;Noord-Nederland (LD);2002;;;;;;;;;;;;;;;14560.0;4560.0;3130.0;3520.0;4330.0;780.0;101.0;32.0;22.0;24.0;30.0;5.0
28;Stedelijkheid;Noord-Nederland (LD);2003;;;;;;;;;;;;;;;15970.0;4830.0;3460.0;4080.0;4780.0;790.0;110.0;33.0;24.0;28.0;33.0;5.0
29;Stedelijkheid;Noord-Nederland (LD);2004;;;;;;;;;;;;;;;17120.0;5120.0;3980.0;4920.0;4410.0;890.0;118.0;35.0;27.0;34.0;30.0;6.0
30;Stedelijkheid;Noord-Nederland (LD);2005;;;;;;;;;;;;;;;19280.0;5820.0;4710.0;5800.0;4380.0;1160.0;132.0;40.0;32.0;40.0;30.0;8.0
31;Stedelijkheid;Noord-Nederland (LD);2006;;;;;;;;;;;;;;;19410.0;5730.0;4700.0;5810.0;4330.0;1220.0;133.0;39.0;32.0;40.0;30.0;8.0
32;Stedelijkheid;Noord-Nederland (LD);2007;;;;;;;;;;;;;;;19310.0;5400.0;4750.0;6370.0;4270.0;1110.0;131.0;37.0;32.0;43.0;29.0;8.0
33;Stedelijkheid;Noord-Nederland (LD);2008;;;;;;;;;;;;;;;18060.0;5000.0;4140.0;5750.0;4130.0;1090.0;122.0;34.0;28.0;39.0;28.0;7.0
34;Stedelijkheid;Noord-Nederland (LD);2009;;;;;;;;;;;;;;;17220.0;4790.0;3670.0;5220.0;3880.0;1150.0;116.0;32.0;25.0;35.0;26.0;8.0
35;Stedelijkheid;Noord-Nederland (LD);2010;22920.0;6990.0;4580.0;7380.0;4470.0;1600.0;490.0;154.0;47.0;30.0;50.0;30.0;11.0;3.0;16250.0;4660.0;3250.0;5050.0;3660.0;1130.0;109.0;31.0;22.0;34.0;25.0;8.0
36;Stedelijkheid;Noord-Nederland (LD);2011;21930.0;6660.0;4340.0;7220.0;4290.0;1520.0;550.0;146.0;44.0;29.0;48.0;29.0;10.0;4.0;15820.0;4680.0;3260.0;5080.0;3500.0;1090.0;106.0;31.0;22.0;34.0;24.0;7.0
37;Stedelijkheid;Noord-Nederland (LD);2012;20340.0;6240.0;3920.0;6810.0;3750.0;1320.0;510.0;135.0;41.0;26.0;45.0;25.0;9.0;3.0;14770.0;4450.0;3130.0;4770.0;3090.0;1100.0;99.0;30.0;21.0;32.0;21.0;7.0
38;Stedelijkheid;Noord-Nederland (LD);2013;18240.0;5970.0;3180.0;6010.0;3020.0;1490.0;410.0;121.0;40.0;21.0;40.0;20.0;10.0;3.0;13050.0;4220.0;2490.0;4350.0;2350.0;1200.0;87.0;28.0;17.0;29.0;16.0;8.0
39;Stedelijkheid;Noord-Nederland (LD);2014;17360.0;5820.0;2850.0;5630.0;3070.0;1400.0;350.0;112.0;38.0;19.0;37.0;18.0;9.0;2.0;11380.0;3800.0;2000.0;3420.0;2190.0;1130.0;76.0;25.0;13.0;23.0;15.0;7.0
40;Stedelijkheid;Noord-Nederland (LD);2015;16050.0;5510.0;2490.0;5080.0;2940.0;1380.0;340.0;106.0;36.0;16.0;34.0;19.0;9.0;2.0;;;;;;;;;;;;
41;Stedelijkheid;Noord-Nederland (LD);2016;14130.0;4730.0;2110.0;4460.0;2860.0;1050.0;280.0;93.0;31.0;14.0;29.0;19.0;7.0;2.0;;;;;;;;;;;;
42;Stedelijkheid;Noord-Nederland (LD);2017;13500.0;4370.0;1980.0;4090.0;2940.0;1060.0;320.0;89.0;29.0;13.0;27.0;19.0;7.0;2.0;;;;;;;;;;;;
43;Stedelijkheid;Noord-Nederland (LD);2018;13170.0;4170.0;2040.0;3850.0;3200.0;1100.0;330.0;86.0;27.0;13.0;25.0;21.0;7.0;2.0;;;;;;;;;;;;
44;Stedelijkheid;Noord-Nederland (LD);2019;13210.0;4320.0;2120.0;3710.0;3510.0;1200.0;430.0;86.0;28.0;14.0;24.0;23.0;8.0;3.0;;;;;;;;;;;;
45;Stedelijkheid;Noord-Nederland (LD);2020;12300.0;4050.0;2120.0;3250.0;3350.0;1020.0;450.0;80.0;26.0;14.0;21.0;22.0;7.0;3.0;;;;;;;;;;;;
46;Stedelijkheid;Noord-Nederland (LD);2021;11560.0;3350.0;2250.0;3070.0;3400.0;840.0;420.0;75.0;22.0;15.0;20.0;22.0;5.0;3.0;;;;;;;;;;;;
47;Stedelijkheid;Noord-Nederland (LD);2022;11610.0;3650.0;1960.0;3060.0;3600.0;730.0;400.0;74.0;23.0;13.0;20.0;23.0;5.0;3.0;;;;;;;;;;;;
48;Stedelijkheid;Oost-Nederland (LD);1999;;;;;;;;;;;;;;;26290.0;8930.0;5290.0;6440.0;7240.0;1310.0;94.0;32.0;19.0;23.0;26.0;5.0
49;Stedelijkheid;Oost-Nederland (LD);2000;;;;;;;;;;;;;;;25180.0;7900.0;5010.0;6170.0;7210.0;1150.0;89.0;28.0;18.0;22.0;26.0;4.0
50;Stedelijkheid;Oost-Nederland (LD);2001;;;;;;;;;;;;;;;29830.0;8930.0;6130.0;8240.0;8290.0;1470.0;105.0;31.0;22.0;29.0;29.0;5.0
51;Stedelijkheid;Oost-Nederland (LD);2002;;;;;;;;;;;;;;;30220.0;9100.0;6310.0;8250.0;8420.0;1560.0;105.0;32.0;22.0;29.0;29.0;5.0
52;Stedelijkheid;Oost-Nederland (LD);2003;;;;;;;;;;;;;;;35070.0;10180.0;7050.0;9670.0;9600.0;2140.0;121.0;35.0;24.0;33.0;33.0;7.0
53;Stedelijkheid;Oost-Nederland (LD);2004;;;;;;;;;;;;;;;38470.0;11020.0;8030.0;11120.0;9830.0;2500.0;132.0;38.0;28.0;38.0;34.0;9.0
54;Stedelijkheid;Oost-Nederland (LD);2005;;;;;;;;;;;;;;;41200.0;11630.0;8490.0;12490.0;10220.0;2850.0;141.0;40.0;29.0;43.0;35.0;10.0
55;Stedelijkheid;Oost-Nederland (LD);2006;;;;;;;;;;;;;;;40620.0;11490.0;8370.0;12650.0;9990.0;2780.0;138.0;39.0;28.0;43.0;34.0;9.0
56;Stedelijkheid;Oost-Nederland (LD);2007;;;;;;;;;;;;;;;40210.0;11140.0;8450.0;12770.0;9600.0;2570.0;136.0;38.0;28.0;43.0;33.0;9.0
57;Stedelijkheid;Oost-Nederland (LD);2008;;;;;;;;;;;;;;;38260.0;10460.0;8060.0;12170.0;9290.0;2310.0;129.0;35.0;27.0;41.0;31.0;8.0
58;Stedelijkheid;Oost-Nederland (LD);2009;;;;;;;;;;;;;;;33320.0;9250.0;6370.0;10370.0;8110.0;1890.0;111.0;31.0;21.0;35.0;27.0;6.0
59;Stedelijkheid;Oost-Nederland (LD);2010;42950.0;13520.0;8190.0;12500.0;9230.0;2640.0;1070.0;142.0;45.0;27.0;41.0;31.0;9.0;4.0;31020.0;9250.0;5830.0;9190.0;7260.0;1820.0;103.0;31.0;19.0;31.0;24.0;6.0
60;Stedelijkheid;Oost-Nederland (LD);2011;41900.0;13120.0;7550.0;12480.0;8880.0;2720.0;1050.0;138.0;43.0;25.0;41.0;29.0;9.0;3.0;31900.0;9760.0;5750.0;9620.0;7130.0;2150.0;105.0;32.0;19.0;32.0;24.0;7.0
61;Stedelijkheid;Oost-Nederland (LD);2012;38970.0;12880.0;6320.0;11870.0;7910.0;2420.0;1030.0;127.0;42.0;21.0;39.0;26.0;8.0;3.0;31210.0;10030.0;5500.0;9640.0;6260.0;2160.0;102.0;33.0;18.0;32.0;21.0;7.0
62;Stedelijkheid;Oost-Nederland (LD);2013;36290.0;12620.0;5220.0;10840.0;7270.0;2480.0;1000.0;118.0;41.0;17.0;35.0;24.0;8.0;3.0;27340.0;9280.0;4380.0;8200.0;5680.0;2140.0;89.0;30.0;14.0;27.0;19.0;7.0
