ID;StedelijkheidBuurt;RegioS;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenVanVermogensmisdrijven_2;VerdachtenVernielingEnOpenbareOrde_3;VerdachtenVanGeweldsmisdrijven_4;VerdachtenVanVerkeersmisdrijven_5;VerdachtenVanDrugsmisdrijven_6;VerdachtenVanVuurwapenmisdrijven_7;TotaalVerdachtenVanMisdrijven_8;VerdachtenVanVermogensmisdrijven_9;VerdachtenVernielingEnOpenbareOrde_10;VerdachtenVanGeweldsmisdrijven_11;VerdachtenVanVerkeersmisdrijven_12;VerdachtenVanDrugsmisdrijven_13;VerdachtenVanVuurwapenmisdrijven_14;TotaalVerdachtenVanMisdrijven_15;VerdachtenVanVermogensmisdrijven_16;VerdachtenVernielingEnOpenbareOrde_17;VerdachtenVanGeweldsmisdrijven_18;VerdachtenVanVerkeersmisdrijven_19;VerdachtenVanDrugsmisdrijven_20;TotaalVerdachtenVanMisdrijven_21;VerdachtenVanVermogensmisdrijven_22;VerdachtenVernielingEnOpenbareOrde_23;VerdachtenVanGeweldsmisdrijven_24;VerdachtenVanVerkeersmisdrijven_25;VerdachtenVanDrugsmisdrijven_26
63;Stedelijkheid;Oost-Nederland (LD);2014;34170.0;11900.0;5010.0;10020.0;6820.0;2460.0;920.0;107.0;38.0;16.0;32.0;19.0;8.0;3.0;26440.0;8930.0;4320.0;7570.0;5190.0;2350.0;86.0;29.0;14.0;25.0;17.0;8.0
64;Stedelijkheid;Oost-Nederland (LD);2015;31460.0;11050.0;4500.0;9340.0;6180.0;2280.0;860.0;101.0;36.0;14.0;30.0;20.0;7.0;3.0;;;;;;;;;;;;
65;Stedelijkheid;Oost-Nederland (LD);2016;30430.0;10380.0;4420.0;8810.0;6130.0;2290.0;880.0;97.0;33.0;14.0;28.0;20.0;7.0;3.0;;;;;;;;;;;;
66;Stedelijkheid;Oost-Nederland (LD);2017;28400.0;9830.0;3950.0;8240.0;5830.0;2220.0;740.0;90.0;31.0;12.0;26.0;19.0;7.0;2.0;;;;;;;;;;;;
67;Stedelijkheid;Oost-Nederland (LD);2018;27320.0;9020.0;4000.0;7580.0;6470.0;2320.0;870.0;86.0;28.0;13.0;24.0;20.0;7.0;3.0;;;;;;;;;;;;
68;Stedelijkheid;Oost-Nederland (LD);2019;27560.0;9430.0;4230.0;7000.0;7250.0;2580.0;1080.0;86.0;29.0;13.0;22.0;23.0;8.0;3.0;;;;;;;;;;;;
69;Stedelijkheid;Oost-Nederland (LD);2020;25790.0;9110.0;4290.0;6550.0;6650.0;2430.0;1180.0;80.0;28.0;13.0;20.0;21.0;8.0;4.0;;;;;;;;;;;;
70;Stedelijkheid;Oost-Nederland (LD);2021;23060.0;7070.0;4340.0;5760.0;6590.0;2070.0;1100.0;71.0;22.0;13.0;18.0;20.0;6.0;3.0;;;;;;;;;;;;
71;Stedelijkheid;Oost-Nederland (LD);2022;23980.0;7250.0;4060.0;5580.0;7940.0;1950.0;1150.0;73.0;22.0;12.0;17.0;24.0;6.0;3.0;;;;;;;;;;;;
72;Stedelijkheid;West-Nederland (LD);1999;;;;;;;;;;;;;;;75040.0;27500.0;12840.0;15960.0;22760.0;3740.0;119.0;44.0;20.0;25.0;36.0;6.0
73;Stedelijkheid;West-Nederland (LD);2000;;;;;;;;;;;;;;;74510.0;26180.0;13000.0;16490.0;22620.0;3460.0;118.0;41.0;21.0;26.0;36.0;5.0
74;Stedelijkheid;West-Nederland (LD);2001;;;;;;;;;;;;;;;76420.0;26120.0;12830.0;17120.0;23290.0;3950.0;120.0;41.0;20.0;27.0;37.0;6.0
75;Stedelijkheid;West-Nederland (LD);2002;;;;;;;;;;;;;;;87290.0;28610.0;15500.0;20900.0;25950.0;4980.0;136.0;45.0;24.0;33.0;40.0;8.0
76;Stedelijkheid;West-Nederland (LD);2003;;;;;;;;;;;;;;;99370.0;30830.0;18070.0;25070.0;28780.0;6350.0;154.0;48.0;28.0;39.0;45.0;10.0
77;Stedelijkheid;West-Nederland (LD);2004;;;;;;;;;;;;;;;107000.0;33160.0;20070.0;27930.0;29450.0;7330.0;165.0;51.0;31.0;43.0;45.0;11.0
78;Stedelijkheid;West-Nederland (LD);2005;;;;;;;;;;;;;;;110310.0;32740.0;21390.0;29840.0;30560.0;7400.0;169.0;50.0;33.0;46.0;47.0;11.0
79;Stedelijkheid;West-Nederland (LD);2006;;;;;;;;;;;;;;;114510.0;33380.0;22420.0;31140.0;32340.0;7630.0;175.0;51.0;34.0;48.0;50.0;12.0
80;Stedelijkheid;West-Nederland (LD);2007;;;;;;;;;;;;;;;116280.0;32890.0;23740.0;32000.0;33660.0;6930.0;177.0;50.0;36.0;49.0;51.0;11.0
81;Stedelijkheid;West-Nederland (LD);2008;;;;;;;;;;;;;;;107500.0;31260.0;20290.0;30080.0;31130.0;6530.0;162.0;47.0;31.0;45.0;47.0;10.0
82;Stedelijkheid;West-Nederland (LD);2009;;;;;;;;;;;;;;;101350.0;29850.0;18360.0;29070.0;28290.0;5730.0;152.0;45.0;27.0;44.0;42.0;9.0
83;Stedelijkheid;West-Nederland (LD);2010;126440.0;41780.0;23180.0;35190.0;29080.0;7830.0;2880.0;187.0;62.0;34.0;52.0;43.0;12.0;4.0;95030.0;29420.0;16760.0;26240.0;24690.0;5610.0;141.0;44.0;25.0;39.0;37.0;8.0
84;Stedelijkheid;West-Nederland (LD);2011;126950.0;42320.0;21400.0;35980.0;29290.0;8160.0;3630.0;186.0;62.0;31.0;53.0;43.0;12.0;5.0;95760.0;30130.0;15570.0;26590.0;25030.0;6130.0;141.0;44.0;23.0;39.0;37.0;9.0
85;Stedelijkheid;West-Nederland (LD);2012;117390.0;40200.0;17340.0;33430.0;26850.0;7970.0;3210.0;171.0;59.0;25.0;49.0;39.0;12.0;5.0;90460.0;29130.0;14390.0;25310.0;22620.0;6340.0;133.0;43.0;21.0;37.0;33.0;9.0
86;Stedelijkheid;West-Nederland (LD);2013;109870.0;38900.0;14880.0;30870.0;24690.0;8400.0;3090.0;159.0;56.0;21.0;45.0;36.0;12.0;4.0;83980.0;28560.0;12520.0;24550.0;18760.0;6510.0;122.0;42.0;18.0;36.0;27.0;10.0
87;Stedelijkheid;West-Nederland (LD);2014;103620.0;36600.0;13960.0;28150.0;23850.0;7920.0;2850.0;146.0;52.0;20.0;41.0;31.0;11.0;4.0;72980.0;25500.0;10930.0;20180.0;16110.0;6050.0;106.0;37.0;16.0;29.0;23.0;9.0
88;Stedelijkheid;West-Nederland (LD);2015;93220.0;33860.0;12110.0;25530.0;20530.0;7470.0;2700.0;133.0;48.0;17.0;37.0;29.0;11.0;4.0;;;;;;;;;;;;
89;Stedelijkheid;West-Nederland (LD);2016;86240.0;30610.0;11250.0;23450.0;19640.0;6680.0;2630.0;122.0;43.0;16.0;33.0;28.0;9.0;4.0;;;;;;;;;;;;
90;Stedelijkheid;West-Nederland (LD);2017;77810.0;27340.0;9710.0;20820.0;18060.0;6210.0;2130.0;109.0;38.0;14.0;29.0;25.0;9.0;3.0;;;;;;;;;;;;
91;Stedelijkheid;West-Nederland (LD);2018;74450.0;25650.0;9510.0;19620.0;18910.0;6200.0;2400.0;104.0;36.0;13.0;27.0;26.0;9.0;3.0;;;;;;;;;;;;
92;Stedelijkheid;West-Nederland (LD);2019;74880.0;25870.0;10380.0;19330.0;19770.0;6490.0;2940.0;103.0;36.0;14.0;27.0;27.0;9.0;4.0;;;;;;;;;;;;
93;Stedelijkheid;West-Nederland (LD);2020;69020.0;23880.0;10540.0;18450.0;17310.0;5890.0;3110.0;94.0;33.0;14.0;25.0;24.0;8.0;4.0;;;;;;;;;;;;
94;Stedelijkheid;West-Nederland (LD);2021;65440.0;20250.0;10920.0;17050.0;18020.0;5420.0;3340.0;89.0;27.0;15.0;23.0;25.0;7.0;5.0;;;;;;;;;;;;
95;Stedelijkheid;West-Nederland (LD);2022;69740.0;21040.0;10310.0;16630.0;23120.0;5310.0;3390.0;93.0;28.0;14.0;22.0;31.0;7.0;5.0;;;;;;;;;;;;
96;Stedelijkheid;Zuid-Nederland (LD);1999;;;;;;;;;;;;;;;27410.0;9070.0;5030.0;6410.0;8120.0;1710.0;92.0;30.0;17.0;21.0;27.0;6.0
97;Stedelijkheid;Zuid-Nederland (LD);2000;;;;;;;;;;;;;;;27330.0;8330.0;5010.0;6770.0;8060.0;1720.0;91.0;28.0;17.0;23.0;27.0;6.0
98;Stedelijkheid;Zuid-Nederland (LD);2001;;;;;;;;;;;;;;;29040.0;8740.0;5390.0;7530.0;8100.0;2150.0;96.0;29.0;18.0;25.0;27.0;7.0
99;Stedelijkheid;Zuid-Nederland (LD);2002;;;;;;;;;;;;;;;31010.0;8930.0;5970.0;8470.0;8420.0;2430.0;102.0;29.0;20.0;28.0;28.0;8.0
100;Stedelijkheid;Zuid-Nederland (LD);2003;;;;;;;;;;;;;;;33860.0;9540.0;6380.0;9380.0;9120.0;2880.0;111.0;31.0;21.0;31.0;30.0;9.0
101;Stedelijkheid;Zuid-Nederland (LD);2004;;;;;;;;;;;;;;;37020.0;10350.0;7230.0;10910.0;9190.0;3520.0;121.0;34.0;24.0;36.0;30.0;12.0
102;Stedelijkheid;Zuid-Nederland (LD);2005;;;;;;;;;;;;;;;38970.0;11000.0;7860.0;12070.0;8900.0;3800.0;127.0;36.0;26.0;39.0;29.0;12.0
103;Stedelijkheid;Zuid-Nederland (LD);2006;;;;;;;;;;;;;;;40250.0;11190.0;7990.0;13050.0;9090.0;4000.0;131.0;36.0;26.0;43.0;30.0;13.0
104;Stedelijkheid;Zuid-Nederland (LD);2007;;;;;;;;;;;;;;;41510.0;11230.0;8570.0;13160.0;9690.0;4360.0;135.0;37.0;28.0;43.0;32.0;14.0
105;Stedelijkheid;Zuid-Nederland (LD);2008;;;;;;;;;;;;;;;39400.0;11060.0;8060.0;12610.0;9210.0;3560.0;128.0;36.0;26.0;41.0;30.0;12.0
106;Stedelijkheid;Zuid-Nederland (LD);2009;;;;;;;;;;;;;;;35920.0;10400.0;6850.0;10890.0;8140.0;3750.0;116.0;34.0;22.0;35.0;26.0;12.0
107;Stedelijkheid;Zuid-Nederland (LD);2010;47750.0;14710.0;8650.0;13660.0;10070.0;4560.0;1230.0;153.0;47.0;27.0;44.0;32.0;15.0;4.0;34440.0;10230.0;6770.0;10310.0;7510.0;3670.0;111.0;33.0;22.0;33.0;24.0;12.0
108;Stedelijkheid;Zuid-Nederland (LD);2011;44880.0;13810.0;7500.0;12870.0;9440.0;4080.0;1280.0;143.0;44.0;24.0;41.0;30.0;13.0;4.0;34120.0;10400.0;6160.0;9800.0;7600.0;3650.0;109.0;33.0;20.0;31.0;24.0;12.0
109;Stedelijkheid;Zuid-Nederland (LD);2012;43210.0;13350.0;6600.0;12190.0;8960.0;4580.0;1250.0;137.0;42.0;21.0;39.0;28.0;15.0;4.0;33290.0;10180.0;5640.0;9520.0;6970.0;4040.0;106.0;32.0;18.0;30.0;22.0;13.0
110;Stedelijkheid;Zuid-Nederland (LD);2013;40160.0;13210.0;5590.0;11150.0;8070.0;4330.0;1100.0;127.0;42.0;18.0;35.0;26.0;14.0;3.0;30820.0;10010.0;4890.0;8480.0;6450.0;3650.0;98.0;32.0;15.0;27.0;20.0;12.0
111;Stedelijkheid;Zuid-Nederland (LD);2014;36910.0;12220.0;5170.0;10300.0;7250.0;3920.0;1030.0;114.0;38.0;16.0;32.0;21.0;12.0;3.0;27360.0;9070.0;4360.0;7410.0;5560.0;3320.0;86.0;29.0;14.0;23.0;18.0;10.0
112;Stedelijkheid;Zuid-Nederland (LD);2015;34180.0;11310.0;4630.0;10060.0;6210.0;3710.0;1000.0;107.0;35.0;14.0;32.0;19.0;12.0;3.0;;;;;;;;;;;;
113;Stedelijkheid;Zuid-Nederland (LD);2016;31560.0;10470.0;4410.0;8990.0;6050.0;3390.0;880.0;98.0;33.0;14.0;28.0;19.0;11.0;3.0;;;;;;;;;;;;
114;Stedelijkheid;Zuid-Nederland (LD);2017;29020.0;9500.0;3880.0;8120.0;5800.0;3120.0;850.0;90.0;29.0;12.0;25.0;18.0;10.0;3.0;;;;;;;;;;;;
115;Stedelijkheid;Zuid-Nederland (LD);2018;26910.0;8420.0;4050.0;7620.0;5840.0;3090.0;1040.0;83.0;26.0;12.0;24.0;18.0;10.0;3.0;;;;;;;;;;;;
116;Stedelijkheid;Zuid-Nederland (LD);2019;27750.0;8750.0;4710.0;7670.0;6450.0;3840.0;1270.0;85.0;27.0;14.0;23.0;20.0;12.0;4.0;;;;;;;;;;;;
117;Stedelijkheid;Zuid-Nederland (LD);2020;25730.0;8380.0;4540.0;6900.0;6060.0;3600.0;1280.0;78.0;26.0;14.0;21.0;19.0;11.0;4.0;;;;;;;;;;;;
118;Stedelijkheid;Zuid-Nederland (LD);2021;24380.0;7200.0;4460.0;6380.0;6600.0;3090.0;1210.0;74.0;22.0;14.0;19.0;20.0;9.0;4.0;;;;;;;;;;;;
119;Stedelijkheid;Zuid-Nederland (LD);2022;25380.0;7180.0;4480.0;6500.0;8220.0;2860.0;1190.0;76.0;21.0;13.0;20.0;25.0;9.0;4.0;;;;;;;;;;;;
120;Stedelijkheid;Niet in te delen (LD);1999;;;;;;;;;;;;;;;26750.0;13490.0;3440.0;3850.0;4950.0;2990.0;;;;;;
121;Stedelijkheid;Niet in te delen (LD);2000;;;;;;;;;;;;;;;21000.0;11170.0;2760.0;2740.0;3560.0;2490.0;;;;;;
122;Stedelijkheid;Niet in te delen (LD);2001;;;;;;;;;;;;;;;24830.0;13020.0;3170.0;3410.0;3830.0;3550.0;572.0;258.0;146.0;151.0;138.0;49.0
