ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
157;Gelderland;Man;25 tot 45 jaar;271.5;21.8
158;Gelderland;Man;45 tot 65 jaar;241.0;24.8
159;Gelderland;Man;65 jaar en ouder;112.3;19.2
160;Gelderland;Vrouw;Totaal leeftijd;597.8;12.9
161;Gelderland;Vrouw;15 tot 25 jaar;65.6;8.3
162;Gelderland;Vrouw;25 tot 45 jaar;219.6;13.9
163;Gelderland;Vrouw;45 tot 65 jaar;158.7;13.6
164;Gelderland;Vrouw;65 jaar en ouder;153.8;12.8
165;Utrecht;Totaal mannen en vrouwen;Totaal leeftijd;772.7;19.2
166;Utrecht;Totaal mannen en vrouwen;15 tot 25 jaar;81.8;9.1
167;Utrecht;Totaal mannen en vrouwen;25 tot 45 jaar;319.4;20.2
168;Utrecht;Totaal mannen en vrouwen;45 tot 65 jaar;230.8;22.5
169;Utrecht;Totaal mannen en vrouwen;65 jaar en ouder;140.7;17.1
170;Utrecht;Man;Totaal leeftijd;401.0;23.4
171;Utrecht;Man;15 tot 25 jaar;39.9;9.6
172;Utrecht;Man;25 tot 45 jaar;171.3;23.9
173;Utrecht;Man;45 tot 65 jaar;132.2;27.8
174;Utrecht;Man;65 jaar en ouder;57.6;21.5
175;Utrecht;Vrouw;Totaal leeftijd;371.6;14.6
176;Utrecht;Vrouw;15 tot 25 jaar;41.9;8.7
177;Utrecht;Vrouw;25 tot 45 jaar;148.1;16.1
178;Utrecht;Vrouw;45 tot 65 jaar;98.6;15.3
179;Utrecht;Vrouw;65 jaar en ouder;83.1;14.0
180;Noord-Holland;Totaal mannen en vrouwen;Totaal leeftijd;1744.2;18.8
181;Noord-Holland;Totaal mannen en vrouwen;15 tot 25 jaar;156.6;9.4
182;Noord-Holland;Totaal mannen en vrouwen;25 tot 45 jaar;702.0;20.1
183;Noord-Holland;Totaal mannen en vrouwen;45 tot 65 jaar;545.1;21.5
184;Noord-Holland;Totaal mannen en vrouwen;65 jaar en ouder;340.4;16.4
185;Noord-Holland;Man;Totaal leeftijd;906.8;22.6
186;Noord-Holland;Man;15 tot 25 jaar;78.7;9.8
187;Noord-Holland;Man;25 tot 45 jaar;376.2;23.3
188;Noord-Holland;Man;45 tot 65 jaar;310.5;26.0
189;Noord-Holland;Man;65 jaar en ouder;141.3;20.2
190;Noord-Holland;Vrouw;Totaal leeftijd;837.3;14.8
191;Noord-Holland;Vrouw;15 tot 25 jaar;77.9;8.9
192;Noord-Holland;Vrouw;25 tot 45 jaar;325.8;16.3
193;Noord-Holland;Vrouw;45 tot 65 jaar;234.6;15.5
194;Noord-Holland;Vrouw;65 jaar en ouder;199.1;13.7
195;Zuid-Holland;Totaal mannen en vrouwen;Totaal leeftijd;2278.0;18.4
196;Zuid-Holland;Totaal mannen en vrouwen;15 tot 25 jaar;232.3;9.5
197;Zuid-Holland;Totaal mannen en vrouwen;25 tot 45 jaar;887.4;19.6
198;Zuid-Holland;Totaal mannen en vrouwen;45 tot 65 jaar;693.2;21.5
199;Zuid-Holland;Totaal mannen en vrouwen;65 jaar en ouder;465.1;16.0
200;Zuid-Holland;Man;Totaal leeftijd;1200.6;22.3
201;Zuid-Holland;Man;15 tot 25 jaar;118.1;10.0
202;Zuid-Holland;Man;25 tot 45 jaar;484.0;22.9
203;Zuid-Holland;Man;45 tot 65 jaar;406.5;26.3
204;Zuid-Holland;Man;65 jaar en ouder;192.0;19.7
205;Zuid-Holland;Vrouw;Totaal leeftijd;1077.3;14.1
206;Zuid-Holland;Vrouw;15 tot 25 jaar;114.1;9.0
207;Zuid-Holland;Vrouw;25 tot 45 jaar;403.4;15.5
208;Zuid-Holland;Vrouw;45 tot 65 jaar;286.7;14.8
209;Zuid-Holland;Vrouw;65 jaar en ouder;273.1;13.3
210;Zeeland;Totaal mannen en vrouwen;Totaal leeftijd;250.0;17.3
211;Zeeland;Totaal mannen en vrouwen;15 tot 25 jaar;24.2;9.3
212;Zeeland;Totaal mannen en vrouwen;25 tot 45 jaar;85.7;18.3
213;Zeeland;Totaal mannen en vrouwen;45 tot 65 jaar;79.0;20.5
214;Zeeland;Totaal mannen en vrouwen;65 jaar en ouder;61.1;15.1
215;Zeeland;Man;Totaal leeftijd;136.2;21.3
216;Zeeland;Man;15 tot 25 jaar;13.0;10.3
217;Zeeland;Man;25 tot 45 jaar;48.1;22.1
218;Zeeland;Man;45 tot 65 jaar;48.6;24.9
219;Zeeland;Man;65 jaar en ouder;26.5;18.7
220;Zeeland;Vrouw;Totaal leeftijd;113.9;12.6
221;Zeeland;Vrouw;15 tot 25 jaar;11.2;8.2
222;Zeeland;Vrouw;25 tot 45 jaar;37.7;13.4
223;Zeeland;Vrouw;45 tot 65 jaar;30.3;13.3
224;Zeeland;Vrouw;65 jaar en ouder;34.7;12.4
225;Noord-Brabant;Totaal mannen en vrouwen;Totaal leeftijd;1614.7;17.6
226;Noord-Brabant;Totaal mannen en vrouwen;15 tot 25 jaar;168.1;8.9
227;Noord-Brabant;Totaal mannen en vrouwen;25 tot 45 jaar;626.9;18.7
228;Noord-Brabant;Totaal mannen en vrouwen;45 tot 65 jaar;505.0;20.5
229;Noord-Brabant;Totaal mannen en vrouwen;65 jaar en ouder;314.7;15.3
230;Noord-Brabant;Man;Totaal leeftijd;878.0;21.5
231;Noord-Brabant;Man;15 tot 25 jaar;87.2;9.4
232;Noord-Brabant;Man;25 tot 45 jaar;347.8;22.4
233;Noord-Brabant;Man;45 tot 65 jaar;307.1;25.1
234;Noord-Brabant;Man;65 jaar en ouder;135.9;18.8
235;Noord-Brabant;Vrouw;Totaal leeftijd;736.7;12.9
236;Noord-Brabant;Vrouw;15 tot 25 jaar;80.9;8.3
237;Noord-Brabant;Vrouw;25 tot 45 jaar;279.1;14.1
238;Noord-Brabant;Vrouw;45 tot 65 jaar;197.9;13.4
239;Noord-Brabant;Vrouw;65 jaar en ouder;178.8;12.6
240;Limburg;Totaal mannen en vrouwen;Totaal leeftijd;769.8;16.8
241;Limburg;Totaal mannen en vrouwen;15 tot 25 jaar;70.0;8.4
242;Limburg;Totaal mannen en vrouwen;25 tot 45 jaar;277.3;17.7
243;Limburg;Totaal mannen en vrouwen;45 tot 65 jaar;251.4;19.3
244;Limburg;Totaal mannen en vrouwen;65 jaar en ouder;171.1;14.8
245;Limburg;Man;Totaal leeftijd;412.1;20.4
246;Limburg;Man;15 tot 25 jaar;36.0;8.9
247;Limburg;Man;25 tot 45 jaar;151.2;21.1
248;Limburg;Man;45 tot 65 jaar;152.3;23.5
249;Limburg;Man;65 jaar en ouder;72.7;18.2
250;Limburg;Vrouw;Totaal leeftijd;357.7;12.6
251;Limburg;Vrouw;15 tot 25 jaar;34.1;8.0
252;Limburg;Vrouw;25 tot 45 jaar;126.1;13.6
253;Limburg;Vrouw;45 tot 65 jaar;99.1;13.0
254;Limburg;Vrouw;65 jaar en ouder;98.4;12.4
255;Oost-Groningen;Totaal mannen en vrouwen;Totaal leeftijd;103.3;15.6
256;Oost-Groningen;Totaal mannen en vrouwen;15 tot 25 jaar;8.1;9.0
257;Oost-Groningen;Totaal mannen en vrouwen;25 tot 45 jaar;36.4;16.7
258;Oost-Groningen;Totaal mannen en vrouwen;45 tot 65 jaar;33.4;17.9
259;Oost-Groningen;Totaal mannen en vrouwen;65 jaar en ouder;25.5;13.3
260;Oost-Groningen;Man;Totaal leeftijd;56.2;18.7
261;Oost-Groningen;Man;15 tot 25 jaar;4.2;9.8
262;Oost-Groningen;Man;25 tot 45 jaar;20.4;19.7
263;Oost-Groningen;Man;45 tot 65 jaar;20.9;21.2
264;Oost-Groningen;Man;65 jaar en ouder;10.8;15.6
265;Oost-Groningen;Vrouw;Totaal leeftijd;47.1;11.9
266;Oost-Groningen;Vrouw;15 tot 25 jaar;3.9;8.0
267;Oost-Groningen;Vrouw;25 tot 45 jaar;16.0;12.8
268;Oost-Groningen;Vrouw;45 tot 65 jaar;12.5;12.4
269;Oost-Groningen;Vrouw;65 jaar en ouder;14.7;11.5
270;Delfzijl en omgeving;Totaal mannen en vrouwen;Totaal leeftijd;34.5;16.5
271;Delfzijl en omgeving;Totaal mannen en vrouwen;15 tot 25 jaar;2.9;9.1
272;Delfzijl en omgeving;Totaal mannen en vrouwen;25 tot 45 jaar;12.1;17.2
273;Delfzijl en omgeving;Totaal mannen en vrouwen;45 tot 65 jaar;11.2;19.7
274;Delfzijl en omgeving;Totaal mannen en vrouwen;65 jaar en ouder;8.4;13.9
275;Delfzijl en omgeving;Man;Totaal leeftijd;19.0;20.0
276;Delfzijl en omgeving;Man;15 tot 25 jaar;1.5;10.2
277;Delfzijl en omgeving;Man;25 tot 45 jaar;6.8;20.4
278;Delfzijl en omgeving;Man;45 tot 65 jaar;7.0;23.4
279;Delfzijl en omgeving;Man;65 jaar en ouder;3.6;16.9
280;Delfzijl en omgeving;Vrouw;Totaal leeftijd;15.5;12.3
281;Delfzijl en omgeving;Vrouw;15 tot 25 jaar;1.3;7.9
282;Delfzijl en omgeving;Vrouw;25 tot 45 jaar;5.3;13.1
283;Delfzijl en omgeving;Vrouw;45 tot 65 jaar;4.1;13.3
284;Delfzijl en omgeving;Vrouw;65 jaar en ouder;4.8;11.7
285;Overig Groningen;Totaal mannen en vrouwen;Totaal leeftijd;243.3;16.7
286;Overig Groningen;Totaal mannen en vrouwen;15 tot 25 jaar;29.8;8.4
287;Overig Groningen;Totaal mannen en vrouwen;25 tot 45 jaar;94.8;17.7
288;Overig Groningen;Totaal mannen en vrouwen;45 tot 65 jaar;71.0;20.0
289;Overig Groningen;Totaal mannen en vrouwen;65 jaar en ouder;47.7;15.1
290;Overig Groningen;Man;Totaal leeftijd;128.7;19.6
291;Overig Groningen;Man;15 tot 25 jaar;14.7;8.7
292;Overig Groningen;Man;25 tot 45 jaar;52.1;20.0
293;Overig Groningen;Man;45 tot 65 jaar;42.3;23.6
294;Overig Groningen;Man;65 jaar en ouder;19.6;18.1
295;Overig Groningen;Vrouw;Totaal leeftijd;114.6;13.5
296;Overig Groningen;Vrouw;15 tot 25 jaar;15.1;8.2
297;Overig Groningen;Vrouw;25 tot 45 jaar;42.7;14.9
298;Overig Groningen;Vrouw;45 tot 65 jaar;28.7;14.7
299;Overig Groningen;Vrouw;65 jaar en ouder;28.1;13.0
300;Noord-Friesland;Totaal mannen en vrouwen;Totaal leeftijd;215.0;16.4
301;Noord-Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;23.4;9.1
302;Noord-Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;80.3;17.3
303;Noord-Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;66.3;19.2
304;Noord-Friesland;Totaal mannen en vrouwen;65 jaar en ouder;45.1;14.6
305;Noord-Friesland;Man;Totaal leeftijd;117.4;19.7
306;Noord-Friesland;Man;15 tot 25 jaar;12.1;10.0
307;Noord-Friesland;Man;25 tot 45 jaar;45.0;20.1
308;Noord-Friesland;Man;45 tot 65 jaar;41.2;22.8
309;Noord-Friesland;Man;65 jaar en ouder;19.1;17.9
310;Noord-Friesland;Vrouw;Totaal leeftijd;97.6;12.5
311;Noord-Friesland;Vrouw;15 tot 25 jaar;11.2;8.2
312;Noord-Friesland;Vrouw;25 tot 45 jaar;35.3;13.6
313;Noord-Friesland;Vrouw;45 tot 65 jaar;25.1;13.2
314;Noord-Friesland;Vrouw;65 jaar en ouder;26.0;12.2
315;Zuidwest-Friesland;Totaal mannen en vrouwen;Totaal leeftijd;67.7;16.6
316;Zuidwest-Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;6.4;8.7
317;Zuidwest-Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;25.0;17.3
318;Zuidwest-Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;21.4;19.4
319;Zuidwest-Friesland;Totaal mannen en vrouwen;65 jaar en ouder;15.0;14.9
320;Zuidwest-Friesland;Man;Totaal leeftijd;37.4;20.2
321;Zuidwest-Friesland;Man;15 tot 25 jaar;3.4;9.4
322;Zuidwest-Friesland;Man;25 tot 45 jaar;14.1;20.5
323;Zuidwest-Friesland;Man;45 tot 65 jaar;13.3;23.4
324;Zuidwest-Friesland;Man;65 jaar en ouder;6.6;18.8
325;Zuidwest-Friesland;Vrouw;Totaal leeftijd;30.3;12.2
326;Zuidwest-Friesland;Vrouw;15 tot 25 jaar;3.0;7.9
327;Zuidwest-Friesland;Vrouw;25 tot 45 jaar;10.8;13.1
328;Zuidwest-Friesland;Vrouw;45 tot 65 jaar;8.0;12.9
329;Zuidwest-Friesland;Vrouw;65 jaar en ouder;8.4;11.9
330;Zuidoost-Friesland;Totaal mannen en vrouwen;Totaal leeftijd;135.0;16.6
331;Zuidoost-Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;12.5;8.8
332;Zuidoost-Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;49.3;17.3
333;Zuidoost-Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;42.0;19.5
334;Zuidoost-Friesland;Totaal mannen en vrouwen;65 jaar en ouder;31.2;14.8
335;Zuidoost-Friesland;Man;Totaal leeftijd;73.4;20.2
336;Zuidoost-Friesland;Man;15 tot 25 jaar;6.7;9.5
337;Zuidoost-Friesland;Man;25 tot 45 jaar;27.6;20.5
338;Zuidoost-Friesland;Man;45 tot 65 jaar;25.7;23.5
339;Zuidoost-Friesland;Man;65 jaar en ouder;13.4;18.4
340;Zuidoost-Friesland;Vrouw;Totaal leeftijd;61.6;12.4
341;Zuidoost-Friesland;Vrouw;15 tot 25 jaar;5.8;8.0
342;Zuidoost-Friesland;Vrouw;25 tot 45 jaar;21.7;13.2
343;Zuidoost-Friesland;Vrouw;45 tot 65 jaar;16.3;13.2
344;Zuidoost-Friesland;Vrouw;65 jaar en ouder;17.8;12.2
345;Noord-Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;122.8;17.6
346;Noord-Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;9.7;8.3
347;Noord-Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;44.1;18.0
348;Noord-Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;40.7;20.7
349;Noord-Drenthe;Totaal mannen en vrouwen;65 jaar en ouder;28.3;15.5
350;Noord-Drenthe;Man;Totaal leeftijd;65.5;21.4
351;Noord-Drenthe;Man;15 tot 25 jaar;5.1;8.9
352;Noord-Drenthe;Man;25 tot 45 jaar;23.7;21.4
353;Noord-Drenthe;Man;45 tot 65 jaar;24.4;25.0
354;Noord-Drenthe;Man;65 jaar en ouder;12.3;19.2
355;Noord-Drenthe;Vrouw;Totaal leeftijd;57.3;13.3
356;Noord-Drenthe;Vrouw;15 tot 25 jaar;4.6;7.7
357;Noord-Drenthe;Vrouw;25 tot 45 jaar;20.4;14.2
358;Noord-Drenthe;Vrouw;45 tot 65 jaar;16.3;14.3
359;Noord-Drenthe;Vrouw;65 jaar en ouder;16.0;12.7
360;Zuidoost-Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;114.5;15.8
361;Zuidoost-Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;10.7;8.7
362;Zuidoost-Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;41.3;16.5
363;Zuidoost-Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;36.4;18.4
364;Zuidoost-Drenthe;Totaal mannen en vrouwen;65 jaar en ouder;26.1;14.0
365;Zuidoost-Drenthe;Man;Totaal leeftijd;62.1;19.1
366;Zuidoost-Drenthe;Man;15 tot 25 jaar;5.6;9.5
367;Zuidoost-Drenthe;Man;25 tot 45 jaar;22.9;19.7
368;Zuidoost-Drenthe;Man;45 tot 65 jaar;22.3;22.1
369;Zuidoost-Drenthe;Man;65 jaar en ouder;11.4;16.8
370;Zuidoost-Drenthe;Vrouw;Totaal leeftijd;52.4;11.8
371;Zuidoost-Drenthe;Vrouw;15 tot 25 jaar;5.1;7.8
372;Zuidoost-Drenthe;Vrouw;25 tot 45 jaar;18.4;12.4
373;Zuidoost-Drenthe;Vrouw;45 tot 65 jaar;14.1;12.5
374;Zuidoost-Drenthe;Vrouw;65 jaar en ouder;14.7;11.9
375;Zuidwest-Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;84.4;16.8
376;Zuidwest-Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;8.4;9.2
377;Zuidwest-Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;29.9;17.6
378;Zuidwest-Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;26.3;19.6
