ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
0;Nederland;Totaal mannen en vrouwen;Totaal leeftijd;10782.4;17.8
1;Nederland;Totaal mannen en vrouwen;15 tot 25 jaar;1084.9;9.1
2;Nederland;Totaal mannen en vrouwen;25 tot 45 jaar;4180.3;18.9
3;Nederland;Totaal mannen en vrouwen;45 tot 65 jaar;3332.2;20.7
4;Nederland;Totaal mannen en vrouwen;65 jaar en ouder;2185.0;15.6
5;Nederland;Man;Totaal leeftijd;5746.1;21.6
6;Nederland;Man;15 tot 25 jaar;556.0;9.7
7;Nederland;Man;25 tot 45 jaar;2289.5;22.3
8;Nederland;Man;45 tot 65 jaar;1981.1;25.2
9;Nederland;Man;65 jaar en ouder;919.5;19.2
10;Nederland;Vrouw;Totaal leeftijd;5036.3;13.5
11;Nederland;Vrouw;15 tot 25 jaar;528.9;8.5
12;Nederland;Vrouw;25 tot 45 jaar;1890.8;14.8
13;Nederland;Vrouw;45 tot 65 jaar;1351.2;14.2
14;Nederland;Vrouw;65 jaar en ouder;1265.4;13.0
15;Noord-Nederland;Totaal mannen en vrouwen;Totaal leeftijd;1120.5;16.5
16;Noord-Nederland;Totaal mannen en vrouwen;15 tot 25 jaar;111.8;8.8
17;Noord-Nederland;Totaal mannen en vrouwen;25 tot 45 jaar;413.1;17.4
18;Noord-Nederland;Totaal mannen en vrouwen;45 tot 65 jaar;348.6;19.4
19;Noord-Nederland;Totaal mannen en vrouwen;65 jaar en ouder;246.9;14.6
20;Noord-Nederland;Man;Totaal leeftijd;605.6;19.9
21;Noord-Nederland;Man;15 tot 25 jaar;57.9;9.4
22;Noord-Nederland;Man;25 tot 45 jaar;229.4;20.3
23;Noord-Nederland;Man;45 tot 65 jaar;213.2;23.2
24;Noord-Nederland;Man;65 jaar en ouder;105.1;17.9
25;Noord-Nederland;Vrouw;Totaal leeftijd;514.9;12.6
26;Noord-Nederland;Vrouw;15 tot 25 jaar;53.9;8.0
27;Noord-Nederland;Vrouw;25 tot 45 jaar;183.7;13.7
28;Noord-Nederland;Vrouw;45 tot 65 jaar;135.4;13.5
29;Noord-Nederland;Vrouw;65 jaar en ouder;141.8;12.3
30;Oost-Nederland;Totaal mannen en vrouwen;Totaal leeftijd;2232.6;17.1
31;Oost-Nederland;Totaal mannen en vrouwen;15 tot 25 jaar;240.1;9.0
32;Oost-Nederland;Totaal mannen en vrouwen;25 tot 45 jaar;868.4;18.1
33;Oost-Nederland;Totaal mannen en vrouwen;45 tot 65 jaar;679.2;20.0
34;Oost-Nederland;Totaal mannen en vrouwen;65 jaar en ouder;444.9;15.1
35;Oost-Nederland;Man;Totaal leeftijd;1205.7;20.8
36;Oost-Nederland;Man;15 tot 25 jaar;125.2;9.6
37;Oost-Nederland;Man;25 tot 45 jaar;481.4;21.5
38;Oost-Nederland;Man;45 tot 65 jaar;410.6;24.3
39;Oost-Nederland;Man;65 jaar en ouder;188.5;18.6
40;Oost-Nederland;Vrouw;Totaal leeftijd;1026.9;12.8
41;Oost-Nederland;Vrouw;15 tot 25 jaar;114.9;8.4
42;Oost-Nederland;Vrouw;25 tot 45 jaar;386.9;13.8
43;Oost-Nederland;Vrouw;45 tot 65 jaar;268.6;13.5
44;Oost-Nederland;Vrouw;65 jaar en ouder;256.4;12.6
45;West-Nederland;Totaal mannen en vrouwen;Totaal leeftijd;5044.8;18.6
46;West-Nederland;Totaal mannen en vrouwen;15 tot 25 jaar;494.9;9.4
47;West-Nederland;Totaal mannen en vrouwen;25 tot 45 jaar;1994.6;19.8
48;West-Nederland;Totaal mannen en vrouwen;45 tot 65 jaar;1548.1;21.6
49;West-Nederland;Totaal mannen en vrouwen;65 jaar en ouder;1007.3;16.2
50;West-Nederland;Man;Totaal leeftijd;2644.6;22.5
51;West-Nederland;Man;15 tot 25 jaar;249.7;9.9
52;West-Nederland;Man;25 tot 45 jaar;1079.6;23.2
53;West-Nederland;Man;45 tot 65 jaar;897.9;26.3
54;West-Nederland;Man;65 jaar en ouder;417.4;20.1
55;West-Nederland;Vrouw;Totaal leeftijd;2400.2;14.3
56;West-Nederland;Vrouw;15 tot 25 jaar;245.2;8.9
57;West-Nederland;Vrouw;25 tot 45 jaar;915.0;15.8
58;West-Nederland;Vrouw;45 tot 65 jaar;650.1;15.1
59;West-Nederland;Vrouw;65 jaar en ouder;589.9;13.5
60;Zuid-Nederland;Totaal mannen en vrouwen;Totaal leeftijd;2384.5;17.3
61;Zuid-Nederland;Totaal mannen en vrouwen;15 tot 25 jaar;238.1;8.7
62;Zuid-Nederland;Totaal mannen en vrouwen;25 tot 45 jaar;904.2;18.4
63;Zuid-Nederland;Totaal mannen en vrouwen;45 tot 65 jaar;756.4;20.1
64;Zuid-Nederland;Totaal mannen en vrouwen;65 jaar en ouder;485.8;15.1
65;Zuid-Nederland;Man;Totaal leeftijd;1290.1;21.1
66;Zuid-Nederland;Man;15 tot 25 jaar;123.2;9.2
67;Zuid-Nederland;Man;25 tot 45 jaar;499.0;22.0
68;Zuid-Nederland;Man;45 tot 65 jaar;459.3;24.6
69;Zuid-Nederland;Man;65 jaar en ouder;208.5;18.5
70;Zuid-Nederland;Vrouw;Totaal leeftijd;1094.4;12.8
71;Zuid-Nederland;Vrouw;15 tot 25 jaar;114.9;8.2
72;Zuid-Nederland;Vrouw;25 tot 45 jaar;405.2;13.9
73;Zuid-Nederland;Vrouw;45 tot 65 jaar;297.0;13.3
74;Zuid-Nederland;Vrouw;65 jaar en ouder;277.2;12.5
75;Groningen;Totaal mannen en vrouwen;Totaal leeftijd;381.1;16.4
76;Groningen;Totaal mannen en vrouwen;15 tot 25 jaar;40.7;8.6
77;Groningen;Totaal mannen en vrouwen;25 tot 45 jaar;143.2;17.4
78;Groningen;Totaal mannen en vrouwen;45 tot 65 jaar;115.6;19.3
79;Groningen;Totaal mannen en vrouwen;65 jaar en ouder;81.6;14.4
80;Groningen;Man;Totaal leeftijd;203.9;19.4
81;Groningen;Man;15 tot 25 jaar;20.5;9.0
82;Groningen;Man;25 tot 45 jaar;79.3;20.0
83;Groningen;Man;45 tot 65 jaar;70.2;22.9
84;Groningen;Man;65 jaar en ouder;33.9;17.2
85;Groningen;Vrouw;Totaal leeftijd;177.2;13.0
86;Groningen;Vrouw;15 tot 25 jaar;20.2;8.1
87;Groningen;Vrouw;25 tot 45 jaar;64.0;14.2
88;Groningen;Vrouw;45 tot 65 jaar;45.4;13.9
89;Groningen;Vrouw;65 jaar en ouder;47.6;12.4
90;Friesland;Totaal mannen en vrouwen;Totaal leeftijd;417.7;16.5
91;Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;42.3;8.9
92;Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;154.5;17.3
93;Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;129.7;19.3
94;Friesland;Totaal mannen en vrouwen;65 jaar en ouder;91.2;14.7
95;Friesland;Man;Totaal leeftijd;228.2;19.9
96;Friesland;Man;15 tot 25 jaar;22.2;9.7
97;Friesland;Man;25 tot 45 jaar;86.7;20.3
98;Friesland;Man;45 tot 65 jaar;80.3;23.1
99;Friesland;Man;65 jaar en ouder;39.0;18.2
100;Friesland;Vrouw;Totaal leeftijd;189.5;12.4
101;Friesland;Vrouw;15 tot 25 jaar;20.1;8.1
102;Friesland;Vrouw;25 tot 45 jaar;67.8;13.4
103;Friesland;Vrouw;45 tot 65 jaar;49.4;13.2
104;Friesland;Vrouw;65 jaar en ouder;52.2;12.1
105;Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;321.7;16.7
106;Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;28.8;8.7
107;Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;115.4;17.4
108;Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;103.4;19.6
109;Drenthe;Totaal mannen en vrouwen;65 jaar en ouder;74.1;14.9
110;Drenthe;Man;Totaal leeftijd;173.5;20.3
111;Drenthe;Man;15 tot 25 jaar;15.2;9.5
112;Drenthe;Man;25 tot 45 jaar;63.4;20.7
113;Drenthe;Man;45 tot 65 jaar;62.8;23.7
114;Drenthe;Man;65 jaar en ouder;32.1;18.1
115;Drenthe;Vrouw;Totaal leeftijd;148.2;12.5
116;Drenthe;Vrouw;15 tot 25 jaar;13.6;7.9
117;Drenthe;Vrouw;25 tot 45 jaar;51.9;13.3
118;Drenthe;Vrouw;45 tot 65 jaar;40.6;13.4
119;Drenthe;Vrouw;65 jaar en ouder;42.0;12.3
120;Overijssel;Totaal mannen en vrouwen;Totaal leeftijd;721.1;16.5
121;Overijssel;Totaal mannen en vrouwen;15 tot 25 jaar;79.5;9.0
122;Overijssel;Totaal mannen en vrouwen;25 tot 45 jaar;278.9;17.5
123;Overijssel;Totaal mannen en vrouwen;45 tot 65 jaar;213.7;19.4
124;Overijssel;Totaal mannen en vrouwen;65 jaar en ouder;149.1;14.7
125;Overijssel;Man;Totaal leeftijd;393.0;20.0
126;Overijssel;Man;15 tot 25 jaar;42.2;9.6
127;Overijssel;Man;25 tot 45 jaar;156.3;20.8
128;Overijssel;Man;45 tot 65 jaar;131.5;23.5
129;Overijssel;Man;65 jaar en ouder;63.1;17.8
130;Overijssel;Vrouw;Totaal leeftijd;328.2;12.4
131;Overijssel;Vrouw;15 tot 25 jaar;37.4;8.3
132;Overijssel;Vrouw;25 tot 45 jaar;122.6;13.4
133;Overijssel;Vrouw;45 tot 65 jaar;82.2;12.8
134;Overijssel;Vrouw;65 jaar en ouder;86.0;12.4
135;Flevoland;Totaal mannen en vrouwen;Totaal leeftijd;218.7;17.6
136;Flevoland;Totaal mannen en vrouwen;15 tot 25 jaar;24.8;9.5
137;Flevoland;Totaal mannen en vrouwen;25 tot 45 jaar;98.3;18.8
138;Flevoland;Totaal mannen en vrouwen;45 tot 65 jaar;65.9;20.3
139;Flevoland;Totaal mannen en vrouwen;65 jaar en ouder;29.7;14.6
140;Flevoland;Man;Totaal leeftijd;117.8;21.2
141;Flevoland;Man;15 tot 25 jaar;12.8;10.1
142;Flevoland;Man;25 tot 45 jaar;53.6;22.4
143;Flevoland;Man;45 tot 65 jaar;38.2;24.4
144;Flevoland;Man;65 jaar en ouder;13.2;17.9
145;Flevoland;Vrouw;Totaal leeftijd;100.9;13.4
146;Flevoland;Vrouw;15 tot 25 jaar;11.9;8.9
147;Flevoland;Vrouw;25 tot 45 jaar;44.7;14.5
148;Flevoland;Vrouw;45 tot 65 jaar;27.7;14.5
149;Flevoland;Vrouw;65 jaar en ouder;16.5;11.9
150;Gelderland;Totaal mannen en vrouwen;Totaal leeftijd;1292.8;17.4
151;Gelderland;Totaal mannen en vrouwen;15 tot 25 jaar;135.7;9.0
152;Gelderland;Totaal mannen en vrouwen;25 tot 45 jaar;491.2;18.3
153;Gelderland;Totaal mannen en vrouwen;45 tot 65 jaar;399.7;20.3
154;Gelderland;Totaal mannen en vrouwen;65 jaar en ouder;266.2;15.5
155;Gelderland;Man;Totaal leeftijd;694.9;21.2
156;Gelderland;Man;15 tot 25 jaar;70.1;9.6
