ID;Geslacht;Gebieden;Beroepen;Ongehuwd_1;Gehuwd_2;OnbekendeBurgerlijkeStaat_3;Beneden12Jaar_4;k_1213Jaar_5;Ongehuwd_6;Gehuwd_7;Ongehuwd_8;Gehuwd_9;Ongehuwd_10;Gehuwd_11;OnbekendeBurgerlijkeStaat_12;Ongehuwd_13;Gehuwd_14;OnbekendeBurgerlijkeStaat_15;Ongehuwd_16;Gehuwd_17;OnbekendeBurgerlijkeStaat_18;Ongehuwd_19;Gehuwd_20;OnbekendeBurgerlijkeStaat_21;Ongehuwd_22;Gehuwd_23;OnbekendeBurgerlijkeStaat_24;Ongehuwd_25;Gehuwd_26;Ongehuwd_27;Gehuwd_28;OnbekendeBurgerlijkeStaat_29;Ongehuwd_30;Gehuwd_31;OnbekendeBurgerlijkeStaat_32;Pagina_33
0;Totaal;Nederland; 1-36      Totale bevolking;3151617.0;1952520.0;81.0;1457695.0;214696.0;207155.0;1.0;196494.0;309.0;432716.0;29464.0;1.0;419122.0;542693.0;10.0;127116.0;656098.0;15.0;47694.0;337269.0;8.0;18102.0;138990.0;5.0;13143.0;103661.0;17569.0;143997.0;3.0;34.0;38.0;0.0;RY266
1;Totaal;Nederland; 1-33      Tot. aantal personen met e...;972227.0;951357.0;1.0;1677.0;34065.0;83243.0;0.0;113604.0;45.0;300910.0;8825.0;0.0;308374.0;261276.0;1.0;84588.0;347987.0;0.0;27455.0;178192.0;0.0;8727.0;68785.0;0.0;5272.0;45106.0;4294.0;41125.0;0.0;7.0;16.0;0.0;RY266
2;Totaal;Nederland; 1-17      Nijverheidsbedr.;326024.0;324550.0;0.0;366.0;18158.0;38522.0;0.0;45400.0;22.0;103670.0;4324.0;0.0;88151.0;105484.0;0.0;21421.0;121912.0;0.0;6420.0;53259.0;0.0;1931.0;18675.0;0.0;1187.0;11194.0;794.0;9678.0;0.0;4.0;2.0;0.0;RY266
3;Totaal;Nederland;18         Landbouw;274977.0;295301.0;0.0;902.0;8690.0;22291.0;0.0;31219.0;11.0;80166.0;1786.0;0.0;89509.0;63922.0;0.0;25519.0;98159.0;0.0;9299.0;63099.0;0.0;3335.0;28262.0;0.0;2144.0;20281.0;1899.0;19779.0;0.0;4.0;2.0;0.0;RY266
4;Totaal;Nederland;19         Visscherij en jacht;9023.0;13473.0;0.0;35.0;469.0;1008.0;0.0;1270.0;0.0;3185.0;178.0;0.0;2381.0;4705.0;0.0;463.0;4818.0;0.0;120.0;2032.0;0.0;44.0;806.0;0.0;25.0;510.0;23.0;424.0;0.0;0.0;0.0;0.0;RY266
5;Totaal;Nederland;20-23      Handel en verk.;114884.0;217340.0;1.0;108.0;2457.0;6804.0;0.0;11138.0;3.0;35451.0;1820.0;0.0;41341.0;61222.0;1.0;11717.0;83633.0;0.0;3614.0;40198.0;0.0;1109.0;13979.0;0.0;627.0;8734.0;514.0;7749.0;0.0;3.0;2.0;0.0;RY266
6;Totaal;Nederland;24-33%28   Andere beroepen;237640.0;77076.0;0.0;261.0;4225.0;14325.0;0.0;23829.0;9.0;75075.0;290.0;0.0;83623.0;19129.0;0.0;24202.0;30633.0;0.0;7611.0;15199.0;0.0;2199.0;5476.0;0.0;1243.0;3488.0;1041.0;2843.0;0.0;6.0;9.0;0.0;RY266
7;Totaal;Nederland;28         Losse werklieden;9679.0;23617.0;0.0;5.0;66.0;293.0;0.0;748.0;0.0;3363.0;427.0;0.0;3369.0;6814.0;0.0;1266.0;8832.0;0.0;391.0;4405.0;0.0;109.0;1587.0;0.0;46.0;899.0;23.0;652.0;0.0;0.0;1.0;0.0;RY266
8;Totaal;Nederland;34         Gepensionn.;1307.0;5765.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;133.0;89.0;0.0;484.0;751.0;0.0;349.0;1318.0;0.0;128.0;1056.0;0.0;82.0;1004.0;129.0;1543.0;0.0;0.0;0.0;0.0;RY266
9;Totaal;Nederland;35         Beroep onbekend;32.0;18.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;10.0;1.0;0.0;12.0;5.0;1.0;5.0;7.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;RY266
10;Totaal;Nederland;36         Zonder beroep;2178051.0;995380.0;79.0;1456018.0;180630.0;123912.0;1.0;82888.0;264.0;131795.0;20634.0;1.0;110603.0;281323.0;8.0;42039.0;307353.0;15.0;19889.0;157758.0;8.0;9247.0;69148.0;5.0;7789.0;57549.0;13145.0;101328.0;3.0;17.0;22.0;0.0;RY266
11;Totaal;Nederland; 1-17      Totaal generaal;326024.0;324550.0;0.0;366.0;18158.0;38522.0;0.0;45400.0;22.0;103670.0;4324.0;0.0;88151.0;105484.0;0.0;21421.0;121912.0;0.0;6420.0;53259.0;0.0;1931.0;18675.0;0.0;1187.0;11194.0;794.0;9678.0;0.0;4.0;2.0;0.0;RY186
12;Totaal;Nederland; 1-17    A Totaal;43551.0;118882.0;0.0;0.0;19.0;293.0;0.0;1405.0;3.0;8648.0;642.0;0.0;18338.0;28135.0;0.0;9053.0;44830.0;0.0;3326.0;23688.0;0.0;1156.0;9281.0;0.0;762.0;6196.0;549.0;6107.0;0.0;2.0;0.0;0.0;RY186
13;Totaal;Nederland; 1-17    B Totaal;1652.0;1680.0;0.0;0.0;0.0;6.0;0.0;32.0;0.0;282.0;6.0;0.0;1030.0;575.0;0.0;239.0;688.0;0.0;53.0;268.0;0.0;8.0;73.0;0.0;1.0;43.0;1.0;27.0;0.0;0.0;0.0;0.0;RY186
14;Totaal;Nederland; 1-17    C Totaal;10284.0;13709.0;0.0;1.0;55.0;350.0;0.0;729.0;1.0;3271.0;72.0;0.0;4792.0;4457.0;0.0;841.0;5759.0;0.0;184.0;2271.0;0.0;36.0;642.0;0.0;15.0;300.0;10.0;207.0;0.0;0.0;0.0;0.0;RY186
15;Totaal;Nederland; 1-17    D Totaal;270537.0;190279.0;0.0;365.0;18084.0;37873.0;0.0;43234.0;18.0;91469.0;3604.0;0.0;63991.0;72317.0;0.0;11288.0;70635.0;0.0;2857.0;27032.0;0.0;731.0;8679.0;0.0;409.0;4655.0;234.0;3337.0;0.0;2.0;2.0;0.0;RY186
16;Totaal;Nederland; 1         Tot. gen. - Fabr. van aard...;12285.0;12860.0;0.0;27.0;713.0;1543.0;0.0;1813.0;1.0;4197.0;295.0;0.0;3231.0;4746.0;0.0;567.0;4893.0;0.0;128.0;1861.0;0.0;40.0;569.0;0.0;17.0;286.0;9.0;209.0;0.0;0.0;0.0;0.0;RY 14
17;Totaal;Nederland; 1       A Tot. - Fabr. van aardewerk...;164.0;780.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;72.0;122.0;0.0;49.0;344.0;0.0;13.0;164.0;0.0;9.0;70.0;0.0;8.0;41.0;2.0;39.0;0.0;0.0;0.0;0.0;RY 14
18;Totaal;Nederland; 1       B Tot. - Fabr. van aardewerk...;48.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;33.0;24.0;0.0;6.0;36.0;0.0;2.0;19.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;RY 14
19;Totaal;Nederland; 1       C Tot. - Fabr. van aardewerk...;351.0;920.0;0.0;0.0;0.0;14.0;0.0;22.0;0.0;104.0;4.0;0.0;172.0;256.0;0.0;27.0;408.0;0.0;9.0;153.0;0.0;0.0;54.0;0.0;2.0;29.0;1.0;16.0;0.0;0.0;0.0;0.0;RY 14
20;Totaal;Nederland; 1       D Tot. - Fabr. van aardewerk...;11722.0;11073.0;0.0;27.0;713.0;1529.0;0.0;1791.0;1.0;4075.0;291.0;0.0;2954.0;4344.0;0.0;485.0;4105.0;0.0;104.0;1525.0;0.0;31.0;443.0;0.0;7.0;212.0;6.0;152.0;0.0;0.0;0.0;0.0;RY 14
21;Totaal;Nederland; 1a      A Tot. - Graven van zand, ki...;13.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;15.0;0.0;3.0;26.0;0.0;0.0;7.0;0.0;1.0;2.0;0.0;2.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;RY  2
22;Totaal;Nederland; 1a      B Tot. - Graven van zand, ki...;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
23;Totaal;Nederland; 1a      C Tot. - Graven van zand, ki...;3.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;RY  2
24;Totaal;Nederland; 1a      D Tot. - Graven van zand, ki...;87.0;79.0;0.0;0.0;2.0;11.0;0.0;5.0;0.0;34.0;1.0;0.0;26.0;23.0;0.0;7.0;30.0;0.0;2.0;17.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
25;Totaal;Nederland; 1a0     A Graven van zand, kiezel, k...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Zero
26;Totaal;Nederland; 1a0     B Graven van zand, kiezel, k...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Zero
27;Totaal;Nederland; 1a0     C Graven van zand, kiezel, k...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Zero
28;Totaal;Nederland; 1a0     D Graven van zand, kiezel, k...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Zero
29;Totaal;Nederland; 1a1.1   A Grintgravers;7.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;11.0;0.0;1.0;16.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;RY  2
30;Totaal;Nederland; 1a1.1   B Grintgravers;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
31;Totaal;Nederland; 1a1.1   C Grintgravers;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
32;Totaal;Nederland; 1a1.1   D Grintgravers;52.0;31.0;0.0;0.0;2.0;10.0;0.0;2.0;0.0;23.0;0.0;0.0;10.0;8.0;0.0;3.0;12.0;0.0;2.0;4.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
33;Totaal;Nederland; 1a1.2   C Machinisten;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
34;Totaal;Nederland; 1a1.3   D Stokers;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
35;Totaal;Nederland; 1a1.4   C Schippers;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
36;Totaal;Nederland; 1a1.4   D Schippers;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
37;Totaal;Nederland; 1a1.5   C Molenbazen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Zero
38;Totaal;Nederland; 1a2     D Kleigravers;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
39;Totaal;Nederland; 1a3     A Zandwasschers;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
40;Totaal;Nederland; 1a3     D Zandwasschers;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
41;Totaal;Nederland; 1a4     A Zandwerkers;6.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;2.0;7.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;RY  2
42;Totaal;Nederland; 1a4     C Zandwerkers;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;RY  2
43;Totaal;Nederland; 1a4     D Zandwerkers;24.0;36.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;5.0;1.0;0.0;12.0;12.0;0.0;4.0;14.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  2
44;Totaal;Nederland; 1b      A Tot. - Fabr. van cement, g...;10.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;4.0;0.0;4.0;19.0;0.0;1.0;7.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;RY  4
45;Totaal;Nederland; 1b      B Tot. - Fabr. van cement, g...;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;RY  4
46;Totaal;Nederland; 1b      C Tot. - Fabr. van cement, g...;12.0;55.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;0.0;6.0;12.0;0.0;0.0;23.0;0.0;1.0;12.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;RY  4
