ID;Goederensoorten;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
1437;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2015 oktober;2856.0;5946.0;1888.0;425.0;stuks                    
1438;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2015 november;2943.0;3331.0;1289.0;28.0;stuks                    
1439;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2015 december;3570.0;3231.0;1786.0;128.0;stuks                    
1440;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2015 ;37197.0;15620.0;18723.0;1310.0;stuks                    
1441;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 januari;592.0;12.0;1569.0;62.0;stuks                    
1442;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 februari;578.0;13.0;1214.0;30.0;stuks                    
1443;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 maart;721.0;26.0;1601.0;54.0;stuks                    
1444;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 april;477.0;20.0;1477.0;46.0;stuks                    
1445;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 mei;525.0;28.0;1338.0;33.0;stuks                    
1446;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 juni;559.0;15.0;1960.0;74.0;stuks                    
1447;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 juli;1448.0;25.0;938.0;22.0;stuks                    
1448;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 augustus;1475.0;19.0;2557.0;111.0;stuks                    
1449;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 september;1517.0;22.0;1583.0;51.0;stuks                    
1450;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 oktober;679.0;16.0;1263.0;29.0;stuks                    
1451;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 november;704.0;20.0;1074.0;22.0;stuks                    
1452;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016 december;805.0;17.0;2068.0;59.0;stuks                    
1453;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2016;10081.0;233.0;18641.0;593.0;stuks                    
1454;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 januari;608.0;13.0;2457.0;66.0;stuks                    
1455;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 februari;628.0;14.0;3319.0;93.0;stuks                    
1456;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 maart;812.0;23.0;3219.0;68.0;stuks                    
1457;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 april;1015.0;67.0;2614.0;72.0;stuks                    
1458;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 mei;1257.0;91.0;2649.0;53.0;stuks                    
1459;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 juni;1146.0;60.0;3026.0;62.0;stuks                    
1460;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 juli;940.0;34.0;2493.0;56.0;stuks                    
1461;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 augustus;938.0;29.0;2417.0;70.0;stuks                    
1462;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 september;901.0;30.0;3872.0;85.0;stuks                    
1463;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 oktober;1236.0;79.0;2710.0;53.0;stuks                    
1464;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 november;1162.0;73.0;2948.0;61.0;stuks                    
1465;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017 december;1225.0;62.0;4175.0;89.0;stuks                    
1466;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2017;11869.0;575.0;35899.0;828.0;stuks                    
1467;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 januari;1012.0;80.0;2546.0;95.0;stuks                    
1468;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 februari;647.0;16.0;1897.0;40.0;stuks                    
1469;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 maart;1322.0;101.0;2518.0;48.0;stuks                    
1470;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 april;693.0;13.0;2238.0;43.0;stuks                    
1471;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 mei;1082.0;25.0;2453.0;48.0;stuks                    
1472;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 juni;1558.0;31.0;2431.0;51.0;stuks                    
1473;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 juli;1206.0;25.0;2830.0;65.0;stuks                    
1474;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 augustus;1286.0;23.0;2198.0;42.0;stuks                    
1475;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 september;1221.0;22.0;3372.0;76.0;stuks                    
1476;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 oktober;1286.0;30.0;2604.0;43.0;stuks                    
1477;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 november;1077.0;22.0;5179.0;66.0;stuks                    
1478;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 december;1434.0;28.0;5932.0;84.0;stuks                    
1479;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2018 ;13825.0;416.0;36197.0;701.0;stuks                    
1480;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 januari;2816.0;47.0;4165.0;116.0;stuks                    
1481;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 februari;3675.0;52.0;2748.0;56.0;stuks                    
1482;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 maart;3181.0;54.0;4696.0;118.0;stuks                    
1483;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 april;3282.0;47.0;3122.0;65.0;stuks                    
1484;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 mei;5028.0;56.0;3307.0;76.0;stuks                    
1485;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 juni;2892.0;49.0;3224.0;66.0;stuks                    
1486;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 juli;3777.0;76.0;4375.0;132.0;stuks                    
1487;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 augustus;3577.0;70.0;3786.0;115.0;stuks                    
1488;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 september;3480.0;67.0;4347.0;121.0;stuks                    
1489;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 oktober;4213.0;59.0;3564.0;71.0;stuks                    
1490;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 november;4319.0;64.0;4063.0;73.0;stuks                    
1491;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019 december;4911.0;62.0;5564.0;112.0;stuks                    
1492;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2019;45152.0;703.0;46960.0;1121.0;stuks                    
1493;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 januari;2046.0;67.0;2756.0;172.0;stuks                    
1494;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 februari;1338.0;43.0;1536.0;38.0;stuks                    
1495;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 maart;1487.0;41.0;1860.0;78.0;stuks                    
1496;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 april;1170.0;48.0;1352.0;54.0;stuks                    
1497;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 mei;1408.0;49.0;1493.0;91.0;stuks                    
1498;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 juni;1478.0;54.0;1971.0;81.0;stuks                    
1499;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 juli;1665.0;52.0;1371.0;63.0;stuks                    
1500;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 augustus;1953.0;56.0;1960.0;173.0;stuks                    
1501;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 september;1364.0;25.0;2443.0;115.0;stuks                    
1502;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 oktober;2184.0;49.0;2201.0;94.0;stuks                    
1503;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 november;1947.0;46.0;2346.0;191.0;stuks                    
1504;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020 december;5296.0;502.0;3679.0;255.0;stuks                    
1505;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2020;23335.0;1032.0;24967.0;1405.0;stuks                    
1506;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 januari;2344.0;32.0;3388.0;56.0;stuks                    
1507;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 februari;3624.0;249.0;2586.0;87.0;stuks                    
1508;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 maart;3900.0;98.0;2456.0;165.0;stuks                    
1509;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 april;3285.0;123.0;2334.0;119.0;stuks                    
1510;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 mei;3858.0;273.0;2644.0;183.0;stuks                    
1511;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 juni;3851.0;122.0;3235.0;150.0;stuks                    
1512;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 juli;3469.0;53.0;6879.0;285.0;stuks                    
1513;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 augustus;3328.0;54.0;7157.0;202.0;stuks                    
1514;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 september;3662.0;54.0;6777.0;221.0;stuks                    
1515;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 oktober;3266.0;62.0;2954.0;140.0;stuks                    
1516;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 november;3500.0;93.0;3702.0;165.0;stuks                    
1517;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021 december;4213.0;66.0;4469.0;200.0;stuks                    
1518;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2021;42299.0;1279.0;48581.0;1973.0;stuks                    
1519;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 januari;;;1888.0;116.0;stuks                    
1520;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 februari;4.0;1.0;2636.0;127.0;stuks                    
1521;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 maart;;;3114.0;76.0;stuks                    
1522;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 april;;;3808.0;122.0;stuks                    
1523;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 mei;;;3252.0;176.0;stuks                    
1524;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 juni;1.0;0.0;4149.0;1720.0;stuks                    
1525;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 juli;1.0;2.0;7326.0;190.0;stuks                    
1526;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 augustus;1.0;0.0;4370.0;739.0;stuks                    
1527;0101210000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2022 januari-augustus;6.0;3.0;30545.0;3266.0;stuks                    
1528;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 januari;;;;;                         
1529;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 februari;;;;;                         
1530;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 maart;;;;;                         
1531;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 april;;;;;                         
1532;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 mei;;;;;                         
1533;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 juni;;;;;                         
1534;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 juli;;;;;                         
1535;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 augustus;;;;;                         
1536;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 september;;;;;                         
1537;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 oktober;;;;;                         
1538;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 november;;;;;                         
1539;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008 december;;;;;                         
1540;0101210000 Fokpaarden van zuiver ras;Niet-EU;2008;;;;;                         
1541;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 januari;;;;;                         
1542;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 februari;;;;;                         
1543;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 maart;;;;;                         
1544;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 april;;;;;                         
1545;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 mei;;;;;                         
1546;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 juni;;;;;                         
1547;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 juli;;;;;                         
1548;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 augustus;;;;;                         
1549;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 september;;;;;                         
1550;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 oktober;;;;;                         
1551;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 november;;;;;                         
1552;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009 december;;;;;                         
1553;0101210000 Fokpaarden van zuiver ras;Niet-EU;2009;;;;;                         
1554;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 januari;;;;;                         
1555;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 februari;;;;;                         
1556;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 maart;;;;;                         
1557;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 april;;;;;                         
1558;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 mei;;;;;                         
1559;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 juni;;;;;                         
1560;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 juli;;;;;                         
1561;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 augustus;;;;;                         
1562;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 september;;;;;                         
1563;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 oktober;;;;;                         
1564;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 november;;;;;                         
1565;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010 december;;;;;                         
1566;0101210000 Fokpaarden van zuiver ras;Niet-EU;2010;;;;;                         
1567;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 januari;;;;;                         
1568;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 februari;;;;;                         
1569;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 maart;;;;;                         
1570;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 april;;;;;                         
1571;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 mei;;;;;                         
1572;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 juni;;;;;                         
1573;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 juli;;;;;                         
1574;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 augustus;;;;;                         
1575;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 september;;;;;                         
1576;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 oktober;;;;;                         
1577;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 november;;;;;                         
1578;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011 december;;;;;                         
1579;0101210000 Fokpaarden van zuiver ras;Niet-EU;2011;;;;;                         
1580;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 januari;1399.0;128.0;828.0;234.0;stuks                    
1581;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 februari;342.0;60.0;1254.0;102.0;stuks                    
1582;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 maart;842.0;67.0;981.0;83.0;stuks                    
1583;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 april;373.0;61.0;887.0;47.0;stuks                    
1584;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 mei;431.0;56.0;57.0;14.0;stuks                    
1585;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 juni;275.0;48.0;463.0;94.0;stuks                    
1586;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 juli;240.0;34.0;45.0;6.0;stuks                    
1587;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 augustus;1323.0;90.0;407.0;82.0;stuks                    
1588;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 september;1085.0;50.0;1393.0;147.0;stuks                    
1589;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 oktober;1538.0;82.0;741.0;101.0;stuks                    
1590;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 november;1178.0;100.0;582.0;137.0;stuks                    
1591;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012 december;1745.0;126.0;1758.0;160.0;stuks                    
1592;0101210000 Fokpaarden van zuiver ras;Niet-EU;2012;10772.0;902.0;9396.0;1207.0;stuks                    
1593;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 januari;291.0;37.0;667.0;47.0;stuks                    
1594;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 februari;412.0;40.0;508.0;30.0;stuks                    
1595;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 maart;401.0;54.0;483.0;27.0;stuks                    
1596;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 april;514.0;43.0;2102.0;11.0;stuks                    
1597;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 mei;1088.0;63.0;344.0;32.0;stuks                    
1598;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 juni;699.0;73.0;177.0;23.0;stuks                    
1599;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 juli;404.0;34.0;947.0;11.0;stuks                    
1600;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 augustus;387.0;52.0;406.0;47.0;stuks                    
1601;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 september;93.0;16.0;5352.0;90.0;stuks                    
1602;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 oktober;883.0;76.0;2200.0;74.0;stuks                    
1603;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 november;1716.0;99.0;2530.0;116.0;stuks                    
1604;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 december;961.0;60.0;6296.0;115.0;stuks                    
1605;0101210000 Fokpaarden van zuiver ras;Niet-EU;2013 ;7849.0;647.0;22012.0;623.0;stuks                    
1606;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 januari;819.0;48.0;1997.0;109.0;stuks                    
1607;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 februari;1476.0;51.0;3746.0;107.0;stuks                    
1608;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 maart;233.0;30.0;746.0;49.0;stuks                    
1609;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 april;586.0;56.0;1564.0;117.0;stuks                    
1610;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 mei;408.0;39.0;861.0;36.0;stuks                    
1611;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 juni;2371.0;54.0;1651.0;61.0;stuks                    
1612;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 juli;223.0;26.0;8073.0;72.0;stuks                    
1613;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 augustus;370.0;42.0;4961.0;43.0;stuks                    
1614;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 september;332.0;47.0;7645.0;174.0;stuks                    
1615;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 oktober;691.0;65.0;3541.0;84.0;stuks                    
1616;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 november;1115.0;1070.0;16549.0;123.0;stuks                    
1617;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014 december;1234.0;78.0;6227.0;126.0;stuks                    
1618;0101210000 Fokpaarden van zuiver ras;Niet-EU;2014;9858.0;1606.0;57561.0;1101.0;stuks                    
1619;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 januari;191.0;25.0;6366.0;98.0;stuks                    
1620;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 februari;79.0;10.0;4642.0;103.0;stuks                    
1621;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 maart;166.0;9.0;1570.0;94.0;stuks                    
1622;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 april;355.0;9.0;1701.0;51.0;stuks                    
1623;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 mei;100.0;14.0;4292.0;51.0;stuks                    
1624;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 juni;14.0;5.0;2636.0;60.0;stuks                    
1625;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 juli;3597.0;17.0;6172.0;67.0;stuks                    
1626;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 augustus;147.0;20.0;3866.0;67.0;stuks                    
1627;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 september;53.0;8.0;5330.0;166.0;stuks                    
1628;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 oktober;182.0;25.0;4411.0;84.0;stuks                    
1629;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 november;392.0;19.0;12203.0;88.0;stuks                    
1630;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 december;181.0;20.0;11463.0;99.0;stuks                    
1631;0101210000 Fokpaarden van zuiver ras;Niet-EU;2015 ;5458.0;181.0;64651.0;1028.0;stuks                    
1632;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 januari;280.0;31.0;7003.0;79.0;stuks                    
1633;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 februari;99.0;14.0;3113.0;66.0;stuks                    
1634;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 maart;215.0;25.0;1707.0;46.0;stuks                    
1635;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 april;470.0;45.0;1459.0;70.0;stuks                    
1636;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 mei;93.0;15.0;1263.0;57.0;stuks                    
1637;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 juni;223.0;21.0;2362.0;36.0;stuks                    
1638;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 juli;250.0;22.0;7765.0;70.0;stuks                    
1639;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 augustus;156.0;13.0;8354.0;70.0;stuks                    
1640;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 september;224.0;30.0;6095.0;104.0;stuks                    
1641;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 oktober;331.0;21.0;6814.0;92.0;stuks                    
1642;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 november;236.0;46.0;7953.0;134.0;stuks                    
1643;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016 december;361.0;31.0;7426.0;101.0;stuks                    
1644;0101210000 Fokpaarden van zuiver ras;Niet-EU;2016;2936.0;314.0;61315.0;925.0;stuks                    
1645;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 januari;581.0;33.0;8354.0;162.0;stuks                    
1646;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 februari;72.0;16.0;7026.0;101.0;stuks                    
1647;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 maart;243.0;38.0;5054.0;89.0;stuks                    
1648;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 april;861.0;38.0;2394.0;95.0;stuks                    
1649;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 mei;375.0;72.0;4111.0;58.0;stuks                    
1650;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 juni;380.0;36.0;2842.0;40.0;stuks                    
1651;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 juli;268.0;25.0;9504.0;54.0;stuks                    
1652;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 augustus;101.0;21.0;12554.0;100.0;stuks                    
1653;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 september;136.0;23.0;8633.0;127.0;stuks                    
1654;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 oktober;308.0;46.0;7016.0;102.0;stuks                    
1655;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 november;254.0;36.0;8296.0;103.0;stuks                    
1656;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017 december;238.0;23.0;11502.0;87.0;stuks                    
1657;0101210000 Fokpaarden van zuiver ras;Niet-EU;2017;3815.0;407.0;87285.0;1118.0;stuks                    
1658;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 januari;707.0;120.0;9396.0;237.0;stuks                    
1659;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 februari;1717.0;87.0;4966.0;157.0;stuks                    
1660;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 maart;358.0;68.0;1238.0;54.0;stuks                    
1661;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 april;332.0;59.0;4299.0;47.0;stuks                    
1662;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 mei;327.0;30.0;3175.0;46.0;stuks                    
1663;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 juni;139.0;29.0;2255.0;39.0;stuks                    
1664;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 juli;166.0;16.0;2935.0;46.0;stuks                    
1665;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 augustus;187.0;21.0;5697.0;51.0;stuks                    
1666;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 september;58.0;17.0;4558.0;68.0;stuks                    
1667;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 oktober;121.0;15.0;2852.0;79.0;stuks                    
1668;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 november;1075.0;21.0;9094.0;102.0;stuks                    
1669;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 december;155.0;17.0;9677.0;92.0;stuks                    
1670;0101210000 Fokpaarden van zuiver ras;Niet-EU;2018 ;5343.0;500.0;60141.0;1018.0;stuks                    
1671;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 januari;169.0;39.0;7883.0;256.0;stuks                    
1672;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 februari;445.0;20.0;1398.0;43.0;stuks                    
1673;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 maart;1580.0;47.0;827.0;23.0;stuks                    
1674;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 april;563.0;55.0;1029.0;32.0;stuks                    
1675;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 mei;511.0;39.0;2495.0;83.0;stuks                    
1676;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 juni;28.0;5.0;692.0;28.0;stuks                    
1677;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 juli;267.0;17.0;3200.0;43.0;stuks                    
1678;0101210000 Fokpaarden van zuiver ras;Niet-EU;2019 augustus;163.0;20.0;3482.0;94.0;stuks                    
