ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
749;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2019;0.291;0.245;20.0;4.107;0.568;2207.7;36.3;23.0;31.3;41.0;80.1;25.0;7.8;3.3
750;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2020;0.272;0.184;18.8;3.84;0.575;2227.5;36.4;23.7;32.4;42.6;81.2;23.7;6.0;2.2
751;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2021;0.272;0.179;18.8;3.853;0.576;2255.4;38.1;24.7;33.8;44.5;85.8;24.9;6.2;2.1
752;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2022;0.272;0.188;18.8;3.821;0.571;2273.2;40.1;26.1;35.5;46.7;91.3;26.5;6.9;2.6
753;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2023;0.276;0.224;18.9;3.87;0.557;2280.3;43.4;28.2;38.3;49.8;99.0;29.3;8.6;3.9
754;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2011;0.249;0.151;17.0;3.551;0.481;1997.2;28.7;20.4;26.0;33.1;57.3;14.2;3.4;1.1
755;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2012;0.249;0.144;17.0;3.57;0.483;1995.1;28.9;20.6;26.2;33.4;57.6;14.4;3.3;1.0
756;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2013;0.249;0.142;17.1;3.583;0.49;1990.7;29.3;20.8;26.6;34.0;58.3;14.7;3.2;1.0
757;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2014;0.268;0.176;18.3;3.854;0.491;1983.3;31.1;21.5;27.6;35.2;61.7;17.1;4.7;1.1
758;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2015;0.251;0.152;17.2;3.634;0.49;1976.6;31.0;21.9;28.2;36.0;61.3;15.9;3.7;1.3
759;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2016;0.251;0.149;17.2;3.604;0.488;1969.8;32.7;23.1;29.7;37.8;64.4;17.4;4.1;1.3
760;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2017;0.256;0.156;17.5;3.644;0.484;1968.3;34.0;23.9;30.6;38.9;67.0;18.9;4.5;1.4
761;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2018;0.253;0.157;17.3;3.597;0.476;1966.2;34.7;24.5;31.2;39.5;68.1;19.4;4.8;1.6
762;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2019;0.274;0.216;18.6;3.881;0.476;1966.4;37.6;25.8;32.9;41.7;74.0;23.0;7.1;2.6
763;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2020;0.254;0.168;17.3;3.587;0.468;1969.3;38.4;27.2;34.4;43.5;75.6;22.2;5.7;2.1
764;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2021;0.252;0.158;17.2;3.56;0.47;1964.3;40.3;28.5;36.1;45.8;79.1;23.4;5.8;2.0
765;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2022;0.251;0.164;17.1;3.523;0.46;1963.9;42.8;30.5;38.4;48.4;84.1;25.3;6.5;2.2
766;Gestandaardiseerd inkomen;Type: Paar, met kind(eren);2023;0.248;0.167;16.8;3.478;0.451;1976.8;46.0;33.0;41.5;51.9;91.0;27.7;7.2;2.6
767;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2011;0.269;0.156;18.1;4.206;0.555;146.0;27.0;18.5;25.3;32.7;3.9;0.9;0.2;0.0
768;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2012;0.27;0.148;18.2;4.254;0.564;143.9;26.8;18.3;25.2;32.6;3.9;0.9;0.2;0.0
769;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2013;0.269;0.146;18.2;4.228;0.569;141.8;27.1;18.4;25.4;33.1;3.8;0.9;0.1;0.0
770;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2014;0.284;0.174;19.2;4.498;0.58;141.1;28.3;18.7;26.1;34.0;4.0;1.0;0.2;0.0
771;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2015;0.271;0.144;18.4;4.232;0.581;143.1;28.5;19.2;26.7;34.9;4.1;1.0;0.2;0.0
772;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2016;0.272;0.147;18.5;4.245;0.586;142.7;30.0;20.0;28.2;36.7;4.3;1.0;0.2;0.0
773;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2017;0.276;0.164;18.7;4.277;0.577;148.4;31.7;21.1;29.4;38.3;4.7;1.2;0.2;0.1
774;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2018;0.271;0.157;18.3;4.208;0.564;148.5;32.4;21.9;30.3;39.2;4.8;1.3;0.2;0.1
775;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2019;0.283;0.196;18.9;4.374;0.557;148.6;34.8;23.2;32.0;41.2;5.2;1.5;0.3;0.1
776;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2020;0.266;0.148;18.0;4.087;0.556;149.8;35.5;24.2;33.4;42.9;5.3;1.4;0.3;0.1
777;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2021;0.273;0.191;18.4;4.172;0.557;151.4;37.7;25.5;35.1;45.1;5.7;1.6;0.3;0.1
778;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2022;0.269;0.157;18.1;4.082;0.55;150.0;39.7;27.1;37.1;47.6;6.0;1.7;0.3;0.1
779;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden, overig;2023;0.267;0.178;17.9;4.029;0.538;154.0;43.0;29.5;40.1;51.3;6.6;1.9;0.4;0.1
780;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2011;0.389;0.269;28.0;10.82;1.087;384.5;11.6;5.3;9.9;16.6;4.5;0.1;0.0;0.0
781;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2012;0.395;0.277;28.4;11.21;1.11;381.7;11.4;5.1;9.6;16.3;4.4;0.1;0.0;0.0
782;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2013;0.393;0.278;28.2;10.37;1.098;378.8;11.4;5.1;9.6;16.2;4.3;0.1;0.0;0.0
783;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2014;0.401;0.293;28.9;10.95;1.135;380.9;11.6;5.0;9.6;16.4;4.4;0.1;0.1;0.0
784;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2015;0.399;0.281;28.7;10.89;1.117;387.8;11.8;5.2;9.9;16.7;4.6;0.1;0.0;0.0
785;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2016;0.421;0.324;30.2;14.94;1.203;378.3;12.2;5.0;10.1;17.8;4.6;0.1;0.1;0.0
786;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2017;0.429;0.336;30.7;19.5;1.216;368.9;12.6;4.8;10.8;18.5;4.6;0.1;0.0;0.0
787;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2018;0.443;0.363;31.8;29.24;1.272;367.0;12.8;4.4;11.1;19.2;4.7;0.1;0.0;0.0
788;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2019;0.452;0.388;32.5;33.51;1.313;356.7;13.5;4.4;11.6;20.3;4.8;0.2;0.1;0.0
789;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2020;0.457;0.399;32.9;42.65;1.343;346.5;14.1;4.4;12.1;21.4;4.9;0.2;0.1;0.0
790;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2021;0.448;0.379;32.2;31.31;1.298;345.8;15.0;4.9;13.0;22.5;5.2;0.2;0.1;0.0
791;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2022;0.439;0.366;31.6;24.81;1.246;362.0;16.2;5.7;14.1;23.9;5.9;0.2;0.1;0.1
792;Gestandaardiseerd inkomen;Hoofdkostwinner: tot 25 jaar;2023;0.416;0.329;30.0;16.35;1.18;371.7;18.0;7.0;15.9;26.4;6.7;0.2;0.1;0.1
793;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2011;0.266;0.148;17.9;4.126;0.55;2463.4;25.0;17.1;23.0;30.1;61.6;12.0;2.2;0.5
794;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2012;0.268;0.147;18.0;4.199;0.559;2444.9;25.0;17.0;23.1;30.1;61.0;11.7;2.0;0.5
795;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2013;0.267;0.142;18.1;4.178;0.574;2422.5;25.2;16.9;23.4;30.7;61.0;11.6;1.9;0.4
796;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2014;0.274;0.155;18.5;4.236;0.581;2393.5;26.2;17.3;24.2;31.6;62.8;12.3;2.3;0.4
797;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2015;0.266;0.142;18.1;4.092;0.584;2366.6;26.5;17.7;24.6;32.3;62.7;11.9;2.0;0.5
798;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2016;0.266;0.14;18.0;4.086;0.579;2348.3;27.7;18.5;25.8;33.8;65.1;12.5;2.1;0.5
799;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2017;0.264;0.138;17.9;4.031;0.575;2345.7;28.4;19.0;26.4;34.5;66.7;12.7;2.0;0.5
800;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2018;0.263;0.14;17.8;3.988;0.565;2355.0;29.1;19.6;27.0;35.1;68.4;13.3;2.3;0.6
801;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2019;0.269;0.158;18.1;4.083;0.565;2376.3;30.7;20.5;28.3;36.8;73.0;14.6;2.8;0.9
802;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2020;0.263;0.145;17.7;4.017;0.564;2406.9;31.8;21.5;29.7;38.5;76.6;15.0;2.7;0.8
803;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2021;0.264;0.145;17.8;4.016;0.566;2424.8;33.5;22.6;31.1;40.4;81.2;16.2;3.0;0.9
804;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2022;0.259;0.141;17.5;3.87;0.559;2464.6;35.6;24.0;33.1;42.8;87.7;17.7;3.3;1.0
805;Gestandaardiseerd inkomen;Hoofdkostwinner: 25 tot 45 jaar;2023;0.257;0.148;17.2;3.853;0.54;2525.4;37.9;26.2;35.4;45.5;95.8;18.9;3.7;1.2
806;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2011;0.284;0.186;18.9;4.348;0.577;2794.6;29.2;19.0;26.0;34.3;81.5;24.7;6.4;2.1
807;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2012;0.284;0.189;18.9;4.366;0.578;2805.8;29.2;19.1;26.2;34.5;82.0;24.6;6.4;2.1
808;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2013;0.287;0.189;19.1;4.455;0.595;2818.7;29.5;19.0;26.4;35.0;83.1;25.2;6.4;2.1
809;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2014;0.307;0.225;20.4;4.772;0.603;2830.0;31.4;19.4;27.3;36.2;88.8;28.9;8.7;2.5
810;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2015;0.29;0.193;19.3;4.507;0.61;2860.2;31.0;19.6;27.8;36.9;88.6;27.3;7.1;2.3
811;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2016;0.291;0.193;19.4;4.522;0.613;2892.3;32.3;20.3;28.9;38.3;93.3;29.0;7.6;2.5
812;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2017;0.299;0.206;19.8;4.67;0.615;2922.3;33.4;20.7;29.6;39.3;97.7;31.3;8.6;2.7
813;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2018;0.295;0.206;19.5;4.57;0.607;2935.7;33.7;21.1;30.1;39.7;99.1;31.4;8.7;3.0
814;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2019;0.318;0.277;21.0;4.985;0.606;2942.6;36.6;22.2;31.6;41.7;107.8;36.7;12.4;4.9
815;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2020;0.298;0.218;19.6;4.655;0.609;2942.8;36.9;23.0;32.9;43.4;108.7;35.0;10.0;3.6
816;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2021;0.301;0.226;19.8;4.712;0.614;2938.4;38.8;24.0;34.5;45.5;114.0;37.1;10.6;3.8
817;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2022;0.296;0.22;19.5;4.53;0.603;2926.7;41.1;25.6;36.5;47.9;120.2;39.0;11.3;4.2
818;Gestandaardiseerd inkomen;Hoofdkostwinner: 45 tot 65 jaar;2023;0.297;0.239;19.4;4.538;0.589;2924.4;44.2;27.8;39.3;51.2;129.1;42.3;13.0;5.3
819;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2011;0.241;0.144;17.2;3.151;0.493;1705.1;23.7;16.7;20.3;26.9;40.4;6.6;1.8;0.7
820;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2012;0.247;0.16;17.5;3.233;0.502;1779.8;24.5;17.0;20.9;27.7;43.5;7.7;2.2;0.9
821;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2013;0.242;0.144;17.1;3.168;0.497;1847.8;24.4;17.1;21.0;27.8;45.2;7.6;2.1;0.8
822;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2014;0.256;0.185;18.2;3.305;0.499;1892.1;25.8;17.7;21.6;28.7;48.8;8.9;3.1;1.3
823;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2015;0.237;0.148;16.8;3.108;0.499;1954.0;25.4;17.9;21.9;29.1;49.5;7.8;2.0;0.8
824;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2016;0.239;0.142;17.0;3.101;0.5;2004.3;26.0;18.3;22.4;29.7;52.0;8.0;2.2;0.9
825;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2017;0.254;0.187;18.0;3.302;0.499;2057.9;27.0;18.6;22.9;30.3;55.5;9.4;3.5;1.5
826;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2018;0.242;0.161;17.1;3.152;0.495;2102.9;26.9;18.9;23.2;30.6;56.5;8.6;2.7;1.2
827;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2019;0.261;0.222;18.4;3.399;0.505;2151.8;28.8;19.6;24.3;32.1;62.0;10.7;4.3;2.2
828;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2020;0.244;0.165;17.3;3.212;0.505;2198.3;28.9;20.2;25.1;33.1;63.5;9.3;2.9;1.4
829;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2021;0.24;0.147;17.0;3.159;0.51;2242.4;29.9;21.0;26.1;34.5;67.1;9.4;2.7;1.2
830;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2022;0.237;0.156;16.9;3.056;0.495;2288.2;31.7;22.2;27.4;36.0;72.5;10.2;3.3;1.5
831;Gestandaardiseerd inkomen;Hoofdkostwinner: 65 jaar of ouder;2023;0.244;0.197;17.2;3.163;0.488;2335.4;34.5;24.1;29.7;38.8;80.5;12.2;4.6;2.6
832;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2011;0.275;0.172;18.4;4.145;0.567;5911.4;26.5;17.8;23.8;31.5;156.9;37.4;8.7;2.9
833;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2012;0.275;0.172;18.4;4.157;0.565;5942.8;26.7;17.9;24.0;31.7;159.0;37.9;8.8;2.9
834;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2013;0.275;0.169;18.5;4.159;0.575;5973.4;26.9;17.9;24.2;32.2;161.0;38.2;8.6;2.8
835;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2014;0.291;0.202;19.5;4.389;0.581;5977.6;28.4;18.4;25.0;33.2;169.9;43.2;12.1;3.7
836;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2015;0.275;0.17;18.5;4.151;0.585;6010.0;28.2;18.6;25.4;33.8;169.3;39.9;9.0;2.9
837;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2016;0.277;0.17;18.6;4.143;0.588;6021.1;29.3;19.2;26.4;35.0;176.5;42.0;9.7;3.2
838;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2017;0.284;0.186;19.0;4.238;0.587;6039.3;30.4;19.7;27.0;35.8;183.4;45.3;11.7;3.9
839;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2018;0.278;0.183;18.6;4.13;0.578;6046.7;30.7;20.1;27.5;36.3;185.5;44.9;11.3;4.1
840;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2019;0.295;0.239;19.8;4.393;0.579;6055.0;33.0;21.0;28.9;38.0;199.9;52.1;16.4;6.9
841;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2020;0.278;0.187;18.7;4.134;0.58;6059.6;33.5;21.9;30.0;39.6;202.7;49.0;12.6;4.8
842;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2021;;;;;;;;;;;;;;
843;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2022;;;;;;;;;;;;;;
844;Gestandaardiseerd inkomen;Hoofdkostwinner: Nederland;2023;;;;;;;;;;;;;;
845;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2011;0.32;0.226;21.5;5.471;0.65;719.5;25.0;15.6;21.6;30.0;18.0;4.7;1.4;0.4
846;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2012;0.325;0.249;21.9;5.659;0.654;735.8;25.2;15.6;21.7;30.1;18.5;4.9;1.5;0.5
847;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2013;0.324;0.231;21.9;5.627;0.667;747.5;25.2;15.5;21.8;30.4;18.8;4.9;1.4;0.4
848;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2014;0.336;0.258;22.8;5.777;0.671;758.6;26.5;16.0;22.3;31.3;20.1;5.5;1.7;0.5
849;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2015;0.329;0.257;22.3;5.648;0.676;777.7;26.5;16.2;22.6;31.8;20.6;5.4;1.7;0.6
850;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2016;0.328;0.242;22.2;5.623;0.674;792.6;27.4;16.8;23.4;32.9;21.7;5.6;1.7;0.6
851;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2017;0.334;0.272;22.5;5.788;0.667;809.9;28.3;17.2;24.0;33.5;22.9;6.1;2.0;0.7
852;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2018;0.328;0.242;22.1;5.704;0.659;833.7;28.4;17.6;24.4;34.0;23.7;6.1;1.9;0.6
853;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2019;0.344;0.304;23.1;6.118;0.664;858.1;30.3;18.3;25.6;35.7;26.0;7.1;2.5;0.9
854;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2020;0.334;0.275;22.4;5.949;0.667;884.0;30.9;18.9;26.6;37.0;27.3;7.1;2.3;0.9
855;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2021;;;;;;;;;;;;;;
856;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2022;;;;;;;;;;;;;;
857;Gestandaardiseerd inkomen;Hoofdkostwinner: westers;2023;;;;;;;;;;;;;;
858;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2011;0.29;0.17;19.6;4.685;0.606;716.6;18.3;12.4;16.0;22.4;13.1;1.3;0.3;0.1
859;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2012;0.296;0.186;20.0;4.827;0.618;733.6;18.4;12.4;15.9;22.5;13.5;1.4;0.3;0.1
860;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2013;0.295;0.175;20.1;4.714;0.632;747.0;18.6;12.5;15.9;22.8;13.9;1.4;0.3;0.1
861;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2014;0.298;0.187;20.4;4.671;0.635;760.2;19.4;13.0;16.4;23.7;14.8;1.7;0.4;0.1
862;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2015;0.295;0.178;20.4;4.572;0.639;780.9;19.9;13.3;16.8;24.4;15.6;1.8;0.4;0.1
863;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2016;0.297;0.176;20.6;4.566;0.665;809.5;20.7;13.7;17.5;25.6;16.8;2.0;0.5;0.1
864;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2017;0.297;0.181;20.7;4.519;0.668;845.7;21.5;14.1;18.1;26.4;18.2;2.2;0.5;0.1
865;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2018;0.296;0.176;20.7;4.463;0.672;880.3;22.2;14.4;18.8;27.3;19.5;2.5;0.6;0.2
866;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2019;0.302;0.189;21.1;4.577;0.687;914.2;23.7;15.0;20.0;29.1;21.6;3.0;0.7;0.2
867;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2020;0.303;0.193;21.2;4.599;0.706;950.8;24.9;15.6;21.1;30.8;23.7;3.4;0.8;0.3
868;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2021;;;;;;;;;;;;;;
869;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2022;;;;;;;;;;;;;;
870;Gestandaardiseerd inkomen;Hoofdkostwinner: niet-westers;2023;;;;;;;;;;;;;;
871;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2011;0.24;0.115;16.0;3.5;0.497;3954.7;27.2;19.6;25.3;32.5;107.7;23.0;3.3;0.6
872;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2012;0.241;0.118;16.0;3.528;0.497;3945.9;27.4;19.8;25.5;32.7;108.2;23.2;3.3;0.6
873;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2013;0.243;0.117;16.2;3.559;0.504;3906.0;28.1;20.1;26.2;33.6;109.9;24.9;3.8;0.7
874;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2014;0.243;0.119;16.2;3.563;0.504;3886.0;29.0;20.7;27.0;34.5;112.6;24.9;3.2;0.5
875;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2015;0.247;0.124;16.4;3.629;0.513;3921.0;29.6;21.0;27.5;35.3;116.2;27.0;4.8;1.1
876;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2016;0.244;0.119;16.2;3.597;0.508;3960.2;30.6;21.8;28.7;36.6;121.3;27.3;4.4;0.9
877;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2017;0.244;0.123;16.2;3.611;0.507;4020.1;31.1;22.2;29.2;37.2;125.2;27.4;4.0;0.8
878;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2018;0.244;0.121;16.1;3.622;0.505;4111.1;31.4;22.4;29.5;37.6;129.1;28.2;4.3;0.8
879;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2019;0.245;0.122;16.1;3.637;0.506;4177.5;32.8;23.4;30.9;39.3;137.0;29.2;3.9;0.6
880;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2020;0.242;0.12;16.0;3.58;0.502;4193.4;34.4;24.7;32.4;41.2;144.2;31.7;4.9;0.9
881;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2021;0.245;0.124;16.1;3.616;0.507;4220.7;36.1;25.7;33.8;43.1;152.2;33.8;5.5;1.2
882;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2022;0.243;0.121;16.0;3.578;0.506;4311.5;37.9;27.0;35.6;45.3;163.6;36.3;5.8;1.1
883;Gestandaardiseerd inkomen;Bron: Inkomen als werknemer;2023;0.236;0.112;15.6;3.433;0.495;4371.5;40.7;29.4;38.4;48.6;177.9;39.6;6.0;0.9
884;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2011;0.388;0.363;25.5;11.03;0.729;613.6;35.9;20.4;30.0;42.6;22.0;12.1;4.6;1.5
885;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2012;0.395;0.378;26.0;11.65;0.754;617.0;35.6;19.8;29.7;42.5;22.0;12.0;4.5;1.5
886;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2013;0.383;0.349;25.2;10.43;0.745;619.7;34.4;19.5;29.1;41.5;21.3;10.9;3.9;1.3
887;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2014;0.423;0.419;28.4;10.93;0.756;636.5;39.9;20.7;30.6;44.2;25.4;14.4;6.3;1.9
888;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2015;0.364;0.34;23.8;8.654;0.698;657.3;35.9;21.2;30.9;43.1;23.6;11.6;3.7;1.4
889;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2016;0.363;0.324;23.8;7.803;0.694;677.2;38.7;22.7;32.9;45.8;26.2;13.4;4.5;1.6
890;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2017;0.36;0.305;23.7;7.482;0.688;686.8;40.3;23.7;34.2;47.5;27.7;14.4;4.5;1.4
891;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2018;0.366;0.337;24.1;7.373;0.67;713.8;42.1;24.7;34.9;48.3;30.1;16.0;5.7;2.2
892;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2019;0.422;0.511;28.4;8.96;0.69;735.1;48.9;25.8;36.5;51.3;35.9;20.9;9.5;4.3
893;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2020;0.369;0.372;24.4;7.062;0.653;716.6;47.1;27.5;38.3;52.8;33.7;18.2;6.9;2.9
894;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2021;0.359;0.332;23.7;6.728;0.659;751.8;48.3;28.6;39.9;55.2;36.3;19.2;6.8;2.6
895;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2022;0.364;0.355;24.0;6.849;0.648;796.6;50.4;29.7;41.3;56.7;40.2;20.9;7.8;3.2
896;Gestandaardiseerd inkomen;Bron: Inkomen als zelfstandige (totaal);2023;0.381;0.434;25.0;7.428;0.638;815.9;53.3;30.7;42.9;58.3;43.5;22.1;9.2;4.4
897;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2011;0.278;0.19;19.3;4.127;0.546;2779.3;21.0;14.3;18.2;24.5;58.3;8.2;2.5;1.2
