ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonend_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersoonInInstitutioneelHuishouden_12;TotaalPersonenInHuishoudens_13;TotaalPersonenInParticuliereHuish_14;PersoonInEenpersoonshuishouden_15;TotaalPersonenInMeerpersoonshuisho_16;ZonderKinderen_17;MetKinderen_18;TotaalPersonenInNietGehuwdPaar_19;ZonderKinderen_20;MetKinderen_21;TotaalPersonenInGehuwdPaar_22;ZonderKinderen_23;MetKinderen_24;PersoonInEenouderhuishouden_25;PersoonInOverigHuishouden_26;PersoonInInstitutioneelHuishouden_27
136;Mannen en vrouwen;53500;1987;2404;2391;244;375.0;1687.0;185.0;413.0;32.0;1056.0;55.0;30;13;2404;2391;375.0;2016;621;1395;223;187.0;35;1668;418.0;1251;109;16;13
137;Mannen en vrouwen;53500;1988;2437;2423;249;393.0;1697.0;210.0;421.0;37.0;1029.0;55.0;30;13;2437;2423;393.0;2030;651;1379;251;211.0;40;1651;424.0;1227;112;16;13
138;Mannen en vrouwen;53500;1989;2471;2457;253;408.0;1713.0;236.0;425.0;43.0;1009.0;54.0;29;14;2471;2457;408.0;2049;680;1369;282;236.0;46;1637;428.0;1209;114;16;14
139;Mannen en vrouwen;53500;1990;2502;2488;255;422.0;1729.0;259.0;431.0;47.0;991.0;55.0;28;14;2502;2488;422.0;2067;711;1356;310;260.0;50;1623;435.0;1189;117;16;14
140;Mannen en vrouwen;53500;1991;2538;2524;257;433.0;1751.0;288.0;430.0;52.0;981.0;56.0;28;14;2538;2524;433.0;2091;740;1351;344;289.0;55;1614;435.0;1178;117;16;14
141;Mannen en vrouwen;53500;1992;2564;2549;256;445.0;1764.0;309.0;429.0;58.0;967.0;56.0;27;15;2564;2549;445.0;2104;760;1344;373;311.0;62;1599;433.0;1166;116;16;15
142;Mannen en vrouwen;53500;1993;2585;2570;256;458.0;1773.0;335.0;432.0;66.0;940.0;56.0;27;15;2585;2570;458.0;2112;788;1324;406;336.0;70;1575;436.0;1139;115;16;15
143;Mannen en vrouwen;53500;1994;2602;2586;256;471.0;1774.0;366.0;415.0;74.0;919.0;58.0;27;15;2602;2586;471.0;2115;803;1312;446;367.0;79;1537;420.0;1117;117;16;15
144;Mannen en vrouwen;53500;1995;2616;2599;254;483.0;1776.0;405.0;392.0;83.0;896.0;60.0;26;17;2616;2599;483.0;2116;819;1297;494;406.0;87;1490;397.0;1093;117;16;17
145;Mannen en vrouwen;53500;1996;2620;2603;254;491.0;1772.0;441.0;372.0;92.0;867.0;61.0;25;17;2620;2603;491.0;2112;834;1279;539;442.0;97;1441;376.0;1065;117;16;17
146;Mannen en vrouwen;53500;1997;2609;2592;250;494.0;1761.0;469.0;355.0;102.0;835.0;61.0;25;17;2609;2592;494.0;2098;844;1253;576;469.0;107;1390;359.0;1031;116;16;17
147;Mannen en vrouwen;53500;1998;2588;2571;245;496.0;1743.0;488.0;338.0;113.0;805.0;61.0;26;16;2588;2571;496.0;2075;846;1230;605;488.0;118;1339;341.0;998;114;17;16
148;Mannen en vrouwen;53500;1999;2546;2530;237;493.0;1712.0;494.0;318.0;124.0;777.0;61.0;27;16;2546;2530;493.0;2037;834;1203;623;494.0;129;1285;322.0;963;111;18;16
149;Mannen en vrouwen;53500;2000;2491;2476;230;487.0;1671.0;490.0;298.0;134.0;748.0;60.0;28;15;2491;2476;487.0;1989;812;1177;631;491.0;140;1230;302.0;928;109;19;15
150;Mannen en vrouwen;53500;2001;2436;2423;224;483.0;1625.0;483.0;277.0;146.0;720.0;60.0;30;14;2436;2423;483.0;1940;786;1154;635;484.0;151;1176;281.0;895;108;20;14
151;Mannen en vrouwen;53500;2002;2386;2372;220;480.0;1578.0;477.0;252.0;158.0;690.0;62.0;32;14;2386;2372;480.0;1891;755;1136;641;478.0;163;1120;256.0;864;109;22;14
152;Mannen en vrouwen;53500;2003;2326;2313;216;475.0;1527.0;466.0;235.0;167.0;658.0;62.0;33;14;2326;2313;475.0;1837;728;1109;640;467.0;173;1067;239.0;828;109;22;14
153;Mannen en vrouwen;53500;2004;2263;2249;212;469.0;1472.0;455.0;218.0;174.0;625.0;62.0;34;14;2263;2249;469.0;1780;701;1079;635;455.0;180;1014;223.0;791;108;23;14
154;Mannen en vrouwen;53500;2005;2184;2171;208;460.0;1407.0;444.0;201.0;179.0;584.0;61.0;35;13;2184;2171;460.0;1711;672;1038;629;444.0;185;952;205.0;747;107;23;13
155;Mannen en vrouwen;53500;2006;2117;2104;206;454.0;1350.0;436.0;187.0;183.0;545.0;59.0;35;12;2117;2104;454.0;1650;651;1000;625;436.0;189;896;191.0;705;106;24;12
156;Mannen en vrouwen;53500;2007;2058;2046;203;451.0;1298.0;427.0;176.0;185.0;509.0;58.0;36;12;2058;2046;451.0;1595;632;963;619;428.0;192;846;180.0;666;105;25;12
157;Mannen en vrouwen;53500;2008;2015;2003;200;453.0;1256.0;419.0;168.0;189.0;481.0;57.0;37;12;2015;2003;453.0;1550;616;934;614;419.0;195;806;172.0;634;104;25;12
158;Mannen en vrouwen;53500;2009;2000;1988;199;463.0;1231.0;409.0;164.0;194.0;464.0;57.0;39;12;2000;1988;463.0;1525;604;921;611;410.0;201;783;168.0;615;106;26;12
159;Mannen en vrouwen;53500;2010;1999;1986;199;478.0;1210.0;398.0;159.0;200.0;453.0;59.0;40;13;1999;1986;478.0;1509;590;919;606;399.0;207;766;163.0;603;109;27;13
160;Mannen en vrouwen;53700;1971;1533;1520;63;56.0;1345.0;9.0;111.0;6.0;1219.0;25.0;31;13;1533;1520;56.0;1464;138;1326;16;9.0;7;1376;115.0;1261;58;14;13
161;Mannen en vrouwen;53700;1972;1544;1531;61;60.0;1355.0;8.0;112.0;7.0;1228.0;25.0;30;13;1544;1531;60.0;1471;138;1333;16;9.0;8;1383;116.0;1267;59;13;13
162;Mannen en vrouwen;53700;1973;1552;1540;60;64.0;1362.0;8.0;112.0;8.0;1235.0;25.0;30;12;1552;1540;64.0;1476;137;1339;16;8.0;8;1387;116.0;1271;60;13;12
163;Mannen en vrouwen;53700;1974;1565;1553;58;68.0;1373.0;7.0;112.0;8.0;1245.0;25.0;29;12;1565;1553;68.0;1485;137;1348;17;8.0;8;1395;116.0;1279;61;12;12
164;Mannen en vrouwen;53700;1975;1582;1570;56;72.0;1387.0;7.0;113.0;9.0;1258.0;27.0;28;12;1582;1570;72.0;1498;137;1362;17;8.0;9;1408;117.0;1291;62;11;12
165;Mannen en vrouwen;53700;1976;1603;1591;55;76.0;1403.0;8.0;113.0;9.0;1274.0;30.0;27;12;1603;1591;76.0;1515;137;1378;18;9.0;9;1423;117.0;1306;63;11;12
166;Mannen en vrouwen;53700;1977;1616;1604;53;80.0;1412.0;8.0;113.0;9.0;1282.0;33.0;26;12;1616;1604;80.0;1525;137;1388;19;9.0;10;1431;117.0;1314;65;10;12
167;Mannen en vrouwen;53700;1978;1635;1623;52;85.0;1424.0;8.0;113.0;9.0;1293.0;37.0;25;11;1635;1623;85.0;1538;137;1401;20;10.0;10;1442;118.0;1325;67;10;11
168;Mannen en vrouwen;53700;1979;1674;1663;51;93.0;1454.0;9.0;115.0;10.0;1319.0;40.0;25;11;1674;1663;93.0;1570;139;1431;21;10.0;11;1470;119.0;1351;70;10;11
169;Mannen en vrouwen;53700;1980;1721;1710;51;102.0;1489.0;10.0;118.0;11.0;1350.0;44.0;24;11;1721;1710;102.0;1608;142;1466;23;11.0;12;1502;121.0;1381;73;9;11
170;Mannen en vrouwen;53700;1981;1758;1748;50;112.0;1513.0;12.0;120.0;12.0;1370.0;49.0;24;10;1758;1748;112.0;1636;145;1491;25;13.0;13;1524;123.0;1401;77;9;10
171;Mannen en vrouwen;53700;1982;1864;1854;52;127.0;1595.0;14.0;127.0;13.0;1442.0;56.0;24;10;1864;1854;127.0;1727;155;1572;29;15.0;14;1603;130.0;1473;85;10;10
172;Mannen en vrouwen;53700;1983;1956;1947;54;143.0;1663.0;17.0;134.0;15.0;1497.0;64.0;24;9;1956;1947;143.0;1804;165;1639;34;18.0;16;1667;137.0;1530;93;10;9
173;Mannen en vrouwen;53700;1984;2028;2019;55;158.0;1712.0;22.0;142.0;17.0;1531.0;71.0;24;9;2028;2019;158.0;1861;178;1684;40;22.0;18;1711;145.0;1565;100;10;9
174;Mannen en vrouwen;53700;1985;2089;2080;56;173.0;1750.0;27.0;150.0;20.0;1554.0;78.0;23;9;2089;2080;173.0;1908;191;1717;48;27.0;21;1742;154.0;1589;107;10;9
175;Mannen en vrouwen;53700;1986;2141;2132;56;186.0;1784.0;32.0;158.0;24.0;1570.0;84.0;23;8;2141;2132;186.0;1947;204;1742;58;33.0;25;1766;161.0;1605;113;10;8
176;Mannen en vrouwen;53700;1987;2197;2188;57;198.0;1823.0;39.0;166.0;29.0;1589.0;88.0;22;8;2197;2188;198.0;1990;219;1771;69;39.0;30;1793;170.0;1623;118;10;8
177;Mannen en vrouwen;53700;1988;2252;2243;57;209.0;1863.0;46.0;175.0;34.0;1607.0;92.0;22;9;2252;2243;209.0;2034;234;1799;82;46.0;35;1819;178.0;1641;123;10;9
178;Mannen en vrouwen;53700;1989;2291;2282;58;218.0;1891.0;53.0;184.0;41.0;1614.0;94.0;20;9;2291;2282;218.0;2064;250;1815;95;54.0;41;1832;186.0;1646;127;9;9
179;Mannen en vrouwen;53700;1990;2322;2312;58;226.0;1913.0;61.0;191.0;46.0;1615.0;96.0;19;10;2322;2312;226.0;2087;264;1823;108;61.0;46;1840;194.0;1647;130;9;10
180;Mannen en vrouwen;53700;1991;2368;2356;59;235.0;1946.0;69.0;201.0;51.0;1625.0;99.0;18;12;2368;2356;235.0;2121;281;1840;121;70.0;52;1858;203.0;1655;133;9;12
181;Mannen en vrouwen;53700;1992;2347;2333;58;240.0;1921.0;76.0;202.0;56.0;1587.0;99.0;16;14;2347;2333;240.0;2093;289;1805;133;76.0;57;1821;205.0;1616;132;8;14
182;Mannen en vrouwen;53700;1993;2338;2323;57;246.0;1906.0;83.0;201.0;62.0;1559.0;99.0;15;15;2338;2323;246.0;2076;295;1782;147;84.0;63;1791;204.0;1587;131;7;15
183;Mannen en vrouwen;53700;1994;2346;2331;56;254.0;1906.0;92.0;201.0;70.0;1543.0;100.0;14;16;2346;2331;254.0;2077;303;1774;164;93.0;71;1774;203.0;1570;132;7;16
184;Mannen en vrouwen;53700;1995;2367;2350;56;263.0;1914.0;103.0;200.0;78.0;1533.0;103.0;15;17;2367;2350;263.0;2087;312;1775;182;103.0;79;1765;203.0;1562;134;6;17
185;Mannen en vrouwen;53700;1996;2391;2374;56;272.0;1926.0;113.0;198.0;87.0;1529.0;107.0;14;17;2391;2374;272.0;2103;320;1783;201;113.0;88;1758;200.0;1558;137;6;17
186;Mannen en vrouwen;53700;1997;2423;2406;56;281.0;1945.0;122.0;196.0;96.0;1531.0;110.0;14;17;2423;2406;281.0;2125;327;1798;220;123.0;97;1758;198.0;1560;141;6;17
187;Mannen en vrouwen;53700;1998;2452;2435;56;290.0;1962.0;131.0;194.0;106.0;1531.0;113.0;14;17;2452;2435;290.0;2145;334;1811;239;131.0;107;1756;197.0;1560;144;6;17
188;Mannen en vrouwen;53700;1999;2490;2473;57;299.0;1985.0;139.0;194.0;118.0;1535.0;117.0;15;17;2490;2473;299.0;2174;342;1831;259;139.0;119;1761;196.0;1564;148;7;17
189;Mannen en vrouwen;53700;2000;2529;2513;58;309.0;2010.0;147.0;193.0;131.0;1538.0;121.0;16;17;2529;2513;309.0;2204;351;1853;280;148.0;133;1765;196.0;1569;152;7;17
190;Mannen en vrouwen;53700;2001;2563;2547;59;318.0;2028.0;154.0;192.0;146.0;1536.0;125.0;17;16;2563;2547;318.0;2229;358;1871;302;155.0;147;1763;195.0;1567;156;8;16
191;Mannen en vrouwen;53700;2002;2587;2570;60;326.0;2037.0;159.0;189.0;162.0;1527.0;130.0;18;16;2587;2570;326.0;2244;361;1883;323;160.0;164;1751;193.0;1559;161;8;16
192;Mannen en vrouwen;53700;2003;2601;2584;60;333.0;2039.0;164.0;186.0;180.0;1509.0;134.0;18;17;2601;2584;333.0;2251;363;1888;345;165.0;181;1732;190.0;1543;165;8;17
193;Mannen en vrouwen;53700;2004;2610;2593;60;339.0;2038.0;168.0;183.0;198.0;1489.0;137.0;18;17;2610;2593;339.0;2254;364;1891;369;169.0;200;1709;186.0;1523;168;9;17
194;Mannen en vrouwen;53700;2005;2622;2605;61;345.0;2040.0;173.0;179.0;219.0;1469.0;141.0;19;17;2622;2605;345.0;2260;365;1895;394;174.0;221;1686;182.0;1504;171;9;17
195;Mannen en vrouwen;53700;2006;2623;2607;61;349.0;2035.0;176.0;175.0;240.0;1443.0;143.0;19;16;2623;2607;349.0;2258;364;1894;419;177.0;242;1657;178.0;1479;173;9;16
196;Mannen en vrouwen;53700;2007;2605;2589;61;352.0;2014.0;178.0;169.0;259.0;1408.0;144.0;19;16;2605;2589;352.0;2238;360;1878;439;178.0;261;1615;173.0;1443;174;9;16
197;Mannen en vrouwen;53700;2008;2578;2561;60;354.0;1984.0;177.0;163.0;277.0;1367.0;145.0;18;16;2578;2561;354.0;2208;353;1855;456;178.0;278;1569;167.0;1402;174;9;16
198;Mannen en vrouwen;53700;2009;2532;2516;59;355.0;1939.0;174.0;156.0;290.0;1318.0;146.0;18;16;2532;2516;355.0;2161;343;1818;466;174.0;292;1513;160.0;1353;174;9;16
199;Mannen en vrouwen;53700;2010;2478;2462;57;356.0;1885.0;169.0;149.0;301.0;1265.0;146.0;18;16;2478;2462;356.0;2106;330;1776;472;170.0;303;1453;152.0;1300;173;8;16
200;Mannen en vrouwen;53800;1971;1413;1396;29;58.0;1226.0;13.0;228.0;7.0;977.0;44.0;38;17;1413;1396;58.0;1338;269;1068;21;14.0;7;1227;234.0;994;67;22;17
201;Mannen en vrouwen;53800;1972;1427;1411;29;63.0;1236.0;13.0;224.0;9.0;990.0;46.0;37;16;1427;1411;63.0;1348;265;1084;24;14.0;10;1234;230.0;1004;70;21;16
202;Mannen en vrouwen;53800;1973;1443;1427;29;67.0;1247.0;13.0;220.0;11.0;1002.0;47.0;36;16;1443;1427;67.0;1360;261;1099;26;14.0;12;1241;227.0;1014;73;19;16
203;Mannen en vrouwen;53800;1974;1465;1450;29;71.0;1265.0;13.0;220.0;13.0;1019.0;48.0;35;16;1465;1450;71.0;1378;259;1120;28;15.0;14;1256;226.0;1030;76;18;16
204;Mannen en vrouwen;53800;1975;1485;1470;29;75.0;1282.0;13.0;221.0;14.0;1033.0;49.0;34;15;1485;1470;75.0;1395;259;1135;30;15.0;15;1271;227.0;1043;77;17;15
205;Mannen en vrouwen;53800;1976;1491;1476;29;78.0;1287.0;13.0;225.0;15.0;1035.0;49.0;33;15;1491;1476;78.0;1398;261;1138;30;15.0;15;1276;230.0;1046;76;16;15
206;Mannen en vrouwen;53800;1977;1491;1477;28;80.0;1288.0;13.0;227.0;15.0;1032.0;50.0;31;14;1491;1477;80.0;1396;261;1135;30;15.0;15;1276;232.0;1045;75;15;14
207;Mannen en vrouwen;53800;1978;1496;1482;27;84.0;1291.0;13.0;228.0;15.0;1035.0;50.0;30;14;1496;1482;84.0;1399;260;1139;31;15.0;16;1279;231.0;1048;75;14;14
208;Mannen en vrouwen;53800;1979;1492;1479;27;87.0;1285.0;13.0;225.0;16.0;1031.0;51.0;29;14;1492;1479;87.0;1392;256;1136;32;15.0;17;1272;227.0;1044;76;13;14
209;Mannen en vrouwen;53800;1980;1495;1482;26;91.0;1285.0;14.0;223.0;17.0;1032.0;53.0;28;13;1495;1482;91.0;1391;253;1138;33;16.0;18;1269;225.0;1044;77;12;13
210;Mannen en vrouwen;53800;1981;1501;1488;25;95.0;1287.0;14.0;223.0;17.0;1032.0;54.0;26;13;1501;1488;95.0;1393;253;1140;35;16.0;18;1269;225.0;1044;78;12;13
211;Mannen en vrouwen;53800;1982;1509;1496;25;99.0;1290.0;15.0;227.0;18.0;1030.0;56.0;26;12;1509;1496;99.0;1397;258;1139;36;17.0;19;1271;229.0;1042;79;11;12
212;Mannen en vrouwen;53800;1983;1520;1508;24;104.0;1296.0;16.0;233.0;18.0;1029.0;58.0;25;12;1520;1508;104.0;1404;264;1139;37;18.0;19;1276;235.0;1041;80;11;12
213;Mannen en vrouwen;53800;1984;1532;1521;23;109.0;1303.0;18.0;238.0;18.0;1030.0;60.0;25;11;1532;1521;109.0;1412;270;1141;39;20.0;19;1281;239.0;1042;81;11;11
214;Mannen en vrouwen;53800;1985;1548;1537;22;115.0;1312.0;20.0;243.0;18.0;1031.0;63.0;25;11;1548;1537;115.0;1422;277;1145;41;22.0;19;1288;245.0;1043;82;11;11
215;Mannen en vrouwen;53800;1986;1563;1552;22;121.0;1321.0;22.0;250.0;19.0;1031.0;65.0;24;11;1563;1552;121.0;1432;286;1146;43;24.0;19;1294;252.0;1042;84;10;11
216;Mannen en vrouwen;53800;1987;1577;1567;21;126.0;1328.0;24.0;259.0;19.0;1026.0;68.0;24;10;1577;1567;126.0;1440;298;1142;46;27.0;20;1298;262.0;1036;86;10;10
217;Mannen en vrouwen;53800;1988;1596;1586;21;133.0;1340.0;28.0;272.0;19.0;1021.0;70.0;23;10;1596;1586;133.0;1454;315;1139;49;30.0;20;1307;276.0;1031;88;9;10
218;Mannen en vrouwen;53800;1989;1633;1624;22;140.0;1368.0;31.0;294.0;19.0;1024.0;72.0;23;10;1633;1624;140.0;1484;340;1144;53;34.0;20;1331;298.0;1034;90;9;10
219;Mannen en vrouwen;53800;1990;1679;1669;22;149.0;1403.0;36.0;320.0;19.0;1029.0;73.0;22;10;1679;1669;149.0;1520;369;1151;57;38.0;20;1362;323.0;1039;92;8;10
220;Mannen en vrouwen;53800;1991;1714;1703;22;158.0;1429.0;40.0;348.0;19.0;1023.0;73.0;21;10;1714;1703;158.0;1546;401;1145;61;42.0;19;1385;352.0;1033;92;7;10
221;Mannen en vrouwen;53800;1992;1820;1809;23;171.0;1518.0;46.0;391.0;21.0;1060.0;76.0;21;11;1820;1809;171.0;1638;450;1188;70;48.0;22;1465;395.0;1070;97;7;11
222;Mannen en vrouwen;53800;1993;1916;1905;23;183.0;1596.0;52.0;423.0;25.0;1096.0;81.0;22;12;1916;1905;183.0;1721;489;1232;80;55.0;26;1533;428.0;1105;101;7;12
223;Mannen en vrouwen;53800;1994;1990;1978;23;196.0;1653.0;59.0;456.0;28.0;1110.0;84.0;22;12;1990;1978;196.0;1782;529;1253;91;61.0;29;1581;462.0;1119;104;6;12
224;Mannen en vrouwen;53800;1995;2051;2038;24;208.0;1698.0;65.0;485.0;32.0;1115.0;86.0;22;13;2051;2038;208.0;1830;564;1265;100;68.0;33;1617;491.0;1126;106;6;13
225;Mannen en vrouwen;53800;1996;2102;2089;24;220.0;1733.0;72.0;505.0;35.0;1122.0;90.0;21;14;2102;2089;220.0;1869;590;1278;110;74.0;36;1644;510.0;1133;109;6;14
226;Mannen en vrouwen;53800;1997;2155;2141;25;232.0;1770.0;78.0;526.0;37.0;1129.0;92.0;21;14;2155;2141;232.0;1909;618;1291;119;81.0;38;1672;531.0;1140;112;5;14
227;Mannen en vrouwen;53800;1998;2208;2193;25;244.0;1808.0;84.0;548.0;40.0;1135.0;95.0;22;15;2208;2193;244.0;1949;646;1304;128;87.0;41;1700;553.0;1147;116;6;15
228;Mannen en vrouwen;53800;1999;2247;2232;25;254.0;1832.0;89.0;566.0;44.0;1134.0;99.0;22;15;2247;2232;254.0;1978;669;1309;137;92.0;45;1716;571.0;1145;119;6;15
229;Mannen en vrouwen;53800;2000;2280;2265;25;264.0;1851.0;94.0;569.0;48.0;1140.0;102.0;22;15;2280;2265;264.0;2000;678;1322;146;97.0;49;1725;575.0;1150;123;6;15
230;Mannen en vrouwen;53800;2001;2324;2309;26;274.0;1878.0;99.0;568.0;53.0;1158.0;108.0;23;16;2324;2309;274.0;2034;684;1351;157;102.0;54;1742;574.0;1168;129;7;16
231;Mannen en vrouwen;53800;2002;2303;2288;26;278.0;1848.0;101.0;535.0;58.0;1154.0;113.0;23;16;2303;2288;278.0;2009;652;1357;163;104.0;59;1705;541.0;1164;134;7;16
232;Mannen en vrouwen;53800;2003;2292;2276;26;283.0;1827.0;104.0;506.0;63.0;1153.0;118.0;23;16;2292;2276;283.0;1994;626;1368;172;107.0;65;1676;512.0;1164;139;7;16
233;Mannen en vrouwen;53800;2004;2297;2281;26;289.0;1819.0;107.0;483.0;70.0;1159.0;124.0;23;16;2297;2281;289.0;1992;606;1386;182;110.0;72;1658;489.0;1170;145;8;16
234;Mannen en vrouwen;53800;2005;2315;2299;26;296.0;1822.0;111.0;464.0;77.0;1170.0;130.0;23;16;2315;2299;296.0;2002;592;1411;193;114.0;79;1650;469.0;1181;151;8;16
235;Mannen en vrouwen;53800;2006;2338;2321;27;305.0;1830.0;115.0;449.0;85.0;1180.0;136.0;24;16;2338;2321;305.0;2017;580;1436;206;119.0;87;1645;453.0;1192;158;8;16
236;Mannen en vrouwen;53800;2007;2368;2351;27;314.0;1844.0;120.0;435.0;94.0;1195.0;142.0;24;17;2368;2351;314.0;2037;571;1466;219;123.0;96;1646;440.0;1206;164;8;17
237;Mannen en vrouwen;53800;2008;2395;2378;28;323.0;1854.0;124.0;421.0;103.0;1206.0;148.0;24;17;2395;2378;323.0;2054;561;1493;232;127.0;105;1643;426.0;1217;171;9;17
238;Mannen en vrouwen;53800;2009;2429;2412;29;334.0;1869.0;129.0;409.0;113.0;1219.0;156.0;24;17;2429;2412;334.0;2078;554;1524;246;132.0;115;1645;414.0;1231;178;9;17
239;Mannen en vrouwen;53800;2010;2466;2448;29;346.0;1885.0;133.0;398.0;123.0;1231.0;163.0;24;18;2466;2448;346.0;2102;547;1555;260;136.0;124;1647;403.0;1244;186;9;18
240;Mannen en vrouwen;53900;1971;1199;1178;8;108.0;957.0;22.0;439.0;5.0;491.0;52.0;53;21;1199;1178;108.0;1070;501;569;28;22.0;5;949;446.0;503;61;32;21
241;Mannen en vrouwen;53900;1972;1205;1185;8;111.0;962.0;21.0;440.0;6.0;495.0;52.0;52;20;1205;1185;111.0;1074;501;572;28;22.0;6;954;449.0;505;61;30;20
242;Mannen en vrouwen;53900;1973;1209;1188;8;115.0;964.0;21.0;441.0;6.0;496.0;51.0;51;20;1209;1188;115.0;1074;500;573;29;22.0;6;956;450.0;506;61;28;20
243;Mannen en vrouwen;53900;1974;1207;1187;8;117.0;963.0;21.0;440.0;7.0;495.0;49.0;49;20;1207;1187;117.0;1070;498;572;29;22.0;7;955;450.0;505;60;26;20
244;Mannen en vrouwen;53900;1975;1207;1188;9;120.0;963.0;20.0;442.0;7.0;494.0;48.0;48;20;1207;1188;120.0;1068;498;569;29;22.0;7;955;452.0;503;59;24;20
245;Mannen en vrouwen;53900;1976;1233;1214;9;125.0;986.0;20.0;457.0;7.0;502.0;48.0;47;19;1233;1214;125.0;1089;511;578;29;22.0;7;977;466.0;511;59;24;19
246;Mannen en vrouwen;53900;1977;1256;1237;9;129.0;1006.0;20.0;471.0;7.0;508.0;47.0;46;19;1256;1237;129.0;1109;524;584;29;22.0;7;997;479.0;518;59;23;19
247;Mannen en vrouwen;53900;1978;1271;1253;9;133.0;1019.0;20.0;481.0;7.0;511.0;47.0;45;19;1271;1253;133.0;1120;532;588;30;22.0;7;1009;487.0;522;59;22;19
248;Mannen en vrouwen;53900;1979;1289;1271;10;137.0;1033.0;20.0;491.0;8.0;515.0;47.0;44;18;1289;1271;137.0;1134;541;593;31;23.0;8;1023;497.0;526;60;21;18
249;Mannen en vrouwen;53900;1980;1302;1284;10;141.0;1043.0;21.0;499.0;8.0;516.0;47.0;42;18;1302;1284;141.0;1143;548;595;31;24.0;8;1031;504.0;527;60;20;18
250;Mannen en vrouwen;53900;1981;1319;1302;10;146.0;1056.0;21.0;509.0;8.0;518.0;48.0;41;17;1319;1302;146.0;1156;558;598;33;24.0;8;1043;514.0;528;61;20;17
251;Mannen en vrouwen;53900;1982;1334;1317;10;152.0;1067.0;23.0;521.0;8.0;516.0;49.0;39;17;1334;1317;152.0;1166;570;596;34;25.0;8;1051;525.0;526;62;19;17
252;Mannen en vrouwen;53900;1983;1348;1332;11;157.0;1077.0;24.0;533.0;8.0;512.0;50.0;37;16;1348;1332;157.0;1175;582;593;35;27.0;8;1059;537.0;522;62;19;16
253;Mannen en vrouwen;53900;1984;1369;1354;10;163.0;1092.0;26.0;548.0;8.0;510.0;51.0;38;16;1369;1354;163.0;1191;599;592;36;28.0;8;1074;553.0;521;63;19;16
254;Mannen en vrouwen;53900;1985;1387;1373;10;168.0;1104.0;27.0;564.0;8.0;505.0;52.0;39;15;1387;1373;168.0;1205;616;588;38;29.0;8;1086;569.0;517;63;18;15
255;Mannen en vrouwen;53900;1986;1391;1376;9;172.0;1104.0;29.0;575.0;8.0;493.0;52.0;39;14;1391;1376;172.0;1204;628;576;39;31.0;8;1086;580.0;506;62;18;14
256;Mannen en vrouwen;53900;1987;1392;1379;9;176.0;1104.0;30.0;588.0;8.0;478.0;52.0;39;14;1392;1379;176.0;1203;642;561;40;32.0;8;1085;594.0;491;61;17;14
257;Mannen en vrouwen;53900;1988;1398;1385;9;180.0;1107.0;31.0;608.0;7.0;461.0;51.0;38;13;1398;1385;180.0;1205;662;543;41;33.0;8;1088;613.0;474;61;16;13
258;Mannen en vrouwen;53900;1989;1396;1383;8;183.0;1104.0;33.0;628.0;7.0;437.0;51.0;37;13;1396;1383;183.0;1200;683;517;42;35.0;7;1084;634.0;450;59;15;13
259;Mannen en vrouwen;53900;1990;1398;1386;8;188.0;1106.0;34.0;654.0;6.0;412.0;49.0;36;12;1398;1386;188.0;1198;709;489;43;36.0;7;1084;659.0;425;58;14;12
260;Mannen en vrouwen;53900;1991;1404;1391;8;192.0;1110.0;36.0;678.0;5.0;391.0;47.0;34;12;1404;1391;192.0;1199;734;466;44;38.0;7;1087;684.0;403;56;12;12
261;Mannen en vrouwen;53900;1992;1412;1400;8;196.0;1118.0;38.0;695.0;6.0;379.0;45.0;33;12;1412;1400;196.0;1204;753;451;47;40.0;7;1092;701.0;391;53;11;12
262;Mannen en vrouwen;53900;1993;1422;1410;8;200.0;1126.0;40.0;714.0;7.0;365.0;43.0;32;12;1422;1410;200.0;1209;773;437;50;42.0;8;1097;720.0;377;51;10;12
263;Mannen en vrouwen;53900;1994;1435;1423;8;205.0;1138.0;43.0;737.0;8.0;351.0;41.0;31;12;1435;1423;205.0;1218;798;420;53;45.0;8;1106;744.0;362;50;9;12
264;Mannen en vrouwen;53900;1995;1452;1440;8;210.0;1151.0;46.0;767.0;7.0;332.0;40.0;30;12;1452;1440;210.0;1229;830;399;56;48.0;8;1117;774.0;344;48;9;12
265;Mannen en vrouwen;53900;1996;1468;1456;7;216.0;1165.0;48.0;792.0;7.0;318.0;39.0;30;12;1468;1456;216.0;1240;856;384;58;50.0;8;1128;798.0;330;46;8;12
266;Mannen en vrouwen;53900;1997;1482;1470;7;221.0;1176.0;50.0;814.0;8.0;304.0;37.0;29;11;1482;1470;221.0;1250;880;369;61;52.0;8;1137;821.0;316;44;7;11
267;Mannen en vrouwen;53900;1998;1502;1490;7;227.0;1192.0;52.0;839.0;7.0;293.0;36.0;29;11;1502;1490;227.0;1264;907;357;63;54.0;9;1150;845.0;305;43;7;11
