ID;Bouwjaar;Perioden;TotaalNederland_1;Groningen_2;Fryslan_3;Drenthe_4;Overijssel_5;Flevoland_6;Gelderland_7;Utrecht_8;NoordHolland_9;ZuidHolland_10;Zeeland_11;NoordBrabant_12;Limburg_13;TotaalMotorfietsen_14;k_1Cilinder_15;k_2Cilinders_16;k_3Cilinders_17;k_4Cilinders_18;k_5Cilinders_19;k_6Cilinders_20;OverigEnOnbekendAantalCilinders_21;TotaalMotorfietsen_22;k_50Cc_23;k_51125Cc_24;k_126175Cc_25;k_176250Cc_26;k_251375Cc_27;k_376500Cc_28;k_501625Cc_29;k_626750Cc_30;k_751875Cc_31;k_8761000Cc_32;k_10011125Cc_33;k_1126CcEnMeer_34;OverigEnOnbekend_35;TotaalMotorfietsen_36;k_18Tot20Jaar_37;k_20Tot25Jaar_38;k_25Tot30Jaar_39;k_30Tot40Jaar_40;k_40Tot50Jaar_41;k_50Tot60Jaar_42;k_60Tot65Jaar_43;k_65JaarEnOuder_44;OpNaamRechtspersoon_45
223;Bouwjaar 1916;2025;13;1;0;1;2;0;2;2;3;0;0;2;0;13;6;7;0;0;0;0;0;13;0;0;0;1;1;1;4;1;0;5;0;0;0;13;0;0;0;0;0;1;1;11;0
224;Bouwjaar 1917;2019;27;1;1;3;6;0;2;0;3;3;2;5;1;27;11;15;0;0;1;0;0;27;0;0;0;1;2;2;8;0;0;13;0;1;0;27;0;1;0;1;2;5;5;13;0
225;Bouwjaar 1917;2020;26;1;1;4;4;0;2;0;3;4;2;4;1;26;10;15;0;0;1;0;0;26;0;0;0;0;2;2;8;0;0;13;0;1;0;26;0;1;0;1;3;4;4;13;0
226;Bouwjaar 1917;2021;26;1;1;4;4;0;2;0;3;3;2;5;1;26;11;14;0;0;1;0;0;26;0;0;0;0;2;3;8;0;0;12;0;1;0;26;0;0;1;1;1;5;4;14;0
227;Bouwjaar 1917;2022;26;1;1;4;4;0;2;0;3;3;2;5;1;26;11;14;0;0;1;0;0;26;0;0;0;0;2;3;8;0;0;12;0;1;0;26;0;0;1;0;1;5;3;16;0
228;Bouwjaar 1917;2023;22;1;1;3;5;0;2;0;1;3;2;3;1;22;10;11;0;0;1;0;0;22;0;0;0;0;1;1;8;0;0;11;0;1;0;22;0;0;1;0;1;5;1;14;0
229;Bouwjaar 1917;2024;21;1;1;3;4;0;2;0;1;3;2;3;1;21;10;10;0;0;1;0;0;21;0;0;0;0;1;1;8;0;0;10;0;1;0;21;0;0;1;0;1;3;2;14;0
230;Bouwjaar 1917;2025;20;2;1;3;2;0;2;0;1;4;2;2;1;20;10;9;0;0;1;0;0;20;0;0;0;0;1;1;8;0;0;9;0;1;0;20;0;0;1;0;2;1;4;12;0
231;Bouwjaar 1918;2019;17;1;0;3;2;1;2;0;0;3;0;3;2;17;6;11;0;0;0;0;0;17;0;0;1;1;0;1;5;2;0;7;0;0;0;17;0;0;0;1;1;6;0;9;0
232;Bouwjaar 1918;2020;17;1;0;3;2;1;3;0;0;2;0;2;3;17;6;11;0;0;0;0;0;17;0;0;1;1;0;1;5;2;0;7;0;0;0;17;0;0;0;1;1;6;1;8;0
233;Bouwjaar 1918;2021;17;1;0;3;2;1;3;0;0;2;0;2;3;17;6;11;0;0;0;0;0;17;0;0;1;1;0;1;5;2;0;7;0;0;0;17;0;0;0;1;1;5;2;8;0
234;Bouwjaar 1918;2022;16;2;0;2;1;1;3;0;0;2;0;2;3;16;6;10;0;0;0;0;0;16;0;0;1;1;0;1;5;1;0;7;0;0;0;16;0;0;0;0;2;5;1;8;0
235;Bouwjaar 1918;2023;15;1;0;2;0;1;3;0;0;2;0;2;4;15;5;10;0;0;0;0;0;15;0;0;1;1;0;1;4;1;0;7;0;0;0;15;0;0;0;0;2;4;1;8;0
236;Bouwjaar 1918;2024;15;1;0;2;0;1;3;0;0;2;0;2;4;15;5;10;0;0;0;0;0;15;0;0;1;1;0;1;4;1;0;7;0;0;0;15;0;0;0;0;2;3;2;8;0
237;Bouwjaar 1918;2025;15;1;0;2;0;1;3;0;0;2;0;2;4;15;5;10;0;0;0;0;0;15;0;0;1;1;0;1;4;1;0;7;0;0;0;15;0;0;0;0;3;2;3;7;0
238;Bouwjaar 1919;2019;46;4;4;3;3;0;5;0;13;7;1;4;2;46;15;27;1;3;0;0;0;46;0;1;1;4;4;6;2;3;2;20;0;2;1;46;0;0;0;0;0;12;7;27;0
239;Bouwjaar 1919;2020;49;5;4;3;3;0;5;0;14;8;1;4;2;49;15;30;1;3;0;0;0;49;0;1;1;4;4;6;3;3;2;22;0;2;1;49;0;0;0;0;1;10;8;30;0
240;Bouwjaar 1919;2021;48;5;4;4;3;0;4;0;13;8;1;4;2;48;14;30;1;3;0;0;0;48;0;1;1;3;4;6;2;3;2;23;0;2;1;48;0;0;0;0;1;9;9;29;0
241;Bouwjaar 1919;2022;47;5;4;2;3;0;4;0;13;8;1;5;2;47;13;30;1;3;0;0;0;47;0;1;1;3;3;6;2;3;2;23;0;2;1;47;0;0;0;0;1;10;8;27;1
242;Bouwjaar 1919;2023;45;5;3;2;3;0;5;1;11;8;1;5;1;45;10;31;1;3;0;0;0;45;0;1;1;2;2;5;2;3;2;24;0;2;1;45;0;0;0;0;1;9;5;30;0
243;Bouwjaar 1919;2024;44;5;3;1;3;0;5;1;11;8;1;5;1;44;11;29;1;3;0;0;0;44;1;1;1;2;2;5;2;3;1;23;0;2;1;44;0;0;0;0;1;7;6;30;0
244;Bouwjaar 1919;2025;45;6;3;2;3;0;4;1;11;7;1;5;2;45;12;29;1;3;0;0;0;45;0;1;2;2;3;5;3;3;1;23;0;2;0;45;0;0;0;1;1;6;7;30;0
245;Bouwjaar 1920;2019;49;4;7;1;5;0;6;1;12;6;2;3;2;49;16;30;1;2;0;0;0;49;0;2;2;6;5;3;9;3;1;16;1;1;0;49;0;0;1;3;5;13;6;21;0
246;Bouwjaar 1920;2020;48;4;7;1;5;0;5;1;12;6;2;3;2;48;16;29;1;2;0;0;0;48;0;2;2;6;5;3;8;3;1;16;1;1;0;48;0;0;1;3;5;10;6;23;0
247;Bouwjaar 1920;2021;47;3;6;0;6;0;6;1;11;7;2;3;2;47;14;30;1;2;0;0;0;47;0;2;2;5;5;3;8;3;2;15;1;1;0;47;0;0;1;3;3;10;7;23;0
248;Bouwjaar 1920;2022;46;3;6;0;6;0;6;1;10;7;2;3;2;46;13;31;1;1;0;0;0;46;0;2;1;5;5;3;8;2;2;15;1;2;0;46;0;0;1;2;2;10;5;26;0
249;Bouwjaar 1920;2023;44;2;6;0;6;0;5;1;10;7;2;3;2;44;12;30;1;1;0;0;0;44;0;2;1;4;5;3;8;2;2;14;1;2;0;44;0;1;1;2;3;8;3;26;0
250;Bouwjaar 1920;2024;44;2;6;0;7;0;6;1;9;6;2;2;3;44;12;30;1;1;0;0;0;44;0;2;2;4;5;3;8;2;2;14;0;2;0;44;0;0;1;3;2;7;5;26;0
251;Bouwjaar 1920;2025;44;2;7;0;6;0;6;1;9;6;2;2;3;44;11;31;1;1;0;0;0;44;0;2;2;3;5;3;8;2;2;15;0;2;0;44;0;0;1;1;3;8;4;27;0
252;Bouwjaar 1921;2019;59;2;3;5;4;0;10;1;10;5;1;11;7;59;29;29;1;0;0;0;0;59;0;3;1;9;8;6;21;0;4;7;0;0;0;59;0;0;0;1;6;18;7;25;2
253;Bouwjaar 1921;2020;57;3;3;5;3;0;10;2;8;5;1;10;7;57;29;27;1;0;0;0;0;57;0;3;0;9;8;5;21;0;4;7;0;0;0;57;0;0;0;0;6;18;8;23;2
254;Bouwjaar 1921;2021;55;3;3;4;3;0;9;2;8;5;1;10;7;55;28;26;1;0;0;0;0;55;0;3;0;9;8;5;20;0;4;6;0;0;0;55;0;0;0;0;7;17;9;20;2
255;Bouwjaar 1921;2022;53;3;3;4;3;0;8;1;8;5;1;10;7;53;27;25;1;0;0;0;0;53;0;3;0;9;8;5;19;0;4;5;0;0;0;53;0;0;0;0;4;17;10;20;2
256;Bouwjaar 1921;2023;53;3;3;4;3;0;9;1;8;5;1;9;7;53;26;26;1;0;0;0;0;53;0;3;0;8;8;5;19;0;5;5;0;0;0;53;0;0;0;0;5;15;6;25;2
257;Bouwjaar 1921;2024;53;3;3;3;4;0;9;1;8;5;1;9;7;53;25;27;1;0;0;0;0;53;0;3;0;7;8;5;20;0;5;5;0;0;0;53;0;0;0;0;4;16;5;26;2
258;Bouwjaar 1921;2025;53;4;3;3;2;0;8;2;8;5;1;10;7;53;25;27;1;0;0;0;0;53;0;3;0;7;8;5;20;0;5;5;0;0;0;53;0;0;0;0;2;11;10;28;2
259;Bouwjaar 1922;2019;31;1;4;0;1;0;3;4;6;3;1;4;4;31;16;11;0;4;0;0;0;31;0;0;3;3;9;2;4;1;0;4;0;5;0;31;0;0;0;0;1;5;6;19;0
260;Bouwjaar 1922;2020;33;1;4;2;0;0;3;4;5;3;1;4;6;33;15;14;0;4;0;0;0;33;0;0;2;3;8;2;6;1;0;6;0;5;0;33;0;0;0;0;2;4;6;21;0
261;Bouwjaar 1922;2021;34;1;4;2;0;0;3;4;6;4;1;3;6;34;16;13;0;4;0;0;1;34;0;0;2;4;8;2;5;1;1;6;0;5;0;34;0;0;0;0;0;6;3;25;0
262;Bouwjaar 1922;2022;32;0;4;2;0;0;4;3;5;4;1;3;6;32;15;12;0;4;0;0;1;32;0;0;2;3;8;2;5;1;1;5;0;5;0;32;0;0;0;0;0;5;4;23;0
263;Bouwjaar 1922;2023;34;0;5;3;0;0;4;2;6;4;1;3;6;34;15;14;0;4;0;0;1;34;0;0;2;3;8;2;6;1;1;6;0;5;0;34;0;0;0;0;0;8;2;24;0
264;Bouwjaar 1922;2024;34;0;5;3;0;0;5;1;5;4;1;4;6;34;15;14;0;4;0;0;1;34;0;0;1;4;8;2;6;1;1;6;0;5;0;34;0;0;0;1;0;7;3;23;0
265;Bouwjaar 1922;2025;36;1;5;3;0;0;6;2;4;4;1;4;6;36;15;16;0;4;0;0;1;36;0;0;2;4;7;2;8;1;1;6;0;5;0;36;0;0;0;1;0;7;4;24;0
266;Bouwjaar 1923;2019;48;4;2;5;3;0;6;1;4;4;5;6;8;48;22;24;0;2;0;0;0;48;0;0;2;3;10;6;16;1;1;6;0;3;0;48;0;0;1;0;8;5;9;25;0
267;Bouwjaar 1923;2020;47;4;2;5;3;0;6;1;3;4;5;6;8;47;22;23;0;2;0;0;0;47;0;0;2;3;10;6;15;1;1;6;0;3;0;47;0;0;1;0;8;4;9;25;0
268;Bouwjaar 1923;2021;47;3;2;5;2;0;6;1;3;4;5;6;10;47;22;23;0;2;0;0;0;47;0;0;2;3;10;6;15;1;1;6;0;3;0;47;0;0;1;0;7;5;7;27;0
269;Bouwjaar 1923;2022;42;4;3;4;2;0;5;1;2;3;5;5;8;42;21;19;0;2;0;0;0;42;0;0;3;3;10;5;12;1;1;4;0;3;0;42;0;0;1;0;5;5;6;25;0
270;Bouwjaar 1923;2023;42;3;2;4;2;0;6;1;2;3;5;6;8;42;21;19;0;2;0;0;0;42;0;0;4;3;9;5;12;1;1;4;0;3;0;42;0;0;1;1;4;5;5;26;0
271;Bouwjaar 1923;2024;44;3;2;4;2;0;6;2;2;3;5;6;9;44;23;19;0;2;0;0;0;44;0;0;4;3;10;6;12;1;1;4;0;3;0;44;0;0;0;2;2;8;4;28;0
272;Bouwjaar 1923;2025;44;3;3;4;2;0;7;1;2;3;3;7;9;44;23;18;0;3;0;0;0;44;0;1;3;3;11;5;11;2;1;4;0;3;0;44;0;0;0;3;0;7;4;30;0
273;Bouwjaar 1924;2019;64;4;2;4;2;0;11;5;5;9;0;10;12;64;40;20;0;2;0;0;2;64;0;2;13;8;10;8;11;2;2;4;1;2;1;64;0;0;0;2;5;15;11;31;0
274;Bouwjaar 1924;2020;65;5;2;4;3;0;11;5;5;9;0;9;12;65;41;20;0;2;0;0;2;65;0;3;13;8;10;8;10;2;2;5;1;2;1;65;0;0;0;2;6;16;11;30;0
275;Bouwjaar 1924;2021;61;4;2;4;3;0;10;5;5;8;0;9;11;61;39;19;0;2;0;0;1;61;0;3;13;6;10;8;9;2;2;4;1;2;1;61;0;0;0;1;5;14;10;31;0
276;Bouwjaar 1924;2022;62;4;2;4;3;0;11;5;5;6;0;10;12;62;40;19;0;2;0;0;1;62;0;3;13;6;11;8;9;2;2;4;1;2;1;62;1;0;1;1;4;14;8;33;0
277;Bouwjaar 1924;2023;63;4;2;4;3;0;12;5;6;7;0;8;12;63;37;23;0;2;0;0;1;63;0;2;12;6;12;7;12;2;2;4;1;2;1;63;0;0;0;1;2;14;5;41;0
278;Bouwjaar 1924;2024;62;4;3;4;3;0;11;5;6;6;0;8;12;62;37;22;0;2;0;0;1;62;0;2;12;6;12;7;11;2;2;4;1;2;1;62;0;0;0;2;2;9;7;42;0
279;Bouwjaar 1924;2025;64;5;3;3;4;0;11;5;5;7;0;8;13;64;39;22;0;2;0;0;1;64;0;2;12;6;14;7;11;2;2;4;1;2;1;64;0;1;0;1;2;11;7;42;0
280;Bouwjaar 1925;2019;62;0;3;3;12;0;13;0;5;6;2;7;11;62;40;21;0;1;0;0;0;62;0;0;4;8;19;11;6;1;1;10;0;2;0;62;0;0;1;0;5;11;12;33;0
281;Bouwjaar 1925;2020;60;0;3;3;9;0;14;0;5;6;2;7;11;60;37;22;0;1;0;0;0;60;0;0;4;8;18;9;6;1;1;11;0;2;0;60;0;0;1;0;5;12;9;33;0
282;Bouwjaar 1925;2021;60;0;3;3;9;0;13;0;6;6;2;7;11;60;37;22;0;1;0;0;0;60;0;0;4;8;18;9;5;1;1;12;0;2;0;60;0;0;1;0;3;15;6;35;0
283;Bouwjaar 1925;2022;61;0;3;3;9;0;13;0;7;6;2;7;11;61;37;23;0;1;0;0;0;61;0;0;4;8;18;9;5;1;1;12;0;3;0;61;0;0;0;1;4;13;5;38;0
284;Bouwjaar 1925;2023;57;1;3;2;6;0;13;0;7;6;2;6;11;57;34;22;0;1;0;0;0;57;0;0;4;8;15;8;5;1;0;12;0;4;0;57;0;0;1;1;3;11;4;37;0
285;Bouwjaar 1925;2024;58;1;3;2;6;0;13;0;8;6;2;6;11;58;34;23;0;1;0;0;0;58;0;0;4;8;15;8;5;2;0;12;0;4;0;58;0;0;0;3;4;11;3;37;0
286;Bouwjaar 1925;2025;55;1;3;1;5;0;10;1;8;6;2;6;12;55;32;22;0;1;0;0;0;55;0;0;4;8;14;7;5;2;0;11;0;4;0;55;0;0;0;2;4;9;6;34;0
287;Bouwjaar 1926;2019;67;2;4;3;5;1;11;4;7;6;5;10;9;67;39;27;0;1;0;0;0;67;0;1;3;8;14;17;11;2;1;9;0;1;0;67;0;0;0;1;5;16;12;32;1
288;Bouwjaar 1926;2020;65;2;4;3;4;1;10;3;6;6;4;11;11;65;38;26;0;1;0;0;0;65;0;1;3;6;14;18;10;2;1;9;0;1;0;65;0;0;0;2;4;17;8;33;1
289;Bouwjaar 1926;2021;66;2;5;3;5;1;10;3;7;7;3;10;10;66;38;27;0;1;0;0;0;66;0;1;4;5;14;18;11;2;1;9;0;1;0;66;0;0;0;2;4;17;10;32;1
290;Bouwjaar 1926;2022;66;2;5;3;5;1;10;3;7;7;3;10;10;66;38;27;0;1;0;0;0;66;0;1;4;5;14;18;11;2;1;9;0;1;0;66;0;0;0;2;4;17;8;34;1
291;Bouwjaar 1926;2023;69;2;6;3;5;0;10;4;7;7;3;11;11;69;41;27;0;1;0;0;0;69;0;1;6;5;14;19;12;2;1;8;0;1;0;69;0;0;1;0;8;14;9;36;1
292;Bouwjaar 1926;2024;71;2;5;3;4;0;13;5;8;6;2;11;12;71;42;28;0;1;0;0;0;71;0;1;6;6;13;20;12;2;1;8;0;1;1;71;0;0;0;2;8;11;9;40;1
293;Bouwjaar 1926;2025;66;2;5;3;5;0;10;5;7;6;2;9;12;66;37;28;0;1;0;0;0;66;0;0;4;7;12;19;11;2;1;8;0;1;1;66;0;0;0;1;7;11;9;37;1
294;Bouwjaar 1927;2019;102;1;5;10;7;1;16;5;10;11;4;15;17;102;75;25;0;2;0;0;0;102;0;1;4;6;29;32;12;3;1;11;0;3;0;102;0;0;0;6;8;18;28;42;0
295;Bouwjaar 1927;2020;107;2;6;10;8;1;20;5;10;9;4;16;16;107;78;27;0;2;0;0;0;107;0;1;5;6;31;32;14;3;1;11;0;3;0;107;0;0;0;6;8;18;22;53;0
296;Bouwjaar 1927;2021;103;2;7;10;8;1;19;4;10;9;3;14;16;103;74;27;0;2;0;0;0;103;0;1;5;6;29;30;13;3;1;12;0;3;0;103;0;0;0;3;10;15;22;53;0
297;Bouwjaar 1927;2022;100;2;7;9;8;1;19;4;10;8;3;12;17;100;73;25;0;2;0;0;0;100;0;1;5;6;29;28;13;3;1;11;0;3;0;100;0;0;0;1;11;15;16;57;0
298;Bouwjaar 1927;2023;101;3;6;9;9;1;19;5;9;8;3;11;18;101;74;25;0;2;0;0;0;101;0;1;5;6;30;28;14;2;1;11;0;3;0;101;0;0;0;1;10;18;12;59;1
299;Bouwjaar 1927;2024;96;2;6;8;8;1;19;5;8;6;3;12;18;96;71;23;0;2;0;0;0;96;0;1;4;5;29;29;13;2;1;9;0;3;0;96;0;0;0;1;9;17;9;59;1
300;Bouwjaar 1927;2025;98;2;6;8;8;1;21;5;7;7;2;14;17;98;71;24;0;2;0;0;1;98;0;1;4;5;30;30;14;2;1;8;0;3;0;98;0;0;0;1;9;11;12;64;1
301;Bouwjaar 1928;2019;150;10;7;16;16;1;32;4;11;18;4;19;12;150;105;41;0;4;0;0;0;150;0;0;10;22;44;34;13;6;1;12;0;7;1;150;0;0;0;3;15;29;29;74;0
302;Bouwjaar 1928;2020;154;6;10;15;14;1;32;5;15;19;4;19;14;154;105;45;0;4;0;0;0;154;0;0;11;23;43;34;13;7;1;13;0;8;1;154;0;0;0;4;12;29;29;80;0
303;Bouwjaar 1928;2021;154;6;10;14;14;1;34;5;15;18;4;21;12;154;106;43;0;4;0;0;1;154;0;1;11;23;43;35;12;7;1;12;0;8;1;154;0;0;1;5;11;28;26;83;0
304;Bouwjaar 1928;2022;151;7;10;12;14;1;33;5;15;17;4;21;12;151;103;43;0;4;0;0;1;151;0;2;11;24;39;34;12;7;1;12;0;8;1;151;0;0;2;3;11;27;25;83;0
305;Bouwjaar 1928;2023;149;6;9;12;15;1;35;6;13;14;4;21;13;149;102;43;0;3;0;0;1;149;0;2;11;22;40;34;12;8;1;11;0;7;1;149;0;0;0;3;9;30;18;89;0
306;Bouwjaar 1928;2024;153;8;9;12;15;2;39;6;12;14;4;20;12;153;104;44;0;4;0;0;1;153;0;2;11;22;40;35;13;8;1;11;0;9;1;153;0;0;1;3;10;26;18;94;1
307;Bouwjaar 1928;2025;150;9;9;11;15;2;35;6;11;13;5;23;11;150;103;42;0;4;0;0;1;150;0;2;12;21;42;33;12;7;1;11;0;9;0;150;0;0;0;3;7;29;17;94;0
308;Bouwjaar 1929;2019;156;3;9;9;17;0;32;9;19;12;4;24;18;156;108;47;0;1;0;0;0;156;0;0;6;17;41;43;9;23;0;8;0;9;0;156;0;0;0;6;16;35;28;71;0
309;Bouwjaar 1929;2020;150;2;9;8;19;0;28;7;18;15;4;22;18;150;104;45;0;1;0;0;0;150;0;0;6;15;39;43;9;22;0;8;0;8;0;150;0;0;0;3;12;36;27;72;0
310;Bouwjaar 1929;2021;148;3;7;8;19;0;27;7;17;16;5;23;16;148;102;45;0;1;0;0;0;148;0;0;6;15;38;43;10;21;0;7;0;8;0;148;0;0;0;5;10;34;25;74;0
311;Bouwjaar 1929;2022;151;2;7;9;18;0;26;9;17;18;5;24;16;151;105;45;0;1;0;0;0;151;0;1;6;15;43;41;9;21;0;7;0;8;0;151;0;0;1;2;13;31;26;78;0
312;Bouwjaar 1929;2023;152;3;8;9;17;0;26;10;16;17;6;24;16;152;105;45;0;1;0;0;1;152;0;1;6;16;43;41;9;21;0;7;0;8;0;152;0;0;1;3;13;27;24;84;0
313;Bouwjaar 1929;2024;152;4;8;8;16;0;28;9;15;15;7;25;17;152;105;45;0;1;0;0;1;152;0;1;6;16;43;42;8;21;0;7;0;8;0;152;0;0;2;3;14;27;23;83;0
314;Bouwjaar 1929;2025;152;3;8;9;15;0;29;11;15;17;5;22;18;152;106;44;0;1;0;0;1;152;0;1;6;17;43;43;8;19;0;7;0;8;0;152;0;0;2;3;15;23;24;85;0
315;Bouwjaar 1930;2019;156;5;7;10;19;1;30;11;15;18;1;26;13;156;117;35;0;3;0;0;1;156;0;7;1;14;53;43;8;17;0;3;0;10;0;156;0;0;0;2;11;46;24;71;2
316;Bouwjaar 1930;2020;158;5;7;11;19;1;29;12;15;16;1;29;13;158;118;36;0;3;0;0;1;158;0;7;1;14;53;45;8;17;0;3;0;10;0;158;0;0;0;3;11;39;27;76;2
317;Bouwjaar 1930;2021;159;5;7;11;18;1;30;12;16;16;1;31;11;159;122;33;0;3;0;0;1;159;0;7;2;15;55;45;7;16;0;2;0;10;0;159;0;0;2;2;12;39;30;73;1
318;Bouwjaar 1930;2022;155;5;7;11;17;1;31;10;17;17;2;27;10;155;119;32;0;3;0;0;1;155;0;7;2;14;55;45;5;15;0;2;0;10;0;155;0;0;2;2;8;38;30;74;1
319;Bouwjaar 1930;2023;160;5;8;11;18;1;32;10;17;16;2;28;12;160;124;33;0;2;0;0;1;160;0;7;1;14;59;47;5;15;0;2;0;9;1;160;0;0;3;3;8;33;31;81;1
320;Bouwjaar 1930;2024;165;5;8;8;18;1;32;14;19;16;4;28;12;165;128;33;0;3;0;0;1;165;0;7;1;17;56;49;7;14;0;2;0;11;1;165;0;0;2;6;9;34;29;84;1
321;Bouwjaar 1930;2025;165;5;7;9;15;1;33;13;19;17;5;26;15;165;128;33;0;3;0;0;1;165;0;6;1;18;55;50;7;14;0;2;0;11;1;165;0;0;1;3;13;28;30;89;1
322;Bouwjaar 1931;2019;122;1;8;3;14;0;15;9;16;16;6;23;11;122;94;23;0;5;0;0;0;122;0;4;5;16;42;28;4;12;0;0;0;11;0;122;0;0;0;5;8;29;24;56;0
323;Bouwjaar 1931;2020;127;1;8;4;13;0;15;9;20;16;6;24;11;127;98;24;0;5;0;0;0;127;0;4;5;18;42;28;6;13;0;0;0;11;0;127;0;0;1;5;10;23;24;64;0
324;Bouwjaar 1931;2021;123;2;7;4;11;0;13;10;21;15;6;24;10;123;95;24;0;4;0;0;0;123;0;4;5;19;39;28;5;13;0;0;0;10;0;123;0;0;2;4;11;19;21;66;0
325;Bouwjaar 1931;2022;121;4;7;3;11;1;14;10;20;14;6;21;10;121;92;25;0;4;0;0;0;121;0;5;5;19;35;28;5;13;0;0;0;11;0;121;0;1;2;4;12;23;18;61;0
326;Bouwjaar 1931;2023;122;4;7;4;10;1;14;8;21;15;6;22;10;122;94;24;0;4;0;0;0;122;0;5;4;20;36;29;6;11;0;0;0;11;0;122;0;1;1;3;11;22;17;67;0
327;Bouwjaar 1931;2024;124;5;8;4;9;1;13;8;19;14;6;25;12;124;95;25;0;4;0;0;0;124;0;5;4;19;37;31;7;11;0;0;0;10;0;124;0;0;1;5;13;20;17;68;0
328;Bouwjaar 1931;2025;127;5;9;5;9;1;14;9;22;13;5;21;14;127;96;27;0;4;0;0;0;127;0;4;4;20;35;35;7;12;0;0;0;10;0;127;0;0;1;5;9;17;21;74;0
329;Bouwjaar 1932;2019;123;4;12;5;9;1;24;13;13;8;5;21;8;123;106;16;0;1;0;0;0;123;0;13;6;19;38;26;7;12;0;0;0;2;0;123;0;0;0;4;13;35;26;44;1
330;Bouwjaar 1932;2020;121;5;12;4;6;1;24;12;15;8;5;21;8;121;105;15;0;1;0;0;0;121;0;13;7;17;39;25;7;12;0;0;0;1;0;121;0;0;0;3;13;27;31;46;1
331;Bouwjaar 1932;2021;123;4;11;4;7;1;25;12;13;7;5;25;9;123;107;15;0;1;0;0;0;123;0;13;7;16;41;26;7;12;0;0;0;1;0;123;0;0;0;1;12;34;27;48;1
332;Bouwjaar 1932;2022;121;4;11;4;7;1;25;11;13;7;5;24;9;121;107;13;0;1;0;0;0;121;0;13;7;15;41;27;7;10;0;0;0;1;0;121;0;0;0;1;12;30;22;55;1
333;Bouwjaar 1932;2023;123;4;10;4;7;1;25;15;12;8;5;21;11;123;109;13;0;1;0;0;0;123;0;13;7;15;42;28;7;10;0;0;0;1;0;123;0;0;0;1;12;24;25;60;1
334;Bouwjaar 1932;2024;123;5;10;4;8;1;25;15;12;9;5;21;8;123;109;13;0;1;0;0;0;123;0;12;7;15;43;28;7;10;0;0;0;1;0;123;0;0;0;1;7;27;25;63;0
335;Bouwjaar 1932;2025;126;7;9;4;8;1;26;16;11;9;5;21;9;126;113;12;0;1;0;0;0;126;0;13;7;17;45;27;7;10;0;0;0;0;0;126;0;0;0;1;5;30;22;68;0
336;Bouwjaar 1933;2019;87;4;3;3;9;0;15;8;10;15;5;7;8;87;63;21;0;2;0;0;1;87;0;6;7;13;19;16;4;12;1;2;0;5;2;87;0;0;0;3;12;22;15;35;0
337;Bouwjaar 1933;2020;90;3;4;3;9;0;14;7;12;13;6;10;9;90;67;20;0;2;0;0;1;90;0;6;8;15;19;17;4;12;1;1;0;5;2;90;0;0;0;4;12;20;14;40;0
338;Bouwjaar 1933;2021;88;3;5;3;9;0;14;7;12;13;6;8;8;88;66;19;0;2;0;0;1;88;0;6;7;15;18;18;4;12;1;1;0;4;2;88;0;1;0;3;12;17;10;45;0
339;Bouwjaar 1933;2022;93;3;5;5;10;0;15;6;13;12;6;10;8;93;72;18;0;2;0;0;1;93;0;6;7;18;19;19;5;12;1;1;0;3;2;93;0;0;0;4;11;18;11;49;0
340;Bouwjaar 1933;2023;100;3;5;4;10;0;15;8;12;13;5;15;10;100;78;19;0;2;0;0;1;100;0;8;6;19;21;21;5;12;1;1;0;4;2;100;0;0;1;4;8;23;15;49;0
341;Bouwjaar 1933;2024;100;3;5;5;10;0;16;8;14;11;5;15;8;100;78;19;0;2;0;0;1;100;0;7;6;20;21;22;4;12;1;1;0;4;2;100;0;0;0;3;11;23;9;54;0
342;Bouwjaar 1933;2025;99;3;5;5;10;0;15;7;16;10;5;15;8;99;77;19;0;2;0;0;1;99;0;6;6;20;22;21;4;12;1;1;0;4;2;99;0;0;0;2;10;18;11;58;0
343;Bouwjaar 1934;2019;140;5;8;7;16;3;21;6;8;22;8;22;14;140;99;33;0;7;0;0;1;140;0;13;4;20;17;46;11;15;1;2;0;11;0;140;0;0;1;5;10;34;28;62;0
344;Bouwjaar 1934;2020;141;5;10;7;16;4;22;7;8;23;9;19;11;141;102;32;0;6;0;0;1;141;0;12;4;20;19;46;13;14;1;2;0;10;0;141;0;0;1;5;11;36;23;65;0
345;Bouwjaar 1934;2021;146;5;9;8;14;4;24;8;10;24;9;20;11;146;107;32;0;6;0;0;1;146;0;12;4;20;19;50;14;14;1;2;0;10;0;146;0;0;2;5;10;38;20;71;0
346;Bouwjaar 1934;2022;142;6;8;8;14;4;26;7;8;22;10;17;12;142;105;31;0;5;0;0;1;142;0;12;3;21;20;50;12;12;1;2;0;9;0;142;0;0;2;3;15;32;17;73;0
347;Bouwjaar 1934;2023;143;6;8;8;16;4;25;7;9;23;10;16;11;143;103;34;0;5;0;0;1;143;0;11;3;20;20;52;11;13;1;2;0;10;0;143;0;0;1;4;15;30;14;79;0
348;Bouwjaar 1934;2024;144;6;9;8;15;4;26;7;10;22;10;16;11;144;103;34;0;6;0;0;1;144;0;11;3;20;20;52;11;14;1;2;0;10;0;144;0;0;0;4;18;23;19;79;1
349;Bouwjaar 1934;2025;146;7;9;9;15;3;25;7;9;23;11;16;12;146;105;34;0;6;0;0;1;146;0;13;3;20;20;52;11;15;1;2;0;9;0;146;0;0;0;6;12;22;26;79;1
