ID;TypeGefailleerde;BedrijfstakkenBranchesSBI2008;Perioden;UitgesprokenFaillissementen_1
1384;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 april;0
1385;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 mei;2
1386;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 juni;1
1387;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 2e kwartaal;3
1388;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 juli;2
1389;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 augustus;2
1390;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 september;9
1391;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 3e kwartaal;13
1392;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 oktober;7
1393;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 november;1
1394;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 december;1
1395;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009 4e kwartaal;9
1396;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2009;26
1397;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 januari;2
1398;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 februari;0
1399;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 maart;1
1400;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 1e kwartaal;3
1401;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 april;1
1402;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 mei;1
1403;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 juni;0
1404;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 2e kwartaal;2
1405;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 juli;1
1406;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 augustus;2
1407;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 september;5
1408;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 3e kwartaal;8
1409;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 oktober;0
1410;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 november;2
1411;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 december;2
1412;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010 4e kwartaal;4
1413;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2010;17
1414;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 januari;0
1415;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 februari;1
1416;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 maart;1
1417;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 1e kwartaal;2
1418;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 april;0
1419;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 mei;1
1420;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 juni;2
1421;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 2e kwartaal;3
1422;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 juli;1
1423;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 augustus;1
1424;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 september;1
1425;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 3e kwartaal;3
1426;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 oktober;2
1427;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 november;5
1428;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 december;7
1429;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011 4e kwartaal;14
1430;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2011;22
1431;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 januari;1
1432;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 februari;1
1433;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 maart;3
1434;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 1e kwartaal;5
1435;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 april;2
1436;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 mei;6
1437;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 juni;2
1438;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 2e kwartaal;10
1439;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 juli;3
1440;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 augustus;5
1441;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 september;2
1442;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 3e kwartaal;10
1443;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 oktober;5
1444;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 november;1
1445;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 december;2
1446;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012 4e kwartaal;8
1447;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2012;33
1448;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 januari;1
1449;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 februari;0
1450;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 maart;2
1451;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 1e kwartaal;3
1452;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 april;0
1453;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 mei;1
1454;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 juni;1
1455;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 2e kwartaal;2
1456;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 juli;5
1457;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 augustus;0
1458;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 september;1
1459;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 3e kwartaal;6
1460;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 oktober;2
1461;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 november;9
1462;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 december;1
1463;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013 4e kwartaal;12
1464;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2013;23
1465;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 januari;0
1466;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 februari;2
1467;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 maart;2
1468;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 1e kwartaal;4
1469;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 april;1
1470;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 mei;0
1471;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 juni;2
1472;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 2e kwartaal;3
1473;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 juli;2
1474;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 augustus;0
1475;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 september;4
1476;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 3e kwartaal;6
1477;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 oktober;1
1478;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 november;1
1479;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 december;1
1480;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014 4e kwartaal;3
1481;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2014;16
1482;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 januari;1
1483;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 februari;0
1484;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 maart;0
1485;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 1e kwartaal;1
1486;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 april;2
1487;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 mei;0
1488;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 juni;7
1489;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 2e kwartaal;9
1490;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 juli;2
1491;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 augustus;2
1492;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 september;2
1493;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 3e kwartaal;6
1494;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 oktober;0
1495;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 november;3
1496;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 december;1
1497;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015 4e kwartaal;4
1498;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2015;20
1499;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 januari;0
1500;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 februari;1
1501;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 maart;0
1502;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 1e kwartaal;1
1503;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 april;0
1504;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 mei;0
1505;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 juni;2
1506;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 2e kwartaal;2
1507;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 juli;0
1508;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 augustus;1
1509;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 september;1
1510;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 3e kwartaal;2
1511;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 oktober;0
1512;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 november;0
1513;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 december;0
1514;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016 4e kwartaal;0
1515;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2016;5
1516;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 januari;1
1517;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 februari;0
1518;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 maart;0
1519;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 1e kwartaal;1
1520;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 april;0
1521;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 mei;1
1522;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 juni;0
1523;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 2e kwartaal;1
1524;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 juli;0
1525;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 augustus;0
1526;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 september;0
1527;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 3e kwartaal;0
1528;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 oktober;0
1529;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 november;0
1530;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 december;0
1531;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017 4e kwartaal;0
1532;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2017;2
1533;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 januari;2
1534;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 februari;2
1535;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 maart;1
1536;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 1e kwartaal;5
1537;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 april;0
1538;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 mei;1
1539;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 juni;0
1540;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 2e kwartaal;1
1541;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 juli;0
1542;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 augustus;0
1543;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 september;0
1544;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 3e kwartaal;0
1545;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 oktober;1
1546;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 november;2
1547;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 december;0
1548;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018 4e kwartaal;3
1549;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2018;9
1550;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 januari;1
1551;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 februari;0
1552;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 maart;0
1553;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 1e kwartaal;1
1554;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 april;0
1555;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 mei;0
1556;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 juni;0
1557;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 2e kwartaal;0
1558;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 juli;0
1559;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 augustus;0
1560;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 september;0
1561;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 3e kwartaal;0
1562;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 oktober;0
1563;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 november;0
1564;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 december;0
1565;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019 4e kwartaal;0
1566;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2019;1
1567;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 januari;0
1568;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 februari;0
1569;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 maart;0
1570;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 1e kwartaal;0
1571;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 april;0
1572;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 mei;0
1573;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 juni;1
1574;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 2e kwartaal;1
1575;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 juli;1
1576;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 augustus;0
1577;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 september;0
1578;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 3e kwartaal;1
1579;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 oktober;0
1580;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 november;0
1581;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 december;1
1582;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020 4e kwartaal;1
1583;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2020;3
1584;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 januari;0
1585;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 februari;0
1586;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 maart;0
1587;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 1e kwartaal;0
1588;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 april;0
1589;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 mei;0
1590;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 juni;1
1591;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 2e kwartaal;1
1592;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 juli;1
1593;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 augustus;0
1594;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 september;0
1595;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 3e kwartaal;1
1596;Bedrijven, instellingen en eenmanszaken;013 Teelt van sierplanten;2021 oktober;0
