ID;Woonruimten;BewoningWoonruimte;RegioS;Perioden;BewoondeWoonruimte_1
2692;Totaal;Totaal;Purmerend;2019;35855.0
2693;Totaal;Totaal;Purmerend;2020;36300.0
2694;Totaal;Totaal;Purmerend;2021;36555.0
2695;Totaal;Totaal;Purmerend;2022;41625.0
2696;Totaal;Totaal;Putten;2015;9420.0
2697;Totaal;Totaal;Putten;2016;9435.0
2698;Totaal;Totaal;Putten;2017;9450.0
2699;Totaal;Totaal;Putten;2018;9440.0
2700;Totaal;Totaal;Putten;2019;9455.0
2701;Totaal;Totaal;Putten;2020;9620.0
2702;Totaal;Totaal;Putten;2021;9780.0
2703;Totaal;Totaal;Putten;2022;9860.0
2704;Totaal;Totaal;Raalte;2015;15005.0
2705;Totaal;Totaal;Raalte;2016;15120.0
2706;Totaal;Totaal;Raalte;2017;15340.0
2707;Totaal;Totaal;Raalte;2018;15530.0
2708;Totaal;Totaal;Raalte;2019;15645.0
2709;Totaal;Totaal;Raalte;2020;15850.0
2710;Totaal;Totaal;Raalte;2021;16010.0
2711;Totaal;Totaal;Raalte;2022;16165.0
2712;Totaal;Totaal;Reimerswaal;2015;8565.0
2713;Totaal;Totaal;Reimerswaal;2016;8600.0
2714;Totaal;Totaal;Reimerswaal;2017;8645.0
2715;Totaal;Totaal;Reimerswaal;2018;8715.0
2716;Totaal;Totaal;Reimerswaal;2019;8805.0
2717;Totaal;Totaal;Reimerswaal;2020;8915.0
2718;Totaal;Totaal;Reimerswaal;2021;8960.0
2719;Totaal;Totaal;Reimerswaal;2022;9035.0
2720;Totaal;Totaal;Renkum;2015;13950.0
2721;Totaal;Totaal;Renkum;2016;14080.0
2722;Totaal;Totaal;Renkum;2017;14155.0
2723;Totaal;Totaal;Renkum;2018;14255.0
2724;Totaal;Totaal;Renkum;2019;14345.0
2725;Totaal;Totaal;Renkum;2020;14400.0
2726;Totaal;Totaal;Renkum;2021;14520.0
2727;Totaal;Totaal;Renkum;2022;14535.0
2728;Totaal;Totaal;Renswoude;2015;1825.0
2729;Totaal;Totaal;Renswoude;2016;1840.0
2730;Totaal;Totaal;Renswoude;2017;1915.0
2731;Totaal;Totaal;Renswoude;2018;1950.0
2732;Totaal;Totaal;Renswoude;2019;2050.0
2733;Totaal;Totaal;Renswoude;2020;2100.0
2734;Totaal;Totaal;Renswoude;2021;2135.0
2735;Totaal;Totaal;Renswoude;2022;2130.0
2736;Totaal;Totaal;Reusel-De Mierden;2015;5135.0
2737;Totaal;Totaal;Reusel-De Mierden;2016;5180.0
2738;Totaal;Totaal;Reusel-De Mierden;2017;5260.0
2739;Totaal;Totaal;Reusel-De Mierden;2018;5305.0
2740;Totaal;Totaal;Reusel-De Mierden;2019;5355.0
2741;Totaal;Totaal;Reusel-De Mierden;2020;5395.0
2742;Totaal;Totaal;Reusel-De Mierden;2021;5475.0
2743;Totaal;Totaal;Reusel-De Mierden;2022;5590.0
2744;Totaal;Totaal;Rheden;2015;20185.0
2745;Totaal;Totaal;Rheden;2016;20240.0
2746;Totaal;Totaal;Rheden;2017;20240.0
2747;Totaal;Totaal;Rheden;2018;20350.0
2748;Totaal;Totaal;Rheden;2019;20395.0
2749;Totaal;Totaal;Rheden;2020;20455.0
2750;Totaal;Totaal;Rheden;2021;20495.0
2751;Totaal;Totaal;Rheden;2022;20450.0
2752;Totaal;Totaal;Rhenen;2015;7585.0
2753;Totaal;Totaal;Rhenen;2016;7725.0
2754;Totaal;Totaal;Rhenen;2017;7835.0
2755;Totaal;Totaal;Rhenen;2018;7935.0
2756;Totaal;Totaal;Rhenen;2019;8015.0
2757;Totaal;Totaal;Rhenen;2020;8090.0
2758;Totaal;Totaal;Rhenen;2021;8130.0
2759;Totaal;Totaal;Rhenen;2022;8170.0
2760;Totaal;Totaal;Ridderkerk;2015;20050.0
2761;Totaal;Totaal;Ridderkerk;2016;20195.0
2762;Totaal;Totaal;Ridderkerk;2017;20405.0
2763;Totaal;Totaal;Ridderkerk;2018;20530.0
2764;Totaal;Totaal;Ridderkerk;2019;20530.0
2765;Totaal;Totaal;Ridderkerk;2020;20755.0
2766;Totaal;Totaal;Ridderkerk;2021;20935.0
2767;Totaal;Totaal;Ridderkerk;2022;21000.0
2768;Totaal;Totaal;Rijnwaarden;2015;4635.0
2769;Totaal;Totaal;Rijnwaarden;2016;4660.0
2770;Totaal;Totaal;Rijnwaarden;2017;4670.0
2771;Totaal;Totaal;Rijnwaarden;2018;
2772;Totaal;Totaal;Rijnwaarden;2019;
2773;Totaal;Totaal;Rijnwaarden;2020;
2774;Totaal;Totaal;Rijnwaarden;2021;
2775;Totaal;Totaal;Rijnwaarden;2022;
2776;Totaal;Totaal;Rijssen-Holten;2015;13895.0
2777;Totaal;Totaal;Rijssen-Holten;2016;14040.0
2778;Totaal;Totaal;Rijssen-Holten;2017;14220.0
2779;Totaal;Totaal;Rijssen-Holten;2018;14365.0
2780;Totaal;Totaal;Rijssen-Holten;2019;14415.0
2781;Totaal;Totaal;Rijssen-Holten;2020;14510.0
2782;Totaal;Totaal;Rijssen-Holten;2021;14540.0
2783;Totaal;Totaal;Rijssen-Holten;2022;14600.0
2784;Totaal;Totaal;Rijswijk (ZH.);2015;24475.0
2785;Totaal;Totaal;Rijswijk (ZH.);2016;24885.0
2786;Totaal;Totaal;Rijswijk (ZH.);2017;25185.0
2787;Totaal;Totaal;Rijswijk (ZH.);2018;25525.0
2788;Totaal;Totaal;Rijswijk (ZH.);2019;25805.0
2789;Totaal;Totaal;Rijswijk (ZH.);2020;26045.0
2790;Totaal;Totaal;Rijswijk (ZH.);2021;26740.0
2791;Totaal;Totaal;Rijswijk (ZH.);2022;27015.0
2792;Totaal;Totaal;Roerdalen;2015;9050.0
2793;Totaal;Totaal;Roerdalen;2016;9115.0
2794;Totaal;Totaal;Roerdalen;2017;9165.0
2795;Totaal;Totaal;Roerdalen;2018;9210.0
2796;Totaal;Totaal;Roerdalen;2019;9310.0
2797;Totaal;Totaal;Roerdalen;2020;9365.0
2798;Totaal;Totaal;Roerdalen;2021;9390.0
2799;Totaal;Totaal;Roerdalen;2022;9435.0
2800;Totaal;Totaal;Roermond;2015;26215.0
2801;Totaal;Totaal;Roermond;2016;26530.0
2802;Totaal;Totaal;Roermond;2017;26795.0
2803;Totaal;Totaal;Roermond;2018;27030.0
2804;Totaal;Totaal;Roermond;2019;27195.0
2805;Totaal;Totaal;Roermond;2020;27585.0
2806;Totaal;Totaal;Roermond;2021;27930.0
2807;Totaal;Totaal;Roermond;2022;28110.0
2808;Totaal;Totaal;De Ronde Venen;2015;17580.0
2809;Totaal;Totaal;De Ronde Venen;2016;17750.0
2810;Totaal;Totaal;De Ronde Venen;2017;18215.0
2811;Totaal;Totaal;De Ronde Venen;2018;18475.0
2812;Totaal;Totaal;De Ronde Venen;2019;18705.0
2813;Totaal;Totaal;De Ronde Venen;2020;18910.0
2814;Totaal;Totaal;De Ronde Venen;2021;19105.0
2815;Totaal;Totaal;De Ronde Venen;2022;19295.0
2816;Totaal;Totaal;Roosendaal;2015;33540.0
2817;Totaal;Totaal;Roosendaal;2016;33715.0
2818;Totaal;Totaal;Roosendaal;2017;33945.0
2819;Totaal;Totaal;Roosendaal;2018;34035.0
2820;Totaal;Totaal;Roosendaal;2019;34160.0
2821;Totaal;Totaal;Roosendaal;2020;34410.0
2822;Totaal;Totaal;Roosendaal;2021;34465.0
2823;Totaal;Totaal;Roosendaal;2022;34500.0
2824;Totaal;Totaal;Rotterdam;2015;295330.0
2825;Totaal;Totaal;Rotterdam;2016;295495.0
2826;Totaal;Totaal;Rotterdam;2017;296890.0
2827;Totaal;Totaal;Rotterdam;2018;298615.0
2828;Totaal;Totaal;Rotterdam;2019;300655.0
2829;Totaal;Totaal;Rotterdam;2020;301300.0
2830;Totaal;Totaal;Rotterdam;2021;304155.0
2831;Totaal;Totaal;Rotterdam;2022;307210.0
2832;Totaal;Totaal;Rozendaal;2015;610.0
2833;Totaal;Totaal;Rozendaal;2016;615.0
2834;Totaal;Totaal;Rozendaal;2017;635.0
2835;Totaal;Totaal;Rozendaal;2018;660.0
2836;Totaal;Totaal;Rozendaal;2019;670.0
2837;Totaal;Totaal;Rozendaal;2020;670.0
2838;Totaal;Totaal;Rozendaal;2021;685.0
2839;Totaal;Totaal;Rozendaal;2022;680.0
2840;Totaal;Totaal;Rucphen;2015;9360.0
2841;Totaal;Totaal;Rucphen;2016;9425.0
2842;Totaal;Totaal;Rucphen;2017;9465.0
2843;Totaal;Totaal;Rucphen;2018;9570.0
2844;Totaal;Totaal;Rucphen;2019;9695.0
2845;Totaal;Totaal;Rucphen;2020;9785.0
2846;Totaal;Totaal;Rucphen;2021;9895.0
2847;Totaal;Totaal;Rucphen;2022;9995.0
2848;Totaal;Totaal;Schagen;2015;19625.0
2849;Totaal;Totaal;Schagen;2016;19770.0
2850;Totaal;Totaal;Schagen;2017;19925.0
2851;Totaal;Totaal;Schagen;2018;20145.0
2852;Totaal;Totaal;Schagen;2019;20200.0
2853;Totaal;Totaal;Schagen;2020;20330.0
2854;Totaal;Totaal;Schagen;2021;20620.0
2855;Totaal;Totaal;Schagen;2022;20890.0
2856;Totaal;Totaal;Scherpenzeel;2015;3625.0
2857;Totaal;Totaal;Scherpenzeel;2016;3720.0
2858;Totaal;Totaal;Scherpenzeel;2017;3800.0
2859;Totaal;Totaal;Scherpenzeel;2018;3840.0
2860;Totaal;Totaal;Scherpenzeel;2019;3880.0
2861;Totaal;Totaal;Scherpenzeel;2020;4015.0
2862;Totaal;Totaal;Scherpenzeel;2021;4120.0
2863;Totaal;Totaal;Scherpenzeel;2022;4110.0
2864;Totaal;Totaal;Schiedam;2015;34755.0
2865;Totaal;Totaal;Schiedam;2016;34995.0
2866;Totaal;Totaal;Schiedam;2017;35040.0
2867;Totaal;Totaal;Schiedam;2018;34980.0
2868;Totaal;Totaal;Schiedam;2019;35190.0
2869;Totaal;Totaal;Schiedam;2020;35550.0
2870;Totaal;Totaal;Schiedam;2021;35940.0
2871;Totaal;Totaal;Schiedam;2022;36160.0
2872;Totaal;Totaal;Schiermonnikoog;2015;465.0
2873;Totaal;Totaal;Schiermonnikoog;2016;470.0
2874;Totaal;Totaal;Schiermonnikoog;2017;470.0
2875;Totaal;Totaal;Schiermonnikoog;2018;475.0
2876;Totaal;Totaal;Schiermonnikoog;2019;485.0
2877;Totaal;Totaal;Schiermonnikoog;2020;485.0
2878;Totaal;Totaal;Schiermonnikoog;2021;485.0
2879;Totaal;Totaal;Schiermonnikoog;2022;510.0
2880;Totaal;Totaal;Schijndel;2015;9805.0
2881;Totaal;Totaal;Schijndel;2016;9895.0
2882;Totaal;Totaal;Schijndel;2017;
2883;Totaal;Totaal;Schijndel;2018;
2884;Totaal;Totaal;Schijndel;2019;
2885;Totaal;Totaal;Schijndel;2020;
2886;Totaal;Totaal;Schijndel;2021;
2887;Totaal;Totaal;Schijndel;2022;
2888;Totaal;Totaal;Schinnen;2015;5585.0
2889;Totaal;Totaal;Schinnen;2016;5630.0
2890;Totaal;Totaal;Schinnen;2017;5620.0
2891;Totaal;Totaal;Schinnen;2018;5615.0
2892;Totaal;Totaal;Schinnen;2019;
2893;Totaal;Totaal;Schinnen;2020;
2894;Totaal;Totaal;Schinnen;2021;
2895;Totaal;Totaal;Schinnen;2022;
2896;Totaal;Totaal;Schouwen-Duiveland;2015;15125.0
2897;Totaal;Totaal;Schouwen-Duiveland;2016;15175.0
2898;Totaal;Totaal;Schouwen-Duiveland;2017;15160.0
2899;Totaal;Totaal;Schouwen-Duiveland;2018;15255.0
2900;Totaal;Totaal;Schouwen-Duiveland;2019;15345.0
2901;Totaal;Totaal;Schouwen-Duiveland;2020;15545.0
2902;Totaal;Totaal;Schouwen-Duiveland;2021;15640.0
2903;Totaal;Totaal;Schouwen-Duiveland;2022;15685.0
2904;Totaal;Totaal;Simpelveld;2015;4885.0
2905;Totaal;Totaal;Simpelveld;2016;4835.0
2906;Totaal;Totaal;Simpelveld;2017;4850.0
2907;Totaal;Totaal;Simpelveld;2018;4835.0
2908;Totaal;Totaal;Simpelveld;2019;4870.0
2909;Totaal;Totaal;Simpelveld;2020;4855.0
2910;Totaal;Totaal;Simpelveld;2021;4865.0
2911;Totaal;Totaal;Simpelveld;2022;4870.0
2912;Totaal;Totaal;Sint Anthonis;2015;4535.0
2913;Totaal;Totaal;Sint Anthonis;2016;4615.0
2914;Totaal;Totaal;Sint Anthonis;2017;4620.0
2915;Totaal;Totaal;Sint Anthonis;2018;4660.0
2916;Totaal;Totaal;Sint Anthonis;2019;4690.0
2917;Totaal;Totaal;Sint Anthonis;2020;4730.0
2918;Totaal;Totaal;Sint Anthonis;2021;4795.0
2919;Totaal;Totaal;Sint Anthonis;2022;
2920;Totaal;Totaal;Sint-Michielsgestel;2015;11260.0
2921;Totaal;Totaal;Sint-Michielsgestel;2016;11335.0
2922;Totaal;Totaal;Sint-Michielsgestel;2017;11460.0
2923;Totaal;Totaal;Sint-Michielsgestel;2018;11615.0
2924;Totaal;Totaal;Sint-Michielsgestel;2019;11730.0
2925;Totaal;Totaal;Sint-Michielsgestel;2020;11845.0
2926;Totaal;Totaal;Sint-Michielsgestel;2021;12050.0
2927;Totaal;Totaal;Sint-Michielsgestel;2022;12195.0
2928;Totaal;Totaal;Sint-Oedenrode;2015;7275.0
2929;Totaal;Totaal;Sint-Oedenrode;2016;7285.0
2930;Totaal;Totaal;Sint-Oedenrode;2017;
2931;Totaal;Totaal;Sint-Oedenrode;2018;
2932;Totaal;Totaal;Sint-Oedenrode;2019;
2933;Totaal;Totaal;Sint-Oedenrode;2020;
2934;Totaal;Totaal;Sint-Oedenrode;2021;
2935;Totaal;Totaal;Sint-Oedenrode;2022;
2936;Totaal;Totaal;Sittard-Geleen;2015;44130.0
2937;Totaal;Totaal;Sittard-Geleen;2016;44325.0
2938;Totaal;Totaal;Sittard-Geleen;2017;44465.0
2939;Totaal;Totaal;Sittard-Geleen;2018;44615.0
2940;Totaal;Totaal;Sittard-Geleen;2019;44665.0
2941;Totaal;Totaal;Sittard-Geleen;2020;44575.0
2942;Totaal;Totaal;Sittard-Geleen;2021;44935.0
2943;Totaal;Totaal;Sittard-Geleen;2022;45220.0
2944;Totaal;Totaal;Sliedrecht;2015;10280.0
2945;Totaal;Totaal;Sliedrecht;2016;10385.0
2946;Totaal;Totaal;Sliedrecht;2017;10355.0
2947;Totaal;Totaal;Sliedrecht;2018;10370.0
2948;Totaal;Totaal;Sliedrecht;2019;10465.0
2949;Totaal;Totaal;Sliedrecht;2020;10625.0
2950;Totaal;Totaal;Sliedrecht;2021;10810.0
2951;Totaal;Totaal;Sliedrecht;2022;10830.0
2952;Totaal;Totaal;Slochteren;2015;6455.0
2953;Totaal;Totaal;Slochteren;2016;6505.0
2954;Totaal;Totaal;Slochteren;2017;6190.0
2955;Totaal;Totaal;Slochteren;2018;
2956;Totaal;Totaal;Slochteren;2019;
2957;Totaal;Totaal;Slochteren;2020;
2958;Totaal;Totaal;Slochteren;2021;
2959;Totaal;Totaal;Slochteren;2022;
2960;Totaal;Totaal;Sluis;2015;11260.0
2961;Totaal;Totaal;Sluis;2016;11250.0
2962;Totaal;Totaal;Sluis;2017;11240.0
2963;Totaal;Totaal;Sluis;2018;11220.0
2964;Totaal;Totaal;Sluis;2019;11160.0
2965;Totaal;Totaal;Sluis;2020;11165.0
2966;Totaal;Totaal;Sluis;2021;11215.0
2967;Totaal;Totaal;Sluis;2022;11235.0
2968;Totaal;Totaal;Smallingerland;2015;24425.0
2969;Totaal;Totaal;Smallingerland;2016;24660.0
2970;Totaal;Totaal;Smallingerland;2017;24875.0
2971;Totaal;Totaal;Smallingerland;2018;25065.0
2972;Totaal;Totaal;Smallingerland;2019;25165.0
2973;Totaal;Totaal;Smallingerland;2020;25230.0
2974;Totaal;Totaal;Smallingerland;2021;25300.0
2975;Totaal;Totaal;Smallingerland;2022;25415.0
2976;Totaal;Totaal;Soest;2015;19715.0
2977;Totaal;Totaal;Soest;2016;19835.0
2978;Totaal;Totaal;Soest;2017;19940.0
2979;Totaal;Totaal;Soest;2018;20035.0
2980;Totaal;Totaal;Soest;2019;20240.0
2981;Totaal;Totaal;Soest;2020;20410.0
2982;Totaal;Totaal;Soest;2021;20575.0
2983;Totaal;Totaal;Soest;2022;20685.0
2984;Totaal;Totaal;Someren;2015;7625.0
2985;Totaal;Totaal;Someren;2016;7695.0
2986;Totaal;Totaal;Someren;2017;7800.0
2987;Totaal;Totaal;Someren;2018;7900.0
2988;Totaal;Totaal;Someren;2019;7975.0
2989;Totaal;Totaal;Someren;2020;8025.0
2990;Totaal;Totaal;Someren;2021;8215.0
2991;Totaal;Totaal;Someren;2022;8310.0
2992;Totaal;Totaal;Son en Breugel;2015;6765.0
2993;Totaal;Totaal;Son en Breugel;2016;6855.0
2994;Totaal;Totaal;Son en Breugel;2017;6925.0
2995;Totaal;Totaal;Son en Breugel;2018;7035.0
2996;Totaal;Totaal;Son en Breugel;2019;7140.0
2997;Totaal;Totaal;Son en Breugel;2020;7275.0
2998;Totaal;Totaal;Son en Breugel;2021;7410.0
2999;Totaal;Totaal;Son en Breugel;2022;7450.0
3000;Totaal;Totaal;Stadskanaal;2015;14470.0
3001;Totaal;Totaal;Stadskanaal;2016;14500.0
3002;Totaal;Totaal;Stadskanaal;2017;14565.0
3003;Totaal;Totaal;Stadskanaal;2018;14565.0
3004;Totaal;Totaal;Stadskanaal;2019;14560.0
3005;Totaal;Totaal;Stadskanaal;2020;14590.0
3006;Totaal;Totaal;Stadskanaal;2021;14655.0
3007;Totaal;Totaal;Stadskanaal;2022;14650.0
3008;Totaal;Totaal;Staphorst;2015;5535.0
3009;Totaal;Totaal;Staphorst;2016;5610.0
3010;Totaal;Totaal;Staphorst;2017;5675.0
3011;Totaal;Totaal;Staphorst;2018;5750.0
3012;Totaal;Totaal;Staphorst;2019;5835.0
3013;Totaal;Totaal;Staphorst;2020;5875.0
3014;Totaal;Totaal;Staphorst;2021;5900.0
3015;Totaal;Totaal;Staphorst;2022;6005.0
3016;Totaal;Totaal;Stede Broec;2015;8865.0
3017;Totaal;Totaal;Stede Broec;2016;8895.0
3018;Totaal;Totaal;Stede Broec;2017;8955.0
3019;Totaal;Totaal;Stede Broec;2018;9025.0
3020;Totaal;Totaal;Stede Broec;2019;9055.0
3021;Totaal;Totaal;Stede Broec;2020;9075.0
3022;Totaal;Totaal;Stede Broec;2021;9180.0
3023;Totaal;Totaal;Stede Broec;2022;9275.0
3024;Totaal;Totaal;Steenbergen;2015;9880.0
3025;Totaal;Totaal;Steenbergen;2016;9940.0
3026;Totaal;Totaal;Steenbergen;2017;9990.0
3027;Totaal;Totaal;Steenbergen;2018;10080.0
3028;Totaal;Totaal;Steenbergen;2019;10175.0
3029;Totaal;Totaal;Steenbergen;2020;10280.0
3030;Totaal;Totaal;Steenbergen;2021;10390.0
3031;Totaal;Totaal;Steenbergen;2022;10475.0
3032;Totaal;Totaal;Steenwijkerland;2015;18650.0
3033;Totaal;Totaal;Steenwijkerland;2016;18770.0
3034;Totaal;Totaal;Steenwijkerland;2017;18995.0
3035;Totaal;Totaal;Steenwijkerland;2018;19115.0
3036;Totaal;Totaal;Steenwijkerland;2019;19280.0
3037;Totaal;Totaal;Steenwijkerland;2020;19465.0
3038;Totaal;Totaal;Steenwijkerland;2021;19670.0
3039;Totaal;Totaal;Steenwijkerland;2022;19780.0
3040;Totaal;Totaal;Stein (L.);2015;11310.0
3041;Totaal;Totaal;Stein (L.);2016;11390.0
3042;Totaal;Totaal;Stein (L.);2017;11435.0
3043;Totaal;Totaal;Stein (L.);2018;11485.0
3044;Totaal;Totaal;Stein (L.);2019;11555.0
3045;Totaal;Totaal;Stein (L.);2020;11545.0
3046;Totaal;Totaal;Stein (L.);2021;11535.0
3047;Totaal;Totaal;Stein (L.);2022;11555.0
3048;Totaal;Totaal;Stichtse Vecht;2015;26850.0
3049;Totaal;Totaal;Stichtse Vecht;2016;27040.0
3050;Totaal;Totaal;Stichtse Vecht;2017;27200.0
3051;Totaal;Totaal;Stichtse Vecht;2018;27225.0
3052;Totaal;Totaal;Stichtse Vecht;2019;27620.0
3053;Totaal;Totaal;Stichtse Vecht;2020;27780.0
3054;Totaal;Totaal;Stichtse Vecht;2021;27970.0
3055;Totaal;Totaal;Stichtse Vecht;2022;28205.0
3056;Totaal;Totaal;Strijen;2015;3790.0
3057;Totaal;Totaal;Strijen;2016;3820.0
3058;Totaal;Totaal;Strijen;2017;3825.0
3059;Totaal;Totaal;Strijen;2018;3830.0
3060;Totaal;Totaal;Strijen;2019;
3061;Totaal;Totaal;Strijen;2020;
3062;Totaal;Totaal;Strijen;2021;
3063;Totaal;Totaal;Strijen;2022;
3064;Totaal;Totaal;Súdwest-Fryslân;2015;36915.0
3065;Totaal;Totaal;Súdwest-Fryslân;2016;37045.0
3066;Totaal;Totaal;Súdwest-Fryslân;2017;37270.0
3067;Totaal;Totaal;Súdwest-Fryslân;2018;39895.0
3068;Totaal;Totaal;Súdwest-Fryslân;2019;40130.0
3069;Totaal;Totaal;Súdwest-Fryslân;2020;40435.0
3070;Totaal;Totaal;Súdwest-Fryslân;2021;40815.0
3071;Totaal;Totaal;Súdwest-Fryslân;2022;40950.0
3072;Totaal;Totaal;Terneuzen;2015;25010.0
3073;Totaal;Totaal;Terneuzen;2016;25135.0
3074;Totaal;Totaal;Terneuzen;2017;25165.0
3075;Totaal;Totaal;Terneuzen;2018;25295.0
3076;Totaal;Totaal;Terneuzen;2019;25300.0
3077;Totaal;Totaal;Terneuzen;2020;25430.0
3078;Totaal;Totaal;Terneuzen;2021;25565.0
3079;Totaal;Totaal;Terneuzen;2022;25815.0
3080;Totaal;Totaal;Terschelling;2015;2025.0
3081;Totaal;Totaal;Terschelling;2016;2030.0
3082;Totaal;Totaal;Terschelling;2017;2095.0
3083;Totaal;Totaal;Terschelling;2018;2140.0
3084;Totaal;Totaal;Terschelling;2019;2155.0
3085;Totaal;Totaal;Terschelling;2020;2170.0
3086;Totaal;Totaal;Terschelling;2021;2195.0
3087;Totaal;Totaal;Terschelling;2022;2210.0
3088;Totaal;Totaal;Texel;2015;6145.0
3089;Totaal;Totaal;Texel;2016;6140.0
3090;Totaal;Totaal;Texel;2017;6240.0
3091;Totaal;Totaal;Texel;2018;6275.0
3092;Totaal;Totaal;Texel;2019;6340.0
3093;Totaal;Totaal;Texel;2020;6435.0
3094;Totaal;Totaal;Texel;2021;6480.0
3095;Totaal;Totaal;Texel;2022;6510.0
3096;Totaal;Totaal;Teylingen;2015;14880.0
3097;Totaal;Totaal;Teylingen;2016;14975.0
3098;Totaal;Totaal;Teylingen;2017;15280.0
3099;Totaal;Totaal;Teylingen;2018;15485.0
3100;Totaal;Totaal;Teylingen;2019;15715.0
3101;Totaal;Totaal;Teylingen;2020;16005.0
3102;Totaal;Totaal;Teylingen;2021;16100.0
3103;Totaal;Totaal;Teylingen;2022;16325.0
3104;Totaal;Totaal;Tholen;2015;10160.0
3105;Totaal;Totaal;Tholen;2016;10250.0
3106;Totaal;Totaal;Tholen;2017;10320.0
3107;Totaal;Totaal;Tholen;2018;10405.0
3108;Totaal;Totaal;Tholen;2019;10460.0
3109;Totaal;Totaal;Tholen;2020;10645.0
3110;Totaal;Totaal;Tholen;2021;10800.0
3111;Totaal;Totaal;Tholen;2022;10905.0
3112;Totaal;Totaal;Tiel;2015;17285.0
3113;Totaal;Totaal;Tiel;2016;17410.0
3114;Totaal;Totaal;Tiel;2017;17545.0
3115;Totaal;Totaal;Tiel;2018;17665.0
3116;Totaal;Totaal;Tiel;2019;17790.0
3117;Totaal;Totaal;Tiel;2020;17895.0
3118;Totaal;Totaal;Tiel;2021;18150.0
3119;Totaal;Totaal;Tiel;2022;18165.0
3120;Totaal;Totaal;Tilburg;2015;92610.0
3121;Totaal;Totaal;Tilburg;2016;93480.0
3122;Totaal;Totaal;Tilburg;2017;94750.0
3123;Totaal;Totaal;Tilburg;2018;96250.0
3124;Totaal;Totaal;Tilburg;2019;97640.0
3125;Totaal;Totaal;Tilburg;2020;98875.0
3126;Totaal;Totaal;Tilburg;2021;101065.0
3127;Totaal;Totaal;Tilburg;2022;102395.0
3128;Totaal;Totaal;Tubbergen;2015;7850.0
3129;Totaal;Totaal;Tubbergen;2016;7920.0
3130;Totaal;Totaal;Tubbergen;2017;8005.0
3131;Totaal;Totaal;Tubbergen;2018;8040.0
3132;Totaal;Totaal;Tubbergen;2019;8120.0
3133;Totaal;Totaal;Tubbergen;2020;8195.0
3134;Totaal;Totaal;Tubbergen;2021;8245.0
3135;Totaal;Totaal;Tubbergen;2022;8280.0
3136;Totaal;Totaal;Twenterand;2015;13050.0
3137;Totaal;Totaal;Twenterand;2016;13065.0
3138;Totaal;Totaal;Twenterand;2017;13145.0
3139;Totaal;Totaal;Twenterand;2018;13180.0
3140;Totaal;Totaal;Twenterand;2019;13255.0
3141;Totaal;Totaal;Twenterand;2020;13325.0
3142;Totaal;Totaal;Twenterand;2021;13425.0
3143;Totaal;Totaal;Twenterand;2022;13465.0
3144;Totaal;Totaal;Tynaarlo;2015;13770.0
3145;Totaal;Totaal;Tynaarlo;2016;13940.0
3146;Totaal;Totaal;Tynaarlo;2017;14045.0
3147;Totaal;Totaal;Tynaarlo;2018;14185.0
3148;Totaal;Totaal;Tynaarlo;2019;14300.0
3149;Totaal;Totaal;Tynaarlo;2020;14380.0
3150;Totaal;Totaal;Tynaarlo;2021;14490.0
3151;Totaal;Totaal;Tynaarlo;2022;14625.0
3152;Totaal;Totaal;Tytsjerksteradiel;2015;13275.0
3153;Totaal;Totaal;Tytsjerksteradiel;2016;13340.0
3154;Totaal;Totaal;Tytsjerksteradiel;2017;13370.0
3155;Totaal;Totaal;Tytsjerksteradiel;2018;13400.0
3156;Totaal;Totaal;Tytsjerksteradiel;2019;13610.0
3157;Totaal;Totaal;Tytsjerksteradiel;2020;13640.0
3158;Totaal;Totaal;Tytsjerksteradiel;2021;13700.0
3159;Totaal;Totaal;Tytsjerksteradiel;2022;13790.0
3160;Totaal;Totaal;Uden;2015;17645.0
3161;Totaal;Totaal;Uden;2016;17830.0
3162;Totaal;Totaal;Uden;2017;18055.0
3163;Totaal;Totaal;Uden;2018;18275.0
3164;Totaal;Totaal;Uden;2019;18535.0
3165;Totaal;Totaal;Uden;2020;18670.0
3166;Totaal;Totaal;Uden;2021;18790.0
3167;Totaal;Totaal;Uden;2022;
3168;Totaal;Totaal;Uitgeest;2015;5485.0
3169;Totaal;Totaal;Uitgeest;2016;5510.0
3170;Totaal;Totaal;Uitgeest;2017;5560.0
3171;Totaal;Totaal;Uitgeest;2018;5560.0
3172;Totaal;Totaal;Uitgeest;2019;5640.0
3173;Totaal;Totaal;Uitgeest;2020;5650.0
3174;Totaal;Totaal;Uitgeest;2021;5640.0
3175;Totaal;Totaal;Uitgeest;2022;5620.0
3176;Totaal;Totaal;Uithoorn;2015;12425.0
3177;Totaal;Totaal;Uithoorn;2016;12385.0
3178;Totaal;Totaal;Uithoorn;2017;12465.0
3179;Totaal;Totaal;Uithoorn;2018;12420.0
3180;Totaal;Totaal;Uithoorn;2019;12415.0
3181;Totaal;Totaal;Uithoorn;2020;12745.0
3182;Totaal;Totaal;Uithoorn;2021;13085.0
3183;Totaal;Totaal;Uithoorn;2022;13180.0
3184;Totaal;Totaal;Urk;2015;5990.0
3185;Totaal;Totaal;Urk;2016;6090.0
3186;Totaal;Totaal;Urk;2017;6185.0
3187;Totaal;Totaal;Urk;2018;6300.0
3188;Totaal;Totaal;Urk;2019;6410.0
3189;Totaal;Totaal;Urk;2020;6515.0
3190;Totaal;Totaal;Urk;2021;6645.0
