ID;VakcentralesEnVakverenigingen;Geslacht;Leeftijd;Perioden;Leden_1;LedenRelatief_2
83;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2009;954.1;100.0
84;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2010;957.9;100.0
85;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2011;961.5;100.0
86;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2012;945.1;100.0
87;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2013;925.3;100.0
88;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2014;906.4;100.0
89;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2015;890.9;100.0
90;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2016;885.3;100.0
91;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2017;883.2;100.0
92;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2019;865.9;100.0
93;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2021;797.1;100.0
94;Totaal vakverenigingen;Totaal mannen en vrouwen;45 jaar tot AOW-leeftijd;2023;748.9;100.0
95;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;1999;182.2;100.0
96;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2001;189.5;100.0
97;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2003;197.7;100.0
98;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2005;214.5;100.0
99;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2006;214.7;100.0
100;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2007;220.0;100.0
101;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2008;232.7;100.0
102;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2009;244.3;100.0
103;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2010;251.8;100.0
104;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2011;268.6;100.0
105;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2012;286.7;100.0
106;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2013;290.8;100.0
107;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2014;299.6;100.0
108;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2015;303.6;100.0
109;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2016;318.0;100.0
110;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2017;317.6;100.0
111;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2019;281.1;100.0
112;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2021;323.9;100.0
113;Totaal vakverenigingen;Totaal mannen en vrouwen;AOW-leeftijd of ouder;2023;316.0;100.0
114;Totaal vakverenigingen;Mannen;Totaal;1999;1417.6;100.0
115;Totaal vakverenigingen;Mannen;Totaal;2001;1379.1;100.0
116;Totaal vakverenigingen;Mannen;Totaal;2003;1361.4;100.0
117;Totaal vakverenigingen;Mannen;Totaal;2005;1314.1;100.0
118;Totaal vakverenigingen;Mannen;Totaal;2006;1281.1;100.0
119;Totaal vakverenigingen;Mannen;Totaal;2007;1270.6;100.0
120;Totaal vakverenigingen;Mannen;Totaal;2008;1276.1;100.0
121;Totaal vakverenigingen;Mannen;Totaal;2009;1263.5;100.0
122;Totaal vakverenigingen;Mannen;Totaal;2010;1243.4;100.0
123;Totaal vakverenigingen;Mannen;Totaal;2011;1229.0;100.0
124;Totaal vakverenigingen;Mannen;Totaal;2012;1201.5;100.0
125;Totaal vakverenigingen;Mannen;Totaal;2013;1161.0;100.0
126;Totaal vakverenigingen;Mannen;Totaal;2014;1127.0;100.0
127;Totaal vakverenigingen;Mannen;Totaal;2015;1094.3;100.0
128;Totaal vakverenigingen;Mannen;Totaal;2016;1071.3;100.0
129;Totaal vakverenigingen;Mannen;Totaal;2017;1048.6;100.0
130;Totaal vakverenigingen;Mannen;Totaal;2019;983.5;100.0
131;Totaal vakverenigingen;Mannen;Totaal;2021;931.4;100.0
132;Totaal vakverenigingen;Mannen;Totaal;2023;891.3;100.0
133;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;1999;76.2;100.0
134;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2001;72.4;100.0
135;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2003;68.4;100.0
136;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2005;60.4;100.0
137;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2006;55.8;100.0
138;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2007;50.4;100.0
139;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2008;48.0;100.0
140;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2009;46.6;100.0
141;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2010;46.6;100.0
142;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2011;47.3;100.0
143;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2012;43.4;100.0
144;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2013;38.1;100.0
145;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2014;39.3;100.0
146;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2015;40.1;100.0
147;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2016;38.6;100.0
148;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2017;36.2;100.0
149;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2019;27.9;100.0
150;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2021;20.7;100.0
151;Totaal vakverenigingen;Mannen;Jonger dan 25 jaar;2023;21.7;100.0
152;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;1999;1180.4;100.0
153;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2001;1140.5;100.0
154;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2003;1119.5;100.0
155;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2005;1068.2;100.0
156;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2006;1040.1;100.0
157;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2007;1032.3;100.0
158;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2008;1030.9;100.0
159;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2009;1012.6;100.0
160;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2010;986.3;100.0
161;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2011;962.6;100.0
162;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2012;925.6;100.0
163;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2013;883.7;100.0
164;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2014;843.8;100.0
165;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2015;811.0;100.0
166;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2016;779.8;100.0
167;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2017;760.7;100.0
168;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2019;733.3;100.0
169;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2021;658.5;100.0
170;Totaal vakverenigingen;Mannen;25 tot AOW-leeftijd;2023;627.0;100.0
171;Totaal vakverenigingen;Mannen;25 tot 45 jaar;1999;;
172;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2001;;
173;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2003;;
174;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2005;427.7;100.0
175;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2006;398.1;100.0
176;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2007;388.5;100.0
177;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2008;385.0;100.0
178;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2009;360.7;100.0
179;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2010;341.9;100.0
180;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2011;325.1;100.0
181;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2012;308.6;100.0
182;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2013;286.8;100.0
183;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2014;268.1;100.0
184;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2015;256.2;100.0
185;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2016;236.6;100.0
186;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2017;227.6;100.0
187;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2019;212.1;100.0
188;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2021;180.1;100.0
189;Totaal vakverenigingen;Mannen;25 tot 45 jaar;2023;181.6;100.0
190;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;1999;;
191;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2001;;
192;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2003;;
193;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2005;640.5;100.0
194;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2006;642.0;100.0
195;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2007;643.8;100.0
196;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2008;645.9;100.0
197;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2009;651.9;100.0
198;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2010;644.3;100.0
199;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2011;637.5;100.0
200;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2012;617.1;100.0
201;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2013;596.9;100.0
202;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2014;575.7;100.0
203;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2015;554.8;100.0
204;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2016;543.2;100.0
205;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2017;533.1;100.0
206;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2019;521.2;100.0
207;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2021;478.4;100.0
208;Totaal vakverenigingen;Mannen;45 jaar tot AOW-leeftijd;2023;445.4;100.0
209;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;1999;161.0;100.0
210;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2001;166.1;100.0
211;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2003;173.5;100.0
212;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2005;185.5;100.0
213;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2006;185.3;100.0
214;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2007;187.9;100.0
215;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2008;197.1;100.0
216;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2009;204.4;100.0
217;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2010;210.5;100.0
218;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2011;219.0;100.0
219;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2012;232.4;100.0
220;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2013;239.2;100.0
221;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2014;243.9;100.0
222;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2015;243.3;100.0
223;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2016;253.0;100.0
224;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2017;251.7;100.0
225;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2019;222.3;100.0
226;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2021;252.2;100.0
227;Totaal vakverenigingen;Mannen;AOW-leeftijd of ouder;2023;242.5;100.0
228;Totaal vakverenigingen;Vrouwen;Totaal;1999;517.7;100.0
229;Totaal vakverenigingen;Vrouwen;Totaal;2001;539.6;100.0
230;Totaal vakverenigingen;Vrouwen;Totaal;2003;559.2;100.0
231;Totaal vakverenigingen;Vrouwen;Totaal;2005;584.6;100.0
232;Totaal vakverenigingen;Vrouwen;Totaal;2006;584.8;100.0
233;Totaal vakverenigingen;Vrouwen;Totaal;2007;607.6;100.0
234;Totaal vakverenigingen;Vrouwen;Totaal;2008;621.9;100.0
235;Totaal vakverenigingen;Vrouwen;Totaal;2009;623.4;100.0
236;Totaal vakverenigingen;Vrouwen;Totaal;2010;626.9;100.0
237;Totaal vakverenigingen;Vrouwen;Totaal;2011;646.6;100.0
238;Totaal vakverenigingen;Vrouwen;Totaal;2012;647.3;100.0
239;Totaal vakverenigingen;Vrouwen;Totaal;2013;630.9;100.0
240;Totaal vakverenigingen;Vrouwen;Totaal;2014;635.0;100.0
241;Totaal vakverenigingen;Vrouwen;Totaal;2015;640.1;100.0
242;Totaal vakverenigingen;Vrouwen;Totaal;2016;646.1;100.0
243;Totaal vakverenigingen;Vrouwen;Totaal;2017;654.1;100.0
244;Totaal vakverenigingen;Vrouwen;Totaal;2019;617.9;100.0
245;Totaal vakverenigingen;Vrouwen;Totaal;2021;572.8;100.0
246;Totaal vakverenigingen;Vrouwen;Totaal;2023;549.6;100.0
247;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;1999;41.0;100.0
248;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2001;38.7;100.0
249;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2003;38.3;100.0
250;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2005;39.3;100.0
251;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2006;35.0;100.0
252;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2007;32.1;100.0
253;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2008;29.9;100.0
254;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2009;26.9;100.0
255;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2010;24.5;100.0
256;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2011;26.8;100.0
257;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2012;25.8;100.0
258;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2013;22.9;100.0
259;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2014;27.8;100.0
260;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2015;30.4;100.0
261;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2016;30.8;100.0
262;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2017;29.6;100.0
263;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2019;18.7;100.0
264;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2021;14.8;100.0
265;Totaal vakverenigingen;Vrouwen;Jonger dan 25 jaar;2023;13.6;100.0
266;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;1999;455.5;100.0
267;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2001;477.5;100.0
268;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2003;496.8;100.0
269;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2005;516.3;100.0
270;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2006;520.4;100.0
271;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2007;543.4;100.0
272;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2008;556.4;100.0
273;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2009;556.6;100.0
274;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2010;561.1;100.0
275;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2011;570.2;100.0
276;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2012;567.2;100.0
277;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2013;556.3;100.0
278;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2014;551.4;100.0
279;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2015;549.4;100.0
280;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2016;550.4;100.0
281;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2017;558.5;100.0
282;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2019;540.5;100.0
283;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2021;486.3;100.0
284;Totaal vakverenigingen;Vrouwen;25 tot AOW-leeftijd;2023;462.5;100.0
285;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;1999;;
286;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2001;;
287;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2003;;
288;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2005;272.1;100.0
289;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2006;263.5;100.0
290;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2007;267.8;100.0
291;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2008;271.0;100.0
292;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2009;254.4;100.0
293;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2010;247.6;100.0
294;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2011;246.2;100.0
295;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2012;239.2;100.0
296;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2013;227.9;100.0
297;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2014;220.7;100.0
298;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2015;213.3;100.0
299;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2016;208.3;100.0
300;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2017;208.4;100.0
301;Totaal vakverenigingen;Vrouwen;25 tot 45 jaar;2019;195.8;100.0
